EJE;DEN. EJE (CORTA);DEN. EJE (LARGA);DESCRIPCIÓN;OBJETIVO;DEN. OBJETIVO (CORTA);DEN. OBJETIVO (LARGA);DESCRIPCIÓN;LINEA;DEN. LINEA ACTUACIÓN (CORTA);DEN. LINEA ACTUACIÓN (LARGA);DESCRIPCIÓN;PEP;DEN. PEP(CORTA);DEN. PEP(LARGA);;AMOUNT
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50502;Sensibilización;Sensibilización y educación al desarrollo;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2007000066;Sensibilización subvenciones bienales;Subvenciones de sensibilización de caracter bienal;Subvenciones de sensibilización de caracter bienal;70000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50502;Sensibilización;Sensibilización y educación al desarrollo;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2007000082;Cine-Cooperación Mugarik Gabe;Cine-Cooperación Mugarik Gabe;Cine-Cooperación Mugarik Gabe;10000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50502;Sensibilización;Sensibilización y educación al desarrollo;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2008000065;Convenio ISF-UPV Seminario Cooperación;Convenio A. Ingeniería Sin Fronteras-UPV/EHU Seminario Cooperación;Convenio A. Ingeniería Sin Fronteras-UPV/EHU Seminario Cooperación;6000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50502;Sensibilización;Sensibilización y educación al desarrollo;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2009000053;Programa de acogida de niños y niñas;Programa de subvenciones a familias para la acogida de niños y niñas;Programa de subvenciones a familias para la acogida de niños y niñas;11000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50502;Sensibilización;Sensibilización y educación al desarrollo;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2009000054;Premio Bilbao Norte-Sur;Premio Bilbao Norte Sur a la solidaridad;Premio Bilbao Norte Sur a la solidaridad;13000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50502;Sensibilización;Sensibilización y educación al desarrollo;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2009000055;Convenio Coordinadora ONGDs de Euskadi;Convenio Coordinadora ONGDs de Euskadi;Convenio Coordinadora ONGDs de Euskadi;25000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50502;Sensibilización;Sensibilización y educación al desarrollo;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2009000056;Convenio Harresiak Apurtuz;Convenio de colaboración con Harresiak-Apurtuz;Convenio de colaboración con Harresiak-Apurtuz;12000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50502;Sensibilización;Sensibilización y educación al desarrollo;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2010000127;Festival Cine Invisible;Festival Cine Invisible-ONGD KCD;Festival Cine Invisible-ONGD KCD;2000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50502;Sensibilización;Sensibilización y educación al desarrollo;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2011000081;Convenio Solidaridad internacional;Convenio Solidaridad Internacional;Convenio Solidaridad Internacional;10000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;505;Cooperación desarrollo;Cooperación al desarrollo y solidaridad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50503;Acción humanitaria;Acción humanitaria;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2005000037;Ayudas humanitarias de emergencia;Ayudas humanitarias de emergencia;Ayudas humanitarias de emergencia;100000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;506;Integracion social;Integracion social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50601;Integración discapacitados;Integración social de personas con discapacidad;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2005000115;T/CR Ayuda a entidades discapacidad;Ayudas a entidades discapacidad;Ayudas a entidades discapacidad;55000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50701;Ayuda Domicilio;Servicio de Ayuda a Domicilio;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2005000014;T/CR Ayudas para estancia en Centro Día;Ayudas económicas para estancia en Centros de Día;Ayudas económicas para estancia en Centros de Día;155000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50701;Ayuda Domicilio;Servicio de Ayuda a Domicilio;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2005000015;T/CR Ayudas económicas ayuda domiciliari;Ayudas económicas para ayuda en domicilio;Ayudas económicas para ayuda en domicilio;165000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50701;Ayuda Domicilio;Servicio de Ayuda a Domicilio;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2006000415;G/C Contratación SAD;Contratación del Servicio de Ayuda a Domicilio;Contratación del Servicio de Ayuda a Domicilio;15702487
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50701;Ayuda Domicilio;Servicio de Ayuda a Domicilio;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2011000003;T/CR Centro de Convalecientes;Centro de convalecientes. Aurrerantz;Centro de convalecientes. Aurrerantz;305400
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50702;Alojamiento compartido;Programas de alojamiento compartido;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2005000022;T/CR Huérfanas Montepío;Ayudas a Huérfanas Montepío;Ayudas a Huérfanas Montepío;27000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50702;Alojamiento compartido;Programas de alojamiento compartido;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2005000111;T/CR Ayudas ingreso acogimiento comparti;Ayudas económicas ingresos alojamiento compartido;Ayudas económicas ingresos alojamiento compartido;160000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50702;Alojamiento compartido;Programas de alojamiento compartido;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2005000112;T/CR Ayudas ingreso vivienda comunitaria;Ayudas económicas ingresos Viviendas comunitarias;Ayudas económicas ingresos Viviendas comunitarias;2220000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50702;Alojamiento compartido;Programas de alojamiento compartido;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2005000114;T/CR Club Hogar Zeru Aundi;Ayudas para estancias en el Club Hogar Zeru Aundi;Ayudas para estancias en el Club Hogar Zeru Aundi;17000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50703;Att. Cuidadores;Programas de atención a cuidadores - Zaintzea;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2007000135;Proyecto Zaintzea;Proyecto Zaintzea;Proyecto Zaintzea;245000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50704;Acompañamiento;Programas de acompañamiento;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2006000416;G/C Convenio Urrats bat gehiago;Convenio con Euskarri para el programa de acompañamiento Urrats bat gehiago;Convenio con Euskarri para el programa de acompañamiento Urrats bat gehiago;550000
5;Solidaridad;Eje 5. Solidaridad y desarrollo de la atención social;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;507;Att.mayores;Att.(protección) a nuestros mayores y dependientes;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;50704;Acompañamiento;Programas de acompañamiento;Atención especial a los colectivos más vulnerables, tratando de promover respuestas específicas a sus problemáticas, teniendo especial relevancia la colaboración con la iniciativa social. Un modelo de ciudad que pone a disposición de las personas desvalidas recursos para favorecer su integración social y su pleno y libre desarrollo. Que busca promover la igualdad, la justicia social y la convivencia.;2011000004;T/CR Cruz Roja, programa Pausoka;Programa Pausoka. Cruz Roja;Programa Pausoka. Cruz Roja;35000
6;Barrios;Eje 6. Equilibrio entre los barrios;Trabajar por lograr un Bilbao en el que se garantice un elevado nivel de calidad de vida en todos y cada uno de los barrios, acortando las distancias físicas, económicas y sociales con el objetivo de reducir las diferencias existentes.;601;Auzokide;Auzokide plana para la mejora continua distritos;Trabajar por lograr un Bilbao en el que se garantice un elevado nivel de calidad de vida en todos y cada uno de los barrios, acortando las distancias físicas, económicas y sociales con el objetivo de reducir las diferencias existentes.;60101;Distrito 1-Deusto;Auzokide plana. Distrito 1-Deusto;Trabajar por lograr un Bilbao en el que se garantice un elevado nivel de calidad de vida en todos y cada uno de los barrios, acortando las distancias físicas, económicas y sociales con el objetivo de reducir las diferencias existentes.;2005000019;Remodelación espacio público. Distrito 1;Remodelación de espacios públicos urbanos. Distrito 1;Remodelación de espacios públicos urbanos. Distrito 1;1500000
6;Barrios;Eje 6. Equilibrio entre los barrios;Trabajar por lograr un Bilbao en el que se garantice un elevado nivel de calidad de vida en todos y cada uno de los barrios, acortando las distancias físicas, económicas y sociales con el objetivo de reducir las diferencias existentes.;601;Auzokide;Auzokide plana para la mejora continua distritos;Trabajar por lograr un Bilbao en el que se garantice un elevado nivel de calidad de vida en todos y cada uno de los barrios, acortando las distancias físicas, económicas y sociales con el objetivo de reducir las diferencias existentes.;60102;Distrito 2-Uribarri;Auzokide plana. Distrito 2-Uribarri;Trabajar por lograr un Bilbao en el que se garantice un elevado nivel de calidad de vida en todos y cada uno de los barrios, acortando las distancias físicas, económicas y sociales con el objetivo de reducir las diferencias existentes.;2005000023;Remodelación espacio público. Distrito 2;Remodelación de espacios públicos urbanos. Distrito 2;Remodelación de espacios públicos urbanos. Distrito 2;1500000
