CIF;Empresa;Direccion;Codigo_postal;Telefono;Fax;Email
F95251831;HAIZELAN BESAIDE S.COOP.;Bº LA HERRERA IJALDE 7, BAJO 1;48869;944967717;944966789;haizelan@haizelan.com
A48095822;HERMANOS ELORTEGUI S.A.;C/ CORREOS, 17, PPAL, IZDA     PORTUGALETE;49820;944624888;944832055;elortegui@elortegui.net
A48091706;HERMOSA S.A.;SOLLUBE, 5 y 7    BILBAO;48002;944223331;944102678;hermosa@euskalnet.net
B95552527;HIRITARTASUNA 2000, S.L.;MADRID Nº 10 - 9º     BASAURI;48970;606848142;;info@hiritartasuna.eu
A28057537;HISPANOMOCION - DANSA SA  ;JOSE VARA, 15   BARAKALDO;48903;944900700;944971172;jefeventas@dansa.redpeugeot.com
A18057537;HISPANOMOCIÓN S.A.;C/JOSE VARA, 15;48903;944900700;;
B48976401;HORTZMUGA ANIMACIÓN, S.L.;POLIGONO LANDETXE 27;48480;946711353;946711353;
B48495899;HOSMOBIL,S.L.;RIBERA DE ERANDIO, 5      ERANDIO;48950;946449010;944670074;itziuri2004@yahoo.es
B20751426;HOSTELBERRI, S.L.;DONOSTIA IBILBIDEA 106 LOCAL 3;20115;943270666;943270422;hostelberri@hostelberri.com
B48868384;I.AURREKOETXEA ETA BAZKIDEAK SLPU;PEDRO EGUILEOR 2-1,  IZQ..    BILBAO;48008;944792230;944792850;i.aurrekoetxea@iab-arkitek.com
A95758389;IBERDROLA CLIENTES SA;PLAZA EUSKADI, 5;48009;944664536;;iromarate@iberdrola.es
A95075586;IBERDROLA GENERACIÓN, S.A.;AVDA. SAN ADRIÁN, 48;48003;944664536;944663174;iromarate@iberdrola.es
A95075578;IBERDROLA S.A.;C/ CARDENAL GARDOQUI - 8;48008;;;
A48010615;IBERDROLA, S.A. ;GARDOQUI, Nº 8  - BILBAO;48008;944664536;944663174;iromarate@iberdrola.es
A20038915;IBERMÁTICA, S.A.;PASEO MIKELETEGI, 5   SAN SEBASTIAN;20009;943413500;943308244;m.loyola@ibermatica.com
A80599459;IBM GLOBAL SERVICES ESPAÑA S.A;SANTA HORTENSIA 26-28;28002;913976611;;carlos.mattheus@es.ibm.com
16090265V;IBON BELANDIA JUARISTI (PLATANOBOLIGRAFO);Bº ALDEKOANE, Nº 10;48940;637532938;;info@platanoboligrafo.com
A48171532;ICET, S.A.;URIBITARTE, 8 5º     BILBAO;48001;944231285;944239374;icet@icet.es
B95343448;ICSA SOCIOS CONSULTORES, S.L.;Bertendona, 4 - 7º   BILBAO;48008;944164370;944162426;jro@icsasociosconsultores.com
B48545834;IDEMA Ingenieria del Medio Ambiente;P.A.E. Udondo. Edificio Autonomia, 2   LEIOA;48940;944805540;944802813;idema@idema-ing.com
A43581610;IDIADA AUTOMOTIVE TECHNOLOGY S.A;POLÍGONO INDUSTRIAL DE L'ALBORNAR S/n ;43710;;;
A48283964;IDOM INGENIERIA Y CONSULTORIA S.A;Avda. Lehendakari Aguirre, 3   BILBAO;48014;944797600;944761804;consultoria@idom.com
A48283964;IDOM INGENIERIA Y CONSULTORIA, S.A.;LEHENDAKARI AGUIRRE, 3   BILBAO;48014;944797669;944761804;consultoria@idom.com
A48283964;IDOM, INGENIERÍA Y CONSULTORÍA, S.A.;AVDA. LEHENDAKARI AGUIRRE, 3     BILBAO;48014;944797600;944761804;consultoria@idom.com
16042095D;IGNACIO BARAYAZARRA BARRUTIA;FUEROS 2 BAJO LATERAL        GETXO;48992;946023218;;bc@euskalnet.net
A95321386;IGUALATORIO MÉDICO QUIRÚRGICO, S.A. DE SEGUROS Y REASEGUROS;MÁXIMO AGUIRRE 18 BIS;48011;944424900;944423485;jagorricho@imq.es
A48184170;IKERFEL S.A.;CAMPO VOLANTÍN, 21    BILBAO;48007;944132640;944467796;ikerfel@ikerfel.es
A20567319;IKERTALDE GRUPO CONSULTOR, S.A.;Pº TXINGURRI, 28-2º      DONOSTIA-SAN SEBASTIAN;20017;943423261;943426156;info@ikertalde.com
B01272574;IKERTU ORGANIZACIÓN, S.L.;SAN PRUDENCIO, 29 (EDIF. OPERA) 3ª PLANTA OFC. 48-A   VITORIA-GASTEIZ;01005;610214112;945235002;ikertu@ikertu.es
A20545984;IKUSI SIS, S.A.;Pº MIRAMON, Nº 170;20009;943448800;943448820;sits@ikusi.com
B48799852;ILUNION LAVANDERÍA EUSKALDUNA, S.L.U.;CAMINO DEL POZO DEL TÍO RAIMUNDO, 1-B;28031;913031737;;ymedina@ilunion.com
B95393373;IMB ARQUITECTOS SLP;BAILÉN 5 1º IZQ. BILBAO;48003;944168481;944168482;imb@euskalnet.net
G95390373;IMB ARQUITECTOS, S.C.;BAILEN Nº 5-1º IZDA.    BILBAO;48003;944168481;944168482;imb@euskalnet.net
J95390373;IMB Arquitectos, S.C. ;;;;;
A28010478;IMESAPI S.A. ;AVDA. MANOTERAS 26;28050;915989060;915989068;mbuezas@imesapi.es
B95192415;IMPACTO ESTRATEGIAS DE COMUNICACIÓN S.L.;HUERTAS DE LA VILLA, Nº 9 - 2º A BILBAO;48007;944131219;944131219;impact@impactocomunicacion.com
B95192415;IMPACTO ESTRATEGIAS DE COMUNICACIÓN, S.L.;HUERTAS DE LA VILLA, 9-2º A    BILBAO;48007;944131219;944131219;impact@impactocomunicacion.com
B48108179;IMPRENTA BEREKINTZA, S.L.;C/Heros, nº 7;48009;944244408;944248279;berekintza@berekintza.com
A48145155;IMPRENTA UNIVERSAL S.A. ;MUNGIALDE ETORBIDEA 26;48160;944541100;944542271;info@iuniversal.com
A95153896;IMPRESIÓN GRAFICOLOR 2000 S.A.;APERRIBAI 10   GALDAKAO;48960;944446464;944213879;oficina@graficolor2000.com
A95153896;IMPRESIÓN GRAFICOLOR 2000 S.A. ;POL.LEGUIZAMON C/AMBOTO, Nº 3  - ETXEBARRI;48450;944446464;944213879;oficina@graficolor2000.com
B95056180;INARGEST, S.L.;CTRA. BILBAO-GALDAKAO, Nº 6A - OFICINA 2B;48004;944597351;;inargest@inargest.com
B48074991;INBORSA, S.L.;ZABALBIDE Nº 70 BILBAO;48006;944116211;944116290;inborsa@bombasinborsa.com
A36633600;INCIPRESA, S.A.;GOYA 135 - 2º IZDA.    MADRID;28009;913093636;913093488;comercial@incipresa.com
B48123368;INCONOR, S.L.;EGAÑA 17-2º  DPTO. 3 Y 4;48010;944702344;944702690;inconorsl2004@yahoo.es
B83665513;INCOPE CONSULTORES SL;AGUACATE 56 - 5º B;28054;914648934;914648935;incope@incope.org
A-28599033;INDRA SISTEMAS S.A. ;Av. Bruselas, 35  - Madrid;28108;944818485;944818502;begarciad@eservicios.indra.es
A28599033;INDRA SISTEMAS, S.A.;AVDA. DE BRUSELAS, 33-35,   ALCOBENDAS  (MADRID);28108;987849888;987849904;jcdiez@indra.es
B39008404;INDUSTRIAS MONTAÑESAS ELÉCTRICAS Y MECÁNICAS S.L.;;;;;
B48907370;INFORMÁTICA DE EUSKADI, S.L. ;Parque tecnológico, edif. 803  -  Derio;48160;946019400;946019410;roberto.requejo@ieuskadi.com
A28855260;INFORMATICA EL CORTE INGLES, S.A. ;Av. Lehendakari Aguirre, 9  3º dcha  - Bilbao;48014;944478045;94476740;juanc_aguado@ieci.es
B48735013;INFOVISUALES TOPTEN, S.L.;C/RAMON Y CAJAL, 54   BILBAO;48014;902104344;944479503;aaguayo@topten.es
A80157746;INGENIERIA DE SOFTWARE AVANZADO, S.A.;AVDA. DE ALGORTA, 16-2º PL.;48992;944915200;;rrodilla@insags.com
B95770400;INGENIERÍA IDEMA S.L.;AVDA. AUTONOMÍA 2. PAE UDONDO EDIF. A, 2º;48940;944805540;;idema@idema-ing.com
A28457984;INGENIERIA, ESTUDIOS Y PROYECTOS NIP, S.A.;Avda. Madariaga, 1 - 3º Izda;48014;944745742;944745844;bilbo@nipsa.es
B82335514;INGENOR;SANTIAGO DE COMPOSTELA 12, 2º - OFICIA A (EDIF. MIRIBILLA)  BILBAO;48003;944161009;944158192;mmh@ingenor.com
B95557468;INGEPLAN CONSULTING S.L.;NEINVER POLIGONOA, ASTINTZE ERAIKINA, 105.   DERIO;48160;;;
A48202444;INGESA, S.A.;IBAÑEZ DE BILBAO 28-5º B   BILBAO;48009;944354370;944246573;ingesa@ingesa.net
B95197547;INGUNZA AUDIOVISUAL, S.L;MCO. ANTONIO EGUILUZ, Nº 3 LONJA DCHA.;48004;944731629;944730144;ingunzaaudiovisual@infonegocio.com
B48576383;INICIATIVAS AMBIENTALES DE EUSKADI, S.L.;AVDA. LEHENDAKARI AGIRRE, 185-3º D   BILBAO;48015;944479206;944478841;ibon@iniciativasambientales.es
A48243471;INSEKOR, S.A.-BIZKOR;LARRONDO BEHEKO ETORBIDEA EDIF. 3 NAVEZ P-18-19-20   LOIU;48180;944535902;944536186;bizkor@bizkor.es
A41694266;INSTALACIONES INABENSA S.A.;SANTA ANA, 26,     ETXEBARRI;48450;944400500;944400252;iastigarraga@inabensa.abengoa.com
B82312364;INSTALACIONES Y PROYECTOS INTEGRALES DE TELECOMUNICACIONES, S.L.;POLIGONO INDUSTRIAL LARRONDO GOIKO KALEA, 3  PAB. 11   LOIU;48180;944530674;944538425;alfredo.juaristi@ipt.es
G48242259;INSTITUTO DE REINTEGRACION SOCIAL DE BIZKAIA (IRSE);TENDERÍA 28, 1º;48005;944792316;;irsebizkaia@hotmail.com
U95782058;INSTITUTO DE REINTEGRACION SOCIAL DE BIZKAIA Y AGINTZARI, S.COOP. DE INICIATIVA SOCIAL, UNION TEMPORAL DE EMPRESAS LEY 18/1982, abreviadamente “UTE IRSE-AGINTZARI LOTE III”;AVDA. MADARIAGA 1-4ª pl.;48014;944792316;;juanluis.fuentes@irsebizkaia.org
B08399925;INTRA, INGENIERIA DE TRÁFICO, S.L.;C/ DIPUTACION, Nº 211 - 1º   BARCELONA;08011;933013778;933013986;administracio@intrasl.net
B48894794;INVESCO 2000, S.L.;LEDESMA 7- 1º IZQ   BILBAO;48001;944249810;944238254;administracion@dobles.net
14880527-X;IÑAKI HERRERA APARICIO;SAN VICENTE, 8-13;48001;944232844;946611402;2arqui2@telefine.es
45620733A;IRANTZU VARELA URRESTIZALA;SANTO DOMINGO GUZMÁN 12 BAJO.;48006;691071296;;irantzu@unagestion.com
B48808968;ISMEC S.L;LEHENDAKARI AGUIRRE 11 5º, DPTO. 1 Y 2    BILBAO;48014;944761663;944745653;ismec@infonegocio.com
B84626076;ISOLUX CORSÁN APARCAMIENTOS S.L. ;CABALLERO ANDANTE Nº 8.  -   MADRID;28021;914493126;914493811;rverde@isoluxcorsan.com
A41050113;ITURRI, S.A.;APERRIBAY, 2     GALDAKAO;48960;954479111;954259184;iuriarte@iturri.com
A97236319;IVER TECNOLOGIAS DE LA INFORMACION, S.A. ;Lerida, 20  - Valencia;46009;902252540;963162716;antonio.soria@iver.es
B01148212;IZA ASCENSORES, S.L.;;;;;
A48416820;J.M. VIGIOLA, S.A.;Bº SANTA JULIANA, 30   GALLARTA;48500;946362944;946362650;autobuses@vigiola.e.telefonica.net
B48472500;JAUREGUIZAR PROMOCIÓN Y GESTIÓN INMOBILIARIA, S.L.;C/ QUINTANA, 6 (Plaza del Gas);48007;944702070;944702000;abad@jaureg.com
14258567Q;JAVIER CRESPO CORTÉS;C/ VILLARIAS, 3;48001;688665595;;bilbao@urban-bike.es
14226687Z;JAVIER GASTON ORTIZ;COLON DE LARREATEGUI, 50-2D   BILBAO;48009;944230690;944238871;javigaston@terra.es
B30430987;JB VESTUARIO S.L. ;P.I. LA CAPELLANÍA, PARC. 21.      ARCHENA  (MURCIA);30600;968674555;968688098;comercial@jb-vestuario.com
B48151344;JOSE ANTONIO OLABARRI CONSTRUCCIONES, S.L.;UDIARRAGA, 1   (UGAO-MIRABALLES);48490;946480393;946480153;ja-olabarri@ja-olabarri.com
B48151344;JOSE ANTONIO OLABARRI CONSTRUCCIONES, S.L. ;UDIARRAGA Nº1-BAJO   UGAO-MIRAVALLES;48490;946480393;946480153;ja-olabarri@ja-olabarri.com
14906219B;Jose Mª MENCHACA ARALUCE ;C/Ribera de Axpe nº 11 – Edif. A Dpto. 113 (POLIGO INDUSTRIAL AXPE) - ERANDIO;;;;
30671763K;JOSEBA ANDONI TORRE BORREGUERO;ALDA. URQUIJO Nº 80-3º A    BILBAO;48013;636978443;944232355;josebatorre@telefonica.net
B95624458;JOTAMAS EVENTOS S.L.;NAVARRA 6, 6ª, DPTO. 4.;48001;944242023;;jotamas@jotamas.com
14944952N;JUAN OÑA CASTILLO;C/ GABRIEL ARESTI, 25- 5 C;;659907000;;cafeona@euskalnet.net
14583351V;JUSTO BILBAO ARBIDE;C/ José María Makua, 29 Bajo Izda.   ARRIGORRIAGA;48480;944169012;944793779;estudio@bilbaoygallastegi.com
A48175681;K 2000, S.A.U.;ERREKALDE, S/N    GALDAKAO;48960;944022801;944570000;direccion@k2000.com
A36.997.82;K INGENIERÍA, EQUIPAMIENTO Y OBRAS MARÍTIMAS, S.A.;Marqués de Valterra, 17A-3º OF.5  Vigo (Pontevedra);36202;886135223;886134328;info@k-marina.es
B95331559;KAPLAN PUBLIZITATEA, S.L.;ASKATASUN ETORBIDEA 23, BAJO   DURANGO;48200;944668610;944668611;pedro@kaplanpublizitatea.com
B95113056;KEIMA ANIMAZIOA, S.L. UNIPERSONAL;BAILEN Nº 7 1º, DPTO. 3   BILBAO;48003;944792255;944792254;imanol_keima@sartu.org
30639122V;KEPA ITURRIAGA HIDALGO;JOSÉ M. ESKUZA 4, 1º, DPTO. 18   BILBAO;48013;944396391;944396392;iqa@euskalnet.net
A48152581;KEYTRON ELECTRONICA, S.A.;HURTADO DE AMEZAGA, 20   BILBAO;48008;944167855;944163550;correo@keytron.es
B48244701;KITXO, S.L. ;ESTRADA DE SAN ANDRÉS, Nº 25 BAJO;48510;944922693;944922693;
B95376646;KUDEAKETA ZERBITZUAK, S.L. ;ARABA KALEA, 2 POLIGONO LEGIZAMON  - ETXEBARRI;48450;944597702;;info@kudezerbi.com
B01433259;KULTURBIDE GESTION SOCIOCULTURAL, S.L;LEHENDAKARI AGUIRRE, 11 - 6º;48014;944477811;;info@kulturbide.com
B95148854;KUME DENDAK, S.L.U.;C/Arragua, nº 51;48903;;;
B95148854;KUME DENDAK, S.L.U.;C/Arragua, nº 51;48903;;;
B95378527;LA MACHINE FACTORÍA GRÁFICA, S.L.;CALZADAS DE MALLONA, Nº 3    BILBAO;48006;944152951;946054179;nagore@lamachinegrafica.com
B95545612;LA TAPADERA CREACIONES, S.L.U.;JON ARROSPIDE Nº 17, 2º PLANTA, DPTO. 6 ;48014;667594989;94474429;inigo@latapaderacreaciones.com
B95182903;LABORATORIO ANALISIS CLINICOS VIRGEN DE BEGOÑA, SL;NUEVO ATEGORRI 10-LOCAL;48950;944170316;944316325;lourdes@medikosta.com
B95280947;LALUCA COMUNICACIÓN, S.L.;C/ JUAN BAUTISTA ZABALA, 12-3º DPTO. 7-8;48991;946026786;946085927;info@laluca.com
A48981641;LANALDEN, S.A.;;48160;944037333;944037330;mberaza@lanalden.com
B95391694;LANDALAN ESTRUCTURAS S.L.U.;MARIA DIAZ DE HARO, 10 BIS, DPTO. 8     BILBAO;48013;944413538;944413658;tecnico@landalan.es
B80909278;LANDWELL-PRICEWATERHOUSECOOPERS TAX Y LEGAL SERVICES, S.L.;PLAZA DE EUSKADI PLANTA 11;48009;944288800;944288806;javier.urizarbarrena.bernardo@es.pwc.com
B48944532;LARIZGOITIA Y VILLAMANDOS COMUNICACIÓN S.L.;GRAN VIA 81, 6ª PLANTA   BILBAO;48009;944160800;944393056;villamandos@lvcomunicacion.com
B95074472;LAVANDERIA CONDOR, S.L.;AVDA. TXORIERRI, 46 PABELLON 4, LETRA J;48150;944533850;944532329;condor@lavanderiacondor.net
B48521512;LAVANINDU, S.L. ;POL. INDUSTRIAL MARTIARTU, 18 B  -  ARRIGORRIAGA;48480;946713911;946713940;
A48287700;LEBER, PLANIFICACIÓN  E INGENIERIA, S.A;LANDABARRI, Nº 4   LEIOA;48940;944643355;944643562;arantza@leber.org
A48451801;LEIOA WAGEN, S.A. ;AVDA. IPARRAGUIRRE Nº 92;48940;944819000;944805251;
B48902100;LEYMA CONSTRUCCIONES DEL NORTE S.L.;PE.  UDONDO, PAB. 8-B       ERANDIO;48950;944472263;944476655;LEYMA@944472263.e.telefonica.net
B48093041;LIBRERIA BASCONIA, S.L.;José Olabarria, 1;48012;944437482;944213547;
B48463541;LIBRERÍA CÁMARA S.L.;EUSKALDUNA 6;48008;944221945;944217700;info@libreriacamara.com
0000000000;LICITACIÓN DESIERTA;;;;;
B95018065;LKS IAMM;RIBERA DE AXPE, 2 OF.-L 205 A   ERANDIO;48950;946051100;946051101;investigaciondemercados@lks.es
F20545018;LKS INGENIERIA, S.COOP;LAIDA BIDEA 207 PLANTA 1   DERIO;48160;944724086;944723670;shernando@lksingenieria.es
B48438972;M. J. OÑATE S.L. ;IPARRAGUIRRE 64     BILBAO;48012;944439214;944439666;m.j.onate@terra.es
B48617203;M.B.N. COMUNICACIÓN, S.L.;SAN VICENTE 8 (EDIFICIO ALBIA I), 6º    BILBAO;48001;944356330;944356331;andresmargallo@grupombn.com
14924253J;Mª BEGOÑA ARBE ACHA;COLÓN DE LARREÁTEGUI 19, 3º IZQ   BILBAO;48001;944244205;944233992;b.arbe@coavn.org
14885398M;Mª del Carmen HERNÁNDEZ ITURRIBARRIA (REPROGRAFÍA JOSE ANTONIO);RODRIGUEZ ARIAS, Nº 33  - BILBAO;48011;944437493;944221795;rjareprografia@euskalnet.net
P4800014E;MANCOMUNIDAD MUNICIPAL PROMINUSVÁLIDOS PSÍQUICOS - TALLER RANZARI LANTEGIA-;C/ NUESTRA SEÑORA DE BEGOÑA, 1-11º IZDA.;48980;944610466;944610079;ranzari@ranzari.com
A48115810;MAPE SEGURIDAD S.A.;IDORSOLO 9   DERIO;48160;944545440;944545445;central@mape.es
A80106842;MAPFRE QUAVITAE, S.A.;FRANCISCO DE ROJAS, Nº 8     MADRID;28010;915814400;915814408;joscamp@mapfre.com
A28106797;MARCAS VIALES S.A.;VEGA DEL TAJO, S/N POL. IND. Nº 1 D DE QUER    QUER (GUADALAJARA);10209;949297550;949297552;mv@marcasviales-sa.es
B48528962;MARGEN 3;ALDA. MAZARREDO 47, 1º Dpto. 4   BILBAO;48009;944233970;944247978;
14529960D;Maria Carmen Cabañas  Domínguez ;Sorkunde 14, 1º dr. -  Bilbao;48006;;;
14870470G;MARIA TERESA BILBAO IRIONDO;Carretera Santo Domingo Artxanda, 19     ;;687880750;944455496;inigocapalleja@hotmail.com
30620336E;MARTIN GONZALEZ CAVIA;ABADETXE, 11 BAJO    LOIU;48480;944971384;944970716;gycavia@euskalnet.net
A48250773;MAS MOTOR, S.A.							 	;RIBERA DE ERANDIO, 5;48950;946449000;946449010;masmotor@kia.es
B48948087;MASTER SILLA S.L.;POL. ERLETXE H1, Nº 3;48960;946334066;946334076;mastersilla_oskar@euskalnet.net
B48617203;MBN COMUNICACIÓN S.L. ;EDIFICIO ALBIA I.  SAN VICENTE 8, 6º.  - BILBAO;48001;944356330;944356331;andresmargallo@grupombn.com
A7880966;MEDIA PLANNING GROUP S.A.;Elcano, nº 14  Principal;48008;;;
B95534889;MERCADO DE ABANDO CONCESIONARIA DEL AYUNTAMIENTO DE BILBAO S.L.;LABAYRU 8, BAJO;48012;944246789;;gmartinez@e26.es
B95239109;MINIESCAVADORAS Y DERRIBOS JON SANTAMARIA, S.L.;FORUEN KALEA, 2-1ºF   (ZALLA);48860;646615876;;demoliciones@jonsant.com
B95551164;MOLDE DISEÑO Y COMUNICACIÓN, S.L.;SIPIRI 8, 1º DPTO. 9;48600;946766890;;info@estudiomolde.com
B95105078;MONTAJES Y SERVICIOS JC 2000, S.L.;RIVAS, Nº 7 ENTREPLANTA;48910;;;
A48145882;MONTAJES LOM, S.A.;AVDA. LEHENDAKARI AGUIRRE Nº11- 3º    BILBAO;48014;944483720;944483721;OFICINA@LOMSA.COM
B955325452;MONTAKETAK S.L.;POLÍGONO LAPATZA 10.;48970;946710057;;montaketak@montaketak.com
B20062295;MONTTE, S.L.;POL.INDUSTRIAL, 10;20200;902108888;902208888;montte@montte.es
B95257309;MOTIVACCIÓN NORTE S.L.;SAN VICENTE, 8-8º PL. EDIF. ALBIA I;48001;944522699;944522697;marketing@motivaccion.es
B95257309;MOTIVACCIÓN NORTE S.L. ;SAN VICENTE, 8-8º PL. EDIF. ALBIA I   - BILBAO;48010;944522699;944522697;marketing@motivaccion.es
B95257309;MOTIVACCIÓN NORTE, S.L.;SAN VICENTE, 8-8º PL. EDIF. ALBIA I    BILBAO;48001;944522699;944522697;marketing@motivaccion.es
A08201832;MSA ESPAÑOLA, S.A.U.;NARCIS MONTURIOL, 7 POLIGONO INDUSTRIAL   SANT JUST DESVERN;08960;639350333;933726657;imunoyerro@msa.es
B48563449;MUDANZAS PUERTAS, S.L.U.;MATICO, 16-4º B;48007;944850877;944850877;info@mudanzaspuertas.com
A48449946;MUNDI BILBAO MENSAJEROS SAL (MRW) ;SAN VICENTE 3, BAJO. ;48001;944241762;944246433;comercial@mundi-bilbao.com
B48729719;MURGIBE, S.L.;Lehendakari Agirre 11-2º Dpto. 8;48014;944765166;944766111;begomm@murgibe.com
B95360608;MUSKIZ CAR RECICLING;B SANTELICES 11 BJ;48550;696988951;946706583;desguacemuskiz@hotmail.es
B46970505;NARVÁEZ TOPOGRAFÍA S.L. ;CAMPOAMOR 67 BAJO;46022;963724912;963726936;Conce.ballester@narvaez-topografia.com
B95119673;NEMONICA, DISEÑO Y COMUNICACIONES S.L.;GARDOQUI, 1 7º   BILBAO;48008;944166654;944159846;fpalacios@arista.es
B95720686;NETAPHORA, ESTUDIO TECNOLÓGICO S.L.L.;CENTRO DE INNOVACION SOCIAL DE BILBAO. BILBAO-GALDAKAO ERREPIDEA 10.;48004;946021155;;smugarza@netaphora.es
B48742043;NEVERLAND, ESTUDIO GRÁFICO DE DISEÑO MALDITO, S.L. ;FERNANDEZ DEL CAMPO 11, 3º DCHA  - BILBAO;48010;944220124;;mirari@neverland.es
B48742043;NEVERLAND, S.L.;FERNANDEZ DEL CAMPO 11-3º DCHA. -  BILBAO;48010;944220124;944220124;mirari@neverland.es
A48277404;NEXTEL, S.A. ;Parque tecnologico, edificio 207, bloques A y B  - Zamudio;48170;902540430;944035550;jrbazo@nextel.es
B26286039;NORTRAFIC, S.L.;POL. INDUSTRIAL CANTABRIA I - C/ SOTO GALO Nº 3 PABELLON B    LOGROÑO;26004;941270785;941270786;julian@nortrafic.com
A78068202;NOVOTEC CONSULTORES, S.A.;LEHENDAKARI AGUIRRE, 9-5ª PLANTA   BILBAO;48014;944755010;944470071;pzayas@novotec.es
A48010573;OBRASCON HUARTE LAIN, S.A.;PLAZA CIRCULAR, Nº 4, 5º     BILBAO;48001;944016446;944016449;jcuesta@ohl.es
B48133862;OBRINOR, OBRAS INMOBILIARIAS DEL NORTE S.L.;HEROS, 5, 1º A     BILBAO;48009;944245802;944237747;obrinor@obrinor.com
A01038090;ODEI, S.A.;PINTOR GUSTAVO DE MAEZTU, 4   VITORIA-GASTEIZ;01008;945222850;945240548;info@odei.es
B80441306;OFFICE DEPOT, S.L.;ROTONDA RENÉ DESCARTES, PARCELA 101 NAVE 3;28806;691403161;;esca.publico@officedepot.com
A01006568;OFITA INTERIORES, S.A.;ESCALMENDI, 3  VITORIA-GASTEIZ;01013;945121212;945254098;jorge.hernandez@ofita.com
A81262404;OMBUDS CIA. DE SEGURIDAD, S.A.;COLQUIDE, 6 PORTA 1,  2º PLANTA -EDIFICIO PRISMA-  LAS ROZAS;28230;916363660;916361834;concursos@ombuds.es
A81262404;OMBUDS CIA. DE SEGURIDAD, S.A.;COLQUIDE, 6 PORTA 1,  2º PLANTA -EDIFICIO PRISMA-  LAS ROZAS;28230;916363660;916361834;concursos@ombuds.es
F48128730;ONDOAN S. COOP.;PARQUE TECNOLOGICO, EDIFICIO 101-C;48170;944522313;944521047;jzubiria@ondoan.com
B48693857;ONDUNO COMERCIAL, S.L. ;AVDA. DEL FERROCARRIL, Nº 2 A   BILBAO;48013;;;
B95189437;ONEKA ARQUITECTURA, S.L.P.;PASEO CAMPO VOLANTIN, 19 BAJO   BILBAO;48007;944455451;944458648;oneka@oneka.net
B95124319;ONN OUTSIDE S.L.;RIBERA DE ERANDIO 8. ERANDIO.;48950;;;beatrriz@onn.es
B95170403;OPARI CASH, S.L.;;;630024877;;
B95591533;ORLOIBAIA, S.L.;GPO. CIUDAD JARDIN, 26;;657711352;;orlo@euskalnet.net
A48179428;ORMAK EGIN CONSTRUCCIONES S.A.;Pº LANDABARRI , 4 (EDIFICIO GOBELAS)   LEIOA;48940;944802660;944802382;jamintegui@ormakegin.com
F20025318;ORONA S.COOP.;LARRONDO BEHEKO ETORBIDEA, EDIF. 1, PAB. 5 Y 6;48180;;;jfernandezm@orona.es
B95289468;ORTUELLA CAR RECICLYNG, S.L.;AVDA. BILBAO,Nº15   (ORTUELLA);48530;946321060;946321061;itxaso@desguacesortuellacar.com
B48457808;ORTZADAR, S.L. ;PLAZA LANDABASO, 12-3ºB  -  BILBAO;48015;944745775;944745875;ortzadar@ortzadar.es
B95718615;OSASUNA MUGIMENDUA KONTROLA, S.A.;AVDA. SAN ANTONIO Nº 16 6º A;48450;605761158;;a.larrinaga@mugik-on.com
A28816379;OSIATIS S.A.;ARAGONESES 7-A;28108;944424629;;bilbao@osiatis.es
A28625804;OXOID, S.A.;VIA DE LOS POBLADOS Nº 17 - Nave 3-13;28033;913822035;913824085;jose-luis.sevilla@thermofisher.com
B95450151;OZENKI SOINU ARGIA S.L.L.;POL. UGALDEGUREN III, PARC. 26-1. PAB. 5.;48510;944862471;944862397;administracion@ozenki.com
B95517025;PACAY MEDIA S.L.;AVDA. ALTOS HORNOS DE VIZCAYA 33, MÓD. C16;48990;676114872;;epuerto@pacay.es
A58265364;PACO GARCÍA  PRENDAS Y ARTÍCULOS DE UNIFORMIDAD, S.A.;FLORS, 12   BARCELONA;08001;934410673;934426963;info@pacoGARCÍAprendas.com
A48024335;PAPELES NAVARRO, S.A.;CAMINO DE MORGAN, Nº 34 BILBAO;48014;944765151;944761616;ignacio@papelesnavarro.com
A48418636;PAPYNDUX, S.A. ;Bizkaia Kalea, 1 Pol. Ind. Elotxelerri;48180;;944710535;
A95635959;PARKING UNAMUNO, SOCIEDAD CONCESIONARIA DEL AYUNTAMIENTO DE BILBAO S.A;ALDA. DE URQUIJO Nº 14;48008;914250770;;J.PIZARROSP@VINCIPARK.ES
A12060380;PATRICIO CABEZAS S.A.;PARTIDA SENSAL, CAMINO VILLAMARGO, S/N,   CASTELLON DE LA PLANA;12005;964215211;964204799;licitaciones@pacasa.com
U95752838;PEOPLEING ESTUDIO BILBAO, SLL – AISILAN KULTUR ELKARTEA (UTE PEOPLEING – AISILAN) UNIÓN TEMPORAL DE EMPRESAS, LEY 18/1982;C/ BERASTEGUI 1, 2º, IZQ. DPTO. 2.;48001;600272678;;nora@peopleing.es
B02165157;PIELCU S.L.;P.I. CAMPOLLANO. AVDA. 0 Nº 28   ALBACETE;02007;967523568;967523569;pielcu@pielcu.com
B02165157;PIELCU S.L.;P.I. CAMPOLLANO. AVDA. 0 Nº 28    ALBACETE;02007;967523568;967523569;pielcu@pielcu.com
B48902753;POOL CME S.L.;ALAMEDA MAZARREDO, 39 2ºC   BILBAO;48009;944235211;944230487;iciar@pool-cme.com
B48902753;POOL CME, S.L.;ALDA.MAZARREDO, Nº 39-2º c   BILBAO;48009;944235211;944230487;sara@pool-cme.com
