Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
350/2411A/22200;Serveis de Telecomunicacions;156.438,29;31.987,34;188.425,63;113.186,23;97.933,40;15.252,83;75.239,40
350/2411A/22201;Comunicacions postals;1.500,00;0,00;1.500,00;1.175,00;1.012,40;162,60;325,00
350/2411A/22300;Transports;750,00;0,00;750,00;0,00;0,00;0,00;750,00
350/2411A/22400;Primes d’assegurances;500,00;0,00;500,00;125,50;125,50;0,00;374,50
350/2411A/22601;Atencions protocol·làries i representatives;700,00;0,00;700,00;0,00;0,00;0,00;700,00
350/2411A/2260200;Difusió d´activitats;2.000,00;0,00;2.000,00;1.766,60;1.766,60;0,00;233,40
350/2411A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;25.606,86;24.348,67;1.258,19;-24.606,86
350/2411A/2270001;Contractes de neteja;119.318,74;23.646,57;142.965,31;122.829,57;82.253,80;40.575,77;20.135,74
350/2411A/22706;Estudis i treballs tècnics;116.000,00;0,00;116.000,00;105.263,70;104.003,70;1.260,00;10.736,30
350/2411A/22799;Altres treballs realitzats per altres empreses i prof.;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00
350/2411A/23020;Dietes personal no directiu;800,00;0,00;800,00;106,75;0,00;106,75;693,25
350/2411A/44000;Subvencions per al foment de l'ocupació;1.432.026,27;-8.227,63;1.423.798,64;1.362.083,03;1.362.083,03;0,00;61.715,61
350/2411A/44001;Aportació a Promoció Econòmica de Sabadell - subv;2.840.000,00;1.530.122,47;4.370.122,47;4.431.784,58;3.838.916,97;592.867,61;-61.662,11
350/2411A/47000;Subvencions per al foment de l'ocupació;0,00;90.000,00;90.000,00;7.275,00;0,00;7.275,00;82.725,00
350/2411A/48300;Subvencions i aportacions institucionals;41.334,72;0,00;41.334,72;38.351,53;26.959,68;11.391,85;2.983,19
350/4220A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.887,80;14.887,80;0,00;-210,48
350/4220A/12006;Triennis;2.257,68;0,00;2.257,68;2.047,20;2.047,20;0,00;210,48
350/4220A/12100;Complement de destí;6.118,08;0,00;6.118,08;6.118,08;6.118,08;0,00;0,00
350/4220A/12101;Complement  específic;9.544,44;0,00;9.544,44;9.544,44;9.544,44;0,00;0,00
350/4220A/12103;Altres complements;2.810,42;0,00;2.810,42;2.610,42;2.610,42;0,00;200,00
350/4220A/15000;Productivitat;0,00;10,00;10,00;800,00;800,00;0,00;-790,00
350/4220A/16000;Seguretat social;8.972,40;0,00;8.972,40;9.381,28;9.381,28;0,00;-408,88
350/4220A/22300;Transports;750,00;0,00;750,00;0,00;0,00;0,00;750,00
350/4220A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;652,61;0,00;652,61;347,39
350/4220A/22706;Estudis i treballs tècnics;5.000,00;-4.440,26;559,74;0,00;0,00;0,00;559,74
350/4220A/74000;Transf. cap. a ens públics i soc. merc. de l'Entitat Local;0,00;1.147.865,35;1.147.865,35;501.441,68;416.579,68;84.862,00;646.423,67
350/4340A/12000;Salaris del Grup A1;43.847,12;0,00;43.847,12;44.678,28;44.678,28;0,00;-831,16
350/4340A/12001;Salaris del Grup A2;51.466,25;0,00;51.466,25;51.020,88;51.020,88;0,00;445,37
350/4340A/12004;Salaris del Grup C2;49.172,91;0,00;49.172,91;49.084,41;49.084,41;0,00;88,50
350/4340A/12006;Triennis;22.025,11;0,00;22.025,11;14.638,37;14.638,37;0,00;7.386,74
350/4340A/12100;Complement de destí;63.968,69;0,00;63.968,69;60.977,89;60.977,89;0,00;2.990,80
350/4340A/12101;Complement  específic;113.965,03;0,00;113.965,03;111.434,74;111.434,74;0,00;2.530,29
350/4340A/12103;Altres complements;43.278,74;0,00;43.278,74;41.829,97;41.829,97;0,00;1.448,77
350/4340A/13000;Retribucions bàsiques;31.556,33;0,00;31.556,33;31.443,93;31.443,93;0,00;112,40
350/4340A/15000;Productivitat;336,52;0,00;336,52;11.024,25;11.024,25;0,00;-10.687,73
350/4340A/15300;Complement de dedicació especial;2.410,00;0,00;2.410,00;2.665,40;2.665,40;0,00;-255,40
350/4340A/16000;Seguretat social;117.986,17;0,00;117.986,17;114.922,92;114.922,92;0,00;3.063,25
350/9222E/48200;Transf. corrents institucions sense ànim de lucre;5.600,00;12.300,00;17.900,00;17.900,00;17.867,27;32,73;0,00
350/9222H/12000;Salaris del Grup A1;29.206,77;0,00;29.206,77;0,00;0,00;0,00;29.206,77
350/9222H/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;0,00;0,00;0,00;9.884,84
350/9222H/12006;Triennis;10.295,92;0,00;10.295,92;0,00;0,00;0,00;10.295,92
350/9222H/12100;Complement de destí;19.849,23;0,00;19.849,23;0,00;0,00;0,00;19.849,23
350/9222H/12101;Complement  específic;35.928,72;0,00;35.928,72;0,00;0,00;0,00;35.928,72
350/9222H/12103;Altres complements;12.892,24;0,00;12.892,24;0,00;0,00;0,00;12.892,24
350/9222H/15000;Productivitat;48,60;0,00;48,60;0,00;0,00;0,00;48,60
350/9222H/16000;Seguretat social;30.173,22;-26.000,00;4.173,22;0,00;0,00;0,00;4.173,22
351/4300A/12000;Salaris del Grup A1;44.456,65;0,00;44.456,65;29.219,73;29.219,73;0,00;15.236,92
351/4300A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;19.987,59;19.987,59;0,00;-10.102,75
351/4300A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;0,00;0,00;0,00;8.378,58
351/4300A/12006;Triennis;10.918,54;0,00;10.918,54;11.258,77;11.258,77;0,00;-340,23
351/4300A/12100;Complement de destí;36.772,25;0,00;36.772,25;26.868,71;26.868,71;0,00;9.903,54
351/4300A/12101;Complement  específic;65.789,77;0,00;65.789,77;43.929,10;43.929,10;0,00;21.860,67
351/4300A/12103;Altres complements;35.863,13;0,00;35.863,13;21.973,67;21.973,67;0,00;13.889,46
351/4300A/15000;Productivitat;3.967,12;0,00;3.967,12;6.368,05;6.368,05;0,00;-2.400,93
351/4300A/16000;Seguretat social;50.497,58;0,00;50.497,58;41.333,95;41.333,95;0,00;9.163,63
351/4300A/22201;Comunicacions postals;2.000,00;0,00;2.000,00;1.847,27;1.500,00;347,27;152,73
351/4300A/22601;Atencions protocol·làries i representatives;700,00;-309,47;390,53;0,00;0,00;0,00;390,53
351/4300A/2260200;Difusió d'activitats;4.000,00;0,00;4.000,00;4.000,00;0,00;4.000,00;0,00
351/4300A/22620;El Sud Suma + Nou Pla de Barris;0,00;944,92;944,92;0,00;0,00;0,00;944,92
351/4300A/48300;Subvencions i aportacions institucionals;8.840,53;9.459,47;18.300,00;18.300,00;0,00;18.300,00;0,00
351/4310A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.203,52;15.203,52;0,00;-526,20
351/4310A/12003;Salaris del Grup C1;19.769,68;0,00;19.769,68;20.951,68;20.951,68;0,00;-1.182,00
351/4310A/12004;Salaris del Grup C2;14.960,22;0,00;14.960,22;11.568,43;11.568,43;0,00;3.391,79
351/4310A/12005;Salaris del Grup E;36.948,60;0,00;36.948,60;49.338,97;49.338,97;0,00;-12.390,37
351/4310A/12006;Triennis;22.394,08;0,00;22.394,08;21.152,43;21.152,43;0,00;1.241,65
351/4310A/12100;Complement de destí;37.416,13;0,00;37.416,13;40.660,60;40.660,60;0,00;-3.244,47
351/4310A/12101;Complement  específic;86.520,57;0,00;86.520,57;93.679,74;93.679,74;0,00;-7.159,17
351/4310A/12103;Altres complements;58.436,74;0,00;58.436,74;59.795,21;59.795,21;0,00;-1.358,47
351/4310A/13000;Retribucions bàsiques;25.394,41;0,00;25.394,41;24.245,40;24.245,40;0,00;1.149,01
351/4310A/13100;Laboral temporal;42.141,27;0,00;42.141,27;42.234,86;42.234,86;0,00;-93,59
351/4310A/15000;Productivitat;5.120,23;0,00;5.120,23;15.079,25;15.079,25;0,00;-9.959,02
351/4310A/16000;Seguretat social;106.959,25;0,00;106.959,25;102.643,89;102.643,89;0,00;4.315,36
351/4310A/21300;Manteniment de maquinària, instal·lacions i utillatge;6.700,00;2.000,00;8.700,00;4.889,41;4.889,41;0,00;3.810,59
351/4310A/21900;Altre immobilitzat material;1.000,00;764,00;1.764,00;5.176,48;2.431,67;2.744,81;-3.412,48
351/4310A/22100;Energia elèctrica;220.797,07;11.996,32;232.793,39;71.147,74;33.447,49;37.700,25;161.645,65
351/4310A/22101;Aigua;3.037,77;0,00;3.037,77;113,93;113,93;0,00;2.923,84
351/4310A/22104;Vestuari;692,79;0,00;692,79;1.062,90;460,33;602,57;-370,11
351/4310A/22200;Serveis de Telecomunicacions;46.559,93;0,00;46.559,93;25.344,67;23.542,62;1.802,05;21.215,26
351/4310A/22701;Seguretat;9.520,00;0,00;9.520,00;10.714,78;9.043,18;1.671,60;-1.194,78
351/4310A/48900;Altres transferències;946.114,52;0,00;946.114,52;936.643,75;780.536,45;156.107,30;9.470,77
351/4310A/63200;Inv. rep. en edificis i altres construccions;0,00;40.000,00;40.000,00;14.197,62;0,00;14.197,62;25.802,38
351/4311A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;13.007,92;13.007,92;0,00;-101,40
351/4311A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;0,00;0,00;0,00;9.884,84
351/4311A/12006;Triennis;2.084,68;0,00;2.084,68;834,48;834,48;0,00;1.250,20
351/4311A/12100;Complement de destí;9.474,96;0,00;9.474,96;4.737,48;4.737,48;0,00;4.737,48
351/4311A/12101;Complement  específic;15.842,28;0,00;15.842,28;8.137,20;8.137,20;0,00;7.705,08
351/4311A/12103;Altres complements;4.433,54;0,00;4.433,54;2.145,78;2.145,78;0,00;2.287,76
351/4311A/13000;Retribucions bàsiques;0,00;10,00;10,00;34.285,76;34.285,76;0,00;-34.275,76
351/4311A/15000;Productivitat;0,00;10,00;10,00;1.600,00;1.600,00;0,00;-1.590,00
351/4311A/16000;Seguretat social;15.494,60;0,00;15.494,60;13.774,42;13.774,42;0,00;1.720,18
351/4311A/22199;Altres subministraments;5.550,00;-3.000,00;2.550,00;71,88;71,88;0,00;2.478,12
351/4311A/22699;Altres despeses diverses;15.000,00;5.183,75;20.183,75;915,69;0,00;915,69;19.268,06
351/4311A/22799;Altres treballs realitzats per altres empreses i prof.;13.000,00;16.707,06;29.707,06;46.137,00;16.999,20;29.137,80;-16.429,94
351/4311A/47900;Transferències corrents a empreses privades;174.043,54;142.725,20;316.768,74;255.162,00;119.278,00;135.884,00;61.606,74
351/4320A/22199;Altres subministraments;2.000,00;1.352,49;3.352,49;1.845,25;1.845,25;0,00;1.507,24
351/4930A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.150,90;15.150,90;0,00;-473,58
351/4930A/12003;Salaris del Grup C1;29.558,52;0,00;29.558,52;28.523,13;28.523,13;0,00;1.035,39
351/4930A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.192,08;8.192,08;0,00;186,50
351/4930A/12006;Triennis;8.086,38;0,00;8.086,38;7.183,54;7.183,54;0,00;902,84
351/4930A/12100;Complement de destí;21.961,22;0,00;21.961,22;21.304,41;21.304,41;0,00;656,81
351/4930A/12101;Complement  específic;37.901,91;0,00;37.901,91;36.694,75;36.694,75;0,00;1.207,16
351/4930A/12103;Altres complements;21.103,81;0,00;21.103,81;20.500,86;20.500,86;0,00;602,95
351/4930A/15000;Productivitat;1.593,60;0,00;1.593,60;5.213,22;5.213,22;0,00;-3.619,62
351/4930A/16000;Seguretat social;44.741,45;0,00;44.741,45;47.936,31;47.936,31;0,00;-3.194,86
351/4930A/22699;Altres despeses diverses;400,00;0,00;400,00;549,03;72,70;476,33;-149,03
351/4930A/22706;Estudis i treballs tècnics;15.000,00;-13.564,00;1.436,00;428,34;217,99;210,35;1.007,66
351/4930A/22799;Altres treballs realitzats per altres empreses i prof.;13.000,00;0,00;13.000,00;11.096,97;0,00;11.096,97;1.903,03
360/9206C/12000;Salaris del Grup A1;0,00;10,00;10,00;29.876,33;29.876,33;0,00;-29.866,33
360/9206C/12001;Salaris del Grup A2;38.719,56;0,00;38.719,56;19.366,14;19.366,14;0,00;19.353,42
360/9206C/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;14.409,83;14.409,83;0,00;-6.031,25
360/9206C/12006;Triennis;5.901,32;0,00;5.901,32;10.757,91;10.757,91;0,00;-4.856,59
360/9206C/12100;Complement de destí;17.954,23;0,00;17.954,23;33.864,68;33.864,68;0,00;-15.910,45
360/9206C/12101;Complement  específic;30.063,06;0,00;30.063,06;59.305,77;59.305,77;0,00;-29.242,71
360/9206C/12103;Altres complements;10.197,44;0,00;10.197,44;28.753,71;28.753,71;0,00;-18.556,27
360/9206C/15000;Productivitat;1,20;0,00;1,20;4.989,04;4.989,04;0,00;-4.987,84
360/9206C/16000;Seguretat social;29.961,01;-2.000,00;27.961,01;50.807,44;50.807,44;0,00;-22.846,43
360/9206C/21600;Equips per a processos d'informació;12.500,00;0,00;12.500,00;10.276,80;7.707,61;2.569,19;2.223,20
360/9206C/22200;Serveis de Telecomunicacions;0,00;45.470,06;45.470,06;20.965,66;15.105,62;5.860,04;24.504,40
360/9206C/22620;El Sud Suma + Nou Pla de Barris;0,00;4.915,47;4.915,47;0,00;0,00;0,00;4.915,47
360/9206C/22799;Altres treballs realitzats per altres empreses i prof.;27.200,00;9.680,00;36.880,00;31.410,07;29.038,50;2.371,57;5.469,93
360/9261A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.124,59;15.124,59;0,00;-447,27
360/9261A/12006;Triennis;4.515,49;0,00;4.515,49;4.307,77;4.307,77;0,00;207,72
360/9261A/12100;Complement de destí;6.556,92;0,00;6.556,92;6.556,92;6.556,92;0,00;0,00
360/9261A/12101;Complement  específic;9.544,44;0,00;9.544,44;9.544,44;9.544,44;0,00;0,00
360/9261A/12103;Altres complements;5.615,68;0,00;5.615,68;5.139,56;5.139,56;0,00;476,12
360/9261A/15000;Productivitat;396,60;0,00;396,60;1.358,45;1.358,45;0,00;-961,85
360/9261A/16000;Seguretat social;13.292,50;0,00;13.292,50;13.743,48;13.743,48;0,00;-450,98
360/9261A/22706;Estudis i treballs tècnics;2.300,00;0,00;2.300,00;1.356,54;308,31;1.048,23;943,46
371/9290A/22691;Fons de contingència;20.000,00;0,00;20.000,00;0,00;0,00;0,00;20.000,00
371/9310A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;30.433,35;30.433,35;0,00;-1.078,71
371/9310A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;25.476,80;25.476,80;0,00;336,24
371/9310A/12004;Salaris del Grup C2;7.479,71;0,00;7.479,71;7.386,35;7.386,35;0,00;93,36
371/9310A/12006;Triennis;15.651,24;0,00;15.651,24;14.556,82;14.556,82;0,00;1.094,42
371/9310A/12100;Complement de destí;32.486,09;0,00;32.486,09;32.068,58;32.068,58;0,00;417,51
371/9310A/12101;Complement  específic;58.939,61;0,00;58.939,61;58.205,48;58.205,48;0,00;734,13
371/9310A/12103;Altres complements;33.326,27;0,00;33.326,27;35.589,53;35.589,53;0,00;-2.263,26
371/9310A/15000;Productivitat;9.568,12;0,00;9.568,12;12.221,35;12.221,35;0,00;-2.653,23
371/9310A/16000;Seguretat social;48.328,98;0,00;48.328,98;49.988,29;49.988,29;0,00;-1.659,31
371/9310A/22699;Altres despeses diverses;100,00;0,00;100,00;0,00;0,00;0,00;100,00
371/9310A/22706;Estudis i treballs tècnics;41.369,41;0,00;41.369,41;33.126,17;26.782,03;6.344,14;8.243,24
371/9310A/22799;Altres treballs realitzats per altres empreses i prof.;100,00;0,00;100,00;0,00;0,00;0,00;100,00
371/9310A/25000;Treballs realitzats per Adm.Públiques;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/26000;Treballs realitzats Entitats sense ànim lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/27000;Despeses imprevistes i funcions no classificades;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/46700;A Consorcis;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/48000;A famílies i institucions sense ànim de lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/85090;Resta d'adquisicions d’accions dintre del sector públic;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/86010;Adq.d’acc.f.del sect. públic d’empreses nacionals;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9430A/46500;A Comarques;72.000,00;0,00;72.000,00;0,00;0,00;0,00;72.000,00
372/2210A/13001;Hores extraordinàries;10.000,00;0,00;10.000,00;1.499,00;1.499,00;0,00;8.501,00
372/2210A/14400;Substitucions i suport;245.388,83;-244.484,30;904,53;0,00;0,00;0,00;904,53
372/2210A/15100;Gratificacions;296.290,71;-80.000,00;216.290,71;12.512,88;12.512,88;0,00;203.777,83
372/2210A/15200;Altres incentius al rendiment;0,00;10,00;10,00;69.502,76;69.502,76;0,00;-69.492,76
372/2210A/15201;Altres incentius al rendiment;44.000,00;0,00;44.000,00;111.704,79;111.704,79;0,00;-67.704,79
372/2210A/16104;Indemnit. al personal laboral per jubilació anticipada;150.000,00;0,00;150.000,00;0,00;0,00;0,00;150.000,00
372/2210A/16105;Pensions a càrrec de l’entitat local;38.000,00;0,00;38.000,00;0,00;0,00;0,00;38.000,00
372/2210A/16202;Transport de personal;39.000,00;0,00;39.000,00;11.607,14;11.607,14;0,00;27.392,86
372/2210A/16204;Acció social;50.000,00;0,00;50.000,00;25.200,00;25.200,00;0,00;24.800,00
372/2210A/16209;Altres despeses socials;23.000,00;3.931,76;26.931,76;7.364,53;7.364,53;0,00;19.567,23
372/2210A/22400;Primes d’assegurances;75,00;0,00;75,00;0,00;0,00;0,00;75,00
372/2210A/83000;Concessió de préstecs fora del sector públic a curt termini;10,00;10.148,85;10.158,85;10.158,85;10.158,85;0,00;0,00
372/2210A/83100;Concessió de préstecs fora del sector públic a llarg termini;10,00;54.822,12;54.832,12;54.832,12;54.832,12;0,00;0,00
372/9205A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;15.071,97;15.071,97;0,00;-394,65
372/9205A/12001;Salaris del Grup A2;25.557,31;0,00;25.557,31;26.251,34;26.251,34;0,00;-694,03
372/9205A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;288,01;288,01;0,00;9.596,83
372/9205A/12006;Triennis;10.611,53;0,00;10.611,53;11.463,76;11.463,76;0,00;-852,23
372/9205A/12100;Complement de destí;24.923,96;0,00;24.923,96;21.165,14;21.165,14;0,00;3.758,82
372/9205A/12101;Complement  específic;43.252,69;0,00;43.252,69;36.380,46;36.380,46;0,00;6.872,23
372/9205A/12103;Altres complements;96.051,37;0,00;96.051,37;27.869,01;27.869,01;0,00;68.182,36
372/9205A/13100;Laboral temporal;2.911,62;0,00;2.911,62;0,00;0,00;0,00;2.911,62
372/9205A/15000;Productivitat;0,00;10,00;10,00;2.400,00;2.400,00;0,00;-2.390,00
372/9205A/16000;Seguretat social;32.359,37;0,00;32.359,37;27.264,39;27.264,39;0,00;5.094,98
372/9205A/20200;Lloguers d’edificis i altres construccions;16.650,74;0,00;16.650,74;16.356,96;0,00;16.356,96;293,78
372/9205A/22201;Comunicacions postals;1.000,00;0,00;1.000,00;850,00;850,00;0,00;150,00
372/9205A/2260200;Difusió d´activitats;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
372/9205A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205A/23010;Dietes del personal directiu;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205B/12000;Salaris del Grup A1;14.603,38;0,00;14.603,38;14.745,59;14.745,59;0,00;-142,21
372/9205B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;12.832,84;12.832,84;0,00;73,68
372/9205B/12003;Salaris del Grup C1;77.040,09;0,00;77.040,09;70.973,37;70.973,37;0,00;6.066,72
372/9205B/12004;Salaris del Grup C2;32.195,98;0,00;32.195,98;33.283,15;33.283,15;0,00;-1.087,17
372/9205B/12006;Triennis;20.290,61;0,00;20.290,61;16.229,92;16.229,92;0,00;4.060,69
372/9205B/12100;Complement de destí;62.247,03;0,00;62.247,03;59.997,57;59.997,57;0,00;2.249,46
372/9205B/12101;Complement  específic;106.726,57;0,00;106.726,57;108.495,42;108.495,42;0,00;-1.768,85
372/9205B/12103;Altres complements;41.551,93;0,00;41.551,93;51.453,20;51.453,20;0,00;-9.901,27
372/9205B/15000;Productivitat;0,00;10,00;10,00;11.200,00;11.200,00;0,00;-11.190,00
372/9205B/16000;Seguretat social;97.759,88;0,00;97.759,88;96.894,52;96.894,52;0,00;865,36
372/9205B/20200;Lloguers d’edificis i altres construccions;1.000,00;0,00;1.000,00;0,00;0,00;0,00;1.000,00
372/9205B/22607;Oposicions i proves selectives;5.000,00;0,00;5.000,00;1.346,40;1.237,50;108,90;3.653,60
372/9205B/22699;Altres despeses diverses;10,00;0,00;10,00;139,15;139,15;0,00;-129,15
372/9205B/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205B/22799;Altres treballs realitzats per altres empreses i prof.;86.386,50;-12.526,80;73.859,70;73.060,18;55.065,54;17.994,64;799,52
372/9205C/12003;Salaris del Grup C1;17.609,62;0,00;17.609,62;20.519,81;20.519,81;0,00;-2.910,19
372/9205C/12004;Salaris del Grup C2;13.283,69;0,00;13.283,69;11.114,72;11.114,72;0,00;2.168,97
372/9205C/12006;Triennis;7.017,33;0,00;7.017,33;6.687,82;6.687,82;0,00;329,51
372/9205C/12100;Complement de destí;14.246,73;0,00;14.246,73;14.294,56;14.294,56;0,00;-47,83
372/9205C/12101;Complement  específic;24.664,41;0,00;24.664,41;24.699,96;24.699,96;0,00;-35,55
372/9205C/12103;Altres complements;21.085,65;0,00;21.085,65;10.316,40;10.316,40;0,00;10.769,25
372/9205C/15000;Productivitat;0,00;10,00;10,00;3.200,00;3.200,00;0,00;-3.190,00
372/9205C/16000;Seguretat social;28.626,70;0,00;28.626,70;31.237,88;31.237,88;0,00;-2.611,18
372/9205C/20200;Lloguers d’edificis i altres construccions;10,00;2.190,00;2.200,00;2.117,50;2.117,50;0,00;82,50
372/9205C/22101;Aigua;128,14;0,00;128,14;0,00;0,00;0,00;128,14
372/9205C/22102;Gas;142.775,86;0,00;142.775,86;23.899,00;12.466,37;11.432,63;118.876,86
372/9205C/22699;Altres despeses diverses;10,00;677,11;687,11;49,79;49,79;0,00;637,32
372/9205C/22799;Altres treballs realitzats per altres empreses i prof.;45.989,59;13.633,41;59.623,00;33.411,31;25.192,61;8.218,70;26.211,69
372/9205C/48100;Premis, beques i pensions d’estudi i investigació;10,00;0,00;10,00;0,00;0,00;0,00;10,00
373/9201A/12000;Salaris del Grup A1;14.603,38;0,00;14.603,38;15.098,28;15.098,28;0,00;-494,90
373/9201A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;25.215,58;25.215,58;0,00;597,46
373/9201A/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;10.475,84;10.475,84;0,00;-591,00
373/9201A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;8.381,06;8.381,06;0,00;-2,48
373/9201A/12006;Triennis;11.582,82;0,00;11.582,82;11.043,17;11.043,17;0,00;539,65
373/9201A/12100;Complement de destí;28.737,14;0,00;28.737,14;28.217,31;28.217,31;0,00;519,83
373/9201A/12101;Complement  específic;54.273,15;0,00;54.273,15;53.377,23;53.377,23;0,00;895,92
373/9201A/12103;Altres complements;21.419,01;0,00;21.419,01;21.411,96;21.411,96;0,00;7,05
373/9201A/15000;Productivitat;0,00;10,00;10,00;4.000,00;4.000,00;0,00;-3.990,00
373/9201A/16000;Seguretat social;46.528,60;0,00;46.528,60;47.565,70;47.565,70;0,00;-1.037,10
373/9201A/21200;Manteniment d’edificis i altres construccions;3.100,00;-1.538,00;1.562,00;0,00;0,00;0,00;1.562,00
373/9201A/21300;Manteniment de maquinària, instal·lacions i utillatge;698,00;0,00;698,00;126,95;126,95;0,00;571,05
373/9201A/21900;Altre immobilitzat material;3.200,00;0,00;3.200,00;3.630,47;3.487,61;142,86;-430,47
373/9201A/22199;Altres subministraments;3.200,00;-3.200,00;0,00;4.045,42;990,59;3.054,83;-4.045,42
373/9201A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
373/9201A/22706;Estudis i treballs tècnics;9.500,00;-6.862,00;2.638,00;0,00;0,00;0,00;2.638,00
373/9201A/22799;Altres treballs realitzats per altres empreses i prof.;9.000,00;4.172,08;13.172,08;9.118,56;9.118,56;0,00;4.053,52
373/9201A/63200;Inv. rep. en edificis i altres construccions;0,00;72.600,00;72.600,00;56.709,26;0,00;56.709,26;15.890,74
375/9311A/12000;Salaris del Grup A1;58.339,59;0,00;58.339,59;60.150,66;60.150,66;0,00;-1.811,07
375/9311A/12001;Salaris del Grup A2;12.874,55;0,00;12.874,55;25.277,22;25.277,22;0,00;-12.402,67
375/9311A/12003;Salaris del Grup C1;59.165,04;0,00;59.165,04;58.446,87;58.446,87;0,00;718,17
375/9311A/12006;Triennis;33.854,32;0,00;33.854,32;31.843,55;31.843,55;0,00;2.010,77
375/9311A/12100;Complement de destí;64.410,22;0,00;64.410,22;67.707,50;67.707,50;0,00;-3.297,28
375/9311A/12101;Complement  específic;134.987,71;0,00;134.987,71;140.731,05;140.731,05;0,00;-5.743,34
375/9311A/12103;Altres complements;50.171,11;0,00;50.171,11;55.188,91;55.188,91;0,00;-5.017,80
375/9311A/15000;Productivitat;8.063,70;0,00;8.063,70;17.745,92;17.745,92;0,00;-9.682,22
375/9311A/15300;Complement de dedicació especial;0,00;10,00;10,00;1.127,70;1.127,70;0,00;-1.117,70
375/9311A/16000;Seguretat social;103.561,16;0,00;103.561,16;116.224,56;116.224,56;0,00;-12.663,40
375/9311A/22001;Premsa, revistes, llibres i altres publicacions;247,00;1.000,00;1.247,00;796,69;610,40;186,29;450,31
375/9311A/22201;Comunicacions postals;500,00;0,00;500,00;249,73;100,51;149,22;250,27
375/9311A/22699;Altres despeses diverses;0,00;5.000,00;5.000,00;0,00;0,00;0,00;5.000,00
375/9311A/22706;Estudis i treballs tècnics;0,00;25.000,00;25.000,00;13.763,75;6.352,50;7.411,25;11.236,25
376/9340A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;29.959,77;29.959,77;0,00;-605,13
376/9340A/12003;Salaris del Grup C1;18.761,65;0,00;18.761,65;19.282,42;19.282,42;0,00;-520,77
376/9340A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;15.744,04;15.744,04;0,00;1.013,12
376/9340A/12006;Triennis;10.595,86;0,00;10.595,86;11.211,78;11.211,78;0,00;-615,92
376/9340A/12100;Complement de destí;33.715,69;0,00;33.715,69;32.913,13;32.913,13;0,00;802,56
376/9340A/12101;Complement  específic;55.233,35;0,00;55.233,35;53.803,73;53.803,73;0,00;1.429,62
376/9340A/12103;Altres complements;21.585,56;0,00;21.585,56;23.452,18;23.452,18;0,00;-1.866,62
376/9340A/15000;Productivitat;37,44;0,00;37,44;4.826,73;4.826,73;0,00;-4.789,29
376/9340A/16000;Seguretat social;49.349,96;0,00;49.349,96;51.792,79;51.792,79;0,00;-2.442,83
376/9340A/20300;Lloguers de maquinària, instal·lacions i utillatge;730,00;391,67;1.121,67;747,78;747,78;0,00;373,89
376/9340A/21300;Manteniment de maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
