Aplicació pressupost;Descripció;Pressupost Inicial;Modificacions;Pressupost final;Obligacions reconegudes;Pagaments;Pendent pagaments;Estat execució
324/9204D/12101;Complement  específic;31.294,92;-98,34;31.196,58;32.796,12;32.796,12;0,00;-1.599,54
324/9204D/12103;Altres complements;8.642,38;0,00;8.642,38;7.737,62;7.737,62;0,00;904,76
324/9204D/15000;Productivitat;2.009,80;0,00;2.009,80;0,00;0,00;0,00;2.009,80
324/9204D/16000;Seguretat social;30.317,97;-72,33;30.245,64;29.807,91;29.807,91;0,00;437,73
324/9204D/22000;Material d’oficina no inventariable;21.802,00;0,00;21.802,00;14.733,80;13.580,73;1.153,07;7.068,20
324/9204D/22199;Altres subministraments;4.831,00;0,00;4.831,00;6.809,46;4.911,72;1.897,74;-1.978,46
324/9204D/62500;Mobiliari;25.000,00;-25.000,00;0,00;0,00;0,00;0,00;0,00
324/9204D/62501;Equips d'oficina;10,00;0,00;10,00;0,00;0,00;0,00;10,00
324/9204E/12001;Salaris del Grup A2;12.906,52;-44,75;12.861,77;12.290,22;12.290,22;0,00;571,55
324/9204E/12004;Salaris del Grup C2;33.514,32;-83,88;33.430,44;28.161,80;28.161,80;0,00;5.268,64
324/9204E/12005;Salaris del Grup E;7.678,58;0,00;7.678,58;9.868,02;9.868,02;0,00;-2.189,44
324/9204E/12006;Triennis;8.780,80;0,00;8.780,80;7.081,01;7.081,01;0,00;1.699,79
324/9204E/12100;Complement de destí;23.575,80;-65,31;23.510,49;22.788,44;22.788,44;0,00;722,05
324/9204E/12101;Complement  específic;40.268,52;-113,35;40.155,17;41.945,89;41.945,89;0,00;-1.790,72
324/9204E/12103;Altres complements;10.662,80;0,00;10.662,80;11.748,32;10.866,82;881,50;-1.085,52
324/9204E/15000;Productivitat;4.595,89;0,00;4.595,89;979,64;979,64;0,00;3.616,25
324/9204E/16000;Seguretat social;42.198,48;-115,99;42.082,49;42.965,12;42.965,12;0,00;-882,63
324/9204E/20300;Lloguers de maquinària, instal·lacions i utillatge;0,00;0,00;0,00;0,00;0,00;0,00;0,00
324/9204E/21300;Manteniment de maquinària, instal·lacions i utillatge;60.389,00;0,00;60.389,00;54.250,17;35.997,44;18.252,73;6.138,83
324/9204E/22000;Material d’oficina no inventariable;46.928,00;0,00;46.928,00;49.741,48;38.340,83;11.400,65;-2.813,48
324/9204E/22706;Estudis i treballs tècnics;10,00;492,85;502,85;0,00;0,00;0,00;502,85
324/9204E/22799;Altres treballs realitzats per altres empreses i prof.;38.707,00;0,00;38.707,00;21.484,04;14.713,09;6.770,95;17.222,96
324/9260B/22002;Material informàtic no inventariable;33.009,00;0,00;33.009,00;35.777,23;22.890,97;12.886,26;-2.768,23
350/2410A/11000;Retribucions bàsiques;13.496,64;-45,88;13.450,76;12.596,45;12.596,45;0,00;854,31
350/2410A/11001;Retribucions complementàries;61.515,16;-200,38;61.314,78;55.984,92;55.984,92;0,00;5.329,86
350/2410A/12003;Salaris del Grup C1;19.769,68;0,00;19.769,68;16.345,33;16.345,33;0,00;3.424,35
350/2410A/12006;Triennis;4.334,16;0,00;4.334,16;3.310,68;3.310,68;0,00;1.023,48
350/2410A/12100;Complement de destí;10.014,00;0,00;10.014,00;8.497,99;8.497,99;0,00;1.516,01
350/2410A/12101;Complement  específic;14.589,84;0,00;14.589,84;13.077,23;13.077,23;0,00;1.512,61
350/2410A/12103;Altres complements;6.115,58;0,00;6.115,58;5.823,99;5.823,99;0,00;291,59
350/2410A/15000;Productivitat;1.009,52;0,00;1.009,52;38,16;38,16;0,00;971,36
350/2410A/16000;Seguretat social;26.509,69;-34,92;26.474,77;16.495,54;16.495,54;0,00;9.979,23
350/2411A/12000;Salaris del Grup A1;29.354,64;-51,76;29.302,88;28.324,70;28.324,70;0,00;978,18
350/2411A/12001;Salaris del Grup A2;25.813,04;-44,75;25.768,29;21.804,99;21.804,99;0,00;3.963,30
350/2411A/12003;Salaris del Grup C1;59.309,04;-33,60;59.275,44;47.230,08;47.230,08;0,00;12.045,36
350/2411A/12004;Salaris del Grup C2;16.757,16;0,00;16.757,16;15.671,47;15.671,47;0,00;1.085,69
350/2411A/12005;Salaris del Grup E;38.392,90;-25,60;38.367,30;41.604,59;41.604,59;0,00;-3.237,29
350/2411A/12006;Triennis;39.961,76;-28,20;39.933,56;33.985,05;33.985,05;0,00;5.948,51
350/2411A/12100;Complement de destí;77.845,32;-79,99;77.765,33;74.555,30;74.555,30;0,00;3.210,03
350/2411A/12101;Complement  específic;149.593,80;-202,24;149.391,56;152.886,21;152.886,21;0,00;-3.494,65
350/2411A/12103;Altres complements;72.097,68;0,00;72.097,68;72.040,75;72.040,75;0,00;56,93
350/2411A/15000;Productivitat;15.268,41;0,00;15.268,41;5.280,02;5.280,02;0,00;9.988,39
350/2411A/16000;Seguretat social;148.687,26;-132,64;148.554,62;128.349,92;128.349,92;0,00;20.204,70
350/2411A/21300;Manteniment de maquinària, instal·lacions i utillatge;1.500,00;0,00;1.500,00;2.788,84;0,00;2.788,84;-1.288,84
350/2411A/21900;Altre immobilitzat material;1.500,00;0,00;1.500,00;0,00;0,00;0,00;1.500,00
350/2411A/22001;Premsa, revistes, llibres i altres publicacions;880,00;0,00;880,00;1.544,28;1.544,28;0,00;-664,28
350/2411A/22100;Energia elèctrica;385.760,00;0,00;385.760,00;339.540,39;208.787,89;130.752,50;46.219,61
350/2411A/22101;Aigua;2.476,23;0,00;2.476,23;3.293,10;1.143,02;2.150,08;-816,87
350/2411A/22102;Gas;14.934,06;0,00;14.934,06;21.566,36;18.551,48;3.014,88;-6.632,30
350/2411A/22104;Vestuari;2.000,00;0,00;2.000,00;5.191,48;5.164,56;26,92;-3.191,48
350/2411A/22106;Productes farmacèutics i material sanitari;500,00;0,00;500,00;0,00;0,00;0,00;500,00
350/2411A/22199;Altres subministraments;2.000,00;0,00;2.000,00;229,33;229,33;0,00;1.770,67
350/2411A/22200;Serveis de Telecomunicacions;146.204,01;34.448,44;180.652,45;180.652,45;146.204,01;34.448,44;0,00
350/2411A/22201;Comunicacions postals;2.000,00;0,00;2.000,00;665,11;620,55;44,56;1.334,89
350/2411A/22300;Transports;750,00;0,00;750,00;0,00;0,00;0,00;750,00
350/2411A/22400;Primes d’assegurances;500,00;0,00;500,00;2.639,39;2.621,39;18,00;-2.139,39
350/2411A/22601;Atencions protocol·làries i representatives;800,00;0,00;800,00;0,00;0,00;0,00;800,00
350/2411A/2260200;Difusió d´activitats;4.000,00;0,00;4.000,00;611,29;0,00;611,29;3.388,71
350/2411A/22699;Altres despeses diverses;1.000,00;51.807,25;52.807,25;24.701,09;24.050,77;650,32;28.106,16
350/2411A/2270001;Contractes de neteja;133.790,28;0,00;133.790,28;129.229,32;55.277,43;73.951,89;4.560,96
350/2411A/22706;Estudis i treballs tècnics;95.702,54;3.893,50;99.596,04;65.004,20;65.004,20;0,00;34.591,84
350/2411A/22799;Altres treballs realitzats per altres empreses i prof.;2.000,00;0,00;2.000,00;0,00;0,00;0,00;2.000,00
350/2411A/23020;Dietes personal no directiu;1.300,00;0,00;1.300,00;0,00;0,00;0,00;1.300,00
350/2411A/44000;Subvencions per al foment de l'ocupació;672.511,56;56.405,34;728.916,90;543.440,40;541.829,56;1.610,84;185.476,50
350/2411A/44001;Aportació a Promoció Econòmica de Sabadell - subv;3.628.564,17;778.604,69;4.407.168,86;2.993.938,34;2.993.938,34;0,00;1.413.230,52
350/2411A/48300;Subvencions i aportacions institucionals;46.334,72;0,00;46.334,72;46.179,93;42.352,00;3.827,93;154,79
350/2411A/62300;Inv. nova en maquinària, instal·lacions i utillatge;10,00;65.351,48;65.361,48;40.299,40;3.392,62;36.906,78;25.062,08
350/2411A/62500;Mobiliari;11,50;10.000,00;10.011,50;0,00;0,00;0,00;10.011,50
350/2411A/63200;Inv. rep. en edificis i altres construccions;50.000,00;16.461,52;66.461,52;76.672,41;18.582,14;58.090,27;-10.210,89
350/4220A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.046,44;14.046,44;0,00;630,88
350/4220A/12006;Triennis;2.257,68;0,00;2.257,68;2.039,24;2.039,24;0,00;218,44
350/4220A/12100;Complement de destí;6.118,08;0,00;6.118,08;6.094,29;6.094,29;0,00;23,79
350/4220A/12101;Complement  específic;8.990,64;0,00;8.990,64;9.507,32;9.507,32;0,00;-516,68
350/4220A/12103;Altres complements;2.518,12;0,00;2.518,12;2.105,21;2.105,21;0,00;412,91
350/4220A/15000;Productivitat;646,08;0,00;646,08;0,00;0,00;0,00;646,08
350/4220A/16000;Seguretat social;8.872,40;0,00;8.872,40;9.269,59;9.269,59;0,00;-397,19
350/4220A/22300;Transports;750,00;0,00;750,00;0,00;0,00;0,00;750,00
350/4220A/22699;Altres despeses diverses;1.000,00;0,00;1.000,00;907,41;907,41;0,00;92,59
350/4220A/22706;Estudis i treballs tècnics;158.166,99;0,00;158.166,99;0,00;0,00;0,00;158.166,99
350/4220A/74000;Transf. cap. a ens públics i soc. merc. de l'Entitat Local;130.000,00;3.991.337,76;4.121.337,76;1.090.796,00;1.090.796,00;0,00;3.030.541,76
350/4300A/12000;Salaris del Grup A1;14.677,32;-51,76;14.625,56;36.307,69;36.307,69;0,00;-21.682,13
350/4300A/12003;Salaris del Grup C1;0,00;0,00;0,00;6.508,32;6.508,32;0,00;-6.508,32
350/4300A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;2.616,73;2.616,73;0,00;5.761,85
350/4300A/12006;Triennis;5.370,98;0,00;5.370,98;9.163,98;9.163,98;0,00;-3.793,00
350/4300A/12100;Complement de destí;12.307,68;-37,14;12.270,54;27.931,41;27.931,41;0,00;-15.660,87
350/4300A/12101;Complement  específic;15.541,92;-104,36;15.437,56;47.688,55;47.688,55;0,00;-32.250,99
350/4300A/12103;Altres complements;6.084,12;0,00;6.084,12;17.623,86;17.623,86;0,00;-11.539,74
350/4300A/12401;Salaris del Grup A2;14.677,32;0,00;14.677,32;3.327,15;3.327,15;0,00;11.350,17
350/4300A/12403;Salaris del Grup C1;0,00;10,00;10,00;1.176,03;1.176,03;0,00;-1.166,03
350/4300A/12406;Triennis;1.693,26;0,00;1.693,26;233,91;233,91;0,00;1.459,35
350/4300A/12409;Altres retribucions bàsiques;42.450,82;0,00;42.450,82;10.985,95;10.985,95;0,00;31.464,87
350/4300A/14300;Retribucions altre personal;0,00;6.198,57;6.198,57;5.895,72;5.895,72;0,00;302,85
350/4300A/15000;Productivitat;13.156,99;0,00;13.156,99;6.352,84;6.352,84;0,00;6.804,15
350/4300A/16000;Seguretat social;28.719,26;2.163,57;30.882,83;42.862,59;42.862,59;0,00;-11.979,76
350/4300A/22001;Premsa, revistes, llibres i altres publicacions;640,00;0,00;640,00;0,00;0,00;0,00;640,00
350/4300A/22201;Comunicacions postals;1.500,00;0,00;1.500,00;1.354,51;1.354,51;0,00;145,49
350/4300A/22601;Atencions protocol·làries i representatives;900,00;0,00;900,00;0,00;0,00;0,00;900,00
350/4300A/2260200;Difusió d´activitats;3.500,00;0,00;3.500,00;5.400,00;223,00;5.177,00;-1.900,00
350/4300A/22620;El Sud Suma + Nou Pla de Barris;49.983,43;-6.663,07;43.320,36;1.416,00;1.416,00;0,00;41.904,36
350/4300A/23020;Dietes personal no directiu;10,00;0,00;10,00;0,00;0,00;0,00;10,00
350/4300A/48300;Subvencions i aportacions institucionals;8.840,53;0,00;8.840,53;8.840,53;8.840,53;0,00;0,00
350/4310A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.229,75;14.229,75;0,00;447,57
350/4310A/12003;Salaris del Grup C1;19.769,68;0,00;19.769,68;18.806,61;18.806,61;0,00;963,07
350/4310A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;12.697,44;12.697,44;0,00;-4.318,86
350/4310A/12005;Salaris del Grup E;38.392,90;-25,60;38.367,30;45.080,98;45.080,98;0,00;-6.713,68
350/4310A/12006;Triennis;23.398,85;0,00;23.398,85;20.472,56;20.472,56;0,00;2.926,29
350/4310A/12100;Complement de destí;36.172,92;-12,14;36.160,78;41.611,69;41.611,69;0,00;-5.450,91
350/4310A/12101;Complement  específic;72.749,16;-27,11;72.722,05;93.216,43;93.216,43;0,00;-20.494,38
350/4310A/12103;Altres complements;42.826,08;0,00;42.826,08;52.925,07;52.925,07;0,00;-10.098,99
350/4310A/13000;Retribucions bàsiques;23.645,78;0,00;23.645,78;23.484,01;23.484,01;0,00;161,77
350/4310A/13100;Laboral temporal;46.476,01;0,00;46.476,01;46.458,36;46.458,36;0,00;17,65
350/4310A/14300;Retribucions altre personal;14.285,85;0,00;14.285,85;0,00;0,00;0,00;14.285,85
350/4310A/15000;Productivitat;8.499,56;0,00;8.499,56;4.025,87;4.025,87;0,00;4.473,69
350/4310A/16000;Seguretat social;97.112,63;262,90;97.375,53;110.279,82;110.279,82;0,00;-12.904,29
350/4310A/21300;Manteniment de maquinària, instal·lacions i utillatge;7.200,00;4.000,00;11.200,00;9.523,73;4.674,92;4.848,81;1.676,27
350/4310A/21900;Altre immobilitzat material;1.200,00;0,00;1.200,00;1.907,41;482,54;1.424,87;-707,41
350/4310A/22100;Energia elèctrica;215.570,00;2.764,94;218.334,94;237.815,40;140.931,00;96.884,40;-19.480,46
350/4310A/22101;Aigua;2.839,04;0,00;2.839,04;1.691,09;1.691,09;0,00;1.147,95
350/4310A/22104;Vestuari;896,00;0,00;896,00;95,58;95,58;0,00;800,42
350/4310A/22200;Serveis de Telecomunicacions;43.513,95;0,00;43.513,95;43.513,95;43.513,95;0,00;0,00
350/4310A/22701;Seguretat;9.520,00;328,44;9.848,44;11.171,55;6.875,40;4.296,15;-1.323,11
350/4310A/48900;Altres transferències;1.041.470,00;0,00;1.041.470,00;1.041.465,79;912.294,52;129.171,27;4,21
350/4310A/62300;Inv. nova en maquinària, instal·lacions i utillatge;10,00;0,00;10,00;0,00;0,00;0,00;10,00
350/4310A/63200;Inv. rep. en edificis i altres construccions;50.000,00;-50.000,00;0,00;0,00;0,00;0,00;0,00
350/4311A/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;12.232,49;12.232,49;0,00;674,03
350/4311A/12003;Salaris del Grup C1;0,00;0,00;0,00;5.939,27;5.939,27;0,00;-5.939,27
350/4311A/12006;Triennis;467,94;0,00;467,94;962,78;962,78;0,00;-494,84
350/4311A/12100;Complement de destí;4.737,48;0,00;4.737,48;7.830,00;7.830,00;0,00;-3.092,52
350/4311A/12101;Complement  específic;7.667,88;0,00;7.667,88;13.166,91;13.166,91;0,00;-5.499,03
350/4311A/12103;Altres complements;2.067,56;0,00;2.067,56;2.638,13;2.638,13;0,00;-570,57
350/4311A/12403;Salaris del Grup C1;0,00;10,00;10,00;1.200,03;1.200,03;0,00;-1.190,03
350/4311A/12406;Triennis;0,00;10,00;10,00;0,00;0,00;0,00;10,00
350/4311A/12409;Altres retribucions bàsiques;0,00;10,00;10,00;1.728,13;1.728,13;0,00;-1.718,13
350/4311A/15000;Productivitat;547,59;0,00;547,59;0,00;0,00;0,00;547,59
350/4311A/16000;Seguretat social;8.717,26;0,00;8.717,26;14.074,73;14.074,73;0,00;-5.357,47
350/4311A/22199;Altres subministraments;5.000,00;750,00;5.750,00;15,78;0,00;15,78;5.734,22
350/4311A/22699;Altres despeses diverses;15.000,00;0,00;15.000,00;9.771,69;336,56;9.435,13;5.228,31
350/4311A/22799;Altres treballs realitzats per altres empreses i prof.;40.000,00;0,00;40.000,00;42.869,34;12.997,64;29.871,70;-2.869,34
350/4311A/47900;Transferències corrents a empreses privades;180.000,00;32.967,61;212.967,61;170.587,84;87.687,76;82.900,08;42.379,77
350/4320A/22199;Altres subministraments;1.000,00;0,00;1.000,00;178,48;178,48;0,00;821,52
350/4320B/12003;Salaris del Grup C1;9.884,84;0,00;9.884,84;2.160,06;2.160,06;0,00;7.724,78
350/4320B/12006;Triennis;2.167,08;0,00;2.167,08;447,27;447,27;0,00;1.719,81
350/4320B/12100;Complement de destí;5.007,00;0,00;5.007,00;1.251,75;1.251,75;0,00;3.755,25
350/4320B/12101;Complement  específic;7.294,92;0,00;7.294,92;1.926,27;1.926,27;0,00;5.368,65
350/4320B/12103;Altres complements;3.732,72;0,00;3.732,72;422,33;422,33;0,00;3.310,39
350/4320B/15000;Productivitat;484,75;0,00;484,75;0,00;0,00;0,00;484,75
350/4320B/16000;Seguretat social;7.199,97;-1.563,31;5.636,66;1.824,18;1.824,18;0,00;3.812,48
350/4340A/12000;Salaris del Grup A1;58.709,28;-51,76;58.657,52;43.692,59;43.692,59;0,00;14.964,93
350/4340A/12001;Salaris del Grup A2;38.719,56;-44,75;38.674,81;36.836,78;36.836,78;0,00;1.838,03
350/4340A/12004;Salaris del Grup C2;33.514,32;-55,92;33.458,40;31.334,08;31.334,08;0,00;2.124,32
350/4340A/12006;Triennis;20.225,00;-30,17;20.194,83;17.319,91;17.319,91;0,00;2.874,92
350/4340A/12100;Complement de destí;59.359,32;-86,54;59.272,78;52.771,07;52.771,07;0,00;6.501,71
350/4340A/12101;Complement  específic;104.465,76;-197,04;104.268,72;94.437,33;94.437,33;0,00;9.831,39
350/4340A/12103;Altres complements;36.171,86;0,00;36.171,86;30.847,31;30.847,31;0,00;5.324,55
350/4340A/13000;Retribucions bàsiques;30.591,98;-105,28;30.486,70;29.650,80;29.650,80;0,00;835,90
350/4340A/15000;Productivitat;7.112,46;0,00;7.112,46;35,61;35,61;0,00;7.076,85
350/4340A/16000;Seguretat social;107.415,47;-132,85;107.282,62;0,00;0,00;0,00;107.282,62
350/4930A/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.229,75;14.229,75;0,00;447,57
350/4930A/12003;Salaris del Grup C1;29.654,52;0,00;29.654,52;27.964,46;27.964,46;0,00;1.690,06
350/4930A/12004;Salaris del Grup C2;8.378,58;0,00;8.378,58;7.802,52;7.802,52;0,00;576,06
350/4930A/12006;Triennis;8.049,62;0,00;8.049,62;7.124,38;7.124,38;0,00;925,24
350/4930A/12100;Complement de destí;22.004,88;0,00;22.004,88;22.004,88;22.004,88;0,00;0,00
350/4930A/12101;Complement  específic;35.928,00;0,00;35.928,00;37.981,68;37.981,68;0,00;-2.053,68
350/4930A/12103;Altres complements;18.765,66;0,00;18.765,66;17.734,80;17.734,80;0,00;1.030,86
350/4930A/15000;Productivitat;4.181,62;0,00;4.181,62;1.368,92;1.368,92;0,00;2.812,70
350/4930A/16000;Seguretat social;43.347,00;0,00;43.347,00;44.640,82;44.640,82;0,00;-1.293,82
350/4930A/22699;Altres despeses diverses;400,00;0,00;400,00;465,56;0,00;465,56;-65,56
350/4930A/22706;Estudis i treballs tècnics;16.000,00;-2.300,00;13.700,00;4.038,72;2.313,85;1.724,87;9.661,28
350/4930A/22799;Altres treballs realitzats per altres empreses i prof.;10.000,00;0,00;10.000,00;10.000,00;8.500,00;1.500,00;0,00
350/9222D/48200;Transf. corrents institucions sense ànim de lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
350/9222E/48200;Transf. corrents institucions sense ànim de lucre;7.000,00;0,00;7.000,00;0,00;0,00;0,00;7.000,00
350/9222F/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;6.589,65;6.589,65;0,00;6.316,87
350/9222F/12006;Triennis;2.358,47;0,00;2.358,47;947,16;947,16;0,00;1.411,31
350/9222F/12100;Complement de destí;6.995,04;0,00;6.995,04;3.497,52;3.497,52;0,00;3.497,52
350/9222F/12101;Complement  específic;15.938,40;0,00;15.938,40;8.324,34;8.324,34;0,00;7.614,06
350/9222F/12103;Altres complements;10.251,32;0,00;10.251,32;4.111,16;4.111,16;0,00;6.140,16
350/9222F/15000;Productivitat;921,83;0,00;921,83;0,00;0,00;0,00;921,83
350/9222F/16000;Seguretat social;12.439,83;0,00;12.439,83;6.282,42;6.282,42;0,00;6.157,41
350/9222F/44900;Altres subv. a ens públics i societats mercantils locals;350.000,00;0,00;350.000,00;250.000,00;250.000,00;0,00;100.000,00
350/9222H/12000;Salaris del Grup A1;29.354,64;-103,52;29.251,12;28.189,32;28.189,32;0,00;1.061,80
350/9222H/12006;Triennis;8.099,07;-27,88;8.071,19;7.249,59;7.249,59;0,00;821,60
350/9222H/12100;Complement de destí;14.935,32;-58,08;14.877,24;14.844,66;14.844,66;0,00;32,58
350/9222H/12101;Complement  específic;27.098,40;-110,58;26.987,82;28.249,48;28.249,48;0,00;-1.261,66
350/9222H/12103;Altres complements;9.447,74;0,00;9.447,74;7.560,71;7.560,71;0,00;1.887,03
350/9222H/15000;Productivitat;3.158,03;0,00;3.158,03;1.144,91;1.144,91;0,00;2.013,12
350/9222H/16000;Seguretat social;22.207,65;-75,82;22.131,83;22.341,02;22.341,02;0,00;-209,19
350/9222H/22001;Premsa, revistes, llibres i altres publicacions;216,00;0,00;216,00;0,00;0,00;0,00;216,00
350/9222H/46700;A Consorcis;157.539,94;0,00;157.539,94;157.539,94;157.539,94;0,00;0,00
371/9310A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;28.485,81;28.485,81;0,00;868,83
371/9310A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;24.617,08;24.617,08;0,00;1.195,96
371/9310A/12004;Salaris del Grup C2;8.378,58;-27,96;8.350,62;7.778,46;7.778,46;0,00;572,16
371/9310A/12006;Triennis;15.129,06;0,00;15.129,06;13.613,09;13.613,09;0,00;1.515,97
371/9310A/12100;Complement de destí;32.943,60;-14,23;32.929,37;32.915,14;32.915,14;0,00;14,23
371/9310A/12101;Complement  específic;56.979,48;-26,83;56.952,65;59.748,34;59.748,34;0,00;-2.795,69
371/9310A/12103;Altres complements;30.171,78;0,00;30.171,78;26.761,47;26.761,47;0,00;3.410,31
371/9310A/15000;Productivitat;13.240,64;0,00;13.240,64;8.219,12;8.219,12;0,00;5.021,52
371/9310A/16000;Seguretat social;46.925,02;-16,69;46.908,33;47.999,87;47.999,87;0,00;-1.091,54
371/9310A/22699;Altres despeses diverses;100,00;0,00;100,00;0,00;0,00;0,00;100,00
371/9310A/22706;Estudis i treballs tècnics;37.666,26;0,00;37.666,26;35.725,07;24.850,56;10.874,51;1.941,19
371/9310A/22799;Altres treballs realitzats per altres empreses i prof.;100,00;0,00;100,00;0,00;0,00;0,00;100,00
371/9310A/25000;Treballs realitzats per Adm.Públiques;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/26000;Treballs realitzats Entitats sense ànim lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/27000;Despeses imprevistes i funcions no classificades;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/46700;A Consorcis;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/48000;A famílies i institucions sense ànim de lucre;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/85090;Resta d'adquisicions d’accions dintre del sector públic;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9310A/86010;Adq.d’acc.f.del sect. públic d’empreses nacionals;10,00;0,00;10,00;0,00;0,00;0,00;10,00
371/9430A/46500;A Comarques;96.000,00;0,00;96.000,00;76.921,53;76.921,53;0,00;19.078,47
372/2210A/13001;Hores extraordinàries;10.000,00;0,00;10.000,00;843,84;843,84;0,00;9.156,16
372/2210A/14400;Substitucions i suport;418.253,44;0,00;418.253,44;0,00;0,00;0,00;418.253,44
372/2210A/15100;Gratificacions;296.290,71;1.265,76;297.556,47;9.266,40;9.266,40;0,00;288.290,07
372/2210A/15201;Altres incentius al rendiment;40.473,78;0,00;40.473,78;58.676,64;58.676,64;0,00;-18.202,86
372/2210A/16104;Indemnit. al personal laboral per jubilació anticipada;70.000,00;0,00;70.000,00;445.254,98;445.254,98;0,00;-375.254,98
372/2210A/16105;Pensions a càrrec de l’entitat local;38.000,00;0,00;38.000,00;20.620,79;12.341,30;8.279,49;17.379,21
372/2210A/16202;Transport de personal;24.000,00;0,00;24.000,00;10.045,30;10.045,30;0,00;13.954,70
372/2210A/16204;Acció social;50.000,00;0,00;50.000,00;28.608,00;28.608,00;0,00;21.392,00
372/2210A/16209;Altres despeses socials;13.000,00;0,00;13.000,00;4.945,41;4.945,41;0,00;8.054,59
372/2210A/22400;Primes d’assegurances;75,00;0,00;75,00;0,00;0,00;0,00;75,00
372/2210A/83000;Concessió de préstecs fora del sector públic a curt termini;10,00;8.578,00;8.588,00;8.588,00;8.588,00;0,00;0,00
372/2210A/83100;Concessió de préstecs fora del sector públic a llarg termini;10,00;42.842,64;42.852,64;42.852,64;42.852,64;0,00;0,00
372/9205A/12000;Salaris del Grup A1;29.354,64;0,00;29.354,64;17.502,85;17.502,85;0,00;11.851,79
372/9205A/12001;Salaris del Grup A2;25.813,04;0,00;25.813,04;24.522,00;24.522,00;0,00;1.291,04
372/9205A/12006;Triennis;17.712,42;0,00;17.712,42;12.937,49;12.937,49;0,00;4.774,93
372/9205A/12100;Complement de destí;25.143,24;0,00;25.143,24;22.021,84;22.021,84;0,00;3.121,40
372/9205A/12101;Complement  específic;43.480,44;0,00;43.480,44;38.222,66;38.222,66;0,00;5.257,78
372/9205A/12103;Altres complements;29.826,82;0,00;29.826,82;28.250,66;28.250,66;0,00;1.576,16
372/9205A/15000;Productivitat;2.861,42;0,00;2.861,42;0,00;0,00;0,00;2.861,42
372/9205A/16000;Seguretat social;35.374,63;0,00;35.374,63;28.745,23;28.745,23;0,00;6.629,40
372/9205A/20200;Lloguers d’edificis i altres construccions;10.000,00;0,00;10.000,00;10.000,00;10.000,00;0,00;0,00
372/9205A/22001;Premsa, revistes, llibres i altres publicacions;560,00;0,00;560,00;0,00;0,00;0,00;560,00
372/9205A/22201;Comunicacions postals;1.000,00;0,00;1.000,00;895,28;662,14;233,14;104,72
372/9205A/2260200;Difusió d´activitats;1.000,00;-217,05;782,95;0,00;0,00;0,00;782,95
372/9205A/22699;Altres despeses diverses;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205A/22799;Altres treballs realitzats per altres empreses i prof.;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205A/23010;Dietes del personal directiu;10,00;0,00;10,00;0,00;0,00;0,00;10,00
372/9205B/12000;Salaris del Grup A1;14.677,32;0,00;14.677,32;14.019,27;14.019,27;0,00;658,05
372/9205B/12001;Salaris del Grup A2;12.906,52;0,00;12.906,52;12.205,47;12.205,47;0,00;701,05
372/9205B/12003;Salaris del Grup C1;88.963,56;-95,17;88.868,39;86.881,33;86.881,33;0,00;1.987,06
372/9205B/12004;Salaris del Grup C2;41.174,85;-27,96;41.146,89;29.266,47;29.266,47;0,00;11.880,42
372/9205B/12006;Triennis;20.564,46;0,00;20.564,46;17.617,12;17.617,12;0,00;2.947,34
372/9205B/12100;Complement de destí;71.726,64;-64,26;71.662,38;68.389,10;68.389,10;0,00;3.273,28
372/9205B/12101;Complement  específic;116.652,12;-111,54;116.540,58;117.084,48;117.084,48;0,00;-543,90
372/9205B/12103;Altres complements;39.558,04;0,00;39.558,04;36.431,00;36.431,00;0,00;3.127,04
372/9205B/15000;Productivitat;7.630,48;0,00;7.630,48;0,00;0,00;0,00;7.630,48
372/9205B/16000;Seguretat social;107.594,20;-93,73;107.500,47;105.211,49;105.211,49;0,00;2.288,98
372/9205B/20200;Lloguers d’edificis i altres construccions;4.000,00;0,00;4.000,00;0,00;0,00;0,00;4.000,00
372/9205B/22001;Premsa, revistes, llibres i altres publicacions;320,00;0,00;320,00;0,00;0,00;0,00;320,00
372/9205B/22607;Oposicions i proves selectives;10.200,00;0,00;10.200,00;4.273,12;4.273,12;0,00;5.926,88
372/9205B/22699;Altres despeses diverses;10,00;0,00;10,00;238,72;238,72;0,00;-228,72
372/9205B/22706;Estudis i treballs tècnics;10,00;0,00;10,00;0,00;0,00;0,00;10,00
