"Ejercicio","TipoVehículo","MarcaModelo","NumBastidor","POTENCIA_FISCAL","FECHA_MATRICULACION","tipoBeneficio","desc_tipo_beneficio","porcentajeBeneficio"
2016,,"CITROEN C3 HDI70","VF7FC8HZB27349978","10.74","29/06/2005",,"",
2016,,"SKODA FABIA 1.9 SDI","TMBPF46Y254364924","12.89","30/06/2005",,"",
2016,,"PEUGEOT   EXP COMBI 5 HDI","VF3BBRHZB86186511",,"29/06/2005",,"",
2016,,"OPEL CORSA 1.2","W0L0XCF6854336646","9.78","29/06/2005",,"",
2016,,"SEAT  CORDOBA 1.9  SDI","VSSZZZ6LZ5R111662","12.89","29/06/2005",,"",
2016,,"PEUGEOT 407 ST SPORT HDI","VF36DRHRG21308355","13.3","30/06/2005",,"",
2016,,"RENAULT MASTER","VF1FDCUL634215224",,"30/06/2005",,"",
2016,,"RENAUTL CLIO","VF1BBR8EF33949210","11.02","30/06/2005",,"",
2016,,"B.M.W.  X3    3.0","WBAPB51080WD47092","19.95","30/06/2005",,"",
2016,,"PEUGEOT 307","VF33CNFUC84136330","11.57","30/06/2005",,"",
2016,,"CITROEN PICASSO HDI","VF7CHRHYB39934075","13.3","30/06/2005",,"",
2016,,"OPEL ASTRA 1.7 ENJOY","W0L0AHL4858137208","12.01","30/06/2005",,"",
2016,,"PEUGEOT 307 SW PK 1.6 HDI 90","VF33H9HYB84129634","11.47","30/06/2005",,"",
2016,"MAQUINA AGRICOLA","HERVAS PR-1500","0403","0","29/06/2005",,"",
2016,,"PEUGEOT 206 XS CLIM HDI 90","VF32JRHYF44730810","13.31","30/06/2005",,"",
2016,"CAMION","NISSAN TRADE 100 CAJA ABIERTA","VWAKE0558WA788932","16.82",,,"",
2016,,"MERCEDES CLK 270 CDI","WDB2093161F147975","17.38","07/07/2005",,"",
2016,,"MERCEDES BENZ E-280 CDI","WDB2110201A830294","19.92","04/07/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"FORD FOCUS","WF05XXGCD55M00857","11.47","30/06/2005",,"",
2016,,"CITROEN C3 HDI SX","VF7FC8HZB27268506","11.3","29/06/2005",,"",
2016,,"SEAT IBIZA 1.4 TDI","VSSZZZ6LZ5R178112","9.67","29/06/2005",,"",
2016,,"SEAT IBIZA 1.4","VSSZZZ6LZ6R015866","10.7","29/06/2005",,"",
2016,,"NISSAN ATLEON","VWAWETTK043417001",,"29/06/2005",,"",
2016,,"VOLKSWAGEN PASSAT 2.0 TDI","WVWZZZ3CZ6E036982","13.19","01/07/2005",,"",
2016,,"RENAULT SCENIC CONFORT 1.9 DTI 120","VF1JMRG0634015882","12.78","01/07/2005",,"",
2016,,"NISSAN ALMERA 1.5","SJNFAAN16U2600979","11.19","01/07/2005",,"",
2016,,"NISSAN ALMERA 1.5","SJNFAAN16U2608785","11.19","01/07/2005",,"",
2016,,"HYUNDAI SANTA FE 2.0 CRDI","KMHSC81VP5U014142","13.28","01/07/2005",,"",
2016,,"OPEL MERIVA 1.7 CDTI BLUE","W0L0XCE7554225544","12.01","01/07/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"CITROEN C3","VF7FC8HZB27293793","10.74","01/07/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"PEUGEOT 307 SW PK 2.0 HDI","VF33HRHRH84126241","13.31","01/07/2005",,"",
2016,,"PEUGEOT 307 SW PK 1.6 HDI 110","VF33H9HYB84139908","11.47","01/07/2005",,"",
2016,,"NISSAN ALMERA TINO","VSKTDAV10U0191079","14.03","04/07/2005",,"",
2016,,"RENAULT MEGANE 1.5TD","VF1BMR20534033709","11.03","05/07/2005",,"",
2016,,"CITROEN C4 HDI110","VF7LC9HYB74122614","11.47","04/07/2005",,"",
2016,,"MAZDA 6","JMZGG148251279921","12.49","19/05/2005",,"",
2016,,"CITROEN XSARA PICASSO 1.6 I EXCLUSIVE","VF7CHNFVK39928165","11.59","19/05/2005",,"",
2016,,"`PEUGEOT 206","VF32HRHYF44546192","13.31","18/05/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"HONDA ACCORD 2.0 SPORT","JHMCL75405C206266","13.31","18/05/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"CITROEN C4","VF7LCNFUC74247607","11.59","18/05/2005",,"",
2016,,"CHEVROLET STANDAR SERIES","6126704191","21.49","17/05/2005","VH","VEHICULO HISTORICO","100"
2016,,"PONTIAC CUSTOM TORPEDO","P8JC6309","26.95","17/05/2005","VH","VEHICULO HISTORICO","100"
2016,"TURISMO","FORD MONDEO","WF04XXGBB41G71483","13.31",,,"",
2016,"TODO TERRENO","NISSAN PATROL GR 2P 3.0D","JN1KESY61U0140062","16.82",,,"",
2016,,"NISSAN ALMERA 5P 1.5","SJNFAAN16U0572398","11.19","27/05/2005",,"",
2016,,"FORD FUSION","WF0UXXGAJU4Y15570","10.69","30/05/2005",,"",
2016,,"FORD FUSION","WF0UXXGAJU5J12036","11.47","30/05/2005",,"",
2016,,"FORD FIESTA","WF0DXXGAJD4Y04346","10.69","30/05/2005",,"",
2016,,"CITROEN PICASSO HDI 90 SX","VF7CHRHYB39922748","13.3","27/05/2005",,"",
2016,,"DORTON  URBAN  125","LAEEK44055B910363",,"08/06/2005",,"",
2016,,"SEAT IBIZA 1.4","VSSZZZ6LZ5R149568","10.7","06/06/2005",,"",
2016,,"FORD FOCUS","WF05XXWPD55M55430","13.3","06/06/2005",,"",
2016,"TURISMO","CITROEN C5 2.0","VF7CRHRG76689758","13.3","03/06/2005",,"",
2016,,"NISSAN CABSTAR","VWASBFTL053816119",,"06/06/2005",,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZE50","VTL4YW00000005989","0",,,"",
2016,"TURISMO","FORD PUMA 2 PUERTAS CUPE 1.","WF0CXXGAECYE06442","10.69",,,"",
2016,"TURISMO","OPEL VECTRA","W0L0ZCF6941091849","13.29",,,"",
2016,"CICL. 2 RUEDAS","GILERA STALKER","ZAPC1300003068669","0",,,"",
2016,,"CITROEN XSARA PICASSO","VF7CHRHYB39906360","13.3","19/05/2005",,"",
2016,,"OPEL ZAFIRA 2.0 DTI ED. ESP","W0L0TGF7552096566","13.29","19/05/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"NISSAN ALMERA","SJNFAAN16U0595788","11.19","19/05/2005",,"",
2016,,"FIAT DUCATO FURGON","ZFA24400007600863",,"19/05/2005",,"",
2016,,"AUDI A3 SPORTBACK 1.6","WAUZZZ8P15A159143","11.63","19/05/2005",,"",
2016,,"VOLKSWAGEN TOURAN 1.9 TDI","WVGZZZ1TZ5W165095","12.89","19/05/2005",,"",
2016,,"KIA RIO 1.3","KNEDC241256255954","10.48","19/05/2005",,"",
2016,,"CITROEN C-3 1.1 SX","VF7FCHFXB27266764","10.57","19/05/2005",,"",
2016,,"FORD FIESTA","WF0HXXGAJH5M02521","10.69","27/05/2005",,"",
2016,,"OPEL VECTRA 1.9 CDTI DESIGN","W0L0ZCF6851096339","12.94","27/05/2005","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"CITROEN XSARA PICASSO","VF7CHRHYB39926560","13.3","27/05/2005",,"",
2016,,"CITROEN XSARA PICASSO","VF7CHRHYB39922724","13.3","27/05/2005",,"",
2016,,"PEUGEOT 307 SW","VF33HRHRH84090610","13.3","27/05/2005",,"",
2016,,"CITROEN C-3 1.1 I FURIO","VF7FCHFXB27327994","9.42","27/05/2005",,"",
2016,,"FIAT SCUDO COMBI","ZFA22000086178448",,"27/05/2005",,"",
2016,"TURISMO","TOYOTA CARINA E 1.6","SB153ABK05029803","11.5",,,"",
2016,,"HYUNDAI ACCENT 1.3 GL","KMHCG51FP5U245299","10.47","07/06/2005",,"",
2016,,"LECIÑENA A-6000 COND.","VSRCP2E05RR065362",,"07/06/2005",,"",
2016,,"VOLKSWAGEN PASSAT 2.0 TDI","WVWZZZ3CZ6P176987","13.19","26/04/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"HYUNDAI MATRIZ 1.5","KMHPN81UP6U260964","11.18","28/03/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"PEUGEOT 407 ST CONFORT HD","VF36D9HZC21425227","11.47","28/03/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"REMOLQUE","SIN MARCA GB10T","GB10T0122","0","27/03/2006","VA","VEHICULO AGRICOLA","100"
2016,,"PIAGIO TYPHOON 06","ZAPC2900002023923",,"07/04/2006",,"",
2016,"TURISMO","OPEL ZAFIRA","W0L0AHM7552223531","12.94",,,"",
2016,"TURISMO","RENAULT R. CLIO","VF1557N0516589636","12.79",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","RENAULT MEGANE","VF1BMR20533886100","11.02",,,"",
2016,"TURISMO","HONDA ACCORD 2.2I CTDI","JHMCN15206C200424","14.12",,,"",
2016,"TURISMO","MAZDA MAZDA 5","JMZCR19R660110061","13.3",,,"",
2016,,"POLARIS TRAIL BOS","ZHSTB033006000222","2.59","27/04/2006",,"",
2016,,"POLARIS TRAIL BOS","ZHSTB033006000133","2.59","27/04/2006",,"",
2016,,"FORD FOCUS","WF05XXWPD56S88163","11.63","25/04/2006",,"",
2016,,"BMW 120 D","WBAUG51070PW54118","13.3","26/04/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,,"B.M.W.   330 D","WBAAL91010FS15363","19.68","25/04/2006",,"",
2016,,"MERCEDES BENZ E-220 CDI","WDB2110061A968902","13.9","25/04/2006",,"",
2016,,"PEUGEOT 407 ST SPORT PK HD","VF36DRHRH21420252","13.3","25/04/2006",,"",
2016,,"LANCIA YPSILON","ZLA84300003019023","10","25/04/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"CICL. 2 RUEDAS","APRILIA SR50 AGUA","ZD4MZC300V5000725","0",,,"",
2016,"CICL. 2 RUEDAS","SUZUKI AY50WX","VTTAA811800104159","0",,,"",
2016,"CICL. 2 RUEDAS","MBK YN50","VTL5AD10000500943","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO ENERGY","SAL1T0038808","0",,,"",
2016,"CICL. 2 RUEDAS","RIEJU DRAC 50","VTPDR001B00W31472","0",,,"",
2016,"CICL. 2 RUEDAS","KYMCO DINK 50 LC","RFBSH10AA12007032","0",,,"",
2016,"TURISMO","VOLKSWAGEN GOLF CABRIOLET","WVWZZZ15ZHK021625","12.42",,,"",
2016,"TURISMO","B.M.W. 320 D","WBAAL710X0KE53050","13.12",,,"",
2016,"CICL. 2 RUEDAS","APRILIA SR50 AGUA","ZD4MZG100XS013182","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA YM50","VTL5AD00000557769","0",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT VIVACITY 50","VGAS1C00A00016154","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI V. START W. CH","E0276161","0",,,"",
2016,"CICL. 2 RUEDAS","RIEJU DRAC 50-AMG","VTPDR001B00X32473","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI VAR SPORT R","VTHVRN95FVE418325","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI FENIX","VTHFENIXHRH022495","0",,,"",
2016,"CICL. 2 RUEDAS","MBK YQ50","VG55BR00003570761","0",,,"",
2016,"CICL. 2 RUEDAS","LIGIER AMBRA GLS","VJRJS16FD04002839","0",,,"",
2016,,"RENAULT R. LAGUNA","VF1B56W0513","12.78",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"FURGONETA MIXTA","MERCEDES-BENZ MB-140","VSA63135313034112","14.85",,,"",
2016,"TURISMO","HONDA ACCORD 2.0I ES VTEC 4P","SHHCG9570XU022946","13.3",,,"",
2016,"TURISMO","B.M.W. SERIE 3 316 I","WBAAL11000JN41167","12.89",,,"",
2016,"TURISMO","OPEL ASTRA","W0L0TGF48X5244623","13.3",,,"",
2016,"TURISMO","B.M.W. SERIE 5 528I","WBADD510X0BP21025","19.14",,,"",
2016,"VEHIC. MIXTO","MERCEDES-BENZ 108 D","VSA63806413002676","14.48",,,"",
2016,"TURISMO","CITROEN AX 14 TD","VS7ZAZU0060ZU3184","10.57",,,"",
2016,"MOTOCICLETA","YAMAHA SR 125","2JW000106","1.44",,,"",
2016,"VEHIC. MIXTO","CHRYSLER VOYAGER","1C4GHN5M1SU116318","15.22",,,"",
2016,"MOTOCICLETA","VESPA PK 75S ELESTART","67C00809","1.45",,,"",
2016,"TURISMO","PEUGEOT 406 SRDT","VF3BRHYE81160958","13.31",,,"",
2016,"TURISMO","FORD ESCORT 5 PUERTAS 1.8TD","WF0AXXBBAAXE54770","12.3",,,"",
2016,"TURISMO","CITROEN XSARA 19TD SEDU 5P","VF7N1DHYF36467686","12.93",,,"",
2016,"TURISMO","PEUGEOT 206 3P XS 75","VF32CKFXE40356634","10.57",,,"",
2016,"TURISMO","OPEL ASTRA-G","W0L0TGF69Y5052234","12.08",,,"",
2016,"TURISMO","FORD FOCUS 4 PUERTAS 1.6","WF0FXXWPDFXL42405","11.63",,,"",
2016,"TURISMO","CITROEN SAXO 15D IMAGE 5","VF7S1VJZF56828506","11.32",,,"",
2016,"TURISMO","FORD ESCORT","VS6FXXWPAFTD72905","12.3",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FIAT COUPE 16V TURBO","ZFA175000P0010940","13.29",,,"",
2016,"CAMION","NISSAN ECO T100","VWAL5624XXA414166","16.82",,,"",
2016,"TURISMO","PEUGEOT 206 5P XT","VF32ARHYE40689588","13.31",,,"",
2016,"TODO TERRENO","FORD MAVERICK","VSKNXXWGUNRT18036","15",,,"",
2016,"MOTOCICLETA","GILERA MX1 125","147034378","1.98",,,"",
2016,"TURISMO","CITROEN SAXO 1.5D MONACO","VF7S1VJZF56349536","11.32",,,"",
2016,"CICL. 2 RUEDAS","HONDA SFX50","VTMAF37900E003573","0",,,"",
2016,"CICL. 2 RUEDAS","MBK YQ50","VG55BR00003571546","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZR50","VTL4YV00000003949","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA YA50M","4MJ100702","0",,,"",
2016,"CICL. 2 RUEDAS","RIEJU DRAC 50-AM6","VTPDR001B00X32125","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO TYPHOON 50","TEC1T0063188","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI ATLANTIS","VTHATL0ABYG141367","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI VARIANT START","E330202","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO 82E","82C0018766","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO SCA","SCA0296113","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI V START 99","VTHVRN95FXE462219","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO 82E","82C0088960","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO SCA","SCA0304820","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO MC2-98","ZAPC1800003004830","0",,,"",
2016,"CICL. 2 RUEDAS","APRILIA CLASSIC 50","ZD4LP0100WS101302","0",,,"",
2016,"CICL. 2 RUEDAS","GILERA RUNNER 50DD","ZAPC1400003070117","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO NRG F.L. AGUA","ZA0C2200000028238","0",,,"",
2016,"CICL. 2 RUEDAS","RIEJU DRAC 50","D19970","0",,,"",
2016,"CICL. 2 RUEDAS","HONDA NSR50R","VTMAC14A0VE001732","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA YQ50","VG5SA141000103187","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO 82E","82C86082","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA YQ 50","VG55BR00003528460","0",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT SPEEDFIGHT LC","VGAS1B00B00065197","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZR50","VTL4YV00000015918","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZR50","VTL4YV00000015708","0",,,"",
2016,"CICL. 2 RUEDAS","MBK TZR50","VTL4YV00000300202","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO VESPINO F18","VTAC14E0000003953","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI ATLANTIS","VTHATL0ABYG144855","0",,,"",
2016,"CICL. 2 RUEDAS","APRILIA SR50 AGUA","ZD4MZC300VS007186","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA CS 50","VTLSA224000004729","0",,,"",
2016,"CICL. 2 RUEDAS","MBK YQ50","VG55BR00003570987","0",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT ELYSEO 50","VGAG1AA0000019186","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZR50","VTL4YV00000016415","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZR50","VTL4YV00000400879","0",,,"",
2016,"CICL. 2 RUEDAS","GILERA GILERA R","200308442","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI VARIANT START","E345206","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZR50","VTL4YV00000004228","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO MC2 98","ZAPC1800003006045","0",,,"",
2016,"SEMIRREMOLQUE","FRUEHAUF S/R PLATAFORMA","VSPXXXT38YA102401","0",,,"",
2016,"CICL. 2 RUEDAS","KYMCO SCOUT 50","RFBSC10AS61001435","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO NRG F.L. AGUA","ZAPC2200000047547","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI PADDOCK","VTHHUNTAAVG066315","0",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT TREKKER","VGAS1A00A00013766","0",,,"",
2016,"CICL. 2 RUEDAS","DERBI VARIANT START","E342633","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO 83E","83C017771","0",,,"",
2016,"CICL. 2 RUEDAS","GILERA GILERA R","200306403","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO TYPHOON","TEC1T0084954","0",,,"",
2016,"CICL. 2 RUEDAS","APRILIA RX 50","ZD4MU0000TS102281","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO NRG RST","ZAPC0400000079399","0",,,"",
2016,"CICL. 2 RUEDAS","YAMAHA YQ50","VG55BR00003539417","0",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT SPEEDFIGHT LC","VGAS1B00B00074908","0",,,"",
2016,"REMOLQUE","LECI#ENA A-6900-CC-M-D","VSRCP2S99RR002253","0",,,"",
2016,"REMOLQUE","PANISSARS PTC K1 2E P.VEHICULOS","TRP2175","0",,,"",
2016,"SEMIRREMOLQUE","GUILLEN SEMI LONA","VS9SPC3SNXA140157","0",,,"",
2016,"REMOLQUE","LOHR TA104BV PORTAV","VGYTA104BV0030695","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO ENERGY MC 2","C040040767","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO TYP.STREET 96","TEC2T0034649","0",,,"",
2016,"CICL. 2 RUEDAS","GILERA GILERA R","20030006120","0",,,"",
2016,"CICL. 2 RUEDAS","ITALJET RH","ZJTFRH000V0035687","0",,,"",
2016,"CICL. 2 RUEDAS","PEUGEOT BUXY/SPEEDAKE","VGA42500000021380","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO 1002","10020044426","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO NRG-H20 MC3","ZAPC3200001001659","0",,,"",
2016,"CICL. 2 RUEDAS","APRILIA SR50DI","ZD4RLB1001S123953","0",,,"",
2016,"MAQUINA AGRICOLA","MARISAN MNT-1000","MNT0219994","0",,"VA","VEHICULO AGRICOLA","100"
2016,,"SIN MARCA CASE IH 2140 PRO-V 4RM","CGC0037255","20.18",,"VA","VEHICULO AGRICOLA","100"
2016,"CICL. 2 RUEDAS","RIEJU DRAC-AM 50","D29246","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO 82E","82C37824","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO SCAN","SCA0385569","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO 82E","82C0093210","0",,,"",
2016,"CICL. 2 RUEDAS","VESPINO 1002","10020005679","0",,,"",
2016,"CICL. 2 RUEDAS","PIAGGIO MC2-98","ZAPC1800003006313","0",,,"",
2016,"MOTOCICLETA","PIAGGIO  VESPA  PX  125","ZAPM5010000002791",,"04/08/2006",,"",
2016,"TURISMO","VOLKSWAGEN GOLF  1.9  TDI","WVWZZZ1KZ7B026724","12.89","03/08/2006",,"",
2016,"TURISMO","MERCEDES BENZ CLOK 200 K","WDB2093421F149008","12.48","29/08/2006",,"",
2016,"TURISMO","RENAULT  CLIO","VF1BR1J0H36413757","9.54","10/08/2006",,"",
2016,"TURISMO","PEUGEOT  207 5P XT  HDI  90","VF3WC9HXC33431296","11.45","11/08/2006",,"",
2016,"TURISMO","PEUGEOT 307 XR CLIM 1.6","VF33ANFUB83221770","11.59","17/02/2004",,"",
2016,"TURISMO","CITROEN C4 HDI 92 COLLECT","VF7LC9HXC74509791","11.47","25/08/2006",,"",
2016,"CUATRICICLO LIG.","AIXAM  A 741","VLGK44VBAA3072263",,"01/08/2006",,"",
2016,"CICL. 2 RUEDAS","RIEJU  RS2 MATRIX","VTPRS204D00622744",,"01/08/2006",,"",
2016,"VEHIC. MIXTO","RENAULT R. KANGOO","VF1KC0EAF21337984","12.78",,,"",
2016,"TRACTOR","MASSEY-FERGUSON MF 394 SP","5579F27205","19.77",,,"",
2016,"TURISMO","FORD  FIESTA","WF0HXXWPJH6T37193","10.27","10/08/2006",,"",
2016,"TURISMO","TOYOTA  RAV  4  EXECUTIVE","JTMBH31V706019543","13.31","04/08/2006",,"",
2016,"MOTOCICLETA","YAMAHA YP250R","VTLSG161000022675",,"07/08/2006",,"",
2016,"TURISMO","SEAT  ALTEA 1.6  102 CV REFERENCE","VSSZZZ5PZ6R025168","11.63","04/08/2006",,"",
2016,"TURISMO","MAZDA 3","JMZBK14Y271377243","11.47","03/08/2006",,"",
2016,"TURISMO","FORD  FOCUS","WF05XXWPD56Y62781","11.63","10/08/2006",,"",
2016,"TURISMO","FIAT  PUNTO","ZFA19900000109167","10.6","04/08/2006",,"",
2016,"TURISMO","FORD FOCUS","WF05XXWPD56M68212","12.3","11/08/2006",,"",
2016,"VEHIC. MIXTO","RENAULT  KANGOO","VF1KC084F36376087",,"08/08/2006",,"",
2016,"TURISMO","FIAT PUNTO","ZFA18800005336541","10.03","29/03/2006",,"",
2016,"TURISMO","CITROEN XSARA PICA SXTOP","VF7CH9HXC25855741","11.47","18/08/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","FORD MONDEO","WF05XXGBB55D08116","14.09","22/08/2006",,"",
2016,"MOTOCICLETA","BETA ALP 4.0 (350 CC/E2)","ZD3T2001060001690",,"22/08/2006",,"",
2016,"CICL. 2 RUEDAS","KYMCO  DINK 50","RFBT8100061002925",,"02/08/2006",,"",
2016,"CICL. 2 RUEDAS","YAMAHA TZR 50","VTLRA031000032074",,"29/08/2006",,"",
2016,"CICL. 2 RUEDAS","GILERA  RUNNER","ZAPC4610000003347",,"04/08/2006",,"",
2016,"CICL. 2 RUEDAS","APRILIA SONIC 50","ZD4TLA0016S003050",,"30/08/2006",,"",
2016,"TURISMO","RENAULT MEGANE SCENIC","VF1JMS40636165113","12.78","14/08/2006",,"",
2016,"TURISMO","SSANG YONG  KYRON","KPTS0A1KS6P039667","13.3","04/08/2006",,"",
2016,"TURISMO","NISSAN MICRA","SJNEAAK11U3169813","8.77",,,"",
2016,"TURISMO","PEUGEOT 306 3P XS HDI","VF37HRHYE33014067","13.31",,,"",
2016,"TODO TERRENO","LAND ROVER R.ROVER DSE A","SALLPAMW4WA391358","17.89",,,"",
2016,"TURISMO","RENAULT MEGANE COUPE","VF1DA0N0519317337","12.79",,,"",
2016,"TURISMO","A.U.D.I. A3 1.9 TDI 5V","WAUZZZ8LZWA120311","12.89",,,"",
2016,"TURISMO","FORD FIESTA","WF0HXXGAJH6P02346","10.69","08/09/2006",,"",
2016,"TURISMO","OPEL  CORSA 1.2 SILVER","W0L0XCF0864295783","9.78","26/09/2006",,"",
2016,"TURISMO","OPEL ASTRA TT ENJOY 1.6","W0L0AHL6775010703","11.63","22/09/2006",,"",
2016,"TURISMO","RENAULT  CLIO","VF1BB2U0536366594","9.54","26/09/2006",,"",
2016,"TURISMO","CITROEN XSARA PICASSO","VF7CH9HXC25871196","11.47","29/09/2006",,"",
2016,"VEHIC. MIXTO","RENAULT KANGOO","VF1KC0J4F35602805",,"01/09/2006",,"",
2016,"MOTOCICLETA","EXPLORER MOTORKINLON KOBRA","UC7KB1H31X6516784",,"04/09/2006",,"",
2016,"TURISMO","ALFA ROMEO  147","ZAR93700005230878","11.63","29/09/2006",,"",
2016,"TURISMO","BMW  520 D","WBANC31020CX74095","13.3","29/09/2006","VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","OPEL  ASTRA","W0L0AHL4868140779","12.01","27/07/2006",,"",
2016,"TURISMO","AUDI  A4","WAUZZZ8E07A070892","13.19","21/09/2006",,"",
2016,"TURISMO","TOYOTA COROLLA VERSO 2.2 D4D","NMTEA16R00R052822","14.21","29/09/2006",,"",
2016,"VEHIC. MIXTO","FORD TRANSIT","WF0KXXGBVKRB59964","15.2",,,"",
2016,"TURISMO","FORD ESCORT/ORION 1.6 B-171","VS6AXXWPAAVJ74604","11.63",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","PEUGEOT 306 CABRIO 1.6","VF37DNFZE32682013","11.59",,,"",
2016,"TURISMO","RENAULT MEGANE GR SCENIC","VF1JM1RD536348323","11.64","01/09/2006",,"",
2016,"TURISMO","RENAULT CLIO","VF1BB1KEF36108327","9.54","20/09/2006",,"",
2016,"CAMION","RENAULT MASTER","VF1FDCMH636279181",,"20/09/2006",,"",
2016,"VEHIC. MIXTO","FIAT DOBLO","ZFA22300005392932",,"11/04/2006",,"",
2016,"TURISMO","MERCEDES BENZ CLS 320 CDI","WDD2193221A087829","19.92","11/09/2006",,"",
2016,"TURISMO","FIAT STILO","ZFA19200000637878","10.6","01/09/2006",,"",
2016,"VEHIC. MIXTO","FORD TRANSIT CONNECT","WF0KXXTTPK6U17657","12.3","18/09/2006",,"",
2016,"SEMIRREMOLQUE","GUILLEN LONA CORREDERA","VWFSP3SNRS6002784",,"25/09/2006",,"",
2016,"MOTOCICLETA","B.M.W. R 1100 R","0368953R1100R","6.99",,,"",
2016,"FURGONETA MIXTA","SUZUKI SANTANA SAMURAI JH","VSE0SJJ3C00105082",,,,"",
2016,"TURISMO","HYUNDAI ACCENT 5P 13 LS","KMHVA21LPXU406617","10.47",,,"",
2016,"TURISMO","CITROEN-SAXO","VF7S0VJZF56710188","11.32",,,"",
2016,"MOTOCICLETA","HONDA NS-1","VTMDC03900E0070435","1.46",,,"",
2016,"TURISMO","FORD MONDEO 4PUERT SEDAN","WF0FXXGBBFXS49230","12.48",,"VM","VEHÍCULOS DISCAPACITADOS","100"
2016,"TURISMO","PEUGEOT 206 5P XTD 1.9","VF32AWJZT40276641","12.78",,,"",
2016,"MOTOCICLETA","SUZUKI NJ 41 A","NJ41A113048","2.19",,,"",
2016,"TURISMO","FORD SIERRA-","WF0AXXGBBALR03293","13.3",,,"",
2016,"TURISMO","SEAT-IBIZA","VSSZZZ6KZXR036970","10.7",,,"",
