Expte_Nº,Expte_Departamento,Trámite,Fecha Inicio,N Registro,Año
14399/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038126,2015
14400/2015/GEN,Negociat Benestar Social,SSCB-023 Documentación procedente de otros organismos públicos,02-dic-15,2015038363,2015
14401/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,02-dic-15,2015039625,2015
14402/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038153,2015
14403/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,02-dic-15,2015039188,2015
14404/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038188,2015
14405/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,02-dic-15,2015038270,2015
14406/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,02-dic-15,2015039227,2015
14407/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,02-dic-15,2015039475,2015
14408/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,02-dic-15,2015039605,2015
14409/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,02-dic-15,2015039668,2015
14410/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,02-dic-15,2015039670,2015
14411/2015/GEN,Unitat Administrativa de Llicencies,URBA-135 Informe urbanístico municipal de Actividad,02-dic-15,2015038755,2015
14412/2015/GEN,Unitat Administrativa de Llicencies,URBA-137 Comunicación de actividad inocua,02-dic-15,2015038890,2015
14413/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-010 CERTIFICADO DE NO ACTIVIDAD,02-dic-15,2015039614,2015
14414/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INCM-015 CESIÓN PUESTOS DE MERCADOS,02-dic-15,2015039531,2015
14415/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,02-dic-15,2015039642,2015
14416/2015/GEN,Servici de Contratació i Compres,CONT-006 Contrato de Servicios,02-dic-15,-,2015
14417/2015/GEN,Oficina pressupostària,OPREI-001 Presupuesto y modificaciones,02-dic-15,-,2015
14418/2015/GEN,Divisió Tecnicoadministrativa i Documental de la Policia,POLC-010 CERTIFICADO DE NO ACTIVIDAD,02-dic-15,2015038542,2015
14419/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,02-dic-15,2015039616,2015
14420/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,02-dic-15,2015037661,2015
14421/2015/GEN,Unitat de Comptabilitat,INTE-024 Devolución de facturas,02-dic-15,-,2015
14422/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,02-dic-15,2015039636,2015
14423/2015/GEN,Unitat Tributs No Periodics,TESO-029 Autoliquidación del impuesto sobre incremento de valor de los terrenos de naturaleza urbana,02-dic-15,-,2015
14424/2015/GEN,Servici de Contratació i Compres,CONT-006 Contrato de Servicios,02-dic-15,-,2015
14425/2015/GEN,Unitat de Comptabilitat,INTEI-016 Nómina,02-dic-15,-,2015
14426/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INCM-015 CESIÓN PUESTOS DE MERCADOS,02-dic-15,2015039533,2015
14427/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJ-003 UTILIZACIÓN DE INSTALACIONES Y EDIFICIOS MUNICIPALES,02-dic-15,2015039655,2015
14428/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,02-dic-15,2015039570,2015
14429/2015/GEN,Unitat Administrativa de Llicencies,URBA-104 Cambio de titular de actividades,02-dic-15,2015038919,2015
14430/2015/GEN,Servici de Contratació i Compres,CONT-007 Contrato de suministro,02-dic-15,-,2015
14431/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,02-dic-15,2015028782,2015
14432/2015/GEN,Unitat Administrativa Disciplina Urbanística,URBA-038 ORDEN DE EJECUCIÓN DE OBRAS DE CONSERVACIÓN Y DE INTERVENCIÓN,02-dic-15,-,2015
14433/2015/GEN,Negociat Benestar Social,SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA,02-dic-15,2015039450,2015
14434/2015/GEN,Negociat Benestar Social,SSCB-007 TARJETA DE ESTACIONAMIENTO PARA PERSONAS CON MOVILIDAD REDUCIDA,02-dic-15,2015039621,2015
14435/2015/GEN,Unitat Administrativa Disciplina Urbanística,URBA-038 ORDEN DE EJECUCIÓN DE OBRAS DE CONSERVACIÓN Y DE INTERVENCIÓN,02-dic-15,-,2015
14436/2015/GEN,Unitat Administrativa de Llicencies,URBA-135 Informe urbanístico municipal de Actividad,02-dic-15,2015039145,2015
14437/2015/GEN,Unitat Administrativa de Llicencies,URBA-135 Informe urbanístico municipal de Actividad,02-dic-15,2015039281,2015
14438/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,02-dic-15,-,2015
14439/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038380,2015
14440/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038397,2015
14441/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038406,2015
14442/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038435,2015
14443/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038503,2015
14444/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038519,2015
14445/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038529,2015
14446/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038576,2015
14447/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038578,2015
14448/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038642,2015
14449/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,02-dic-15,2015038650,2015
14450/2015/GEN,Servici de Personal,RRHHI-012 Jubilación,02-dic-15,-,2015
14451/2015/GEN,Unitat administrativa area urbanisme,URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo),02-dic-15,2015039783,2015
14452/2015/GEN,Servici de Personal,RRHHI-012 Jubilación,02-dic-15,-,2015
14453/2015/GEN,Unitat de Cadastre,Procés General - Hisenda,02-dic-15,-,2015
14454/2015/GEN,Unitat Administrativa de Llicencies,URBA-136 Declaración responsable ambiental,02-dic-15,2015039147,2015
14455/2015/GEN,Servici de Contratació i Compres,CONT-006 Contrato de Servicios,02-dic-15,-,2015
14456/2015/GEN,Unitat Tributs Periodics,TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM),02-dic-15,-,2015
14457/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJ-003 UTILIZACIÓN DE INSTALACIONES Y EDIFICIOS MUNICIPALES,03-dic-15,2015039811,2015
14458/2015/GEN,Negociat Benestar Social,SSCB-015 Prestaciones económicas individualizadas,03-dic-15,-,2015
14459/2015/GEN,Servici de Personal,RRHHI-012 Jubilación,03-dic-15,-,2015
14460/2015/GEN,Unitat Gestió de Personal,Proces General - RRHH,03-dic-15,-,2015
14461/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obras sujetas a declaración responsable,03-dic-15,2015039561,2015
14462/2015/GEN,Unitat Gestió de Personal,INSTÀNCIA GENERAL,03-dic-15,2015039704,2015
14463/2015/GEN,Unitat Administrativa de Sanitat,Procés General - Sanitat,03-dic-15,-,2015
14464/2015/GEN,"Unitat Relacions Laborals, nòmines i Seguretat Social",INSTÀNCIA GENERAL,03-dic-15,2015039496,2015
14465/2015/GEN,Secció Medi Ambient,MEDI-009 INCIDENCIAS AMBIENTALES,03-dic-15,-,2015
14466/2015/GEN,Negociat Benestar Social,SSCB-024 Ayuda para la lactancia artificial,03-dic-15,2015039274,2015
14467/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,03-dic-15,2015039830,2015
14468/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,03-dic-15,2015039835,2015
14469/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,03-dic-15,2015039666,2015
14470/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,03-dic-15,2015039820,2015
14471/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,03-dic-15,2015039674,2015
14472/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,03-dic-15,2015039693,2015
14473/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,03-dic-15,2015039706,2015
14474/2015/GEN,Unitat Administrativa Disciplina Urbanística,URBA-038 ORDEN DE EJECUCIÓN DE OBRAS DE CONSERVACIÓN Y DE INTERVENCIÓN,03-dic-15,2015038960,2015
14475/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015037805,2015
14476/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015037821,2015
14477/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015037830,2015
14478/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,03-dic-15,-,2015
14479/2015/GEN,Negociat Benestar Social,SSCB-026 Prestaciones económicas de alquiler social,03-dic-15,2015039723,2015
14480/2015/GEN,Servici de Modernització Tecnològica i Informàtica,MODE-004 Proyectos y asistencias,03-dic-15,-,2015
14481/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015037873,2015
14482/2015/GEN,Negociat Benestar Social,SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES,03-dic-15,2015039883,2015
14483/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015037972,2015
14484/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038051,2015
14485/2015/GEN,Unitat Gestió de Personal,Procés General - RRHH,03-dic-15,2015039685,2015
14486/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038053,2015
14487/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038104,2015
14488/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038113,2015
14489/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038148,2015
14490/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038159,2015
14491/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,03-dic-15,2015028824,2015
14492/2015/GEN,Negociat Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038208,2015
14493/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,03-dic-15,2015036153,2015
14494/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,03-dic-15,2015028847,2015
14495/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJI-009 Inmuebles municipales,03-dic-15,2015039649,2015
14496/2015/GEN,Unitat de Comptabilitat,INTEI-015 Aprobación de facturas,03-dic-15,-,2015
14497/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,03-dic-15,2015027671,2015
14498/2015/GEN,"Servici de Transport, Movilitat",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,03-dic-15,-,2015
14499/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,03-dic-15,2015026215,2015
14500/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038256,2015
14501/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-006 SEÑALIZACIÓN DE ESPACIOS EN LA VÍA PÚBLICA PARA DISCAPACITADOS,03-dic-15,2013027882,2015
14502/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,03-dic-15,2014018427,2015
14503/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038281,2015
14504/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038289,2015
14505/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038292,2015
14506/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,03-dic-15,2015038364,2015
14507/2015/GEN,Unitat Tributs Periodics,TESO-040 Licencia de vado con autorización de aparcamiento en la licencia 1ª ocupación,03-dic-15,-,2015
14508/2015/GEN,Unitat Tributs Periodics,TESO-040 Licencia de vado con autorización de aparcamiento en la licencia 1ª ocupación,03-dic-15,-,2015
14509/2015/GEN,Unitat Tributs Periodics,TESO-040 Licencia de vado con autorización de aparcamiento en la licencia 1ª ocupación,03-dic-15,-,2015
14510/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS,03-dic-15,2015039681,2015
14511/2015/GEN,Secció Medi Ambient,MEDI-004 PRESTACIÓ DE SERVEIS I/O INSTAL·LACIÓ D`ELEMENTS URBANS,03-dic-15,2015038120,2015
14512/2015/GEN,Unitat Òrgan de Suport a Junta de Govern i Regidor Secretari,UORJ-003 UTILIZACIÓN DE INSTALACIONES Y EDIFICIOS MUNICIPALES,04-dic-15,2015039828,2015
14513/2015/GEN,Negociat Benestar Social,SSCB-023 Documentación procedente de otros organismos públicos,04-dic-15,2015025709,2015
14514/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,04-dic-15,2015039302,2015
14515/2015/GEN,Festes i Entitats populars,FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES,04-dic-15,2015039973,2015
14516/2015/GEN,Secció Àrea Técnica. Benestar Social,Procés General -BS,04-dic-15,-,2015
14517/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,04-dic-15,2015039468,2015
14518/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,04-dic-15,2015039385,2015
14519/2015/GEN,"Unitat Relacions Laborals, nòmines i Seguretat Social",RRHHI-005 Embargo de sueldos,04-dic-15,2015039882,2015
14520/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,04-dic-15,2015039885,2015
14521/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,04-dic-15,2015039402,2015
14522/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038378,2015
14523/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038388,2015
14524/2015/GEN,Unitat de Comptabilitat,INTE-023 Encomiendas y otras aportaciones municipals,04-dic-15,-,2015
14525/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,04-dic-15,-,2015
14526/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038416,2015
14527/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038433,2015
14528/2015/GEN,Unitat Administrativa de Llicencies,URBA-102 Obres subjectes a declaració responsable,04-dic-15,2015039463,2015
14529/2015/GEN,Departament de la Dona,EDUC-008 Concesión subvención y justificación de la `Ajuda bebé`,04-dic-15,-,2015
14530/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038437,2015
14531/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038486,2015
14532/2015/GEN,Lletrat,LTRA-001 Documentación procedente de otros organismos públicos,04-dic-15,2015039905,2015
14533/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038497,2015
14534/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038541,2015
14535/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,04-dic-15,2015039562,2015
14536/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038582,2015
14537/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038596,2015
14538/2015/GEN,Negociat Benestar Social,SSCB-025 Ayudas para tratamientos médicos crónicos,04-dic-15,2015038800,2015
14539/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038636,2015
14540/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038715,2015
14541/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038788,2015
14542/2015/GEN,Unitat Administrativa Disciplina Urbanística,URBA-036 INFRACCIONES POR ACTIVIDAD,04-dic-15,2015039557,2015
14543/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038799,2015
14544/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,04-dic-15,2015039651,2015
14545/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038805,2015
14546/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038892,2015
14547/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038908,2015
14548/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038923,2015
14549/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038929,2015
14550/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038939,2015
14551/2015/GEN,Tresoreria,Procés General - Hisenda,04-dic-15,-,2015
14552/2015/GEN,Secció Àrea Técnica. Benestar Social,SSCB-017 RENTA GARANTIZADA DE CIUDADANÍA,04-dic-15,2015038964,2015
14553/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,04-dic-15,2015024768,2015
14554/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,04-dic-15,2015025096,2015
14555/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,04-dic-15,2015024109,2015
14556/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,04-dic-15,2015016315,2015
14557/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,04-dic-15,2015022569,2015
14558/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,04-dic-15,2015022481,2015
14559/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,04-dic-15,2015022476,2015
14560/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,04-dic-15,2015022354,2015
14561/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,04-dic-15,2015021557,2015
14562/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,04-dic-15,2015021198,2015
14563/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",INSTÀNCIA GENERAL,04-dic-15,2015019899,2015
14564/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,04-dic-15,2015015722,2015
14565/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA,04-dic-15,2015039866,2015
14566/2015/GEN,Servici de Personal,RRHHI-007 Anticipos de nómina,04-dic-15,2015039671,2015
14567/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,04-dic-15,2015013539,2015
14568/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015038653,2015
14569/2015/GEN,Unitat Administrativa de Llicencies,URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones,04-dic-15,2015039652,2015
14570/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015038676,2015
14571/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015038738,2015
14572/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015038742,2015
14573/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015038749,2015
14574/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015038905,2015
14575/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015038966,2015
14576/2015/GEN,"Servici de Mobilitat, Transport i relacions amb idea't",MOVI-003 SEÑALIZACIÓN VIARIA,04-dic-15,2015012794,2015
14577/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015038970,2015
14578/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015039092,2015
14579/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015039154,2015
14580/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015039191,2015
14581/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015039204,2015
14582/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015039271,2015
14583/2015/GEN,Servici de Contratació i Compres,CONT-008 Aprobación de certificaciones,04-dic-15,-,2015
14584/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015039278,2015
14585/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015039589,2015
14586/2015/GEN,Negociat de Consum i OMIC,SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION,04-dic-15,2015039654,2015
