"Expediente","Departamento","Trámite","Fecha Inicio","N. Registro","Año"
"7700/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",02/06/16,"-","2016"
"7701/2016/GEN","Unitat Secretaria General núm. 1","UORJI-007 Daños a bienes municipales",02/06/16,"-","2016"
"7702/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",02/06/16,"2016017794","2016"
"7703/2016/GEN","Unitat Gestió de Personal","RRHHI-008 Licencias sin retribución",02/06/16,"2016018094","2016"
"7704/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","INCM-015 CESIÓN PUESTOS DE MERCADOS",02/06/16,"2016015911","2016"
"7705/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",02/06/16,"-","2016"
"7706/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",02/06/16,"-","2016"
"7707/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",02/06/16,"2016018131","2016"
"7708/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",02/06/16,"2016017616","2016"
"7709/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",02/06/16,"2016018348","2016"
"7710/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",02/06/16,"2016017814","2016"
"7711/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",02/06/16,"2016018045","2016"
"7712/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",02/06/16,"2016018203","2016"
"7713/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",02/06/16,"2016018260","2016"
"7714/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",02/06/16,"2016018275","2016"
"7715/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",02/06/16,"2016018291","2016"
"7716/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-003 SEÑALIZACIÓN VIARIA",02/06/16,"-","2016"
"7717/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","INSTÀNCIA GENERAL",02/06/16,"2016018179","2016"
"7718/2016/GEN","Negociat Benestar Social","SSCB-004 TELEASISTENCIA DOMICILIARIA",02/06/16,"2016018153","2016"
"7719/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-003 SEÑALIZACIÓN VIARIA",02/06/16,"-","2016"
"7720/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",02/06/16,"2016017746","2016"
"7721/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",02/06/16,"2016018207","2016"
"7722/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-003 SEÑALIZACIÓN VIARIA",02/06/16,"-","2016"
"7723/2016/GEN","Unitat administrativa area urbanisme","Procés General - Urbanisme",02/06/16,"-","2016"
"7724/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",02/06/16,"2016018073","2016"
"7725/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",02/06/16,"2016017982","2016"
"7726/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",02/06/16,"2016018345","2016"
"7727/2016/GEN","Unitat Administrativa de Llicencies","URBA-137 Comunicación de actividad inocua",02/06/16,"2016017168","2016"
"7728/2016/GEN","Negociat Benestar Social","SSCB-003 SERVICIO DE AYUDA A DOMICILIO",02/06/16,"2016018174","2016"
"7729/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",02/06/16,"2016017804","2016"
"7730/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",02/06/16,"2016018053","2016"
"7731/2016/GEN","Unitat Secretaria General núm. 1","UORJI-007 Daños a bienes municipales",02/06/16,"-","2016"
"7732/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",02/06/16,"2016018130","2016"
"7733/2016/GEN","Negociat Benestar Social","SSCB-026 Prestaciones económicas de alquiler social",02/06/16,"2016018263","2016"
"7734/2016/GEN","Secció Medi Ambient","MEDI-016 AUTORIZACIONES VERTIDOS RED DE ALCANTARILLADO",02/06/16,"2016016684","2016"
"7735/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",02/06/16,"2016017980","2016"
"7736/2016/GEN","Oficina pressupostària","OPREI-001 Presupuesto y modificaciones",02/06/16,"-","2016"
"7737/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",02/06/16,"2016017818","2016"
"7738/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",02/06/16,"2016017826","2016"
"7739/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",02/06/16,"2016016272","2016"
"7740/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",02/06/16,"2016017227","2016"
"7741/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",02/06/16,"2016017735","2016"
"7742/2016/GEN","Secretario General del Pleno","SGPL-003 Mociones de grupos políticos",02/06/16,"-","2016"
"7743/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",02/06/16,"2016018112","2016"
"7744/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",02/06/16,"2016018289","2016"
"7745/2016/GEN","Oficina pressupostària","OPREI-001 Presupuesto y modificaciones",02/06/16,"-","2016"
"7746/2016/GEN","Negociat Benestar Social","SSCB-008 REAGRUPAMIENTO FAMILIAR",02/06/16,"2016018500","2016"
"7747/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",02/06/16,"2016018503","2016"
"7748/2016/GEN","Secció Medi Ambient","MEDI-016 AUTORIZACIONES VERTIDOS RED DE ALCANTARILLADO",02/06/16,"2016015687","2016"
"7749/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",03/06/16,"2016018441","2016"
"7750/2016/GEN","Unitat Secretaria General núm. 1","UORJI-009 Inmuebles municipales",03/06/16,"2016018286","2016"
"7751/2016/GEN","Negociat de Consum i OMIC","SACN-001 MEDIACION O TRASLADO DE QUEJAS Y RECLAMACIONES. PETICIONES DE INFORMACION",03/06/16,"2016018512","2016"
"7752/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",03/06/16,"2016018562","2016"
"7753/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",03/06/16,"2016018333","2016"
"7754/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",03/06/16,"2016018450","2016"
"7755/2016/GEN","Secció Àrea Técnica. Benestar Social","Procés General - Programes-Familia-Infancia",03/06/16,"-","2016"
"7756/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",03/06/16,"2016018332","2016"
"7757/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","MOVI-005 OCUPACIÓN DE LA VÍA PÚBLICA",03/06/16,"2016016898","2016"
"7758/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018078","2016"
"7759/2016/GEN","Unitat Administrativa de Sanitat","SACD-002 LICENCIA PARA ANIMALES POTENCIALMENTE PELIGROSOS",03/06/16,"2016018418","2016"
"7760/2016/GEN","Negociat Benestar Social","Procés General -BS",03/06/16,"-","2016"
"7761/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",03/06/16,"2016018657","2016"
"7762/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",03/06/16,"2016018656","2016"
"7763/2016/GEN","Secció Medi Ambient","MEDI-014 INFORMACIÓN PÚBLICA EN MEDIO AMBIENTE",03/06/16,"-","2016"
"7764/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018098","2016"
"7765/2016/GEN","Unitat Administrativa de Sanitat","SACD-009 MOLESTIAS DE ANIMALES DE COMPAÑÍA (PERRO/S) EN COMUNIDADES DE VECINOS",03/06/16,"2016018645","2016"
"7766/2016/GEN","Divisió Tecnicoadministrativa i Documental de la Policia","POLC-004 TARJETA MUNICIPAL DE ARMAS",03/06/16,"2016018666","2016"
"7767/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",03/06/16,"2016018401","2016"
"7768/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018106","2016"
"7769/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"-","2016"
"7770/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018144","2016"
"7771/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018149","2016"
"7772/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018191","2016"
"7773/2016/GEN","Unitat Secretaria General núm. 1","UORJI-009 Inmuebles municipales",03/06/16,"-","2016"
"7774/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018194","2016"
"7775/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018205","2016"
"7776/2016/GEN","Secció Medi Ambient","MEDI-004 PRESTACIÓN DE SERVICIOS Y/O INSTALACIÓN DE ELEMENTOS URBANOS",03/06/16,"2016018502","2016"
"7777/2016/GEN","Unitat de Comptabilitat","INTE-023 Encomiendas y otras aportaciones municipals",03/06/16,"-","2016"
"7778/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",03/06/16,"2016018574","2016"
"7779/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018236","2016"
"7780/2016/GEN","Negociat Benestar Social","SSCB-004 TELEASISTENCIA DOMICILIARIA",03/06/16,"2016018457","2016"
"7781/2016/GEN","Unitat de transparència i participació","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",03/06/16,"2016016060","2016"
"7782/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018268","2016"
"7783/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018285","2016"
"7784/2016/GEN","Gestió Cultural i Turisme","CULT-001 UTILIZACIÓN DE LAS INSTALACIONES DE L'AUDITORI DE TORRENT",03/06/16,"2016017943","2016"
"7785/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018290","2016"
"7786/2016/GEN","Divisió Tecnicoadministrativa i Documental de la Policia","POLC-004 TARJETA MUNICIPAL DE ARMAS",03/06/16,"2016018669","2016"
"7787/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018342","2016"
"7788/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018429","2016"
"7789/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",03/06/16,"2016017540","2016"
"7790/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",03/06/16,"2016013392","2016"
"7791/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018483","2016"
"7792/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",03/06/16,"2016018650","2016"
"7793/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",03/06/16,"2016018096","2016"
"7794/2016/GEN","Unitat administrativa area urbanisme","URBA-114 Autorización para tala de arbolado en parcela privada",03/06/16,"2016018700","2016"
"7795/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",03/06/16,"2016018489","2016"
"7796/2016/GEN","Unitat de Cadastre","INSTÀNCIA GENERAL",03/06/16,"2016017569","2016"
"7797/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",03/06/16,"2016018252","2016"
"7798/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",03/06/16,"2016018465","2016"
"7799/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",03/06/16,"2016018839","2016"
"7800/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",03/06/16,"2016018258","2016"
"7801/2016/GEN","Unitat Administrativa de Llicencies","URBA-115 Licencia urbanística de edificación (Obra mayor)",03/06/16,"-","2016"
"7802/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","Proccés General - Mercats",03/06/16,"2016011904","2016"
"7803/2016/GEN","Negociat Benestar Social","INSTÀNCIA GENERAL",03/06/16,"2016014390","2016"
"7804/2016/GEN","Servici de Mobilitat, Transport i relacions amb idea't","Proccés General - Mercats",03/06/16,"2016012775","2016"
"7805/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018505","2016"
"7806/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018508","2016"
"7807/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018515","2016"
"7808/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018555","2016"
"7809/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018558","2016"
"7810/2016/GEN","Unitat Secretaria General núm. 1","UORJ-013 Excesos de cabida",06/06/16,"-","2016"
"7811/2016/GEN","Unitat Secretaria General núm. 1","UORJ-013 Excesos de cabida",06/06/16,"-","2016"
"7812/2016/GEN","Unitat Administrativa de Llicencies","URBA-104 Cambio de titular de actividades",06/06/16,"2016017908","2016"
"7813/2016/GEN","Lletrat","PATR-001 RECLAMACIÓN DE DAÑOS POR RESPONSABILIDAD PATRIMONIAL",06/06/16,"2016018644","2016"
"7814/2016/GEN","Secció Medi Ambient","MEDI-008 INCIDENCIAS SERVICIOS URBANOS",06/06/16,"2016013887","2016"
"7815/2016/GEN","Unitat Gestió de Personal","RRHHI-017 Retribuciones",06/06/16,"-","2016"
"7816/2016/GEN","Unitat Administrativa de Sanitat","SACD-009 MOLESTIAS DE ANIMALES DE COMPAÑÍA (PERRO/S) EN COMUNIDADES DE VECINOS",06/06/16,"2016017724","2016"
"7817/2016/GEN","Unitat Gestió de Personal","RRHHI-019 Autorización y abono",06/06/16,"-","2016"
"7818/2016/GEN","Negociat Benestar Social","SSCB-016 RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",06/06/16,"2016018879","2016"
"7819/2016/GEN","Unitat Secretaria General núm. 1","UORJ-003 UTILIZACIÓN DE INSTALACIONES Y EDIFICIOS MUNICIPALES",06/06/16,"2015027179","2016"
"7820/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",06/06/16,"2016018054","2016"
"7821/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018561","2016"
"7822/2016/GEN","Unitat Gestió de Personal","RRHHI-019 Autorización y abono",06/06/16,"-","2016"
"7823/2016/GEN","Unitat Tributs No Periodics","TESO-004 Recurso de reposición contra liquidaciones tributarias",06/06/16,"2015042030","2016"
"7824/2016/GEN","Unitat Gestió de Personal","RRHHI-019 Autorización y abono",06/06/16,"-","2016"
"7825/2016/GEN","Unitat Gestió de Personal","TDIC-000 Procés General - TDIC",06/06/16,"-","2016"
"7826/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",06/06/16,"2016016080","2016"
"7827/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",06/06/16,"2016018339","2016"
"7828/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018658","2016"
"7829/2016/GEN","Negociat Benestar Social","SSCB-023 Documentación procedente de otros organismos públicos",06/06/16,"2016015267","2016"
"7830/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018660","2016"
"7831/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018671","2016"
"7832/2016/GEN","Divisió Tecnicoadministrativa i Documental de la Policia","POLC-009 INFRACCIONES DE LA ORDENANZA DE CONVIVENCIA CIUDADANA",06/06/16,"-","2016"
"7833/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018693","2016"
"7834/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",06/06/16,"2016018343","2016"
"7835/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7836/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7837/2016/GEN","Unitat Gestió de Personal","RRHHI-019 Autorización y abono",06/06/16,"-","2016"
"7838/2016/GEN","Divisió Tecnicoadministrativa i Documental de la Policia","POLC-004 TARJETA MUNICIPAL DE ARMAS",06/06/16,"2016018679","2016"
"7839/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018697","2016"
"7840/2016/GEN","Divisió Tecnicoadministrativa i Documental de la Policia","POLC-004 TARJETA MUNICIPAL DE ARMAS",06/06/16,"2016018685","2016"
"7841/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018705","2016"
"7842/2016/GEN","Negociat Benestar Social","Procés General -BS",06/06/16,"-","2016"
"7843/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",06/06/16,"2016018492","2016"
"7844/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7845/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018729","2016"
"7846/2016/GEN","Servici de Personal","TDIC-000 Procés General - TDIC",06/06/16,"-","2016"
"7847/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7848/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"2016007073","2016"
"7849/2016/GEN","Unitat Secretaria General núm. 1","UORJ-003 UTILIZACIÓN DE INSTALACIONES Y EDIFICIOS MUNICIPALES",06/06/16,"2016015899","2016"
"7850/2016/GEN","Brigada d'Obres","Procés General - Via pública",06/06/16,"-","2016"
"7851/2016/GEN","Unitat d'Educació","EDUC-010 XARXA DE LLIBRES",06/06/16,"-","2016"
"7852/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",06/06/16,"2016018560","2016"
"7853/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018740","2016"
"7854/2016/GEN","Unitat Secretaria General núm. 1","UORJI-009 Inmuebles municipales",06/06/16,"-","2016"
"7855/2016/GEN","Unitat Administrativa de Llicencies","URBA-105 Declaración responsable de 2ª y ulteriores ocupaciones",06/06/16,"2016018570","2016"
"7856/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018759","2016"
"7857/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018783","2016"
"7858/2016/GEN","Negociat Benestar Social","SSCB-016.Bis RECONOCIMIENTO DE LA SITUACIÓN DE DEPENDENCIA Y DEL DERECHO A LAS PRESTACIONES DEL SISTEMA",06/06/16,"2016018674","2016"
"7859/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7860/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018800","2016"
"7861/2016/GEN","Unitat de transparència i participació","PARC-001 INSCRIPCIÓN EN EL REGISTRO MUNICIPAL DE ASOCIACIONES",06/06/16,"2016017122","2016"
"7862/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018836","2016"
"7863/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7864/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018864","2016"
"7865/2016/GEN","Unitat Gestió de Personal","Proces General - RRHH",06/06/16,"2016017531","2016"
"7866/2016/GEN","Departament de la Dona","DONA-004 Concesión subvención y justificación de la 'Ajuda bebé'",06/06/16,"2016019121","2016"
"7867/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7868/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"2016018892","2016"
"7869/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7870/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7871/2016/GEN","Secció Medi Ambient","MEDI-007 CERTIFICACIONES SERVICIOS URBANOS",06/06/16,"2016018909","2016"
"7872/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7873/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",06/06/16,"-","2016"
"7874/2016/GEN","Unitat Tributs Periodics","TESO-043 Beneficios fiscales en el Impuesto sobre Vehículos de Tracción Mecánica (IVTM)",06/06/16,"-","2016"
"7875/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016018895","2016"
"7876/2016/GEN","Negociat Benestar Social","SSCB-018 INFORME PERCEPCIÓN AYUDAS ECONÓMICAS O PRESTACIONES SOCIALES",07/06/16,"2016019159","2016"
"7877/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016018896","2016"
"7878/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019049","2016"
"7879/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019052","2016"
"7880/2016/GEN","Unitat Administrativa de Llicencies","URBA-102 Obras sujetas a declaración responsable",07/06/16,"2016018802","2016"
"7881/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019077","2016"
"7882/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019079","2016"
"7883/2016/GEN","Unitat administrativa area urbanisme","URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo)",07/06/16,"2016019171","2016"
"7884/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019085","2016"
"7885/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016009054","2016"
"7886/2016/GEN","Unitat administrativa area urbanisme","URBA-131 Licencia obras para canalizaciones (obras e instalaciones que afecten al subsuelo)",07/06/16,"2016019175","2016"
"7887/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",07/06/16,"2016019130","2016"
"7888/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019090","2016"
"7889/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",07/06/16,"2016019133","2016"
"7890/2016/GEN","Lletrat","LTRA-001 Documentación procedente de otros organismos públicos",07/06/16,"2016019119","2016"
"7891/2016/GEN","Unitat Secretaria General núm. 1","UORJ-001 CELEBRACIÓN DE BODA",07/06/16,"2016019169","2016"
"7892/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016013938","2016"
"7893/2016/GEN","Divisió Tecnicoadministrativa i Documental de la Policia","POLC-003 PLIEGO DE ALEGACIONES A LA SANCIÓN DE TRÁFICO",07/06/16,"-","2016"
"7894/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016014481","2016"
"7895/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019093","2016"
"7896/2016/GEN","Festes i Entitats populars","FEST-001 AUTORIZACIÓN DE EVENTOS DE FIESTAS Y ENTIDADES POPULARES",07/06/16,"2016016347","2016"
"7897/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019100","2016"
"7898/2016/GEN","Negociat Benestar Social","SSCB-015 Prestaciones económicas individualizadas",07/06/16,"2016019107","2016"
