Nombre,Subnombre,Temas,Subtemas,Tipos,Subtipos,Subsubtipos,Perfiles,Fecha de inicio,Fecha de fin,Hora de inicio,Hora de fin,Distrito,Url de ficha,Equipamiento,Localizacion,Coordenada X (UTM),Coordenada Y (UTM),Coordenada X,Coordenada Y,Texto,Fecha de inscripción empadronados,Fecha de inscripción empleados,Fecha de inscripción general,Temática
"Pintura en todas las superficies","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Expresión Artística|Artesanía","Artesanía","Adultos", 04/10/2017, 30/05/2018, 10:00, 13:00,"Centro","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1649","Centro Cívico C/ Málaga","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D37%5D&amp;zoom=18","445622.94500007905","4489044.617000001","40.55037604137495","-3.6422179399640684","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_111906430650"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Pintura creativa realizada con diversas t&eacute;cnicas, &oacute;leo, acr&iacute;licos, pintura en tela, en seda, etc.&nbsp; </p><p>Dirigido&nbsp;a mujeres y a hombres. &nbsp; </p><h5>Horario</h5><ul class=""tipo1"">	<li>Mi&eacute;rcoles&nbsp;de 10:00 a 13:00 h</li></ul><h5>Precio</h5><p>94,04 &euro;, dividido en tres pagos de 31,35 &euro;. </p><p>El coste del material corre a cargo del alumnado.&nbsp; </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Pago, bajas y devoluciones&nbsp;</h5><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</li>	<li>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_8064351910562"">Cursos y talleres de la Casa de la Mujer.</a></li></ul></div></div></div>",22/06/2017,,13/09/2017,"Disciplinas artísticas"
"Placeres consentidos","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Mujer","Desarrollo personal","","Mujeres", 18/10/2017, 13/12/2017, 17:30, 19:30,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=2144","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_7131020655319"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Reflexionar sobre la Sexualidad y las relaciones afectivas en un contexto social de desigualdad, que impone unas pautas marcadas por la hipersexualizaci&oacute;n y la cosificaci&oacute;n del cuerpo femenino, olvid&aacute;ndose de la amplia variedad de posibilidades de expresi&oacute;n de la sexualidad. Tener vivencias sanas, positivas y gratificantes de sexualidad. As&iacute; mismo, existe un fuerte desconocimiento de elementos corporales, tanto de anatom&iacute;a y fisiolog&iacute;a, que est&aacute;n incidiendo en una vivencia negativa del Hecho Sexual, por lo que es preciso proporcionar informaci&oacute;n real y desprovista de errores y mitos y asesoramiento sobre temas relacionados con la sexualidad, facilitando a las participantes el acceso a la informaci&oacute;n sobre esta materia y proporcion&aacute;ndoles recursos para mejorar sus relaciones interpersonales </p><p>Dirigido a mujeres.&nbsp; &nbsp; </p><h5>Horario </h5><p>Mi&eacute;rcoles de 17:30&nbsp;a 19:30 h </p><h5>Precio</h5><p>10,46 curso completo. </p><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5>Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n sobre la&nbsp; <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a>.&nbsp;&nbsp;&nbsp; </p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><p>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas. </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_2316294823203"">Cursos y talleres de la Casa de la Mujer.</a> </p></div></div><!--fin fichaterritoriales--></div>",22/06/2017,,13/09/2017,"Crecimiento personal"
"Repujado en cuero","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Expresión Artística|Artesanía","Artesanía","Adultos", 16/10/2017, 14/05/2018, 16:00, 19:00,"Centro","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=554","Casa de las Asociaciones","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D34%5D&amp;zoom=18","446474.65700007085","4487732.884000002","40.53861489651502","-3.632048327873206","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_7340946664415"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>En este taller aprenderemos a trabajar el cuero y a embellecer cajas, cuadernos, bolsos, cinturones, etc. </p><p>Material necesario; cuero, buriles...&nbsp; </p><p>Dirigido&nbsp;a mujeres y a hombres. &nbsp; </p><h5>Horario</h5><ul class=""tipo1"">	<li>Lunes&nbsp;de 16:00 a 19:00 h.</li></ul><h5>Precio</h5><p>94,04 &euro;, dividido en tres pagos de 31,35 &euro;. </p><p>El coste del material corre a cargo del alumnado.&nbsp; </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Pago, bajas y devoluciones&nbsp;</h5><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</li>	<li>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_3725903866712"">Cursos y talleres de la Casa de la Mujer.</a></li></ul></div></div></div>",22/06/2017,,13/09/2017,"Disciplinas artísticas"
"Restauración","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Expresión Artística|Artesanía","Artesanía","Adultos", 04/10/2017, 30/05/2018, 16:00, 19:00,"Centro","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=552","Varios","","","","","","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_9379120901893"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>El arte de recuperar todo tipo de objetos y muebles, tanto antiguos como actuales. </p><p>Dirigido&nbsp;a mujeres y a hombres. &nbsp; </p><h5>Lugar y Horario</h5><ul class=""tipo1"">	<li>En el Local C. Velarde, 14, los mi&eacute;rcoles de 16:00 a 19:00 h.</li></ul><h5>Precio</h5><p>94,04 &euro;, dividido en tres pagos de 31,35 &euro;. </p><p>El coste del material corre a cargo del alumnado.&nbsp; </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Pago, bajas y devoluciones&nbsp;</h5><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</li>	<li>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_6090730007438"">Cursos y talleres de la Casa de la Mujer.</a></li></ul></div></div></div>",22/06/2017,,13/09/2017,"Disciplinas artísticas"
"Saltan chispas","Cursos y Talleres Casa de la Mujer 2017/2018","Cultura y Ocio|Mujer","Otros Cultura y Ocio|Mujer","Mujer","Desarrollo personal","","Adultos|Mujeres", 19/09/2017, 28/02/2018,,,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=2151","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_5296094636005"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Curso b&aacute;sico para conocer el funcionamiento y reparaci&oacute;n de las instalaciones el&eacute;ctricas de una casa: la caja de herramientas, electricidad para principiantes. &iexcl;Qu&eacute; no se te fundan los plomos! Las bombillas y los enchufes, construye tu propia l&aacute;mpara. Todo lo que quisiste saber sobre electricidad y nunca te atreviste a preguntar: peque&ntilde;as reparaciones dom&eacute;sticas. </p><p>Dirigido a mujeres y hombres. </p><h5 class=""tipo1"">Fechas y horario</h5><ul class=""tipo1"">	<li>Grupo 1: del 19/9/2017 al 3/10/2017. Martes&nbsp;de 19 a 21 h.&nbsp;&nbsp;</li>	<li>Grupo 2: del 21/2/2018 al 28/2/2018. Mi&eacute;rcoles de 10 a 13 h.</li></ul><h5 class=""tipo1"">Inscripci&oacute;n</h5><ul class=""tipo1"">	<li><strong>Grupo 1: </strong>Empadronados: desde el 22 de junio. No empadronados: desde el 13 de septiembre.</li>	<li><strong>Grupo 2:</strong> Empadronados: desde el 5 de diciembre. No empadronados: desde el 7 de diciembre.</li></ul><h5>Precio</h5><p>Gratuito. </p><h5>Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Informaci&oacute;n de inter&eacute;s</h5><p>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_2011574064155"">Cursos y talleres de la Casa de la Mujer.</a> </p></div></div><!--fin fichaterritoriales--></div>",,,,"Crecimiento personal"
"Taller de teatro: El viaje hacia ti a través del Teatro","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Desarrollo personal|Formación","Otros","Adultos|Mujeres", 31/10/2017, 24/04/2018, 18:45, 21:15,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1642","Centro Cultural Pablo Iglesias","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D65%5D&amp;zoom=18","445497.7720000804","4488222.235000001","40.54295948561787","-3.6436252766143626","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_5382853392933"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Dirigido a mujeres y hombres con o sin experiencia previa que quieran divertirse y reconocerse, ampliando capacidades de comunicaci&oacute;n interna (relaci&oacute;n conmigo misma/o) e interna externa (yo con el entorno). </p><p>Relajaci&oacute;n, Escucha, Imaginaci&oacute;n, Conciencia, Reflexi&oacute;n, An&aacute;lisis, ser&aacute;n las herramientas que nos ayuden a entrar en contacto con el campo expresivo, ese que todo ser humano trae consigo y que a veces en la edad adulta es dif&iacute;cil de gestionar. </p><p>Docentes, profesionales de la intervenci&oacute;n social y personas con inquietudes art&iacute;sticas como la escritura dram&aacute;tica, la puesta en escena, o las artes pl&aacute;sticas, ser&aacute;n tambi&eacute;n bienvenidos. Un grupo diverso para enriquecernos del aprendizaje en equipo: pilar fundamental del teatro. </p><p>Por las caracter&iacute;sticas del taller, <strong>se har&aacute; una entrevista previa individualizada con las personas inscritas el viernes 29 de Septiembre</strong> a partir de las 19 horas, con el fin de trazar un trato personalizado. </p><h5>Horario y lugar&nbsp;de celebraci&oacute;n</h5><p>Martes de 18:45 a 21:15 h </p><p>Se celebra en la Casa de la mujer a excepci&oacute;n del mes de abril que se celebra en el C.C. Pablo Iglesias.</p><h5>Precio</h5><p>31,38 &euro; trimestre.&nbsp; </p><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5>Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n sobre la&nbsp; <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a>.&nbsp;&nbsp;&nbsp; </p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><p>Se anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_6717667738152"">Cursos y talleres de la Casa de la Mujer.</a> </p></div></div><!--fin fichaterritoriales--></div>",22/06/2017,,13/09/2017,"Formación académica y profesional|Crecimiento personal"
"Taller de teatro: El viaje hacia ti a través del Teatro","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Desarrollo personal|Formación","Otros","Adultos|Mujeres", 31/10/2017, 24/04/2018, 18:45, 21:15,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1642","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_5382853392933"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Dirigido a mujeres y hombres con o sin experiencia previa que quieran divertirse y reconocerse, ampliando capacidades de comunicaci&oacute;n interna (relaci&oacute;n conmigo misma/o) e interna externa (yo con el entorno). </p><p>Relajaci&oacute;n, Escucha, Imaginaci&oacute;n, Conciencia, Reflexi&oacute;n, An&aacute;lisis, ser&aacute;n las herramientas que nos ayuden a entrar en contacto con el campo expresivo, ese que todo ser humano trae consigo y que a veces en la edad adulta es dif&iacute;cil de gestionar. </p><p>Docentes, profesionales de la intervenci&oacute;n social y personas con inquietudes art&iacute;sticas como la escritura dram&aacute;tica, la puesta en escena, o las artes pl&aacute;sticas, ser&aacute;n tambi&eacute;n bienvenidos. Un grupo diverso para enriquecernos del aprendizaje en equipo: pilar fundamental del teatro. </p><p>Por las caracter&iacute;sticas del taller, <strong>se har&aacute; una entrevista previa individualizada con las personas inscritas el viernes 29 de Septiembre</strong> a partir de las 19 horas, con el fin de trazar un trato personalizado. </p><h5>Horario y lugar&nbsp;de celebraci&oacute;n</h5><p>Martes de 18:45 a 21:15 h </p><p>Se celebra en la Casa de la mujer a excepci&oacute;n del mes de abril que se celebra en el C.C. Pablo Iglesias.</p><h5>Precio</h5><p>31,38 &euro; trimestre.&nbsp; </p><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5>Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n sobre la&nbsp; <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a>.&nbsp;&nbsp;&nbsp; </p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><p>Se anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_6717667738152"">Cursos y talleres de la Casa de la Mujer.</a> </p></div></div><!--fin fichaterritoriales--></div>",22/06/2017,,13/09/2017,"Formación académica y profesional|Crecimiento personal"
"Taller me Abrazo","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Mujer","Desarrollo personal","","Mujeres", 05/02/2018, 26/02/2018, 18:30, 20:30,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=2147","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_6851049929612"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Hoy d&iacute;a, las mujeres de 40 a&ntilde;os est&aacute;n llenas de energ&iacute;a, vitalidad y proyectos. Si bien, se viven m&aacute;s a&ntilde;os, &ldquo;la biolog&iacute;a no perdona&rdquo; y es a partir de estos a&ntilde;os, que las mujeres comienzan a experimentar cambios f&iacute;sicos y emocionales importantes: con las primeras canas, o las primeras arrugas, aparecen sensaciones y preguntas nuevas: &iquest;estoy empezando a hacerme mayor? &iquest;Y estos calores por la noche&hellip;? &iquest;Por qu&eacute; estoy tan sensible, irritable, nerviosa? &iquest;Cu&aacute;ndo podr&eacute; hacer ese curso&hellip;.y si a esta edad me pongo a estudiar? &iquest;Ser&eacute; como mi madre cuando tenga 50/60&hellip;? En esta d&eacute;cada de la vida, las mujeres comienzan a experimentar los primeros cambios hacia la madurez, hacia una nueva etapa, donde a partir de los 45, aproximadamente, &ldquo;pasar&rdquo; por la menopausia ser&aacute; una experiencia importante en sus vidas. </p><p>Muchas veces, respondiendo al constante &ldquo;hacer/hacer&rdquo; (desde la exigencia de lo social productivo), las mujeres no se permiten hacer una pausa y ejercitar ME ABRAZO como un espacio propio para recoger estas emociones de cambios y preguntas. En este taller, cada mujer aprender&aacute; su propio Me abrazo para ser su lugar de pausa y escucha. Un lugar para sentirse, y tambi&eacute;n poder estar en el mundo, en la vida diaria cotidiana sin perder la consciencia de mismidad. &iquest;Qu&eacute; quiere decir esto? Escuchando necesidades, sensaciones, emociones de esta etapa de su vida como mujer&hellip;&iquest;Qu&eacute; siento?, &iquest;Qu&eacute; emoci&oacute;n tengo en estos momentos?, &iquest;Qu&eacute; necesito? Son algunas preguntas que nos guiar&aacute;n en este aprendizaje. </p><p>Dirigido a mujeres a partir de los 40 a&ntilde;os. </p><h5>Horario</h5><ul class=""tipo1"">	<li>Lunes de 18:30&nbsp;a 20:30 h.&nbsp;</li></ul><h5>Precio</h5><p>10,46 &euro;&nbsp; curso completo </p><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5>Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><p>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas. </p><p>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_1848604357493"">Cursos y talleres de la Casa de la Mujer </a></p></div></div></div>",05/12/2017,,07/12/2017,"Crecimiento personal"
"Tapicería","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Expresión Artística|Artesanía","Artesanía","Adultos", 04/10/2017, 30/05/2018, 10:00, 13:00,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=549","Varios","","","","","","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_4229393820478"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Adquiere la t&eacute;cnica para tapizar todo tipo de muebles, sillas, sillones, cabeceros...&nbsp; </p><p>Dirigido a mujeres y hombres </p><h5>Lugar y Horario</h5><ul class=""tipo1"">	<li>En el local C. Velarde, 14, los mi&eacute;rcoles&nbsp;de 10:00 a 13:00 h.</li></ul><h5>Precio</h5><p>94,04 &euro;. Dividido en tres pagos de 31,35&nbsp;&euro;&nbsp; </p><p>El coste del material corre a cargo del alumnado.&nbsp; </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Pago, bajas y devoluciones&nbsp;</h5><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</li>	<li>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_5402587295186"">Cursos y talleres de la Casa de la Mujer.</a></li></ul></div></div></div>",22/06/2017,,13/09/2017,"Disciplinas artísticas"
"Tapices y macramé","Cursos y Talleres Casa de la Mujer 2017/2018","Mujer","Mujer","Cultura y Formación|Mujer","Expresión Artística|Artesanía","Artesanía","Adultos", 20/10/2017, 25/05/2018, 10:00, 13:00,"Norte","http://www.alcobendas.org/es/cargarFichaAgenda.do?identificador=1648","Casa de la Mujer "Clara Campoamor"","http://mapa.alcobendas.org/index.html?center=%2Ffeature%2Fpoi_administracion%5Bf_id%3D33%5D&amp;zoom=18","445622.9440000791","4489044.617","40.550376041309306","-3.6422179517738207","<div class=""modulo100""><div class=""datosinteres""><h4><img alt="""" class=""img_Sin"" id=""Imagen_10_2611734984824"" src=""http://www.alcobendas.org/recursos/img/Comunes/895869469_262010131247.gif"" /> Datos de inter&eacute;s</h4><div class=""separador""><h5>Descripci&oacute;n</h5><p>Taller donde se aprenden todas las t&eacute;cnicas de tejido y utilizaci&oacute;n de fibras textiles para tapices y macram&eacute;. </p><p>Dirigido&nbsp;a mujeres y a hombres. &nbsp; </p><h5>Horario</h5><ul class=""tipo1"">	<li>Viernes&nbsp;de 10:00 a 13:00 h</li></ul><h5>Precio</h5><p>94,04 &euro;, dividido en tres pagos de 31,35 &euro;. </p><p>El coste del material corre a cargo del alumnado.&nbsp; </p><h5>Informaci&oacute;n e Inscripci&oacute;n&nbsp;</h5><p>Consulte la informaci&oacute;n necesaria para la <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=333"" id=""FichaTramite_333"">inscripci&oacute;n en los cursos de la Casa de la&nbsp;Mujer</a> </p><h5>Pago, bajas y devoluciones&nbsp;</h5><p>Consulte la informaci&oacute;n sobre <a href=""http://www.alcobendas.org/es/cargarFichaTramite.do?identificador=544"" id=""FichaTramite_544"">Formas de Pago, Bajas y Devoluciones </a></p><h5 class=""tipo1"">Informaci&oacute;n de inter&eacute;s</h5><ul class=""tipo1"">	<li>Se&nbsp;anular&aacute;n los grupos en los que no se cubran el 50% de las plazas ofertadas.</li>	<li>Puede consultar el programa completo de <a href=""http://www.alcobendas.org/es/portal.do?TR=A&amp;IDR=1&amp;identificador=2413"" id=""Documento_2413_1317014530522"">Cursos y talleres de la Casa de la Mujer.</a></li></ul></div></div></div>",22/06/2017,,13/09/2017,"Disciplinas artísticas"
