DATA_REFERENCIA,PAIS_NAIXEMENT,SEXE,BARRI,POBLACIO
2011,"EMIRATS ÀRABS UNITS, ELS      ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,1
2011,"EMIRATS ÀRABS UNITS, ELS      ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2011,"EQUADOR, L                    ",DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,12
2011,"EQUADOR, L                    ",DISTRICTE 1,CEMENTIRI VELL                ,100
2011,"EQUADOR, L                    ",DISTRICTE 1,CENTRE                        ,146
2011,"EQUADOR, L                    ",DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,112
2011,"EQUADOR, L                    ",DISTRICTE 1,VALLPARADÍS                   ,55
2011,"EQUADOR, L                    ",DISTRICTE 2,CA N ANGLADA                  ,534
2011,"EQUADOR, L                    ",DISTRICTE 2,MONTSERRAT                    ,19
2011,"EQUADOR, L                    ",DISTRICTE 2,TORRE-SANA                    ,28
2011,"EQUADOR, L                    ",DISTRICTE 3,CAN JOFRESA                   ,7
2011,"EQUADOR, L                    ",DISTRICTE 3,CAN PALET                     ,248
2011,"EQUADOR, L                    ",DISTRICTE 3,CAN PALET II                  ,21
2011,"EQUADOR, L                    ",DISTRICTE 3,CAN PARELLADA                 ,45
2011,"EQUADOR, L                    ",DISTRICTE 3,GUADALHORCE                   ,64
2011,"EQUADOR, L                    ",DISTRICTE 3,LES FONTS                     ,11
2011,"EQUADOR, L                    ",DISTRICTE 3,P.I. SANTA EULÀLIA            ,1
2011,"EQUADOR, L                    ",DISTRICTE 3,SEGLE XX                      ,51
2011,"EQUADOR, L                    ",DISTRICTE 3,XÚQUER                        ,36
2011,"EQUADOR, L                    ",DISTRICTE 4,CA N AURELL                   ,273
2011,"EQUADOR, L                    ",DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,7
2011,"EQUADOR, L                    ",DISTRICTE 4,LA COGULLADA                  ,119
2011,"EQUADOR, L                    ",DISTRICTE 4,LA MAURINA                    ,200
2011,"EQUADOR, L                    ",DISTRICTE 4,LES MARTINES                  ,2
2011,"EQUADOR, L                    ",DISTRICTE 4,ROC BLANC                     ,27
2011,"EQUADOR, L                    ",DISTRICTE 5,CAN BOADA CASC ANTIC          ,217
2011,"EQUADOR, L                    ",DISTRICTE 5,CAN BOADA DEL PI              ,42
2011,"EQUADOR, L                    ",DISTRICTE 5,CAN ROCA                      ,14
2011,"EQUADOR, L                    ",DISTRICTE 5,PLA DEL BON AIRE              ,10
2011,"EQUADOR, L                    ",DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,78
2011,"EQUADOR, L                    ",DISTRICTE 5,SANT PERE                     ,130
2011,"EQUADOR, L                    ",DISTRICTE 5,TORRENT D EN PERE PARRES      ,90
2011,"EQUADOR, L                    ",DISTRICTE 6,CAN TUSELL                    ,4
2011,"EQUADOR, L                    ",DISTRICTE 6,DISSEMINATS                   ,1
2011,"EQUADOR, L                    ",DISTRICTE 6,ÈGARA                         ,127
2011,"EQUADOR, L                    ",DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,105
2011,"EQUADOR, L                    ",DISTRICTE 6,SANT LLORENÇ                  ,115
2011,"EQUADOR, L                    ",DISTRICTE 6,SANT PERE NORD                ,358
2011,ESLOVÀQUIA                    ,DISTRICTE 1,CENTRE                        ,4
2011,ESLOVÀQUIA                    ,DISTRICTE 2,CA N ANGLADA                  ,1
2011,ESLOVÀQUIA                    ,DISTRICTE 3,CAN PALET                     ,1
2011,ESLOVÀQUIA                    ,DISTRICTE 4,CA N AURELL                   ,2
2011,ESLOVÀQUIA                    ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,4
2011,ESLOVÀQUIA                    ,DISTRICTE 5,CAN ROCA                      ,1
2011,ESLOVÀQUIA                    ,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,2
2011,ESLOVÀQUIA                    ,DISTRICTE 5,SANT PERE                     ,3
2011,ESLOVÀQUIA                    ,DISTRICTE 5,TORRENT D EN PERE PARRES      ,1
2011,ESLOVÀQUIA                    ,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,1
2011,ESLOVÀQUIA                    ,DISTRICTE 6,SANT PERE NORD                ,1
2011,ESLOVÈNIA                     ,DISTRICTE 3,CAN PARELLADA                 ,2
2011,ESLOVÈNIA                     ,DISTRICTE 6,ÈGARA                         ,1
2011,ESPANYA                       ,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,529
2011,ESPANYA                       ,DISTRICTE 1,CEMENTIRI VELL                ,5705
2011,ESPANYA                       ,DISTRICTE 1,CENTRE                        ,16118
2011,ESPANYA                       ,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,4161
2011,ESPANYA                       ,DISTRICTE 1,VALLPARADÍS                   ,4018
2011,ESPANYA                       ,DISTRICTE 2,CA N ANGLADA                  ,8856
2011,ESPANYA                       ,DISTRICTE 2,DISSEMINATS                   ,89
2011,ESPANYA                       ,DISTRICTE 2,MONTSERRAT                    ,921
2011,ESPANYA                       ,DISTRICTE 2,TORRE-SANA                    ,4108
2011,ESPANYA                       ,DISTRICTE 2,VILARDELL                     ,872
2011,ESPANYA                       ,DISTRICTE 3,CAN JOFRESA                   ,1842
2011,ESPANYA                       ,DISTRICTE 3,CAN PALET                     ,10137
2011,ESPANYA                       ,DISTRICTE 3,CAN PALET II                  ,732
2011,ESPANYA                       ,DISTRICTE 3,CAN PARELLADA                 ,5332
2011,ESPANYA                       ,DISTRICTE 3,DISSEMINATS                   ,13
2011,ESPANYA                       ,DISTRICTE 3,GUADALHORCE                   ,996
2011,ESPANYA                       ,DISTRICTE 3,LES FONTS                     ,2265
2011,ESPANYA                       ,DISTRICTE 3,P.I. CAN PARELLADA            ,7
2011,ESPANYA                       ,DISTRICTE 3,P.I. SANTA EULÀLIA            ,47
2011,ESPANYA                       ,DISTRICTE 3,P.I. SANTA MARGARIDA          ,1
2011,ESPANYA                       ,DISTRICTE 3,SEGLE XX                      ,5369
2011,ESPANYA                       ,DISTRICTE 3,XÚQUER                        ,968
2011,ESPANYA                       ,DISTRICTE 4,CA N AURELL                   ,15571
2011,ESPANYA                       ,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,1364
2011,ESPANYA                       ,DISTRICTE 4,DISSEMINATS                   ,23
2011,ESPANYA                       ,DISTRICTE 4,LA COGULLADA                  ,4495
2011,ESPANYA                       ,DISTRICTE 4,LA MAURINA                    ,6165
2011,ESPANYA                       ,DISTRICTE 4,LES MARTINES                  ,470
2011,ESPANYA                       ,DISTRICTE 4,ROC BLANC                     ,5311
2011,ESPANYA                       ,DISTRICTE 4,VISTA ALEGRE                  ,62
2011,ESPANYA                       ,DISTRICTE 5,CAN BOADA CASC ANTIC          ,6498
2011,ESPANYA                       ,DISTRICTE 5,CAN BOADA DEL PI              ,1316
2011,ESPANYA                       ,DISTRICTE 5,CAN GONTERES                  ,341
2011,ESPANYA                       ,DISTRICTE 5,CAN ROCA                      ,2951
