DATA_REFERENCIA,DISTRICTE,BARRI,NACIONALITAT,POBLACIO
2014,DISTRICTE 3,CAN PARELLADA                 ,"PARAGUAI, EL                  ",3
2013,DISTRICTE 2,CA N ANGLADA                  ,"IRAN, L                       ",1
2015,DISTRICTE 4,ROC BLANC                     ,CUBA                          ,11
2015,DISTRICTE 6,SANT LLORENÇ                  ,ITÀLIA                        ,2
2016,DISTRICTE 3,SEGLE XX                      ,"PERÚ, EL                      ",12
2015,DISTRICTE 1,VALLPARADÍS                   ,ESPANYA                       ,4166
2017,DISTRICTE 6,SANT PERE NORD                ,NIGÈRIA                       ,6
2017,DISTRICTE 3,CAN PARELLADA                 ,POLÒNIA                       ,7
2013,DISTRICTE 4,ROC BLANC                     ,"PAKISTAN, EL                  ",8
2014,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,2471
2012,DISTRICTE 3,SEGLE XX                      ,"SENEGAL, EL                   ",20
2013,DISTRICTE 6,SANT PERE NORD                ,ROMANIA                       ,129
2014,DISTRICTE 5,CAN ROCA                      ,ESPANYA                       ,3182
2014,DISTRICTE 4,ROC BLANC                     ,"BRASIL, EL                    ",12
2017,DISTRICTE 4,LA COGULLADA                  ,BULGÀRIA                      ,3
2012,DISTRICTE 3,LES FONTS                     ,VENEÇUELA                     ,5
2017,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"PAÏSOS BAIXOS, ELS            ",1
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,MOLDÀVIA                      ,2
2017,DISTRICTE 1,VALLPARADÍS                   ,"ARGENTINA, L                  ",16
2011,DISTRICTE 1,VALLPARADÍS                   ,ESPANYA                       ,4087
2012,DISTRICTE 3,P.I. CAN PARELLADA            ,ESPANYA                       ,7
2012,DISTRICTE 1,CEMENTIRI VELL                ,"ARGENTINA, L                  ",20
2016,DISTRICTE 5,SANT PERE                     ,NIGÈRIA                       ,13
2011,DISTRICTE 6,CAN TUSELL                    ,"MARROC, EL                    ",132
2014,DISTRICTE 1,VALLPARADÍS                   ,TRINITAT I TOBAGO             ,1
2011,DISTRICTE 4,LA COGULLADA                  ,LETÒNIA                       ,1
2011,DISTRICTE 4,CA N AURELL                   ,CUBA                          ,40
2011,DISTRICTE 1,CEMENTIRI VELL                ,NORUEGA                       ,2
2014,DISTRICTE 4,LA MAURINA                    ,GÀMBIA                        ,2
2016,DISTRICTE 4,CA N AURELL                   ,IRLANDA                       ,5
2013,DISTRICTE 5,SANT PERE                     ,BULGÀRIA                      ,3
2016,DISTRICTE 6,SANT PERE NORD                ,"CONGO, EL                     ",1
2011,DISTRICTE 1,VALLPARADÍS                   ,"ESTATS UNITS D AMÈRICA, ELS   ",2
2015,DISTRICTE 6,ÈGARA                         ,GUATEMALA                     ,5
2013,DISTRICTE 2,MONTSERRAT                    ,NIGÈRIA                       ,3
2015,DISTRICTE 1,CEMENTIRI VELL                ,"URUGUAI, L                    ",8
2014,DISTRICTE 3,CAN PALET                     ,VENEÇUELA                     ,13
2011,DISTRICTE 3,CAN PALET II                  ,"MARROC, EL                    ",269
2017,DISTRICTE 2,MONTSERRAT                    ,COLÒMBIA                      ,2
2015,DISTRICTE 6,ÈGARA                         ,COSTA RICA                    ,2
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"EQUADOR, L                    ",20
2013,DISTRICTE 5,CAN BOADA DEL PI              ,"EQUADOR, L                    ",27
2014,DISTRICTE 3,CAN PARELLADA                 ,SÈRBIA                        ,2
2015,DISTRICTE 5,PLA DEL BON AIRE              ,ITÀLIA                        ,2
2013,DISTRICTE 2,TORRE-SANA                    ,BOLÍVIA                       ,6
2017,DISTRICTE 3,CAN PARELLADA                 ,"REGNE UNIT, EL                ",3
2013,DISTRICTE 3,CAN JOFRESA                   ,"REPÚBLICA DOMINICANA, LA      ",9
2011,DISTRICTE 4,LA MAURINA                    ,RÚSSIA                        ,5
2015,DISTRICTE 6,SANT PERE NORD                ,VENEÇUELA                     ,14
2016,DISTRICTE 1,VALLPARADÍS                   ,BOLÍVIA                       ,8
2016,DISTRICTE 3,CAN PALET II                  ,COLÒMBIA                      ,1
2015,DISTRICTE 5,DISSEMINATS                   ,ESPANYA                       ,148
2011,DISTRICTE 4,CA N AURELL                   ,CROÀCIA                       ,1
2016,DISTRICTE 3,LES FONTS                     ,TURQUIA                       ,1
2015,DISTRICTE 4,CA N AURELL                   ,"REPÚBLICA DOMINICANA, LA      ",24
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"COSTA D IVORI, LA             ",1
2013,DISTRICTE 4,CA N AURELL                   ,PORTUGAL                      ,20
2011,DISTRICTE 3,CAN JOFRESA                   ,"EQUADOR, L                    ",4
2012,DISTRICTE 5,SANT PERE                     ,COLÒMBIA                      ,54
2012,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"ARGENTINA, L                  ",1
2016,DISTRICTE 1,CEMENTIRI VELL                ,"PARAGUAI, EL                  ",9
2012,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"GUINEA, LA                    ",1
2014,DISTRICTE 5,TORRENT D EN PERE PARRES      ,ANGOLA                        ,1
2012,DISTRICTE 2,MONTSERRAT                    ,ROMANIA                       ,9
2016,DISTRICTE 3,CAN PALET                     ,"ÍNDIA, L                      ",11
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,MOLDÀVIA                      ,2
2017,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"URUGUAI, L                    ",5
2016,DISTRICTE 1,CEMENTIRI VELL                ,"REGNE UNIT, EL                ",9
2016,DISTRICTE 4,LA MAURINA                    ,LITUÀNIA                      ,1
2014,DISTRICTE 6,SANT PERE NORD                ,CUBA                          ,30
2016,DISTRICTE 4,CA N AURELL                   ,VENEÇUELA                     ,31
2014,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"GUINEA EQUATORIAL, LA         ",4
2012,DISTRICTE 5,PLA DEL BON AIRE              ,TURQUIA                       ,1
2013,DISTRICTE 2,TORRE-SANA                    ,"REPÚBLICA TXECA, LA           ",1
2017,DISTRICTE 1,CEMENTIRI VELL                ,ALEMANYA                      ,9
2017,DISTRICTE 6,ÈGARA                         ,COLÒMBIA                      ,24
2016,DISTRICTE 6,SANT LLORENÇ                  ,"PARAGUAI, EL                  ",8
2016,DISTRICTE 3,XÚQUER                        ,"PERÚ, EL                      ",3
2012,DISTRICTE 2,MONTSERRAT                    ,PORTUGAL                      ,1
2017,DISTRICTE 4,LA MAURINA                    ,AUSTRÀLIA                     ,2
2014,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"ÍNDIA, L                      ",1
2013,DISTRICTE 3,CAN JOFRESA                   ,MALI                          ,1
2011,DISTRICTE 4,ROC BLANC                     ,ALEMANYA                      ,3
2013,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"ARGENTINA, L                  ",44
2015,DISTRICTE 3,SEGLE XX                      ,POLÒNIA                       ,11
2015,DISTRICTE 1,VALLPARADÍS                   ,RÚSSIA                        ,4
2013,DISTRICTE 3,CAN PALET                     ,SÍRIA                         ,1
2014,DISTRICTE 3,LES FONTS                     ,RÚSSIA                        ,2
2011,DISTRICTE 5,PLA DEL BON AIRE              ,ALBÀNIA                       ,1
2014,DISTRICTE 5,CAN ROCA                      ,"MARROC, EL                    ",32
2015,DISTRICTE 3,CAN PALET                     ,COLÒMBIA                      ,52
2011,DISTRICTE 5,SANT PERE                     ,BOLÍVIA                       ,66
2013,DISTRICTE 3,LES FONTS                     ,CUBA                          ,2
2015,DISTRICTE 6,ÈGARA                         ,ESLOVÈNIA                     ,1
2013,DISTRICTE 5,CAN ROCA                      ,HAITÍ                         ,1
2017,DISTRICTE 6,SANT PERE NORD                ,NICARAGUA                     ,7
2013,DISTRICTE 2,CA N ANGLADA                  ,JORDÀNIA                      ,3
2014,DISTRICTE 1,CENTRE                        ,GUATEMALA                     ,3
2017,DISTRICTE 3,XÚQUER                        ,"EQUADOR, L                    ",6
2013,DISTRICTE 3,XÚQUER                        ,NIGÈRIA                       ,1
2013,DISTRICTE 3,SEGLE XX                      ,ESPANYA                       ,5629
2012,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,RÚSSIA                        ,12
2014,DISTRICTE 5,SANT PERE                     ,"KAZAKHSTAN, EL                ",1
2013,DISTRICTE 5,SANT PERE                     ,SÈRBIA                        ,2
2012,DISTRICTE 1,CENTRE                        ,NOVA ZELANDA                  ,2
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"IRAQ, L                       ",4
2013,DISTRICTE 4,LES MARTINES                  ,FRANÇA                        ,3
2012,DISTRICTE 5,CAN ROCA                      ,AUSTRÀLIA                     ,1
2014,DISTRICTE 5,TORRENT D EN PERE PARRES      ,"EQUADOR, L                    ",25
2014,DISTRICTE 4,ROC BLANC                     ,"REPÚBLICA TXECA, LA           ",1
2013,DISTRICTE 4,LA MAURINA                    ,MÈXIC                         ,4
2013,DISTRICTE 2,CA N ANGLADA                  ,HAITÍ                         ,1
2015,DISTRICTE 3,CAN PALET                     ,FRANÇA                        ,14
2012,DISTRICTE 4,LA COGULLADA                  ,"EQUADOR, L                    ",64
2011,DISTRICTE 1,VALLPARADÍS                   ,RÚSSIA                        ,9
2016,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"PAÏSOS BAIXOS, ELS            ",2
2015,DISTRICTE 2,VILARDELL                     ,BOLÍVIA                       ,1
2014,DISTRICTE 4,CA N AURELL                   ,"GUINEA, LA                    ",2
2015,DISTRICTE 6,CAN TUSELL                    ,EL SALVADOR                   ,1
2015,DISTRICTE 6,SANT LLORENÇ                  ,"GUINEA, LA                    ",1
2013,DISTRICTE 1,CEMENTIRI VELL                ,"SENEGAL, EL                   ",52
2011,DISTRICTE 1,CENTRE                        ,ÀUSTRIA                       ,2
2014,DISTRICTE 3,CAN PARELLADA                 ,"REPÚBLICA DOMINICANA, LA      ",5
2016,DISTRICTE 3,GUADALHORCE                   ,ITÀLIA                        ,6
2017,DISTRICTE 3,CAN PALET II                  ,"PARAGUAI, EL                  ",2
2015,DISTRICTE 3,XÚQUER                        ,ROMANIA                       ,21
2017,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,ALBÀNIA                       ,6
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,COLÒMBIA                      ,18
2017,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,BULGÀRIA                      ,5
2011,DISTRICTE 1,CENTRE                        ,"PARAGUAI, EL                  ",77
2016,DISTRICTE 4,LA MAURINA                    ,BULGÀRIA                      ,11
2016,DISTRICTE 3,XÚQUER                        ,"EQUADOR, L                    ",7
2014,DISTRICTE 3,SEGLE XX                      ,FRANÇA                        ,13
2014,DISTRICTE 6,ÈGARA                         ,POLÒNIA                       ,1
2015,DISTRICTE 3,LES FONTS                     ,"SENEGAL, EL                   ",5
2011,DISTRICTE 6,ÈGARA                         ,GÀMBIA                        ,1
2011,DISTRICTE 3,CAN PALET                     ,"LÍBAN, EL                     ",1
2017,DISTRICTE 2,CA N ANGLADA                  ,VENEÇUELA                     ,28
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,FRANÇA                        ,9
2015,DISTRICTE 5,CAN ROCA                      ,VENEÇUELA                     ,1
2015,DISTRICTE 6,ÈGARA                         ,BULGÀRIA                      ,2
2013,DISTRICTE 3,CAN PALET II                  ,"XINA, LA                      ",3
2012,DISTRICTE 4,LA MAURINA                    ,"BRASIL, EL                    ",17
2016,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,EGIPTE                        ,2
2013,DISTRICTE 5,CAN BOADA CASC ANTIC          ,BÈLGICA                       ,1
2011,DISTRICTE 3,CAN PALET                     ,PORTUGAL                      ,35
2013,DISTRICTE 5,TORRENT D EN PERE PARRES      ,VENEÇUELA                     ,6
2017,DISTRICTE 4,CA N AURELL                   ,"JAPÓ, EL                      ",1
2014,DISTRICTE 3,SEGLE XX                      ,COLÒMBIA                      ,15
2017,DISTRICTE 3,LES FONTS                     ,ESPANYA                       ,2552
2017,DISTRICTE 2,CA N ANGLADA                  ,"IRAN, L                       ",4
2016,DISTRICTE 2,CA N ANGLADA                  ,UCRAÏNA                       ,13
2014,DISTRICTE 3,LES FONTS                     ,"REPÚBLICA DOMINICANA, LA      ",1
2013,DISTRICTE 3,LES FONTS                     ,BÈLGICA                       ,2
2016,DISTRICTE 2,CA N ANGLADA                  ,ALEMANYA                      ,5
2012,DISTRICTE 1,CENTRE                        ,XILE                          ,41
2016,DISTRICTE 3,CAN PARELLADA                 ,XILE                          ,11
2011,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,XILE                          ,30
2013,DISTRICTE 1,CEMENTIRI VELL                ,ESLOVÀQUIA                    ,1
2017,DISTRICTE 5,TORRENT D EN PERE PARRES      ,SUÈCIA                        ,1
2012,DISTRICTE 2,VILARDELL                     ,"MARROC, EL                    ",4
2012,DISTRICTE 3,CAN PALET                     ,"COSTA D IVORI, LA             ",1
2015,DISTRICTE 6,SANT PERE NORD                ,JORDÀNIA                      ,1
2016,DISTRICTE 1,CEMENTIRI VELL                ,ROMANIA                       ,50
2012,DISTRICTE 3,CAN PALET                     ,"ESTATS UNITS D AMÈRICA, ELS   ",2
2017,DISTRICTE 3,CAN PARELLADA                 ,BANGLA DESH                   ,3
2013,DISTRICTE 3,CAN PALET                     ,"JAPÓ, EL                      ",1
2012,DISTRICTE 2,CA N ANGLADA                  ,"ARGENTINA, L                  ",54
2014,DISTRICTE 4,LA MAURINA                    ,MÈXIC                         ,2
2017,DISTRICTE 1,CEMENTIRI VELL                ,EGIPTE                        ,4
2011,DISTRICTE 3,CAN PALET II                  ,"XINA, LA                      ",1
2014,DISTRICTE 3,CAN PALET                     ,"COSTA D IVORI, LA             ",1
2013,DISTRICTE 3,LES FONTS                     ,TURQUIA                       ,1
2014,DISTRICTE 3,LES FONTS                     ,POLÒNIA                       ,1
2012,DISTRICTE 5,TORRENT D EN PERE PARRES      ,SÈRBIA                        ,1
2013,DISTRICTE 5,CAN BOADA DEL PI              ,NICARAGUA                     ,1
2015,DISTRICTE 5,CAN ROCA                      ,IRLANDA                       ,1
2012,DISTRICTE 2,TORRE-SANA                    ,GUATEMALA                     ,1
2011,DISTRICTE 2,TORRE-SANA                    ,VENEÇUELA                     ,11
2015,DISTRICTE 1,VALLPARADÍS                   ,"ESTATS UNITS D AMÈRICA, ELS   ",2
2016,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"PERÚ, EL                      ",1
2015,DISTRICTE 5,SANT PERE                     ,NICARAGUA                     ,3
2012,DISTRICTE 4,CA N AURELL                   ,NICARAGUA                     ,4
2015,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"PERÚ, EL                      ",5
2014,DISTRICTE 5,SANT PERE                     ,TUNÍSIA                       ,1
2013,DISTRICTE 5,SANT PERE                     ,GHANA                         ,1
2014,DISTRICTE 4,LA MAURINA                    ,"ESTATS UNITS D AMÈRICA, ELS   ",1
2014,DISTRICTE 5,CAN ROCA                      ,PORTUGAL                      ,13
2013,DISTRICTE 1,CENTRE                        ,ESLOVÀQUIA                    ,4
2013,DISTRICTE 5,SANT PERE                     ,LITUÀNIA                      ,8
2016,DISTRICTE 4,LA MAURINA                    ,ARMÈNIA                       ,1
2012,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,"PAÏSOS BAIXOS, ELS            ",1
2017,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,ALEMANYA                      ,5
2015,DISTRICTE 6,SANT LLORENÇ                  ,BÈLGICA                       ,1
2015,DISTRICTE 3,CAN PARELLADA                 ,GÀMBIA                        ,1
2011,DISTRICTE 4,LA MAURINA                    ,"REPÚBLICA DOMINICANA, LA      ",60
2016,DISTRICTE 6,SANT LLORENÇ                  ,"REPÚBLICA DOMINICANA, LA      ",8
2015,DISTRICTE 4,CA N AURELL                   ,RÚSSIA                        ,16
2011,DISTRICTE 4,ROC BLANC                     ,"ARGENTINA, L                  ",13
2014,DISTRICTE 4,LA MAURINA                    ,GEÒRGIA                       ,1
2011,DISTRICTE 2,CA N ANGLADA                  ,BOLÍVIA                       ,73
2013,DISTRICTE 1,CENTRE                        ,ALEMANYA                      ,10
2012,DISTRICTE 5,TORRENT D EN PERE PARRES      ,COREA DEL SUD                 ,1
2013,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"BRASIL, EL                    ",17
2013,DISTRICTE 3,CAN PALET                     ,ALBÀNIA                       ,5
2016,DISTRICTE 3,LES FONTS                     ,HONDURES                      ,1
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,BULGÀRIA                      ,1
2015,DISTRICTE 2,CA N ANGLADA                  ,MALI                          ,5
2013,DISTRICTE 6,SANT LLORENÇ                  ,"ESTATS UNITS D AMÈRICA, ELS   ",2
2015,DISTRICTE 2,CA N ANGLADA                  ,"EQUADOR, L                    ",179
2017,DISTRICTE 1,CEMENTIRI VELL                ,"PAÏSOS BAIXOS, ELS            ",1
2016,DISTRICTE 1,CEMENTIRI VELL                ,RÚSSIA                        ,2
2014,DISTRICTE 3,GUADALHORCE                   ,NOVA ZELANDA                  ,1
2016,DISTRICTE 3,LES FONTS                     ,"ARGENTINA, L                  ",5
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,GEÒRGIA                       ,1
2012,DISTRICTE 2,TORRE-SANA                    ,ITÀLIA                        ,21
2013,DISTRICTE 1,CEMENTIRI VELL                ,ALEMANYA                      ,17
2014,DISTRICTE 3,CAN PALET                     ,SÈRBIA                        ,1
2015,DISTRICTE 1,CENTRE                        ,"GUINEA BISSAU, LA             ",1
2015,DISTRICTE 1,CENTRE                        ,ESPANYA                       ,17600
2015,DISTRICTE 1,CENTRE                        ,HONGRIA                       ,2
2013,DISTRICTE 5,CAN BOADA CASC ANTIC          ,CUBA                          ,7
2017,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"BRASIL, EL                    ",1
2013,DISTRICTE 5,PLA DEL BON AIRE              ,POLÒNIA                       ,2
2011,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"XINA, LA                      ",23
2011,DISTRICTE 5,CAN BOADA DEL PI              ,PORTUGAL                      ,1
2011,DISTRICTE 4,ROC BLANC                     ,HONDURES                      ,2
2016,DISTRICTE 4,CA N AURELL                   ,DINAMARCA                     ,1
2016,DISTRICTE 6,SANT PERE NORD                ,ESPANYA                       ,13135
2012,DISTRICTE 4,LA MAURINA                    ,COLÒMBIA                      ,31
2015,DISTRICTE 3,CAN JOFRESA                   ,FRANÇA                        ,3
2017,DISTRICTE 5,SANT PERE                     ,JORDÀNIA                      ,1
2013,DISTRICTE 2,TORRE-SANA                    ,CUBA                          ,3
2012,DISTRICTE 5,TORRENT D EN PERE PARRES      ,VENEÇUELA                     ,8
2017,DISTRICTE 4,ROC BLANC                     ,ROMANIA                       ,25
2014,DISTRICTE 1,CEMENTIRI VELL                ,"REPÚBLICA DOMINICANA, LA      ",16
2014,DISTRICTE 1,VALLPARADÍS                   ,VENEÇUELA                     ,9
2015,DISTRICTE 5,CAN BOADA CASC ANTIC          ,UCRAÏNA                       ,3
2014,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,SUÈCIA                        ,1
2015,DISTRICTE 6,SANT PERE NORD                ,GUATEMALA                     ,3
2011,DISTRICTE 4,ROC BLANC                     ,"PERÚ, EL                      ",23
2016,DISTRICTE 4,VISTA ALEGRE                  ,FRANÇA                        ,1
2011,DISTRICTE 3,XÚQUER                        ,"PERÚ, EL                      ",6
2017,DISTRICTE 6,SANT PERE NORD                ,GRÈCIA                        ,1
2017,DISTRICTE 5,CAN BOADA CASC ANTIC          ,PORTUGAL                      ,9
2014,DISTRICTE 4,CA N AURELL                   ,"GUINEA EQUATORIAL, LA         ",3
2014,DISTRICTE 4,CA N AURELL                   ,"PANAMÀ, EL                    ",2
2017,DISTRICTE 5,TORRENT D EN PERE PARRES      ,ITÀLIA                        ,17
2013,DISTRICTE 5,PLA DEL BON AIRE              ,ESPANYA                       ,2439
2016,DISTRICTE 1,CENTRE                        ,SÍRIA                         ,1
2013,DISTRICTE 3,SEGLE XX                      ,ÀUSTRIA                       ,3
2013,DISTRICTE 4,CA N AURELL                   ,HONDURES                      ,44
2011,DISTRICTE 5,CAN BOADA CASC ANTIC          ,SUÏSSA                        ,1
2013,DISTRICTE 6,DISSEMINATS                   ,COLÒMBIA                      ,1
2014,DISTRICTE 6,ÈGARA                         ,ESPANYA                       ,3198
2014,DISTRICTE 1,CENTRE                        ,ANDORRA                       ,3
2013,DISTRICTE 5,CAN BOADA CASC ANTIC          ,HONDURES                      ,10
2012,DISTRICTE 4,CA N AURELL                   ,ITÀLIA                        ,83
2012,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,ITÀLIA                        ,48
2012,DISTRICTE 4,LA MAURINA                    ,REPÚBLICA DEM. DEL CONGO      ,2
2016,DISTRICTE 4,CA N AURELL                   ,FINLÀNDIA                     ,1
2015,DISTRICTE 6,ÈGARA                         ,"SENEGAL, EL                   ",100
2016,DISTRICTE 1,CENTRE                        ,ANDORRA                       ,5
2014,DISTRICTE 2,CA N ANGLADA                  ,BULGÀRIA                      ,12
2017,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"REPÚBLICA TXECA, LA           ",1
2014,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,GUATEMALA                     ,4
2016,DISTRICTE 5,TORRENT D EN PERE PARRES      ,COREA DEL SUD                 ,1
2015,DISTRICTE 1,VALLPARADÍS                   ,XILE                          ,1
2015,DISTRICTE 1,VALLPARADÍS                   ,"PAKISTAN, EL                  ",10
2015,DISTRICTE 4,CAN PALET DE VISTA ALEGRE     ,ALEMANYA                      ,2
2014,DISTRICTE 5,CAN BOADA DEL PI              ,"MARROC, EL                    ",133
2014,DISTRICTE 1,VALLPARADÍS                   ,"GUINEA EQUATORIAL, LA         ",2
2013,DISTRICTE 3,XÚQUER                        ,EGIPTE                        ,1
2017,DISTRICTE 4,ROC BLANC                     ,"ESTATS UNITS D AMÈRICA, ELS   ",1
2016,DISTRICTE 3,LES FONTS                     ,CUBA                          ,2
2015,DISTRICTE 3,CAN PALET                     ,UCRAÏNA                       ,16
2011,DISTRICTE 4,CA N AURELL                   ,EL SALVADOR                   ,15
2015,DISTRICTE 4,CA N AURELL                   ,"ESTATS UNITS D AMÈRICA, ELS   ",9
2017,DISTRICTE 3,GUADALHORCE                   ,VENEÇUELA                     ,4
2013,DISTRICTE 5,TORRENT D EN PERE PARRES      ,TURQUIA                       ,1
2013,DISTRICTE 2,TORRE-SANA                    ,ALBÀNIA                       ,1
2013,DISTRICTE 3,LES FONTS                     ,"ÍNDIA, L                      ",4
2012,DISTRICTE 5,CAN ROCA                      ,NICARAGUA                     ,2
2017,DISTRICTE 5,CAN BOADA CASC ANTIC          ,MOLDÀVIA                      ,4
2015,DISTRICTE 1,VALLPARADÍS                   ,MÈXIC                         ,5
2017,DISTRICTE 3,CAN PALET                     ,XILE                          ,9
2017,DISTRICTE 1,CEMENTIRI VELL                ,"EQUADOR, L                    ",44
2011,DISTRICTE 5,TORRENT D EN PERE PARRES      ,BULGÀRIA                      ,2
2013,DISTRICTE 5,POBLE NOU - ZONA ESPORTIVA    ,"PAÏSOS BAIXOS, ELS            ",3
2013,DISTRICTE 3,SEGLE XX                      ,BANGLA DESH                   ,3
2013,DISTRICTE 3,SEGLE XX                      ,"PARAGUAI, EL                  ",19
2015,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,"IRAN, L                       ",6
2015,DISTRICTE 4,LA MAURINA                    ,"EQUADOR, L                    ",56
2015,DISTRICTE 6,SANT PERE NORD                ,MALI                          ,2
2016,DISTRICTE 2,TORRE-SANA                    ,VENEÇUELA                     ,12
2013,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"ÍNDIA, L                      ",1
2017,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"ESTATS UNITS D AMÈRICA, ELS   ",1
2017,DISTRICTE 4,CA N AURELL                   ,CUBA                          ,11
2016,DISTRICTE 4,LA MAURINA                    ,FRANÇA                        ,2
2012,DISTRICTE 4,LA MAURINA                    ,IRLANDA                       ,2
2014,DISTRICTE 6,CAN TUSELL                    ,EL SALVADOR                   ,1
2016,DISTRICTE 3,CAN PALET                     ,ALBÀNIA                       ,4
2017,DISTRICTE 1,VALLPARADÍS                   ,HONDURES                      ,14
2017,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,BOLÍVIA                       ,10
2014,DISTRICTE 2,MONTSERRAT                    ,NIGÈRIA                       ,3
2015,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,COLÒMBIA                      ,42
2012,DISTRICTE 1,CEMENTIRI VELL                ,HONDURES                      ,8
2011,DISTRICTE 1,PL. CATALUNYA - ESC. INDUSTRIA,HONDURES                      ,5
2014,DISTRICTE 2,CA N ANGLADA                  ,"IRAN, L                       ",1
2015,DISTRICTE 2,VILARDELL                     ,"URUGUAI, L                    ",1
2016,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"PAKISTAN, EL                  ",5
2012,DISTRICTE 4,LA MAURINA                    ,LITUÀNIA                      ,1
2015,DISTRICTE 5,PLA DEL BON AIRE              ,LETÒNIA                       ,1
2011,DISTRICTE 5,SANT PERE                     ,ANGOLA                        ,1
2012,DISTRICTE 6,ÈGARA                         ,PORTUGAL                      ,4
2014,DISTRICTE 5,PLA DEL BON AIRE              ,GÀMBIA                        ,1
2016,DISTRICTE 4,ROC BLANC                     ,UCRAÏNA                       ,2
2013,DISTRICTE 3,CAN PALET                     ,PORTUGAL                      ,38
2015,DISTRICTE 4,CA N AURELL                   ,MAURITÀNIA                    ,1
2016,DISTRICTE 4,LA MAURINA                    ,UCRAÏNA                       ,5
2013,DISTRICTE 6,CAN TUSELL                    ,"EQUADOR, L                    ",2
2011,DISTRICTE 5,DISSEMINATS                   ,CUBA                          ,1
2011,DISTRICTE 2,MONTSERRAT                    ,PORTUGAL                      ,1
2016,DISTRICTE 3,CAN PALET                     ,CUBA                          ,17
2014,DISTRICTE 5,PLA DEL BON AIRE              ,"BRASIL, EL                    ",1
2012,DISTRICTE 4,LA MAURINA                    ,"SENEGAL, EL                   ",52
2015,DISTRICTE 4,CA N AURELL                   ,"NEPAL,EL                      ",1
2012,DISTRICTE 3,SEGLE XX                      ,BULGÀRIA                      ,5
2016,DISTRICTE 5,CAN BOADA DEL PI              ,ROMANIA                       ,5
2012,DISTRICTE 4,LA MAURINA                    ,VENEÇUELA                     ,8
2013,DISTRICTE 1,CEMENTIRI VELL                ,DOMINICA                      ,1
2012,DISTRICTE 6,LES ARENES - LA GRÍPIA - CAN M,"PARAGUAI, EL                  ",23
2012,DISTRICTE 5,CAN BOADA CASC ANTIC          ,"XINA, LA                      ",31
2015,DISTRICTE 3,XÚQUER                        ,"PARAGUAI, EL                  ",4
2014,DISTRICTE 3,LES FONTS                     ,BANGLA DESH                   ,3
2016,DISTRICTE 6,SANT PERE NORD                ,POLÒNIA                       ,26
2011,DISTRICTE 3,GUADALHORCE                   ,"REPÚBLICA DOMINICANA, LA      ",17
2017,DISTRICTE 5,CAN ROCA                      ,CUBA                          ,3
2012,DISTRICTE 5,CAN BOADA CASC ANTIC          ,POLÒNIA                       ,2
2013,DISTRICTE 4,LA MAURINA                    ,HONGRIA                       ,2
2012,DISTRICTE 1,CEMENTIRI VELL                ,EL SALVADOR                   ,3
2013,DISTRICTE 5,CAN ROCA                      ,COLÒMBIA                      ,10
2016,DISTRICTE 1,ANTIC POBLE DE SANT PERE      ,"URUGUAI, L                    ",1
