EXERCICI_COMPTAB,PARTIDA,DESCRIPCIO_PARTIDA,PRESSUPOST_DEFINITIU,LIQUIDACIO
2013,13 33403   47000,TRANSFERÈNCIES D EMPRESES PRIV,60000,49992.44
2013,13 33501   31902,CESSIÓ EQUIPAMENTS TEATRE I DA,10000,3312.9
2013,13 33501   34400,ACTIVITATS TEATRE I DANSA,105000,101223.83
2013,13 33501   42190,"TRANSF. ORG. AUTONOMS ESTAT, A",,15000
2013,13 33501   45060,"TRANSFERÈNCIES GENERALITAT, TE",513000,9200
2013,13 33501   45100,TRANSFERÈNCIES OO.AA. DE LA CC,,354840
2013,13 33501   46100,"TRANSFERÈNCIES DIPUTACIÓ, TEAT",75000,22454.5
2013,13 33501   47000,TRANSFERÈNCIES D EMPRESES PRIV,0,
2013,13 33502   36000,VENDES DE LLIBRES ARTS VISUALS,0,
2013,13 33502   45060,"TRANSFERÈNCIES GENERALITAT, AR",40000,
2013,13 33502   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARTS",30000,
2013,13 34101   45100,TRANSFERÈNCIES OO.AA. DE LA CC,,6270
2013,13 34101   46100,"TRANSFERÈNCIES DIPUTACIÓ, ESPO",57000,45105
2013,13 34101   47000,TRANSFERÈNCIES D EMPRESES PRIV,20000,17250
2013,13 34101   48000,TRANSF.INSTIT.S/FINALITAT LUCR,354511.7,5000
2013,13 34201   31300,INSTAL.LACIONS ESPORTIVES,175000,133822.13
2013,13 34201   55008,"CONCESSIONS BARS, ESPORTS",27015,16083.18
2013,13 43101   32902,TAXA UTILITZ ESPAIS D EQUIP. I,,5638.48
2013,13 43101   39900,ALTRES INGRESSOS COMERÇ,74007.35,74007.35
2013,13 43101   46100,"TRANSFERÈNCIES DIPUTACIÓ, COME",18000,13000
2013,13 43101   54100,LLOGUERS PROMOCIÓ COMERCIAL,28000,3000
2013,13 43102   32906,MERCATS MUNICIPAL INDEPENDÈNCI,359615,351556.81
2013,13 43103   32906,MERCATS MUNICPAL SANT PERE,134680,125715.61
2013,13 43104   32907,MERCAT SETMANAL,218725,237860.76
2013,13 43106   32910,FIRES D ARTESANIA D ESTIU,615,
2013,13 43107   32910,FIRES D ARTESANIA D HIVERN,615,
2013,13 43108   32910,FIRA MODERNISTA,14205,11880.3
2013,13 43108   39900,ALTRES INGRESSOS FIRA MODERNIS,1000,1124
2013,13 43108   45100,TRANSF. ORG. AUTON. I AGEN. - ,,3500
2013,13 43108   46100,SUBVENCIONS DIPUTACIÓ-FIRA MOD,,5000
2013,13 43108   47001,TRANSFERÈN.EMPRESES PRIVADES F,12000,15574
2013,13 43201   32911,TAXA TURÍSTICA,,13914.21
2013,13 43201   34903,PREU PÚBLIC UTILITZACIÓ SALA A,,988.8
2013,13 43201   46100,"TRANSFERÈNCIES DIPUTACIÓ, TURI",29761.4,27261.4
2013,13 43201   47000,TRANSFERÈNCIES EMPRESES PRIVAD,0,
2013,13 43202   32900,RUTES TURÍSTIQUES,7570,5383.76
2013,13 43202   46100,"TRANSFERÈNCIES DIPUTACIÓ, RUTE",0,2500
2013,13 43300   32908,LLICÈNCIES D ACTIVITATS,405000,475994.3
2013,13 43300   39190,"ALTRES MULTES I SANCIONS, LLIC",,15550
2013,13 43301   34900,PREUS PÚBLICS VIVERS I ALTRES ,115845,
2013,13 44101   32905,LLICÈNCIES AUTO-TAXI I VEHICLE,5300,922.99
2013,13 44101   42090,"ALTRES APORTACIONS DE L ESTAT,",650000,533946.02
2013,13 44101   46400,TRANSFERÈNCIES ALTRES ENS LOCA,1202675,977559.27
2013,13 44101   46500,"TRANSF.CONSELL COMARCAL, TRANS",0,
2013,13 44101   49700,ALTRES TRANSFERÈNCIES DE LA UN,,0
2013,13 44101   55900,ALTRES CONCESSIONS TRANSPORTS,46800,
2013,13 49201   34201,PREUS PÚBLICS CURSOS SOCIETAT ,0,
2013,13 49204   34201,PREUS PÚBLICS CURSOS SOC.CONEI,500,0
2013,13 49301   39190,"ALTRES MULTES I SANCIONS, CONS",,500
2013,13 49301   42190,ORGANISMES AUTÒNOMS DE L ESTAT,10000,13389.16
2013,13 49301   46100,"TRANSFERÈNCIES DIPUTACIÓ, CONS",17000,22920
2013,13 49401   45060,"TRANSFERÈNCIES GENERALITAT, PA",216300,216300
2013,13 91203   47000,TRANSFERÈNCIES EMPRESES PRIVAD,,15794.01
2013,13 91301   46100,"TRANSFERÈNCIES DIPUTACIÓ, SOLI",30000,30000
2013,13 91301   48000,"TRANSF. INST. S/F DE LUCRE, SO",1500,1500
2013,13 92001   45100,TRANSF. OO.AA. DE LA CC.AA. CO,,6000
2013,13 92001   46100,SUBVENCIONS DIPUTACIÓ- CONTRAC,,4000
2013,13 92201   39900,"ALTRES ING.DIVERSOS SS.II., IN",126965,
2013,13 92201   42090,ALTRES APORTACIONS DE L ESTAT ,,-4567.98
2013,13 92201   42190,TRANSF.ORGANISMES AUTÒNOMS EST,,-9354.56
2013,13 92201   44100,TRANSF.EMPRESES DE L ENTITAT L,15000,
2013,13 92201   48000,TRANSF.INSTITUC.SENSE FINALITA,3000,3000
2013,13 92201   49700,"ALTRES TRANSFERÈNCIES UE, SSII",,0
2013,13 92201   79700,"ALTRES TRANSFERENCIES UE, SSII",,0
2013,13 92204   32501,TAXA PROCESSOS SELECTIUS,3000,9737.94
2013,13 92301   42090,ALTRES APORTACIONS DE L ESTAT ,90000,
2013,13 92301   42190,"TRANSF. ORG. AUTONOMS ESTAT, D",,2091.68
2013,13 92402   46100,SUBVENCIONS DIPUTACIÓ-PROCESSO,15818,14922
2013,13 92500   39900,"ALTRES INGRESSOS DIVERSOS, ATE",80000,67611.9
2013,13 92500   49000,"TRANSF. FONS SOCIAL EUROPEU, A",,-3610
2013,13 92702   32902,UTILITZACIÓ EQUIPS SOCIOCULTUR,6176,7126.42
2013,13 92801   46100,"TRANFERENCIES DIPUTACIÓ, COORD",12800,
2013,13 92803   45002,TRANSFERÈNCIES GENERALITAT COO,89120,94531.24
2013,13 92805   45002,TRANSFERÈNCIES GENERALITAT COO,0,
2013,13 92809   44100,TRANSF.EMPRESES DE L ENTITAT L,1006555,1602859.75
2013,13 92902   46200,TRANSF. ALTRES ENS LOCALS-ACTE,7957.34,7930.53
2013,13 92999   11200,IMPOST SOBRE BÉNS IMMOBLES NAT,10000,11276.29
2013,13 92999   11300,"IMPOST SOBRE BÉNS IMMOBLES, NA",48290000,49475978.66
2013,13 92999   11400,"IMPOST S/BÉNS IMMOBLES, CARACT",,131086.03
2013,13 92999   11500,IMPOST SOBRE VEHICLES DE TRACC,11225000,11606296.72
2013,13 92999   11600,IMPOST INCREMENT VALOR TERRENY,2970000,6033356.77
2013,13 92999   13000,IMPOST S/ACTIVITATS ECONÒMIQUE,6300000,6645531.52
2013,13 92999   29000,"IMPOST SOBRE CONSTRUCCIONS, IN",950000,41097.6
2013,13 92999   30300,TAXA RECOLLIDA DE RESIDUS,10195000,10536227.39
2013,13 92999   32300,"TAXES PLAQUES, PATENTS I DISTI",2500,2202.48
2013,13 92999   32500,TAXES EXPEDICIÓ DE DOCUMENTS,75000,80684.26
2013,13 92999   32901,TAXES SERVEIS GENERALS,5,1153.6
2013,13 92999   32904,ANUNCIS A CÀRREC PARTICULARS,5,7664.86
2013,13 92999   33100,TAXES PER ENTRADA DE VEHICLES-,2570000,2611909.1
2013,13 92999   33200,PARTICIPACIÓ INGRESSOS COMPANY,3150000,3069571.23
2013,13 92999   33500,TAULES I CADIRES,75000,374366.62
2013,13 92999   33700,"TRIBUNES, TENDALS, VOLADISSOS",5,3409.11
2013,13 92999   33901,AUTORITZACIONS VIA PÚBLICA,,6395.89
2013,13 92999   33902,PUBLICITAT,7000,55172.21
2013,13 92999   35000,CONTRIBUCIONS ESPECIALS PER EX,5,
2013,13 92999   35100,CONTRIBUCIONS ESPECIALS PER L ,5,
2013,13 92999   38900,REINTEGRES DESPESES CENS ELECT,5,
2013,13 92999   38901,PAGAMENTS INDEGUTS EXERCICIS A,5,121900.23
2013,13 92999   39100,MULTES PER INFRACCIONS URBANÍS,76480.15,191647.07
2013,13 92999   39110,MULTES PER INFRACCIONS TRIBUTÀ,140500,47348.19
2013,13 92999   39120,MULTES PER INFRACCIONS ORDENAN,3890000,4823099.74
2013,13 92999   39190,ALTRES MULTES,5,
2013,13 92999   39200,RECÀRRECS DE PRÒRROGA I APREMI,1051350,1304418.82
2013,13 92999   39300,INTERESSOS DEMORA,330000,477550.08
2013,13 92999   39610,QUOTES D URBANITZACIÓ,512005,160831.39
2013,13 92999   39800,INDEMNITZACIONS,119824.55,109704.77
2013,13 92999   39901,IMPREVISTOS,5,1424.94
2013,13 92999   39904,DESPESES D EXPEDIENTS,55000,54609.93
2013,13 92999   39905,DESPESES JUDICIALS,,298.67
2013,13 92999   39906,REINTEGRE DEVOLUCIONS EXERCICI,,29624.97
2013,13 92999   39909,ALTRES INGRESSOS,3046,18055.95
2013,13 92999   42000,PARTICIPACIÓ EN ELS TRIBUTS DE,44060000,46799188.12
2013,13 92999   44101,TRANSFERÈNCIES EMPRESES ENTITA,50000,
2013,13 92999   45000,FONS DE COOPERACIÓ LOCAL DE CA,745000,
2013,13 92999   46100,SUBVENCIONS DIPUTACIÓ-GENÈRIC,,500000
2013,13 92999   50700,INTERESSOS TÍTOLS-VALORS,,64108.45
2013,13 92999   51400,INTERESSOS PÒLISSES CONCEDIDES,30000,2328.9
2013,13 92999   51401,INTERESSOS PÒLISSES CONCEDIDES,95000,206342.08
2013,13 92999   52000,INTERESSOS DE DIPÒSITS,40000,47511.04
2013,13 92999   53700,DIVIDENDS I PARTICIPACIÓ BENEF,,5655
2013,13 92999   54100,LLOGUERS FINQUES URBANES,,1853.33
2013,13 92999   55005,CONCESSIONS APARCAMENT PORTAL ,7800,8327.55
2013,13 92999   55007,CONCESSIONS APARCAMENT PLAÇA D,21600,19867.32
2013,13 92999   55009,CONCESSIONS APARCAMENT PLAÇA V,8300,7209.36
2013,13 92999   55900,ALTRES CONCESSIONS,119870,441994.98
2013,13 92999   82120,REINTEGRE PRÈSTECS LL/TERMINI ,313000,329710.16
2013,13 92999   83000,REINTEGRE PRÈSTECS PERSONAL,148995,37875
2013,13 92999   86000,ALIENEACIÓ ACCIONS I PARTICIPA,0,
2013,13 92999   87010,ROM TRESORERIA PER A DESPESES ,8795340.86,
2013,13 92999   91100,PRÈSTECS A LLARG TERMINI DEL S,,175000
2013,13 92999   91300,PRÈSTECS A LLARG TERMINI FORA ,3000000,2000000
2014,14 01101   46100,"TRANSFERÈNCIES DIPUTACIÓ, DEUT",248685.45,248685.45
2014,14 13001   32500,TAXES PER EXPEDICIÓ DE DOCUMEN,82200,107577
2014,14 13001   33500,TAULES I CADIRES,365000,269142.55
2014,14 13001   33900,ACTIVITATS A LA VIA PÚBLICA,65000,73305.26
2014,14 13001   33901,AUTORITZACIONS OCUPACIÓ VIA PÚ,130000,91117.23
2014,14 13001   33902,TAXA PER PUBLICITAT A LA VIA P,76000,40915.98
2014,14 13001   39190,MULTES INFRACCIÓ ORDENANCES,85000,62695.94
2014,14 13001   55008,CONCESSIONS ADMINISTRATIVES BA,40800,
2014,14 13001   55010,CONCESSIONS ADMINISTRATIVES,38700,45211.14
2014,14 13201   30900,SERVEIS ESPECIALS POLICIA,1400,2640.22
2014,14 13302   46500,"TRANSF.CONSELL COMARCAL, GESTI",69418,
2014,14 13401   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",,8725.96
2014,14 15100   39710,ALTRES ING. PER APROFITAMENTS ,,42000
2014,14 15100   60000,SOLARS- GESTIÓ DEL SOL,,718128.6
2014,14 15100   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,3233000,
2014,14 15102   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,571662.19,630505.25
2014,14 15106   54100,LLOGUER FINQUES URBANES - MASI,4080,6120
2014,14 15106   55200,DRETS DE SUPERFÍCIE AMB CONTRA,25324.32,31686.48
2014,14 15108   32300,TAXES PER ALTRES SERVEIS URBAN,70000,204329.98
2014,14 15108   32500,TAXA DOCUMENTS PROTECCIÓ LEGAL,2500,2618.7
2014,14 15108   33900,ACTIVITATS VIA PÚBLICA PROTECC,75000,3468.56
2014,14 15108   39903,EXECUCIONS SUBSIDIÀRIES PROTEC,120260,61472.34
2014,14 15109   32100,LLICÈNCIES URBANÍSTIQUES,225000,225227.41
2014,14 15109   32200,LLICÈNCIES PRIMERA OCUPACIÓ,25000,19680.11
2014,14 15109   32300,TAXES ALTRES SERV.URBANÍSTICS ,24000,27061.61
2014,14 15109   32500,TAXA DOCUMENTS LLICÈNCIES,2800,1918.55
2014,14 15109   33900,ACTIVITATS VIA PÚBLICA LLICÈNC,17500,13750.39
2014,14 15112   32500,TAXA DOCUMENTS PL.URBANÍSTIC,4840,2509.75
2014,14 15199   39900,ALTRES INGRESSOS URBANISME,84020,96767.09
2014,14 15202   46100,"TRANSFERÈNCIES DIPUTACIÓ, VIVE",12000,12000
2014,14 15501   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,1145000,282000
2014,14 15601   45060,"TRANSFERÈNCIES GENERALITAT, PB",25000,
2014,14 15603   45060,"TRANSFERÈNCIES GENERALITAT, AD",3000,
2014,14 15607   45060,"TRANSFERÈNCIES GENERALITAT, DI",6550,
2014,14 15612   45060,"TRANSFERÈNCIES GENERALITAT, ES",6450,
2014,14 15615   45060,"TRANSFERÈNCIES GENERALITAT, CO",10000,
2014,14 15616   45060,"TRANSFERÈNCIES GENERALITAT, CO",8260,
2014,14 15619   45060,"TRANSFERÈNCIES GENERALITAT, GE",750,
2014,14 15620   45060,"TRANSFERÈNCIES GENERALITAT, PL",140845,222087.96
2014,14 15700   75060,"TRANSF. CAPITAL GENERALITAT, C",,568740.57
2014,14 16101   79200,TRANSFERÈNCIES CAPITAL FONS CO,124055.52,
2014,14 16102   36001,MANTENIMENT COL.LECTORS I INSP,156640,130792.98
2014,14 16202   31904,TAXA SERVEIS CAADC,38000,42705.05
2014,14 16202   31905,TAXA SERVEIS DE LA DEIXALLERIA,6000,8422.48
2014,14 16202   46200,TRANSFERÈNCIES AJUNTAMENT PEL ,60000,44237.62
2014,14 16900   47000,TRANSF. EMPRESES PRIVADES-MILL,,16820
2014,14 17002   32908,TAXA SERVEIS AMBIENTALS - MEDI,,209.1
2014,14 17002   39190,MULTES MEDI AMBIENT,75000,108594.93
2014,14 17004   36002,VENDES ENERGIA FOTOVOLTÀICA,5000,18992.27
2014,14 17004   46100,"TRANSFERENCIES DIPUTACIO, QUAL",0,
2014,14 17103   31300,"INSTAL.LACIONS ESPORTIVES, PIS",,113113.2
2014,14 17103   55010,CONCESSIONS ADMINISTRATIVES,0,
2014,14 17201   32909,EXPLOTACIÓ HORTS MUNICIPALS,23000,17921.02
2014,14 17201   45100,TRANSFERÈNCIES OO.AA. DE LA CC,0,
2014,14 17201   76100,SUBVENCIÓ DE CAPITAL DIPUTACIÓ,,16044.66
2014,14 17203   39907,"CONVENI GESTIÓ CAN BONVILAR, M",40000,40000
2014,14 17203   46100,"TRANSFERÈNCIES DIPUTACIÓ, INFO",58579.67,56236.54
2014,14 17203   47000,TRANSF.EMPRESES PRIVADES MEDI ,0,
2014,14 23101   45002,"TRANSFERÈNCIES GENERALITAT, EA",326661,306051
2014,14 23103   45002,"TRANSFERÈNCIES GENERALITAT, SE",1518210,977413.47
2014,14 23103   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",302434,257143.98
2014,14 23104   45002,"TRANSFERÈNCIES GENERALITAT, PR",485973,573265.7
2014,14 23104   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROJ",15056,15056
2014,14 23105   45002,"TRANSFERÈNCIES GENERALITAT, SU",0,
2014,14 23106   32500,"TAXES EXPEDICIÓ DOCUMENTS, CIU",12000,10941.85
2014,14 23106   42090,"ALTRES APORTACIONS DE L ESTAT,",0,900
2014,14 23106   45002,"TRANSFERÈNCIES GENERALITAT, CI",87431,118329.75
2014,14 23106   46100,"TRANSFERÈNCIES DIPUTACIÓ, CIUT",90777,76526.86
2014,14 23107   46100,"TRANSFERÈNCIES DIPUTACIÓ, PLA ",,14250
2014,14 23301   31102,AJUT A LA LLAR,175000,157743.8
2014,14 23301   31103,TELEASSISTÈNCIA,160000,174256.55
2014,14 23301   31104,MENJAR A DOMICILI,85000,68232.57
2014,14 23301   45002,"TRANSFERÈNCIES GENERALITAT, AJ",2646475,2438646.97
2014,14 23301   46100,"TRANSFERÈNCIES DIPUTACIÓ, AJUT",215000,182500
2014,14 23402   32500,"TAXES EXPEDICIÓ DOCUMENTS, CAR",1263.72,1310.41
2014,14 23402   46100,TRANSFERÈNCIES DIPUTACIÓ BAUMA,0,
2014,14 23402   55008,"CONCESSIONS BARS, BAUMANN SERV",0,
2014,14 23403   32903,UTILITZACIÓ EQUIPS JUVENILS EM,5300,6285.85
2014,14 23403   45002,"TRANSFERÈNCIES GENERALITAT, OF",0,
2014,14 23403   46100,TRANSFERÈNCIES DIPUTACIÓ EMANC,0,
2014,14 23403   55008,"CONCESSIONS BARS, EMANCIPACIÓ",1000,
2014,14 23408   42090,"ALTRES APORTACIONS DE L ESTAT,",34173,50542
2014,14 23408   45002,"TRANF.GENERALITAT, INTERVENCIÓ",43000,43000
2014,14 23408   46100,"TRANSFERÈNCIES DIPUTACIÓ, INTE",22041,
2014,14 23501   34900,PREUS PÚBLICS ACTIVITATS GENT ,22000,27135.1
2014,14 23501   55008,"CONCESSIONS BARS, GENT GRAN",4500,
2014,14 23601   34904,PREUS PÚBLICS PERSPECTIVA DE G,2100,2518
2014,14 23601   45002,"TRANSFERÈNCIES GENERALITAT, PO",46000,94300
2014,14 23601   46100,"TRANSFERÈNCIES DIPUTACIÓ, POLÍ",22041,
2014,14 23601   46500,TRANSF.CONSELL COMARCAL SERVEI,,10000
2014,14 23602   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",,22041
2014,14 24100   46100,"TRANSFERÈNCIES DIPUTACIÓ, SERV",800000,397762.15
2014,14 24101   45050,"TRANSFERÈNCIES GENERALITAT, FO",1452036.73,1452036.73
2014,14 24101   46100,"TRANSFERÈNCIES DIPUTACIÓ, FOME",180581.3,180581.3
2014,14 24101   49000,TRANSF. FONS SOCIAL EUROPEU-FO,75498.78,75498.78
2014,14 31201   36003,"PRESTACIÓ SERVEIS, CENTRE DE D",253699,305930.33
2014,14 31202   31101,TAXES CONSULTA SEXUAL,500,
2014,14 31202   36004,"PRESTACIÓ SERVEIS, ATENCIÓ DON",111088,155533.05
2014,14 31301   31900,ANIMALS DOMÈSTICS,85000,90083.84
2014,14 31301   39190,MULTES I SANCIONS PROTECCIÓ DE,5,-0.45
2014,14 31301   45060,"TRANSFERÈNCIES GENERALITAT, PR",,22966.39
2014,14 31301   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROT",49706,49706
2014,14 31301   46200,TRANSF. ALTRES ENS LOCALS-PROT,,33558.22
2014,14 31302   31903,LABORATORI MUNICIPAL,7000,5006.76
2014,14 31303   36006,VACUNACIÓ POBLACIÓ ESCOLAR,10000,
2014,14 31303   42090,ALTRES APORTACIONS DE L ESTAT ,,19230
2014,14 31303   45002,"TRANSFERÈNCIES GENERALITAT, PR",30165,54468.82
2014,14 31303   46100,"TRANSFERÈNCIES DIPUTACIÓ, PROM",38514.12,30910
2014,14 32001   32902,UTILITZACIÓ EQUIPAMENTS MUNICI,,1200
2014,14 32001   39901,IMPREVISTOS- SERV. CENTRALS ED,,2170.15
2014,14 32001   48000,TRANSFER. INST. S/F LUCRE-SERV,5540,5540
2014,14 32001   55012,CÀNON MENJADORS - S.CENTRALS E,107160,
2014,14 32002   46500,TRANSF.CONSELL COMARCAL-SUPORT,967000,855685.83
2014,14 32101   31223,TAXA-ENSENYAMENT ESCOLES BRESS,1200000,1185146.32
2014,14 32101   31224,TAXA-MEJADORS ESCOLES BRESSOL,564415,539616.84
2014,14 32101   45035,TRANSF. GENERALITAT-ESC. BRESS,835970,1179100
2014,14 32101   46100,TRANSFERÈNCIES DIPUTACIÓ-ESC. ,21500,60751
2014,14 32101   48000,TRANSFER. INST. S/F LUCRE-ESC.,6900,
2014,14 32102   42001,ALTRES TRANSFERÈNCIES-EDUCACIÓ,9450,105519
2014,14 32102   45033,TRANSF. GENERALITAT-ED. ESPECI,1067550,1994776.44
2014,14 32102   45034,TRANSF. GENERALITAT-ED. ESPECI,873450,1117377.42
2014,14 32102   46500,TRANSF.CONSELL COMARCAL-ED. ES,173370,126689.17
2014,14 32102   54100,LLOGUERS FINQUES URBANES-FINCA,27280,9021.61
2014,14 32301   48000,TRANSFER. INST. S/F LUCRE-SUPO,7325,7326
2014,14 32302   45030,TRANSF. GENERALITAT-PROM. I IN,8400,53636
2014,14 32302   46100,TRANFERÈNCIES DIPUTACIÓ-PROM. ,9450,7950
2014,14 32302   48000,TRANSFER. INST. S/F LUCRE-PROM,17300,2300
2014,14 32501   31217,TAXA-ENSENYAMENT ART,262600,172436.08
2014,14 32501   31221,TAXA-ENSENYAMENT LLAR,200000,122462.7
2014,14 32501   31222,TAXA-ENSENYAMENT MUSICA,977860,863978.38
2014,14 32501   45031,TRANSF. GENERALITAT-ESC. MUSIC,,146050
2014,14 32501   45032,TRANSF. GENERALITAT-CONSERVATO,391600,629815
2014,14 32501   45036,TRANSF. GENERALITAT-ESC. ART,248605,152221.65
2014,14 32501   45037,TRANSF. GENERALITAT-ESC. LA LL,,47373.82
2014,14 32501   46100,TRANFERÈNCIES DIPUTACIÓ-ESC. A,58000,
2014,14 32501   76100,SUBV. CAPITAL DIPUTACIÓ-FORM. ,,103000
2014,14 33201   31901,ACTIVITATS BIBLIOTEQUES,1400,1602.96
2014,14 33201   31902,CESSIÓ EQUIPAMENTS BIBLIOTEQUE,250,68.56
2014,14 33201   45060,"TRANSFERÈNCIES GENERALITAT, BI",27100,27099.75
2014,14 33201   46100,"TRANSFERÈNCIES DIPUTACIÓ, BIBL",335825,335825
2014,14 33202   45060,"TRANSFERÈNCIES GENERALITAT, AR",54000,111962.65
2014,14 33202   75080,TRANSFERÈNCIES CAPITAL GENERAL,132703.39,952636.4
2014,14 33300   31901,ACTIVITATS MUSEUS,20000,22059.7
2014,14 33300   34901,PREUS PÚBLICS EDICIONS I REPRO,1500,1061.78
2014,14 33300   45060,"TRANSFERÈNCIES GENERALITAT, PA",0,6132
2014,14 33300   45100,TRANSFERÈNCIES OO.AA. DE LA CC,,4271
2014,14 33300   46100,"TRANSFERÈNCIES DIPUTACIÓ, MUSE",12800,
2014,14 33300   54100,LLOGUERS FINQUES URBANES-MASIA,0,3557.17
2014,14 33300   75060,TRANSFERÈNCIES CAPITAL GENERAL,4104.76,4104.77
2014,14 33401   31902,CESSIÓ EQUIPAMENTS MÚSICA,4500,6616.42
2014,14 33401   34400,ACTIVITATS MÚSICA,7000,1125
2014,14 33401   45100,TRANSF. ORG. AUTON. I AGEN. - ,,18336
2014,14 33401   46100,"TRANSFERÈNCIES DIPUTACIÓ, MÚSI",20400,20400
2014,14 33402   45060,"TRANSFERÈNCIES GENERALITAT, DE",0,
2014,14 33402   46100,"TRANSFERÈNCIES IDPUTACIÓ, DESP",21600,21600
2014,14 33402   47000,TRANSFERÈNCIES D EMPRESES PRIV,0,
2014,14 33403   45060,"TRANSFERÈNCIES GENERALITAT, CU",0,
2014,14 33403   46100,"TRANSFERÈNCIES DIPUTACIÓ, CULT",0,
2014,14 33403   47000,TRANSFERÈNCIES D EMPRESES PRIV,50000,58000
2014,14 33501   31902,CESSIÓ EQUIPAMENTS TEATRE I DA,5000,50177.28
2014,14 33501   34400,ACTIVITATS TEATRE I DANSA,80000,72235.99
2014,14 33501   42190,"TRANSF. ORG. AUTONOMS ESTAT, A",15000,18000
2014,14 33501   45060,"TRANSFERÈNCIES GENERALITAT, TE",365347,92600
2014,14 33501   45100,TRANSFERÈNCIES OO.AA. DE LA CC,,454057
2014,14 33501   46100,"TRANSFERÈNCIES DIPUTACIÓ, TEAT",85310,89664.94
2014,14 33502   45060,"TRANSFERÈNCIES GENERALITAT, AR",24000,
2014,14 33502   45100,TRANSF. ORG. AUTON. I AGEN. - ,,42336
2014,14 33502   46100,"TRANSFERÈNCIES DIPUTACIÓ, ARTS",16200,16200
2014,14 34101   42090,ALTRES APORTACIONS DE L ESTAT-,,4950
2014,14 34101   46100,"TRANSFERÈNCIES DIPUTACIÓ, ESPO",45500,22488
2014,14 34101   47000,TRANSFERÈNCIES D EMPRESES PRIV,25000,15000
2014,14 34101   48000,TRANSF.INSTIT.S/FINALITAT LUCR,345360.37,290476.3
2014,14 34201   31300,"INSTAL.LACIONS ESPORTIVES, EQU",160000,121352.13
2014,14 34201   46100,"TRANSFERÈNCIES DIPUTACIÓ, EQUI",,1300
2014,14 34201   55008,CONCESSIONS ADMINISTRATIVES BA,27015,27773.06
2014,14 34202   76100,SUBV. CAPITAL DIPUTACIÓ-EQUIP.,6000,
2014,14 34203   31300,"INSTAL.LACIONS ESPORTIVES, GES",210460,57765.74
2014,14 43101   32902,TAXA UTILITZ ESPAIS D EQUIP. I,,6164.09
2014,14 43101   39900,ALTRES INGRESSOS COMERÇ,23629.26,23629.26
2014,14 43101   46100,"TRANSFERÈNCIES DIPUTACIÓ, COME",19750,19750
2014,14 43101   54100,LLOGUERS FINQUES URBANES-PROMO,9000,
2014,14 43102   32906,MERCATS MUNICIPAL INDEPENDÈNCI,350000,341521.97
2014,14 43103   32906,MERCATS MUNICPAL SANT PERE,126000,122812.72
2014,14 43104   32907,MERCAT SETMANAL,235000,239304.4
2014,14 43106   32910,FIRES D ARTESANIA D ESTIU,0,
2014,14 43107   32910,FIRES D ARTESANIA D HIVERN,0,
2014,14 43108   32910,FIRA MODERNISTA,12000,13635.49
2014,14 43108   39900,ALTRES INGRESSOS FIRA MODERNIS,1500,
2014,14 43108   46100,SUBVENCIONS DIPUTACIÓ-FIRA MOD,8000,5000
2014,14 43108   47001,TRANSFERÈN.EMPRESES PRIVADES F,12000,15000
2014,14 43201   32911,"TAXA TURÍSTICA, PROMOCIÓ TURÍS",13000,19621
2014,14 43201   34903,PREU PÚBLIC UTILITZACIÓ SALA A,,501.8
2014,14 43201   46100,"TRANSFERÈNCIES DIPUTACIÓ, TURI",0,3000
2014,14 43202   32900,RUTES TURÍSTIQUES,6000,6506.07
2014,14 43300   32908,LLICÈNCIES D ACTIVITATS,415000,372636.17
2014,14 43300   39190,"ALTRES MULTES I SANCIONS, LLIC",,20450
2014,14 43301   34900,PREUS PÚBLICS VIVERS I ALTRES ,0,
2014,14 44101   32905,LLICÈNCIES AUTO-TAXI I VEHICLE,5300,10707.88
2014,14 44101   42090,"ALTRES APORTACIONS DE L ESTAT,",535000,637407.39
2014,14 44101   46100,"TRANSFERENCIES DIPUTACIO, TRAN",,165000
2014,14 44101   46400,TRANSFERÈNCIES ALTRES ENS LOCA,1248258,1664858.5
2014,14 44101   49700,ALTRES TRANSFERÈNCIES DE LA UN,1217.43,1217.43
2014,14 44101   55005,CONCESSIONS APARCAMENT PORTAL ,7800,8327.55
2014,14 44101   55007,CONCESSIONS APARCAMENT PLAÇA D,21600,
2014,14 44101   55009,CONCESSIONS APARCAMENT PLAÇA V,8300,
2014,14 44101   55900,ALTRES CONCESSIONS TRANSPORTS,48000,
2014,14 46200   49700,ALTRES TRANSFERÈNCIES UNIÓ EUR,618041,249383.76
2014,14 49204   34201,PREUS PÚBLICS CURSOS SOC.CONEI,0,0
2014,14 49301   42190,ORGANISMES AUTÒNOMS DE L ESTAT,10000,15607.08
2014,14 49301   46100,"TRANSFERÈNCIES DIPUTACIÓ, CONS",21309,21309
2014,14 49400   45100,TRANSF. ORG. AUTON. I AGEN. PR,,55311.83
