ï»¿DATA_REFERENCIA,EDAT,SEXE,NIVELL_ESTUDI,POBLACIO
2017,48,Home,Desconegut                    ,1
2014,19,Dona,Batxiller superior. BUP. Batxi,8
2012,15,Home,Ensenyament primari incomplert,16
2011,50,Home,Desconegut                    ,1
2015,40,Home,Batxiller superior. BUP. Batxi,12
2012,20,Dona,Ensenyament primari incomplert,6
2015,59,Dona,Batxiller superior. BUP. Batxi,4
2011,77,Dona,"Llicenciat Universitari, Arqui",1
2012,52,Home,Desconegut                    ,2
2014,20,Dona,Diplomat en Escoles Università,2
2011,29,Home,Altres titulacions mitjanes (A,1
2014,24,Home,Ensenyament primari incomplert,7
2015,23,Dona,Ensenyament primari incomplert,14
2013,22,Dona,Formació professional de Segon,4
2014,33,Home,Titulats d estudis superiors n,1
2011,9,Dona,Sense estudis                 ,1
2011,71,Dona,Desconegut                    ,2
2012,37,Home,Diplomat en Escoles Università,9
2014,34,Dona,Desconegut                    ,5
2013,76,Home,Batxiller superior. BUP. Batxi,1
2015,32,Home,"Llicenciat Universitari, Arqui",13
2011,39,Home,Formació professional de Segon,3
2014,48,Dona,"Batxiller Elemental, Graduat E",14
2011,65,Dona,Ensenyament primari incomplert,4
2017,28,Home,Sense estudis                 ,1
2013,34,Dona,Ensenyament primari incomplert,13
2013,37,Dona,Diplomat en Escoles Università,8
2017,22,Home,"Llicenciat Universitari, Arqui",1
2011,59,Home,"Batxiller Elemental, Graduat E",7
2017,87,Dona,Ensenyament primari incomplert,2
2012,44,Home,Formació professional Primer G,3
2011,42,Dona,Formació professional Primer G,6
2013,62,Dona,Sense estudis                 ,2
2016,20,Dona,"Llicenciat Universitari, Arqui",1
2013,41,Dona,"Batxiller Elemental, Graduat E",20
2012,39,Dona,Formació professional de Segon,3
2014,37,Home,"Llicenciat Universitari, Arqui",9
2015,45,Dona,No sap llegir ni escriure     ,1
2014,64,Dona,Batxiller superior. BUP. Batxi,1
2017,34,Home,Doctorat i Estudis de postgrau,1
2014,22,Home,"Batxiller Elemental, Graduat E",29
2011,39,Home,Ensenyament primari incomplert,15
2015,35,Dona,Ensenyament primari incomplert,12
2014,22,Dona,Desconegut                    ,3
2013,39,Home,Formació professional Primer G,8
2014,52,Dona,Batxiller superior. BUP. Batxi,3
2012,58,Dona,Formació professional Primer G,1
2014,19,Dona,Altres titulacions mitjanes (A,3
2011,85,Dona,"Batxiller Elemental, Graduat E",3
2013,31,Dona,Titulats d estudis superiors n,4
2015,20,Home,"Llicenciat Universitari, Arqui",1
2016,53,Home,Arquitecte o Enginyer Tècnic  ,1
2016,30,Dona,Ensenyament primari incomplert,9
2011,41,Home,Altres titulacions mitjanes (A,2
2016,86,Dona,Desconegut                    ,2
2012,39,Dona,Ensenyament primari incomplert,13
2013,22,Dona,Ensenyament primari incomplert,9
2014,32,Dona,Diplomat en Escoles Università,13
2013,34,Dona,Formació professional de Segon,11
2017,34,Home,"Llicenciat Universitari, Arqui",1
2012,48,Dona,Titulats d estudis superiors n,1
2017,36,Home,Arquitecte o Enginyer Tècnic  ,2
2013,64,Home,Batxiller superior. BUP. Batxi,1
2013,24,Dona,Altres titulacions mitjanes (A,2
2016,40,Dona,Titulats d estudis superiors n,1
2013,40,Dona,Desconegut                    ,4
2011,30,Dona,Formació professional Primer G,4
2012,27,Dona,Ensenyament primari incomplert,9
2014,36,Dona,"Batxiller Elemental, Graduat E",25
2016,9,Home,Sense estudis                 ,2
2011,71,Home,"Batxiller Elemental, Graduat E",6
2013,52,Home,Batxiller superior. BUP. Batxi,1
2012,65,Home,"Batxiller Elemental, Graduat E",14
2015,35,Dona,Formació professional Primer G,9
2012,67,Dona,Sense estudis                 ,1
2014,25,Home,"Llicenciat Universitari, Arqui",10
2011,23,Dona,Diplomat en Escoles Università,17
2016,77,Home,"Llicenciat Universitari, Arqui",1
2015,23,Home,Diplomat en Escoles Università,4
2014,20,Home,Desconegut                    ,2
2011,57,Home,Desconegut                    ,1
2012,70,Dona,Formació professional Primer G,1
2015,35,Home,Diplomat en Escoles Università,3
2012,91,Dona,"Batxiller Elemental, Graduat E",1
2015,52,Home,Titulats d estudis superiors n,1
2014,79,Dona,Ensenyament primari incomplert,3
2011,27,Home,Ensenyament primari incomplert,14
2013,31,Dona,Batxiller superior. BUP. Batxi,9
2016,60,Home,Desconegut                    ,4
2012,56,Home,Arquitecte o Enginyer Tècnic  ,2
2017,46,Home,"Llicenciat Universitari, Arqui",2
2015,79,Dona,Desconegut                    ,2
2015,25,Dona,Doctorat i Estudis de postgrau,1
2013,65,Dona,Formació professional Primer G,1
2012,8,Dona,"Batxiller Elemental, Graduat E",1
2017,32,Home,"Batxiller Elemental, Graduat E",18
2013,39,Home,Arquitecte o Enginyer Tècnic  ,1
2016,42,Dona,Ensenyament primari incomplert,10
2016,30,Home,Diplomat en Escoles Università,8
2015,34,Dona,Arquitecte o Enginyer Tècnic  ,2
2015,32,Home,Formació professional de Segon,5
2017,32,Home,Ensenyament primari incomplert,4
2016,65,Home,"Llicenciat Universitari, Arqui",1
2012,24,Dona,Doctorat i Estudis de postgrau,2
2013,28,Dona,Desconegut                    ,2
2016,59,Dona,Sense estudis                 ,1
2013,79,Home,Ensenyament primari incomplert,1
2015,40,Dona,Altres titulacions mitjanes (A,3
2016,21,Home,Altres titulacions mitjanes (A,1
2013,23,Dona,"Llicenciat Universitari, Arqui",5
2015,65,Home,Desconegut                    ,2
2012,79,Dona,"Batxiller Elemental, Graduat E",3
2012,44,Home,Arquitecte o Enginyer Tècnic  ,1
2016,8,Dona,No aplicable per ser més petit,28
2014,36,Home,Formació professional de Segon,12
2012,24,Home,Sense estudis                 ,2
2014,76,Home,Sense estudis                 ,1
2012,15,Dona,Ensenyament primari incomplert,15
2016,61,Home,Batxiller superior. BUP. Batxi,4
2017,46,Dona,"Batxiller Elemental, Graduat E",3
2014,67,Dona,Ensenyament primari incomplert,4
2011,27,Home,"Llicenciat Universitari, Arqui",15
2012,23,Dona,Batxiller superior. BUP. Batxi,10
2015,44,Home,Formació professional de Segon,7
2011,21,Dona,Sense estudis                 ,1
2013,77,Dona,Formació professional Primer G,1
2011,29,Dona,Doctorat i Estudis de postgrau,4
2016,45,Home,Altres titulacions mitjanes (A,1
2016,42,Home,Diplomat en Escoles Università,2
2017,28,Dona,Batxiller superior. BUP. Batxi,4
2015,47,Home,Diplomat en Escoles Università,2
2011,23,Home,Batxiller superior. BUP. Batxi,15
2016,32,Dona,Doctorat i Estudis de postgrau,3
2017,20,Home,"Batxiller Elemental, Graduat E",8
2013,19,Dona,Batxiller superior. BUP. Batxi,13
2011,15,Home,Ensenyament primari incomplert,21
2015,67,Dona,Desconegut                    ,1
2016,48,Home,Desconegut                    ,2
2013,67,Home,Ensenyament primari incomplert,4
2016,49,Home,Formació professional Primer G,5
2011,75,Home,Formació professional Primer G,1
2012,72,Home,Ensenyament primari incomplert,3
2017,16,Home,Sense estudis                 ,1
2011,35,Home,Batxiller superior. BUP. Batxi,26
2013,74,Dona,Sense estudis                 ,1
2011,68,Home,Diplomat en Escoles Università,1
2015,22,Dona,Arquitecte o Enginyer Tècnic  ,1
2014,48,Home,Formació professional de Segon,1
2011,61,Dona,No sap llegir ni escriure     ,1
2014,55,Dona,Ensenyament primari incomplert,6
2012,27,Dona,"Llicenciat Universitari, Arqui",22
2015,63,Dona,"Llicenciat Universitari, Arqui",3
2017,44,Home,Ensenyament primari incomplert,1
2016,33,Home,Altres titulacions mitjanes (A,5
2016,32,Dona,Formació professional de Segon,15
2017,30,Dona,Diplomat en Escoles Università,4
2017,29,Dona,Titulats d estudis superiors n,1
2015,86,Home,"Batxiller Elemental, Graduat E",2
2015,86,Dona,Desconegut                    ,2
2016,28,Dona,Batxiller superior. BUP. Batxi,11
2013,44,Home,Formació professional Primer G,7
2012,46,Dona,"Llicenciat Universitari, Arqui",2
2017,77,Home,Formació professional de Segon,1
2017,56,Home,Ensenyament primari incomplert,2
2013,50,Home,Doctorat i Estudis de postgrau,1
2013,22,Home,"Batxiller Elemental, Graduat E",32
2016,61,Home,Formació professional Primer G,1
2015,17,Dona,"Batxiller Elemental, Graduat E",15
2012,34,Dona,Ensenyament primari incomplert,7
2014,86,Dona,Ensenyament primari incomplert,4
2013,32,Home,Arquitecte o Enginyer Tècnic  ,3
2015,28,Dona,Formació professional Primer G,7
2014,45,Home,Batxiller superior. BUP. Batxi,4
2013,21,Home,Desconegut                    ,1
2017,84,Dona,"Llicenciat Universitari, Arqui",1
2011,56,Home,Diplomat en Escoles Università,1
2014,31,Dona,Sense estudis                 ,1
2017,61,Home,Batxiller superior. BUP. Batxi,1
2011,70,Dona,Formació professional de Segon,1
2015,51,Dona,"Llicenciat Universitari, Arqui",3
2017,42,Dona,Diplomat en Escoles Università,1
2014,3,Dona,Ensenyament primari incomplert,14
2015,45,Home,Altres titulacions mitjanes (A,1
2015,4,Home,Ensenyament primari incomplert,9
2015,33,Home,Titulats d estudis superiors n,1
2016,44,Dona,Formació professional de Segon,3
2015,73,Dona,Diplomat en Escoles Università,1
2011,42,Dona,Batxiller superior. BUP. Batxi,8
2013,95,Dona,Batxiller superior. BUP. Batxi,1
2013,68,Home,"Llicenciat Universitari, Arqui",1
2013,38,Home,Doctorat i Estudis de postgrau,2
2015,87,Home,Ensenyament primari incomplert,4
2012,72,Dona,"Batxiller Elemental, Graduat E",2
2011,4,Home,No aplicable per ser més petit,32
2017,58,Dona,"Batxiller Elemental, Graduat E",5
2012,57,Home,Desconegut                    ,1
2012,36,Home,Sense estudis                 ,2
2014,88,Dona,No sap llegir ni escriure     ,2
2014,74,Dona,Ensenyament primari incomplert,3
2015,74,Home,"Batxiller Elemental, Graduat E",1
2014,33,Home,Batxiller superior. BUP. Batxi,6
2013,44,Home,Arquitecte o Enginyer Tècnic  ,1
2017,28,Dona,Altres titulacions mitjanes (A,1
2011,70,Dona,Ensenyament primari incomplert,8
2015,37,Home,Formació professional de Segon,10
2011,16,Home,Batxiller superior. BUP. Batxi,2
2014,21,Home,Batxiller superior. BUP. Batxi,11
2015,5,Dona,"Batxiller Elemental, Graduat E",1
2016,23,Home,Diplomat en Escoles Università,8
2013,32,Dona,Diplomat en Escoles Università,14
2015,40,Home,Sense estudis                 ,1
2011,58,Dona,Ensenyament primari incomplert,2
2013,34,Home,"Batxiller Elemental, Graduat E",37
2014,20,Home,Formació professional Primer G,2
2015,25,Home,Formació professional de Segon,8
2015,60,Home,Desconegut                    ,1
2012,79,Home,Ensenyament primari incomplert,7
2012,84,Dona,"Batxiller Elemental, Graduat E",3
2016,75,Dona,Formació professional Primer G,2
2015,88,Dona,"Batxiller Elemental, Graduat E",2
2012,34,Dona,Formació professional de Segon,4
2012,34,Dona,"Llicenciat Universitari, Arqui",22
2013,67,Home,Formació professional de Segon,1
2017,11,Dona,Ensenyament primari incomplert,9
2014,27,Dona,Desconegut                    ,3
2012,86,Dona,Sense estudis                 ,1
2016,2,Home,No sap llegir ni escriure     ,1
2014,26,Home,Doctorat i Estudis de postgrau,3
2016,16,Dona,Formació professional Primer G,2
2013,60,Dona,"Batxiller Elemental, Graduat E",12
2012,46,Dona,Formació professional de Segon,1
2016,40,Home,Sense estudis                 ,2
2016,62,Home,"Batxiller Elemental, Graduat E",11
2014,10,Home,"Batxiller Elemental, Graduat E",3
2017,32,Dona,Formació professional de Segon,4
2011,87,Home,Arquitecte o Enginyer Tècnic  ,1
2016,52,Dona,Titulats d estudis superiors n,1
2012,45,Home,Desconegut                    ,2
2015,21,Home,Batxiller superior. BUP. Batxi,6
2012,51,Home,Formació professional Primer G,4
2011,78,Home,"Batxiller Elemental, Graduat E",4
2011,66,Dona,Batxiller superior. BUP. Batxi,2
2014,48,Home,Ensenyament primari incomplert,4
2015,90,Dona,Sense estudis                 ,1
2016,74,Home,"Batxiller Elemental, Graduat E",7
2013,24,Home,Sense estudis                 ,1
2013,46,Home,"Batxiller Elemental, Graduat E",21
2013,44,Dona,Diplomat en Escoles Università,1
2012,59,Dona,Desconegut                    ,1
2015,42,Dona,Ensenyament primari incomplert,6
2011,54,Home,Sense estudis                 ,1
2014,75,Dona,"Llicenciat Universitari, Arqui",1
2012,22,Dona,"Llicenciat Universitari, Arqui",3
2016,76,Dona,"Batxiller Elemental, Graduat E",3
2013,48,Dona,"Batxiller Elemental, Graduat E",11
2014,34,Dona,Arquitecte o Enginyer Tècnic  ,2
2011,90,Home,"Batxiller Elemental, Graduat E",1
2017,41,Home,"Llicenciat Universitari, Arqui",1
2014,84,Home,Desconegut                    ,1
2011,54,Dona,Batxiller superior. BUP. Batxi,3
2012,63,Home,Formació professional Primer G,1
2011,21,Dona,"Batxiller Elemental, Graduat E",48
2014,36,Home,Ensenyament primari incomplert,14
2011,27,Home,Formació professional de Segon,5
2013,15,Dona,Ensenyament primari incomplert,12
2013,56,Dona,Diplomat en Escoles Università,1
2016,50,Home,"Batxiller Elemental, Graduat E",16
2016,40,Dona,Batxiller superior. BUP. Batxi,7
2014,1,Home,Desconegut                    ,1
2012,25,Home,Diplomat en Escoles Università,5
2015,80,Home,Formació professional Primer G,1
2016,1,Home,No aplicable per ser més petit,55
2012,33,Home,Desconegut                    ,5
2016,75,Home,Ensenyament primari incomplert,3
2012,29,Dona,Doctorat i Estudis de postgrau,4
2015,54,Dona,Ensenyament primari incomplert,4
2017,49,Home,Batxiller superior. BUP. Batxi,2
2012,29,Home,Altres titulacions mitjanes (A,1
2017,49,Home,Formació professional Primer G,1
2016,67,Dona,Desconegut                    ,3
2016,32,Dona,"Llicenciat Universitari, Arqui",18
2012,74,Dona,Sense estudis                 ,2
2017,47,Dona,Sense estudis                 ,1
2015,32,Dona,Doctorat i Estudis de postgrau,1
2013,50,Home,Altres titulacions mitjanes (A,2
2017,20,Home,Formació professional de Segon,1
2017,80,Dona,Batxiller superior. BUP. Batxi,1
2016,49,Dona,Ensenyament primari incomplert,7
2015,42,Home,Diplomat en Escoles Università,3
2013,3,Dona,Ensenyament primari incomplert,3
2014,33,Dona,Batxiller superior. BUP. Batxi,14
2015,33,Dona,Altres titulacions mitjanes (A,3
2015,47,Dona,Diplomat en Escoles Università,2
2016,22,Home,Arquitecte o Enginyer Tècnic  ,1
2015,83,Dona,Sense estudis                 ,4
2013,79,Home,"Batxiller Elemental, Graduat E",1
2016,49,Dona,Formació professional Primer G,4
2012,42,Dona,Batxiller superior. BUP. Batxi,9
2017,30,Home,Formació professional Primer G,2
2012,65,Home,Formació professional de Segon,1
2016,55,Home,"Batxiller Elemental, Graduat E",9
2012,37,Home,Batxiller superior. BUP. Batxi,17
2015,74,Dona,"Batxiller Elemental, Graduat E",7
2011,20,Home,Ensenyament primari incomplert,7
2014,60,Dona,Formació professional de Segon,1
2011,8,Home,Ensenyament primari incomplert,3
2012,49,Home,Batxiller superior. BUP. Batxi,5
2012,26,Dona,Desconegut                    ,2
2015,60,Dona,Desconegut                    ,1
2011,13,Dona,Ensenyament primari incomplert,20
2012,15,Dona,"Batxiller Elemental, Graduat E",21
2016,34,Home,Arquitecte o Enginyer Tècnic  ,3
2016,37,Dona,Formació professional Primer G,5
2014,48,Dona,Formació professional de Segon,5
2011,41,Home,"Llicenciat Universitari, Arqui",4
2011,46,Dona,"Llicenciat Universitari, Arqui",5
2014,55,Home,Ensenyament primari incomplert,3
2014,60,Dona,Ensenyament primari incomplert,6
2016,56,Home,Ensenyament primari incomplert,5
2013,7,Home,Desconegut                    ,1
2016,1,Dona,No aplicable per ser més petit,58
2016,61,Dona,Ensenyament primari incomplert,5
2015,0,Dona,Sense estudis                 ,1
2016,51,Dona,Formació professional de Segon,4
2011,84,Dona,Ensenyament primari incomplert,3
2016,43,Home,"Batxiller Elemental, Graduat E",31
2011,88,Home,Desconegut                    ,1
2013,93,Dona,Sense estudis                 ,1
2016,41,Home,Desconegut                    ,1
2012,30,Dona,Batxiller superior. BUP. Batxi,17
2017,49,Dona,Diplomat en Escoles Università,2
2014,67,Home,Formació professional de Segon,1
2015,29,Dona,Arquitecte o Enginyer Tècnic  ,3
2015,59,Dona,Diplomat en Escoles Università,1
2014,43,Home,Ensenyament primari incomplert,12
2015,4,Dona,Ensenyament primari incomplert,5
2011,68,Dona,No sap llegir ni escriure     ,1
2014,55,Home,Formació professional de Segon,1
2011,20,Home,Formació professional de Segon,1
2015,51,Home,"Llicenciat Universitari, Arqui",2
2016,29,Home,Desconegut                    ,7
2014,48,Dona,Ensenyament primari incomplert,2
2015,66,Home,Diplomat en Escoles Università,2
2015,62,Dona,"Batxiller Elemental, Graduat E",9
2016,26,Home,Altres titulacions mitjanes (A,7
2015,45,Dona,Altres titulacions mitjanes (A,1
2013,58,Home,Arquitecte o Enginyer Tècnic  ,1
2015,48,Dona,Desconegut                    ,3
2012,5,Home,No aplicable per ser més petit,29
2012,27,Dona,"Batxiller Elemental, Graduat E",43
2013,8,Home,"Batxiller Elemental, Graduat E",1
2016,8,Home,No aplicable per ser més petit,35
2016,68,Home,Ensenyament primari incomplert,3
2012,46,Home,"Batxiller Elemental, Graduat E",21
2012,53,Home,Ensenyament primari incomplert,2
2014,57,Dona,Batxiller superior. BUP. Batxi,2
2014,39,Home,Desconegut                    ,7
2012,58,Dona,Ensenyament primari incomplert,7
2014,52,Home,Batxiller superior. BUP. Batxi,1
2011,49,Home,Diplomat en Escoles Università,2
2013,20,Home,Formació professional Primer G,3
2011,66,Dona,"Batxiller Elemental, Graduat E",5
2014,45,Home,Sense estudis                 ,3
2015,39,Home,"Llicenciat Universitari, Arqui",6
2015,11,Home,Ensenyament primari incomplert,29
2014,36,Dona,Ensenyament primari incomplert,9
2014,50,Dona,Sense estudis                 ,2
2016,63,Dona,Formació professional de Segon,2
2015,16,Dona,Ensenyament primari incomplert,18
2016,58,Home,Formació professional de Segon,1
2013,31,Dona,Altres titulacions mitjanes (A,2
2013,25,Dona,Formació professional Primer G,5
2015,44,Dona,"Llicenciat Universitari, Arqui",6
2011,85,Dona,Sense estudis                 ,1
2014,38,Dona,Sense estudis                 ,1
2017,41,Home,Doctorat i Estudis de postgrau,2
2016,19,Dona,"Batxiller Elemental, Graduat E",28
2011,2,Dona,Sense estudis                 ,2
2014,17,Dona,"Batxiller Elemental, Graduat E",20
2013,37,Dona,Formació professional Primer G,5
2014,27,Home,Desconegut                    ,9
2012,46,Dona,Ensenyament primari incomplert,2
2015,21,Dona,Altres titulacions mitjanes (A,7
2017,6,Dona,Ensenyament primari incomplert,8
2014,45,Dona,Batxiller superior. BUP. Batxi,7
2015,81,Home,"Batxiller Elemental, Graduat E",2
2017,53,Home,Doctorat i Estudis de postgrau,1
2013,32,Home,Formació professional Primer G,7
2011,37,Home,Diplomat en Escoles Università,2
2014,0,Dona,No aplicable per ser més petit,56
2017,68,Home,Diplomat en Escoles Università,1
2013,50,Dona,Doctorat i Estudis de postgrau,1
2011,42,Dona,Diplomat en Escoles Università,2
2013,43,Dona,Altres titulacions mitjanes (A,1
2013,22,Home,Formació professional de Segon,7
2013,49,Home,"Llicenciat Universitari, Arqui",1
2012,51,Dona,Formació professional Primer G,2
2017,65,Dona,"Batxiller Elemental, Graduat E",3
2015,23,Home,Ensenyament primari incomplert,12
2012,48,Dona,Sense estudis                 ,1
2012,58,Home,"Batxiller Elemental, Graduat E",9
2011,78,Dona,"Batxiller Elemental, Graduat E",3
2014,40,Home,Batxiller superior. BUP. Batxi,12
2012,41,Home,Ensenyament primari incomplert,10
2015,32,Dona,"Llicenciat Universitari, Arqui",20
2017,74,Home,Desconegut                    ,2
2015,95,Dona,Sense estudis                 ,1
2011,80,Dona,Batxiller superior. BUP. Batxi,1
2015,10,Home,"Batxiller Elemental, Graduat E",5
2014,7,Home,No aplicable per ser més petit,21
2016,10,Dona,Desconegut                    ,1
2013,47,Dona,Desconegut                    ,3
2014,29,Dona,"Batxiller Elemental, Graduat E",42
2016,78,Dona,Altres titulacions mitjanes (A,1
2017,59,Home,Altres titulacions mitjanes (A,1
2011,30,Dona,Diplomat en Escoles Università,22
2015,60,Home,Arquitecte o Enginyer Tècnic  ,1
2016,84,Home,"Llicenciat Universitari, Arqui",1
2011,66,Dona,Sense estudis                 ,2
2013,38,Dona,Altres titulacions mitjanes (A,4
2014,27,Home,Arquitecte o Enginyer Tècnic  ,2
2013,37,Home,"Llicenciat Universitari, Arqui",8
2017,18,Dona,Ensenyament primari incomplert,3
2013,67,Dona,"Batxiller Elemental, Graduat E",5
2011,73,Dona,Batxiller superior. BUP. Batxi,1
2011,25,Dona,Arquitecte o Enginyer Tècnic  ,2
2016,0,Dona,"Batxiller Elemental, Graduat E",2
2013,42,Dona,"Llicenciat Universitari, Arqui",1
2016,47,Home,Sense estudis                 ,3
2013,51,Dona,Diplomat en Escoles Università,3
2017,13,Home,Ensenyament primari incomplert,12
2016,12,Dona,"Batxiller Elemental, Graduat E",11
2016,54,Home,Batxiller superior. BUP. Batxi,4
2017,25,Home,Ensenyament primari incomplert,4
2012,38,Home,Desconegut                    ,1
2013,18,Dona,Formació professional Primer G,1
2017,30,Dona,Ensenyament primari incomplert,2
2013,63,Home,Arquitecte o Enginyer Tècnic  ,1
2012,5,Dona,No aplicable per ser més petit,32
2016,59,Dona,Batxiller superior. BUP. Batxi,3
2012,60,Home,Ensenyament primari incomplert,2
2014,29,Home,"Batxiller Elemental, Graduat E",45
2012,65,Dona,Ensenyament primari incomplert,7
2017,53,Dona,"Llicenciat Universitari, Arqui",1
2012,27,Home,"Batxiller Elemental, Graduat E",54
2014,7,Dona,No aplicable per ser més petit,32
2014,39,Home,Arquitecte o Enginyer Tècnic  ,1
2017,13,Home,"Batxiller Elemental, Graduat E",1
2013,58,Home,Diplomat en Escoles Università,1
2013,63,Dona,Diplomat en Escoles Università,2
2013,3,Home,Ensenyament primari incomplert,3
2014,10,Dona,"Batxiller Elemental, Graduat E",1
2012,53,Dona,Ensenyament primari incomplert,6
2011,39,Dona,"Llicenciat Universitari, Arqui",9
2013,25,Home,Formació professional Primer G,3
2016,40,Dona,Sense estudis                 ,3
2011,76,Dona,Desconegut                    ,1
2015,83,Home,Sense estudis                 ,1
2014,53,Dona,Formació professional Primer G,1
2017,24,Dona,Arquitecte o Enginyer Tècnic  ,1
2013,30,Dona,"Llicenciat Universitari, Arqui",14
2012,60,Home,Formació professional de Segon,2
2011,34,Home,"Llicenciat Universitari, Arqui",13
2011,61,Dona,Batxiller superior. BUP. Batxi,3
2011,14,Home,"Batxiller Elemental, Graduat E",13
2016,47,Dona,Batxiller superior. BUP. Batxi,8
2016,42,Home,Batxiller superior. BUP. Batxi,14
2017,37,Home,Ensenyament primari incomplert,4
2013,79,Dona,"Batxiller Elemental, Graduat E",2
2014,65,Dona,Formació professional Primer G,1
2011,46,Home,"Llicenciat Universitari, Arqui",7
2017,81,Home,Desconegut                    ,1
2013,79,Dona,Ensenyament primari incomplert,6
2012,39,Home,"Batxiller Elemental, Graduat E",34
2012,26,Home,Desconegut                    ,6
2011,84,Home,Ensenyament primari incomplert,2
2015,81,Dona,"Batxiller Elemental, Graduat E",3
2011,22,Home,"Llicenciat Universitari, Arqui",1
2015,91,Home,Desconegut                    ,1
2011,27,Dona,"Llicenciat Universitari, Arqui",20
2015,89,Home,Formació professional de Segon,1
2015,16,Home,Formació professional Primer G,1
2013,15,Home,"Batxiller Elemental, Graduat E",17
2013,81,Dona,Sense estudis                 ,1
2015,21,Dona,Formació professional Primer G,4
2017,68,Home,Batxiller superior. BUP. Batxi,1
2011,30,Home,Formació professional Primer G,5
2012,55,Dona,Sense estudis                 ,1
2013,69,Dona,Sense estudis                 ,1
2015,61,Home,Diplomat en Escoles Università,1
2011,64,Dona,Desconegut                    ,2
2017,72,Home,"Llicenciat Universitari, Arqui",2
2012,14,Home,Desconegut                    ,4
2012,61,Dona,Batxiller superior. BUP. Batxi,1
2016,31,Home,"Batxiller Elemental, Graduat E",43
2012,56,Home,Batxiller superior. BUP. Batxi,5
2011,1,Home,Ensenyament primari incomplert,1
2015,93,Dona,"Batxiller Elemental, Graduat E",1
2012,24,Dona,Titulats d estudis superiors n,1
2016,41,Home,Arquitecte o Enginyer Tècnic  ,3
2017,62,Dona,Desconegut                    ,1
2011,77,Dona,Ensenyament primari incomplert,4
2014,74,Home,Formació professional de Segon,1
2011,23,Dona,Formació professional Primer G,6
2013,27,Home,"Batxiller Elemental, Graduat E",54
2017,23,Dona,Formació professional Primer G,2
2013,71,Home,Batxiller superior. BUP. Batxi,1
2011,72,Home,Ensenyament primari incomplert,4
2011,18,Home,Formació professional Primer G,3
2011,36,Dona,Altres titulacions mitjanes (A,2
2017,35,Dona,Altres titulacions mitjanes (A,3
2017,18,Home,Formació professional Primer G,1
2011,73,Home,Sense estudis                 ,2
2015,69,Dona,"Batxiller Elemental, Graduat E",7
2016,95,Dona,"Batxiller Elemental, Graduat E",2
2017,78,Dona,Sense estudis                 ,1
2011,78,Dona,Sense estudis                 ,2
2015,28,Home,Formació professional Primer G,2
2011,48,Dona,Altres titulacions mitjanes (A,1
2012,78,Dona,Desconegut                    ,1
2016,64,Dona,Sense estudis                 ,1
2012,49,Dona,Batxiller superior. BUP. Batxi,4
2014,41,Home,"Batxiller Elemental, Graduat E",25
2015,64,Home,Altres titulacions mitjanes (A,1
2016,28,Home,Titulats d estudis superiors n,1
2011,56,Home,Arquitecte o Enginyer Tècnic  ,1
2016,22,Home,Desconegut                    ,5
2014,67,Home,Ensenyament primari incomplert,3
2016,66,Home,Batxiller superior. BUP. Batxi,1
2013,32,Dona,Formació professional Primer G,10
2014,57,Dona,Sense estudis                 ,2
2015,31,Dona,"Batxiller Elemental, Graduat E",33
2014,29,Dona,Ensenyament primari incomplert,12
2015,29,Dona,Desconegut                    ,7
2016,10,Home,Desconegut                    ,1
2011,72,Home,"Llicenciat Universitari, Arqui",1
2017,70,Home,Ensenyament primari incomplert,1
2011,16,Dona,Batxiller superior. BUP. Batxi,2
2014,50,Dona,No sap llegir ni escriure     ,1
2016,39,Home,Doctorat i Estudis de postgrau,2
2015,29,Home,"Batxiller Elemental, Graduat E",49
2015,27,Home,Desconegut                    ,2
2011,37,Home,Arquitecte o Enginyer Tècnic  ,2
2016,24,Home,"Batxiller Elemental, Graduat E",30
2017,27,Dona,"Llicenciat Universitari, Arqui",11
2012,25,Dona,Arquitecte o Enginyer Tècnic  ,1
2015,70,Home,Formació professional de Segon,1
2013,29,Home,Ensenyament primari incomplert,15
2011,28,Dona,Batxiller superior. BUP. Batxi,19
2011,37,Home,Formació professional Primer G,4
2016,68,Home,Diplomat en Escoles Università,2
2017,81,Dona,Desconegut                    ,1
2015,43,Dona,"Batxiller Elemental, Graduat E",19
2014,59,Home,Batxiller superior. BUP. Batxi,4
2013,38,Home,Titulats d estudis superiors n,1
2011,30,Home,Diplomat en Escoles Università,10
2012,34,Home,Formació professional de Segon,13
2013,32,Home,Diplomat en Escoles Università,6
2015,25,Dona,"Llicenciat Universitari, Arqui",20
2014,29,Dona,Formació professional de Segon,13
2013,60,Home,"Batxiller Elemental, Graduat E",13
2015,30,Home,Ensenyament primari incomplert,17
2017,67,Home,Desconegut                    ,1
2017,70,Home,"Batxiller Elemental, Graduat E",1
2016,28,Home,Batxiller superior. BUP. Batxi,12
2014,86,Home,Ensenyament primari incomplert,2
2012,34,Home,Ensenyament primari incomplert,21
2017,40,Home,Altres titulacions mitjanes (A,2
2013,29,Home,Formació professional de Segon,10
2017,39,Dona,"Llicenciat Universitari, Arqui",2
2015,25,Dona,Formació professional de Segon,7
2011,73,Home,Batxiller superior. BUP. Batxi,1
2014,27,Home,Diplomat en Escoles Università,8
2013,31,Home,Altres titulacions mitjanes (A,3
2012,45,Dona,Desconegut                    ,1
2012,60,Dona,"Llicenciat Universitari, Arqui",1
