DATA_REFERENCIA,PAIS_PROCE_DESTI,COMARCA_PROCE_DESTI,PROVINCIA_PROCE_DESTI,TIPUS_MOVIMENT,POBLACIO
2013,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Berguedà,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,GUATEMALA                     ,GUATEMALA                     ,GUATEMALA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,SALAMANCA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,"GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ","GUINEA EQUATORIAL, LA         ",BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Segarra,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,LA RIOJA                      ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ALBACETE                      ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GUIPUZCOA                     ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,,CÁCERES                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,3
2013,HONDURES                      ,HONDURES                      ,HONDURES                      ,BAIXA PER EMIGRACIÓ           ,11
2013,ESPANYA                       ,Selva,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ALBACETE                      ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,HUELVA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,21
2013,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,7
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2013,"ÍNDIA, L                      ","ÍNDIA, L                      ","ÍNDIA, L                      ",BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,A CORUÑA                      ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GUIPUZCOA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Pallars Jussà,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ISRAEL                        ,ISRAEL                        ,ISRAEL                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ITÀLIA                        ,ITÀLIA                        ,ITÀLIA                        ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,JAÉN                          ,BAIXA PER EMIGRACIÓ           ,2
2013,"JAPÓ, EL                      ","JAPÓ, EL                      ","JAPÓ, EL                      ",BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,13
2013,ESPANYA                       ,Alt Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Garrigues,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,CUENCA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,5
2013,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,JAÉN                          ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,TERUEL                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Garrigues,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,CÁCERES                       ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2013,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Pallars Sobirà,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,LAS PALMAS                    ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Ribera d Ebre,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,Berguedà,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Tarragonès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Tarragonès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,Pallars Jussà,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,TOLEDO                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Alt Camp,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Tarragonès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Baix Camp,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Noguera,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,Alt Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,CIUDAD REAL                   ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,Alta Ribagorça,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Garrotxa,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,CASTELLÓN/CASTELLÓ            ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,SEGOVIA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Baix Ebre,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,11
2013,ESPANYA                       ,Baix Ebre,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,HUESCA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,LA RIOJA                      ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,LAS PALMAS                    ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,SALAMANCA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GUIPUZCOA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,ALAVA                         ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,VIZCAYA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,LEÓN                          ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,HUELVA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Garrigues,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,Alt Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,7
2013,ESPANYA                       ,Conca de Barberà,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Barcelonès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,119
2013,ESPANYA                       ,,JAÉN                          ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,LA RIOJA                      ,BAIXA PER EMIGRACIÓ           ,12
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,CÁDIZ                         ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,SANTA CRUZ DE TENERIFE        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,CÁCERES                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,LUGO                          ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Gironès,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Segrià,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,33
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,20
2013,ESPANYA                       ,Cerdanya,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Selva,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,5
2013,ESPANYA                       ,Selva,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,73
2013,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,17
2013,ESPANYA                       ,,CIUDAD REAL                   ,BAIXA PER EMIGRACIÓ           ,1
2013,MALAWI                        ,MALAWI                        ,MALAWI                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2013,ESPANYA                       ,,A CORUÑA                      ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Osona,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,5
2013,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,52
2013,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ZARAGOZA                      ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,1
2013,"MARROC, EL                    ","MARROC, EL                    ","MARROC, EL                    ",BAIXA PER EMIGRACIÓ           ,103
2013,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,16
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,213
2013,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,45
2013,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,CANTABRIA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,MELILLA                       ,BAIXA PER EMIGRACIÓ           ,9
2013,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,1
2013,MÈXIC                         ,MÈXIC                         ,MÈXIC                         ,BAIXA PER EMIGRACIÓ           ,9
2013,ESPANYA                       ,,MÁLAGA                        ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,,NAVARRA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Ribera d Ebre,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,HUELVA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,9
2013,ESPANYA                       ,Pla d Urgell,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,36
2013,ESPANYA                       ,,CASTELLÓN/CASTELLÓ            ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GUADALAJARA                   ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,LUGO                          ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2013,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,TERUEL                        ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,ZAMORA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,30
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,Cerdanya,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Osona,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2013,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Baix Penedès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,Baix Camp,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,5
2013,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,TERUEL                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ZARAGOZA                      ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,9
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,18
2013,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,MURCIA                        ,BAIXA PER EMIGRACIÓ           ,22
2013,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,A CORUÑA                      ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,Val d Aran,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,BADAJOZ                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Bages,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,Solsonès,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,NICARAGUA                     ,NICARAGUA                     ,NICARAGUA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,ZARAGOZA                      ,BAIXA PER EMIGRACIÓ           ,1
2013,NORUEGA                       ,NORUEGA                       ,NORUEGA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,SORIA                         ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,OURENSE                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Solsonès,LLEIDA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,TERUEL                        ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,27
2013,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,Garraf,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,Garrotxa,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,,JAÉN                          ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ALACANT/ALICANTE              ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,CASTELLÓN/CASTELLÓ            ,BAIXA PER EMIGRACIÓ           ,8
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,ASTURIAS                      ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,3
2013,"PAÏSOS BAIXOS, ELS            ","PAÏSOS BAIXOS, ELS            ","PAÏSOS BAIXOS, ELS            ",BAIXA PER EMIGRACIÓ           ,19
2013,ESPANYA                       ,,LAS PALMAS                    ,BAIXA PER EMIGRACIÓ           ,3
2013,"PAKISTAN, EL                  ","PAKISTAN, EL                  ","PAKISTAN, EL                  ",BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,5
2013,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,11
2013,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,18
2013,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,29
2013,ESPANYA                       ,Baix Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Baix Llobregat,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,7
2013,ESPANYA                       ,,NAVARRA                       ,BAIXA PER EMIGRACIÓ           ,4
2013,"PANAMÀ, EL                    ","PANAMÀ, EL                    ","PANAMÀ, EL                    ",BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
2013,"PARAGUAI, EL                  ","PARAGUAI, EL                  ","PARAGUAI, EL                  ",BAIXA PER EMIGRACIÓ           ,32
2013,ESPANYA                       ,Vallès Oriental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,9
2013,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,8
2013,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,ALMERÍA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,CIUDAD REAL                   ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,CANTABRIA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,CASTELLÓN/CASTELLÓ            ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,CÓRDOBA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Tarragonès,TARRAGONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,NAVARRA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,"PERÚ, EL                      ","PERÚ, EL                      ","PERÚ, EL                      ",BAIXA PER EMIGRACIÓ           ,21
2013,ESPANYA                       ,,ALBACETE                      ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,VALENCIA/VALÈNCIA             ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Anoia,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,8
2013,ESPANYA                       ,,SEVILLA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Maresme,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,15
2013,ESPANYA                       ,,GRANADA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,ZARAGOZA                      ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Ripollès,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,5
2013,ESPANYA                       ,,CÁCERES                       ,BAIXA PER EMIGRACIÓ           ,3
2013,ESPANYA                       ,,PONTEVEDRA                    ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Vallès Occidental,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,5
2013,POLÒNIA                       ,POLÒNIA                       ,POLÒNIA                       ,BAIXA PER EMIGRACIÓ           ,2
2013,ESPANYA                       ,,ILLES BALEARS                 ,BAIXA PER EMIGRACIÓ           ,6
2013,ESPANYA                       ,,LEÓN                          ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,Alt Empordà,GIRONA                        ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,PONTEVEDRA                    ,BAIXA PER EMIGRACIÓ           ,5
2013,ESPANYA                       ,,PONTEVEDRA                    ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,Alt Penedès,BARCELONA                     ,BAIXA PER EMIGRACIÓ           ,1
2013,PORTUGAL                      ,PORTUGAL                      ,PORTUGAL                      ,BAIXA PER EMIGRACIÓ           ,4
2013,ESPANYA                       ,,VIZCAYA                       ,BAIXA PER EMIGRACIÓ           ,1
2013,ESPANYA                       ,,MADRID                        ,BAIXA PER EMIGRACIÓ           ,1
