ID_ENTITAT,DESCRIPCIO,NOM,TELEFON,EMAIL,SIGLA,CARRER,NRO,BIS,ESCALA,PIS,PORTA,CODI_POSTAL,CIUTAT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,ATENCIO_CIUTADANA,URL,SECTOR,LOCALITZACIO
2052,Educació,Oficina Gestora d Ensenyament de la Generalitat,937 339 914,,CA,"RASA, DE LA",24,,,,,8221,TERRASSA,417683.1986,4602121.4508,417589.2161,4601917.2314,2.0116261,41.5646857,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2052,educacion,"(41.56468565340679, 2.011626089943924)"
15695,Societat i benestar,Oficina d Afers Socials i Famílies de Terrassa - Ca n Aurell,936 932 502     -  - 012 (informació) -  - 900 400 012 ( cita prèvia),,CA,DEL DOCTOR ULLÉS,98,,,,,8224,TERRASSA,417043.7356,4601823.4151,416949.7498,4601619.2001,2.0039991,41.5619354,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15695,sociedad-bienestar,"(41.56193541154506, 2.003999137359236)"
1994,Societat i benestar,Oficina d Afers Socials i Famílies de Terrassa - Les Arenes,937 851 113     -  - 012 (informació) -  - 900 400 012 (cita prèvia),obs_terrassa.benestar@gencat.net,CA,DEL MATAGALLS,1,,,,,8227,TERRASSA,419584.1530,4602973.9328,419490.1799,4602769.7003,2.0343074,41.5725567,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1994,sociedad-bienestar,"(41.572556743500286, 2.034307358451843)"
11054,Sector público,Oficina d Atenció Ciutadana de Can Parellada - OAC,937 869 150     -  - 937 397 000,,CA,D AMÈRICA,33,,,,,8228,TERRASSA,420159.3438,4599033.5625,420065.3417,4598829.3196,2.0417297,41.5371270,T,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=11054,sector-publico,"(41.537126992538724, 2.041729666712798)"
15492,Sector público,Oficina d Atenció Ciutadana de Plaça Didó - OAC,937 397 000,,PL,DIDÓ,5,,,,,8221,TERRASSA,417559.2813,4602032.7500,417465.2979,4601828.5314,2.0101523,41.5638740,T,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15492,sector-publico,"(41.56387403706012, 2.0101523132364787)"
136,Sector público,Oficina d Atenció Ciutadana del Districte 2 - OAC,937 397 411     -  - 937 397 000,,AV,"BARCELONA, DE",180,,,,,8222,TERRASSA,418993.4901,4602089.4776,418899.5093,4601885.2483,2.0273429,41.5645316,T,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=136,sector-publico,"(41.56453160843294, 2.0273429012024735)"
137,Sector público,Oficina d Atenció Ciutadana del Districte 3 - OAC,937 869 159     -  - 937 397 000,,PL,DE CAN PALET,1,,,,,8223,TERRASSA,418734.5561,4601126.5615,418640.5676,4600922.3326,2.0243682,41.5558332,T,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=137,sector-publico,"(41.55583323098013, 2.024368236921313)"
138,Sector público,Oficina d Atenció Ciutadana del Districte 4 - OAC,937 333 098     -  - 937 397 000,,AV,"ÀNGEL SALLENT, D ",55,,,,,8224,TERRASSA,416707.3125,4601333.9375,416613.3225,4601129.7243,2.0000330,41.5574922,T,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=138,sector-publico,"(41.557492182599404, 2.0000330010473077)"
139,Sector público,Oficina d Atenció Ciutadana del Districte 5 - OAC,937 342 603       -  - 937 397 000,,PL,"CULTURA, DE LA",5,,,,,8225,TERRASSA,417257.8125,4603485.7500,417163.8396,4603281.5360,2.0063369,41.5769286,T,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=139,sector-publico,"(41.576928598112545, 2.0063368911843744)"
134,Sector público,Oficina d Atenció Ciutadana del Districte 6 - OAC,937 357 438     -  - 937 397 000,,RM,DE FRANCESC MACIÀ,189,,,,,8226,TERRASSA,418810.6276,4603495.5026,418716.6572,4603291.2768,2.0249598,41.5771758,T,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=134,sector-publico,"(41.57717578227284, 2.0249598113124114)"
16095,Justícia,Oficina d Atenció al Ciutadà dels Jutjats de Terrassa,936 932 900    - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia),,RB,"PARE ALEGRE, DEL",112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16095,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
11588,Sector público,Oficina d Intervenció d armes de la Guàrdia Civil,937 805 555,b-pto-terrasa-ia@guardiacivil.org,AV,DE LES GLÒRIES CATALANES,3,,,,,8223,TERRASSA,419053.9544,4601412.4940,418959.9686,4601208.2631,2.0281593,41.5584408,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=11588,sector-publico,"(41.558440771551574, 2.0281592636943304)"
12974,Educació,Oficina de Gestió Empresarial - OGE Terrassa,937 339 833,tramitacions@cambraterrassa.es,CA,"BLASCO DE GARAY, DE",29,,,,,8224,TERRASSA,417226.1781,4601554.8212,417132.1905,4601350.6044,2.0062239,41.5595354,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12974,educacion,"(41.55953536844682, 2.006223850288348)"
2715,Transport,Parc de Carreteres de la Generalitat de Catalunya,937 860 045,mcosu@gencat.net,DS,MANCOMUNITAT,4,,,,,8227,TERRASSA,421555.0146,4600861.9391,421461.0285,4600657.6884,2.0582203,41.5537318,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2715,transporte,"(41.55373178177485, 2.0582202708464084)"
4624,Transport,Parking Inversiones Privadas SA,937 850 964     - ,,CA,DE TOPETE                               ,35,,,,,8221,TERRASSA                                ,418121.4723,4601738.3912,418027.4875,4601534.1679,2.0169339,41.5612808,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4624,transporte,"(41.56128083199155, 2.016933941168718)"
2996,Transport,Parking La Rasa,937 806 737,,CA,"RASA, DE LA",69,,,BA,,8221,TERRASSA,417514.5103,4602044.3768,417420.5269,4601840.1586,2.0096138,41.5639741,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2996,transporte,"(41.563974128058796, 2.0096138480137724)"
3729,Transport,Parking Passeig,937 841 634,,PS,DEL COMTE D ÈGARA,11,,,,,8221,TERRASSA,418007.1812,4601965.3153,417913.1980,4601761.0932,2.0155325,41.5633128,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=3729,transporte,"(41.563312801284816, 2.0155324823066865)"
4642,Esports,Pavelló Municipal d Halterofilia,937 317 615,,AV,"VALLÈS, DEL",453,,,,,8226,TERRASSA,419191.7438,4603313.2312,419097.7726,4603109.0022,2.0295555,41.5755729,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4642,deporte,"(41.57557288591798, 2.029555451213411)"
6383,Transport,Pesmo SL,937 892 268     - ,,CA,DE GIRALT I SERRÀ,18,,,BA,L3 ,8221,TERRASSA,417249.1250,4602570.5625,417155.1452,4602366.3471,2.0063589,41.5686855,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=6383,transporte,"(41.56868552214586, 2.0063589413684877)"
14158,Esports,Piscina Municipal de Les Arenes,937 316 786,,CA,"TIBIDABO, DEL",60,,,,,8227,TERRASSA,419977.4878,4602779.4537,419883.5138,4602575.2180,2.0390506,41.5708447,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=14158,deporte,"(41.57084474663201, 2.0390506085253013)"
18334,Esports,Piscina Municipal del Parc de Vallparadís,937 397 419,,P ,EL LLAC DE VALLPARADÍS,5,,,,,8222,TERRASSA,418403.5519,4601350.9185,418309.5646,4601146.6925,2.0203690,41.5578201,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=18334,deporte,"(41.55782008210402, 2.020369016349816)"
16661,Esports,Pista Poliesportiva Can Jofresa,,,CA,DE VIC,15,,,,,8223,TERRASSA,418194.2715,4600370.6089,418100.2765,4600166.3830,2.0179932,41.5489700,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16661,deporte,"(41.54896996287031, 2.0179932327185965)"
799,Esports,Pista Poliesportiva Can Parellada - Les Fonts,,,CA,"SANT ANDREU, DE",2,,,,,8228,TERRASSA,419743.6250,4598724.3750,419649.6199,4598520.1347,2.0367879,41.5343008,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=799,deporte,"(41.534300801218706, 2.036787914924037)"
14998,Esports,Pista Poliesportiva Coberta de Can Parellada,937 844 442 -  - 696 155 253,cdcanparellada@yahoo.es,CA,D EUROPA,8,,,,,8228,TERRASSA,420265.3750,4599366.4375,420171.3756,4599162.1943,2.0429564,41.5401355,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=14998,deporte,"(41.54013549175605, 2.0429564486132605)"
1461,Esports,Pista Poliesportiva Montserrat,937 314 552 (AV Montserrat),,CA,"BADAJOZ, DE",2,,,,,8227,TERRASSA,419553.0028,4601569.9387,419459.0190,4601365.7043,2.0341220,41.5599091,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1461,deporte,"(41.559909120973934, 2.0341219947547597)"
4718,Esports,Pista Poliesportiva Vallparadís,,,CA,"SALMERÓN, DE",43,,,,,8222,TERRASSA,418374.7154,4602204.2942,418280.7346,4602000.0697,2.0199072,41.5655027,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4718,deporte,"(41.56550268330709, 2.0199072033807073)"
6482,Esports,Pista Poliesportiva Vilardell,,,CA,"PAMPLONA, DE",2,,,,,8227,TERRASSA,419893.4267,4601489.9290,419799.4428,4601285.6919,2.0382146,41.5592227,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=6482,deporte,"(41.55922274019256, 2.038214616866911)"
2151,Esports,Pista Poliesportiva de Can Tusell,937 352 876,,AV,"BÉJAR, DE",245,,,,,8226,TERRASSA,418293.9278,4603849.3079,418199.9593,4603645.0866,2.0187144,41.5803095,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2151,deporte,"(41.580309470730306, 2.0187143588504357)"
6484,Esports,Pistes Poliesportives de Can Palet II,,,CA,"TÚRIA, DEL",3,,,,,8223,TERRASSA,419206.7520,4600903.7528,419112.7626,4600699.5200,2.0300598,41.5538745,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=6484,deporte,"(41.55387446458482, 2.03005984094687)"
16667,Esports,Pistes de Petanca de Can Boada,,,CM,DE CAN BOADA,20,,,,,8225,TERRASSA,416323.7774,4602708.7456,416229.7972,4602504.5375,1.9952427,41.5698336,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16667,deporte,"(41.56983361845114, 1.9952426670393306)"
16663,Esports,Pistes de Petanca de Can Jofresa,,,CR,DE RUBÍ,299,,,,,8223,TERRASSA,418090.2894,4600264.9134,417996.2934,4600060.6881,2.0167610,41.5480074,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16663,deporte,"(41.54800741618373, 2.016761039276222)"
16691,Esports,Pistes de Petanca de Sant Llorenç,,,CA,DEL MONTCAU,18,,,,,8227,TERRASSA,419249.9356,4603803.9953,419155.9682,4603599.7667,2.0301873,41.5799986,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16691,deporte,"(41.579998618833926, 2.0301873032010724)"
16670,Esports,Pistes de Petanca del Pla del Bonaire,,,CA,DE SABADELL,6,,,,,8225,TERRASSA,418067.3813,4604148.2643,417973.4147,4603944.0452,2.0159562,41.5829787,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16670,deporte,"(41.5829786652722, 2.015956203034512)"
16670,Esports,Pistes de Petanca del Pla del Bonaire,,,CA,DE SABADELL,6,,,,,8225,TERRASSA,418074.5938,4604068.8750,417980.6266,4603864.6557,2.0160536,41.5822644,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16670,deporte,"(41.582264424566276, 2.0160535643259605)"
1456,Seguretat,Policia Nacional,060 (informació)  - 937 869 050 (Comissaria de Terrassa) -  - ,,CA,DE BALDRICH,1,,,,,8221,TERRASSA,417937.6250,4601685.1875,417843.6395,4601480.9655,2.0147367,41.5607828,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1456,seguridad,"(41.560782820072426, 2.014736711958669)"
1457,Esports,Poliesportiu Municipal de Ca n Anglada,937 863 101,servei.esports@terrassa.cat,CA,"DR. AYMERICH I GILABERTÓ, DEL",136,,,,,8222,TERRASSA,419425.3009,4602340.1288,419331.3227,4602135.8966,2.0324873,41.5668327,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1457,deporte,"(41.566832651921175, 2.032487349608158)"
1458,Esports,Poliesportiu Municipal de La Maurina,937 807 543,servei.esports@terrassa.cat,CA,"SARDENYA, DE",32,,,,,8224,TERRASSA,416145.4267,4601890.1537,416051.4400,4601685.9457,1.9932182,41.5624427,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1458,deporte,"(41.56244270366628, 1.9932181934523243)"
3260,Esports,Poliesportiu Municipal de Les Arenes,937 837 683,servei.esports@terrassa.cat,CA,"SIERRA NEVADA, DE",57,,,,,8227,TERRASSA,420003.0000,4602897.2500,419909.0269,4602693.0142,2.0393409,41.5719082,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=3260,deporte,"(41.57190818559152, 2.039340863305094)"
1463,Esports,Poliesportiu Municipal de Sant Llorenç,937 863 001,,CA,"CASTELLSAPERA, DEL",7,,,,,8227,TERRASSA,419345.6252,4603437.2028,419251.6552,4603232.9729,2.0313844,41.5767049,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1463,deporte,"(41.57670493456224, 2.031384378886587)"
15377,Transport,Pàrquing Vapor Gran,937 835 386,,CA,DE BALDRICH,22,,,BA,1  ,8221,TERRASSA,417923.0431,4601610.8098,417829.0571,4601406.5878,2.0145720,41.5601115,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15377,transporte,"(41.5601114741455, 2.014572032798718)"
15174,Transport,Párking Segle XXI,937 312 713,,CA,"PRIM, DE",90,,,BA,1  ,8223,TERRASSA,418096.2373,4601260.9282,418002.2489,4601056.7044,2.0166965,41.5569782,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15174,transporte,"(41.5569781920204, 2.016696494695601)"
7632,Comerç,Recinte Firal de Terrassa,937 397 000,,PS,"VINT-I-DOS DE JULIOL, DEL",265,,,,,8225,TERRASSA,417371.8438,4602752.5000,417277.8656,4602548.2840,2.0078056,41.5703368,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=7632,comercio,"(41.570336753436884, 2.0078055642088746)"
1479,Justícia,Registre Civil,936 932 911    -  - 902 007 214 (telèfon d atenció al ciutadà del Ministerio de Justicia),registrocivil.terrassa@justicia.es,RB,"PARE ALEGRE, DEL",112,,,,,8224,TERRASSA,417442.5793,4600564.0600,417348.5846,4600359.8401,2.0089549,41.5506349,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1479,legislacion-justicia,"(41.55063492459233, 2.0089548600969827)"
2315,Justícia,Registre de la Propietat Número 1,937 832 122,,CA,"PUIG NOVELL, DEL",14,,,,,8221,TERRASSA,417873.3064,4601839.6370,417779.3220,4601635.4158,2.0139443,41.5621672,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2315,legislacion-justicia,"(41.5621671907187, 2.013944344321132)"
12283,Justícia,Registre de la Propietat Número 2,937 336 659,,CA,DE LA INDEPENDÈNCIA,1,,,LO,6  ,8225,TERRASSA,417945.3490,4602842.1017,417851.3723,4602637.8815,2.0146711,41.5712028,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12283,legislacion-justicia,"(41.571202818071086, 2.0146711341205075)"
12283,Justícia,Registre de la Propietat Número 2,937 336 659,,CA,DE LA INDEPENDÈNCIA,1,,,LO,6  ,8225,TERRASSA,417908.0982,4602752.1676,417814.1208,4602547.9475,2.0142367,41.5703890,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12283,legislacion-justicia,"(41.570389042644535, 2.0142366996296532)"
2332,Justícia,Registre de la Propietat Número 3,937 837 433,,CA,"PUIG NOVELL, DEL",14,,,,,8221,TERRASSA,417873.3064,4601839.6370,417779.3220,4601635.4158,2.0139443,41.5621672,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=2332,legislacion-justicia,"(41.5621671907187, 2.013944344321132)"
15674,Justícia,Registre de la Propietat Número 5,937 848 460,,PS,DEL VAPOR GRAN,29,,,2 ,E  ,8221,TERRASSA,417852.1600,4601634.3294,417758.1740,4601430.1080,2.0137189,41.5603160,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15674,legislacion-justicia,"(41.56031600971962, 2.0137188742837613)"
1512,Cultura i lleure,Sala Muncunill,937 832 711 (Cultura)   -  - 937 397 080 (Sala),,PL,DIDÓ,3,,,,,8221,TERRASSA,417574.3624,4602036.1804,417480.3790,4601831.9617,2.0103327,41.5639065,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1512,cultura-ocio,"(41.56390648706584, 2.0103326857101815)"
15578,Educació,Servei Educatiu del Vallès Occidental 2,937 353 056     - 937 353 630,,CA,D ALCOI,57,,,,,8225,TERRASSA,417589.0566,4603715.7170,417495.0860,4603511.5008,2.0102782,41.5790339,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=15578,educacion,"(41.57903392664248, 2.0102781714706963)"
12359,Societat i benestar,Servei d Allotjament d Urgència - SAU,937 805 555,,AV,"GLÒRIES CATALANES, DE LES",3,,,,,8223,TERRASSA,419053.9544,4601412.4940,418959.9686,4601208.2631,2.0281593,41.5584408,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=12359,sociedad-bienestar,"(41.558440771551574, 2.0281592636943304)"
1180,Ocupació,Servei d Ocupació de Catalunya - SOC (Oficina Terrassa),"937 336 590     - 937 336 596 (informació prestacions, atur) - 937 336 592 (informació ofertes de treball) - 937 336 593 (informació ofertes de treball)    - 937 336 595 (informació contractes laborals)",otg_edison.soc@gencat.cat,CA,"EDISON, D ",15,,,,,8224,TERRASSA,417041.3741,4601125.0600,416947.3830,4600920.8440,2.0040673,41.5556458,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1180,empleo,"(41.55564577137252, 2.0040673291234374)"
6537,Societat i benestar,Serveis de Valoració i Orientació a Persones amb Discapacitat de Terrassa (CAD Terrassa),937 858 300,cadterrassa.tsf@gencat.cat,CA,"PRAT DE LA RIBA, DE",32,,,BA,1  ,8222,TERRASSA,418485.6875,4602137.8750,418391.7063,4601933.6496,2.0212470,41.5649158,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=6537,sociedad-bienestar,"(41.564915837262014, 2.0212469746429798)"
17860,Ocupació,Servicio Público de Empleo Estatal - SEPE,937 336 590     - 901 119 999 (informació del Servicio Público Estatal i sol.licitud de certificats)    - 901 010 210 (sol.licitud de cita prèvia per gestions relacionades amb les prestacions d atur) - ,,CA,"EDISON, D ",15,,,,,8224,TERRASSA,417041.3741,4601125.0600,416947.3830,4600920.8440,2.0040673,41.5556458,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=17860,empleo,"(41.55564577137252, 2.0040673291234374)"
14074,Cultura i lleure,Taketonbo,937 848 390,,CA,DE FARADAY,98,,,,,8224,TERRASSA,417003.0487,4601432.5058,416909.0599,4601228.2905,2.0035653,41.5584107,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=14074,cultura-ocio,"(41.558410654137035, 2.003565309815803)"
1470,Cultura i lleure,Teatre Principal,937 338 140    -  - 937 832 711 (Cultura),caet@terrassa.cat,PL,"MARAGALL, DE",2,,,,,8221,TERRASSA,417813.7813,4602096.8125,417719.7988,4601892.5921,2.0131954,41.5644772,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=1470,cultura-ocio,"(41.564477201630936, 2.01319535521956)"
3464,Societat i benestar,Tresoreria General de la Seguretat Social Núm. 21,937 362 980     -  - 901 502 050 (informació i tràmits),barcelona.administracion21.tgss@seg-social.es,CR,"CASTELLAR, DE",6,,,,,8222,TERRASSA,418628.1220,4602127.9522,418534.1410,4601923.7257,2.0229563,41.5648410,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=3464,sociedad-bienestar,"(41.56484098950538, 2.02295634391214)"
4383,Transport,Turmo SL I,937 839 810   - 937 833 088 - ,info@caravanasturmo.com,CR,"CASTELLAR, DE",290,,,,,8226,TERRASSA,419111.5457,4602852.2774,419017.5709,4602648.0483,2.0286557,41.5714134,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4383,transporte,"(41.57141339254586, 2.0286557428337924)"
4428,Esports,Zona Esportiva Municipal Can Jofresa,937 834 525 -  - 650 492 522,servei.esports@terrassa.cat,CA,"BADALONA, DE",6,,,,,8223,TERRASSA,418430.1260,4600277.7824,418336.1306,4600073.5545,2.0208334,41.5481581,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=4428,deporte,"(41.54815805853122, 2.02083342567359)"
16512,Esports,Àrea Olímpica Municipal de Terrassa,937 353 160,,AV,DE L ABAT MARCET,200,,,BA,,8225,TERRASSA,417459.8547,4603259.3007,417365.8804,4603055.0848,2.0087913,41.5749101,F,https://aoberta.terrassa.cat/oficines/infoEntitat.jsp?id=16512,deporte,"(41.57491010047406, 2.008791310852221)"
