NOM,ADRECA,CODI_POSTAL,DISTRICTE,TELEFON,ADR_WEB,EMAIL,DESCRIPCIO_AMBIT,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,TERRITORI,LOCALITZACIO
ASSOCIACIO 4 X 4 SENSE FRONTERES        ,"RN DE PONENT, 168 , 1-2          ",08225,5,639549071,,sensefronteres4x4@menta.net                                                     ,CULTURALS                               ,416841.1462,4603003.6170,416747.1690,4602799.4054,2.0014063,41.5725432,LOCAL                                   ,"(41.57254324559062, 2.0014063237701496)"
GRUP DE DONES DE CAN TUSELL             ,"CA DEL GREGAL, 4 ",08226,6,937351098,,,PROMOCIÓ DE LA DONA                     ,418307.8435,4604185.1332,418213.8776,4603980.9123,2.0188355,41.5833353,DISTRICTE 6                             ,"(41.58333534266342, 2.018835516182149)"
ASS.  DJ S I ACTIV. CREATIVES K L SOCIS ,"CA D OURENSE, 40 , 2-4          ",08227,2,660952133,,klsocis@klsocis.com                                                             ,OCI I TEMPS LLIURE                      ,420052.2028,4601793.7837,419958.2214,4601589.5459,2.0400780,41.5619752,LOCAL                                   ,"(41.56197518691967, 2.040077974298791)"
CORAL ROSSINYOL DE TERRASSA             ,"CA DE L ALCALDE PARELLADA, 2 , BA           ",08222,1,609352982,coralrossinyol.terrassa.net                                                     ,amelabcn@gmail.com                                                              ,CULTURALS                               ,418259.5000,4602451.6875,418165.5209,4602247.4643,2.0184919,41.5677189,LOCAL                                   ,"(41.567718939229934, 2.0184918704172214)"
FUNDACION ADRA                          ,"PS DEL VINT-I-DOS DE JULIOL, 544 ",08222,1,634501466,terrassa.adventista.es                                                          ,terrassa@adventista.es                                                          ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",418319.6250,4602629.8750,418225.6473,4602425.6516,2.0191886,41.5693299,LOCAL                                   ,"(41.56932985167243, 2.0191886412212683)"
ASSOCIACIÓ CULTURA I SOLIDARITAT        ,"PS DEL VINT-I-DOS DE JULIOL, 544 ",08222,1,937843376,,,CULTURALS                               ,418319.6250,4602629.8750,418225.6473,4602425.6516,2.0191886,41.5693299,LOCAL                                   ,"(41.56932985167243, 2.0191886412212683)"
ADRA                                    ,"PS DEL VINT-I-DOS DE JULIOL, 544 ",08222,1,937843376,www.adra-es.org                                                                 ,adra@adra-es.org                                                                ,"SOLIDARITAT, PAU I DRETS HUMANS         ",418319.6250,4602629.8750,418225.6473,4602425.6516,2.0191886,41.5693299,LOCAL                                   ,"(41.56932985167243, 2.0191886412212683)"
CLUB UNION DEPORTIVA 16 SETEMBRE        ,"CA DE LA RIOJA, 2-A , BA-LO        ",08227,2,,,,ESPORTIVES                              ,419941.2188,4601430.6875,419847.2345,4601226.4499,2.0387956,41.5586940,DISTRICTE 2                             ,"(41.55869399385315, 2.0387955760391083)"
A.V.  16 SEPTIEMBRE POLIGONO VILARDELL  ,"CA DE LA RIOJA, 2-A ",08227,2,937311825,,avvvilardell@hotmail.com                                                        ,VEÏNALS                                 ,419941.2188,4601430.6875,419847.2345,4601226.4499,2.0387956,41.5586940,DISTRICTE 2                             ,"(41.55869399385315, 2.0387955760391083)"
DONES AMB EMPENTA DE VILARDELL          ,"CA DE LA RIOJA, 2-A , BA-LO        ",08227,2,,,donesambempentavilardell@gmail.com                                              ,PROMOCIÓ DE LA DONA                     ,419941.2188,4601430.6875,419847.2345,4601226.4499,2.0387956,41.5586940,DISTRICTE 2                             ,"(41.55869399385315, 2.0387955760391083)"
EL AMIGO DEL ENFERMO                    ,"CA DEL DR. CABANES, 27 ",08221,1,937885128,,,SALUT I SÒCIO-ASSISTENCIALS             ,417446.8125,4601567.0000,417352.8254,4601362.7816,2.0088677,41.5596679,LOCAL                                   ,"(41.55966787149841, 2.008867713662488)"
FUNDACIO BUSQUETS DE SANT VICENÇ DE PAUL,"CA DEL DR. CABANES, 27 ",08221,1,937881523,www.fundaciobusquets.org                                                        ,albert@fundaciobusquets.org                                                     ,SALUT I SÒCIO-ASSISTENCIALS             ,417446.8125,4601567.0000,417352.8254,4601362.7816,2.0088677,41.5596679,LOCAL                                   ,"(41.55966787149841, 2.008867713662488)"
ASS PROCÉS CONSTITUENT TERRASSA         ,"DS PLA DE LA GUITARD, 5 ",08224,4,937807270,www.procesconstituent-terrassa.cat                                              ,terrassa@procesconstituent.cat                                                  ,POLÍTIQUES I SINDICALS                  ,417292.3033,4600561.3454,417198.3083,4600357.1266,2.0071536,41.5505949,LOCAL                                   ,"(41.5505949442446, 2.0071535823660436)"
A.INQUILINS I PROPIETARIS DE VALLPARADIS,"CA DE SALMERÓN, 70  Esc.P, 1      ",08222,1,937835590,,,ASSOC. DE PROPIETARIS I SIMILARS        ,418412.3125,4602289.5000,418318.3324,4602085.2754,2.0203465,41.5662739,DISTRICTE 1                             ,"(41.56627389048375, 2.0203464735683823)"
A.V.VALLPARADIS                         ,"CA DE SALMERÓN, 70 , BA           ",08222,1,637528514,www.vallparadis.cat                                                             ,vallparadis@vallparadis.cat                                                     ,VEÏNALS                                 ,418412.3125,4602289.5000,418318.3324,4602085.2754,2.0203465,41.5662739,DISTRICTE 1                             ,"(41.56627389048375, 2.0203464735683823)"
ASSOCIACIO DE COMERCIANTS VALLPARADIS   ,"CA DE SALMERÓN, 70 , LO-2         ",08222,1,,,,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",418412.3125,4602289.5000,418318.3324,4602085.2754,2.0203465,41.5662739,DISTRICTE 1                             ,"(41.56627389048375, 2.0203464735683823)"
CLUB FERROVIARI DE TERRASSA             ,"PA DE VENÈCIA, 2-B , SO-1         ",08222,1,,www.terrassatrens.cat                                                           ,info@terrassatrens.cat                                                          ,CULTURALS                               ,418475.0938,4602311.2500,418381.1139,4602107.0249,2.0210964,41.5664762,LOCAL                                   ,"(41.566476180138814, 2.021096385026072)"
ASSOCIACIO A FAVOR DISCAPACITATS LA OKA ,"CA DE PRAT DE LA RIBA, 112 , LO-1         ",08222,1,630258629,,associaciolaoka@gmail.com                                                       ,SALUT I SÒCIO-ASSISTENCIALS             ,418566.6871,4602490.6065,418472.7087,4602286.3810,2.0221704,41.5681008,LOCAL                                   ,"(41.56810081373803, 2.0221704244808363)"
ASSOCIACIO EGARA CIVITAS                ,"CA DE SEVILLA, 123 , BA-1         ",08226,6,639764008,,egaracivitas@gmail.com                                                          ,CULTURALS                               ,419353.0000,4602977.0000,419259.0265,4602772.7693,2.0315347,41.5725611,LOCAL                                   ,"(41.5725610641909, 2.031534706919997)"
FUNDACIO MAIN                           ,"AV DE BARCELONA, 216 ",08222,2,,www.fundaciomain.org                                                            ,fundaciomain@fundaciomain.org                                                   ,EDUCATIVES I FORMATIVES                 ,418973.1624,4602221.8947,418879.1826,4602017.6657,2.0270813,41.5657221,LOCAL                                   ,"(41.56572210447576, 2.0270812606511592)"
A. MINISTERIO INTERCONT. AYUDA NECESIDAD,"CR DE CASTELLAR, 23 , 2-3          ",08222,1,937318263,,virginiaikuga@yahoo.es                                                          ,SALUT I SÒCIO-ASSISTENCIALS             ,418610.2695,4602139.1974,418516.2885,4601934.9710,2.0227407,41.5649404,LOCAL                                   ,"(41.56494044617905, 2.022740738198207)"
A. POST-SCRIPTUM RADIO                  ,"CA DEL PINTOR CASAS, 62 , BA-2         ",08227,6,,,,COMUNICACIÓ                             ,420257.9138,4602863.5296,420163.9409,4602659.2919,2.0424025,41.5716300,LOCAL                                   ,"(41.57162998286568, 2.0424025279942444)"
A. NATURALISTA DEFENSA DEL ARBOL (ANDA) ,"CA DE SITGES, 3 ",08223,3,,,andaterrassa@hotmail.com                                                        ,MEDI AMBIENT                            ,417637.9688,4600809.4375,417543.9762,4600605.2165,2.0112637,41.5528650,LOCAL                                   ,"(41.55286495839784, 2.01126372327809)"
PROTECTORA D ANIMALS DESAELMOLI         ,"CA DE MOISÈS, 2-B , BA           ",08224,4,617380052,www.desaelmoli.org                                                              ,desaelmoli@desaelmoli.org                                                       ,MEDI AMBIENT                            ,416499.7876,4601787.4758,416405.8007,4601583.2649,1.9974817,41.5615551,LOCAL                                   ,"(41.56155509256707, 1.997481651818014)"
APA  COLEGIO  AIRINA                    ,"CA DEL NORD, 67 ",08221,1,937834555,www.institucio.org/airina                                                       ,ampa.airina@institucio.org                                                      ,EDUCATIVES I FORMATIVES                 ,417835.8750,4602390.9375,417741.8947,4602186.7174,2.0134200,41.5671284,DISTRICTE 1                             ,"(41.567128371557246, 2.0134200209159814)"
A.RECREATIVA CULT.BACAREÑOS EN CATALUNYA,"CA DEL PINTOR TORRAS, 132 , 1            ",08224,4,937888787,,,CULTURALS                               ,417124.6563,4601039.9375,417030.6647,4600835.7207,2.0050776,41.5548878,LOCAL                                   ,"(41.55488779552283, 2.0050776211073256)"
CASA ARGENTINA MARTIN FIERRO            ,"CA DEL PINTOR VANCELLS, 191 , 2-2          ",08225,5,937358682,,CASAARG_MARTINFIERRO@hotmail.com                                                ,CULTURALS                               ,418072.0625,4603462.1250,417978.0907,4603257.9048,2.0161061,41.5767998,LOCAL                                   ,"(41.576799766447316, 2.016106096793302)"
AS ECUATORIANOS RESIDENTES EN TERRASSA  ,"CA DE TARRAGONA, 74 , EN-3         ",08226,6,649493673,,aserta2010@hotmail.com                                                          ,CULTURALS                               ,418455.7813,4603338.3125,418361.8092,4603134.0892,2.0207252,41.5757240,LOCAL                                   ,"(41.5757239744289, 2.0207251886330932)"
COMANCHEROS MOTORCLUB CATALUNYA         ,"CA DE TÀRREGA, 24 , BA           ",08227,6,937318507,www.comancherosmc.com                                                           ,barbaro456@hotmail.com                                                          ,CULTURALS                               ,419520.3055,4603283.9953,419426.3346,4603079.7638,2.0335000,41.5753428,LOCAL                                   ,"(41.57534275782157, 2.0335000281683526)"
ASSOCIACIO CULTURAL ANNA MURIA          ,"CA DE TERQUE, 76 ",08225,5,937802118,,,CULTURALS                               ,416970.5938,4603769.8125,416876.6227,4603565.6011,2.0028527,41.5794571,DISTRICTE 5                             ,"(41.57945705381318, 2.002852720286144)"
THOIC TALLER HOLISTICO DE INVESTIGACION ,"CA DE TOPETE, 98 , BA-LO        ",08221,1,937856047,,,CULTURALS                               ,418141.0000,4601601.1250,418047.0142,4601396.9014,2.0171868,41.5600466,LOCAL                                   ,"(41.5600466068047, 2.017186816752651)"
TERRASSA RESPON                         ,"CA DE LA SOCIETAT, 6 ",08221,1,622789599,,terrassarespon@gmail.com                                                        ,CULTURALS                               ,417941.7727,4602319.0583,417847.7921,4602114.8373,2.0146998,41.5664919,LOCAL                                   ,"(41.566491908239065, 2.0146997781595903)"
SOCIEDAD DE PESCADORES DEPORTIVOS EGARA ,"CA DEL PLA DE L AMETLLERA, 111 , LO-4         ",08225,5,,usuarios.multimania.es/spdegara/                                                ,spescadorsesportiusegara@gmail.com                                              ,ESPORTIVES                              ,417608.7266,4603029.1197,417514.7508,4602824.9023,2.0106084,41.5728525,DISTRICTE 6                             ,"(41.57285245818006, 2.010608414521975)"
ASSOC. DE LA XARXA SOLIDARITAT POPULAR  ,"CA DE PRAT DE LA RIBA, 106 , LO-1         ",08222,1,610282984,,xsp.terrassa@gmail.com                                                          ,SALUT I SÒCIO-ASSISTENCIALS             ,418565.3125,4602471.6250,418471.3340,4602267.3995,2.0221565,41.5679297,LOCAL                                   ,"(41.567929725340775, 2.0221565161330726)"
COOPERATIVA CONSUM POPULAR ELS AMICS    ,"CA DEL TORRENT, 146 ",08225,5,937802888,,"tramits@gestcoop.cat,                                                           ",SALUT I SÒCIO-ASSISTENCIALS             ,417067.8750,4602859.9375,416973.8971,4602655.7240,2.0041453,41.5712728,LOCAL                                   ,"(41.57127283891952, 2.004145341416444)"
C.CULTURAL UNION EXTREMEÑA DE TERRASSA  ,"CA DE TORTOSA, 21  Esc.B, BA-1   ",08227,6,629353672,,,CULTURALS                               ,419803.0726,4603007.6361,419709.1001,4602803.4020,2.0369284,41.5728823,LOCAL                                   ,"(41.57288228594096, 2.0369283785408028)"
CORAL NOVA ÈGARA                        ,"CA DE MIQUEL VIVES, 26 , 3-3          ",08222,1,937311783,www.novaegara.tk                                                                ,,CULTURALS                               ,418515.8242,4601962.1398,418421.8417,4601757.9139,2.0216322,41.5633362,LOCAL                                   ,"(41.56333623064159, 2.0216322237337074)"
LINIA-22 HOCKEY CLUB                    ,"CA DE RAMÓN Y CAJAL, 35 , 2-3          ",08222,1,,www.linia22.cat                                                                 ,info@linia22.cat                                                                ,ESPORTIVES                              ,418716.0910,4601997.9861,418622.1091,4601793.7587,2.0240288,41.5636795,LOCAL                                   ,"(41.563679460677406, 2.024028839057127)"
X RIDERS CLUB ESPORTIU BIKE             ,"CR DE MATADEPERA, 295 , 3-2          ",08225,5,683407943,www.xridercercleegarenc.com                                                     ,vargeiser@gmail.com                                                             ,ESPORTIVES                              ,418144.2700,4603659.0507,418050.2998,4603454.8302,2.0169453,41.5785807,LOCAL                                   ,"(41.578580686210856, 2.0169452625795214)"
FUNDACIO TERRASSA FUTBOL CLUB  1906     ,"CA DELS JOCS OLÍMPICS, 10 ",08225,5,,www.terrassafc.com                                                              ,oficina@terrassafc.com                                                          ,ESPORTIVES                              ,417585.2765,4603405.1251,417491.3035,4603200.9085,2.0102755,41.5762363,LOCAL                                   ,"(41.57623634584022, 2.010275513509204)"
"ZINHEZBA, ASSOCIACIO CULTURAL           ","CA DE RAMON LLULL, 122 , 2-1          ",08224,4,679116264,www.zinhezba.org                                                                ,nieves@zinhezba.org                                                             ,"SOLIDARITAT, PAU I DRETS HUMANS         ",416828.6875,4601552.0000,416734.6993,4601347.7862,2.0014581,41.5594687,LOCAL                                   ,"(41.55946869420774, 2.001458099143047)"
ACRI (ASSOC. CRIANÇA RESPECTUOSA INFANT),"CA DE RAMON LLULL, 130 ",08224,4,937894504,,mardepeixos@yahoo.es                                                            ,EDUCATIVES I FORMATIVES                 ,416817.2188,4601589.3750,416723.2309,4601385.1614,2.0013154,41.5598041,LOCAL                                   ,"(41.559804100030156, 2.0013154038287575)"
CONSELL DE LA JOVENTUT DE TERRASSA      ,"CA DE RAMON LLULL, 130 ",08224,4,937887947,,consell-joventut-terrassa@yahoogroups.com                                       ,JUVENILS                                ,416817.2188,4601589.3750,416723.2309,4601385.1614,2.0013154,41.5598041,LOCAL                                   ,"(41.559804100030156, 2.0013154038287575)"
COL. PELS DRETS DONES VIDUES  CATALUNYA ,"CA DE LA RASA, 98 , EN-4         ",08221,1,659724047,,dretdones1@telefonica.net                                                       ,PROMOCIÓ DE LA DONA                     ,417460.2982,4602050.8521,417366.3148,4601846.6343,2.0089629,41.5640268,LOCAL                                   ,"(41.56402684687215, 2.0089628772970465)"
DIABLES DE TERRASSA                     ,"PS DEL VINT-I-DOS DE JULIOL, 218 ",08221,1,,www.diables.org                                                                 ,capdecolla@diables.org                                                          ,CULTURALS                               ,417376.4692,4602717.7117,417282.4907,4602513.4956,2.0078658,41.5700239,LOCAL                                   ,"(41.570023928189045, 2.007865825638283)"
PEÑA TERRASISTA ORGULLO EGARENSE        ,"CA DE PROVENÇA, 191 , 1-2          ",08226,6,937838609,,,ESPORTIVES                              ,418742.0625,4603717.8750,418648.0937,4603513.6501,2.0241073,41.5791715,LOCAL                                   ,"(41.579171503707705, 2.0241073166892973)"
A. COMERCIANTS DE CAN TUSELL DE TERRASSA,"CA DE TARRAGONA, 123 ",08226,6,,,,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",418353.0625,4604178.3125,418259.0966,4603974.0913,2.0193788,41.5832785,DISTRICTE 6                             ,"(41.58327854002186, 2.0193788487053865)"
ASSOC. GENT GRAN DEL DISTRICTE II       ,"CA DE SANT TOMÀS, 2 , 2            ",08222,2,937318322,,casalcananglada@gmail.com                                                       ,GENT GRAN                               ,418998.1542,4602103.1576,418904.1736,4601898.9282,2.0273970,41.5646553,DISTRICTE 2                             ,"(41.56465528424751, 2.0273969847079645)"
ASSOCIACIO AMUNT DONA CREANT REALITATS  ,"CR DE RELLINARS, 322 , 1            ",08225,5,932227046,www.amuntdona.org                                                               ,info@amuntdona.org                                                              ,PROMOCIÓ DE LA DONA                     ,417014.9063,4603633.8750,416920.9342,4603429.6631,2.0034030,41.5782374,LOCAL                                   ,"(41.57823740899918, 2.003403026912308)"
MICROCREDITS SOLIDARIS PER AFRICA       ,"CA DEL RENAIXEMENT, 27 , 4-1          ",08226,6,935375343,www.microcreditsperafrica.org                                                   ,solercarrera@gmail.com                                                          ,"SOLIDARITAT, PAU I DRETS HUMANS         ",419194.0000,4603120.1875,419100.0274,4602915.9582,2.0296085,41.5738346,LOCAL                                   ,"(41.57383455160398, 2.029608517843541)"
A. ESPAÑOLA SOLIDARIDAD SENEGALESA      ,"PS DEL VINT-I-DOS DE JULIOL, 768 , 1-2          ",08222,2,937838381,,,CULTURALS                               ,419033.3438,4602517.8125,418939.3664,4602313.5835,2.0277630,41.5683933,LOCAL                                   ,"(41.56839325968704, 2.0277630152170794)"
OPTICS X MON                            ,"CA DE VIOLINISTA VELLSOLÀ, 37 ",08222,1,937398358,www.opticsxmon.org                                                              ,opticsxmon@gmail.com                                                            ,"SOLIDARITAT, PAU I DRETS HUMANS         ",418706.7813,4602531.9375,418612.8035,4602327.7110,2.0238449,41.5684873,LOCAL                                   ,"(41.56848730944917, 2.0238448673951304)"
DRAC BALUK ASTHAROT DIABLES CA N AURELL ,"CA DE BLASCO DE GARAY, 51 ",08224,4,686225962,http://www.dracbaluk.org/                                                       ,dracbaluk@gmail.com                                                             ,CULTURALS                               ,417145.1075,4601561.2323,417051.1199,4601357.0162,2.0052509,41.5595847,DISTRICTE 4                             ,"(41.559584706393515, 2.0052508812275485)"
FEDERACIO GENT GRAN TERRASSA (FACGG)    ,"CA DE BLASCO DE GARAY, 51 ",08224,4,,,fedasoc.gentgran@gmail.com                                                      ,GENT GRAN                               ,417145.1075,4601561.2323,417051.1199,4601357.0162,2.0052509,41.5595847,LOCAL                                   ,"(41.559584706393515, 2.0052508812275485)"
JOVE CAMBRA DE TERRASSA                 ,"CA DE BLASCO DE GARAY, 51 ",08224,4,,www.jci.cat                                                                     ,terrassa@jci.cat                                                                ,JUVENILS                                ,417145.1075,4601561.2323,417051.1199,4601357.0162,2.0052509,41.5595847,LOCAL                                   ,"(41.559584706393515, 2.0052508812275485)"
CA N ANGLADA JOVE                       ,"CA DE LA M.D. DE LES NEUS, 35 ",08222,2,,www.radiokaos.cat                                                               ,canangladajove@gmail.com                                                        ,JUVENILS                                ,419207.6875,4601670.3750,419113.7039,4601466.1434,2.0299679,41.5607788,DISTRICTE 2                             ,"(41.56077882416989, 2.029967887086001)"
ASSOCIACIO CULTURAL CASA DE PAU         ,"CA DE SANT GAIETÀ, 131 ",08221,1,,,josepserracarner@gmail.com                                                      ,SALUT I SÒCIO-ASSISTENCIALS             ,417463.9765,4602663.4784,417369.9977,4602459.2615,2.0089227,41.5695445,LOCAL                                   ,"(41.56954454773499, 2.0089227210084237)"
IGLESIA EVANGELICA BETH SHALOM          ,"CA DE SANT GAIETÀ, 131 ",08221,1,937330238,,,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",417463.9765,4602663.4784,417369.9977,4602459.2615,2.0089227,41.5695445,LOCAL                                   ,"(41.56954454773499, 2.0089227210084237)"
ASSOCIACIO PER AL FOMENT CULTURAL (AFCT),"CA DE SURIS, 26 , 2-1          ",08221,1,937882521,www.afct.cat                                                                    ,cecable@ilimit.com                                                              ,CULTURALS                               ,417485.3438,4602188.4375,417391.3615,4601984.2197,2.0092443,41.5652685,LOCAL                                   ,"(41.56526853008892, 2.0092442924962195)"
CENTRE D ESTUDIS SOBRE EL CABLE-AFCT    ,"CA DE SURIS, 26 , 2-1          ",08221,1,937882521,,cecable@ilimit.com                                                              ,COMUNICACIÓ                             ,417485.3438,4602188.4375,417391.3615,4601984.2197,2.0092443,41.5652685,LOCAL                                   ,"(41.56526853008892, 2.0092442924962195)"
AS. COMERCIANTS PARC DE LA LLAR TERRASSA,"AV DEL VALLÈS, 99 ",08228,3,630170392,parcdelallar.terrassa.net                                                       ,parcdelallar@gmail.com                                                          ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",419987.6634,4599691.4974,419893.6660,4599487.2568,2.0395842,41.5430353,LOCAL                                   ,"(41.54303528901614, 2.0395841945683375)"
CLUB PETANCA QUATRE BARRES              ,"CA DE SABADELL, 8 ",08225,5,618121550,,jg1629001@gmail.com                                                             ,ESPORTIVES                              ,417947.4375,4604105.5000,417853.4704,4603901.2817,2.0145233,41.5825812,DISTRICTE 5                             ,"(41.58258121445008, 2.0145233345592675)"
ASSOCIACIO B.T.T. BONAIRE               ,"CA DE SABADELL, 8 ",08225,5,937352425,,terrassabttbonaire@gmail.com                                                    ,ESPORTIVES                              ,417947.4375,4604105.5000,417853.4704,4603901.2817,2.0145233,41.5825812,DISTRICTE 5                             ,"(41.58258121445008, 2.0145233345592675)"
A. ENGINYERIA ENNOBLIMENT TEXTIL TERRRAS,"CA DE SALMERÓN, 25 ",08222,1,,,perris80@hotmail.es                                                             ,"COMERCIANTS, CAMBRES, GREMIS I COL.LEGIS",418355.8750,4602149.2500,418261.8937,4601945.0256,2.0196888,41.5650050,LOCAL                                   ,"(41.56500502790254, 2.0196887629231477)"
ONCOLLIGA  (FUND. CAT. AJUDA ONCOLOGICA),"CA DE SALMERÓN, 100 ",08222,1,937361434,http://www.oncolliga.cat/                                                       ,terrassa@oncolliga.cat                                                          ,SALUT I SÒCIO-ASSISTENCIALS             ,418435.2188,4602380.5625,418341.2394,4602176.3378,2.0206088,41.5670963,LOCAL                                   ,"(41.567096342136466, 2.020608785427213)"
A.PRO.CUL. ECONO. I SOCIAL REPENSA      ,"CA DE L AUTONOMIA, 34 , 1            ",08225,5,,,,CULTURALS                               ,417729.5938,4603136.0000,417635.6190,4602931.7819,2.0120433,41.5738275,LOCAL                                   ,"(41.57382748038425, 2.012043325077126)"
"ELS BOIXOS SANT LLORENÇ, GRUP CULTURAL  ","CA DE LA COVA DEL DRAC, 4 ",08227,6,649845507,,fauremeritxell@hotmail.com                                                      ,CULTURALS                               ,419298.2187,4603697.0865,419204.2506,4603492.8573,2.0307808,41.5790407,DISTRICTE 6                             ,"(41.57904067303809, 2.0307808205825455)"
BIONATUS MEJOR PREVENIR QUE CURAR       ,"CA DEL DR. SALVÀ, 63 ",08224,4,605100484,www.bionatus.net                                                                ,monicabionatus@gmail.com                                                        ,SALUT I SÒCIO-ASSISTENCIALS             ,416918.2500,4601656.1250,416824.2627,4601451.9107,2.0025176,41.5604158,LOCAL                                   ,"(41.56041576007328, 2.0025175923442355)"
CLUB BALL ESPORTIU BALL VALLES          ,"AV DEL VALLÈS, 115 , A            ",08223,3,937319403,www.sala-escuela-ballvalles.com                                                 ,ballvalles@ballvalles.com                                                       ,ESPORTIVES                              ,419934.8808,4600303.7079,419840.8880,4600099.4686,2.0388699,41.5485437,LOCAL                                   ,"(41.5485436515644, 2.038869853645179)"
KARAMBENOR DI KASSOFOR (DELEGACIO)      ,"CA DE SANT CRISPÍ, 287 , 1-D          ",08222,2,687302735,,vissagna2006@hotmail.com                                                        ,SALUT I SÒCIO-ASSISTENCIALS             ,419253.2500,4602419.5625,419159.2722,4602215.3317,2.0304134,41.5675307,LOCAL                                   ,"(41.567530668520845, 2.030413420993314)"
MOV. INTERN.DESARROLLO SOC Y TEC(MID-ST),"CA DE SANT DAMIÀ, 270 , 4-C          ",08222,2,937845167,,,"SOLIDARITAT, PAU I DRETS HUMANS         ",419222.8438,4602260.3750,419128.8647,4602056.1442,2.0300702,41.5660939,LOCAL                                   ,"(41.5660939411472, 2.030070214457368)"
ASSOCIACIO GENT DE TORRE ROMEU          ,"CA DE CIUTADELLA, 36 ",08226,6,666584871,,emisundance@gmail.com                                                           ,CULTURALS                               ,419151.6563,4603176.8125,419057.6840,4602972.5836,2.0290930,41.5743402,LOCAL                                   ,"(41.57434023499996, 2.0290930442121557)"
ASSOCIACIO CLUB DE RUBIK DE CATALUNYA   ,"CA DE TORTOSA, 15 ",08227,6,655265715,www.rubik.cat                                                                   ,clubrubikcatalunya@gmail.com                                                    ,CULTURALS                               ,419789.6327,4602979.3830,419695.6599,4602775.1490,2.0367710,41.5726265,LOCAL                                   ,"(41.572626486895466, 2.036770969367736)"
S.O.S. PALLASSOS PALLASSOS PERIPALLASSOS,"AV DEL VALLÈS, 718 , 5-4          ",08227,6,937317711,terra.es/personal/peripallassos                                                 ,perillassos@terra.es                                                            ,CULTURALS                               ,419149.6645,4603820.4389,419055.6971,4603616.2111,2.0289824,41.5801366,LOCAL                                   ,"(41.58013656590311, 2.028982388623485)"
C.D. CAN PARELLADA                      ,"CA D AMÈRICA, 1-B ",08228,3,937844442,www.cdcanparellada.net                                                          ,cdcanparellada@yahoo.es                                                         ,ESPORTIVES                              ,420205.0098,4599463.5842,420111.0110,4599259.3416,2.0422199,41.5410044,DISTRICTE 3                             ,"(41.54100438819249, 2.042219941219595)"
JUNTA ISLAMICA CATALANA                 ,"CA DE SANT LEOPOLD, 66 , AT-1         ",08221,1,937852051,www.feminismeislamic.org                                                        ,sophiequentel@gmail.com                                                         ,"RELIGIOSES I IDEOLÒGIQUES, EN GENERAL   ",417774.9063,4602526.2500,417680.9270,4602322.0306,2.0126703,41.5683407,LOCAL                                   ,"(41.56834072699333, 2.012670340618327)"
AMPA CEIP BISBAT D EGARA                ,"CA DE SANT MARIAN, 46 ",08221,1,937362939,www.ampabisbatdegara.com                                                        ,secretaria@ampabisbatdegara.com                                                 ,EDUCATIVES I FORMATIVES                 ,417975.1142,4601488.2134,417881.1273,4601283.9908,2.0152132,41.5590127,DISTRICTE 1                             ,"(41.55901271179607, 2.0152131554171544)"
ASS.LOCAL CREU ROJA A TERRASSA(JOVENTUT),"CA DE GALILEU, 260 , BA           ",08224,4,937881441,creuroja.terrassa.org                                                           ,terrassa@creuroja.org                                                           ,JUVENILS                                ,417187.0098,4602221.9474,417093.0272,4602017.7320,2.0056622,41.5655395,DISTRICTE 4                             ,"(41.56553945717437, 2.005662150705405)"
FORUM ART                               ,"CA DE BLASCO DE GARAY, 4 , 6-2          ",08224,4,937332255,,forumart0@gmail.com                                                             ,CULTURALS                               ,417306.3438,4601566.2500,417212.3565,4601362.0326,2.0071835,41.5596466,LOCAL                                   ,"(41.55964659512295, 2.0071835101532876)"
ASSOC. MARES I PARES CULTURA PRACTICA   ,"CA DE SANT PERE, 36 , BA-1         ",08221,1,690272074, http://ampaculturapractica.com/                                                ,ampa@culturapractica.cat                                                        ,EDUCATIVES I FORMATIVES                 ,417687.1762,4602036.1710,417593.1930,4601831.9515,2.0116855,41.5639180,DISTRICTE 1                             ,"(41.56391803113294, 2.0116854843171046)"
ESTEREO RUM S TEATRE                    ,"RM DE SANT NEBRIDI, 39 , 5-2          ",08222,1,,,estereorums@gmail.com                                                           ,CULTURALS                               ,418511.6996,4601688.9507,418417.7151,4601484.7244,2.0216199,41.5608755,LOCAL                                   ,"(41.56087545387997, 2.0216198548266204)"
ASSOCIACIÓ DE GENT GRAN DE LA MAURINA   ,"CA DE NÚRIA, 175 , BA           ",08224,4,937886933,,agg.lamaurina@gmail.com                                                         ,GENT GRAN                               ,416301.4877,4602084.8640,416207.5027,4601880.6551,1.9950624,41.5642126,DISTRICTE 4                             ,"(41.56421262140504, 1.9950623803008747)"
PARTIT DEMOCRATA EUROPEU CATALA         ,"CA NOU DE SANT PERE, 55 ",08221,1,937881362,,terrassa@partitdemocrata.cat                                                    ,POLÍTIQUES I SINDICALS                  ,417883.5556,4602228.2697,417789.5742,4602024.0490,2.0140141,41.5656683,LOCAL                                   ,"(41.56566828253822, 2.0140140679286125)"
