ï»¿NOM,TELEFON,EMAIL,HORARI,ADRECA,X,Y,X_ETRS89,Y_ETRS89,LONGITUD,LATITUD,LOCALITZACIO
Súbit Restaurant,937 869 642,restaurantsubit@hotmail.com,De dilluns a dissabte de 8.00 a 23.00 h.,"PL DE L ONZE DE SETEMBRE, 5",418523.0358,4602217.7553,418429.0553,4602013.5297,2.0216840,41.5656391,"(41.565639052438044, 2.021683996534058)"
El Racó de la Torrada,937 305 116,,"De dilluns a dijous de 7.30 a 21.00 h., divendres de 7.30 a 00.00 h. i dissabte de 9.00 a 15.00 h. i de 20.00 a 0.00 h.","CA DEL PEDRAFORCA, 2",420057.3563,4602686.0928,419963.3817,4602481.8563,2.0400209,41.5700119,"(41.57001192612773, 2.0400208960569852)"
A  Barbacoa Braseria Gallega,937 864 514     650 952 941    ,, obert tots els dies de 7 a 24 h,"CA D HOLANDA, 5",419994.2500,4598868.5625,419900.2464,4598664.3206,2.0397727,41.5356245,"(41.53562448156707, 2.039772723839608)"
Restaurant Topete,937 310 490     ,,,"CA DE TOPETE, 143",418197.8511,4601441.6403,418103.8642,4601237.4160,2.0178902,41.5586161,"(41.558616100731506, 2.0178902361207554)"
Milton Convención,937 363 240,,,"CA DE SANT COSME, 134",419228.4063,4601888.9375,419134.4244,4601684.7061,2.0301869,41.5627493,"(41.562749309611455, 2.030186911608007)"
Restaurant Capritx,937 358 039,restaurant@capritx.com,De dimarts a divendres obert al migdia i a la nit i dissabte obert a la nit,"CA DEL PARE MILLÁN, 140",417477.2500,4603696.6875,417383.2791,4603492.4721,2.0089398,41.5788510,"(41.57885100241882, 2.0089397585152793)"
DOT cafè-restaurant,674 955 701,info@restaurantdot.es,De dilluns a diumenge de 8.00 a 21.00 h.,"P  DE SANT JORDI, 2",416989.2812,4601938.1474,416895.2962,4601733.9330,2.0033303,41.5629630,"(41.5629630367008, 2.0033303051142615)"
Kalinka,937 880 680 627 730 547,,De dimarts a dijous de 08.30 a 23.00 hores. De divendres a diumenges de 10.00 a 24.00 hores.,"CA DEL COL.LEGI, 5",417600.8753,4601640.2889,417506.8890,4601436.0694,2.0107050,41.5603438,"(41.56034381234856, 2.0107049631520075)"
De Aqui a Lima,935 374 616,,De dilluns a dijous i diumenges de 7.30 a 00.00 h i divendres i dissabtes 7.30 a 01.00 h.,"CA DELS FERROVIARIS, 3",418113.4508,4602705.3072,418019.4734,4602501.0855,2.0167058,41.5699881,"(41.569988091202575, 2.0167058138146126)"
L Obac d Artur Martínez,937 367 267 937 367 244,,,"CM DELS PLANS DE CAN BONVILAR, 29",421793.5126,4603281.9963,421699.5452,4603077.7476,2.0607644,41.5755506,"(41.575550561712696, 2.0607644080681475)"
Bar Restaurant Zeppelin,937 862 448,,De dimarts a dissabte a partir de les 18:00 h.,"CA DE RAMÓN Y CAJAL, 17",418679.1055,4602123.9777,418585.1245,4601919.7508,2.0235683,41.5648104,"(41.56481038520545, 2.0235682579286425)"
Restaurant Tapiñas,937 357 389     ,, de dimarts a diumenge de 11 a 24 h,"PS DE LLUÍS MUNCUNILL, 19",417882.0777,4603646.2639,417788.1070,4603442.0454,2.0138022,41.5784386,"(41.57843861330479, 2.0138022414867254)"
L espaguetteria,935 373 449,, de dimecres a diumenge de 20:00 a 2.30 h,"CA D ARQUIMEDES, 63",417224.1250,4601431.2500,417130.1365,4601227.0331,2.0062163,41.5584223,"(41.5584222712836, 2.006216271786249)"
Bar-Restaurant Tramontana,937 842 043,,,"CR DE RUBÍ, 441",419824.4230,4598129.2436,419730.4135,4597925.0018,2.0378357,41.5289491,"(41.52894906325017, 2.0378357402602685)"
Cal Felip,937 845 465     ,,De dilluns a divendres de 6.30 a 19.00 h.,"CA DE SANT PAU, 15",417844.6875,4601983.1250,417750.7042,4601778.9042,2.0135815,41.5634565,"(41.563456506675166, 2.0135815308245277)"
Restaurant Braseria Noemi,930 001 098,,De dilluns a diumenge de 12.00 a 16.30 h. Divendres i dissabte de 20.30 a 00.00 h.,"CA DEL PERIODISTA GRANÉ, 47",418777.0652,4602789.4696,418683.0894,4602585.2430,2.0246529,41.5708138,"(41.57081380512991, 2.0246528694291643)"
Bingo Egara,937 331 350,,Horari de la sala de màquines: De diumenge a dijous d 11.00 a 16.00 h. i divendres i dissabte d 11.00 a 5.00 h. (matinada) Horari de la sala de bingo: De diumenge a dijous de 13.00 a 16.00 h. i divendres i dissabte de 13.00 a 5.00 h. (matinada),"RM D ÈGARA, 127-D",417330.2347,4601656.2032,417236.2481,4601451.9858,2.0074576,41.5604592,"(41.560459187086316, 2.007457588208254)"
Restaurante Área,937 359 129,,,"PL DE CAN ROCA, 11",417619.1986,4603624.5817,417525.2274,4603420.3652,2.0106522,41.5782163,"(41.57821627180072, 2.0106522202461594)"
Restaurant Cal Manel,937 855 239     ,,,"CA DEL MIÑO, 2",419145.1411,4601406.4431,419051.1554,4601202.2115,2.0292535,41.5583955,"(41.558395506805226, 2.0292534500705424)"
Restaurant Cal Rafa,937 831 272,,De dimarts a diumenge de 13.00 a 17 h. Divendres i dissabte de 21.00 a 01.00 h.,"CR DE RUBÍ, 401",419657.4688,4598461.1875,419563.4615,4598256.9475,2.0357904,41.5319218,"(41.53192184916249, 2.035790422606934)"
Bar Restaurant Apolo,937 860 008,,De dilluns a dissabte de 5.30 a 21.00 h. Dissabte nit sopars concertats.,"CA D APOL.LO, 43",419649.5938,4599641.8750,419555.5955,4599437.6369,2.0355382,41.5425545,"(41.542554485566015, 2.035538170872338)"
Bar Restaurant Koalas,937 314 506,,De dilluns a diumenges,"CA DE GRANADA, 103",419415.2500,4602716.8750,419321.2747,4602512.6434,2.0323162,41.5702246,"(41.57022464244076, 2.032316218832614)"
Bar Restaurant El Mirador,936 999 815,,De dimarts a diumenge de 8.00 a 00.00 h.,"CA DEL FALCIOT, 15",415598.5979,4598996.9930,415504.5884,4598792.7846,1.9870677,41.5363294,"(41.536329388931954, 1.987067708328327)"
La Carbassa del Parc,936 118 142,lacarbassadelparc@gmail.com,"De dimarts a dijous de 9.00 a 21.30 h., divendres i dissabte de 9.00 a 1.00 h. i diumenge de 9.00 a 22.00 h.","P HORTES DEL FRARE, 1",418226.0924,4601857.4480,418132.1087,4601653.2241,2.0181722,41.5623638,"(41.56236377517258, 2.018172215482275)"
Bar Adra,,,,"CA D ADRA, 82",417160.2500,4603813.3125,417066.2795,4603609.0997,2.0051215,41.5798685,"(41.57986850843355, 2.005121498473689)"
Frankfurt Maillo,937 802 132,,De dilluns a diumenge de 6.00 a 22.30 h.,"CR DE RELLINARS, 328",417005.7500,4603650.1875,416911.7780,4603445.9757,2.0032909,41.5783834,"(41.57838336764899, 2.0032909484132335)"
Nobadis,937 839 296,restaurant@nobadis.com,"De dilluns a dijous de 7.30 a 21.00 h, divendres i dissabtes de 7.30 a 23.00 h i diumenge de 9.00 a 17.00 h. ","PS DEL COMTE D ÈGARA, 18",418011.6250,4601916.0625,417917.6414,4601711.8403,2.0155925,41.5628697,"(41.56286968466327, 2.015592497696905)"
Bar Mistinguett,937 809 569,,"De dilluns a dimecres de 8.00 a 16.00 h., dijous i divendres de 8.00 a 16.00 h. i de 19.00 a 00.00 h. i dissabte de 13.00 a 16.00 i de 20.00 a 00.00 h. ","CA DEL PARE LLAURADOR, 208",416753.3125,4602076.6250,416659.3282,4601872.4126,2.0004815,41.5641856,"(41.564185618662805, 2.000481547964891)"
Bar Restaurant Capricho,937 839 948,,De dimarts a dissabte de 8.00 a 23.00 h. i diumenge de 8.00 a 13.30 h.,"CA DE MOSSÈN A. RODAMILANS, 208",419071.4063,4602225.5000,418977.4267,4602021.2703,2.0282589,41.5657645,"(41.56576453057684, 2.0282588968521122)"
Restaurant La Antorcha,937 885 048     ,," dilluns tancat, de dimarts a dissabte de 13 a 16 h i de 20.30 a 24 h i diumenge de 13 a 16 h","AV DE JOSEP TARRADELLAS, 38",417003.8750,4602869.9375,416909.8971,4602665.7245,2.0033764,41.5713563,"(41.571356252457676, 2.0033764219055)"
Restaurant La Gamba de Oro,,,,"CR DE RELLINARS, 145",417388.5313,4603107.8750,417294.5558,4602903.6594,2.0079568,41.5735390,"(41.57353898751786, 2.007956752771171)"
Restaurant Las Forcas,937 885 042     ,, de dilluns a dissabte de 13 a 16.30 h i de 20.30 a 23 h i diumenge de 13 a 16.30 h,"CA D ARQUIMEDES, 131",417231.8438,4601599.3750,417137.8566,4601395.1583,2.0062856,41.5599372,"(41.55993720752545, 2.00628564213886)"
El Maute Restaurante Argentino,937 836 308,,De dimarts a diumenge migdia i nit,"CA DE BALDRICH, 134",417958.9674,4601316.7345,417864.9792,4601112.5118,2.0150430,41.5574667,"(41.55746670800302, 2.0150429815557063)"
Restaurant Bagur,937 839 555,bagur@restaurantbagur.com,,"CA DE SANT COSME, 134",419228.4063,4601888.9375,419134.4244,4601684.7061,2.0301869,41.5627493,"(41.562749309611455, 2.030186911608007)"
Restaurant Cuinetes,937 359 756,,,"CA DE CATALUNYA, 44",417726.8438,4602887.2500,417632.8671,4602683.0315,2.0120445,41.5715870,"(41.57158695145684, 2.0120444595256464)"
Bar Restaurant la Bodeguilla,937 841 462,,,"CA DE PROVENÇA, 6",418871.6262,4602981.4502,418777.6520,4602777.2232,2.0257610,41.5725524,"(41.57255240070824, 2.02576095288606)"
Restaurant Cafeteria Tívoli,937 362 547,,"De dilluns a dissabte de 7.30 a 18.00 h., diumenges i festius tancat. ","PS DEL COMTE D ÈGARA, 14",418002.9063,4601916.3750,417908.9227,4601712.1529,2.0154879,41.5628716,"(41.56287160447401, 2.0154879069738754)"
La Andaluza,722 237 489,info@laandaluza.com,,"CR DE MATADEPERA, 251",418180.0578,4603509.2529,418086.0866,4603305.0319,2.0173949,41.5772353,"(41.57723527141155, 2.017394943845133)"
Taverna Guilà,937 892 579,,,"RB DEL PARE ALEGRE, 98",417384.1870,4600772.0254,417290.1938,4600567.8062,2.0082262,41.5525018,"(41.55250183633363, 2.008226187054507)"
Boka Boka,663 778 438,,"De dilluns a divendres de 9.00 a 23.30 h., dissabte de 10.00 a 00.00 h. i diumenge de 16.30 a 00.00 h.","CA DE SANT GENÍS, 3",417771.6883,4601533.1946,417677.7014,4601328.9737,2.0127678,41.5593969,"(41.559396910504624, 2.0127678114989225)"
John s Italian Caffe,937 315 070,,Dilluns i dimarts de 12.00 a 16.00 hores. De dimecres a diumenges de 12.00 a 22.00 hores.,"CR DE MONTCADA, 250",418154.3505,4601319.8334,418060.3626,4601115.6092,2.0173853,41.5575146,"(41.557514648155774, 2.0173852505408596)"
Pizzeria Venezia,937 855 900,,"De dilluns, dimarts, dijous, divendres, dissabte i diumenge de 13.00 a 16.00 h. i de 20.00 a 23.30 h. ","CA DE SANT TOMÀS, 49",419205.0726,4602185.7084,419111.0929,4601981.4776,2.0298672,41.5654197,"(41.56541969160421, 2.0298671572695914)"
Bar Restaurant Mesón Latino,937 888 562,mesonlatino@yahoo.es,,"CR DE MARTORELL, 261",416736.5571,4600964.7980,416642.5643,4600760.5840,2.0004348,41.5541708,"(41.554170756503304, 2.0004348419784623)"
Tramuntana Bar Terrassa,935 373 195,,,"AV DE L ABAT MARCET, 351",416991.8827,4603133.0546,416897.9068,4602928.8421,2.0031962,41.5737246,"(41.57372463621673, 2.0031961928613136)"
Carpe Diem,935 154 958,,"De dilluns a dijous de 7.00 a 23.00 h., divendres de 7.00 a 24.00 h., dissabtes de 8.00 a 24.00 h. i diumenges de 8.00 a 23.00 h.","CA DEL TREN DE BAIX, 59",417388.6563,4601114.8125,417294.6657,4600910.5938,2.0082326,41.5555894,"(41.55558944976997, 2.0082326091586338)"
Bar Aguilera,937 805 516,,De dimarts a diumenge de 8.00 a 00.00 h.  ,"CA DEL FRANC COMTAT, 309",416274.5466,4602105.3198,416180.5617,4601901.1111,1.9947365,41.5643940,"(41.564394023571516, 1.9947364646526384)"
Bar Montserrat,937 850 160,,De dilluns a divendres de 7.00 a 22.00 h. i dissabte de 7.00 a 14.00 h.,"CA DE PONTEVEDRA, 8",419685.9828,4601357.5299,419591.9976,4601153.2942,2.0357449,41.5580095,"(41.558009521302, 2.035744945210213)"
L Ànec Mut Restaurant,937 832 929,anec.mut@gmail.com,,"CA NOU DE SANT PERE, 35",417843.1875,4602197.7500,417749.2058,4601993.5295,2.0135342,41.5653893,"(41.565389271648236, 2.013534162038794)"
Bar 3Q S,937 800 516,,,"PL DEL DR. CADEVALL, 1",417587.1747,4601723.0138,417493.1890,4601518.7946,2.0105293,41.5610874,"(41.56108742238844, 2.0105293245740596)"
Principal Art Club,937 888 318,reserves@artdegaudir.cat,"Cafeteria: De dilluns a divendres de 08.30 a 13.00 h. i de 17.00 a 22.00 h., Dissabte de 17.00 a 22.00 h. i oberta 2 hores abans dels espectacles programats per CAET.  Bar musical: De dijous a dissabte de 22.00 a 03.00 h.","PL DE MARAGALL, 2",417813.7813,4602096.8125,417719.7988,4601892.5921,2.0131954,41.5644772,"(41.564477201630936, 2.01319535521956)"
Mesón Restaurante Leyla,646 947 749,leylarestaurant@hotmail.com,,"CA DE WAGNER, 19",418421.4688,4601751.6250,418327.4846,4601547.3995,2.0205294,41.5614307,"(41.561430696419535, 2.0205293889054743)"
Dos més Dos,638 420 478,,"Dilluns, dimecres, dijous, divendres, dissabte i diumenge de 7.00 a 23.00 h.","CA DEL DR. SALVÀ, 135",416671.5050,4601583.2733,416577.5168,4601379.0608,1.9995691,41.5597340,"(41.559733968747075, 1.9995690523882355)"
La Rutlla,937 368 036,,"De dilluns a dissabte de 7.30 a 21.30 h., diumenges i festius festa.","CA DE LA RUTLLA, 12",417690.3438,4601691.8125,417596.3580,4601487.5924,2.0117707,41.5608171,"(41.56081705500549, 2.0117706931408987)"
Terrassa Club de Padel,931 433 949 ,info@terrassaclubdepadel.com,,"CA D HÈRCULES, 33",419770.1619,4599743.9858,419676.1646,4599539.7469,2.0369699,41.5434862,"(41.5434862138135, 2.0369698520752473)"
Bar Galaxia,937 887 640     ,,De dilluns a dissabte de 7.30 a 23.00 h.,"CA DE FRANCESC OLLER, 68",417290.0615,4603015.9351,417196.0851,4602811.7201,2.0067885,41.5727008,"(41.572700787487605, 2.006788463094754)"
El secreto de Ellen,937 128 109  610 154 396,secreto@secreto.cat,De dilluns a diumenge de 13.00 a 16.30 i de  20.00 a 24.00 hores.,"CA DE MOSTEROL, 8",417663.9063,4601787.9375,417569.9212,4601583.7178,2.0114405,41.5616800,"(41.5616800362494, 2.0114404992100785)"
Estació de Servei Sant Cristòfol,937 859 994    937 860 804 (oficines),,Servei les 24 hores,"CR DE MONTCADA, 511",419272.9300,4601412.9992,419178.9445,4601208.7667,2.0307848,41.5584675,"(41.55846746921116, 2.0307848169649954)"
Izakaya taverna japonesa,937 333 349,,De dilluns a dissabte de 13.00 a 16.00 h.,"CA DE LA FONT VELLA, 5",417675.6875,4601871.8125,417581.7030,4601667.5928,2.0115703,41.5624366,"(41.56243663060182, 2.0115702632955763)"
Restaurant Campus,937 126 513,,De dilluns a divendres de 7.00 a 19.00 hores.,"CA DE COLOM, 2",418545.5313,4602021.8750,418451.5493,4601817.6489,2.0219803,41.5638772,"(41.56387723776097, 2.021980344519712)"
Mat bares,931 259 439,,"Dimarts, dimecres, dijous i diumenges de 12.00 a 24.00 hores. disabtes de 12.00 a 1.30 hores matinada.","CA DE LA FONT VELLA, 91",417918.1563,4601929.2500,417824.1727,4601725.0286,2.0144699,41.5629789,"(41.56297885650624, 2.0144698887182884)"
Restaurant Ca la Mari,937 889 312,,De dilluns a divendres de 7.00 a 21.00 hores. Dissabte de 8.00 a 21.00 hores. Diumenge de 8.00 a 15.00 hores.,"CA D ANTONI TORRELLA, 73",417097.0313,4601750.6875,417003.0450,4601546.4720,2.0046483,41.5612860,"(41.561285956675064, 2.0046482527947096)"
Restaurant La Font Màgica,937 310 954 647 909 186,info@restaurantlafontmagica.com,De dilluns a dimecres de 13.00 a 16.00 h.  De dilluns a disabtes de 13.00 a 16.00 i de 20.00 a 23.00,"CA DEL PINTOR HUGUET, 37",418723.1563,4602865.0625,418629.1810,4602660.8364,2.0239961,41.5714891,"(41.571489115665, 2.0239961127393378)"
Vinyl Lunch - Drinks,937 314 246 652 952 684,,,"CA DEL TEATRE, 2-B",417774.2500,4602115.1875,417680.2675,4601910.9674,2.0127188,41.5646386,"(41.56463862053483, 2.0127187968937927)"
Anatolia Kebab,931 179 376,,,"CA DE COLOM, 450",418888.8560,4600219.4973,418794.8609,4600015.2658,2.0263408,41.5476798,"(41.54767980717584, 2.026340806595468)"
Masia Casablanca,931 809 832,,De dilluns a dijous de 9.00 a 16.00 hores. Divendres i disabtes de 9.00 a 23.00 hores Diumenges de 13.00 a 16hores.,"CR DE MARTORELL, 319",416955.8216,4600472.9057,416861.8254,4600268.6893,2.0031318,41.5497636,"(41.549763573032564, 2.003131755559737)"
L Estació del café - Yokohama,937 859 359,,,"CA DE CERVANTES, 1",417875.1468,4602656.4801,417781.1686,4602452.2601,2.0138546,41.5695239,"(41.569523892292764, 2.013854623850382)"
El rincón de Moya,617 718 760,,De dilluns a dimecres de 7.00 a 18.00 h. Dijous i divendres de 7.00 a 00.00 h. Disabtes de 7.30 a 18.00 i 20.00 a 00.00 h. diumenges de 9.00 a 19.00 h.,"CR DE CASTELLAR, 282",419104.8750,4602824.2500,419010.9000,4602620.0209,2.0285795,41.5711603,"(41.57116030065032, 2.0285795213358946)"
MexTerra,931 759 379,mexterraterrassa@gmail.com,,"CA DE GIRONA, 209",418613.5938,4603378.7500,418519.6222,4603174.5255,2.0226124,41.5761043,"(41.57610425140123, 2.0226124480310963)"
Braseria la Colmena,931 148 141,,,"CA DE FÀTIMA, 95",417660.8121,4603908.7709,417566.8431,4603704.5545,2.0111123,41.5807800,"(41.580779970801416, 2.0111123141486207)"
La Gurmeteria,937 852 867,info@gurmeteria.cat,De dilluns a dijous de 09.00 a 21.00 h. De divendres a dissabte de 09.00 a 23.00 h. Diumenge de 10.00 a 14.00 h.,"PS DEL VAPOR GRAN, 28-A",417806.4061,4601607.3607,417712.4198,4601403.1396,2.0131739,41.5600684,"(41.56006842433554, 2.0131739430533537)"
Restaurant Gizartea,937 834 884,,De dilluns a diumenge de 9.00 a 16.00 h. De dijous a dissabte de 9.00 a 16.00 h. i de 20.30 a 23.30 h.,"CA DE LA POETESSA CAPARÀ, 29",418716.8750,4602955.1875,418622.9004,4602750.9616,2.0239086,41.5723001,"(41.5723001464988, 2.023908570529708)"
Bar Eloy,662 914 537,,De dilluns a divendres de 6.00 a 20.00 h. i dissabte de 6.00 a 15.00 h.,"CA DE SANT TOMÀS, 27",419130.7241,4602162.9179,419036.7441,4601958.6876,2.0289787,41.5652069,"(41.56520691753909, 2.028978659068219)"
Sushi Ping Bar Restaurant,937 385 866,,de dilluns a diumenge de 11.30 a 16.30h i de 19.00 a 00.00h dimecres tancat,"RM DE SANT NEBRIDI, 31",418516.8438,4601747.1250,418422.8597,4601542.8987,2.0216736,41.5613999,"(41.56139989946689, 2.021673641001654)"
El pollastre americà,937 835 176,,,"AV DE BARCELONA, 130",419021.8748,4601906.9307,418927.8927,4601702.7009,2.0277079,41.5628905,"(41.5628904554644, 2.0277079100509394)"
El Cultural,937 204 820 670 225 007,,De 8.00 a 23.00 h.,"RM D ÈGARA, 340",417279.1250,4602301.0625,417185.1432,4602096.8465,2.0067559,41.5662615,"(41.56626150999005, 2.0067558628216884)"
L Antiga Agut,931 066 138,cafeteria.esclat@gmail.com,De dilluns a dissabte de 7.00 a 21.30 h.,"AV DE JOSEP TARRADELLAS, 2",417069.6003,4602690.9720,416975.6211,4602486.7582,2.0041894,41.5697513,"(41.56975131558872, 2.004189388442895)"
La Fàbrica 1909,695 627 963 ,,"Dimarts de 9.00 a 16.00 h, de dimecres a dissabte de 9.00 a 16.00 h. i de 19.00 a 23.00 h. Diumenge de 9.00 a 16.00 h.","RM D ÈGARA, 270",417336.2188,4602169.1250,417242.2361,4601964.9084,2.0074587,41.5650792,"(41.56507918807833, 2.007458696947104)"
La Nova,936 111 739,,,"PL NOVA, 3-B",417882.8391,4601468.6816,417788.8519,4601264.4597,2.0141094,41.5588273,"(41.558827332042995, 2.014109400489471)"
Star s Gym,615 883 177 615 883 013,info@starsgym.net,De dilluns a divendres de 07.00 a 23.00 h. De dissabte a diumenge de 09.00 a 20.00 h.,"CA DE COLOM, 450",418888.8560,4600219.4973,418794.8609,4600015.2658,2.0263408,41.5476798,"(41.54767980717584, 2.026340806595468)"
Bar Restaurante La Trampa,937 686 911 626 211 319,,,"RM DE FRANCESC MACIÀ, 272",419036.7742,4603500.5174,418942.8042,4603296.2899,2.0276715,41.5772439,"(41.577243901699084, 2.0276715201793785)"
Els setze metres quadrats del Triunf.,609 340 120,,Dimarts i dimecres 7.30 a 14.00 hores Dijous de 7.30 a 14 i de 17.00 a 20.30 hores Divendres de 8.00 a 20.00 hores. Dissabtes de 7.30 a 14.00 hores.,"MC SANT PERE,Par. 112",417790.7360,4602978.2941,417696.7601,4602774.0753,2.0127982,41.5724135,"(41.572413473557084, 2.0127982320772073)"
El rincón de la tapa,931 061 008,,De dilluns a diumenge de 9.00 a 23.00 hores.,"AV DE L ABAT MARCET, 267",417257.3698,4603204.1204,417163.3948,4602999.9060,2.0063704,41.5743922,"(41.57439219811516, 2.0063704329143537)"
Sé-Tú,937 311 326,,De 7.00 a 14.00 h.,"PL DEL CELLER, 2",418652.2766,4601768.0420,418558.2929,4601563.8147,2.0232948,41.5616021,"(41.561602076742346, 2.023294780150184)"
Restaurant Fet al Punt,937 881 322,fetalpunt@gmail.com,,"CA DE MARIA AUXILIADORA, 171",416394.5313,4601635.6250,416300.5431,4601431.4147,1.9962407,41.5601765,"(41.56017652143965, 1.9962406816769502)"
Mesón Cal Mir,937 838 847    656 372 700,mesoncalmir@gmail.com,"Dimarts, dimecres i diumenges de 8.30 a 16.00 h. i dijous, divendres i dissabtes de 8.30 a 16.00 h. i de 20.00 a 23.30 h.","CA DE GUADALAJARA, 2",420144.5625,4602123.2500,420050.5838,4601919.0120,2.0411416,41.5649516,"(41.56495162978971, 2.0411416362175103)"
Piu Pizza,937 830 886,,,"CA DE COLOM, 450",418888.8560,4600219.4973,418794.8609,4600015.2658,2.0263408,41.5476798,"(41.54767980717584, 2.026340806595468)"
Old Wide West,937 363 942,,,"AV DEL TÈXTIL, 47",418836.5774,4599965.2353,418742.5803,4599761.0039,2.0257484,41.5453846,"(41.54538459521888, 2.025748422434433)"
L alegria del teatre cafè restaurant,648 117 693,lalegriadelteatre@gmail.com,"De dilluns a dimecres de 8.00 a 20.00 h., dijous i divendres de 8.00 a 00.00 h. i dissabte de 12.00 a 00.00 h.","CA DE GAUDÍ, 15",417619.6054,4602057.9213,417525.6223,4601853.7023,2.0108722,41.5641070,"(41.564106951630116, 2.01087222897109)"
Rico Kebab,935 376 725 632 685 632,,De dilluns a dijous de 11.00 a 00.00 h. De divendres a diumenge de 11.00 a 01.00 h.,"CA DE GIRONA, 183",418629.1250,4603247.4375,418535.1525,4603043.2127,2.0228165,41.5749232,"(41.574923228465686, 2.022816539360871)"
The Laundry Bar,930 243 266,thelaundrybar@outlook.com,Dimarts i dijous de 08.30 a 21.00 h. Divendres i dissabtes de 08.30 a 00.00 h. Diumenges de 10.00 a 14.00 h.,"CA D ISCLE SOLER, 2",417456.1059,4601845.6453,417362.1209,4601641.4272,2.0089408,41.5621783,"(41.562178317382546, 2.0089408284571086)"
El Ávila,931 150 793,,De dilluns a divendres de 7.30 a 22.00 hores Disabtes de 9.00 a 23.30 hores Diumenges tancat.,"CA DEL VALL, 14",417638.0938,4601724.8125,417544.1082,4601520.5929,2.0111396,41.5611089,"(41.56110887085491, 2.0111396433238458)"
Bar el Ranchero,642 171 352 688 129 987,,De 8.00 a 23.00h.,"CA DE WAGNER, 19",418421.4688,4601751.6250,418327.4846,4601547.3995,2.0205294,41.5614307,"(41.561430696419535, 2.0205293889054743)"
El gat Vegà,935 153 950,,Dilluns de 09.00 a 19.00 h. De dimarts a dissabte de 09.00 a 23.00 h. Diumenge de 12.00 a 23.00 h.,"CA DEL VALL, 14",417638.0938,4601724.8125,417544.1082,4601520.5929,2.0111396,41.5611089,"(41.56110887085491, 2.0111396433238458)"
Cafè Central II,,,,"PL VELLA, 8",417634.9807,4601850.1978,417540.9960,4601645.9784,2.0110851,41.5622378,"(41.56223777349346, 2.01108510835181)"
Kiru Restaurant,930 198 624,,De dimarts a dijous de 20.00 a 23.30 hores. Divendres i dissabtes de 13.00 a 15.30 i de 20.00 a 23.30 hores,"CA DE LA PALLA, 18",417682.2329,4601947.9800,417588.2490,4601743.7604,2.0116383,41.5631233,"(41.56312327145814, 2.0116383034039074)"
Restaurant Unum,608 897 402,,De dilluns a dijous de 8.00 a 17.00 hores. Divendres i dissabtes de 8.00 a 24.00 hores.,"CA DE MOSSÈN JOSEP PONS, 3-A",419569.7194,4598474.1476,419475.7121,4598269.9083,2.0347370,41.5320298,"(41.53202975197073, 2.034736959885237)"
Bar Les Parres,937 005 994,,,"CA DE LES PARRES, 18",417542.4248,4601806.6798,417448.4396,4601602.4610,2.0099812,41.5618363,"(41.56183630446747, 2.009981239465663)"
Restaurant Xinès Hong Kong,937 888 066,,,"CA DEL DR. ULLÉS, 29",417258.2281,4601803.6499,417164.2425,4601599.4333,2.0065738,41.5617796,"(41.561779642692336, 2.006573848676483)"
Restaurant Mun,937 333 300,reserves@muntrestaurant.com,,"RB DEL PARE ALEGRE, 98",417384.1870,4600772.0254,417290.1938,4600567.8062,2.0082262,41.5525018,"(41.55250183633363, 2.008226187054507)"
El Carro,625 344 888,,de dilluns a diumenge de 9 a 24 h  ,"CA DEL GAIÀ, 1",414966.4063,4603262.6250,414872.4282,4603058.4280,1.9788860,41.5746785,"(41.574678496681145, 1.9788860056324278)"
Restaurant Els Telers,937 892 179,,De dilluns a divendres de 8.00 a 20.00 h.i dissabte de 10.00 a 16.00 h.,"CA DE SANT ILDEFONS, 8",417769.5867,4602404.5788,417675.6064,4602200.3592,2.0126232,41.5672444,"(41.56724440598633, 2.012623221007893)"
Bocinets Barbacoa Coreana,937 685 576,,"De dilluns a dijous de 9.30 a 22.00 h., divendres i dissabte de 10.00 a 15.00 h. i de 18.00 a 23.00 h., diumenges i festius tancat.","PL DE SALVADOR ESPRIU, 5",417413.9610,4601873.7529,417319.9762,4601669.5352,2.0084316,41.5624271,"(41.56242710067074, 2.0084315977136837)"
Cafeteia-Restaurant Titus,930 109 515,,,"AV DE L ABAT MARCET, 43",417780.0000,4603242.1250,417686.0261,4603037.9066,2.0126333,41.5747884,"(41.5747884332029, 2.0126333127798044)"
Eight States 44 Biker - Bar,935 769 122,ambforever@hotmail.com,De dimarts a divendres de 6.00 a 23.00 h. De dissabte a diumenge de 8.00 a 00.00 h.,"CA DE FREDERIC MOMPOU, 29",419050.6447,4603488.3226,418956.6746,4603284.0950,2.0278395,41.5771355,"(41.57713548063948, 2.02783952815091)"
McDonald s - Rambla,937 883 709,,"De dilluns a dijous de 08.00 a 01.00 h. De divendres, dissabte i vigílies festius de 08.00 a 02.00 h. Diumenge i festius de 09.00 a 01.00 h.","RB DEL PARE ALEGRE, 4",417297.5255,4601202.6686,417203.5354,4600998.4507,2.0071279,41.5563713,"(41.55637126036565, 2.00712786110348)"
S3ntidos,937 882 526,,De dilluns a dijous de 8.00 a 01.30 hores Divendres i dissabtes de 8.00 a 02.30 hores Diumenges de 8.00 a 16.00 hores.,"RV DE MONTSERRAT, 68",417415.0000,4602011.9375,417321.0162,4601807.7200,2.0084250,41.5636717,"(41.56367170107561, 2.0084250420644345)"
