URTEA;UDAL KODEA;UDALAREN IZENA;KALE KODEA;KALEAREN IZENA;BARRUTIA;SEKZIOA;ALDAKUNTZA MOTA;ALDAKUNTZAREN IZENA;EMAKUME KOPURUA;GIZON KOPURUA;.                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;3301;JAZINTO OLABE PLAZA;003;004;ER;MODIFICACION DATOS DE HABITANT;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;3301;JAZINTO OLABE PLAZA;003;004;II;BAJA HABITANTE POR INCLUSION I;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;3301;JAZINTO OLABE PLAZA;003;004;IN;ALTA HABITANTE POR INMIGRACION;2;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;3301;JAZINTO OLABE PLAZA;003;004;OC;CAMBIO DE DOMICILIO DE HABITAN;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;3301;JAZINTO OLABE PLAZA;003;004;RN;MODIFICACION POR RENOVACION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;3302;JOSE ANTONIO GISASOLA;001;002;EM;BAJA HABITANTE POR EMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;3302;JOSE ANTONIO GISASOLA;001;002;IN;ALTA HABITANTE POR INMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                      
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;003;DE;BAJA HABITANTE POR DEFUNCION;1;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;003;EM;BAJA HABITANTE POR EMIGRACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;003;ER;MODIFICACION DATOS DE HABITANT;13;9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;003;IN;ALTA HABITANTE POR INMIGRACION;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;003;NA;ALTA HABITANTE POR NACIMIENTO;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;003;OC;CAMBIO DE DOMICILIO DE HABITAN;3;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;004;BC;BAJA POR CADUCIDAD;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;004;DE;BAJA HABITANTE POR DEFUNCION;7;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;004;EM;BAJA HABITANTE POR EMIGRACION;10;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;004;ER;MODIFICACION DATOS DE HABITANT;8;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;004;II;BAJA HABITANTE POR INCLUSION I;3;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;004;IN;ALTA HABITANTE POR INMIGRACION;9;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;004;NA;ALTA HABITANTE POR NACIMIENTO;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;3303;ROMUALDO GALDOS;003;004;OC;CAMBIO DE DOMICILIO DE HABITAN;18;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4103;ELGETA-KALE;004;001;EM;BAJA HABITANTE POR EMIGRACION;2;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4103;ELGETA-KALE;004;001;ER;MODIFICACION DATOS DE HABITANT;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4103;ELGETA-KALE;004;001;IN;ALTA HABITANTE POR INMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4103;ELGETA-KALE;004;001;OC;CAMBIO DE DOMICILIO DE HABITAN;1;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4104;ERREKATXU KALEA;004;001;EM;BAJA HABITANTE POR EMIGRACION;4;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4104;ERREKATXU KALEA;004;001;ER;MODIFICACION DATOS DE HABITANT;9;13;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4104;ERREKATXU KALEA;004;001;II;BAJA HABITANTE POR INCLUSION I;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4104;ERREKATXU KALEA;004;001;IN;ALTA HABITANTE POR INMIGRACION;5;7;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4104;ERREKATXU KALEA;004;001;NA;ALTA HABITANTE POR NACIMIENTO;3;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4104;ERREKATXU KALEA;004;001;OC;CAMBIO DE DOMICILIO DE HABITAN;3;11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                           
2016;030;EIBAR;4104;ERREKATXU KALEA;004;001;RN;MODIFICACION POR RENOVACION;3;5;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4104;ERREKATXU KALEA;004;002;EM;BAJA HABITANTE POR EMIGRACION;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4104;ERREKATXU KALEA;004;002;ER;MODIFICACION DATOS DE HABITANT;3;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4104;ERREKATXU KALEA;004;002;IN;ALTA HABITANTE POR INMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4104;ERREKATXU KALEA;004;002;OC;CAMBIO DE DOMICILIO DE HABITAN;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4104;ERREKATXU KALEA;004;002;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4105;EULOJIO GARATE KALEA;004;001;ER;MODIFICACION DATOS DE HABITANT;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4105;EULOJIO GARATE KALEA;004;001;IN;ALTA HABITANTE POR INMIGRACION;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4105;EULOJIO GARATE KALEA;004;001;OC;CAMBIO DE DOMICILIO DE HABITAN;1;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
2016;030;EIBAR;4107;MUTIOLA KALEA;004;001;CO;CONFIRMACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4107;MUTIOLA KALEA;004;001;DE;BAJA HABITANTE POR DEFUNCION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4107;MUTIOLA KALEA;004;001;EM;BAJA HABITANTE POR EMIGRACION;3;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4107;MUTIOLA KALEA;004;001;ER;MODIFICACION DATOS DE HABITANT;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4107;MUTIOLA KALEA;004;001;II;BAJA HABITANTE POR INCLUSION I;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4107;MUTIOLA KALEA;004;001;IN;ALTA HABITANTE POR INMIGRACION;3;3;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4107;MUTIOLA KALEA;004;001;NA;ALTA HABITANTE POR NACIMIENTO;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4107;MUTIOLA KALEA;004;001;OC;CAMBIO DE DOMICILIO DE HABITAN;6;6;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;CO;CONFIRMACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;DE;BAJA HABITANTE POR DEFUNCION;2;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;EM;BAJA HABITANTE POR EMIGRACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;ER;MODIFICACION DATOS DE HABITANT;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;II;BAJA HABITANTE POR INCLUSION I;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;IN;ALTA HABITANTE POR INMIGRACION;3;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;NA;ALTA HABITANTE POR NACIMIENTO;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;OC;CAMBIO DE DOMICILIO DE HABITAN;2;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4108;SANSABURU KALEA;004;001;RN;MODIFICACION POR RENOVACION;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4201;ARANE KALEA;004;001;EM;BAJA HABITANTE POR EMIGRACION;4;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4201;ARANE KALEA;004;001;ER;MODIFICACION DATOS DE HABITANT;4;9;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4201;ARANE KALEA;004;001;IN;ALTA HABITANTE POR INMIGRACION;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4201;ARANE KALEA;004;001;NA;ALTA HABITANTE POR NACIMIENTO;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4201;ARANE KALEA;004;001;OC;CAMBIO DE DOMICILIO DE HABITAN;6;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4201;ARANE KALEA;004;001;RN;MODIFICACION POR RENOVACION;0;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                   
2016;030;EIBAR;4201;ARANE KALEA;004;002;EM;BAJA HABITANTE POR EMIGRACION;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                 
2016;030;EIBAR;4201;ARANE KALEA;004;002;ER;MODIFICACION DATOS DE HABITANT;0;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4201;ARANE KALEA;004;002;OC;CAMBIO DE DOMICILIO DE HABITAN;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;BC;BAJA POR CADUCIDAD;4;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                        
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;DE;BAJA HABITANTE POR DEFUNCION;3;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                              
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;EM;BAJA HABITANTE POR EMIGRACION;5;8;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;ER;MODIFICACION DATOS DE HABITANT;13;13;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;II;BAJA HABITANTE POR INCLUSION I;1;1;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;IN;ALTA HABITANTE POR INMIGRACION;15;11;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;NA;ALTA HABITANTE POR NACIMIENTO;2;2;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                             
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;OA;ALTA DE HABITANTE POR OTRAS CA;1;0;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;OC;CAMBIO DE DOMICILIO DE HABITAN;18;16;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
2016;030;EIBAR;4202;ARRAGUETA KALEA;004;006;RN;MODIFICACION POR RENOVACION;0;4;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                               
2016;030;EIBAR;4205;URTZAILE KALEA;004;002;ER;MODIFICACION DATOS DE HABITANT;0;20;                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                            
