NOM,DOMICILISOCIAL,TELEFON,EMAIL,WEB,CATEGORIA,LATITUD,LONGITUD,LOCATION,ENLLACDIRECTORI,icon
Rovira Clínic,"carrer f. rius i taulet, 53, 08850 Gavà", ,consulta@roviraclinic.com,http://www.roviraclinic.com,Serveis,41.303528,2.006592,"(41.303528, 2.006592)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5225,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Tong Xia,"carrer sant pere, 5, 08850 Gavà", ,,,Equipament de la persona,41.30412,2.001999,"(41.30412, 2.001999)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5409,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Visionlent,"carrer sant pere, 51, 08850 Gavà",936384601 ,anasanchez@visonlent.com,,Salut - Bellesa - Centres esportius,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1033,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Perruqueria Nova,"carrer sant pere, 53, 08850 Gavà",936621290 670814245,,,Salut i cosmètica  (quotidià no alimentari),41.30412,2.001999,"(41.30412, 2.001999)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4120,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Enrique Tomás ,"carrer sant pere, 57, 08850 Gavà",936382002 ,tienda101@enriquetomas.com,http://www.enriquetomas.com,Alimentació (quotidià alimentari),41.30407,2.002339,"(41.30407, 2.002339)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1047,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Fincas Marina,"carrer sant pere, 61, 08850 Gavà",936384842 615466234,fincasmarina@fincasmarina.com,http://www.fincasmarina.com,Serveis,41.304157,2.002285,"(41.304157, 2.002285)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3909,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Alainaffflelou,"carrer sant pere, 62, 08850 Gavà",936381390 ,barcelona.gava.santpere@afflelou.es,,Equipament de la persona,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3421,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
C.Salvador ,"carrer sant pere, 62, 08850 Gavà",936336745 ,grupojsalvador@hotmail.com,,Salut i cosmètica  (quotidià no alimentari),41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3784,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Optiblue, SL","carrer sant pere, 62, 08850 Gavà", ,,,Lleure i cultura,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5338,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Gelateria La Tradizionale ,"carrer sant pere, 62, 08850 Gavà",670215758 ,,,Alimentació (quotidià alimentari),41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5609,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Super Sport,"carrer sant pere, 65, 08850 Gavà",936621234 ,supersportgava@hotmail.com,,Lleure i cultura,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4214,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Zel Sabateries,"carrer sant pere, 70, 08850 Gavà",931798417 ,,,Equipament de la persona,41.304146,2.001599,"(41.304146, 2.001599)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5258,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Evolutec,"carrer sant pere, 70, 08850 Gavà",936383361 658999800,,,Equipament de la llar,41.304146,2.001599,"(41.304146, 2.001599)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3887,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Equivalenza,"carrer sant pere, 71-73, 08850 Gavà",936381971 ,equivalenza@gmail.com,,Salut i cosmètica  (quotidià no alimentari),41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1034,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Sélect,"carrer sant pere, 71-73, 08850 Gavà", ,,,Bar,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3785,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Finques La Llar,"carrer sant pere, 73, 08850 Gavà",936333370 ,info@finqueslallar.es,http://www.finqueslallar.es,Serveis,41.30412,2.001999,"(41.30412, 2.001999)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4967,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bacu's,"carrer sant pere, 75, 08850 Gavà",932490447 629350206,joiserdis@gmail.com,,Alimentació (quotidià alimentari),41.31782,2.014953,"(41.31782, 2.014953)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3121,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Caffé Bianco,"carrer sant pere, 77-81, 08850 Gavà", 646619320,naiara.ca@hotmail.com,,Bar - Restaurant,41.303795,2.000504,"(41.303795, 2.000504)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1661,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Carnisseria Amparo,"carrer sant pere, 83, 08850 Gavà",936620779 ,capitxi.rc@gmail.com,,Alimentació (quotidià alimentari),41.303795,2.000504,"(41.303795, 2.000504)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5155,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Merceria Silvia,"carrer sant pere, 86, 08850 Gavà",936389160 ,,,Equipament de la persona,41.30399,2.000761,"(41.30399, 2.000761)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4207,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
La Casa de las Medias,"carrer sant pere, 86, 08850 Gavà",936382987 ,,,Equipament de la persona,41.30399,2.000761,"(41.30399, 2.000761)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4003,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Lumiere Grup Macaco ,"carrer sant pere, 86, 08850 Gavà", ,,,Equipament de la llar,41.30399,2.000761,"(41.30399, 2.000761)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5509,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Forn del Barri,"carrer sant pere, 86, 08850 Gavà",936380357 696027677,,,Alimentació (quotidià alimentari),41.30399,2.000761,"(41.30399, 2.000761)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3788,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Panaderia Laura,"carrer sant pere, 86, 08850 Gavà", 630147251,,,Alimentació (quotidià alimentari),41.30399,2.000761,"(41.30399, 2.000761)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4814,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Tinc Gana,"carrer sant pere, 89, 08850 Gavà",608293995 ,,,Bar - Restaurant,41.303745,2.000406,"(41.303745, 2.000406)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1042,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Finques Mil·lenium,"carrer sant pere, 91, 08850 Gavà",936334242 670270525,,http://www.finques-millenium.com,Serveis,41.303604,2.000238,"(41.303604, 2.000238)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3911,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Peluqueria 2H,"carrer sant pere, 91, 08850 Gavà",936380688 605966389,,,Serveis,41.303604,2.000238,"(41.303604, 2.000238)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4098,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Supermercat Gavà,"carrer sant pere, 91, 08850 Gavà", ,,,Alimentació (quotidià alimentari),41.303604,2.000238,"(41.303604, 2.000238)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5599,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Difer, SL","carrer santa teresa, 1, 08850 Gavà",936624241 ,difersl@hotmail.com,,Serveis,41.307323,2.001874,"(41.307323, 2.001874)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4974,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Carpintería de Aluminio Difer, SL","carrer santa teresa, 1, 08850 Gavà",936624241 ,,,Serveis,41.307323,2.001874,"(41.307323, 2.001874)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3809,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Carpintería de Aluminio Difer, SL","carrer santa teresa, 1, 08850 Gavà",936624241 ,,,Serveis,41.307323,2.001874,"(41.307323, 2.001874)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1945,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
MÈTODES (CENTRE ESCOLAR DE REFORÇ)  ,"carrer santa teresa, 17, 08850 Gavà",627800625 ,info@metodes.es,,Turisme - Cultura - Oci,41.306976,2.000639,"(41.306976, 2.000639)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5499,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Entrepelos,"carrer santa teresa, 35, 08850 Gavà",936620235 ,info@entrepelos.es,http://www.entrepelos.es,Serveis,41.30671,1.99975,"(41.30671, 1.99975)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4972,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Joieria Jordi,"carrer santa teresa, 47, 08850 Gavà",936628505 ,castellordi@gmail.com,,Equipament de la persona,41.306477,1.999011,"(41.306477, 1.999011)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3985,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Churrería Gavanense,"carrer santa teresa, 56, 08850 Gavà", 605039793,,,Alimentació (quotidià alimentari),41.30658,1.999049,"(41.30658, 1.999049)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3823,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Churrería Gavanense,"carrer santa teresa, 56, 08850 Gavà", 605039793,,,Alimentació (quotidià alimentari),41.30658,1.999049,"(41.30658, 1.999049)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1956,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Farmàcia Carmen Paz Donoso,"carrer santa teresa, 60, 08850 Gavà",936622646 ,carmenpazdonoso@gmail.com,,Salut i cosmètica  (quotidià no alimentari),41.30654,1.998924,"(41.30654, 1.998924)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3899,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
La Bóbila,"carrer santa teresa, 89, 08850 Gavà",936628803 ,,,Alimentació (quotidià alimentari),41.305893,1.996994,"(41.305893, 1.996994)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4931,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Condis Supermercat 2015,"carrer sarrià, 17-19, 08850 Gavà",936622386 ,,,Alimentació (quotidià alimentari),41.306072,2.007962,"(41.306072, 2.007962)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3839,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Distribuciones MC, SL","carrer segle xx, 17, 08850 Gavà",936621412 607902302,distribuciones.mc@hotmail.com,,Alimentació (quotidià alimentari),41.30894,1.996903,"(41.30894, 1.996903)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4796,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Muebles Molero,"carrer segle xx, 48-50, 08850 Gavà",936382090 607110618,,,Equipament de la llar,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4054,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Spirit,"carrer tellinaires, 39-41, 08850 Gavà",936331420 ,direccion.gava@accura.es,,Salut - Bellesa - Centres esportius,41.26726,2.016662,"(41.26726, 2.016662)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=702,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Àccura,"carrer tellinaires, 39-41, 08850 Gavà",936451500 607813766,direccion.gava@accura.es,http://www.accura.es/es_ES/centros/gava/introduccion.php,Serveis,41.26726,2.016662,"(41.26726, 2.016662)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1921,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Àccura,"carrer tellinaires, 39-41, 08850 Gavà",936451500 607813766,direccion.gava@accura.es,http://www.accura.es/es_ES/centros/gava/introduccion.php,Serveis,41.26726,2.016662,"(41.26726, 2.016662)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4305,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Restaurant  Lancaster Beach Club,"carrer tellinaires, 39-41, 08850 Gavà",936332058 666233819,info@grupolancaster.com,http://www.grupolancaster.com,Restaurant,41.26726,2.016662,"(41.26726, 2.016662)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4179,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Talleres Abad / Tresols,"carrer tresols, 24-26, 08850 Gavà",936621528 609934056,,,Serveis,41.306515,2.001219,"(41.306515, 2.001219)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4222,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Peluqueria Conchita,"carrer tresols, 3, 08850 Gavà",936626564 ,,,Serveis,41.30669,2.002066,"(41.30669, 2.002066)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4103,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Creaciones Marta,"carrer tresols, 3, 08850 Gavà",936621994 661764517,creacionsmarta@gmail.com,,Equipament de la persona,41.30669,2.002066,"(41.30669, 2.002066)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3849,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Bar Restaurant Bon Menjar,"carrer vapor, 16, 08850 Gavà",930021753 ,,,Bar - Restaurant,41.302826,2.001935,"(41.302826, 2.001935)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5153,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Restaurant Bar Cal Toby I,"carrer vapor, 16, 08850 Gavà", ,,,Bar - Restaurant,41.302826,2.001935,"(41.302826, 2.001935)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4152,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
"Residencia San Lorenzo, SL","carrer àngela roca, 4, 08850 Gavà",936624711 620740621,,,Serveis,41.30289,2.004501,"(41.30289, 2.004501)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4837,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Residencia San Lorenzo, SL","carrer àngela roca, 4, 08850 Gavà",936624711 620740621,,,Serveis,41.30289,2.004501,"(41.30289, 2.004501)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=941,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Imagina i Crea,"carrer àngela roca, 8, 08850 Gavà",931859386 ,imaginaicreagava@gmail.com,,Equipament de la persona,41.302315,2.005386,"(41.302315, 2.005386)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=626,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Brugués Dental,"carretera santa creu de calafell, 100, 08850 Gavà",936333673 ,bruguesdental@gmail.com,,Salut - Bellesa - Centres esportius,41.30089,2.005773,"(41.30089, 2.005773)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=881,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Cafetería Panaderia Pepi,"carretera santa creu de calafell, 107, 08850 Gavà",931875980 647766330,,,Alimentació (quotidià alimentari),41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4985,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Lluc Motor (Peugeot),"carretera santa creu de calafell, 29, 08850 Gavà",936623005 ,joan.ramon@llucmotor.com,,Serveis,41.305134,2.01022,"(41.305134, 2.01022)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5230,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Foto Sileva, SCP","carretera santa creu de calafell, 40, 08850 Gavà",936383017 667992424,,,Lleure i cultura,41.30464,2.008797,"(41.30464, 2.008797)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4811,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Fotodepil & Beauty,"carretera santa creu de calafell, 48, 08850 Gavà",936334068 605119122,,,Salut i cosmètica  (quotidià no alimentari),41.303608,2.008408,"(41.303608, 2.008408)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4318,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Clínica Veterinària Tot Fauna,"carretera santa creu de calafell, 56, 08850 Gavà",936627763 ,,,Comerç Mix,41.30319,2.007958,"(41.30319, 2.007958)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4342,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Perruqueria i Estètica Montse,"carretera santa creu de calafell, 56, 08850 Gavà",936629185 ,,,Serveis,41.30319,2.007958,"(41.30319, 2.007958)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4116,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Gavauto, SA","carretera santa creu de calafell, 60, 08850 Gavà",936382155 ,ventasgavauto@gavauto.com,,Automoció i carburants,41.303055,2.007791,"(41.303055, 2.007791)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3944,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
El Hórreo de Gavà ,"carretera santa creu de calafell, 69, 08850 Gavà",936626404 ,,http://elhorreodegava.com,Restaurant,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3261,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
Lidl,"carretera santa creu de calafell, 69, 08850 Gavà",936335562 ,,http://www.lidl.es,Alimentació (quotidià alimentari),41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4337,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Barber Shop 79 ,"carretera santa creu de calafell, 79, 08850 Gavà", 602340607,,,Serveis,41.302727,2.007621,"(41.302727, 2.007621)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5521,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Ldc,"carretera santa creu de calafell, 79, 08850 Gavà",931857197 ,,http://www.ldc.es,Serveis,41.302727,2.007621,"(41.302727, 2.007621)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4289,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Tasta'mm ,"carretera santa creu de calafell, 96, 08850 Gavà",936389746 ,info@tastamm.cat,http://www.tastamm.cat,Restaurant,41.30097,2.005634,"(41.30097, 2.005634)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1786,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
"Alke Proyectos e Instalaciones Factory, SL","carrer enric morera, 3, 08850 Gavà",936335775 ,,http://www.grupoalke.es,Serveis,41.311462,1.997689,"(41.311462, 1.997689)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4670,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Xurreria,"carrer sant lluís, 29, 08850 Gavà", ,,,Alimentació (quotidià alimentari),41.30764,1.998546,"(41.30764, 1.998546)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5610,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Via Inmobiliaria 2001, SL","carrer sant lluís, 33-35, 08850 Gavà",936627191 ,,,Serveis,41.307606,1.998426,"(41.307606, 1.998426)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4248,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Gavà Supermerkat,"carrer sant lluís, 33-35, 08850 Gavà",936389783 634100012,,,Alimentació (quotidià alimentari),41.307606,1.998426,"(41.307606, 1.998426)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4952,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Muebles Carreras,"carrer sant lluís, 37, 08850 Gavà",936382550 ,,,Equipament de la llar,41.307606,1.998426,"(41.307606, 1.998426)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4053,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Frutas Deliciosa,"carrer sant lluís, 44, 08850 Gavà", 603181811,,,Alimentació (quotidià alimentari),41.307243,1.997179,"(41.307243, 1.997179)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4946,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Les Delicies del Barri, scp","carrer sant lluís, 44, 08850 Gavà", ,,,Alimentació (quotidià alimentari),41.307243,1.997179,"(41.307243, 1.997179)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5342,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"Barrachina Inversiones y Servicios, SL","avinguda mar, s/n, 08850 Gavà", ,,,Sense classificar,41.281975,2.018639,"(41.281975, 2.018639)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5353,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Academia Núria,"carrer apel·les mestres, 52-58, 08850 Gavà",936622113 ,formacio@escolesnuria.com,http://www.escolesnuria.com,Turisme - Cultura - Oci,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5083,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Restaurant Les Marines,"carrer calafell, 21-23, 08850 Gavà",936333570 ,reservas@lesmarines.com,http://www.lesmarines.com,Restaurant,41.30317,2.003213,"(41.30317, 2.003213)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4012,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
"Disvet Barcelona, SL","carrer ciència, 23, 08850 Gavà", ,,,Salut i cosmètica  (quotidià no alimentari),41.298225,2.012708,"(41.298225, 2.012708)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5376,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
L'Ambient,"carrer colomeres, 127, 08850 Gavà",936380182 690846920,,http://lambientdegava.es,Serveis,41.30707,1.999366,"(41.30707, 1.999366)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3361,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Aduho,"carrer colomeres, 127, 08850 Gavà",936624243 628820608,,,Serveis,41.30707,1.999366,"(41.30707, 1.999366)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4280,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
"J.S Instal·lacions, SCP","carrer colomeres, 127, 08850 Gavà",936624927 687926649,jsinst96@gmail.com,,Equipament de la llar,41.30707,1.999366,"(41.30707, 1.999366)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4879,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Taller de Músics Gavà,"passatge rambla, 2, 08850 Gavà", 677032090,,,Turisme - Cultura - Oci,41.3058,2.006166,"(41.3058, 2.006166)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5290,http://continguts.intra.gavaciutat.net/documents/76203/2268237/serveis.png
Taller de pintura Neus Pino,"passatge rambla, 9 baixos, 08850 Gavà",936622437 ,neus_pino@hotmail.com,,Serveis,41.302826,2.001935,"(41.302826, 2.001935)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5221,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Copisteria - Serveis Gràfics Pelegrín,"plaça jaume balmes, 9, 08850 Gavà",936336564 665453387,copisteria@pelegrinroca.com,,Serveis,41.304115,1.999914,"(41.304115, 1.999914)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3844,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Valero's Calçats,"plaça jaume balmes, 9, 08850 Gavà",936383959 649976142,correo-valeros@hotmail.com,,Equipament de la persona,41.304115,1.999914,"(41.304115, 1.999914)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=4247,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
By Action&Dancers,"plaça magdalena trias, 3, 08850 Gavà",662613111 ,,,Serveis,41.30696,2.002202,"(41.30696, 2.002202)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3041,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
HipoTinto Tintoreria,"plaça magdalena trias, 3, 08850 Gavà",936380137 686232109,hipotinto@hotmail.com,,Serveis,41.30696,2.002202,"(41.30696, 2.002202)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=3966,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Antonio Plaza Martínez,"plaça magdalena trias, 3, 08850 Gavà", ,,,Bar,41.30696,2.002202,"(41.30696, 2.002202)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5428,http://continguts.intra.gavaciutat.net/documents/76203/2268237/restauracio.png
M&M Viandes Selectes (Bon Àrea),"plaça magdalena trias, 7, 08850 Gavà",936624055 ,bonarea@viandes.es,http://www.viandes.es,Alimentació (quotidià alimentari),41.30725,2.001608,"(41.30725, 2.001608)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5014,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
M&M Viandes Selectes (Bon Àrea),"plaça magdalena trias, 7, 08850 Gavà",936624055 ,bonarea@viandes.es,http://www.viandes.es,Alimentació (quotidià alimentari),41.30725,2.001608,"(41.30725, 2.001608)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1935,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
Zona PC,"plaça major, 1, 08850 Gavà",931050169 ,,http://www.zonapc.com,Serveis,41.304302,2.00539,"(41.304302, 2.00539)",http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5156,http://continguts.intra.gavaciutat.net/documents/76203/2268237/comerc.png
