NOM,PRESIDENT,DIRECCIO,TELEFON,EMAIL,WEB,DATA_ALTA,TIPUS,NumSocios,enllacdirectori,latitud,longitud,LOCALITZACIO
CLUB DE FUTBOL GAVÀ,JOAN RÓDENAS VILLENA,"passatge elisenda de montcada, 4 ,08850 Gavà",936381044,,,12/21/2004 12:00:00 AM,Esportives,845,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=223,,,
CLUB DE FUTBOL GAVÀ MAR,Daniel Hens Martínez,"carrer tellinaires, 55 ,08850 Gavà",,cfgavamar@hotmail.com,http://www.cfgavamar.es,02/03/2005 12:00:00 AM,Esportives,25,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=273,,,
CLUB DE FUTBOL SALA GAVÀ,SANTIAGO LÓPEZ ADÁN,"carrer pau claris, 29 ,08850 Gavà",936383435,loadesports@loadesports.com,,02/15/2005 12:00:00 AM,Esportives,422,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=277,,,
CLUB DE FÚTBOL LOS MOLINOS VETERANOS,ANTONIO ALCARAZ GONZÁLEZ,"carrer antoni gaudí, 21 ,08850 Gavà",,,,03/09/2006 12:00:00 AM,Esportives,70,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=251,41.30769,2.0034616,"(41.30769, 2.003462)"
CLUB DE PESCA ESPORTIVA GAVA,TOMAS SUBIRA CORTELL,"carretera santa creu de calafell, 127 ,08850 Gavà",,spegava@mail.com,,07/03/2014 12:00:00 AM,Esportives,65,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1861,41.300915,2.005935,"(41.300915, 2.005935)"
CLUB DE TIR ESPORTIU GAVÀ,ANDRES MUÑOZ BLAY,"carrer sant pere, 13 ,08850 Gavà",936620395,magda411@hotmail.com,,05/17/2005 12:00:00 AM,Esportives,140,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=259,41.30412,2.0019994,"(41.30412, 2.001999)"
CLUB DEPORTIVO CULTURAL BARCELONA ATC,ALBERTO PARRA DE DIOS,"cami ral de barcelona a valència, s/n ,08850 Gavà",,aparra10@yahoo.es,,01/17/2011 12:00:00 AM,Esportives,20,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=312,,,
CLUB ESCOLA D'HANDBOL GAVÀ,SANTIAGO LÓPEZ ADÁN,"passatge transversal, 23 ,08850 Gavà",936383435,,,10/15/2007 12:00:00 AM,Esportives,30,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=184,,,
CLUB ESCOLA DE FUTBOL DE GAVÀ,SANTIAGO LÓPEZ ADÁN,"carrer sant pere, 47 ,08850 Gavà",936383435,loadesports@loadesports.com,,02/14/2005 12:00:00 AM,Esportives,85,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=176,41.30412,2.0019994,"(41.30412, 2.001999)"
CLUB ESPORTIU CICLISTA GAVÀ,ENRIQUE DUART GARCIA,"avinguda diagonal, 18 ,08850 Gavà",936333604,,,11/13/1998 12:00:00 AM,Esportives,124,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=217,41.30516,1.9978081,"(41.30516, 1.997808)"
CLUB ESPORTIU CULTURAL I RECREATIU GAVÀ,JUAN PATRICIO GARCÍA GUIRRIEC,"avinguda bòbiles, 1 ,08850 Gavà",936380481,gestion@santoangel.org,,10/22/2012 12:00:00 AM,Esportives,4,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1155,,,
CLUB ESPORTIU GARRAF RUNNERS,JUAN CARLOS ESCUTE MARIN,"carrer sant lluís, 77 ,08850 Gavà",,tirititantantan@hotmail.com ,,05/29/2013 12:00:00 AM,Esportives,30,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=335,,,
CLUB ESPORTIU SALA TR3S GAVA  ,RUBEN MODESTO BALASTEGUI,"carrer joan manén, 5 ,08850 Gavà",,,,11/08/2016 12:00:00 AM,Esportives,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5544,,,
CLUB GAVÀ TRIATLÓ,MANUEL GUTIERREZ RODRIGUEZ,"passatge elisenda de montcada, s/n ,08850 Gavà",,info@gavatriatlo.com,www.gavatriatlo.com,12/21/2004 12:00:00 AM,Esportives,112,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=171,,,
CLUB HANDBOL GAVÀ,JOAN CASTAÑERA MOLINS,"rambla pompeu fabra, 144 ,08850 Gavà",936383435,,,02/14/2005 12:00:00 AM,Esportives,186,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=207,,,
CLUB HANDBOL SAFA-GAVÀ,JOAN BISCARRI ESQUIUS,"rambla pompeu fabra, 130 ,08850 Gavà",,,,03/20/2007 12:00:00 AM,Esportives,12,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=324,41.30909,2.0035295,"(41.30909, 2.00353)"
CLUB NÀUTIC DE  GAVÀ,DAVID MARCO GRANELL,"carrer calafell, 25-27 ,08850 Gavà",936330686,,,12/27/2004 12:00:00 AM,Esportives,115,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=224,41.26635,2.0070653,"(41.26635, 2.007065)"
CLUB SPEED BOWLING,XAVIER ALBERT MANAU,"carrer energia, 31-49 ,08850 Gavà",,xavieralbert@academiasol.com   ,,01/17/2011 12:00:00 AM,Esportives,20,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=196,,,
CLUB VOLEIBOL GAVÀ,XAVIER PINOS FILLAT,"avinguda mas sellarès, 21 ,08850 Gavà",,jsb.selv@gmail.com,,05/14/2008 12:00:00 AM,Esportives,12,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=186,,,
COLLA DE CAMINANTS FRANCESC LASARTE,VICENS SUBIRATS MONTOLIU,"carrer sant josep oriol, 6 ,08850 Gavà",936621322,,,01/26/2005 12:00:00 AM,Esportives,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=272,41.30371,2.002422,"(41.30371, 2.002422)"
COLLA DE GRALLES L'ANGUILA DE GAVA,NEUS PINO POZO,"avinguda eramprunyà, 46 ,08850 Gavà",,grallerslanguiladegava@gmail.com,,12/11/2014 12:00:00 AM,Culturals,10,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5554,,,
COMITÉ SETEM-GAVÀ,SUSANA IZQUIERDO SEVILLA,"avinguda joan carles i, 18 ,08850 Gavà",936620916,,,11/30/1998 12:00:00 AM,Acció Social,11,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=231,,,
COMPANYIA DE TEATRE L'ANÒNIMA,MANUEL CASTILLEJOS I SEGURA,"carrer concòrdia, 41 ,08850 Gavà",908492079,,,06/17/1998 12:00:00 AM,Culturals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=237,,,
COMPANYIA GENERAL DEL FOC,RAMON LLONCH SAIZ,"passatge american lake,  ,08850 Gavà",936381207,, ,09/22/2004 12:00:00 AM,Culturals,30,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=242,,,
COORDINADORA DE PARES I MARES PER L'ESCOLA PÚBLICA DE GAVÀ,PILAR V. MELERO COMAS,"avinguda joan carles i, 62 ,08850 Gavà",936628406,coordinadoraampasgava@gmail.com,,02/28/2006 12:00:00 AM,Educatives i de Lleure,6,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=182,,,
COR DE CAMBRA TORNAVEU,ORIOL OLLÉ SANCHEZ,"carrer sarrià, 9 ,08850 Gavà",936625485,cortornaveu@yahoo.es,,09/26/2005 12:00:00 AM,Culturals,14,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=265,,,
CORAL SELLARÈS,ISABEL PUGÈS RODRÍGUEZ,"carrer raval de molins, s/n ,08850 Gavà",936629088,coral@coralsellares.com,,07/27/1998 12:00:00 AM,Culturals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=230,,,
CREU ROJA DE CASTELLDEFELS,DANIEL FUENTES I JANÉ,"avda. vallvidrera,73,08017 Barcelona",936658251,mirea.castelldefels@creuroja.org,,11/08/2005 12:00:00 AM,Acció Social,2235,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=249,41.40889,2.1113653,"(41.40889, 2.111365)"
CÁRITAS INTERPARROQUIAL DE GAVÀ - PARRÒQUIA DE SANT PERE,XAVIER RIBES MATAMOROS,"carrer raval de molins, 36 ,08850 Gavà",936620279,,,10/01/2013 12:00:00 AM,Acció Social,5,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1161,,,
ESBART DANSAIRE MARE DE DÉU DE BRUGUÉS,XAVIER RIBAS MATAMOROS,"carrer sarrià, 9 ,08850 Gavà",936620538,,,01/19/2005 12:00:00 AM,Culturals,28,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=271,,,
F.C. SPORTING GAVÀ,EDGAR HERNÁNDEZ MARCE,"plaça panes, 32 ,08850 Gavà",,fcsportinggava@gmail.com,,09/27/2013 12:00:00 AM,Esportives,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1160,,,
FAMILIARS DE MALALTS D'ALZHEIMER I ALTRES DEMÈNCIES DE GAVÀ (F.A.G.A),CARMEN ROSA GARCIA JURADO,"rambla joaquim vayreda, 31 ,08850 Gavà",,centreactivitatsfaga@yahoo.es,,06/17/1998 12:00:00 AM,Acció Social,50,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=327,,,
FUNDACIO EDUCACIO SOLIDARIA,JAUME PALLAROLAS I CAUREL ,"carrer concòrdia, 16-18 ,08850 Gavà",,,,02/23/2005 12:00:00 AM,Educatives i de Lleure,14,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=280,,,
FUNDACIO JOSEP COMAPOSADA-SINDICALISTES SOLIDARIS ,Camil Ros Duran,"rambla santa monica,,08002 Barcelona",,,,07/07/2011 12:00:00 AM,"Coop. Internacional, M. Ambient",0,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1142,41.37724,2.1766734,"(41.37724, 2.176673)"
FUNDACIÓ NOSTRA SENYORA DE BRUGUÉS,JOSEP BLAY ALIAGA,"carrer sant joan, 13 ,08850 Gavà",936382882,,,09/27/2006 12:00:00 AM,Acció Social,64,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=304,41.304684,2.001983,"(41.304684, 2.001983)"
FUNDACIÓ PRIVADA PAU I SOLIDARITAT,RICARD BELLERA KIRCHHOFF,"via laietana,16,08003 Barcelona",934812912,pauisolidaritat@ccoo.cat,www.pauisolidaritat.ccoo.cat,04/15/2011 12:00:00 AM,"Coop. Internacional, M. Ambient",,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=206,41.38357,2.1795068,"(41.38357, 2.179507)"
FUNDACIÓN PRIVADA HERVÁS AMEZCUA PARA LAS ARTES,TINI HERVÁS AMEZCUA,"rambla pompeu fabra, 132 ,08850 Gavà",936384479,tini@hervasamezcua.org,,05/08/2003 12:00:00 AM,Culturals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=240,41.30917,2.0037172,"(41.30917, 2.003717)"
FUNDACIÓN VICENTE FERRER,Anne Ferrer,"paris,71,08029 Barcelona",936625913,bcncentral@fundacionvicenteferrer.org,www.fundacionvicenteferrer.org,04/12/2012 12:00:00 AM,Acció Social,233,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1149,41.387825,2.1455116,"(41.387825, 2.145512)"
GAMA GAVÀ ASOCIACIÓN DE MÚSICOS Y ARTISTAS,RAFAEL RODRÍGUEZ,"carrer major, 37 ,08850 Gavà",936355435,associaciogamagava@hotmail.com,,11/18/2005 12:00:00 AM,Culturals,35,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=208,,,
GAVA FLAMA I CALIU DE LA SARDANA,LLUIS PEDRET FERNANDEZ,"carrer sant antoni abad, 29 ,08850 Gavà",,,,03/23/2005 12:00:00 AM,Culturals,0,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=177,,,
GROWING MINDZ ASOCIACIÓN DE USUARIOS-AS DE CANNABIS,PANAYOTIS CHRISTOPHER PATROKLOU,"carrer sant pere, 90 ,08850 Gavà",671264058,adc.growingmindz@gmail.com,,01/24/2013 12:00:00 AM,Culturals,18,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1157,41.303795,2.000504,"(41.303795, 2.000504)"
GRUP ECOLOGISTA LES AGULLES,ELENA FLORES MARTINEZ,"carrer f. pi i margall, 71 ,08850 Gavà",,gruplesagulles@yahoo.es,www.lesagulles.org,05/14/2008 12:00:00 AM,"Coop. Internacional, M. Ambient",10,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=288,41.307697,1.9971563,"(41.307697, 1.997156)"
GRUP ECOLOGISTA QUERCUS, Angel Losada Mayoral,"carrer f. pi i margall, 97 ,08850 Gavà",,,,02/21/1996 12:00:00 AM,"Coop. Internacional, M. Ambient",10,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=144,41.30774,1.9958563,"(41.30774, 1.995856)"
GRUP JUVENIL LA IGUALTAT,FRANCESC CASAS LOZANO,"carrer sarrià, 9 ,08850 Gavà",936620538,,,01/21/2008 12:00:00 AM,Culturals,15,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=292,,,
GRUP JUVENS,MARI CRUZ CHECA,"carrer mare de déu de montserrat, 83 ,08850 Gavà",,,,06/17/1998 12:00:00 AM,Culturals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=165,,,
GRUP TEATRAL L'ERAMPRUNYÀ,JOSÉ MARIA BARRABÉS SAHÚN,"carrer pau vergós, 53 ,08850 Gavà",936629674,rosaespligares@telefonica.net,,04/04/2006 12:00:00 AM,Culturals,8,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=202,,,
HERMANDAD DEL SANTO CRISTO,JOAN PARÉS PAPIOL,"plaça blas infante, s/n ,08850 Gavà",936628784,pescofet@pie.xtec.net,,03/24/2005 12:00:00 AM,Culturals,132,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=263,,,
IGLESIA CAMINANDO POR FE,Joan Manuel Vaz Salvador,"carrer colomeres, 135 ,08850 Gavà",,iglesia.caminando.po.fe@live.com,,05/24/2012 12:00:00 AM,Culturals,35,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1150,41.30739,1.9992102,"(41.30739, 1.99921)"
IGLESIA DE DIOS DE CATALUNYA,TOMÀS ARTURO BARISICH,"passatge rambla, 10 ,08850 Gavà",936621395,,,12/30/2004 12:00:00 AM,Culturals,40,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=278,,,
IGLESIA EVANGÉLICA DE GAVÀ,FRANCISCO MARTÍNEZ LORENZO,"carrer colomeres, 132 ,08850 Gavà",936621817,,,11/30/2005 12:00:00 AM,Culturals,120,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=261,,,
INTERNATIONAL POLICE ASSOCIATION (IPA) AGRUPACIÓN DEL BAIX LLOBREGAT,JOSÉ LUÍS GONZÁLEZ ROCA,"carretera del prat ,34,08840 Viladecans",,ipabaix@yahoo.es,,03/06/2008 12:00:00 AM,Culturals,72,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=209,41.317062,2.0261674,"(41.317062, 2.026167)"
JOVE COMPANYIA DE DANSA DE GAVÀ,ROSA MARIA GRAU GUASCH,"carrer marc grau, 9 ,08850 Gavà",936382449,romagrau@terra.es,,10/19/2004 12:00:00 AM,Culturals,10,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=169,41.30718,2.0040267,"(41.30718, 2.004027)"
JUNTA D'ACTIVITATS DEL CASAL DELS AVIS DE LA CAIXA DEL PENEDÈS DE GAVÀ,JOSEP SOLER SERRANO,"carrer centre, 3 ,08850 Gavà",936624223,mclarahernandez@caixapenedes.com,,11/09/2004 12:00:00 AM,Culturals,1100,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=170,,,
LES NITS DE L'ART,RUBEN MARTÍNEZ VALDERRAMA,"carrer fassina del moliner, 14 ,08850 Gavà",,felestramusic@yahoo.es,,12/30/2004 12:00:00 AM,Culturals,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=245,,,
MOTOR CLUB ESPORTIU 4X4 GAVÀ,JOAN MURCIA MENDEZ,"rambla joaquim vayreda, 31 ,08850 Gavà",936333605,,,06/17/1998 12:00:00 AM,Esportives,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=212,,,
MUJERES BURKINA,MONTSERRAT RIBA SICART,"avinguda europa, 86 ,08850 Gavà",,,,02/24/2016 12:00:00 AM,Acció Social,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5551,,,
"MÓN INTERIOR ""ASSOCIACIÓ PER L'ESTUDI DE TÈCNIQUES NATURALS PEL DESENVOLUPAMENT PERSONAL""",NEUS SANFELIU PALOU,"carrer artur costa, 55 ,08850 Gavà",936380647,moninterior@moninterior.com,,07/17/2011 12:00:00 AM,Culturals,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=256,,,
ONG AGUSTINIANA,M. JESÚS RODRÍGUEZ MUÑOZ,"plaça església, 1 ,08850 Gavà",936620436,,,07/07/2011 12:00:00 AM,"Coop. Internacional, M. Ambient",25,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1144,41.280243,1.9768252,"(41.280243, 1.976825)"
ONG CARUMANDA -Desde Lejos,JOSE LUIS GARRIDO CORUÑA," villalón,35,09003 Burgos",936381833,gava@ongcarumanda.org,www.ongcarumanda.org,04/02/2014 12:00:00 AM,Educatives i de Lleure,102,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=1701,42.343285,-3.7147274,"(42.343285, -3.714727)"
ORQUESTA RONDALLA SELLARÈS,FRANCISCO MARTINEZ GARCIA,"avinguda de gavà,s/n,08840 Viladecans",936652161,,,10/08/2004 12:00:00 AM,Culturals,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=239,41.314045,2.017768,"(41.314045, 2.017768)"
PENYA BARCELONISTA BLAUGRANA GAVANENCA,SANTIAGO FAUGIER HORNOS,"carrer sant pere, 43 ,08850 Gavà",936624901,Penyablaugranagavanenca@hotmail.com,,01/19/2005 12:00:00 AM,Esportives,210,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=173,41.30412,2.0019994,"(41.30412, 2.001999)"
PENYA BLANC I BLAVA 2005 GAVANENCA,MANUEL RAMOS VILLARREAL,"carrer artur costa, 51 ,08850 Gavà",,pbbgava@hotmail.com,www.pericosgava.com,01/03/2006 12:00:00 AM,Esportives,60,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=339,41.30334,2.0061214,"(41.30334, 2.006121)"
PENYA BLAUGRANA IDEAS,FRANCESC CANALES SERRANO,"rambla maria casas, 94 ,08850 Gavà",,,,04/25/2007 12:00:00 AM,Esportives,140,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=291,,,
PEÑA MADRIDISTA DE GAVÀ,FRANCISCO SILVA IBARRA,"carrer àngel guimerà, 31 ,08850 Gavà",,fsilva@renfe.es, ,04/14/2009 12:00:00 AM,Esportives,89,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=190,41.30183,2.001757,"(41.30183, 2.001757)"
PROJECTE SOFTBALL GAVANENC CLUB FEMENÍ CATALUNYA,JUAN CARLOS NUÑEZ ORTIGOSA,"av. de gavà, 90 (masia can sellares),,08840 Viladecans",,projectesoftball@yahoo.es,,02/09/2006 12:00:00 AM,Esportives,124,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=250,41.315296,2.0133207,"(41.315296, 2.013321)"
QUADRE ESCÈNIC BRUGUÉS,VALENTÍN MARTÍNEZ ROMERO,"carrer sarrià, 9 ,08850 Gavà",936620538,,,01/21/2008 12:00:00 AM,Culturals,14,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=185,,,
SERVEIS DE VOLUNTARIS I SOCORRISTES CATALUNYA,OSCAR BLASCO RAPELA,"carrer joan maragall ,4,08840 Viladecans",936591819,,,06/09/2006 12:00:00 AM,Acció Social,6,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=183,41.310402,2.0142026,"(41.310402, 2.014203)"
SOCIETAT CORAL LA IGUALTAT,FRANCESCA MARTORELL,"carrer sarrià, 9 ,08850 Gavà",936333619,, ,05/13/1998 12:00:00 AM,Culturals,,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=148,,,
SOCIETAT DE CAÇADORS GAVÀ,SALVADOR BENEDICTO CATALÀ,"carrer sant pere, 13 ,08850 Gavà",936620395,,,05/17/2005 12:00:00 AM,Esportives,250,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=179,41.30412,2.0019994,"(41.30412, 2.001999)"
"SOLIDARITAT, DECREIXEMENT I ACCIÓ",MIQUEL JORNET RODRÍGUEZ,"carrer riera de sant llorenç, 227-229 ,08850 Gavà",936389122,jornet@gmail.com,http://sda.cat,04/07/2009 12:00:00 AM,Acció Social,3,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=301,,,
UNIVERS ELENC TEATRE,JOSÉ MARÍA GONZÁLEZ CALVO,"carrer castelldefels, 11 ,08850 Gavà",936384031,,,10/24/2008 12:00:00 AM,Culturals,12,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=290,,,
UNIÓ DE BOTIGUERS DE GAVÀ,DIEGO CAPARRÓS ASUAR,"carrer jaume i, 1 ,08850 Gavà",936625202,ubgava@hotmail.com,,12/06/1996 12:00:00 AM,Comerç,450,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=163,41.31595,2.0266242,"(41.31595, 2.026624)"
UNIÓ MUNTANYENCA ERAMPRUNYÀ (UME),JORDI VILAJUAN GIMENO,"rambla salvador lluch, 4 ,08850 Gavà",936620124,ume_gava@inicia.es,,03/23/2005 12:00:00 AM,Esportives,548,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=198,,,
XANGÓ TEATRE,JUAN CERÓN MOLINA,"carrer ramon llull, 2 ,08850 Gavà",936380307,xeron72@hotmail.com,,07/25/2005 12:00:00 AM,Culturals,6,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=180,,,
i3 TRIATHLON GAVAMAR,MIGUEL ANGEL GONZALEZ CANO,"carrer tellinaires, 39-41 ,08850 Gavà",,,,04/04/2016 12:00:00 AM,Esportives,60,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=5549,41.26726,2.016662,"(41.26726, 2.016662)"
ÒMNIUM CULTURAL,JORDI PORTA RIBALTA,"carrer major, 9 ,08850 Gavà",933198050,oc2@omnium.cat mpanyell@hotmail.com,www.omnium.cat,04/24/2008 12:00:00 AM,Culturals,40,http://portals.ajuntament.gava.cat/scdirectorimunicipal/app.html?id=299,,,
