DATA RECEPCIO,DESCRIPCIO OPERACIO,IMPORT,NOM PARTIDA,CODI ECONOMIC,ECONOMIC,CODI FUNCIONAL,FUNCIONAL,CODI ORGANIC,ORGANIC
18/10/2017,SERVEIS CORRESPONENT A LA IMPARTICIÓ DE LA FORMACIO MODULFORM. COMPLEM. CURS GESTIO ADMINISTRATIVA I FINANCERA,940,Estudis i treballs tècnics Formació ocupac,227.06.0116,Estudis i treballs tècnics,2411A,Foment de l'Ocupació - Formació,2.7.0.16,Promoció Econòmica
18/10/2017,Periode: Del 5 al 8 d´octubre- 2017 (Und=0 Dias=0)   ,181.5,Programes i Activitats de Drets Humans,226.06.0017,"Reunions, conferències i cursos",2317A,Drets civils i Nova ciutadania,1.4.0.16,Igualtat i Ciutadania
18/10/2017,SERVEI DE MEDIACIO CIUDADANA MES D'OCTUBRE  ,3289,Mediació social,226.99.0117,Altres despeses diverses,2311C,Mediació Social,1.1.0.16,Serveis Socials
18/10/2017,ABONO ALBARAN R 711000215 DEFECHA 29/09/2017 REF:1637/  ,-122.02,Edificis i altres constr Cultura i Patrimoni,212.01.0217,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
18/10/2017,Servei de càtering  Gavamón  sopar solidari dia 6 d'octubre ,1870.55,Programes i Activitats de Drets Humans,226.06.0017,"Reunions, conferències i cursos",2317A,Drets civils i Nova ciutadania,1.4.0.16,Igualtat i Ciutadania
18/10/2017,CONCERT DE RAP STREP FEST   ,1415,Dinamització juvenil,227.06.0017,Estudis i treballs tècnics,2313A,Joventut,1.9.0.16,Joventut i Cooperació
18/10/2017,LLOGUER I TRANSPORT DE PALETS DECORACIO MOSTRA D'ENTITATS  ,284.35,Dinamització d'entitats,226.99.0117,Altres despeses diverses,3370A,Relacions ciutadanes,1.3.0.16,Cultura
18/10/2017,Ut. Fer els treballs d'arranjament i estabilitzat amb el 6%de ciment porland d'uns 1000 mPARQUING CAN TORELLO,8203.8,Inv. de rep en edif.i altres construccions- IFS ed,632.00.0017,Edificis i altres construccions,9330F,Inversions financerament sostenibles,1.7.0.16,Logística
18/10/2017,Pintura Vía Pública   ,169.44,Manteniment Senyalització via pública,215.00.0017,Mobiliari,1331A,Ordenació del trànsit i de l'estacionament,3.5.3.16,Mobilitat
18/10/2017,ALBARAN R 712006612 FECHA 05/10/2017 REF: 1637/2105 REF. AUX : CAN ,2829.43,Edificis i altres constr Cultura i Patrimoni,212.01.0217,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
18/10/2017,ALBARAN R 712006898 FECHA 09/10/2017 REF: NIO 1637/2105 REF. AUX : ,190.42,Edificis i altres constr Cultura i Patrimoni,212.01.0217,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
18/10/2017,EQUIPO POU BIBLIOTEC JSV   ,62.86,Biblioteca SV,226.09.0317,Activitats culturals i esportives,3321A,Biblioteques de Gavà,1.3.0.16,Cultura
18/10/2017,0374413001 MODUL AUX NOVAFLEX   ,304.53,Manteniment Edifici Corporatiu,212.00.0117,Edificis i altres construccions,9330A,Edificis administratius,3.4.0.16,Obres i Manteniment
18/10/2017,"Animació Espai Maragall final de  ""El millor pa de pagès català-2017"" ",950,Treballs tècnics Pla Estratègic Turisme,227.06.0117,Estudis i treballs tècnics,4322A,Promoció de la Ciutat - Turisme,4.0.0.16,"Comerç, Fira i Turisme"
18/10/2017,Acció formativa «Planter antirumors» el dia 7 d'octubre en el marc de les jornades del Gavamón i la mostra d'Entitats,400,Programes i Activitats de Drets Humans,226.06.0017,"Reunions, conferències i cursos",2317A,Drets civils i Nova ciutadania,1.4.0.16,Igualtat i Ciutadania
18/10/2017,Import corresponent a l? Activitat formativa:  MINDFULNESS PER EMPRESES. REDUCCIÓ D?ESTRÈS I LIDERAGTE   ?Recull d'activ,1440,Estudis i treballs tècnics Creació d'empresa,227.06.0117,Estudis i treballs tècnics,2412A,Foment de l'Ocupació - Creació d'empresa,2.7.0.16,Promoció Econòmica
18/10/2017,"Plaques dos logos color ""G"" de Gavà i ""G"" de Policia Municipal, 20x20 cm de fusta noguera 21 PLAQUES PATRO POLICIA",2032.8,APR-Rel publiques i representació,226.01.0017,Atencions protocol·làries i representatives,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
18/10/2017,Desplegable Mostra d'Entitats Mida:  400 x 210 mm Mida tancada:  100 x 210 mm Suport:  Estucat mat de 150 g Impressio: 4,551.03,Promoció i projecció de la Ciutat,226.02.0217,Publicitat i propaganda,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
18/10/2017,Full Abonament 2017 Mida:  210 x 297 mm Suport:  Estucat mat de 150 g Impressio: 4 + 4 tintes,211.81,Promoció i projecció de la Ciutat,226.02.0217,Publicitat i propaganda,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
18/10/2017,Cartell Dia Gent Gran Mida:  250 x 420 mm Suport:  Estucat mat de 150 g Impressio: 4 + 0 tintes,57.81,Promoció i projecció de la Ciutat,226.02.0217,Publicitat i propaganda,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
18/10/2017,Cambio Container 9 mt3   ,97.9,Gestió de residus (cementiri),227.06.0017,Estudis i treballs tècnics,1640A,Cementiri,3.1.0.16,Salut Pública
18/10/2017,Suscripcion Adobe Premiere Pro CC for teams L1 GOB Suscripcion por 12 meses. ,435.6,Manteniment equips informàtics,216.00.0017,Equipament per a processos d'informació,4913A,Societat de la informació-Audiovisual i Internet,2.8.3.16,Mitjans de Comunicació
18/10/2017,Cartells Mostra d'Entitats Mida:  250 x 420 mm Suport:  Estucat mat de 150 g Impressio: 4+ 0 tintes,98.52,Promoció i projecció de la Ciutat,226.02.0217,Publicitat i propaganda,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
19/10/2017,CATERING 10 ANIVERSARI DE L'ESPAI MARAGALL  ,387.31,APR-Rel publiques i representació,226.01.0017,Atencions protocol·làries i representatives,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
19/10/2017,CATERING 10 ANIVERSARI DE L'ESPAI MARAGALL  ,136.13,APR-Rel publiques i representació,226.01.0017,Atencions protocol·làries i representatives,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
20/10/2017,"Quadrat de 920x920 mm.Gama Tradicional   amb decorat reflectant nivell 3 DG groc ì fluorescent, dors plata.",395.72,Manteniment Senyalització via pública,215.00.0017,Mobiliari,1331A,Ordenació del trànsit i de l'estacionament,3.5.3.16,Mobilitat
20/10/2017,Pràctiques en empresa de l'estudiant Juan Miguel Pinilla Fernandez conveni 16-210-14007 ,1094.23,Beques i pràctiques,143.00.0017,Altre personal,9200A,Administració General ,2.2.0.16,Recursos Humans
20/10/2017,Servei càtering dia 14/10/2017   ,1925,Treballs tècnics Pla Estratègic Turisme,227.06.0117,Estudis i treballs tècnics,4322A,Promoció de la Ciutat - Turisme,4.0.0.16,"Comerç, Fira i Turisme"
20/10/2017,Festa Casal de la Gent Gran dia 02/07/2017  ,2692.8,Gent Gran - Dinamització,226.06.0117,"Reunions, conferències i cursos",2312A,Gent Gran,1.1.0.16,Serveis Socials
20/10/2017,Servei càtering mestres cuiners dia 02/07/2017  ,1485,Gent Gran - Dinamització,226.06.0117,"Reunions, conferències i cursos",2312A,Gent Gran,1.1.0.16,Serveis Socials
20/10/2017,Impressió 6xSRA3 4+4 PD300invitacions patró policia 2017   ,37.16,APR-Rel publiques i representació,226.01.0017,Atencions protocol·làries i representatives,9121A,Òrgans de govern - Programes d'Alcaldia,2.8.0.16,Oficina de l'Alcaldessa
20/10/2017,Placa Dekton Crema - Conmmemorativa Castellers   ,950,Edificis i altres constr Cultura i Patrimoni,212.01.0217,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
20/10/2017,CARTA (N) LOCAL 20 g U SERVEIS POSTALS OCTUBRE  ,2062.05,Comunicacions postals i missatgeries,222.01.0017,Postals,9200A,Administració General ,2.6.0.16,Serveis Generals
20/10/2017,NÚMERO D'EXPEDIENT 5742/2017 SUBSTITUCIÓ DE LLUMINÀRIES D'ENLLUMENAT PÚBLIC DE L'AV. JOANCARLES I DE L'ENTORN DEL CARRE,1504.99,Inv rep infraest i bens ús gral - Junts fem barri,619.00.0017,Altres inversions de reposició en infraestructures,1533J,Projectes Junts Fem Barri,3.4.0.16,Obres i Manteniment
20/10/2017,ALM.2 COD. 03002 SUMINISTRO DE EQUIPAMIENTO *Inversions* ,10890,Instal·lacions noves en equipaments - IFS equip,623.00.0017,"Maquinària, instal·lacions tècniques i utillatge",9330F,Inversions financerament sostenibles,1.7.0.16,Logística
20/10/2017,a/109100  17/10/2017   ,78.65,Edificis i altres constr Esports,212.01.0116,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
20/10/2017,REVISIO ACS PER PREVENCIO I CONTROL LEGIONEL.LA REVISIÓ ECA CIRCUIT ACS PAV.JACME MARCH,217.8,Edificis i altres constr Esports,212.01.0117,Edificis i altres construccions,9330B,Equipaments de serveis,1.7.0.16,Logística
20/10/2017,REPARACION MOTO 9615GDF   ,173.21,Manteniment Material de transport,214.00.0017,Elements de transport,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
20/10/2017,Pràctiques en empresa de l'estudiant GALA-CRISTINA FELIU I VIRALLONGA conveni 17-210-01010 ,1367.78,Beques i pràctiques,143.00.0017,Altre personal,9200A,Administració General ,2.2.0.16,Recursos Humans
20/10/2017,REPARACION MOTO 2740DYW   ,192.95,Manteniment Material de transport,214.00.0017,Elements de transport,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
23/10/2017,"SESSIO DE CONTES PER A NENS BIBLIOTEQUES DE GAVA MES D'OCTUBRE  ""COMMEMORACIO DE LA DECLARACIO UNIV. DRETS HUMANS""",330,Programes i Activitats de Drets Humans,226.06.0017,"Reunions, conferències i cursos",2317A,Drets civils i Nova ciutadania,1.4.0.16,Igualtat i Ciutadania
23/10/2017,CATERING ACTE FÒRUM ENVELLIMENT ACTIU   ,80.08,Gent Gran - Dinamització,226.06.0117,"Reunions, conferències i cursos",2312A,Gent Gran,1.1.0.16,Serveis Socials
24/10/2017,GIMNAS CENTRES FORA LOC OCT'17   ,491.15,Prestació de serveis tècnics esportius Escola EE,226.99.0017,Altres despeses diverses,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
24/10/2017,REPARACIO VEHICLE DE SEGURERAT2719 HPC  ,42.59,Manteniment Material de transport,214.00.0017,Elements de transport,1320A,Policia de Seguretat,3.5.0.16,Seguretat Ciutadana
24/10/2017,SUPL. KM. ANADA/TORNADA OCT'17   ,73.92,Prestació de serveis tècnics esportius Escola EE,226.99.0017,Altres despeses diverses,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
24/10/2017,QUOTA CENTRE MENSUAL  OCT'17   ,35.32,Prestació de serveis tècnics esportius Escola EE,226.99.0017,Altres despeses diverses,3231A,Educació Especial,1.2.1.16,EEE Maria Felip
25/10/2017,SAD DEPENDENCIA  Servei públic d'atenció d'ajuda a domicilia Gavà corresponent al mes deSETEMBRE 2017Treballadora Fami,28674.77,Dependència - Ajut a domicili (SAD),227.06.0117,Estudis i treballs tècnics,2311B,Assitència a persones dependents,1.1.0.16,Serveis Socials
19/12/2016,ABONO FRA 165890 DEVOLUCIO CONTENIDOR_APLICAR A FRA 170206 DE 02/01/2017  ,-140.48,Productes de neteja,221.10.0017,Productes de neteja i condícia,3420A,Instal·lacions esportives,1.5.0.16,Esports
