CODI_DIVISIO_TERRITORIAL;CODI_PARTIT;DESCRIPCIO_PARTIT;NRE_VOTS
S-06013;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;37
S-06013;CIU  ;CONVERGENCIA I UNIO                     ;4
S-06013;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;20
S-06013;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;9
S-06013;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;21
S-06013;NULS;NULS;1
S-06013;PP      ;PARTIDO POPULAR                         ;32
S-06013;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;115
S-06013;PXC    ;PLATAFORMA PER CATALUNYA                ;8
S-06013;UPyD;UNION PROGRESO Y DEMOCRACIA;0
S-06014;BLANCS;BLANCS;10
S-06014;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;62
S-06014;CIU  ;CONVERGENCIA I UNIO                     ;3
S-06014;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;45
S-06014;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;13
S-06014;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;10
S-06014;NULS;NULS;1
S-06014;PP      ;PARTIDO POPULAR                         ;37
S-06014;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;165
S-06014;PXC    ;PLATAFORMA PER CATALUNYA                ;11
S-06014;UPyD;UNION PROGRESO Y DEMOCRACIA;3
S-06015;BLANCS;BLANCS;6
S-06015;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;99
S-06015;CIU  ;CONVERGENCIA I UNIO                     ;3
S-06015;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;64
S-06015;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;25
S-06015;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;53
S-06015;NULS;NULS;1
S-06015;PP      ;PARTIDO POPULAR                         ;41
S-06015;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;213
S-06015;PXC    ;PLATAFORMA PER CATALUNYA                ;9
S-06015;UPyD;UNION PROGRESO Y DEMOCRACIA;8
S-06016;BLANCS;BLANCS;3
S-06016;CEC-CPC;CORNELLÀ EN COMÚ-CRIDA PER CORNELLÀ;30
S-06016;CIU  ;CONVERGENCIA I UNIO                     ;2
S-06016;C s;CIUTADANS-PARTIDO DE LA CIUDADANIA;28
S-06016;ERC-AM;ESQUERRA REPUBLICANA DE CATALUNYA-ACORD MUNICIPAL;12
S-06016;ICV-EUIA-EP-E;INICIATIVA CATALUNYA VERDS-ESQ.UNIDA ALT.-ESQ.PLURAL-ENTESA;15
S-06016;NULS;NULS;1
S-06016;PP      ;PARTIDO POPULAR                         ;37
S-06016;PSC-CP;PARTIT SOCIALISTES DE CATALUNYA-CANDIDATURA DE PROGRÉS;128
S-06016;PXC    ;PLATAFORMA PER CATALUNYA                ;9
S-06016;UPyD;UNION PROGRESO Y DEMOCRACIA;1
