ID;ENTITAT;SECTORSEMANTIC1;SECTORSEMANTIC2;SECTORSEMANTIC3;SIGLA;CODI_CARRER;CARRER;NRO;BIS;ESCALA;PIS;PORTA;CODI_DIVISIO_TERRITORIAL_ADMINISTRATIVA;CODI_DIVISIO_TERRITORIAL;CODI_POSTAL;AMBIT;ANY_CONSTITUCIO;TELEFON;MAIL;WEB;UTMX;UTMY;LATITUD;LONGITUD;ADREÇA_COMPLETA
370;CORNELLA CRICKET CLUB;Esportives;;;;;;;;;;;D-03;B-03;08940;Indefinit;2010;933773859;afzaalomer@hotmail.com;;;;;;Av. PAU PICASSO 40
371;FUNDACIÓ PRIVADA PER A L´ATENCIÓ A PERSONES DEPENDENTS;Suport social;;;;;;;;;;;D-01;B-07;08940;Indefinit;2005;933750010;info@dependents.cat;www.dependents.cat;;;;;AVINGUDA SALVADOR ALLENDE, NÚM 45
372;FUNDACIÓ PER A JOVES LA CARENA DE CORNELLÀ;Suport social;;;;;;;;;;;D-05;B-06;08940;Indefinit;2009;933773307;fundacio@lacarena.org;www.lacarena.org;;;;;CARRETERA D´ESPLUGUES, 240-242, BAIXOS
373;ASOCIACIÓN SONIKARA DJIQUE POR LA CULTURA Y LA INTEGRACIÓN;Culturals;;;;;;;;;;;D-03;B-05;08040;Indefinit;2010;630827503;mdiaby3@hotmail.com;;;;;;C/JOSEP FITER, NUM 35-37 
374;ASOCIACIÓN SOLIDARIA MONTSE BERNAT;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-03;B-03;08940;Indefinit;2004;678440419;info@asomobe.org;asomobe.org;;;;;BALTASAR ORIOL, 69, 2º 1º
375;FEDERACIÓ  D´ENTITATS D´ESPORTS DE NATURA DE CORNELLÀ DE LLOBREGAT;Ecologistes i medi-ambientals;;;;;;;;;;;D-03;B-03;08940;Indefinit;2011;933772706;rui-res@hotmail.com;;;;;;PARC CAN MERCADER CARRETERA HOSPITALET, S/N DE CORNELLÀ DE LLOBREGAT
376;(+) MEDIAMBIENT.EXCURSIONISME.CULTURA.M.E.C.;Ecologistes i medi-ambientals;;;;;;;;;;;D-03;B-03;08940;Indefinit;2006;;rui-res@hotmail.com;;;;;;CARRETERA HOSPITALET S/N PARC CAN MERCADER EDIFICI PRECSA.
379;ASSOCIACIÓ FIBROMIÀLGIA DE CORNELLÀ;Suport social;;;;;;;;;;;D-05;B-06;08940;Indefinit;2011;636344506;fibrocornella@hotmail.com;;;;;;BELLATERRA Nº 2
380;ASSOCIACIÓ CULTURAL TOC DE CORN;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2011;675082206;tocdecorn@gmail.com;tocdecorn.blogspot.com.es;;;;;JACINT VERDAGUER Nº 19.  1º 2º
381;ENTITAT SOCIO-CULTURAL: IDENTITAT;Culturals;;;;;;;;;;;D-03;B-03;08940;Indefinit;1998;;identitat.cat@gmail.com;www.identitat.ppcc.cat;;;;;TORRAS I BAGES, 62
382;CORNELLÀ COMPRA A CASA;Gremis i professionals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2003;933771448;cornellacompraacasa@gmail.com;;;;;;PLAÇA LLUÍS COMPANYS S/N. EDIFICI MERCAT CENTRE
383;ASSOCIACIÓ INICIATIVA PRO INFANCIA-IPI;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-01;B-010;08007;Indefinit;2000;934120102;ipi@ipi-cooperacio.org;;;;;;GRAN VIA CORTS CATALANES Nº 646 1º 2ª
387;ASOCIACIÓN CULTURAL FLAMENCA  LA FLAMENCA ;Culturals;;;;;;;;;;;D-04;B-05;08940;Indefinit;2010;677871845;asociacionlaflamenca@hotmail.com;;;;;;C/JUAN FERNANDEZ 133
388;ASSOCIACIÓN AMIGOS DE VENEZUELA Y CATALUÑA;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2011;656955317;avecat@avecat.org;www.avecat.org;;;;;JOSEP CUXART 57, BJS 1RA.
389;CENTRO EVANGELÍSTICO MISIONERO DE LAS ASAMBLEAS DE DIOS;Religioses;;;;;;;;;;;D-07;B-07;08940;Indefinit;2009;661486872;cemad2009@hotmail.com;;;;;;AVENIDA DE LA LÍNEA ELÈCTRICA NÚM 19
390;ASSOCIACIÓ DE PINTORS DE CORNELLÀ;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2008;654680447;elisa-almon@hotmail.com;;;;;;C/ BONAVISTA Nº 17 BAIXOS 1º
392;COMUNIDAD ISLÁMICA LA PAZ DE CORNELLÀ DE LLOBREGAT;Religioses;;;;;;;;;;;D-02;B-01;08940;Indefinit;2010;679671938;abdelbouhd@gmx.com;;;;;;MOSSÈN JACINT VERDAGUER Nº 82-84. BAIXOS 1º
393;CUBANOS EN CATALUNYA;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2005;689524207;cubanosencatalunya@yahoo.es;www.cubaencat.entitatsviladecans.org;;;;;C/ BUENESTAR, 33 BX 1º
394;ASOCIACIÓN FE EN ACCIÓN ;Religioses;;;;;;;;;;;D-05;B-06;08940;Indefinit;2010;648636322;asociacionfeenaccion@hotmail.es;;;;;;FEDERICO SOLER Nº 77. 2º 3ª
395;ASOCIACION DEPORTIVA CAZADORES RIERA CORNELLA;Esportives;;;;;;;;;;;D-02;B-01;08940;Indefinit;2011;651117538;asociacioncazadoresrieracornella@hotmail.com;www.123miweb.es/asociacioncazadorescornella1;;;;;EDUARD GIBERT Nº19 BAIXOS
396;ASSOCIACIÓ PYM STANDART;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2012;645940329;calvopedro@hotmail.com;;;;;;MOSSEN ANDREU 64 8º 2º
398;ASSOCIACIÓ CATALANA PER LA PAU;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-05;B-06;08940;Indefinit;1990;933188444;info@acpau.org;www.acpau.org;;;;;HERMENEGILDO GOULA, 24 BAIXOS
399;CLUB ESPORTIU D´AUTOMODELISME CAN MERCADER;Esportives;;;;;;;;;;;D-03;B-03;08940;Indefinit;2010;;ceacm.canmercader@gmail.com;;;;;;CARRETERA DE HOSPITALET, S/N , PARC DE CAN MERCADER
401;SECCIÓ(+) MEDIAMBIENT.EXCURSIONISME.CULTURA;Esportives;;;;;;;;;;;D-03;B-03;08940;Indefinit;2013;;rui-res@hotmail.com;;;;;;PARC DE CAN MERCADER.CTRA DE L´HOSPITALET S/N.
402;PENYA BLAUGRANA SANT ILDEFONS;Esportives;;;;;;;;;;;D-05;B-07;08940;Indefinit;2013;933763243;pbsantildefons@yahoo.es;;;;;;REPÚBLICA ARGENTINA Nº 62. BAIXOS 4ª
403;ASOCIACIÓN BENÉFICA ÁGAPE;Suport social;;;;;;;;;;;D-07;B-07;08940;Indefinit;2013;654783469;asociacion.benefica.agape@hotmail.com;;;;;;AV.DE LA LINEA ELÉCTRICA Nº 19. ESC. 1. BAIXOS 2ª
405;ASSOCIACIÓ PER PROMOURE I CREAR UN MUSEU DE MATEMÀTIQUES A CATALUNYA ( MMACA );Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2008;665233448;contacte@mmaca.cat;www.mmaca.cat;;;;;PALAU CAN MERCADER.CTRA. DE L´HOSPITALET S/N
406;ASOCIACIÓN ESPAÑOLA CONTRA EL CÁNCER ( AECC );Suport social;;;;;;;;;;;D-07;B-07;08940;Indefinit;1953;932002099;cornella@aecc.es;;;;;;MOSSÈN ANDREU 13-19 ( C.CULTURAL JOAN N. GARCIA NIETO )
407;ASSOCIACIÓ UNE TU CREATIVIDAD;Culturals;;;;;;;;;;;D-03;B-03;08940;Indefinit;2013;610267287;unetucreatividad@gmail.com;;;;;;C/ JAVIMEL Nº 21. BAIXOS
408;FUNDACIÓ PRIVADA ASPROSEAT SERVEIS D´ATENCIÓ DIÜRNA;Suport social;;;;;;;;;;;D-03;B-03;08940;Indefinit;2012;932236391;asproseat@asproseat.org;;;;;;RAMBLA SOLANES Nº 23. BAIXOS.
409;FUNDACIÓ PRIVADA ASPROSEAT EMPRESA I TREBALL;Suport social;;;;;;;;;;;D-03;B-03;08940;Indefinit;2009;932236391;asproseat@asproseat.org;;;;;;RAMBLA SOLANES Nº 23
411;ASSOCIACIÓ BOTIGA SOLIDÀRIA DE CORNELLÀ DE LLOBREGAT;Suport social;;;;;;;;;;;D-04;B-05;08940;Indefinit;2013;934712345;botigasolidariacornella@gmail.com;;;;;;CTRA. D´ESPLUGUES Nº 169. PGN IND. CAN BAGARIA
412;ASSOCIACIÓ MIRADES COOPERACIÓ VISUAL PEL DESENVOLUPAMENT;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-07;B-07;08940;Indefinit;2013;677681051;associacionmirades@associaciomirades.org;;;;;;XIPRER Nº 1. 13ª 7ª
413;ASSOCIACIÓ CULTURAL COFRADÍA CRISTO DE LA BUENA MUERTE CORNELLÀ DE LLOBREGAT;Culturals;;;;;;;;;;;D-07;B-07;08940;Indefinit;2013;;cristodelabuenamuerte_cornella@hotmail.com;;;;;;C.CIVIC SANT ILDEFONS. C/ GERDERA S/N
414;UNIÓ ESPORTIVA SANT FELIU DE LLOBREGAT ( UNES );Esportives;;;;;;;;;;;D-01;B-010;08980;Indefinit;2014;936668527;info@unes.cat;www.UNES.CAT;;;;;SANTIAGO RUSSINYOL S/N ( PAVELLÓ JUAN CARLOS NAVARRO )
416;ASOCIACIÓN TOGO SOLIDARITÉ ( A.T.O.S ) ;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-02;B-01;08940;Indefinit;2013;687168974;associationtogosolidarite@yahoo.com;atagossolidarite.wordpress.com;;;;;C/ RAMONEDA Nº 34. 1ª
417;FUNDACIÓ CATALANA DE L´ESPLAI;Juvenils;;;;;;;;;;;D-04;B-04;08940;Indefinit;1996;934747474;fundacio@fundesplai.org;www.fespali.org;;;;;GANDESA S/N
418;ASOCIACIÓN MISIÓN EVANGELÍSTICS IUMP ;Religioses;;;;;;;;;;;D-02;B-01;08940;Indefinit;2007;673750147;hnopbcn@gmail.com;;;;;;EDUARD GIBERT Nº 48. LOCAL 1
419;ASSOCIACIÓ CREAR CORNELLÀ;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2014;659640642;crearcornella@gmail.com;;;;;;C/ MOSSÈN JAUME RAFANELL, Nº 1
420;CLUB ECUAVOLEY CORNELLÀ DE LLOBREGAT;Esportives;;;;;;;;;;;D-05;B-06;08940;Indefinit;2013;615697095;ecuavoleycornella@gmail.com;www.ecuavoley-cat.com;;;;;FÉLIX JUSTO OLIVERAS 29-31 2º 2º
421;ASOCIACIÓN CULTURAL CORNCRENATA;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2014;933774185;info@artcrenata.com;;;;;;MENENDEZ PELAYO Nº 6
423;ESPÍRITU DE SANTA CRUZ DE LA SIERRA;Culturals;;;;;;;;;;;D-03;B-03;08940;Indefinit;2003;674559498;espiritudesantacruz@gmail.com;;;;;;PASSEIG DELS FERROCARRILS CATALANS 154
424;FUNDACIÓ IPI COOPERACIÓ;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-03;B-03;08940;Indefinit;2011;934120102;ipi@ipi-cooperacio.org;;;;;;AVDA. PORTA DIAGONAL Nº 30. 5º 2º
425;COLLA DELS TRES TOMBS DE CORNELLA DE LLOBREGAT;Culturals;;;;;;;;;;;D-01;B-07;08940;Indefinit;2014;670878877;collatrestcornella@gmail.com;;;;;;BONESTAR Nº 52. 6º1º
426;ASSOCIACIÓ D´ALUMNES DE L´ESCOLA OFICIAL D´IDIOMES DE CORNELLÀ DE LLOBREGAT;Educació i formació;;;;;;;;;;;D-04;B-05;08940;Indefinit;2014;933778177;associacioalumneseoicornella@gmail.com;;;;;;C/ IGNASI IGLESIAS Nº 7.
428;ASSOCIACIÓ EL CIRCULO MICROEMPRESARIAL&PROFESIONAL;Defensa i protecció dels animals;;;;;;;;;;;D-03;B-03;08940;Indefinit;2014;934741533;info@elcirculoempresarial.com;;;;;;TIRSO DE MOLINA Nº 36
429;ASSOCIACIÓ KAWRAL SUKABE LUCHA CONTRA LA POBREZA;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-02;B-02;08940;Indefinit;2010;631249682;kawralsukabe@gmail.com;;;;;;C/ SANT LLUÍS Nº 16 ÀTIC
430;ASSOCIACIÓ DE GENT GRAN BELLATERRA-CORNELLÀ;Gent gran;;;;;;;;;;;D-05;B-06;08940;Indefinit;2014;;;;;;;;BELLATERRA Nº 2. BAIXOS
431;ASSOCIACIÓ DE MARES I PARES D´ALUMNES DEL COL.LEGI SANT ANTONI MARIA CLARET DE C;Educació i formació;;;;;;;;;;;D-05;B-06;08940;Indefinit;1979;638702387;ampasamc2013@gmail.com;http//ampasamc.blogspot.com.es;;;;;C/ MANUEL MARINÉ Nº 11-17
432;ASSOCIACIÓ DE FAMILIARS AMB DIFICULTATS D´APRENETATGE;Educació i formació;;;;;;;;;;;D-06;B-07;08940;Indefinit;2014;;info@afdacat.org;;;;;;AVDA. SANT ILDEFONS Nº 24. COL.LEGI SANT ILDEFONS
433;ASSOCIACIÓ SOCIO-CULTURAL LA KANAYA;Culturals;;;;;;;;;;;D-06;B-07;08940;Indefinit;2014;;eventoskanayas@gmail.com;;;;;;C/ CAMELIES Nº 4.  7º 2º
434;FACTORÍA ARTÍSTICA DE CORNELLÀ ( F.A.C );Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2014;610844945;facornella@gmail.com;;;;;;C/ CAMPOAMOR Nº 2.  PLANTA 5º PORTA A
442;FUNDACIÓN VICENTE FERRER;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-01;B-010;08029;Indefinit;2015;934919026;ipublicas@fundacionvicenteferrer.org;;;;;;C/ PARIS Nº 71 3º 
443;ASSOCIACIÓ CULTURAL JAM IN;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2015;;associacioculturaljamin@gmail.com;;;;;;PASSATGE DE LES DELÍCIES Nº 11 2º 2ª
444;DEUS MOTOR MG;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2012;629441702;deusmotor413@gmail.com;;;;;;AVDA. SALVADOR ALLENDE Nº 1. 3º 2º
445;LA RUE DEL SO;Culturals;;;;;;;;;;;D-02;B-02;08940;Indefinit;2014;629450806;laruedelsoproduccions@gmail.cat;;;;;;C/ FRANCESC LAYRET Nº 37. ÀTIC 2ª
446;ASOCIACIÓN POETAS DE CORNELLÀ;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2014;609735250;poetasdecornella@hotmail.com;;;;;;C/ LAS ORIOLAS Nº 6. 2º 2º
447;ASSOCIACIÓ CULTURAL VIDA BALL;Culturals;;;;;;;;;;;D-04;B-04;08940;Indefinit;2014;645911541;acvidaball@gmail.com;;;;;;PLAÇA GANDESA S/N
448;ASOCIACIÓN PARA LA RECUPERACIÓN DE EQUIPOS INFORMÁTICOS EN DESUSO. REI;Ecologistes i medi-ambientals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2014;;info@asociacionrein.es;;;;;;C/ EMPORDÀ Nº 3. 7º 1ª
449;ASSOCIACIÓ CORNELLÀ A MÀ;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2015;;cornella.a.ma@gmail.com;;;;;;C/ RUBIÓ I ORS Nº 207. 4º 3º
450;ASOCIACIÓN MUSICAL MANUEL RODRÍGUEZ ORTIZ SAGRADA FAMILIA;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2014;629675291;aamsagradafamilia@gmail.com;;;;;;C/ LLINARS Nº 60. BAIXOS
451;ASSOCIACIÓ DE MARES I PARES D´ALUMNES DE L´ESCOLA BRESSOL ARC DE SANT MARTÍ;Educació i formació;;;;;;;;;;;D-01;B-03;08940;Indefinit;2013;934753538;amparcdesantmarti@gmail.com;;;;;;AVDA. PAU PICASSO Nº 51
452;IGLESIA EVANGELICA BAUTISTA DE CORNELLÀ;Religioses;;;;;;;;;;;D-05;B-06;08940;Indefinit;1971;933760942;iebcornella2014@gmail.com;;;;;;C/ RAMONEDA Nº 28 BAIXOS
453;ASOCIACIÓN DE HARMONIA Y INTERCULTURALIDAD;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2009;688340365;sef102f@gmail.com;;;;;;C/ BONVEÍ,53
454;UNIÓN DE IGLESIAS CRISTIANAS ADVENTISTAS DEL SÉPTIMO DÍA DE ESPAÑA;Religioses;;;;;;;;;;;D-02;B-01;08940;Indefinit;1968;675908873;jdolcet@adventista.es;;;;;;C/ EDUARD GIBERT Nº 34
455;MICROCORNELLA TEATRE;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2015;;microcornellateatre@gmail.com;microcornellateatre.com;;;;;C/ BELLATERRA Nº 28 1º 1º
456;XARXA DE DONES EMPRENEDORES DE CORNELLÀ;Culturals;;;;;;;;;;;D-02;B-01;08940;Indefinit;2014;;xdonescor@gmail.com;;;;;;C/ JAVIMEL Nº 21
457;FÚTBOL CLUB CORNELLÀ;Esportives;;;;;;;;;;;D-04;B-04;08940;Indefinit;2013;667594130;futbolclubcornella@gmail.com;;;;;;C/ FEDERICA MONTSENY Nº 2
458;ASSOCIACIÓ ATENEU POPULAR DE CORNELLÀ;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2012;;ateneupopularcornella@gmail.com;;;;;;C/ JACINT GUERRER Nº 8
459;ASSOCIACIÓ EDUCATIVA TROMPITXOL;Educació i formació;;;;;;;;;;;D-05;B-06;08940;Indefinit;2004;680125674;trompitxol@hotmail.com;;;;;;C/ FREDERIC SOLER Nº 83 1º 2 º
460;ASSOCIACIÓ NOVA OPORTUNITAT D´ADOPCIONS CORNELLÀ;Suport social;;;;;;;;;;;D-05;B-06;08940;Indefinit;2014;661088777;anoac-@hotmail.com;www.anoac.es.te;;;;;C/ PRINCIPADO DE ANDORRA Nº 7. 5º 4º
461;CLUB FARTUCS BITLLES I BOWLING;Esportives;;;;;;;;;;;D-02;B-01;08940;Indefinit;2003;;fartucsbitlles@gmail.com;;;;;;C/ LASARTE Nº 2 4º 1ª
462;AMPA INSTITUT CORNELLÀ;Educació i formació;;;;;;;;;;;D-06;B-07;08940;Indefinit;2015;;ampainstitutcornella@gmail.com;;;;;;AVGDA. SANT ILDEFONS Nº 24
463;JOVENTUT OBRERA CRISTIANA NACIONAL DE CATALUNYA I LES ILLES;Religioses;;;;;;;;;;;D-07;B-07;08940;Indefinit;2013;;joczonasud@gmail.com;;;;;;AVDA. SANT ILDEFONS Nº 15
464;CLUB ESPORTIU KYOKUKAN;Esportives;;;;;;;;;;;D-02;B-01;08940;Indefinit;2005;931829321;kyokukan@kyokukan.com;;;;;;C/ RUBIÓ I ORS Nº 11
465;ASSOCIACIÓ B-RETINA;Culturals;;;;;;;;;;;D-01;B-07;08940;Indefinit;2015;;b.retina2015@gmail.com;;;;;;PLAÇA ALMOGAVERS S/N. EDIF. ROGER DE LLÚRIA
466;ASSOCIACIÓ DE MARES I PARES D´ALUMNES DE L´ESCOLA BRESSOL MUNICIPAL MAG MAGINET;Educació i formació;;;;;;;;;;;D-06;B-07;08940;Indefinit;2016;;ampamagmaginet@gmail.com;;;;;;PLAÇA DELS ALMOGAVERS Nº 2
467;ASSOCIACIÓ CULTURAL HYPERION;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2015;;asociacion.cultural.hyperion@gmail.com;;;;;;C/ MOSSÈN ANDREU Nº 17
468;ASSOCIACIÓ D´AMICS DELS PRODUCTES ARTESANS ( APAT );Culturals;;;;;;;;;;;D-03;B-03;08940;Indefinit;2016;;associacioapat@gmail.com;;;;;;C/ PASSATGE DOLORS ALMEDA Nº 23 BAIXOS
470;CATALUNYA COALESCE CRIKET CLUB;Esportives;;;;;;;;;;;D-03;B-03;08940;Indefinit;2012;673636096;malikadnan78@gmail.com;;;;;;C/ DOLORS ALMEDA Nº 84. PLANTA 1º PORTA Nº 3
471;ASSOCIACIÓ CORRESOLIDARIS;Suport social;;;;;;;;;;;D-07;B-07;08940;Indefinit;2015;661344781;info@corresolidaris.org;;;;;;C/ FREIXE Nº 3 2º 3ª
472;CLUB PETANCA BARRI CENTRE;Esportives;;;;;;;;;;;D-02;B-02;08940;Indefinit;2016;689312807;cpbarricentre@gmail.com;;;;;;AVDA. BAIX LLOBREGAT S/N
473;ASSOCIACIÓ JAZZ AND BEER;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2016;656616040;info@jazzandbeer.org;;;;;;C/ CATALANS Nº 25. 4º 2º
474;ASOCIACIÓN ESPAÑOLA DE DESARROLLO, ASESORAMIENTO Y FORMACIÓN A LAS EMPRESAS ( DE;Gremis i professionals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2016;937608348;lolalusan.63@gmail.com;;;;;;CTRA D´ESPLUGUES Nº 64. BAIXOS
475;ASSOCIACIÓ CULTURAL BAIX LLOBREGAT  BALLEM ;Culturals;;;;;;;;;;;D-05;B-06;08940;Indefinit;2016;636043128;rosapaez1979@hotmail.com;;;;;;C/ BELLATERRA 6 . BAIXOS
476;ASSOCIACIÓ DE DONES PER LA INTEGRACIÓ TIUTMIN;Gènere;;;;;;;;;;;D-06;B-07;08940;Indefinit;2016;632958700;asociaciodedones@gmail.com;;;;;;C/ MIRANDA Nº 31-33. 1º B. ESCALA A
477;ASSOCIACIÓ XARXA SOLIDÀRIA CIUTADANA;Cooperació al desenvolupament, solidaritat i pau;;;;;;;;;;;D-06;B-07;08940;Indefinit;2017;678602153;xarxa.solidaria.ciutadana@gmail.com;;;;;;AVGDA. SANT ILDEFONS 1-3-5
478;ASOCIACIÓN CULTURAL SOCIAL Y DEPORTIVA INTERNACIONAL DE COLOMBIANOS POR EL MUNDO;Culturals;;;;;;;;;;;D-07;B-07;08940;Indefinit;2016;646736261;asoincol18@gmail.com;;;;;;C/ GERDERA Nº 1  5º 2º
479;IGLESIA PENTECOSTAL UNIDA EN EUROPA;Religioses;;;;;;;;;;;D-02;B-02;08940;Indefinit;2002;676533224;secretaria@ipue.es;;;;;;C/ COBALTO Nº 25. PGNO IND. ESTE
480;CLUB TRIATLÓ CORNELLÀ;Esportives;;;;;;;;;;;D-03;B-03;08940;Indefinit;2017;655469752;triatlocornella@gmail.com;;;;;;CTRA. DE L´HOSPITALET S/N. PARC DE CAN MERCADER
481;FUNDACIÓN PRIVADA UE CORNELLÀ;Esportives;;;;;;;;;;;D-02;B-02;08940;Indefinit;2013;934741063;infouecornella@gmail.com;;;;;;C/ SORRAL DEL RIU S/N
482;FUNDACIÓ PEL FOMENT DE LA SOCIETAT DEL CONEIXEMENT;Defensa i protecció dels animals;;;;;;;;;;;D-04;B-04;08940;Indefinit;2004;;citilab@info.ue;;;;;;PLAZA CAN SURIS S/N
