CODI;DATAINICI;NOMCOM;RAOSOCIAL;DESCRIPCIO;WEB;EMAIL;TELEFON1;HORARI;TIPUS;CODI_TIPUS;ADRECA
656;20010101;Frutas Quiles Pardo S.C.P.;FRUTAS QUILES PARDO, SCP  ;FRUITA I VERDURES;;NO EN TENEN;936664913;DE 8 A 14 I DE 17 A 20:30 DE DILLUNS A DIVENDRES, DISSABTE DE 8 A 14;FRUITA I VERDURA;68;C. Verge del Pilar 0042   
656;20010101;Frutas Quiles Pardo S.C.P.;FRUTAS QUILES PARDO, SCP  ;FRUITA I VERDURES;;NO EN TENEN;936664913;DE 8 A 14 I DE 17 A 20:30 DE DILLUNS A DIVENDRES, DISSABTE DE 8 A 14;FRUITA I VERDURA;68;C. Verge del Pilar 0042   
214;20060427;Frutas y Verduras Guimar;GUIMAR FRUITS, S.C.P.  ;Fruiteria;;selectarguimarslu@hotmail.com;607772983;;FRUITA I VERDURA;68;C. Ramón y Cajal 0006   
3335;20071217;FRUTAS Y VERDURAS NELLY;NELLY JEANETH QUINATOA GALARZA;comerç al detall d articles de cosmètica;;cosmogeysi@yahoo.es;936857165;;FRUITA I VERDURA;68;Rbla. Marquesa de Castellbell 0073  BX  02  
2010;19961101;Fruteria Pintor;DOLORES PINTOR SERRANO;VENDA DE FRUITA;;NO EN TENEN;936850634;DE DILLUNS A DISSABTE DE 8:30 A 13:30 I DE 17 A 20;FRUITA I VERDURA;68;C. Falguera 0094   
1255;20000101;Frutos Secos y Golosinas Alcaide;JOSE ALCAIDE SALDAÑA;VENDA DE FRUITS SECS I CARAMELS;;NO EN TENEN;936325267;DE DILLUNS A DISSABTE DE 10 A 14 I DE 16 A 20;DOLÇOS I GOMINOLES;75;C. Rupert Lladó 0041   
3579;20090309;FUBRON S.L.;FUBRON, SL  ;Fabricació de peces mecanitzades;www.fubron.com;fubron@fubron.com;936327040;;CONSTRUCCIÓ DE MAQUINÀRIA I EQUIPS ;44;C. Joaquim Castells 0011   
2259;20060618;Fumoso Industrial S.A.;FUMOSO INDUSTRIAL, S.A.  ;Transformació de plastics;www.fumoso.es;central@fumoso.es;936660442;7-19 DILLUNS A DIVENDRES;FABRICACIÓ DE PRODUCTES PLÀSTICS;37;Ra. Salut 0045  BX  
2413;19960501;Fundació Nou Camí;FUNDACIO NOU CAMI  ;CLUB SOCIAL PER DISMINUITS PSÍQUICS;;fnccoord@hsc-bmennibcn.org;936855807;DILLUNS DIVENDRES 15 30 -19 30  I CAPS DE SETMANA HORARI VARIABLE SEGONS ACTIVITATS;ALTRES (ACTIVITATS SERVEIS SOCIALS);157;Ptge. Fargas 0008  BX  
1802;19681001;Funeraria (Pompes Funebres de Badalona);POMPAS FUNEBRES DE BADALONA, S.A.  ;FUNERARIA;www.funerariabadalona.com;funerariasantfeliu@infonegocio.com;936660924;24HORES, 365 DIES L ANY;ACTIVITATS DIVERSES DE SERVEIS PERSONALS;167;C. Falguera 0041   
2218;20041230;Fungilab, S.A;FUNGI-LAB, S.A.  ;FABRICANTS I DISTRIBUIDORS DE MATERIAL PER A LABORATORI;www.fungilab.com;sales@fungilab.com ;936853500;DE DILLUNS A DIVENDRES DE 8:30 A 14 I 15 A 17:30;FABRICACIÓ D ALTRES PRODUCTES QUÍMICS;35;C. Constitució 0064  BX  
3282;20071016;Fusteria;ORIOL VERDES LOPEZ;Fusteria i ebanisteria;;oriolverdes@hotmail.com;936666499;;FUSTERIA;172;C. Matilde Bertran i Calopa 0029  LC  01  
1814;19750101;Fusteria Igual;FELIPE IGUAL VILLAGRASA;CONSTRUCCIÓ DE FUESTERIA (PORTES, MONTATGE DE MOBL;;carpinteriafelipeigual@gmail.com;936660532;DE 8 A 20 DE DILLUNS A DIVENDRES I DISSABTE DE 8 A 13:30;FUSTERIA;172;C. Creus 0038   
2081;20130128;Fustes Sant Feliu (ant. Decor-Art Hnos Ortega S.L.);FUSTES SANT FELIU SL  ;MAGATZEM DE CONGLOMERATS DE FUSTA I ALUMINI ;www.fustessantfeliu.com;info@fustessantfeliu.es, ventas@fustessantfeliu.com;936664317;DE DILLUNS A DIVENDRES 8-14 15.30-18;FUSTERIA;172;C. Reverend Martí Duran 0007  BX  
1804;20060427;F66 Taller d enginyeria i arquitectura tècnica;F-66 S.C.P.  ;Taller d enginyeria i arquitectura tècnica;;;936326781;;ENGINYERIA;134;C. Falguera 0066   
3637;20090810;Gaes Centre auditiu;CENTRES AUDIOLOGICS DEL BAIX LLOBREGAT, S.L.  ;centre auditiu;;gestioncabll@gmail.com;936855743;;CONSULTORIS, CENTRES MÈDICS, ASSISTÈNCIA MUTUA;148;C. Església 0002  BX  02  
3702;20100218;Galaxy & Star (roba);LEYUN  JI ;Botiga de roba;;;666666424;;ROBA;90;Ctra. Laureà Miró 0229  LC  03  
3351;20080128;GALLEGO-SEGOVIA operadores de transportes, SL;GALLEGO-SEGOVIA OPERADORES DE TRANSPORTE S.L.  ;Oficina d agència de transports;;jordi@gallego-segovia.com;936326161;;TRANSPORTS;112;C. Girona 0029   
1359;19820101;Garaje 82 (E. Fernández);EMILIO FERNANDEZ MOYA;Venda i reparació de vehicles automòbils;;;936665536;DE DILLUNS A DIVENDRES DE 8 A 13:30 I DE 15 A 20;REPARACIÓ DE VEHÍCLES DE MOTOR;62;C. Constitució 0014   
1353;20020101;Garatge La Salut;GARATGE LA SALUT SCP  ;Taller de reparació de vehicles;;glasalut@yahoo.es;936666578;DE 8:00 A 13:30 DE 15:30 A 20:30 DE DILLUNS A DIVENDRES;REPARACIÓ DE VEHÍCLES DE MOTOR;62;Ra. Salut 0030  BX  02  
1250;19200101;Gaspa Grané, SL;GASPA GRANE, S.L.  ;PROTOTIPS D EINES DE RUSCÁ;www.gaspagrane.com;info@gaspagrane.com;936661534;8:30-13 15-18:30 DILLUNS A DIVENDRES;CONSTRUCCIÓ DE MAQUINÀRIA I EQUIPS ;44;Ctra. Laureà Miró 0139  LC  
1109;19930101;Gatorba S.L..;GATORBA, S.L.  ;VENDA DE RECANVIS I ACCESSORIS DE VEHÍCLES;www.gatorba.com;castrol@gatorba.cat;936664512;DE 8 A 13:00 I DE 15 A 20 DE DILLUNS A DIVENDRES;VENDA DE RECANVIS I ACCESSORIS DE VEHÍCLES;59;C. Josep Ricart 0038   
3751;20100723;Gefisa contra incendios;INSTALACIONES GEFISA SL  ;Instal·ladora de contra incendis;www.gefisa.com;gefisa@gefisa.com;934750223;;ALTRES ACTIVITATS EMPRESARIALS;139;C. Mataró 0023  BX  
882;20060101;Gelateria La Jijonenca;FERNANDO RAMON MENDEZ SPINETTA;GELATERIA I CAFETERIA Aforament: 26 persones;;lajijonenca@santfeliu.net;936660260;DE 8 A 14 I DE 16 A 21 DE DILLUNS A DIUMENGE MENYS DIMARTS;BARS I CAFETERIES;110;C. Roses 0036  BX  02  
2540;20061117;GESAD;PERSONA NULA  ;;;jegoni@gesad.es, vanesaenrich@gesad.es;936850837;;COMPTABLES - ECONOMISTES;131;C. Sant Llorenç 0029   
1461;20050215;Gesticom Administradors de Finques S.L.;GESTICOM ADMINISTRADORS DE FINQUES S L  ;Serveis inmobiliaris;;gesticomsl@telefonica.net;936668600;;IMMOBILIÀRIES;123;C. Margarida Xirgu 0008  LC  06  
1742;19560101;Gestoria Amigó ;MEDINA AMIGO ASSOCIATS, S.L.  ;Assessoria Laboral,fiscal,trànsit,ass.servei jurídic,consultoria.;www.gestoriaamigo.com;a.vila@gestoriaamigo.cat, gestoria@gestoriaamigo.com;936664651;DE DILLUNS A DIVENDRES 8.30-13.30 15-20;GESTORIES;127;C. Església 0002  01  01  
2360;20060718;Ghamgol Doner Kebab;GHAMGOL 2007 SL  ;Shawarma bar Aforament 40 persones;;NO TIENEN EMAIL;;;BARS I CAFETERIES;110;Pg. Comte de Vilardaga 0120  LC  04  
2147;19920101;Giesse Group Iberia Aluminio Tecnologia;GIESSE GROUP IBERIA, S.A.  ;Comercialització i distribució per a la venda d accessoris per la fusteria d alumini.;www.giesse.it;sacggib@giessegroup.com;936853600;8-13:30 15-17:30 DILLUNS A DIVENDRES;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Constitució 0084  BX  
687;19960101;Gimnàs La Nau;MOISES VIÑOLO CERVILLA;Gimnàs;www.lanau.arrakis.es;lanaumoi@hotmail.com;936666464;DE 9 A 22 DE DILLUNS A DISSABTE;ACTIVITATS ESPORTIVES (gimnàs);162;C. Josep Ricart 0017   
2296;19910101;Gisbel;MANUEL CAPEL GARCIA;Comerç al detall de roba i complements;;;936660324;DE DILLUNS A DIVENDRES DE 9 A 13:30 I DE 17 A 20:30, DISSABTES DE 9 A 14 I DE 17 A 20:30;ROBA;90;Rbla. Marquesa de Castellbell 0110  BX  02  
843;19800101;Gòtic bar musical;JOSE GOMEZ BLANCO;BAR MUSICAL;www.goticgrup.com;goticgrup@hotmail.com;625242466;DIVENDRES I DISSABTE 23 30- 4;ACTIVITATS RECREATIVES (bar musical, discoteca, etc);160;C. Falguera 0001   
2261;19910101;Grabados Mecánicos Pla S.L;GRABADOS MECANICOS PLA, S.L.  ;Taller de gravació de metalls i producció de motlles;;gramecpla@gmail.com;936661409;DE DILLUNS A DIVENDRES 8-13 15-18;METAL·LÚRGIA, (llevat de maquinària i equips);43;Ptge. Masor 0016  BX  01  
2262;19991220;Gràfiques Fersosa;GRAFIQUES FERSOSA (PEDRO SOLE SORT Y CIA, S.R.C.)  ;ARTS GRAFIQUES, IMPRESSOS;;gfersosa@gfersosa.com;936851539;8-13 15-19 DILLUNS A DIVENDRES;ARTS GRÀFIQUES;26;C. Anselm Clavé 0017  BX  27  
3218;20070704;Gràfiques Osso;GRAFIQUES OSSO, S.L.  ;Taller d impremta (arts gràfiques);www.grafiquesosso.com;enric@grafiquesosso.com;936661342;;ALTRES (INDUSTRIES DE PAPER, EDICIÓ, ARTS GRÀFIQUES I REPRODUCCIÓ DE SUPORTS ENREGISTRATS);29;C. Armenteres 0080   
545;20060427;Gran Muralla Restaurant Xinés;LIXIN WANG ;Restaurant Aforament 48 persones;;;635788787;;RESTAURANTS;109;C. Joan Maragall 0016   
922;20010101;Granja Catalunya ;IULIA TIRDEA  ;BAR Aforament 34 persones;;julia14051984@hotmail.com;931745473;DE 7:30 A 18 DE DILLUNS A DIVENDRES;BARS I CAFETERIES;110;Pl. Catalunya 0004   
808;19930101;Granja Mercè ;JACINTO ROIG PALOMO;BAR;www.granjalamerce.es;otto069@hotmail.com;;8-19 DILLUNS A DIVENDRES 8-12 DISSABTE ;BARS I CAFETERIES;110;C. Verge de la Mercè 0007   
735;20040101;Granja Snoopy;FERMIN MARTIN JARA;Bar cafeteria Aforament 25 persones;granjasnoopy@santfeliu.net;;678594358;DE 7 A 22:30;BARS I CAFETERIES;110;C. Santa Creu 0010  BX  02  
926;20060428;Granja Tropical;TROPICAL  J & J SCP  ;Café bar;;NO TIENEN EMAIL;936669601;;BARS I CAFETERIES;110;Rbla. Marquesa de Castellbell 0048   
1883;20060427;Grow Shop Perenne;AGUSTIN MARTIN VISO;comerç al detall de llavors, abonaments, plantes i basar;;perennegrow@hotmail.com;933755440;;ALTRES COMERÇOS AL DETALL;107;Ctra. Laureà Miró 0082   
3430;20080619;Grupo Cautex, S.L.;GRUPO CAUTEX S.L.  ;Magatzem de recanvis d automòbil;www.cautex.com;cautex@cautex.com;934225300;;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Constitució 0074  BX  
1827;20100219;Grupo Inmer;INMER INMOBILIARIA, S.L.  ;Oficines generals;;mtort@medite.es;936663719;DE DILLUNS A DIVENDRES DE 9:30 A 13:30 I 16 A 20;CONSTRUCCIÓ D IMMOBLES (CONSTRUCTORES, PROMOTORS);55;Ctra. Laureà Miró 0350   
1827;20100219;Grupo Inmer;INMER INMOBILIARIA, S.L.  ;Oficines generals;;mtort@medite.es;936663719;DE DILLUNS A DIVENDRES DE 9:30 A 13:30 I 16 A 20;CONSTRUCCIÓ D IMMOBLES (CONSTRUCTORES, PROMOTORS);55;Ctra. Laureà Miró 0350   
429;19750101;Gus Gus;FRANCISCA ARIZA RAMIREZ;BOTIGA DE ROBA DE SENYORA;;gusgusmoda@hotmail.com;936664834;DE DILLUNS A DISSABTE 9.30-13.30 17-20.30;ROBA;90;Rbla. Marquesa de Castellbell 0069   
558;19880101;Hang Zhou Restaurant Xinès;GUANPING JI ;Restaurant xinès;;hangzhou@santfeliu.net;936853001;DE 11:30 A 16:30 I 19:30 A 00 DE DILLUNS A DIVENDRES;RESTAURANTS;109;Rbla. Marquesa de Castellbell 0030   
1885;20060427;Heladeria Can Maginàs 2;JESUS RODRIGUEZ LOZANO;Gelateria;;NO TIENEN EMAIL;936850789;;BARS I CAFETERIES;110;C. Hospitalet 0005  LC  01  
1770;20060427;Heladeria Fresa y Chocolate;FRESA Y CHOCOLATE SCP  ;Bar-gelateria Aforament 49 persones;;;635671452;;BARS I CAFETERIES;110;C. Josep M. de Molina 0016  LC  03  
669;20040921;Herbodietètica Alba;NURIA CRUZ BALADA;HERBOLARI, DIETÈTICA;;nuria-maginas@gmail.com;936660439;DE DILLUNS A DIVENDRES DE 9 A 13:15 I DE 17 A 20;DIETÈTICA- HERBORISTERIA;73;C. Josep Ricart 0043  BX  01  
1212;19860101;Herbolario Saturno;MARIA GRACIA MARTINEZ LEYVA;VENDA PRODUCTES DIETETICS I DE REGIM;;lafontdelasalut@gmail.com;936850222;DE 9:00 A 13:30 I DE 17:00 A 20:00 DE DILLUNS A DIVENDRES I ELS DISSABTES DE 9:00 A 13:30;DIETÈTICA- HERBORISTERIA;73;C. Joan XXIII 0011   
2441;20020101;Hersaba;HERSABA, S.L.  ;Magatzem de distribució de material fotogràfic. Salvador Serra;http://www.hersabalogistics.com/;info@hersabalogistics.com;660058257;DE DILLUNS A DIJOUS DE 6 A 19;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Pla 0152  BX  
2043;19840101;Hilbar;HILBAR SL  ;Transformació de materies plàstiques. ;www.hilbarsl.com;info@hilbarsl.com;936666363;7-13 16-19 DILLUNS A DIVENDRES;FABRICACIÓ DE PRODUCTES PLÀSTICS;37;C. Joaquim Castells 0019  BX  
2077;20040426;Hill-Rom Iberia;HILL-ROM IBERIA, SL  ;Magatzem de recepció i distribució d equips per a clíniques, hospitals i geriatrics;http://www.hill-rom.com/spain;maribel_cid@hill-rom.com;936856000;DE DILLUNS A DIVENDRES DE 8:30  A 18:30;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Comerç 0002   
3549;19960516;Hipica Can Rafael;HIPICA RAFAEL, S.L.  ;Hipica;;;933393306;;RAMADERIA;2;Camí Ca n Amigó del Clot    
2;;Hnos Garnés;MARIA TERESA GARNES SANCHEZ;COMERÇ AL DETALL DE PRODUCTES ALIMENTARIS I CARNICS EN GENERAL ;;faltamirano60@gmail.com;936661291;;CARNISSERIA;66;C. Josep Ricart 0054   
477;20020601;Horbela;MONTSERRAT LAZARO CAÑADA;ROBA DE NEN PETIT I COTILLERIA;;horbela2000@msn.com;936325741;DE 10 A 14 I DE 17 A 21;ROBA;90;C. Joan Antoni Samaranch 0004   
2083;20000101;Hornos Industriales Pujol S.A;HORNOS INDUSTRIALES PUJOL SA  ;Fabricació de maquinaria per la industria del vidre, tractament tèrmic i ceramic.;www.hornospujol.com;hipujol@hornospujol.com;936855672;DE 8 A 13:30 I DE 15 A 18:30  DE DILLUNS A DIJOUS, DIVENDRES DE 8 A 13:30;METAL·LÚRGIA, (llevat de maquinària i equips);43;C. Pla 0108  BX  
1172;19930101;Hostelmat;HOSTELMAT, SL  ;VENDA I DISTRIBUCIO DE MAQUINARIA D HOSTELERIA;www.hostelmat.com;hostelmatsl@gmail.com;936853377;DE 8:30 A 13 I DE 15:30 A 19 DE DILLUNS A DIVENDRES;CONSTRUCCIÓ DE MAQUINÀRIA I EQUIPS ;44;Ctra. Laureà Miró 0353   
935;20060427;H.O.S.2 ;LAJIE SANG ;Bar restaurant Aforament 47 persones;;81731238@qq.com;936669657;;BARS I CAFETERIES;110;C. Can Calders 0009   
936;19500101;Hotel Restaurant Centro;CARMEN FISA TUTUSAUS;HOTEL;www.hotelcentro.cat;hotelcentro@hotelcentro.cat;936661001;0-24;HOTEL;108;Ctra. Laureà Miró 0182   
3648;20091014;I tinta;JOSEFINA CEINOS SALDAÑA;Material d oficina, especialitzada en cartutxos de tintes i toners reciclats;;santfeliu@itinta.com;936686759;;LLIBRERIA I PAPERERIA;97;C. Santa Creu 0006  BX  04  
2244;20080612;Iberinox 88 Trade, S.L.;IBERINOX 88 TRADE, S.L.  ;Compra i venda de ferralla. Reciclatge Acer,Titàni, Niquel.;www.iberinox88.com;barcelona@iberinox88.com;936851101;DE DILLUNS A DIVENDRES 8-13 15-18;RECICLATGE REBUIG METALL;51;Ra. Salut 0067  BX  
172;19860101;Il.luminació Atenas;JESUS SANCHEZ AGUILAR;Comerç al detall de làmpades i objectes de decoració;;iluminacion.atenas@gmail.com;936660378;DE 09:00 A 13:30 I DE 16:30 - 20:30 ;LAMPARES I ARTICLES D ILUMINACIÓ;81;C. Santa Creu 0007   
2373;19910101;Iluminación Pujol;ILUMINACION PUJOL SL  ;FABRICACIÓ DE LÀMPARES;www.pujoliluminacion.com;pujoliluminacion@pujoliluminacion.com;936857880;DE DILLUNS A DIJOUS 8-14 15.30-18, DIVENDRES 8-14;ALTRES (INDUSTRIES DE MATERIALS I EQUIPS ELÈCTRICS, ELECTRÒNICS I ÒPTICS);48;C. Indústria 0013  BX  
385;20040101;Imatge Saló de Perruqueria i Bellesa;LUISA PADILLA OLIVA;PERRUQUERIA I CENTRE D ESTÈTICA;;;936326361;DE 9 A 13 I DE 15 A 20 DE DILLUNS A DISSABTE;PERRUQUERIES;163;C. Josep Ricart 0047  BX  03  
2155;20031215;Imcar S.A;IMCAR, S.A.  ;VENDA DE METALL DUR PER A MÀQUINA EINA;www.imcar.com;imcar@imcar.com;936850099;DE 8 A 14 I DE 15:30 A 19 DE DILLUNS A DIVENDRES;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Constitució 0094  BX  
2241;20020204;Import Kareva, SA.;IMPORT KAREVA, S.A.  ;Comercialització, importació, exportació i emmagatzematge de productes eròtics.;www.importkareva.com;lydia@importkareva.com;936327540;DE DILLUNS A DIVENDRES DE 8:30 A 13 I DE 15 A 18;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;Ra. Salut 0047  BX  
2074;19980513;Indeel, SA;IN de EL SA  ;Fabricació de juntes de tafló per vàlvules / Magatzem de peces de cautxo i plàstic;www.indeelsa.com;merce@indeelsa.com;936661742;DE DILLUNS A DIVENDRES 6-22;FABRICACIÓ DE PRODUCTES PLÀSTICS;37;Ctra. Laureà Miró 0394  BX  
2333;20060530;Indigo;INDIGO, S.A.  ;Magatzem de roba i productes de regal;;indigobcn@hotmail.com;934161980;;EMMAGATZEMATGE. DIPÒSIT DE MOBLES I MERCADERIES.;113;C. Joaquim Monmany 0015  ST  0B  
1972;19990101;Indoorkarting Barcelona;INDOORKARTING SPAIN, S.A.  ;equipament d esbarjo (karting i bar restaurant);www.indoorkartingbarcelona.com ;contact@indoorkartingbarcelona.com;936857500;DE 9:00 A 00:00, DE DILLUNS A DIUMENGE;ACTIVITATS RECREATIVES (bar musical, discoteca, etc);160;Ctra. Laureà Miró 0430  BX  
446;19670101;Inma Ribas;CONCEPCION RIBAS NOLLA;comerç al detall de roba per la llar;;conxitaribas@hotmail.com;936854072;DE 9:30 A 13 I DE 17 A 20:30 DE DILLUNS A DIVENDRES, DISSABTE DE 9:30 A 14;ROBA;90;C. Santa Creu 0006   
2169;20010101;Inox Moble;INOX MOBLE, S.L.  ;Fabricació de mobles d acer per conservació de fred;;inoxmoblesf@hotmail.com;936666223;8 30-13 30 15-18 DILLUNS A DIVENDRES;FABRICACIÓ MOBLES, JOIERIA, INSTRUMENTS MUSICALS, ARTICLES D ESPORT, JOGUINES, ETC.;50;C. Tallers 0011   
3452;20080723;Inpuma;INPUMA SL  ;Productor energia fotovoltaica;;hipujol@hornospujor.com;936855672;;PRODUCCIÓ I DISTRIBUCIÓ D ENERGIA ELECTRICA, GAS I AIGUA (COMPANYIES DE SERVEIS);54;C. Pla 0108   
1925;19980101;Insolación Replyk;INSOLACION REPLYK SL  ;Reproducció d imatges digitals;;administracion@replyk.com;;8-14 16-19 DILLUNS A DIVENDRES;ARTS GRÀFIQUES;26;C. Sant Jaume 0018   
1286;19960101;Instal·lacions Giménez ;INSTALACIONES ELECTRICAS JOAN J. GIMENEZ, S.C.P.  ;INSTAL·LACIÓ D ELECTRICITAT, LLUM ;www.ijginstalaciones.com;instal.lacionsjjg@hotmail.com;936853626;DE DILLUNS A DIVENDRES 8-19 DE 14 A 15 TANCAT;EMPRESES INSTAL·LACIONS GENERALS / REFORMES GENERALS;56;Ctra. Laureà Miró 0300   
1272;19990101;Instal.lacions Gonzalo;INSTALACIONES SUMINISTROS GONZALEZ S. L.  ;Venda al menor de materials de lampisteria, electricitat i construcció;;info@grupoisg.net, info@gonzalo.e.telefonica.net;936665979;DE 8 A 13 I DE 15:30 A 20 DE DILLUNS A DISSABTE;ELECTRICISTA;171;Pg. Comte de Vilardaga 0053   
1200;20060701;Interfincas Gestión Inmobiliaria;ANTONIO PANTOJA LIZANA;Immobiliària;;interfincasgestion@gmail.com;936855151;9 30-14 16 30-20 30 DILLUNS-DIVENDRES;IMMOBILIÀRIES;123;C. Sant Josep 0027   
2072;19780101;Inyección RCA Plàsticos (abans Matrimol);INYECCIÓN RCA PLÁSTICOS, S.L.  ;FABRICACIÓ D INJECCIÓ DE PLÀSTICS;www.rcaeurope.com;marta.delgado@rcaeurope.com;936731881;DE DILLUNS A DIVENDRES 8-19;FABRICACIÓ DE PRODUCTES PLÀSTICS;37;C. Agricultura 0045  BX  02  
2068;20020101;Ipargraf, SA.;IPARGRAF, S.L.  ;Taller de tall de làmines de cautxú i magatzem de planxes d alumini;www.exclusivasintergraf.com;ventas@ipargraf.e.telefonica.net;936684012;DE DILLUNS A DIJOUS DE 8 A 13:30 I DE 15 A 18;ALTRES (INDUSTRIES DE PAPER, EDICIÓ, ARTS GRÀFIQUES I REPRODUCCIÓ DE SUPORTS ENREGISTRATS);29;C. Agricultura 0011   
373;19970101;Iris;MARIA PILAR HERNANDEZ GARCIA;CENTRE D ESTÈTICA, A DOMICILI;;irisesthetica@hotmail.com;936660307;DE DIMARTS A DIVENDRES DE 9 A 13 I DE 16 A 19;CENTRES ESTÈTICA;164;Pg. Comte de Vilardaga 0004  EN  03  
2326;20060906;Irma Montferrer;IRMA MONTFERRER FORNES;Centre d estètica;;irmamontferrer@yahoo.es;936859204;DE DILLUNS A DIVENDRES DE 9:30 A 20;CENTRES ESTÈTICA;164;C. Verge de la Mercè 0009  LC  02  
2745;20060101;Itdam, S.L;ITDAM SL  ;Instal·lació sistemes pladur.;www.itdamsl.com;maria@itdamsl.com;936856814;DE DILLUNS A DIVENDRES DE 8 A 14 I DE 16 A 19;EMPRESES INSTAL·LACIONS GENERALS / REFORMES GENERALS;56;C. Anselm Clavé 0017  BX  32  
1608;19920101;Jarcopy;JORGE SOPENA MULLOL;Copisteria;www.jarcopy.com;jarcopy@jarcopy.com;936852846;DE DILLUNS A DIVENDRES DE 9:30 A 14 I DE 17 A 20:30;ARTS GRÀFIQUES;26;C. Joan XXIII 0008   
1815;20060427;Jaume Millat i Medina;JAUME MILLAT MEDINA;;;;934901999;;APARELLADOR;133;C. Ramón y Cajal 0026  03  02  
2233;20060615;Jaume Plensa Suñé;JAUME PLENSA SUÑE;Taller d escultures metal.liques;www.jaumeplensa.com;;934733474;;ALTRES (CONSTRUCCIÓ);57;Ra. Salut 0044  BX  
2004;20060505;JJMOTOS accessoris i recanvis;JOSE JAIME GARCIA PEREZ;Comerç d accessoris de motocicletes;www.jjmotos.net;jjmotos@jjmotos.net;936856246;;ALTRES COMERÇOS AL DETALL;107;C. Jaume Ribas 0018  BX  7A  
1122;19750101;Joan Soto Rètols;JUAN MANUEL SOTO LABORDA;FABRICACIÓ RÈTOLS;;retolssoto@hotmail.com;936851958;8-13 15-20 DILLUNS A DIVENDRES;DISSENY I PUBLICITAT;135;C. Josep Ricart 0010   
233;19941102;Joieria Aro;CRISTOBAL RAMIREZ NIETO;JOIERIA;;NO EN TENEN;936855126;9 30-13 30  I 17-20 30;JOIERIA;95;C. Girona 0014   
1552;19910909;Joieria Eva (Falguera);EVA ANGELA PORRAS TORRE;Joieria;;evadissenyjoiers@hotmail.com;936662460;9 30-13 30  17-20 30  DILLUNS-DISSABTE;JOIERIA;95;C. Falguera 0097   
238;20030408;Joieria Eva (Picasso);E.A.M.E. JOYERIA Y RELOJERIA,S.L.  ;Comerç al detall de joieria i rellotgeria;;evajoyeria@hotmail.com;936662460;DE 9:30 A 13:30 I DE 17 A 20:30 DE DILLUNS A DISSABTE;JOIERIA;95;C. Picasso 0010   
237;19880101;Joieria Eva (Rbla);EVA ANGELA PORRAS TORRE;JOIERIA;;evajoyeria@hotmail.com;936666387;9 30-13 30  17-20 30  DILLUNS-DISSABTE;JOIERIA;95;Rbla. Marquesa de Castellbell 0071   
2665;20100325;Joieria i rellotgeria;E.A.M.E. JOYERIA Y RELOJERIA,S.L.  ;Joieria i rellotgeria;;evadissenyjoiers@hotmail.com;936662460;;JOIERIA;95;C. Pou de Sant Pere 0006  LC  
234;19940310;Joieria Santa Creu;MARIA DOLORES GARCIA LOPEZ;Joieria i rellotgeria;;joieriasantacreu@hotmail.com;936851727;DE 10:00 - 14:00 I DE 17:00 - 20:30;JOIERIA;95;C. Santa Creu 0006   
3259;20070918;Jomarsa;JORDI MELGOSA FERNANDEZ;oficines d empresa de distribució de perfumeria i drogueria;www.jomarsa.es;info@jomarsa.es;647542763;;COMERÇ A L ENGRÒS, EXCEPTE VEHÍCLES DE MOTOR;63;C. Joan Antoni Samaranch 0006  BX  03  
1905;19900101;Juan Antonio Roman Herrero;JUAN ANTONIO ROMAN HERRERO;Servei jurídic;;roman.abogado@hotmail.com;936662311;DE 9 A 14 I DE 16 A 20 DE DILLUNS A DIVENDRES;SERVEI JURÍDIC - ADVOCATS;129;C. Pere Quart 0001  B0  02  
236;20000204;JURADO JOYERIA  RELOJERIA;MANUEL LOPEZ JURADO;joieria i rellotgeria;;joyeriajurado@hotmail.com;936666278;DE 9 A 13:30 I DE 17 A 20:30 DE DILLUNS A DISSABTE;JOIERIA;95;C. Can Calders 0010  BX  01  
3454;20080721;KBELL GADY;GADOR RAMOS GIMENEZ;Perruqueria;;kbellgady@ozu.es;936856451;;PERRUQUERIES;163;C. Josep Ricart 0059  S1  04  
3951;20120611;Kids & Us;MARIA BEGOÑA GARCIA AYUDA;Centre docent d aprenentatge d anglès;;santfeliu@kidsandus.cat;936664088;;ACADÈMIES ( IDIOMES, INFORMÀTICA, TEATRE, MANUALITATS, MÚSICA, AUTOESCOLES);144;C. Margarida Xirgu 0018  BX  08  
2378;20071011;Komttech (Abans Mabis sistema de alimentación);KOMTES TECHNOLOGY, S.L.  ;MONTATGE D EQUIPS ELECTRÒNICS / FABRICACIÓ DE SIST;;;936856852;DE DILLUNS A DIVENDRES DE 7 A 15;ALTRES (INDUSTRIES DE MATERIALS I EQUIPS ELÈCTRICS, ELECTRÒNICS I ÒPTICS);48;Ctra. Laureà Miró 0401  BX  07  
