ID_PARTIDA;DESCRIPCIO;ANY_PRESSUPOST;CAPITOL;ARTICLE;NOM_ARTICLE;CONCEPTE;NOM_CONCEPTE;CODI_ECONOMIC;CODI_PROGRAMA;CODI_ORGANIC;CREDIT_INICIAL;CREDIT_ACTUAL;A;D;O;P;RP;SALDO;MODIFICACIO
15     231  63200   ;ADEQUACIO CASAL GENT GRAN                         ;2015;6;;;;;63200  ;231  ;;0;239000;239000;0;0;;;239000;239000
15     2310122300   ;TRANSPORTS- PROGRAMA DISCAPACITAT                 ;2015;2;;;;;22300  ;23101;;3815;3815;4371,85;4371,85;4371,85;;;0;0
15     2310122699   ;ALTRES DESP.ESP.SERV. PROG.DISCAPACITAT           ;2015;2;;;;;22699  ;23101;;2300;2300;1818,93;1818,93;1818,93;;;0;0
15     2310148900   ;TRANSF.ASSOCIACIÓ DISMINUITS FÍSICS DE SANT FELIU ;2015;4;;;;;48900  ;23101;;750;750;750;750;750;;;0;0
15     2310148906   ;ALTRES TRANSF.- FUNDACIO XAMFRA SANT MIQUEL       ;2015;4;;;;;48906  ;23101;;0;1500;0;0;0;;;1500;1500
15     2320122609   ;FESTES POPULARS - PROGRAMA DONA.                  ;2015;2;;;;;22609  ;23201;;4840;4840;2020,69;2020,69;2020,69;;;0;0
15     2320220900   ;ALTR.IMMOB.MAT.-NOVA CIUTADANIA                   ;2015;2;;;;;20900  ;23202;;400;400;0;0;0;;;0;0
15     2320222300   ;TRANSPORTS-NOVA CIUTADANIA                        ;2015;2;;;;;22300  ;23202;;500;500;0;0;0;;;0;0
15     2320248902   ;ALTRES TRANSF.- ASSOC. TAWMAT                     ;2015;4;;;;;48902  ;23202;;0;1250;0;0;0;;;1250;1250
15     2320320900   ;ALTR.INMOB.MAT.-SOLIDARITAT I COOPERACIO          ;2015;2;;;;;20900  ;23203;;1000;1000;889,35;889,35;889,35;;;0;0
15     2320322699   ;ALTRES DESP.ESP.SERV.-SOLID.I COOPERACIO          ;2015;2;;;;;22699  ;23203;;750;750;598,15;598,15;598,15;;;0;0
15     2320462300   ;ADQ.MAQUINARIA, INSTAL- ATENCIO PERSONA           ;2015;6;;;;;62300  ;23204;;15000;15000;14722,55;14722,55;14174,81;;;0;0
15     241  16000   ;Seguretat social - Promoció econòmica             ;2015;1;;;;;16000  ;241  ;;0;0;0;0;0;;;0;0
15     241  22201   ;COMUNIC.POSTALS- FORMACIO I OCUPACIO              ;2015;2;;;;;22201  ;241  ;;500;500;0;0;0;;;0;0
15     313  15000   ;PRODUCTIVITAT - SALUT PUBLICA                     ;2015;1;;;;;15000  ;313  ;;0;1465;2164,01;2164,01;2164,01;;;1465;1465
15     313  21200   ;EDIF.I ALTR.CONST-HOSP.S.SOC.                     ;2015;2;;;;;21200  ;313  ;;540;540;93,17;93,17;93,17;;;0;0
15     3230063200   ;INV.REPOS.EDIFICIS- ENSENYAMENT                   ;2015;6;;;;;63200  ;32300;;80000;80000;67354,85;67354,85;33588,05;;;0;0
15     3260122699   ;ALTRES DESP.ESP.SERV.-POLITICA LINGÜISTICA        ;2015;2;;;;;22699  ;32601;;200;200;59,4;59,4;59,4;;;0;0
15     3260146700   ;TRANS.A CONSORCIS-POLITICA LINGÜÍSTICA            ;2015;4;;;;;46700  ;32601;;70000;66883,51;66883,51;66883,51;66883,51;;;-3116,49;-3116,49
15     330  62500   ;MOBILIARI I ESTRIS- CULTURA                       ;2015;6;;;;;62500  ;330  ;;50000;50000;50000;45412,65;45412,65;;;0;0
15     3340048901   ;ALTR.TRANSF- AMICS DE LES ROSES                   ;2015;4;;;;;48901  ;33400;;5800;5800;5800;5800;5800;;;0;0
15     3340048902   ;ALTR.TRANSF.CULT- CONVENI AECIP                   ;2015;4;;;;;48902  ;33400;;54000;53688,33;53688,33;53688,33;53688,33;;;-311,67;-311,67
15     3340048905   ;ALTR.TRANSF.CULTURA- CASTELLERS SANT FELIU        ;2015;4;;;;;48905  ;33400;;3200;3200;3200;3200;3200;;;0;0
15     3340048908   ;ALTR.TRANF.CULTURA- HDAD NTRA SRA.                ;2015;4;;;;;48908  ;33400;;2000;2000;2000;2000;2000;;;0;0
15     3340048912   ;Altr.transf. Cultura- Ateneu Santfeliuenc         ;2015;4;;;;;48912  ;33400;;38340;33340;33340;33340;33340;;;-5000;-5000
15     3340048920   ;ALTRES TRANSF- PEÑA BETICA                        ;2015;4;;;;;48920  ;33400;;1000;1000;1000;1000;1000;;;0;0
15     3340048921   ;ALTRES TRANSF- PESSEBRISTES                       ;2015;4;;;;;48921  ;33400;;1000;1000;1000;1000;1000;;;0;0
15     3340048923   ;ALTRES TRANSF- AMICS SANTA CREU                   ;2015;4;;;;;48923  ;33400;;1000;1000;1000;1000;1000;;;0;0
15     3340048930   ;ALTRES TRANSF- LAURENTIUS                         ;2015;4;;;;;48930  ;33400;;2500;0;0;0;0;;;-2500;-2500
15     341  48902   ;ALTRES TRANSF- SFFC                               ;2015;4;;;;;48902  ;341  ;;34100;34100;34100;34100;34100;;;0;0
15     342  22700   ;NETEJA I AGENC-ESPORTS I ESBAR.                   ;2015;2;;;;;22700  ;342  ;;300;300;236,58;236,58;236,58;;;0;0
15     342  62500   ;MOBILIARI I ESTRIS- ESPORTS                       ;2015;6;;;;;62500  ;342  ;;5000;5000;5000;5000;5000;;;0;0
15     342  64800   ;ARRENDAMENT FINANCER GESPA ARTIFICIAL             ;2015;6;;;;;64800  ;342  ;;0;106744,3;104586,3;104586,3;104586,3;;;106744,3;106744,3
15     4310022602   ;PUBLICITAT I PROPAGANDA - COMERÇ                  ;2015;2;;;;;22602  ;43100;;0;3000;740,06;740,06;740,06;;;3000;3000
15     4312047000   ;A EMPRESES PRIVADES- MERCAT MPAL                  ;2015;4;;;;;47000  ;43120;;1000;0;0;0;0;;;-1000;-1000
15     432  48900   ;ALTRES TRANSF- INNOBAIX                           ;2015;4;;;;;48900  ;432  ;;1000;1000;2000;2000;2000;;;0;0
15     459  61901   ;PLAÇA RAFAEL ALBERTI                              ;2015;6;;;;;61901  ;459  ;;377400;377400;377400;377400;0;;;0;0
15     9200115000   ;PRODUCTIVITAT - RECURSOS HUMANS                   ;2015;1;;;;;15000  ;92001;;0;4685;3020,76;3020,76;3020,76;;;4685;4685
15     924  22100   ;ENERGIA ELECT. - PARTICIP.CIUTADANA               ;2015;2;;;;;22100  ;924  ;;2370;2370;743,9;743,9;743,9;;;0;0
15     924  48902   ;ALTR.TRANSF- PARTICIPACIO CIUTADANA LA SALUT      ;2015;4;;;;;48902  ;924  ;;1750;1750;1750;1750;1750;;;0;0
15     924  48904   ;ALTR.TRANSF- PARTICIPACIO CIUTADANA FALGUERA      ;2015;4;;;;;48904  ;924  ;;1750;1750;1750;1750;1750;;;0;0
15     9260115000   ;PRODUCTIVITAT - SISTEMES INFORMACIO               ;2015;1;;;;;15000  ;92601;;0;11150;5740,88;5740,88;5740,88;;;11150;11150
15     9260122000   ;MAT.OFIC.-INFORMATICA                             ;2015;2;;;;;22000  ;92601;;500;500;498,79;498,79;498,79;;;0;0
15     9260148100   ;TRANS.,PREM.BEQUES - SIST.INFORMACIÓ              ;2015;4;;;;;48100  ;92601;;1500;1500;1500;1500;1500;;;0;0
15     9260162600   ;EQUIPAMENT INFOR- SIST.INFORMACIÓ                 ;2015;6;;;;;62600  ;92601;;20000;20000;18949,69;18949,69;7904,81;;;0;0
15R0   179  61900   ;ADEQUACIÓ HORTS URBANS                            ;2015;6;;;;;61900  ;179  ;;0;3464;2939,29;2939,29;2939,29;;;3464;3464
15R1   342  63200   ;INV.REPOSICIÓ PISCINA ESCORXADOR                  ;2015;6;;;;;63200  ;342  ;;0;10257,18;10257,18;10257,18;10257,18;;;10257,18;10257,18
15R4   162  62500   ;MOBILIARI I ESTRIS - MANTENIMENT                  ;2015;6;;;;;62500  ;162  ;;0;42000;41826,15;41826,15;21199,58;;;42000;42000
15R4   165  61900   ;MILLORES INST.LACIONS ENLLUMENAT PÚBLIC           ;2015;6;;;;;61900  ;165  ;;0;22455,69;22405,94;22405,94;22405,94;;;22455,69;22455,69
15R4   1690161900   ;INV.ESTALVI ENERGÈTIC I SMART SITY                ;2015;6;;;;;61900  ;16901;;0;170775,73;153672,33;48372,94;48372,94;;;170775,73;170775,73
15R4   9290163200   ;INVERS.REPOS.EDIF.- SALUT I RISCOS LABORALS       ;2015;6;;;;;63200  ;92901;;0;20000;0;0;0;;;20000;20000
15     132  21500   ;MOBILIARI I ESTRIS-SEGURETAT                      ;2015;2;;;;;21500  ;132  ;;1000;1000;156,25;156,25;156,25;;;0;0
15     165  21901   ;REPARACIONS I AVARIES.-ENLLUMENAT PUBLIC          ;2015;2;;;;;21901  ;165  ;;17000;26000;26000;26000;26000;;;9000;9000
15     165  21902   ;QUADRES ELECTRICS I AVARIES- ENLLUMENAT PUBLIC    ;2015;2;;;;;21902  ;165  ;;2450;2450;2450;2450;2450;;;0;0
15     2320421200   ;EDIF.I ALTR.CONST-AREA SERV.PERSONA               ;2015;2;;;;;21200  ;23204;;2560;2560;2780,43;2780,43;2780,43;;;0;0
15     241  20600   ;EQUIP.PROC.FORMAC.-FORMACIÓ I OCUPACIÓ            ;2015;2;;;;;20600  ;241  ;;30000;30000;30000;30000;30000;;;0;0
15     330  21200   ;EDIF. I ALTR.CONST-ADM.GRAL CULTURA               ;2015;2;;;;;21200  ;330  ;;20215;20215;20746,04;20104,61;19501,4;;;0;0
15     3340022706   ;EST.I TREB.TECNICS-PROM.CULTURAL                  ;2015;2;;;;;22706  ;33400;;35000;58254,7;54626,53;54426,53;54391,36;;;23254,7;23254,7
15     342  21200   ;EDIF.I ALTR.CONST-ESPOR.I ESB.                    ;2015;2;;;;;21200  ;342  ;;19550;19550;33189,53;33189,53;33189,53;;;0;0
15     4311022706   ;EST.I TREB.TECNICS-FIRA I EXPO                    ;2015;2;;;;;22706  ;43110;;28000;28000;28000,01;27830,01;27830,01;;;0;0
15     453  61904   ;PLA DIRECTOR CENTRE                               ;2015;6;;;;;61904  ;453  ;;0;1529260;1190114,72;1190114,72;1190114,72;;;1529260;1529260
15R0   162  63200   ;Invers.repos.edif.- servei Manteniment            ;2015;6;;;;;63200  ;162  ;;0;43061,89;41751,7;41751,7;41751,7;;;43061,89;43061,89
15     163  22700   ;NETEJA I AGENÇ-NETEJA VIARIA                      ;2015;2;;;;;22700  ;163  ;;1711412;1711412;1711411,84;1711411,84;1582281,05;;;0;0
15     1690012003   ;RETRIBUCIONS BÀSIQUES GRUP C1 MANTENIMENT         ;2015;1;;;;;12003  ;16900;;79079;74256,26;74975,88;74975,88;74975,88;;;-4822,74;-4822,74
15     1690012100   ;COMPLEMENT DESTÍ MANTENIMENT                      ;2015;1;;;;;12100  ;16900;;58056;54126,62;54431,35;54431,35;54431,35;;;-3929,38;-3929,38
15     1690013000   ;RETRIBUCIONS BÀSIQUES LABORALS MANTENIMENT        ;2015;1;;;;;13000  ;16900;;208850;215418,43;206115,72;206115,72;206115,72;;;6568,43;6568,43
15     1690013002   ;ALTRES RETRIBUCIONS LABORALS MANTENIMENT          ;2015;1;;;;;13002  ;16900;;366134;349319;351719,87;351719,87;351719,87;;;-16815;-16815
15     231  13002   ;ALTRES RETRIBUCIONS LABORALS SERVEIS SOCIALS      ;2015;1;;;;;13002  ;231  ;;254570;269899,49;264273,81;264273,81;264273,81;;;15329,49;15329,49
15     2320412103   ;ALTRES COMPLEMENTS ATENCIÓ A LA PERSONA           ;2015;1;;;;;12103  ;23204;;1470;1470;153,3;153,3;153,3;;;0;0
15     241  12000   ;RETRIBUCIONS BÀSIQUES GRUP A1 FORMACIÓ I OCUPACIÓ ;2015;1;;;;;12000  ;241  ;;0;18831,48;18844,77;18844,77;18538,93;;;18831,48;18831,48
15     241  13000   ;RETRIBUCIONS BÀSIQUES LABORALS FORMACIÓ I OCUPACIÓ;2015;1;;;;;13000  ;241  ;;202059;208983,63;214742,97;214742,97;214742,97;;;6924,63;6924,63
15     313  12001   ;RETRIBUCIONS BÀSIQUES GRUP A2 SALUT PÚBLICA       ;2015;1;;;;;12001  ;313  ;;12907;13570,59;13570,11;13570,11;13570,11;;;663,59;663,59
15     313  12006   ;TRIENIS SALUT PÚBLICA                             ;2015;1;;;;;12006  ;313  ;;5208;5208;5182,11;5182,11;5182,11;;;0;0
15     3230048901   ;ALTRES TRANSF- CONVENI AMPA ESCOLA GAUDI          ;2015;4;;;;;48901  ;32300;;10000;10000;10000;10000;10000;;;0;0
15     3230122710   ;PREST.SERV.SUPORT CENTRES 0-3                     ;2015;2;;;;;22710  ;32301;;475134;468234;465177,91;465177,91;458934,16;;;-6900;-6900
15     3260213000   ;RETRIBUCIONS BÀSIQUES LABORALS ESCOLA MÚSICA      ;2015;1;;;;;13000  ;32602;;197976;202233,5;201567,39;201567,39;201567,39;;;4257,5;4257,5
15     330  13000   ;RETRIBUCIONS BÀSIQUES LABORALS CULTURA            ;2015;1;;;;;13000  ;330  ;;65470;70061,01;68334,36;68334,36;68334,36;;;4591,01;4591,01
15     340  13000   ;RETRIBUCIONS BÀSIQUES LABORALS ESPORTS            ;2015;1;;;;;13000  ;340  ;;80207;83643,44;86933,12;86933,12;86933,12;;;3436,44;3436,44
15     430  12101   ;COMPLEMENT ESPECÍFIC COMERÇ                       ;2015;1;;;;;12101  ;430  ;;35184;33026,59;33990,83;33990,83;33990,83;;;-2157,41;-2157,41
15     4390048100   ;TRANSF, PREMIS, BEQUES-NOVES TECNOLOGIES          ;2015;4;;;;;48100  ;43900;;3000;8329,03;8129,03;8129,03;8129,03;;;5329,03;5329,03
15     9120012100   ;COMPLEMENT DESTÍ ÒRGANS DE GOVERN                 ;2015;1;;;;;12100  ;91200;;33713;33713;33712,84;33712,84;33712,84;;;0;0
15     9120110000   ;ALTS CARRECS - SINDIC DE GREUGES                  ;2015;1;;;;;10000  ;91201;;15300;15300;15300;15300;15300;;;0;0
15     920  15100   ;GRATIFICACIONS - ADM. GENERAL                     ;2015;1;;;;;15100  ;920  ;;150000;165264;156920,27;156920,27;156920,27;;;15264;15264
15     9200112000   ;RETRIBUCIONS BASIQUES GRUP A1 RECURSOS HUMANS     ;2015;1;;;;;12000  ;92001;;14678;15582,28;15581,6;15581,6;15581,6;;;904,28;904,28
15     9260112003   ;RETRIBUCIONS BÀSIQUES GRUP C1 SISTEMES D INFORMACI;2015;1;;;;;12003  ;92601;;59310;62275,98;70079,17;70079,17;70079,17;;;2965,98;2965,98
15     931  12003   ;RETRIBUCIONS BÀSIQUES GRUP C1 SERVEIS ECONÒMICS   ;2015;1;;;;;12003  ;931  ;;39540;41505,71;39930,75;39930,75;39930,75;;;1965,71;1965,71
15     231  22200   ;COMUNIC.TELEF.-ACCIO SOCIAL                       ;2015;2;;;;;22200  ;231  ;;19000;19000;2803,96;2803,96;2803,96;;;0;0
15     231  48902   ;ALTRES TRANSF.-AJUTS URGENTS                      ;2015;4;;;;;48902  ;231  ;;250000;250000;119312,5;106562,48;106562,48;;;0;0
15     3260022699   ;ALTRES DESP.ESP.SERV.-P.EDUCATIVA                 ;2015;2;;;;;22699  ;32600;;4000;4000;3998,89;3998,89;3998,89;;;0;0
15     338  20300   ;MAQ.INSTAL.I UTILL.-FESTES POPULARS               ;2015;2;;;;;20300  ;338  ;;23000;31379,66;30144,4;30144,4;30144,4;;;8379,66;8379,66
15     4312022102   ;GAS - MERCAT MUNICIPAL                            ;2015;2;;;;;22102  ;43120;;0;0;1036,08;1036,08;1036,08;;;0;0
15     920  22000   ;MAT.OFIC.-ADM. GENERAL                            ;2015;2;;;;;22000  ;920  ;;30000;30000;46069,2;46069,2;46069,2;;;0;0
15R4   330  62500   ;MOBILIARI I ESTRIS - CULTURA                      ;2015;6;;;;;62500  ;330  ;;0;32761,64;32761,64;32761,64;32761,64;;;32761,64;32761,64
15     011  91100   ;AMORT.PREST.- DEUTE PUBLIC                        ;2015;9;;;;;91100  ;011  ;;17500;17500;0;0;0;;;0;0
15     130  15000   ;PRODUCTIVITAT - SEGURETAT                         ;2015;1;;;;;15000  ;130  ;;0;36010;53614,28;53614,28;53614,28;;;36010;36010
15     151  62400   ;ADQ.VEHICLES - URBANISME                          ;2015;6;;;;;62400  ;151  ;;0;19452,65;19452,65;19452,65;0;;;19452,65;19452,65
15     1690120900   ;ALTR.IMMOB.MAT.-MANTENIMENT                       ;2015;2;;;;;20900  ;16901;;8000;2000;1940,4;1940,4;1940,4;;;-6000;-6000
15     231  22110   ;PRODUCTES NETEJA- ACCIÓ SOCIAL                    ;2015;2;;;;;22110  ;231  ;;500;500;497;497;497;;;0;0
15     231  23100   ;LOCOMOCIÓ- ACCIO SOCIAL                           ;2015;2;;;;;23100  ;231  ;;300;300;0;0;0;;;0;0
15     2310122609   ;FESTES POPULARS- PROGRAMA DISCAPACITAT            ;2015;2;;;;;22609  ;23101;;1800;1800;1460,83;1460,83;1460,83;;;0;0
15     2310148908   ;ALTRES TRANSF.- ASSOC. CATALANA INTEGRACIO DEL CEC;2015;4;;;;;48908  ;23101;;0;750;750;750;750;;;750;750
15     2320148100   ;TRANSF.PREMIS, BEQUES - PROGRAMA DONA             ;2015;4;;;;;48100  ;23201;;2100;2100;0;0;0;;;0;0
15     2320322601   ;ATENC.PROTOCOL.-SOLIDARITAT I COOPERACIO          ;2015;2;;;;;22601  ;23203;;300;300;300;300;300;;;0;0
15     2320348900   ;ALTR.TRANS.-SOLIDARITAT I COOPERACIO              ;2015;4;;;;;48900  ;23203;;58000;58000;57999,66;57999,66;57999,66;;;0;0
15     2320415000   ;PRODUCTIVITAT - ATENCIO A LA PERSONA              ;2015;1;;;;;15000  ;23204;;0;6350;6667,94;6667,94;6667,94;;;6350;6350
15     241  15000   ;PRODUCTIVITAT - FORMACIO I OCUPACIO               ;2015;1;;;;;15000  ;241  ;;0;23620;24462,47;24462,47;24462,47;;;23620;23620
15     241  46201   ;Transf.Ajunt.Sant Joan Despi                      ;2015;4;;;;;46201  ;241  ;;0;35163,77;0;0;0;;;35163,77;35163,77
15     241  46202   ;Transf.Ajunt.Sant Just Desvern                    ;2015;4;;;;;46202  ;241  ;;0;20249,91;0;0;0;;;20249,91;20249,91
15     313  21500   ;MOBILIARI I ESTRIS-HOSP.,SERV.AS.                 ;2015;2;;;;;21500  ;313  ;;300;300;0;0;0;;;0;0
15     313  22100   ;ENERGIA ELECT.-SALUT PÚBLICA                      ;2015;2;;;;;22100  ;313  ;;5150;5150;2910,18;2910,18;2910,18;;;0;0
15     313  22606   ;REUNIONS I CONF.-SALUT PÚBLICA                    ;2015;2;;;;;22606  ;313  ;;50;50;0;0;0;;;0;0
15     3230048905   ;ALTRES TRANSF- CONVENI AMPA PAU VILA              ;2015;4;;;;;48905  ;32300;;10350;10350;10350;10350;10350;;;0;0
15     3230048909   ;ALTRES TRANSF- CONVENI AMPA IES MARTI DOT         ;2015;4;;;;;48909  ;32300;;10000;10000;9786;9786;9786;;;0;0
15     3230062300   ;ADQ. MAQ. INSTAL- ENSENYAMENT                     ;2015;6;;;;;62300  ;32300;;10000;4501,2;4501,2;4501,2;4501,2;;;-5498,8;-5498,8
15     3260020200   ;EDIF.I ALTR.CONST.-PROM.EDUCATIVA                 ;2015;2;;;;;20200  ;32600;;4500;5082;5082;5082;5082;;;582;582
15     3260222001   ;PREMSA I PUB.-ESCOLA MÚSICA                       ;2015;2;;;;;22001  ;32602;;1500;1500;1500;633,73;633,73;;;0;0
15     330  12005   ;RETRIB. BASIQUES GRUP E - CULTURA                 ;2015;1;;;;;12005  ;330  ;;0;421,28;2066,69;2066,69;2066,69;;;421,28;421,28
15     330  12101   ;COMPLEMENT ESPECIFIC - CULTURA                    ;2015;1;;;;;12101  ;330  ;;0;0;1809,21;1809,21;1809,21;;;0;0
15     3321012100   ;COMPLEMENT DESTÍ - BIBLIOTECA                     ;2015;1;;;;;12100  ;33210;;0;0;3820,08;3820,08;3820,08;;;0;0
15     3321022000   ;MAT.OFICINA- BIBLIOTECA                           ;2015;2;;;;;22000  ;33210;;500;500;0;0;0;;;0;0
15     333  22300   ;TRANSPORTS- CIUTAT DE LES ROSES                   ;2015;2;;;;;22300  ;333  ;;3500;1368,51;1368,51;1368,51;1368,51;;;-2131,49;-2131,49
15     3340048900   ;ALTR.TRANS.-PROM.CULTURAL                         ;2015;4;;;;;48900  ;33400;;1000;0;0;0;0;;;-1000;-1000
15     3340048904   ;ALTR.TRANSF. CULTURA- CCR JOAN DE BATLLE          ;2015;4;;;;;48904  ;33400;;7800;7000;7000;7000;7000;;;-800;-800
15     3340122699   ;ALTRES DESP.ESP.SERV.-JOVENTUT                    ;2015;2;;;;;22699  ;33401;;600;600;485,56;485,56;485,56;;;0;0
15     341  48905   ;ALTRES TRANSFERENCIES- C.RITMICA SF               ;2015;4;;;;;48905  ;341  ;;4000;4000;4000;4000;4000;;;0;0
15     342  22500   ;IMPOSTOS ARRENDAMENT FINANCER GESPA ART.          ;2015;2;;;;;22500  ;342  ;;0;24754,2;24754,2;24754,2;24754,2;;;24754,2;24754,2
15     4310022706   ;EST.I TREB.TECNICS-COMERC                         ;2015;2;;;;;22706  ;43100;;24470;24470;21418,5;21418,5;21418,5;;;0;0
15     459  61900   ;PLA DE MILLORA ESPAI URBÀ                         ;2015;6;;;;;61900  ;459  ;;355000;46000;38688,59;38688,59;38688,59;;;-309000;-309000
15     491  48100   ;TRANS.,PREM.BEQUES-COMUNICACIO                    ;2015;4;;;;;48100  ;491  ;;2000;0;0;0;0;;;-2000;-2000
15     920  22700   ;NETEJA I AGENÇ-EDIFIC.PUBLICS                     ;2015;2;;;;;22700  ;920  ;;1425155;1415871;1411563,14;1411563,14;1411563,14;;;-9284;-9284
15     920  62500   ;MOBILIARI I ESTRIS- SERVEIS GENERALS              ;2015;6;;;;;62500  ;920  ;;25000;25000;352,4;352,4;352,4;;;0;0
15     9200122104   ;VESTUARI-RECURSOS HUMANS                          ;2015;2;;;;;22104  ;92001;;17000;17000;8273,65;3185,72;3178,72;;;0;0
15     9200123300   ;ALTRES INDEMNITZACIONS - RECURSOS HUMANS          ;2015;2;;;;;23300  ;92001;;0;10000;497,29;497,29;417,73;;;10000;10000
15     924  22101   ;AIGUA - PARTICIP. CIUTADANA                       ;2015;2;;;;;22101  ;924  ;;800;800;573,57;573,57;573,57;;;0;0
15     924  22701   ;SEGURETAT - PARTICIPACIÓ CIUTADANA                ;2015;2;;;;;22701  ;924  ;;500;500;0;0;0;;;0;0
15     9260115200   ;ALTRES RETRIBUCIONS- APLICACIÓ CONVENI            ;2015;1;;;;;15200  ;92601;;0;0;38916,84;38916,84;38916,84;;;0;0
15     9260164100   ;ADQ.LLICENCIES- SIST.INFORMACIÓ                   ;2015;6;;;;;64100  ;92601;;25000;25000;25000;25000;25000;;;0;0
15R0   4312063200   ;INVERSIONS MERCAT MUNICIPAL                       ;2015;6;;;;;63200  ;43120;;0;6000;6000;6000;6000;;;6000;6000
15R0   920  63200   ;INV.REPOS.EDIF.SERV.GENERALS                      ;2015;6;;;;;63200  ;920  ;;0;33519,2;3519,2;3519,2;3519,2;;;33519,2;33519,2
15R1   171  61901   ;Remodelació parc del Llobregat                    ;2015;6;;;;;61901  ;171  ;;0;542,31;542,31;542,31;542,31;;;542,31;542,31
15R2   920  63200   ;INV.REPS.EDIFICIS-SERV.GENERALS                   ;2015;6;;;;;63200  ;920  ;;0;37822,01;13627,95;13627,95;0;;;37822,01;37822,01
15R2   9290162300   ;MAQ.INST.I UTILLATGE- RRHH                        ;2015;6;;;;;62300  ;92901;;0;1863,4;1863,4;1863,4;0;;;1863,4;1863,4
15R3   2320462200   ;ADQ.EDIF.ANNEX CENTRE PARROQUIAL                  ;2015;6;;;;;62200  ;23204;;0;7166,86;7166,86;7166,86;7166,86;;;7166,86;7166,86
15R3   342  62200   ;PISTES MINIBASQUET                                ;2015;6;;;;;62200  ;342  ;;0;50000;48712,18;48712,18;48712,18;;;50000;50000
15R3   4590061900   ;DESPLEGA.FIBRA OPTICA I SMART CITY                ;2015;6;;;;;61900  ;45900;;0;43443,97;43443,97;43443,97;43443,97;;;43443,97;43443,97
15R4   1550062500   ;MOBILIARI URBÀ VIA PÚBLICA                        ;2015;6;;;;;62500  ;15500;;0;9728,77;7652,2;7652,2;7652,2;;;9728,77;9728,77
15R4   162  63200   ;INV.REPOS.EDIF. SERV.MANTENIMENT                  ;2015;6;;;;;63200  ;162  ;;0;135966,99;89086,64;88982,06;88982,06;;;135966,99;135966,99
15R4   2320462500   ;MOB.I ESTRIS ATENCIÓ PERSONA                      ;2015;6;;;;;62500  ;23204;;0;757;757;757;757;;;757;757
15R4   332  63200   ;AMPLIACIÓ BIBLIOTECA MONTSERRAT ROIG              ;2015;6;;;;;63200  ;332  ;;0;126349,58;91044,39;91044,39;2855,6;;;126349,58;126349,58
15R4   422  22706   ;EST.I TREB.TÈCNICS-INDUSTRIA                      ;2015;2;;;;;22706  ;422  ;;0;4985,2;4985,2;4985,2;4985,2;;;4985,2;4985,2
15R4   453  61900   ;PLA DE MILLORA ESPAI URBÀ                         ;2015;6;;;;;61900  ;453  ;;0;295010,62;284285,21;284170,3;283985,91;;;295010,62;295010,62
15R4   920  62500   ;MOBILIARI I ESTRIS- SERV.GENERALS                 ;2015;6;;;;;62500  ;920  ;;0;29147,19;0;0;0;;;29147,19;29147,19
15R4   920  63200   ;INV.REPS.EDIFICIS.- SERV.GENERALS                 ;2015;6;;;;;63200  ;920  ;;0;6671,91;2743,17;2743,17;2743,17;;;6671,91;6671,91
15R4   920  64000   ;ESTUDIS, PROJECTES I IMPREVISTOS                  ;2015;6;;;;;64000  ;920  ;;0;30036,73;16558,06;16558,06;16449,16;;;30036,73;30036,73
15R4   9260164100   ;ADQ.LLICÈNCIES-SIST.INFORMACIÓ                    ;2015;6;;;;;64100  ;92601;;0;35912,62;35912,62;35912,62;35912,62;;;35912,62;35912,62
15R4   9290162300   ;ADQ.MAQ. - SALUT I RISCOS LABORALS                ;2015;6;;;;;62300  ;92901;;0;3000;0;0;0;;;3000;3000
15     132  21000   ;INFRASTRUCTURA-SEGURETAT                          ;2015;2;;;;;21000  ;132  ;;1800;1800;1445,43;1445,43;1445,43;;;0;0
15     233  22706   ;SERVEIS D ATENCIÓ A LA DEPENDÈNCIA                ;2015;2;;;;;22706  ;233  ;;528000;528000;527997,65;527997,65;515980,06;;;0;0
15     333  48100   ;TRANSF.PREMIS, BEQUES- CIUTAT DE LES ROSES        ;2015;4;;;;;48100  ;333  ;;3500;4282,01;4302,01;4302,01;4302,01;;;782,01;782,01
15     3340122706   ;EST.I TREB.TECNICS-JOVENTUT                       ;2015;2;;;;;22706  ;33401;;84200;78868,41;72340,51;72340,51;67743,22;;;-5331,59;-5331,59
15     4390022706   ;EST.I TREB.TECNICS-NOVES TECNOLOGIES              ;2015;2;;;;;22706  ;43900;;89500;91120;88805,53;88805,53;88805,49;;;1620;1620
15     130  12004   ;RETRIBUCIONS BÀSIQUES GRUP C2 SEGURETAT           ;2015;1;;;;;12004  ;130  ;;444065;445067,19;94861,81;94861,81;94861,81;;;1002,19;1002,19
15     150  12100   ;COMPLEMENT DESTÍ URBANISME                        ;2015;1;;;;;12100  ;150  ;;143600;143600;137376,59;137376,59;137376,59;;;0;0
15     150  13002   ;ALTRES RETRIBUCIONS LABORALS URBANISME            ;2015;1;;;;;13002  ;150  ;;15775;15775;15774,18;15774,18;15774,18;;;0;0
15     151  20200   ;EDIF. I ALTR.CONST.-URBANISME                     ;2015;2;;;;;20200  ;151  ;;14415;14415;16016,04;16016,04;16016,04;;;0;0
15     151  22700   ;NETEJA I AGENÇ-URB.I ARQUITECTURA                 ;2015;2;;;;;22700  ;151  ;;14040;14040;12071,37;12071,37;12071,37;;;0;0
