Org_,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,F__Despesa_compromesa_respecte_e,Obligacions_reconegudes,F__Obligacions_reconegudes_respe,Pagaments_fets,F__Pagaments_fets_respecte_les_o,FID
02,241I,2269911,OPE DESPESES DISPOSITIU INSERCIO (TB),0,0,0,0,,0,,0,,38
01,920,2210400,VESTUARI PERSONAL NETEJA,700,0,700,0,,0,,0,,39
02,241I,2269913,OPE DESPESES DISPOSITIU INSERCIO (TB),0,0,0,0,,0,,0,,40
01,920,2210600,PRODUCTES FARMACÈUTICS,150,0,150,0,,0,,0,,41
02,241IA,2269915,IE 13/15 1-01 MARC COL.LABORACIO,0,0,0,0,,0,,0,,42
01,491,1500100,PRODUCTIVITAT COMUNICACIÓ,700,0,700,0,,0,,0,,43
02,241N,1210114,OPE ESPECIFIC DISPOSITIU INSERCIO ADM (tb) FSE,0,0,0,0,,0,,0,,44
01,920,2211000,PRODUCTES NETEJA,4000,0,4000,8.91,,8.91,,0,,45
02,241IB,2269915,IE/13/15 1-03 INNOVACIO EINES OCUPACIO,0,0,0,0,,0,,0,,46
02,241N,1210115,BTB 38/15 A1-01 FSE PERSONAL SUPORT TRIENIS,0,0,0,0,,0,,0,,47
02,241IC,2269915,IE-13/15 1-02 COMPETENCIES IESS,0,0,0,0,,0,,0,,48
01,491,1600000,SEGURETAT SOCIAL COMUNICACIÓ,9476.94,0,9476.94,1711.76,,1711.76,,1711.76,,49
01,920,2219900,MATERIAL PREVENCIÓ RISCOS,1800,0,1800,0,,0,,0,,50
02,241IM,2269910,OPE DESPESES PLANS IMPULS,0,0,0,0,,0,,0,,51
02,241N,1600014,OPE SEGURETAT SOCIAL DISPOSITIU INSERCIO ADM (tb) FSE,0,0,0,0,,0,,0,,52
01,912,1200300,BÀSIQUES C1 GABINET ALCALDIA,9884.84,0,9884.84,2181.69,,2181.69,,2181.69,,53
01,920,2220100,COMUNICACIONS POSTALS,15000,0,15000,1276.3,,1276.3,,1276.3,,54
02,241IN,1430015,OPE AODL INNOVACIO (fse),0,0,0,0,,0,,0,,55
02,241N,1600015,BTB 38/15 A1-01 FSE PERSONAL SUPORT SEGURETAT SOCIAL,0,0,0,0,,0,,0,,56
01,912,1200600,TRIENNIS GABINET ALCALDIA,3168.12,0,3168.12,695.4,,695.4,,695.4,,57
01,920,2240000,ASSEGURANCES,49500,0,49500,38654.72,,38654.72,,38579.77,,58
02,241IN,1600015,OPE AODL SEGURETAT SOCIAL INNOVACIO  (fse),0,0,0,0,,0,,0,,59
02,241N,2269913,OPE DESPESES FORMACIO NETEJA (TB),0,0,0,0,,0,,0,,60
01,912,1210000,COMPLEMENT DESTINACIÓ GABINET ALCALDIA,7137.76,0,7137.76,1544.82,,1544.82,,1544.82,,61
01,920,2260300,ANUNCIS OFICIALS,12500,0,12500,1074.88,,1074.88,,710,,62
02,241J,1200115,BASIQUES A2 OCUPACIO JOVES FOJ-6-2015 FSE,0,0,0,0,,0,,0,,63
02,241P,1430014,OPE PERSONAL PIRMI (fse),0,0,0,0,,0,,0,,64
01,912,1210100,COMPLEMENT ESPECÍFIC GABINET ALCALDIA,13476.48,0,13476.48,3402.81,,3402.81,,3402.81,,65
01,920,2260400,DESPESES JURÍDIQUES,19500,0,19500,814.66,,814.66,,584.76,,66
02,241J,1200615,TRIENNIS OCUPACIO JOVES FOJ-6-2015 FSE,0,0,0,0,,0,,0,,67
02,241P,1430015,BTB 38/15 DX-10 FSE PERSONAL SOCIOEDUCATIU,0,0,0,0,,0,,0,,68
02,241J,1210015,COMPLEMENT DESTINACIO OCUPACIO JOVES FOJ-6-2015 FSE,0,0,0,0,,0,,0,,69
01,920,2260700,OPOSICIONS I PROVES SELECTIVES,500,0,500,125.55,,125.55,,125.55,,70
01,912,1500000,PRODUCTIVITAT GABINET ALCALDIA,700,0,700,174.99,,174.99,,174.99,,71
02,241P,1600014,OPE ASSEGURANCES SOCIALS PIRMI (fse),0,0,0,0,,0,,0,,72
02,241J,1210115,COMPLEMENT ESPECIFIC OCUPACIO JOVES FOJ-6-2015 FSE,0,0,0,0,,0,,0,,73
01,912,1510000,GRATIFICACIONS GABINET ALCALDIA,0.01,0,0.01,0,,0,,0,,74
01,920,2269900,DESPESES DIVERSES,1400,0,1400,44.18,,44.18,,44.18,,75
02,241P,1600015,BTB 38/15 DX-10 FSE SEGURETAT SOCIAL SOCIOEDUCATIU,0,0,0,0,,0,,0,,76
02,241J,1430015,PERSONAL OCUPACIO JOVES FOJ-6-2015 FSE,0,0,0,0,,0,,0,,77
01,920,2279900,SERVEI PREVENCIÓ RISCOS LABORALS,30000,0,30000,397.74,,397.74,,0,,78
01,912,1600000,SEGURETAT SOCIAL GABINET ALCALDIA,10557.7,0,10557.7,1383.92,,1383.92,,1383.92,,79
02,241P,2269911,OPE DESPESES FORM TRANSVERSAL PACTES,0,0,0,0,,0,,0,,80
02,241J,1600015,SEG SOCIAL OCUPACIO JOVES FOJ-6-2015 FSE,0,0,0,0,,0,,0,,81
01,912,1620000,FORMACIÓ REGIDORS,500,0,500,0,,0,,0,,82
01,920,2302000,DIETES,2500,0,2500,142.02,,142.02,,142.02,,83
02,241PA,1430014,OPE PERSONAL TREBALL I FORMACIO PANP 14 (fse),0,0,0,0,,0,,0,,84
02,241J,2260613,OPE PROJECTE FORMACIO JOVE,0,0,0,0,,0,,0,,85
01,912,2260100,ATENCIONS PROTOCOLÀRIES,5500,0,5500,340.73,,340.73,,311.8,,86
01,920,2312000,VIATGES PERSONAL,11500,0,11500,2241.77,,2241.77,,1937.27,,87
02,241PA,1430015,OPE PERSONAL 2015/PANP/SPO/0011 (fse),0,0,0,0,,0,,0,,88
01,912,2269900,DESPESES ELECCIONS,3200,0,3200,0,,0,,0,,89
01,920D,2219900,SUBMINISTRAMENTS DIVERSOS,500,0,500,0,,0,,0,,90
02,241K,1430014,OPE PERSONAL FORMACIO NETEJA (tb) FSE,0,0,0,0,,0,,0,,91
02,241PA,1600014,OPE SEGURETAT SOCIAL TREBALL I FORMACIO PANP 14 (fse),0,0,0,0,,0,,0,,92
01,912,2300000,DIETES CÀRRECS ELECTES,47196,0,47196,17910,,17910,,11880,,93
01,920G,1210000,CARRERA PROFESSIONAL,40000,0,40000,0,,0,,0,,94
02,241K,1430015,BTB 38/15 B1-01 FSE PERSONAL FORMACIO NETEJA,0,0,0,0,,0,,0,,95
02,241PA,1600015,OPE SEGURETAT SOCIAL 2015/PANP/SPO/0011 (fse),0,0,0,0,,0,,0,,96
01,912,2310000,VIATGES CÀRRECS ELECTES,2000,0,2000,599.03,,599.03,,294.53,,97
01,920G,1310000,SUBSTITUCIONS,39000,-11537,27463,0,,0,,0,,98
02,241K,1600015,BTB 38/15 B1-01 FSE S SOCIAL FORMACIO NETEJA,0,0,0,0,,0,,0,,99
02,241PA,2260615,FORMACIO 2015/PANP/SPO/0011/AF01,0,0,0,0,,0,,0,,100
01,912,4660100,QUOTES ASSOCIACIONS MPLS.,9600,0,9600,3721,,3721,,3721,,101
01,920G,1500000,PRODUCTIVITAT,12500,-83.32,12416.68,0,,0,,0,,102
02,241K,2260615,BTB 38/15 B1-01 FSE CURS FORMACIO NETEJA,0,0,0,0,,0,,0,,103
02,241PI,2269911,OPE DESPESES PROGRAMES INSERCIO (IPI),0,0,0,0,,0,,0,,104
02,241TE,1430015,PERSONAL MANT EDIFICIS 2015/PRMI/SPO/0042/EX02 FSE,0,0,0,0,,0,,0,,105
01,912,4890000,SUBVENCIONS,3000,0,3000,1870,,1870,,500,,106
01,920G,1510000,GRATIFICACIONS GENÈRICA,6000,-1375.78,4624.22,0,,0,,0,,107
02,241K,2269914,OPE FORMACIO NETEJA (tb) FSE,0,0,0,0,,0,,0,,108
02,241PI,2269914,OPE DESPESES PRIMI (fse),0,0,0,0,,0,,0,,109
02,241TE,1600015,SEG SOCIAL MANT EDIFICIS 2015/PRMI/SPO/0042/EX02 FSE,0,0,0,0,,0,,0,,110
01,912,4892900,TRANSF. APORTACIÓ GRUPS MPLS.,9576,0,9576,4800,,4800,,3200,,111
02,241L,1430015,BTB 38/15 DX-04 FSE PERSONAL AUXILIAR LLAR,0,0,0,0,,0,,0,,112
01,920G,2279900,TREBALLS GESTORIA,0.01,0,0.01,0,,0,,0,,113
02,241PL,1200614,OPE TRIENIS LOCALS (dip),0,0,0,0,,0,,0,,114
02,241TG,1430015,PERSONAL DINAMITZ GENT GRAN 2015/PRMI/SPO/0042/EX06 FSE,0,0,0,0,,0,,0,,115
01,912,4899900,QUOTA PATRÓ OSONA GASTRONÒMICA,2000,0,2000,0,,0,,0,,116
02,241L,1600015,BTB 38/15 DX-04 FSE SEGURETAT SOCIAL AUXILIAR LLAR,0,0,0,0,,0,,0,,117
01,920N,1200500,BÀSIQUES AP NETEJA ADM. GNAL.,7678.58,0,7678.58,1661.88,,1661.88,,1661.88,,118
02,241PL,1210014,OPE COMPLEMENT DESTINACIO PLANS LOCALS (dip),0,0,0,0,,0,,0,,119
02,241TG,1600015,SEG SOCIAL DINAMITZ GENT GRAN 2015/PRMI/SPO/0042/EX06 FSE,0,0,0,0,,0,,0,,120
01,912O,1000000,RETRIBUCIONS ÒRGANS DE GOVERN,119284.28,11245.54,130529.82,38844.3,,38844.3,,38844.3,,121
01,920N,1200600,TRIENNIS NETEJA ADM. GNAL.,565.74,0,565.74,149.71,,149.71,,149.71,,122
02,241L,2269915,OPE INTERMEDIACIO AGENCIA SAC/14/00063 (fse),0,0,0,0,,0,,0,,123
02,241PL,1430014,OPE PERSONAL PLANS LOCALS OCUPACIO (dip),0,0,0,0,,0,,0,,124
02,241TL,1430015,PERSONAL AUX LLAR 2015/PRMI/SPO/0042/EX05 FSE,0,0,0,0,,0,,0,,125
01,912O,1600000,SEGURETAT SOCIAL ÒRGANS DE GOVERN,33026.04,0,33026.04,7742,,7742,,7742,,126
01,920N,1210000,COMPLEMENT DESTINACIÓ NETEJA ADM. GNAL.,3955.42,0,3955.42,856.08,,856.08,,856.08,,127
02,241M,1430015,BTB 38/15 DX-02 FSE PERSONAL NETEJA SUPERFICIES,0,0,0,0,,0,,0,,128
02,241PL,1600014,OPE ASSEGURANCES SOCIAL PLANS LOCALS OCUPACIO (dip),0,0,0,0,,0,,0,,129
02,241TL,1600015,SEG SOCIAL AUX LLAR 2015/PRMI/SPO/0042/EX05 FSE,0,0,0,0,,0,,0,,130
01,912O,2260100,OBSEQUIS PROTOCOL,3500,0,3500,0,,0,,0,,131
01,920N,1210100,COMPLEMENT ESPECÍFIC NETEJA ADM. GNAL.,6323.64,0,6323.64,1596.72,,1596.72,,1596.72,,132
02,241M,1600015,BTB 38/15 DX-02 FSE SEGURETAT SOCIAL NETEJA SUPERFICIES,0,0,0,0,,0,,0,,133
02,241TN,1430015,PERSONAL NETEJADORS 2015/PRMI/SPO/0042/EX03 FSE,0,0,0,0,,0,,0,,134
02,241Q,1430014,OPE AODL NOUS PROJECTES (fse),0,0,0,0,,0,,0,,135
01,920,1200000,BÀSIQUES A1 ADMINISTRACIÓ GNAL.,29354.64,0,29354.64,6720.9,,6720.9,,6720.9,,136
01,920N,1500000,PRODUCTIVITAT NETEJA ADM. GNAL.,700,0,700,174.99,,174.99,,174.99,,137
02,241M,2260612,OPE CURS GESTOR MAGATZEM,0,0,0,0,,0,,0,,138
02,241TN,1600015,SEG SOCIAL NETEJADORS 2015/PRMI/SPO/0042/EX03 FSE,0,0,0,0,,0,,0,,139
01,920,1200100,BÀSIQUES A2 ADMINISTRACIÓ GNAL.,38719.56,0,38719.56,9266,,9266,,9266,,140
02,241Q,1430015,OPE AODL NOUS PROJECTES (fse),0,0,0,0,,0,,0,,141
01,920N,1510000,GRATIFICACIONS NETEJA ADM. GNAL.,0.01,0,0.01,0,,0,,0,,142
02,241M,2260615,"OPE, CURS AUXILIARS MAGATZEM JOVES",0,0,0,0,,0,,0,,143
02,241TO,1430112,OPE ALUMNES TALLER OCUPACIO ERM 2012 (TB),0,0,0,0,,0,,0,,144
01,920,1200300,BÀSIQUES C1 ADMINISTRACIÓ GNAL.,19769.68,0,19769.68,4196.8,,4196.8,,4196.8,,145
02,241Q,1600015,OPE AODL SEGURETAT SOCIAL NOU PROJECTES (fse),0,0,0,0,,0,,0,,146
02,241TO,1600012,OPE SEGURTAT SOCIAL TALLER OCUPACIO ERM 2012 (TB),0,0,0,0,,0,,0,,147
01,920,1200400,BÀSIQUES C2 ADMINISTRACIÓ GNAL.,8378.58,0,8378.58,1815.75,,1815.75,,1815.75,,148
02,241R,1430014,OPE AODL OCUPACIO I COMPETITVITAT (fse),0,0,0,0,,0,,0,,149
02,241TO,2269911,OPE DESPESES TALLER OCUPACIO (TB),0,0,0,0,,0,,0,,150
01,920,1200500,BÀSIQUES AP ADMINISTRACIÓ GNAL.,7678.58,0,7678.58,1661.88,,1661.88,,1661.88,,151
02,241R,1430015,OPE AODL OCUPACIO I COMPTETTITIVITATV (fse),0,0,0,0,,0,,0,,152
02,241TT,1430015,PERSONAL E NATURALS 2015/PRMI/SPO/0042/EX01 FSE,0,0,0,0,,0,,0,,153
01,920N,1600000,SEGURETAT SOCIAL NETEJA ADM. GNAL.,5344.1,0,5344.1,903.7,,903.7,,903.7,,154
02,241MA,1430015,OPE PERSONAL TECNIC MARMI/53/2015 FSE,0,0,0,0,,0,,0,,155
02,241R,1600015,OPE AODL SEGURETAT SOCIAL COMPETITIVITAT (fse),0,0,0,0,,0,,0,,156
01,920,1200600,TRIENNIS ADMINISTRACIÓ GNAL.,19852.77,0,19852.77,4639.71,,4639.71,,4639.71,,157
02,241TT,1600015,SEG SOCIAL E NATURALS 2015/PRMI/SPO/0042/EX01 FSE,0,0,0,0,,0,,0,,158
02,241S,1300100,SEFED HORES EXTRES,0.01,0,0.01,0,,0,,0,,159
02,241TU,2260615,DESPESES FORMACIO 2015/PRMI/SPO/0042/AF01,0,0,0,0,,0,,0,,160
01,920,1210000,COMPLEMENT DESTINACIÓ ADM. GNAL.,66796.8,0,66796.8,14946.62,,14946.62,,14946.62,,161
02,241W,1310000,OPE RETRIBUCIONS  PERSONAL WC,9905.4,0,9905.4,0,,0,,0,,162
01,920P,1310000,PROGRAMES TEMPORALS,11000,0,11000,0,,0,,0,,163
02,241MA,1600015,OPE PERSONAL SEGURETAT SOCIAL MARMI/53/2015 FSE,0,0,0,0,,0,,0,,164
01,920,1210100,COMPLEMENT ESPECÍFIC ADM. GNAL.,140846.64,0,140846.64,37715.64,,37715.64,,37715.64,,165
02,241S,1430000,SEFED ALTRE PERSONAL,76240.61,0,76240.61,0,,0,,0,,166
02,241W,1600000,OPE SEGURETAT SOCIAL PERSONAL VIGILANTS WC,3536.24,0,3536.24,0,,0,,0,,167
01,920,1210300,ALTRES COMPLEMENTS ADM. GNAL.,0.01,0,0.01,0,,0,,0,,168
02,241S,1500100,SEFED PRODUCTIVITAT,2205,0,2205,0,,0,,0,,169
02,241W,2260614,OPE DESPESES FORMACIO MONITORS (tb) FSE,0,0,0,0,,0,,0,,170
02,241S,1600000,SEFED SEGURETAT SOCIAL,25881.63,0,25881.63,0,,0,,0,,171
01,920R,2269900,DESPESES RESPONSABILITAT PATRIMONIAL,4000,0,4000,0,,0,,0,,172
02,241MB,1430015,OPE PERSONAL OCUPACIÓ FSE,0,0,0,0,,0,,0,,173
01,920,1430000,ALTRE PERSONAL-CONVENIS,600,0,600,0,,0,,0,,174
02,326,4899900,OPE TRANSF. CEFORTEM,1500,0,1500,0,,0,,0,,175
02,241S,2060000,SEFED LLOGUER FOTOCOPIADORA,2047.32,0,2047.32,0,,0,,0,,176
01,920,1500000,PRODUCTIVITAT ADM. GNAL.,4900,40.4,4940.4,1195.37,,1195.37,,1195.37,,177
02,326A,1300100,OPE HORES EXTRES AULA AUTOAPRENENTATGE,0.01,0,0.01,0,,0,,0,,178
02,241S,2160000,SEFED MANTENIMENT INFORMÀTIC,1500,0,1500,0,,0,,0,,179
02,241MB,1600015,OPE SEGURETAT SOCIAL OCUPACIÓ FSE,0,0,0,0,,0,,0,,180
01,920S,1310000,PAGA EXTRA NADAL 2012,81221.31,0,81221.31,0,,0,,0,,181
01,920,1510000,GRATIFICACIONS ADM. GNAL.,0.01,54.12,54.13,0,,0,,0,,182
02,326A,1310000,OPE LABORAL TEMPORAL AULA AUTOAPRENENTATGE,7723.07,0,7723.07,1766.76,,1766.76,,1766.76,,183
02,241S,2200000,SEFED MATERIAL OFICINA,2500,0,2500,0,,0,,0,,184
02,326A,1500100,OPE PRODUCTIVITAT AULA AUTOAPRENENTATGE,231,0,231,57.75,,57.75,,57.75,,185
01,920,1600000,SEGURETAT SOCIAL ADM. GNAL.,75980.93,0,75980.93,12736.25,,12736.25,,12736.25,,186
02,241S,2240000,SEFED ASSEGURANCES ALUMNES,300,0,300,0,,0,,0,,187
02,326A,1600000,OPE SEGURETAT SOCIAL AULA AUTOAPRENENTATGE,2509.51,0,2509.51,422.32,,422.32,,422.32,,188
01,920,1620000,FORMACIÓ PERSONAL,7500,0,7500,1509.4,,1004.4,,689.4,,189
02,241N,1200414,OPE BASIQUES C2 DISPOSITIU INSERCIO ADM (tb) FSE,0,0,0,0,,0,,0,,190
01,924,2260200,INFORMACIÓ MUNICIPAL,18000,0,18000,3687.51,,3687.51,,2458.34,,191
02,241S,2260200,SEFED PUBLICITAT I PROPAGANDA,1000,0,1000,0,,0,,0,,192
01,920,1620400,FONS SOCIAL,22000,0,22000,0,,0,,0,,193
02,326Q,2269911,OPE DESPESES PQPI,0,0,0,0,,0,,0,,194
02,241S,2260615,OPE CURS FORMACIÓ CONTÍNUA SECTORIAL PS20150045,0,0,0,0,,0,,0,,195
02,414,2260600,OPE JORNADES TÈCNIQUES FIRA DE REIS,6000,0,6000,264.58,,264.58,,235.6,,196
02,241N,1200415,BTB 38/15 A1-01 FSE PERSONAL SUPORT BASIQUES C2,0,0,0,0,,0,,0,,197
02,241S,2269900,SEFED MATERIAL DIDÀCTIC,2000,0,2000,0,,0,,0,,198
01,925,1200400,BÀSIQUES C2 ATENCIÓ CIUTADANA,29325.03,0,29325.03,6899.85,,6899.85,,6899.85,,199
02,414,2260615,OPE JORNADES TECNIQUES FIRA DE REIS,0,0,0,0,,0,,0,,200
02,241SD,2269900,SEFED DESPESES DIVERSES,1000,0,1000,0,,0,,0,,201
02,241N,1200615,BTB 38/15 A1-01 FSE PERSONAL SUPORT ESPECIFIC,0,0,0,0,,0,,0,,202
02,414A,2260614,OPE JORNADES TECNIQUES FIRA REIS,0,0,0,0,,0,,0,,203
02,241SF,2160000,SEFED MANTENIMENT FOTOCOPIADORA,1500,0,1500,0,,0,,0,,204
01,925,1200600,TRIENNIS ATENCIÓ CIUTADANA,5302.14,0,5302.14,1249.78,,1249.78,,1249.78,,205
01,931,1200400,BÀSIQUES C2 SERVEIS ECONÒMICS,12567.87,0,12567.87,1815.75,,1815.75,,1815.75,,206
02,241N,1210015,BTB 38/15 A1-01 FSE PERSONAL SUPORT DESTI,0,0,0,0,,0,,0,,207
02,419,2269900,OPE DESPESES CONSELL PAGESIA,100,0,100,0,,0,,0,,208
01,925,1210000,COMPLEMENT DESTINACIÓ ATENCIÓ CIUTADANA,18715.55,0,18715.55,4110.3,,4110.3,,4110.3,,209
01,931,1200600,TRIENNIS SERVEIS ECONÒMICS,7709.39,0,7709.39,1367.1,,1367.1,,1367.1,,210
02,241SO,1430015,OPE AODL SOSTENIBILITAT (fse),0,0,0,0,,0,,0,,211
01,925,1210100,COMPLEMENT ESPECÍFIC ATENCIÓ CIUTADANA,29115,0,29115,7721.67,,7721.67,,7721.67,,212
01,931,1210000,COMPLEMENT DESTINACIÓ SERVEIS ECONÒMICS,29466.15,0,29466.15,6769.93,,6769.93,,6769.93,,213
01,925,1500000,PRODUCTIVITAT ATENCIÓ CIUTADANA,2450,0,2450,685.98,,685.98,,685.98,,214
01,931,1210100,COMPLEMENT ESPECÍFIC SERVEIS ECONÒMICS,64335.48,0,64335.48,17027.33,,17027.33,,17027.33,,215
02,430,1300000,OPE BÀSIQUES ADMINISTRACIÓ OPE,21285.1,0,21285.1,5588.67,,5588.67,,5588.67,,216
02,241SO,1600015,OPE AODL SEGURETAT SOCIAL SOSTENIBILITAT (fse),0,0,0,0,,0,,0,,217
01,931,1500000,PRODUCTIVITAT SERVEIS ECONÒMICS,2800,0,2800,262.5,,262.5,,262.5,,218
01,925,1510000,GRATIFICACIONS ATENCIÓ CIUTADANA,0.01,0,0.01,0,,0,,0,,219
01,931,1510000,GRATIFICACIONS SERVEIS ECONÒMICS,0.01,0,0.01,0,,0,,0,,220
01,925,1600000,SEGURETAT SOCIAL ATENCIÓ CIUTADANA,23217.9,0,23217.9,3932.57,,3932.57,,3932.57,,221
02,430,1300100,OPE HORES EXTRES ADMINISTRACIÓ OPE,0.01,0,0.01,0,,0,,0,,222
02,241T,1430015,BTB 38/15 B2-01 FSE PERSONAL EDIFICIS I FIBRA OPTICA,0,0,0,0,,0,,0,,223
01,931,1600000,SEGURETAT SOCIAL SERVEIS ECONÒMICS,34047.22,0,34047.22,4749.61,,4749.61,,4749.61,,224
01,925,2269900,DIETES I VIATGES DEFENSOR CIUTADÀ,500,0,500,0,,0,,0,,225
01,932,1200400,BÀSIQUES C2 GESTIÓ TRIBUTÀRIA,8378.58,0,8378.58,0,,0,,0,,226
01,929,2211000,PRODUCTES DE NETEJA WC PLAÇA,200,0,200,0,,0,,0,,227
02,430,1300200,OPE ALTRES REMUNERACIONS ADMINISTRACIÓ OPE,31295.06,0,31295.06,6723.09,,6723.09,,6723.09,,228
02,241T,1600015,SEG SOCIAL MILLORA M AMBIENT 2015/PRMI/SPO/0042/EX04 FSE,0,0,0,0,,0,,0,,229
01,932,1200600,TRIENNIS GESTIÓ TRIBUTÀRIA,2752.86,0,2752.86,0,,0,,0,,230
01,931,1200000,BÀSIQUES A1 SERVEIS ECONÒMICS,14677.32,0,14677.32,3360.45,,3360.45,,3360.45,,231
02,430,1310000,OPE LABORAL TEMPORAL ADMINISTRACIÓ OPE,0.01,0,0.01,0,,0,,0,,232
01,932,1210000,COMPLEMENT DESTINACIÓ GESTIÓ TRIBUTÀRIA,5527.06,0,5527.06,0,,0,,0,,233
01,931,1200100,BÀSIQUES A2 SERVEIS ECONÒMICS,12906.52,0,12906.52,2905.71,,2905.71,,2905.71,,234
02,241T,2260615,OPE CURS FORMACIÓ CONTINUA TRANSVERSAL PT20150072,0,0,0,0,,0,,0,,235
01,932,1210100,COMPLEMENT ESPECÍFIC GESTIÓ TRIBUTÀRIA,11175.72,0,11175.72,0,,0,,0,,236
01,931,1200300,BÀSIQUES C1 SERVEIS ECONÒMICS,9884.84,0,9884.84,4939.15,,4939.15,,4939.15,,237
01,932,1500000,PRODUCTIVITAT GESTIÓ TRIBUTÀRIA,700,0,700,0,,0,,0,,238
02,430,1500100,OPE PRODUCTIVITAT ADMINISTRACIÓ OPE,1400,0,1400,349.98,,349.98,,349.98,,239
02,241T,2269915,BTB 38/15 B2-01 FSE MANT EDIFICIS I FIBRA OPTICA,0,0,0,0,,0,,0,,240
01,932,1510000,GRATIFICACIONS GESTIÓ TRIBUTÀRIA,0.01,0,0.01,0,,0,,0,,241
02,430,1600000,OPE SEGURETAT SOCIAL ADMINISTRACIÓ OPE,16679.87,0,16679.87,2858.18,,2858.18,,2858.18,,242
02,241TA,1430015,PERSONAL MILLORA M AMBIENT 2015/PRMI/SPO/0042/EX04 FSE,0,0,0,0,,0,,0,,243
01,932,1600000,SEGURETAT SOCIAL GESTIÓ TRIBUTÀRIA,8360.53,0,8360.53,0,,0,,0,,244
02,241TA,1600015,SEG SOCIAL MILLORA M AMBIENTAL 2015/PRMI/SPO/0042/EX04 FSE,0,0,0,0,,0,,0,,245
02,430,2060000,OPE LLOGUER FOTOCOPIADORA OPE,2551.32,0,2551.32,425.22,,425.22,,212.61,,246
01,932,2270800,SERVEI RECAPTACIÓ,168000,0,168000,11212.33,,11212.33,,11212.33,,247
02,4312M,2210012,OPE ENERGIA ELECTRICA MERCAT,0,0,0,0,,0,,0,,248
02,241TC,1430015,PERSONAL INFORMADOR CANAL 2015/PRMI/SPO/0042/EX07 FSE,0,0,0,0,,0,,0,,249
02,241,1310000,OPE.LABORAL TEMPORAL FOMENT DE L'OCUPACIÓ,50005.5,0,50005.5,11606.76,,11606.76,,11606.76,,250
02,241TC,1600015,SEG SOCIAL INFORMADOR CANAL 2015/PRMI/SPO/0042/EX07 FSE,0,0,0,0,,0,,0,,251
02,430,2160200,OPE MANTENIMENT FOTOCOPIADORA OPE,2000,0,2000,65.84,,65.84,,65.84,,252
02,4312M,2210013,OPE ENERGIA ELECTRICA MERCAT,0,0,0,0,,0,,0,,253
01,934,1200000,BÀSIQUES A1 TRESORERIA,14677.32,0,14677.32,3360.45,,3360.45,,3360.45,,254
02,241,1500100,OPE.PRODUCTIVITAT FOMENT DE L'OCUPACIÓ,2100,0,2100,524.97,,524.97,,524.97,,255
01,934,1200600,TRIENNIS TRESORERIA,3119.38,0,3119.38,526.8,,526.8,,526.8,,256
02,241,1600000,OPE.SEGURETAT SOCIAL FOMENT DE L'OCUPACIÓ,26166.05,0,26166.05,4359.46,,4359.46,,4359.46,,257
02,4312M,2210100,OPE AIGUA MERCAT,200,0,200,0,,0,,0,,258
02,430,2200000,OPE MATERIAL OFICINA,4000,0,4000,734.45,,734.45,,0,,259
01,934,1210000,COMPLEMENT DESTINACIÓ TRESORERIA,9774.8,0,9774.8,1766.25,,1766.25,,1766.25,,260
02,241,2260600,CURS MAGATZEM JO-2015,0,13714.5,13714.5,0,,0,,0,,261
02,4312M,2260212,OPE PUBLICITAT I PROPAGANDA MERCAT,0,0,0,0,,0,,0,,262
02,241,2260612,OPE FORMACIO FOAP 2012,0,0,0,0,,0,,0,,263
01,934,1210100,COMPLEMENT ESPECÍFIC TRESORERIA,13796.76,0,13796.76,5668.6,,5668.6,,5668.6,,264
02,430,2211000,OPE PRODUCTES NETEJA,650,0,650,40.95,,40.95,,0,,265
02,4312M,2269911,OPE DESPESES DIVERSES MERCAT,0,0,0,0,,0,,0,,266
02,241,2260613,OPE FORMACIO FOAP 2013 (fse),0,0,0,0,,0,,0,,267
01,934,1500000,PRODUCTIVITAT TRESORERIA,700,0,700,174.99,,174.99,,174.99,,268
02,430,2219900,OPE SUBMINISTRAMENTS DIVERSOS OPE,0.01,0,0.01,0,,0,,0,,269
02,4312M,2269913,OPE ACTIVITATS AULA MERCAT,0,0,0,0,,0,,0,,270
01,934,1510000,GRATIFICACIONS TRESORERIA,0.01,0,0.01,0,,0,,0,,271
02,430,2260200,OPE PUBLICITAT I PROPAGANDA,4500,0,4500,0,,0,,0,,272
02,4312M,2269915,OPE ACTIVITATS MERCAT MPAL,0,0,0,0,,0,,0,,273
02,241,2260614,CURS MAGATZEM JOVES,0,0,0,0,,0,,0,,274
01,934,1600000,SEGURETAT SOCIAL TRESORERIA,10625.4,0,10625.4,1670.52,,1670.52,,1670.52,,275
02,430N,1300000,OPE BÀSIQUES NETEJA OPE,7678.58,0,7678.58,0,,0,,0,,276
02,4312M,2270615,OPE ESTUDIS I TREBALLS TECNICS MERCAT,0,0,0,0,,0,,0,,277
02,241,4620011,OPE TRANSF SEGMENTACIO ATURATS I CENS OFICIS,0,0,0,0,,0,,0,,278
01,934,3400000,INTERESSOS BESTRETES,500,0,500,0,,0,,0,,279
02,430N,1300100,OPE HORES EXTRES NETEJA OPE,0.01,0,0.01,0,,0,,0,,280
02,4312M,6320014,OPE EDIFICI MERCAT,0,0,0,0,,0,,0,,281
