Org_,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,F__Despesa_compromesa_respecte_e,Obligacions_reconegudes,F__Obligacions_reconegudes_respe,Pagaments_fets,F__Pagaments_fets_respecte_les_o,FID,Desc_Org
02,241ET,2269912,OPE DESPESES ESPORT I TREBALL,0,10.16,10.16,0,,0,,0,,399,Promoció Econòmica
02,241ET,2269913,OPE DESPESES ESPORT I TREBALL,0,1604.18,1604.18,0,,0,,0,,400,Promoció Econòmica
09,231,1200300,BÀSIQUES C1 ASSISTÈNCIA SOCIAL,9884.84,98.85,9983.69,4991.91,,4991.91,,4991.91,,401,Benestar Social
09,231,1200400,BÀSIQUES C2 ASSISTÈNCIA SOCIAL,16757.16,8629.94,25387.1,13260.7,,13260.7,,13260.7,,402,Benestar Social
09,231,1200600,TRIENNIS ASSISTÈNCIA SOCIAL,14137.81,1125.63,15263.44,6227.67,,6227.67,,6227.67,,403,Benestar Social
03,327,2120000,MANTENIMENT ASCENSOR I ALTRES ASVAT,3500,0,3500,1861.84,,366.84,,366.84,,404,Serveis Territorials
09,231,1210000,COMPLEMENT DESTINACIÓ ASSISTÈNCIA SOCIAL,47124.6,7025.48,54150.08,25903.1,,25903.1,,25903.1,,405,Benestar Social
03,342F,2210000,ENERGIA ELÈCTRICA CAMP DE FUTBOL,14000,0,14000,9304.98,,9304.98,,9304.98,,406,Serveis Territorials
09,231,1210100,COMPLEMENT ESPECÍFIC ASSISTÈNCIA SOCIAL,77172.6,8742.5,85915.1,42708.59,,42708.59,,42708.59,,407,Benestar Social
03,327,2210000,ENERGIA ELÈCTRICA  ASVAT,13000,0,13000,4419.35,,4419.35,,4419.35,,408,Serveis Territorials
09,231,1300000,BÀSIQUES ASSISTÈNCIA SOCIAL,51626,12823.25,64449.25,32544.39,,32544.39,,32544.39,,409,Benestar Social
03,925,1210100,COMPLEMENT ESPECÍFIC ATENCIÓ CIUTADANA,7806.96,-1498.94,6308.02,3154.02,,3154.02,,3154.02,,410,Serveis Territorials
02,433P,2269914,OPE ACCIONS PROMOCIÓ I DINAMITZACIO (db),0,3591.8,3591.8,0,,0,,0,,411,Promoció Econòmica
09,231,1300100,HORES EXTRES ASSISTÈNCIA SOCIAL,0.01,0,0.01,0,,0,,0,,412,Benestar Social
03,925,1500000,PRODUCTIVITAT ATENCIÓ CIUTADANA,700,0,700,280.02,,280.02,,280.02,,413,Serveis Territorials
02,433PI,2269900,OPE PREMIS INNOVACAT,0,32000,32000,0,,0,,0,,414,Promoció Econòmica
03,327,2210100,AIGUA ASVAT,800,0,800,120.86,,120.86,,120.86,,415,Serveis Territorials
03,342F,2210014,ENERGIA ELECTRICA CAMP DE FUTBOL,0,260.7,260.7,0,,0,,0,,416,Serveis Territorials
03,925,1510000,GRATIFICACIONS ATENCIÓ CIUTADANA,0.01,0,0.01,0,,0,,0,,417,Serveis Territorials
02,433PI,2269913,OPE PROJECTE INNOVADORS (fse),0,26592.42,26592.42,0,,0,,0,,418,Promoció Econòmica
09,231,1300200,ALTRES REMUNERACIONS ASSISTÈNCIA SOCIAL,78678.52,-10164.22,68514.3,34546.95,,34546.95,,34546.95,,419,Benestar Social
03,327I,1210014,COMPLEMENT DESTINACIO IMMIGRACIO,0,0,0,0,,0,,0,,420,Serveis Territorials
03,342F,2210100,AIGUA CAMP DE FUTBOL,1500,0,1500,130.35,,130.35,,130.35,,421,Serveis Territorials
03,327S,2120000,MANTENIMENT EDIFICI SIDRAL,1500,0,1500,0,,0,,0,,422,Serveis Territorials
09,231,1310000,LABORAL TEMPORAL ASSISTÈNCIA SOCIAL,0.01,0,0.01,0,,0,,0,,423,Benestar Social
03,925,1600000,SEGURETAT SOCIAL ATENCIÓ CIUTADANA,5805.04,-1080.7,4724.34,1567.58,,1567.58,,1567.58,,424,Serveis Territorials
02,433PP,1430011,OPE PERSONAL INSERCIO,0,5407.12,5407.12,0,,0,,0,,425,Promoció Econòmica
03,342F,2210300,COMBUSTIBLE CAMP DE FUTBOL,14000,0,14000,1895.01,,1895.01,,1895.01,,426,Serveis Territorials
03,327S,2120100,MANTENIMENT INSTAL·LACIONS SIDRAL,1300,0,1300,943.66,,943.66,,943.66,,427,Serveis Territorials
08,130,1200400,BÀSIQUES C2 ADM. GNAL. SEGURETAT,50271.48,502.71,50774.19,25463.33,,25463.33,,25463.33,,428,Policia
09,231,1500000,PRODUCTIVITAT ASSISTÈNCIA SOCIAL,4900,1085,5985,2458.62,,2458.62,,2458.62,,429,Benestar Social
02,433X,2269913,OPE TREBALLS XARXA PRACTIQUES EMPRESES,0,5035.75,5035.75,0,,0,,0,,430,Promoció Econòmica
03,342F,6320000,ESPORTS. GESPA CAMP DE FUTBOL,0,270000,270000,0,,0,,0,,431,Serveis Territorials
03,327S,2120215,MANTENIMENT SIDRAL,0,600,600,0,,0,,0,,432,Serveis Territorials
08,130,1200600,TRIENNIS ADM.GNAL.SEGURETAT,6349.3,343.52,6692.82,3279.07,,3279.07,,3279.07,,433,Policia
09,231,1500100,PRODUCTIVITAT ASSISTÈNCIA SOCIAL,2800,0,2800,1399.92,,1399.92,,1399.92,,434,Benestar Social
02,439A,2269900,OPE FIRA CIRC (db),0,4000,4000,0,,0,,0,,435,Promoció Econòmica
03,342FD,2120015,ARRANJAMENT CAMP MPAL ESPORTS,0,22897.42,22897.42,21119.05,,21119.05,,21119.05,,436,Serveis Territorials
03,327S,2210200,GAS SIDRAL,4248,0,4248,1482.33,,1482.33,,1482.33,,437,Serveis Territorials
08,130,1210000,COMPLEMENT DESTINACIÓ ADM. GNAL. SEGURETAT,25777.57,2161.75,27939.32,13969.83,,13969.83,,13969.83,,438,Policia
09,231,1510000,GRATIFICACIONS ASSISTÈNCIA SOCIAL,0.01,0,0.01,0,,0,,0,,439,Benestar Social
02,439B,2260900,OPE FESTA PORC I CERVESA,20000,0,20000,0,,0,,0,,440,Promoció Econòmica
03,327SI,2210000,ENERGIA ELÈCTRICA SIDRAL,2800,0,2800,387.17,,387.17,,387.17,,441,Serveis Territorials
03,425,2250000,IMPOST PRODUCCIÓ ENERGIA ELECTRICA,3100,0,3100,297.85,,297.85,,297.85,,442,Serveis Territorials
08,130,1210100,COMPLEMENT ESPECÍFIC ADM. GNAL. SEGURETAT,60504.9,0,60504.9,30660.3,,30660.3,,30660.3,,443,Policia
09,231,1600000,SEGURETAT SOCIAL ASSISTÈNCIA SOCIAL,105831.76,5953.47,111785.23,37122.19,,37122.19,,37122.19,,444,Benestar Social
02,439BD,2260914,OPE PORC I CERVESA,0,1,1,0,,0,,0,,445,Promoció Econòmica
02,433,2269914,OPE SUPORT EMPRENADORS (fse),0,21650.99,21650.99,0,,0,,0,,446,Promoció Econòmica
03,151,6210015,ADQUISICIO TERRENYS,0,65809.53,65809.53,0,,0,,0,,447,Serveis Territorials
03,1532,1210000,COMPLEMENT DESTINACIÓADM BRIGADA,5841.5,1367.62,7209.12,3604.58,,3604.58,,3604.58,,448,Serveis Territorials
09,231,2020000,LLOGUER  LOCAL SS,7260,0,7260,0,,0,,0,,449,Benestar Social
03,151,6230312,ENLLUMENAT SECTOR CAVALLERIA,0,750.2,750.2,0,,0,,0,,450,Serveis Territorials
02,433E,2269912,OPE NETWORKING EMPRESES,0,13832.94,13832.94,84.41,,84.41,,84.41,,451,Promoció Econòmica
08,130,1300100,HORES EXTRES ADM.GNAL.SEGURETAT,0.01,0,0.01,0,,0,,0,,452,Policia
03,327SI,2210100,AIGUA SIDRAL,200,0,200,15.88,,15.88,,15.88,,453,Serveis Territorials
02,439C,2260900,OPE FIRA MOTO AUTO ANTIC,0.01,0,0.01,0,,0,,0,,454,Promoció Econòmica
03,430,2120000,MANTENIMENT EDIFICI OPE,3500,0,3500,0,,0,,0,,455,Serveis Territorials
09,231,2060000,LLOGUER FOTOCOPIADORES SS,2321,0,2321,763.76,,763.76,,763.76,,456,Benestar Social
03,151,6270300,"COORDINACIÓ, SEGURETAT I SALUT",0,0.01,0.01,0,,0,,0,,457,Serveis Territorials
08,130,1310000,PERSONAL TEMPORAL POLICIA,22191.9,221.92,22413.82,11207.19,,11207.19,,11207.19,,458,Policia
02,439,1300000,OPE BÀSIQUES FIRES,9884.84,2228.97,12113.81,6021.91,,6021.91,,6021.91,,459,Promoció Econòmica
03,330A,2120000,MANTENIMENT CAN PUGET,3500,0,3500,799.98,,799.98,,799.98,,460,Serveis Territorials
03,1532,1210100,COMPLEMENT ESPECÍFIC BRIGADA,14004,140.04,14144.04,7072.02,,7072.02,,7072.02,,461,Serveis Territorials
03,430,2120014,MANTENIMENT EDIFICI OPE,0,0,0,0,,0,,0,,462,Serveis Territorials
02,439D,2269900,OPE FIRA PORC I CERVESA (db),0,4000,4000,0,,0,,0,,463,Promoció Econòmica
09,231,2120200,SISTEMES DE SEGURETAT,0,3900,3900,2878.69,,2878.69,,2878.69,,464,Benestar Social
03,151,6270400,PROJECTES EXTERNS,0,0.01,0.01,0,,0,,0,,465,Serveis Territorials
08,130,1500000,PRODUCTIVITAT ADM.GNAL.SEGURETAT,19350,-350,19000,9376.92,,9376.92,,9376.92,,466,Policia
02,439,1300100,OPE HORES EXTRES FIRES,0.01,0,0.01,0,,0,,0,,467,Promoció Econòmica
03,330A,2120100,MANTENIMENT INSTAL·LACIONS CAN PUGET,6500,0,6500,3700.32,,2205.32,,2205.32,,468,Serveis Territorials
03,1532,1500000,PRODUCTIVITAT ADM BRIGADA,700,0,700,280.02,,280.02,,280.02,,469,Serveis Territorials
03,430,2120100,MANTENIMENT INSTAL·LACIONS EDIFICI OPE,4500,0,4500,917.26,,917.26,,917.26,,470,Serveis Territorials
03,133,2210000,ENERGIA ELÈCTRICA PARQUING I ZONA BLAVA,0,6675.04,6675.04,4257.6,,4257.6,,1424.57,,471,Serveis Territorials
09,231,2150000,CONSERVACIÓ MOBILIARI BENESTAR SS,435,0,435,71.31,,71.31,,71.31,,472,Benestar Social
08,130,1500100,PRODUCTIVITAT ADM.GNAL.SEGURETAT,4400,0,4400,2296.92,,2296.92,,2296.92,,473,Policia
02,439,1300200,OPE ALTRES REMUNERACIONS FIRES,17776.24,-654.42,17121.82,8560.94,,8560.94,,8560.94,,474,Promoció Econòmica
03,151,6400015,TREBALLS REVISIO POUM,0,57233,57233,26257,,4719,,4719,,475,Serveis Territorials
03,1532,1510000,GRATIFICACIONS ADM BRIGADA,0.01,0,0.01,0,,0,,0,,476,Serveis Territorials
08,130,1510000,GRATIFICACIONS ADM.GNAL.SEGURETAT,0.01,0,0.01,0,,0,,0,,477,Policia
09,231,2200000,DESPESES MATERIAL OFICINA SS,4600,0,4600,1484.66,,1484.66,,1381.62,,478,Benestar Social
03,133,2269915,DESPESES DIVERSES PARQUING I ZONA BLAVA,0,12000,12000,0,,0,,0,,479,Serveis Territorials
02,439,1310000,OPE LABORAL TEMPORAL FIRES,0.01,0,0.01,0,,0,,0,,480,Promoció Econòmica
03,1521A,2269911,ACTIVITATS D'HABITATGE,0,14128.56,14128.56,8349,,2420,,2420,,481,Serveis Territorials
03,430,2120114,MANTENIMENT INSTAL.LACIONS EDIFICI OPE,0,0,0,0,,0,,0,,482,Serveis Territorials
08,130,1600000,SEGURETAT SOCIAL ADM.GNAL.SEGURETAT,51027.41,270.93,51298.34,17112.35,,17112.35,,17112.35,,483,Policia
03,1532,1600000,SEGURETAT SOCIAL BRIGADA,9048.42,292.89,9341.31,3105.38,,3105.38,,3105.38,,484,Serveis Territorials
03,330A,2120114,MANTENIMENT INSTAL.LACIONS CAN PUGET,0,0,0,0,,0,,0,,485,Serveis Territorials
09,231,2211000,PRODUCTES NETEJA SS,900,0,900,270.69,,270.69,,270.69,,486,Benestar Social
03,133,2270600,GESTIO PARQUING I ZONA BLAVA,0,39579.76,39579.76,35995,,24000,,24000,,487,Serveis Territorials
02,439,1500100,OPE PRODUCTIVITAT FIRES,700,0,700,349.98,,349.98,,349.98,,488,Promoció Econòmica
03,1522D,4899911,TRANSFERENCIES HABITATGE,0,89.03,89.03,0,,0,,0,,489,Serveis Territorials
08,130,2030000,RENTING MATERIAL XARXA RESCAT,5928.4,0,5928.4,2470.15,,2470.15,,2470.15,,490,Policia
03,1532,2219900,SUBMINISTRAMENT DE SAL,1500,0,1500,0,,0,,0,,491,Serveis Territorials
03,330A,2210000,ENERGIA ELÈCTRICA CAN PUGET,14935,0,14935,3233.01,,3233.01,,2703.47,,492,Serveis Territorials
03,430,2210000,ENERGIA ELÈCTRICA OPE,16285,0,16285,1269.4,,1269.4,,1269.4,,493,Serveis Territorials
09,231,2219900,SUBMINISTRAMENTS DIVERSOS SS,0.01,0,0.01,0,,0,,0,,494,Benestar Social
02,439,1510000,OPE GRATIFICACIONS FIRES,0.01,0,0.01,0,,0,,0,,495,Promoció Econòmica
03,1532B,2210000,ENERGIA ELÈCTRICA NAUS PYSESA,10300,0,10300,4304.36,,4304.36,,3134.52,,496,Serveis Territorials
03,133,2270615,GESTIO PARQUING I ZONA BLAVA,0,4367.93,4367.93,0,,0,,0,,497,Serveis Territorials
03,1532,6190014,ROTONDA CRUILLA B-522/BV5224,0,175530.23,175530.23,169455.34,,169455.34,,169455.34,,498,Serveis Territorials
08,130,2060000,LLOGUER FOTOCOPIADORA,740.67,0,740.67,60.18,,60.18,,60.18,,499,Policia
09,231,2230000,TRANSPORT TAC OSONA,11052,0,11052,5380.05,,5380.05,,4263.91,,500,Benestar Social
03,330A,2210100,AIGUA CAN PUGET,600,0,600,41.46,,41.46,,41.46,,501,Serveis Territorials
03,430,2210100,AIGUA EDIFICI OPE,200,0,200,0,,0,,0,,502,Serveis Territorials
02,439,1600000,OPE SEGURETAT SOCIAL FIRES,9014.01,115.89,9129.9,3065.48,,3065.48,,3065.48,,503,Promoció Econòmica
03,1532B,2210100,AIGUA NAUS PYSESA,200,0,200,0,,0,,0,,504,Serveis Territorials
03,1532,6190114,ROTONDA PSG TER/CAN MOLAS,0,0,0,0,,0,,0,,505,Serveis Territorials
03,135,2269900,MANTENIMENT PLA ANUAL PROTECCIÓ CIVIL,1200,0,1200,0,,0,,0,,506,Serveis Territorials
09,231,2260200,PUBLICITAT I PROPAGANDA SS,3000,0,3000,538.45,,538.45,,538.45,,507,Benestar Social
03,330A,6320013,CULTURA ADEQUACIO ESPAIS,0,2730.49,2730.49,0,,0,,0,,508,Serveis Territorials
08,130,2130100,CALIBRACIÓ SONÒMETRE I ALTRES,350,0,350,0,,0,,0,,509,Policia
02,439E,2260900,OPE FESTA DE NADAL A REIS,136000,0,136000,60142.92,,60142.92,,60142.92,,510,Promoció Econòmica
03,160,2100100,CONSERVACIÓ CLAVEGUERAM,9000,0,9000,0,,0,,0,,511,Serveis Territorials
03,4312M,2030000,LLOGUER CLIMATITZACIÓ MERCAT,0,10485.9,10485.9,0,,0,,0,,512,Serveis Territorials
03,231A,2120000,MANTENIMENT PIS ACOLLIDA,1000,0,1000,843.4,,843.4,,843.4,,513,Serveis Territorials
03,150,1200000,BÀSIQUES A1 ADM GENERAL  HABITATGE I URBANISME,14677.32,146.77,14824.09,7412.11,,7412.11,,7412.11,,514,Serveis Territorials
09,231,2269900,DESPESES DIVERSES SS,1174,0,1174,589.06,,589.06,,589.06,,515,Benestar Social
02,491,1300100,OPE HORES EXTRES PROGRAMES,0.01,0,0.01,0,,0,,0,,516,Promoció Econòmica
03,3321B,2120000,MANTENIMENT EDIFICI  BIBLIOTECA B. MORGADES,1300,0,1300,200.91,,200.91,,200.91,,517,Serveis Territorials
03,231A,2210000,ENERGIA ELÈCTRICA PIS ACOLLIDA,2000,0,2000,305.88,,305.88,,305.88,,518,Serveis Territorials
03,4312M,2030015,LLOGUER GENERADOR MERCAT,0,0,0,0,,0,,0,,519,Serveis Territorials
03,160C,2279900,INSPECCIONS XARXA CLAVEGUERAM,0.01,0,0.01,0,,0,,0,,520,Serveis Territorials
08,130,2140000,CONSERV. ELEMENTS TRANSPORT,5000,0,5000,662.01,,662.01,,633.1,,521,Policia
09,231,2269914,ACTIVITATS IGUALTAT,0,214.47,214.47,0,,0,,0,,522,Benestar Social
02,491,1310012,OPE PERSONAL TIC (sc),0,0,0,0,,0,,0,,523,Promoció Econòmica
03,231A,2210015,ENERGIA ELECTRICA PIS ACOLLIDA,0,300,300,0,,0,,0,,524,Serveis Territorials
03,3321B,2120100,MANTENIMENT INSTAL. BIBLIOTECA B. MORGADES,2250,0,2250,547.4,,547.4,,547.4,,525,Serveis Territorials
03,4312M,2210315,GASOIL MERCAT,0,1137.5,1137.5,0,,0,,0,,526,Serveis Territorials
03,161,2100000,CONSERV. INFRAESTRUCTURES AIGUA,2000,0,2000,0,,0,,0,,527,Serveis Territorials
03,150,1200300,BÀSIQUES C1 ADMI GENRERAL HABITATGE I URBANISME,19769.68,197.7,19967.38,9983.82,,9983.82,,9983.82,,528,Serveis Territorials
09,231,2270000,SERVEI NETEJA SS,0.01,0,0.01,0,,0,,0,,529,Benestar Social
02,491,1500100,OPE PRODUCTIVITAT PROGRAMES,1400,3850,5250,709.96,,709.96,,709.96,,530,Promoció Econòmica
03,432,2120100,MANTENIMENT INSTAL.LACIONS EMBARCADOR,1000,0,1000,0,,0,,0,,531,Serveis Territorials
03,3321B,2210000,ENERGIA ELÈCTRICA EDIFICI B. MORGADES,13493,0,13493,6788.5,,6788.5,,6788.5,,532,Serveis Territorials
03,161,6270015,COL.LECTOR CR SESCORTS,0,22051.33,22051.33,20954.06,,4543.73,,4543.73,,533,Serveis Territorials
03,231A,2210100,AIGUA PIS ACOLLIDA,1000,0,1000,9.63,,9.63,,9.63,,534,Serveis Territorials
08,130,2150000,MANTENIMENT EQUIP KEY CONTROL,665.5,0,665.5,0,,0,,0,,535,Policia
09,231,4650100,CONVENI CONSELL COMARCAL VIOLÈNCIA DOMÈSTICA,2262,0,2262,0,,0,,0,,536,Benestar Social
03,3321B,2210100,AIGUA EDIFICI B MORGADES,200,0,200,16.76,,16.76,,16.76,,537,Serveis Territorials
02,491,1510000,OPE GRATIFICACIONS PROGRAMES,0.01,0,0.01,0,,0,,0,,538,Promoció Econòmica
03,432,2210000,ENERGIA ELÈCTRICA EMBARCADOR,2060,0,2060,236.94,,236.94,,236.94,,539,Serveis Territorials
03,231A,2210200,GAS PIS ACOLLIDA,0.01,0,0.01,0,,0,,0,,540,Serveis Territorials
03,1622B,2210000,ENERGIA ELÈCTRICA DEIXALLERIA,4500,0,4500,923.89,,923.89,,923.89,,541,Serveis Territorials
03,150,1200400,BÀSIQUES C2 ADM GENERAL HABITATGE I URBANISME,8378.58,83.79,8462.37,4231.23,,4231.23,,4231.23,,542,Serveis Territorials
09,231,4800000,PRESTACIONS ECON. INDIVIDUALS,70000,0,70000,28176.04,,28176.04,,28176.04,,543,Benestar Social
02,491,2261409,OPE CIUTATS DIGITALS,0,0,0,0,,0,,0,,544,Promoció Econòmica
03,3321B,2210300,CARBURANT EDIFICI B. MORGADES,5000,0,5000,2385.5,,2385.5,,2385.5,,545,Serveis Territorials
03,432,2210100,AIGUA EMBARCADOR,200,0,200,19.1,,19.1,,19.1,,546,Serveis Territorials
08,130,2160000,MANTENIMENT FOTOCOPIADORA,4500,0,4500,1056.12,,1056.12,,1056.12,,547,Policia
03,1622B,2210100,AIGUA DEIXALLERIA,800,0,800,15.88,,15.88,,15.88,,548,Serveis Territorials
03,231A,2210215,GAS PIS ACOLLIDA,0,200,200,0,,0,,0,,549,Serveis Territorials
03,150,1200600,TRIENNIS ADM GENERAL HABITAGE I URBANISME,9418.42,-818.54,8599.88,4164.08,,4164.08,,4164.08,,550,Serveis Territorials
02,491,2269909,OPE CIUTATS DIGITATLS,0,9708.29,9708.29,2014.65,,2014.65,,2014.65,,551,Promoció Econòmica
03,3321F,2120000,MANTENIMENT EDIFICI BIBLIOTECA BLANCAFORT,1800,0,1800,0,,0,,0,,552,Serveis Territorials
03,432C,2120100,MANTENIMENT CAMPANAR,5000,0,5000,2932.47,,1437.47,,1437.47,,553,Serveis Territorials
08,130,2200000,SUBMINISTRAMENT TRÍPTICS/DENÚNCIES,1000,0,1000,986.15,,986.15,,986.15,,554,Policia
03,165,6230115,SUBST PER TECNOLOGIA LED,0,7450.92,7450.92,7450.9,,7450.9,,0,,555,Serveis Territorials
09,231,4800013,PRESTACIONS ECONOMIQUES INDIVIDUALS,0,273.34,273.34,0,,0,,0,,556,Benestar Social
03,231A,6320000,EDIFICI PIS ACOLLIDA,0,0.01,0.01,0,,0,,0,,557,Serveis Territorials
03,150,1210000,COMPL DESTINACIÓ ADM. GENERAL  HABITAGE I URBANISME,28589.4,2848.22,31437.62,16053.61,,16053.61,,16053.61,,558,Serveis Territorials
02,929,2270000,OPE. NETEJA WC PLAÇA,0.01,0,0.01,0,,0,,0,,559,Promoció Econòmica
03,433,2269900,INFORMES  CONSELL COMARCAL,400,0,400,0,,0,,0,,560,Serveis Territorials
03,3321F,2120100,MANTENIMENT INSTAL.LACIONS EDIFICI BLANCAFORT,1500,0,1500,416.07,,416.07,,416.07,,561,Serveis Territorials
03,165A,2210000,ENERGIA ELÈCTRICA VIES PÚBLIQUES,403919.1,0,403919.1,118845.13,,118845.13,,105571.94,,562,Serveis Territorials
09,231,4800014,PRESTACIONS ECON INDIVIDUALS,0,26003.36,26003.36,0,,0,,0,,563,Benestar Social
03,231AA,2120015,REPARACIONS PIS BENESTAR SOCIAL,0,3050.97,3050.97,0,,0,,0,,564,Serveis Territorials
08,130,2210400,VESTUARI POLICIA,17189,0,17189,10896.09,,2247.26,,2144.02,,565,Policia
02,4312,2269915,OPE ACCIONS MERCAT MUNICIPAL (db),0,2000,2000,0,,0,,0,,566,Promoció Econòmica
03,433,4790000,APORTACIÓ TAXA LLICÈNCIES ACTIVITATS,350,0,350,45,,45,,45,,567,Serveis Territorials
09,231,4800114,PRESTACIONS ECON INDIVIDUALS,0,706.8,706.8,0,,0,,0,,568,Benestar Social
03,231AR,2120015,ARRANJAMENT CASETA 1 ESCORXADOR,0,3794.55,3794.55,3783.06,,3783.06,,3783.06,,569,Serveis Territorials
03,3321F,2210000,ENERGIA ELECTRICA BLANCAFORT,3900,0,3900,1472.66,,1472.66,,1066.15,,570,Serveis Territorials
03,165E,2100000,MANTENIMENT ENLLUMENATS PÚBLICS,20862.55,0,20862.55,13092.46,,8548.73,,8548.73,,571,Serveis Territorials
03,150,1210100,COMPL  ESPECÍFIC ADM. GENERAL HABITAGE I URBANISME,57510.6,1488.23,58998.83,29501.82,,29501.82,,29501.82,,572,Serveis Territorials
03,452,2100200,MANTENIMENT CANAL INDUSTRIAL,4000,0,4000,1880.67,,1880.67,,1880.67,,573,Serveis Territorials
02,4313,1300100,OPE HORES EXTRES MERCAT,0.01,0,0.01,0,,0,,0,,574,Promoció Econòmica
09,231,4800115,AJUTS D'URGÈNCIA,0,6001.12,6001.12,0,,0,,0,,575,Benestar Social
03,165E,2279900,TREBALLS CONSERV. ENLLUMENAT PÚBLIC,51137.45,0,51137.45,16999.96,,16999.96,,16999.96,,576,Serveis Territorials
03,3321F,2210100,AIGUA BLANCAFORT,1200,0,1200,177.33,,177.33,,177.33,,577,Serveis Territorials
03,231D,2120015,MANTENIMENT EDIFICI BENESTAR SOCIAL,0,0,0,0,,0,,0,,578,Serveis Territorials
08,130,2219900,SUBMINISTRES DIVERSOS POLICIA,2300,0,2300,289.37,,289.37,,267.34,,579,Policia
02,4313,1310000,OPE PERSONAL TEMPORAL MERCAT,13316.4,-3890.33,9426.07,2062.83,,2062.83,,2062.83,,580,Promoció Econòmica
03,452N,2279900,SERVEI CONTROL NIVELL CANAL,7500,0,7500,0,,0,,0,,581,Serveis Territorials
03,150,1500000,PRODUCTIVITAT ADM. GENERAL HABITATGE IURBANISME,2100,1004.24,3104.24,1217.32,,1217.32,,1217.32,,582,Serveis Territorials
09,231,4809900,TRANSF. ESCOLA BRESSOL,2000,0,2000,1180,,1180,,1180,,583,Benestar Social
03,3321L,6220015,OBRES ADEQUACIO NOVA BIBLIOTECA,0,409798.77,409798.77,327166.13,,194000.71,,20423.62,,584,Serveis Territorials
03,241S,2120000,MANTENIMENT EDIFICI SEFED,1500,0,1500,0,,0,,0,,585,Serveis Territorials
03,171F,2100000,MANTENIMENT INFRA. VIES PÚBLIQUES FONTS PLAÇA,10034.04,0,10034.04,9317,,0,,0,,586,Serveis Territorials
03,920,2120000,MANTENIMENT EDIFICI AJUNTAMENT,6500,0,6500,1125.26,,1125.26,,1125.26,,587,Serveis Territorials
02,4313,1310014,OPE PERSONAL TEMPORAL MERCAT,0,4549.32,4549.32,0,,0,,0,,588,Promoció Econòmica
08,130,2260100,DESPESES REPRESENTACIÓ,0.01,0,0.01,0,,0,,0,,589,Policia
09,231,4890200,CONVENI ASSOC. DR. TRUETA,559.17,0,559.17,559.17,,279.58,,279.58,,590,Benestar Social
03,3321L,6250000,MOBILIARI BIBLIOTECA,0,183150.3,183150.3,0,,0,,0,,591,Serveis Territorials
02,4313,1310015,OPE PERSONAL TEMPORAL MERCAT,0,9130.58,9130.58,9130.58,,9130.58,,9130.58,,592,Promoció Econòmica
03,241S,2120100,MANTENIMENT INSTAL.LACIONS SEFED,1500,0,1500,0,,0,,0,,593,Serveis Territorials
03,920,2120014,MANTENIMENT EDIFICI AJUNTAMENT,0,0,0,0,,0,,0,,594,Serveis Territorials
03,171P,2100100,MANTENIMENT ASCENSOR  PLAÇA I ALTRES,2600,0,2600,2018.09,,867.94,,867.94,,595,Serveis Territorials
03,150,1510000,GRATIFICACIONS ADM. GENERAL HABITATGE I URBANISME,0.01,0,0.01,0,,0,,0,,596,Serveis Territorials
09,231,4890500,FONS CATALÀ DE COOPERACIÓ,12000,0,12000,0,,0,,0,,597,Benestar Social
08,130,2260200,PUBLICITAT I PROPAGANDA,0.01,0,0.01,0,,0,,0,,598,Policia
02,4313,1500100,OPE PRODUCTIVITAT MERCAT,700,0,700,0,,0,,0,,599,Promoció Econòmica
03,241S,2210000,ENERGIA ELECTRICA SEFED,8050,0,8050,0,,0,,0,,600,Serveis Territorials
03,333,2120000,MANTENIMENT EDIFICI MT,6500,0,6500,313.89,,313.89,,313.89,,601,Serveis Territorials
03,920,2120100,MANTENIMENT INSTAL·LACIONS EDIFICI AJUNTAMENT,16500,0,16500,8456.85,,6961.85,,6961.85,,602,Serveis Territorials
03,171P,2100114,"MANTENIMENT ASCENSOR, FONTS PLAÇA I ALTRES",0,0,0,0,,0,,0,,603,Serveis Territorials
09,231,4900100,"SOLIDARITAT 0,7%",16000,0,16000,0,,0,,0,,604,Benestar Social
03,150,1600000,SEGURETAT SOCIAL ADM. GNL HABITAGE I URBANISME,31711.42,-691.58,31019.84,10350.54,,10350.54,,10350.54,,605,Serveis Territorials
02,4313,1600000,OPE SEGURETAT SOCIAL MERCAT,4422.17,1635.63,6057.8,506.7,,506.7,,506.7,,606,Promoció Econòmica
03,241S,2210100,AIGUA SEFED,200,0,200,0,,0,,0,,607,Serveis Territorials
03,333,2120100,MANTENIMENT INSTAL.LACIONS MT,9800,0,9800,4273.76,,2778.76,,2778.76,,608,Serveis Territorials
09,231,4900200,QUOTES ENTITATS SOLIDÀRIES,120,0,120,120,,120,,120,,609,Benestar Social
03,171P,2210000,ENERGIA ELÈCTRICA PLAÇA,3000,0,3000,641.22,,641.22,,641.22,,610,Serveis Territorials
03,920,2210000,ENERGIA ELÈCTRICA AJUNTAMENT,27600,0,27600,9646.65,,9646.65,,9646.65,,611,Serveis Territorials
08,130,2269900,DESPESES DIVERSES,1500,0,1500,206.23,,206.23,,206.23,,612,Policia
02,4313,2269900,OPE DESPESES DIVERSES MERCATS,800,0,800,425.7,,425.7,,425.7,,613,Promoció Econòmica
