Org_,Descripció_orgànica,Fun_,Eco_,Descripció,Crèdits_inicials,Modificacions_de_crèdit,Crèdits_totals_consignats,Disposicions_o_compromisos,Obligacions_reconegudes,Pagaments_fets,FID
02,Promoció Econòmica,433,1600000,OPE SEGURETAT SOCIAL DINAMITZ. EMPRESARIAL,16498.11,-882.39,15615.72,9848.17,9848.17,9848.17,400
02,Promoció Econòmica,433,2269914,OPE SUPORT EMPRENADORS (fse),0,21650.99,21650.99,0,0,0,401
02,Promoció Econòmica,433E,2269912,OPE NETWORKING EMPRESES,0,13832.94,13832.94,11585.56,138.96,138.96,402
02,Promoció Econòmica,433P,2269914,OPE ACCIONS PROMOCIÓ I DINAMITZACIO (db),0,3591.8,3591.8,0,0,0,403
02,Promoció Econòmica,439,1300000,OPE BÀSIQUES FIRES,9884.84,2228.97,12113.81,8682.04,8682.04,8682.04,404
02,Promoció Econòmica,433PI,2269900,OPE PREMIS INNOVACAT,0,32000,32000,32000,32000,32000,405
02,Promoció Econòmica,439,1300100,OPE HORES EXTRES FIRES,0.01,0,0.01,0,0,0,406
03,Urbanisme i Obres Públiques,342F,2120114,MANTENIMENT INSTAL.LACIONS CAMP DE FUTBOL,0,2069.82,2069.82,161.69,161.69,161.69,407
03,Urbanisme i Obres Públiques,151,6210015,ADQUISICIO TERRENYS,0,118468.71,118468.71,118468.71,118468.71,0,408
03,Urbanisme i Obres Públiques,342F,2210000,ENERGIA ELÈCTRICA CAMP DE FUTBOL,14000,0,14000,10373.67,10373.67,10373.67,409
02,Promoció Econòmica,433PI,2269913,OPE PROJECTE INNOVADORS (fse),0,26592.42,26592.42,0,0,0,410
02,Promoció Econòmica,439,1300200,OPE ALTRES REMUNERACIONS FIRES,17776.24,-654.42,17121.82,12583.94,12583.94,12583.94,411
03,Urbanisme i Obres Públiques,151,6230312,ENLLUMENAT SECTOR CAVALLERIA,0,750.2,750.2,0,0,0,412
03,Urbanisme i Obres Públiques,342F,2210014,ENERGIA ELECTRICA CAMP DE FUTBOL,0,260.7,260.7,0,0,0,413
09,Serveis Socials,231,1200014,AGENT IGUALTAT,0,0,0,0,0,0,414
03,Urbanisme i Obres Públiques,925,1200600,TRIENNIS ATENCIÓ CIUTADANA,1251.3,-240.25,1011.05,711.66,711.66,711.66,415
03,Urbanisme i Obres Públiques,151,6270300,"COORDINACIÓ, SEGURETAT I SALUT",0,0.01,0.01,0,0,0,416
02,Promoció Econòmica,433PP,1430011,OPE PERSONAL INSERCIO,0,5407.12,5407.12,0,0,0,417
03,Urbanisme i Obres Públiques,342F,2210100,AIGUA CAMP DE FUTBOL,1500,0,1500,292.97,292.97,292.97,418
09,Serveis Socials,231,1200100,BASIQUES A2 ASSISTÈNCIA SOCIAL,64532.52,6197.74,70730.26,49689.43,49689.43,49689.43,419
02,Promoció Econòmica,439,1310000,OPE LABORAL TEMPORAL FIRES,0.01,0,0.01,0,0,0,420
03,Urbanisme i Obres Públiques,151,6270400,PROJECTES EXTERNS,0,0.01,0.01,0,0,0,421
03,Urbanisme i Obres Públiques,925,1210000,COMPLEMENT DESTINACIÓ ATENCIÓ CIUTADANA,4899.02,-306.27,4592.75,3229,3229,3229,422
03,Urbanisme i Obres Públiques,342F,2210300,COMBUSTIBLE CAMP DE FUTBOL,14000,0,14000,1895.01,1895.01,1895.01,423
03,Urbanisme i Obres Públiques,327,2120000,MANTENIMENT ASCENSOR I ALTRES ASVAT,3500,0,3500,1938.42,1190.54,1190.54,424
02,Promoció Econòmica,433X,2269913,OPE TREBALLS XARXA PRACTIQUES EMPRESES,0,5035.75,5035.75,0,0,0,425
09,Serveis Socials,231,1200300,BÀSIQUES C1 ASSISTÈNCIA SOCIAL,9884.84,98.85,9983.69,7173.6,7173.6,7173.6,426
03,Urbanisme i Obres Públiques,231A,2210215,GAS PIS ACOLLIDA,0,200,200,91.59,91.59,91.59,427
03,Urbanisme i Obres Públiques,151,6400015,TREBALLS REVISIO POUM,0,57233,57233,26257,11180.4,11180.4,428
03,Urbanisme i Obres Públiques,327,2210000,ENERGIA ELÈCTRICA  ASVAT,13000,0,13000,4991.84,4991.84,4991.84,429
03,Urbanisme i Obres Públiques,342F,6320000,ESPORTS. GESPA CAMP DE FUTBOL,0,270000,270000,231624.81,45634.27,45634.27,430
03,Urbanisme i Obres Públiques,925,1210100,COMPLEMENT ESPECÍFIC ATENCIÓ CIUTADANA,7806.96,-1498.94,6308.02,4898.96,4898.96,4898.96,431
09,Serveis Socials,231,1200400,BÀSIQUES C2 ASSISTÈNCIA SOCIAL,16757.16,8629.94,25387.1,18707.95,18707.95,18707.95,432
02,Promoció Econòmica,439A,2269900,OPE FIRA CIRC (db),0,4000,4000,4000,4000,4000,433
03,Urbanisme i Obres Públiques,1521A,2269911,ACTIVITATS D'HABITATGE,0,14128.56,14128.56,8349,2420,2420,434
03,Urbanisme i Obres Públiques,327,2210100,AIGUA ASVAT,800,0,800,201.14,201.14,201.14,435
03,Urbanisme i Obres Públiques,342FD,2120015,ARRANJAMENT CAMP MPAL ESPORTS,0,22897.42,22897.42,21119.05,21119.05,21119.05,436
02,Promoció Econòmica,439,1500100,OPE PRODUCTIVITAT FIRES,700,0,700,524.97,524.97,524.97,437
09,Serveis Socials,231,1200600,TRIENNIS ASSISTÈNCIA SOCIAL,14137.81,1125.63,15263.44,9191.25,9191.25,9191.25,438
03,Urbanisme i Obres Públiques,231A,6320000,EDIFICI PIS ACOLLIDA,0,0.01,0.01,0,0,0,439
03,Urbanisme i Obres Públiques,925,1500000,PRODUCTIVITAT ATENCIÓ CIUTADANA,700,0,700,401.36,401.36,401.36,440
03,Urbanisme i Obres Públiques,327I,1210014,COMPLEMENT DESTINACIO IMMIGRACIO,0,0,0,0,0,0,441
03,Urbanisme i Obres Públiques,1522D,4899911,TRANSFERENCIES HABITATGE,0,89.03,89.03,0,0,0,442
02,Promoció Econòmica,439B,2260900,OPE FESTA PORC I CERVESA,20000,0,20000,0,0,0,443
03,Urbanisme i Obres Públiques,425,2250000,IMPOST PRODUCCIÓ ENERGIA ELECTRICA,3100,0,3100,297.85,297.85,297.85,444
02,Promoció Econòmica,439,1510000,OPE GRATIFICACIONS FIRES,0.01,0,0.01,0,0,0,445
09,Serveis Socials,231,1210000,COMPLEMENT DESTINACIÓ ASSISTÈNCIA SOCIAL,47124.6,7025.48,54150.08,37562.18,37562.18,37562.18,446
03,Urbanisme i Obres Públiques,231AA,2120015,REPARACIONS PIS BENESTAR SOCIAL,0,3050.97,3050.97,3050.97,3050.97,3050.97,447
03,Urbanisme i Obres Públiques,327S,2120000,MANTENIMENT EDIFICI SIDRAL,1500,0,1500,46.52,46.52,0,448
03,Urbanisme i Obres Públiques,1532B,2210000,ENERGIA ELÈCTRICA NAUS PYSESA,10300,0,10300,5671.74,5671.74,5671.74,449
03,Urbanisme i Obres Públiques,925,1510000,GRATIFICACIONS ATENCIÓ CIUTADANA,0.01,0,0.01,0,0,0,450
02,Promoció Econòmica,439BD,2260914,OPE PORC I CERVESA,0,1,1,0,0,0,451
03,Urbanisme i Obres Públiques,430,2120000,MANTENIMENT EDIFICI OPE,3500,0,3500,0,0,0,452
03,Urbanisme i Obres Públiques,327S,2120100,MANTENIMENT INSTAL·LACIONS SIDRAL,1300,0,1300,1004.85,1004.85,1004.85,453
03,Urbanisme i Obres Públiques,1532B,2210100,AIGUA NAUS PYSESA,200,0,200,15.88,15.88,15.88,454
09,Serveis Socials,231,1210100,COMPLEMENT ESPECÍFIC ASSISTÈNCIA SOCIAL,77172.6,8742.5,85915.1,64862.57,64862.57,64862.57,455
03,Urbanisme i Obres Públiques,327S,2120215,MANTENIMENT SIDRAL,0,600,600,0,0,0,456
03,Urbanisme i Obres Públiques,925,1600000,SEGURETAT SOCIAL ATENCIÓ CIUTADANA,5805.04,-1080.7,4724.34,3191.38,3191.38,3191.38,457
02,Promoció Econòmica,439C,2260900,OPE FIRA MOTO AUTO ANTIC,0.01,0,0.01,0,0,0,458
02,Promoció Econòmica,439,1600000,OPE SEGURETAT SOCIAL FIRES,9014.01,115.89,9129.9,6030.04,6030.04,6030.04,459
03,Urbanisme i Obres Públiques,327S,2210200,GAS SIDRAL,4248,0,4248,1668.66,1668.66,1668.66,460
03,Urbanisme i Obres Públiques,430,2120014,MANTENIMENT EDIFICI OPE,0,0,0,0,0,0,461
09,Serveis Socials,231,1300000,BÀSIQUES ASSISTÈNCIA SOCIAL,51626,12823.25,64449.25,47251.17,47251.17,47251.17,462
03,Urbanisme i Obres Públiques,160,2100100,CONSERVACIÓ CLAVEGUERAM,9000,0,9000,0,0,0,463
03,Urbanisme i Obres Públiques,231AR,2120015,ARRANJAMENT CASETA 1 ESCORXADOR,0,3794.55,3794.55,3794.55,3794.55,3794.55,464
08,Governació i Seguretat Ciutadana,130,1200400,BÀSIQUES C2 ADM. GNAL. SEGURETAT,50271.48,502.71,50774.19,36160.76,36160.76,36160.76,465
02,Promoció Econòmica,439D,2269900,OPE FIRA PORC I CERVESA (db),0,4000,4000,0,0,0,466
03,Urbanisme i Obres Públiques,327SI,2210000,ENERGIA ELÈCTRICA SIDRAL,2800,0,2800,525.32,525.32,525.32,467
03,Urbanisme i Obres Públiques,430,2120100,MANTENIMENT INSTAL·LACIONS EDIFICI OPE,4500,0,4500,1033.04,1033.04,1033.04,468
02,Promoció Econòmica,439E,2260900,OPE FESTA DE NADAL A REIS,136000,0,136000,62137.65,62137.65,62137.65,469
09,Serveis Socials,231,1300100,HORES EXTRES ASSISTÈNCIA SOCIAL,0.01,362.4,362.41,362.4,362.4,362.4,470
03,Urbanisme i Obres Públiques,327SI,2210100,AIGUA SIDRAL,200,0,200,31.76,31.76,31.76,471
03,Urbanisme i Obres Públiques,231D,2120015,MANTENIMENT EDIFICI BENESTAR SOCIAL,0,0,0,0,0,0,472
03,Urbanisme i Obres Públiques,160C,2279900,INSPECCIONS XARXA CLAVEGUERAM,0.01,0,0.01,0,0,0,473
08,Governació i Seguretat Ciutadana,130,1200600,TRIENNIS ADM.GNAL.SEGURETAT,6349.3,343.52,6692.82,4544.2,4544.2,4544.2,474
03,Urbanisme i Obres Públiques,430,2120114,MANTENIMENT INSTAL.LACIONS EDIFICI OPE,0,0,0,0,0,0,475
02,Promoció Econòmica,491,1300100,OPE HORES EXTRES PROGRAMES,0.01,0,0.01,0,0,0,476
09,Serveis Socials,231,1300200,ALTRES REMUNERACIONS ASSISTÈNCIA SOCIAL,78678.52,-10164.22,68514.3,50439.84,50439.84,50439.84,477
03,Urbanisme i Obres Públiques,133,2210000,ENERGIA ELÈCTRICA PARQUING I ZONA BLAVA,0,6675.04,6675.04,4856.79,4856.79,4856.79,478
03,Urbanisme i Obres Públiques,330A,2120000,MANTENIMENT CAN PUGET,3500,0,3500,1720.93,1720.93,1720.93,479
03,Urbanisme i Obres Públiques,161,2100000,CONSERV. INFRAESTRUCTURES AIGUA,2000,0,2000,823.23,823.23,823.23,480
08,Governació i Seguretat Ciutadana,130,1210000,COMPLEMENT DESTINACIÓ ADM. GNAL. SEGURETAT,25777.57,2161.75,27939.32,19466.17,19466.17,19466.17,481
03,Urbanisme i Obres Públiques,430,2210000,ENERGIA ELÈCTRICA OPE,16285,0,16285,1269.4,1269.4,1269.4,482
03,Urbanisme i Obres Públiques,241,2219900,MATERIAL PLANS OCUPACIÓ,0.01,0,0.01,0,0,0,483
09,Serveis Socials,231,1310000,LABORAL TEMPORAL ASSISTÈNCIA SOCIAL,0.01,0,0.01,0,0,0,484
02,Promoció Econòmica,491,1310012,OPE PERSONAL TIC (sc),0,0,0,0,0,0,485
03,Urbanisme i Obres Públiques,330A,2120100,MANTENIMENT INSTAL·LACIONS CAN PUGET,6500,0,6500,5360.19,4612.31,4612.31,486
03,Urbanisme i Obres Públiques,133,2269915,DESPESES DIVERSES PARQUING I ZONA BLAVA,0,12000,12000,0,0,0,487
03,Urbanisme i Obres Públiques,161,6270015,COL.LECTOR CR SESCORTS,0,22051.33,22051.33,20954.06,20954.06,20954.06,488
08,Governació i Seguretat Ciutadana,130,1210100,COMPLEMENT ESPECÍFIC ADM. GNAL. SEGURETAT,60504.9,0,60504.9,47048.19,47048.19,47048.19,489
03,Urbanisme i Obres Públiques,430,2210100,AIGUA EDIFICI OPE,200,0,200,0,0,0,490
09,Serveis Socials,231,1500000,PRODUCTIVITAT ASSISTÈNCIA SOCIAL,4900,1085,5985,3762.33,3762.33,3762.33,491
03,Urbanisme i Obres Públiques,241S,2120000,MANTENIMENT EDIFICI SEFED,1500,0,1500,0,0,0,492
03,Urbanisme i Obres Públiques,330A,2120114,MANTENIMENT INSTAL.LACIONS CAN PUGET,0,0,0,0,0,0,493
03,Urbanisme i Obres Públiques,1622B,2210000,ENERGIA ELÈCTRICA DEIXALLERIA,4500,0,4500,1048.19,1048.19,1048.19,494
03,Urbanisme i Obres Públiques,133,2270600,GESTIO PARQUING I ZONA BLAVA,0,39579.76,39579.76,35995,35995,35995,495
03,Urbanisme i Obres Públiques,4312M,2030000,LLOGUER CLIMATITZACIÓ MERCAT,0,14459.5,14459.5,0,0,0,496
02,Promoció Econòmica,491,1500100,OPE PRODUCTIVITAT PROGRAMES,1400,3850,5250,1071.62,1071.62,1071.62,497
09,Serveis Socials,231,1500100,PRODUCTIVITAT ASSISTÈNCIA SOCIAL,2800,0,2800,1959.9,1959.9,1959.9,498
08,Governació i Seguretat Ciutadana,130,1300100,HORES EXTRES ADM.GNAL.SEGURETAT,0.01,0,0.01,0,0,0,499
03,Urbanisme i Obres Públiques,1622B,2210100,AIGUA DEIXALLERIA,800,0,800,69.69,69.69,69.69,500
03,Urbanisme i Obres Públiques,330A,2210000,ENERGIA ELÈCTRICA CAN PUGET,14935,0,14935,4041.91,4041.91,4041.91,501
03,Urbanisme i Obres Públiques,241S,2120100,MANTENIMENT INSTAL.LACIONS SEFED,1500,0,1500,0,0,0,502
03,Urbanisme i Obres Públiques,4312M,2030015,LLOGUER GENERADOR MERCAT,0,0,0,0,0,0,503
03,Urbanisme i Obres Públiques,133,2270615,GESTIO PARQUING I ZONA BLAVA,0,4367.93,4367.93,0,0,0,504
09,Serveis Socials,231,1510000,GRATIFICACIONS ASSISTÈNCIA SOCIAL,0.01,0,0.01,0,0,0,505
02,Promoció Econòmica,491,1510000,OPE GRATIFICACIONS PROGRAMES,0.01,0,0.01,0,0,0,506
03,Urbanisme i Obres Públiques,330A,2210100,AIGUA CAN PUGET,600,0,600,110.28,110.28,110.28,507
03,Urbanisme i Obres Públiques,165,6230115,SUBST PER TECNOLOGIA LED,0,7450.92,7450.92,7450.9,7450.9,7450.9,508
08,Governació i Seguretat Ciutadana,130,1310000,PERSONAL TEMPORAL POLICIA,22191.9,221.92,22413.82,16398.84,16398.84,16398.84,509
03,Urbanisme i Obres Públiques,4312M,2210315,GASOIL MERCAT,0,1137.5,1137.5,0,0,0,510
09,Serveis Socials,231,1600000,SEGURETAT SOCIAL ASSISTÈNCIA SOCIAL,105831.76,5953.47,111785.23,76053.69,76053.69,76053.69,511
03,Urbanisme i Obres Públiques,241S,2210000,ENERGIA ELECTRICA SEFED,8050,0,8050,0,0,0,512
03,Urbanisme i Obres Públiques,135,2269900,MANTENIMENT PLA ANUAL PROTECCIÓ CIVIL,1200,0,1200,0,0,0,513
03,Urbanisme i Obres Públiques,330A,6320013,CULTURA ADEQUACIO ESPAIS,0,2730.49,2730.49,0,0,0,514
03,Urbanisme i Obres Públiques,165A,2210000,ENERGIA ELÈCTRICA VIES PÚBLIQUES,403919.1,0,403919.1,149518.2,149518.2,147879.29,515
02,Promoció Econòmica,491,2261409,OPE CIUTATS DIGITALS,0,0,0,0,0,0,516
09,Serveis Socials,231,2020000,LLOGUER  LOCAL SS,7260,0,7260,0,0,0,517
03,Urbanisme i Obres Públiques,241S,2210100,AIGUA SEFED,200,0,200,0,0,0,518
03,Urbanisme i Obres Públiques,432,2120100,MANTENIMENT INSTAL.LACIONS EMBARCADOR,1000,0,1000,113.4,113.4,113.4,519
08,Governació i Seguretat Ciutadana,130,1500000,PRODUCTIVITAT ADM.GNAL.SEGURETAT,19350,-350,19000,14126.94,14126.94,14126.94,520
03,Urbanisme i Obres Públiques,3321B,2120000,MANTENIMENT EDIFICI  BIBLIOTECA B. MORGADES,1300,0,1300,401.82,401.82,401.82,521
03,Urbanisme i Obres Públiques,432,2210000,ENERGIA ELÈCTRICA EMBARCADOR,2060,0,2060,415.91,415.91,415.91,522
03,Urbanisme i Obres Públiques,150,1200000,BÀSIQUES A1 ADM GENERAL  HABITATGE I URBANISME,14677.32,146.77,14824.09,10772.56,10772.56,10772.56,523
09,Serveis Socials,231,2060000,LLOGUER FOTOCOPIADORES SS,2321,0,2321,1242.89,1242.89,1242.89,524
03,Urbanisme i Obres Públiques,241S,2210300,COMBUSTIBLE EDIFICI SEFED,4000,0,4000,0,0,0,525
03,Urbanisme i Obres Públiques,165E,2100000,MANTENIMENT ENLLUMENATS PÚBLICS,20862.55,0,20862.55,13244.67,13244.67,13244.67,526
08,Governació i Seguretat Ciutadana,130,1500100,PRODUCTIVITAT ADM.GNAL.SEGURETAT,4400,0,4400,3551.49,3551.49,3551.49,527
02,Promoció Econòmica,491,2269909,OPE CIUTATS DIGITATLS,0,9708.29,9708.29,2014.65,2014.65,2014.65,528
03,Urbanisme i Obres Públiques,3321B,2120100,MANTENIMENT INSTAL. BIBLIOTECA B. MORGADES,2250,0,2250,830.51,830.51,830.51,529
03,Urbanisme i Obres Públiques,432,2210100,AIGUA EMBARCADOR,200,0,200,38.2,38.2,38.2,530
03,Urbanisme i Obres Públiques,150,1200300,BÀSIQUES C1 ADMI GENRERAL HABITATGE I URBANISME,19769.68,197.7,19967.38,14347.2,14347.2,14347.2,531
09,Serveis Socials,231,2120200,SISTEMES DE SEGURETAT,0,3900,3900,2878.69,2878.69,2878.69,532
03,Urbanisme i Obres Públiques,323,2120000,MANTENIMENT EDIFICI COLORS,8500,0,8500,4526.65,4526.65,4526.65,533
03,Urbanisme i Obres Públiques,165E,2279900,TREBALLS CONSERV. ENLLUMENAT PÚBLIC,51137.45,0,51137.45,33999.92,33999.92,33999.92,534
03,Urbanisme i Obres Públiques,3321B,2210000,ENERGIA ELÈCTRICA EDIFICI B. MORGADES,13493,0,13493,8082.53,8082.53,8082.53,535
08,Governació i Seguretat Ciutadana,130,1510000,GRATIFICACIONS ADM.GNAL.SEGURETAT,0.01,0,0.01,0,0,0,536
03,Urbanisme i Obres Públiques,432C,2120100,MANTENIMENT CAMPANAR,5000,0,5000,3503.28,2755.4,2755.4,537
03,Urbanisme i Obres Públiques,150,1200400,BÀSIQUES C2 ADM GENERAL HABITATGE I URBANISME,8378.58,83.79,8462.37,6046.98,6046.98,6046.98,538
09,Serveis Socials,231,2150000,CONSERVACIÓ MOBILIARI BENESTAR SS,435,0,435,71.31,71.31,71.31,539
02,Promoció Econòmica,929,2270000,OPE. NETEJA WC PLAÇA,0.01,0,0.01,0,0,0,540
03,Urbanisme i Obres Públiques,3321B,2210100,AIGUA EDIFICI B MORGADES,200,0,200,34.4,34.4,34.4,541
03,Urbanisme i Obres Públiques,433,2269900,INFORMES  CONSELL COMARCAL,400,0,400,0,0,0,542
03,Urbanisme i Obres Públiques,150,1200600,TRIENNIS ADM GENERAL HABITAGE I URBANISME,9418.42,-818.54,8599.88,6083.18,6083.18,6083.18,543
03,Urbanisme i Obres Públiques,171F,2100000,MANTENIMENT INFRA. VIES PÚBLIQUES FONTS PLAÇA,10034.04,0,10034.04,10034.04,5375.54,5375.54,544
08,Governació i Seguretat Ciutadana,130,1600000,SEGURETAT SOCIAL ADM.GNAL.SEGURETAT,51027.41,270.93,51298.34,34376.41,34376.41,34376.41,545
09,Serveis Socials,231,2200000,DESPESES MATERIAL OFICINA SS,4600,0,4600,2481.22,2481.22,2481.22,546
02,Promoció Econòmica,4312,2269915,OPE ACCIONS MERCAT MUNICIPAL (db),0,2000,2000,0,0,0,547
03,Urbanisme i Obres Públiques,323,2120100,MANTENIMENT INSTAL.LACIONS EDIFICI COLORS,3000,0,3000,1883.97,1883.97,1883.97,548
03,Urbanisme i Obres Públiques,3321B,2210300,CARBURANT EDIFICI B. MORGADES,5000,0,5000,2385.5,2385.5,2385.5,549
03,Urbanisme i Obres Públiques,433,4790000,APORTACIÓ TAXA LLICÈNCIES ACTIVITATS,350,0,350,45,45,45,550
03,Urbanisme i Obres Públiques,171P,2100100,MANTENIMENT ASCENSOR  PLAÇA I ALTRES,2600,0,2600,2326.9,1923.87,1923.87,551
02,Promoció Econòmica,4313,1300100,OPE HORES EXTRES MERCAT,0.01,0,0.01,0,0,0,552
09,Serveis Socials,231,2211000,PRODUCTES NETEJA SS,900,0,900,291.96,291.96,291.96,553
03,Urbanisme i Obres Públiques,323,2120215,MANTENIMENT EDIFICI COLORS,0,600,600,0,0,0,554
03,Urbanisme i Obres Públiques,3321F,2120000,MANTENIMENT EDIFICI BIBLIOTECA BLANCAFORT,1800,0,1800,0,0,0,555
03,Urbanisme i Obres Públiques,452,2100200,MANTENIMENT CANAL INDUSTRIAL,4000,0,4000,2206.23,2206.23,2206.23,556
03,Urbanisme i Obres Públiques,150,1210000,COMPL DESTINACIÓ ADM. GENERAL  HABITAGE I URBANISME,28589.4,2848.22,31437.62,22790.26,22790.26,22790.26,557
03,Urbanisme i Obres Públiques,171P,2100114,"MANTENIMENT ASCENSOR, FONTS PLAÇA I ALTRES",0,0,0,0,0,0,558
08,Governació i Seguretat Ciutadana,130,2030000,RENTING MATERIAL XARXA RESCAT,5928.4,0,5928.4,3952.24,3952.24,3952.24,559
02,Promoció Econòmica,4313,1310000,OPE PERSONAL TEMPORAL MERCAT,13316.4,-3890.33,9426.07,3892.87,3892.87,3892.87,560
09,Serveis Socials,231,2219900,SUBMINISTRAMENTS DIVERSOS SS,0.01,0,0.01,0,0,0,561
03,Urbanisme i Obres Públiques,3321F,2120100,MANTENIMENT INSTAL.LACIONS EDIFICI BLANCAFORT,1500,0,1500,603.09,603.09,603.09,562
03,Urbanisme i Obres Públiques,452N,2279900,SERVEI CONTROL NIVELL CANAL,7500,0,7500,0,0,0,563
03,Urbanisme i Obres Públiques,323,2210000,ENERGIA ELECTRICA COLORS,11301.16,0,11301.16,2801.59,2801.59,2801.59,564
03,Urbanisme i Obres Públiques,171P,2210000,ENERGIA ELÈCTRICA PLAÇA,3000,0,3000,641.22,641.22,641.22,565
08,Governació i Seguretat Ciutadana,130,2060000,LLOGUER FOTOCOPIADORA,740.67,0,740.67,169.08,169.08,60.18,566
03,Urbanisme i Obres Públiques,150,1210100,COMPL  ESPECÍFIC ADM. GENERAL HABITAGE I URBANISME,57510.6,1488.23,58998.83,44252.73,44252.73,44252.73,567
03,Urbanisme i Obres Públiques,3321F,2210000,ENERGIA ELECTRICA BLANCAFORT,3900,0,3900,1858.4,1858.4,1858.4,568
03,Urbanisme i Obres Públiques,920,2120000,MANTENIMENT EDIFICI AJUNTAMENT,6500,0,6500,2300.52,2300.52,2300.52,569
09,Serveis Socials,231,2230000,TRANSPORT TAC OSONA,11052,0,11052,7612.33,7612.33,7612.33,570
02,Promoció Econòmica,4313,1310014,OPE PERSONAL TEMPORAL MERCAT,0,4549.32,4549.32,2923.63,2923.63,2923.63,571
03,Urbanisme i Obres Públiques,323,2210100,AIGUA COLORS,600,0,600,219.68,219.68,219.68,572
03,Urbanisme i Obres Públiques,920,2120014,MANTENIMENT EDIFICI AJUNTAMENT,0,0,0,0,0,0,573
03,Urbanisme i Obres Públiques,3321F,2210100,AIGUA BLANCAFORT,1200,0,1200,405.82,405.82,405.82,574
08,Governació i Seguretat Ciutadana,130,2130100,CALIBRACIÓ SONÒMETRE I ALTRES,350,0,350,0,0,0,575
09,Serveis Socials,231,2260200,PUBLICITAT I PROPAGANDA SS,3000,-878,2122,848.21,848.21,848.21,576
02,Promoció Econòmica,4313,1310015,OPE PERSONAL TEMPORAL MERCAT,0,9130.58,9130.58,9130.58,9130.58,9130.58,577
03,Urbanisme i Obres Públiques,171P,2210100,AIGUA PARCS I JARDINS,6200,0,6200,1842.85,1842.85,1842.85,578
03,Urbanisme i Obres Públiques,323,2210200,GAS COLORS,14049,0,14049,6373.88,6373.88,6373.88,579
03,Urbanisme i Obres Públiques,150,1500000,PRODUCTIVITAT ADM. GENERAL HABITATGE IURBANISME,2100,1004.24,3104.24,1993.36,1993.36,1993.36,580
03,Urbanisme i Obres Públiques,3321L,6220015,OBRES ADEQUACIO NOVA BIBLIOTECA,0,327166.13,327166.13,327166.13,285528.98,285528.98,581
03,Urbanisme i Obres Públiques,920,2120100,MANTENIMENT INSTAL·LACIONS EDIFICI AJUNTAMENT,16500,0,16500,11547.31,10799.43,10799.43,582
08,Governació i Seguretat Ciutadana,130,2140000,CONSERV. ELEMENTS TRANSPORT,5000,0,5000,1136.2,1136.2,1136.2,583
09,Serveis Socials,231,2269900,DESPESES DIVERSES SS,1174,0,1174,938.5,938.5,938.5,584
02,Promoció Econòmica,4313,1500100,OPE PRODUCTIVITAT MERCAT,700,0,700,0,0,0,585
03,Urbanisme i Obres Públiques,231,2120000,MANTENIMENT EDIFICI SS,1500,0,1500,621.79,621.79,621.79,586
03,Urbanisme i Obres Públiques,3321L,6250000,MOBILIARI BIBLIOTECA,0,183150.3,183150.3,152319.96,20127.68,19497.08,587
03,Urbanisme i Obres Públiques,323,6230000,MAQUINARIA EDUCACIÓ,0,0.01,0.01,0,0,0,588
03,Urbanisme i Obres Públiques,920,2210000,ENERGIA ELÈCTRICA AJUNTAMENT,27600,0,27600,11558.58,11558.58,11558.58,589
09,Serveis Socials,231,2269914,ACTIVITATS IGUALTAT,0,214.47,214.47,0,0,0,590
08,Governació i Seguretat Ciutadana,130,2150000,MANTENIMENT EQUIP KEY CONTROL,665.5,0,665.5,0,0,0,591
03,Urbanisme i Obres Públiques,150,1510000,GRATIFICACIONS ADM. GENERAL HABITATGE I URBANISME,0.01,0,0.01,0,0,0,592
03,Urbanisme i Obres Públiques,333,2120000,MANTENIMENT EDIFICI MT,6500,0,6500,313.89,313.89,313.89,593
03,Urbanisme i Obres Públiques,231,2120100,MANTENIMENT INSTAL·LACIONS SS,2500,0,2500,1642.7,894.82,894.82,594
02,Promoció Econòmica,4313,1600000,OPE SEGURETAT SOCIAL MERCAT,4422.17,1635.63,6057.8,2143.68,2143.68,2143.68,595
09,Serveis Socials,231,2270000,SERVEI NETEJA SS,0.01,0,0.01,0,0,0,596
03,Urbanisme i Obres Públiques,323,6250000,MOBILIARI EDUCACIÓ,0,0.01,0.01,0,0,0,597
03,Urbanisme i Obres Públiques,920,2210100,AIGUA AJUNTAMENT,800,0,800,162.33,162.33,162.33,598
08,Governació i Seguretat Ciutadana,130,2160000,MANTENIMENT FOTOCOPIADORA,4500,0,4500,1819.26,1819.26,1646.42,599
03,Urbanisme i Obres Públiques,333,2120100,MANTENIMENT INSTAL.LACIONS MT,9800,0,9800,6703.45,5955.57,5955.57,600
03,Urbanisme i Obres Públiques,231,2210000,ENERGIA ELÈCTRICA SS,10000,0,10000,6625.45,6625.45,6625.45,601
03,Urbanisme i Obres Públiques,150,1600000,SEGURETAT SOCIAL ADM. GNL HABITAGE I URBANISME,31711.42,-691.58,31019.84,20841.78,20841.78,20841.78,602
09,Serveis Socials,231,4650100,CONVENI CONSELL COMARCAL VIOLÈNCIA DOMÈSTICA,2262,0,2262,0,0,0,603
02,Promoció Econòmica,4313,2269900,OPE DESPESES DIVERSES MERCATS,800,0,800,800,800,800,604
03,Urbanisme i Obres Públiques,920,2210200,GAS AJUNTAMENT,16683,0,16683,7746.63,7746.63,7746.63,605
03,Urbanisme i Obres Públiques,323,6320015,ADEQUACIO PISTA CEIP PUIG AGUT,0,10.77,10.77,0,0,0,606
