NOMBRE,UBICACION,OBJETO,TITULO,AUTOR,TEMA,MATERIALES,MEDIDAS
"FOTOGRAFÍA","MEPA/FOTOTECA","FOTOGRAFÍA","","J. GARCÍA","PAISAJE","PAPEL","27X39 CM."
"LOTE DE 10 TARJETAS POSTALES DE ASTURIAS","MPA/FOTOTECA","LOTE DE 10 TARJETAS POSTALES DE ASTURIAS","","","ASTURIAS","PAPEL","VARIAS"
"PAISAJE","MUSEO JOVELLANOS","CUADRO","PAISAJE","SUÁREZ, ANTONIO","PAISAJE","ÓLEO SOBRE LIENZO","50 X 61 CM."
"LOTE DE DOCUMENTOS","MPA/FD","LOTE DE DOCUMENTOS","","","COMERCIOS/FERRETERÍAS/GUERRA CIVIL","PAPEL","VARIAS"
"LOTE DE DOCUMENTOS","MPA/FD","LOTE DE DOCUMENTOS","","","COMERCIOS/FERRETERÍAS/GUERRA CIVIL","PAPEL","VARIAS"
"LOTE DE FOTOGRAFÍAS","MPA/FOTOTECA","LOTE DE FOTOGRAFÍAS","","","EMIGRACIÓN/VISTAS DE ASTURIAS","PAPEL","VARIAS"
"LOTE DE FOTOGRAFÍAS","MPA/FOTOTECA","LOTE DE FOTOGRAFÍAS","","","ARQUITECTURA","PAPEL","VARIAS"
"LOTE DE NEGATIVOS","MPA/FOTOTECA","LOTE DE NEGATIVOS","","","DEPORTES","CELULOIDE",""
"LOTE DE FACTURAS","MPA/FD","LOTE DE FACTURAS","","","COMERCIOS/INDUSTRIA","PAPEL","VARIAS"
"PAISAJE CON CABALLOS","MUSEO JOVELLANOS","CUADRO","PAISAJE CON CABALLOS","SUÁREZ, ANTONIO","PAISAJE","ÓLEO SOBRE LIENZO","73 X 92 CM."
"JARRA Y COPA","MUSEO JOVELLANOS","DIBUJO","JARRA Y COPA","SUÁREZ, ANTONIO","BODEGONES","ÓLEO SOBRE PAPEL","32 X 44,3 CM."
"ABSTRACCIÓN","MUSEO JOVELLANOS","DIBUJO","ABSTRACCIÓN","SUÁREZ, ANTONIO","ABSTRACCIÓN","ÓLEO SOBRE LIENZO","25 X 34,5 CM."
"PANTALLA INDUCTORA","MUSEO JOVELLANOS","ESCULTURA","PANTALLA INDUCTORA","NAVASCUÉS, JOSÉ MARÍA","ABSTRACCIÓN","MADERA AERÓGRAFO Y PASTEL","213 X 68 X 49,3 CM."
"AYUNTAMIENTO DE GIJÓN","MUSEO JOVELLANOS","CUADRO","AYUNTAMIENTO DE GIJÓN","SUÁREZ, ARMANDO","PAISAJE","ÓLEO SOBRE LIENZO","38 X 46 CM."
"TAURÓMATA","MUSEO JOVELLANOS","CUADRO","TAURÓMATA","SUÁREZ, AURELIO","ESCENA CON FIGURAS","ÓLEO SOBRE LIENZO","38,5 X 46 CM."
"GRAN BOL","MUSEO JOVELLANOS","CERAMICA","GRAN BOL","CIMADEVILLA, MANUEL","","RAKÚ","43 X 74 X 74 CM."
"PINTURA","MUSEO JOVELLANOS","CUADRO","PINTURA","SUÁREZ, ANTONIO","","ÓLEO SOBRE LIENZO","73 X 100 CM."
"ABSTRACCION","MUSEO JOVELLANOS","DIBUJO","ABSTRACCION","SUAREZ, ANTONIO","ABSTRACCION","OLEO SOBRE PAPEL","24,7X34,4 CM."
"SAGRADO CORAZÓN","MUSEO JOVELLANOS","ESCULTURA","SAGRADO CORAZÓN","ALVAREZ LAVIADA, MANUEL","RELIGIOSO","ESCAYOLA",""
"VIRGEN","MUSEO JOVELLANOS","ESCULTURA","VIRGEN","ALVAREZ LAVIADA, MANUEL","RELIGIOSO","ESCAYOLA","78 X 39,5 X 33,5 CM."
"FIGURA DE NIÑO","MUSEO JOVELLANOS","ESCULTURA","FIGURA DE NIÑO","ALVAREZ LAVIADA, MANUEL","FIGURAS","ESCAYOLA","88 X 50,5 X 45 CM."
"TORSO DE RODILLAS","MUSEO JOVELLANOS","ESCULTURA","TORSO DE RODILLAS","ALVAREZ LAVIADA, MANUEL","FIGURAS","ESCAYOLA","88 ,5 X 36 X 58 CM."
"SAGRADO CORAZON","MUSEO JOVELLANOS","ESCULTURA","SAGRADO CORAZON","ALVAREZ LAVIADA, MANUEL","RELIGIOSO","ESCAYOLA","54,5 X 17 X 11 CM."
"RETRATO DE FRANCO","MUSEO JOVELLANOS","ESCULTURA","RETRATO DE FRANCO","ALVAREZ LAVIADA, MANUEL","RETRATOS","ESCAYOLA","82 X 30 X 79 CM."
"CONGRESO NACIONAL DE INGENIERIA","MUSEO FERROCARRIL","LIBRO ANTIGUO","CONGRESO NACIONAL DE INGENIERIA","","","",""
"EL VAPOR, SU PRODUCCION Y SU EMPLEO","MUSEO FERROCARRIL","LIBRO ANTIGUO","EL VAPOR, SU PRODUCCION Y SU EMPLEO","","","",""
"Jefe de tribu africana","Museo del Pueblo de Asturias","CARETA","Jefe de tribu africana","","Objetos de ocio","Cartulina satinada","25,5 X 18,5"
"Hombre africano","Museo del Pueblo de Asturias","CARETA","Hombre africano","","Objetos de ocio","Cartulina satinada","25,5 X 19"
"Sancho Panza","Museo del Pueblo de Asturias","CARETA","Sancho Panza","","Objetos de ocio","Cartulina satinada","26 X 23,5"
"Don Quijote","Museo del Pueblo de Asturias","CARETA","Don Quijote","","Objetos de ocio","Cartulina satinada","17 X 19"
"Don Quijote","Museo del Pueblo de Asturias","CARETA","Don Quijote","","Objetos de ocio","Cartulina satinada","29,5 X 24"
"George Harrison (Beatle)","Museo del Pueblo de Asturias","CARETA","George Harrison (Beatle)","","Objetos de ocio","Cartulina satinada","24 X 21"
"Rey Visigodo","Museo del Pueblo de Asturias","CARETA","Rey Visigodo","","Objetos de ocio","Cartulina satinada","23 X 20"
"Reina","Museo del Pueblo de Asturias","CARETA","Reina","","Objetos de ocio","Cartulina satinada","26 X 22"
"Payaso","Museo del Pueblo de Asturias","CARETA","Payaso","","Objetos de ocio","Cartulina satinada","24 X 18"
"Payaso - Clown","Museo del Pueblo de Asturias","CARETA","Payaso - Clown","","Objetos de ocio","Cartulina satinada","26 X 18"
"Payaso -","Museo del Pueblo de Asturias","CARETA","Payaso -","","Objetos de ocio","Cartulina satinada","27 X 18,5"
"Payaso -","Museo del Pueblo de Asturias","CARETA","Payaso -","","Objetos de ocio","Cartulina satinada","24,5 X 20"
"Payaso -","Museo del Pueblo de Asturias","CARETA","Payaso -","","Objetos de ocio","Cartulina satinada","25 X 17"
"Payaso - Clown","Museo del Pueblo de Asturias","CARETA","Payaso - Clown","","Objetos de ocio","Cartulina satinada","27,5 X 18,5"
"Mayorette o Domadora","Museo del Pueblo de Asturias","CARETA","Mayorette o Domadora","","Objetos de ocio","Cartulina satinada","26,5 X 17"
"Mayorette o Domadora","Museo del Pueblo de Asturias","CARETA","Mayorette o Domadora","","Objetos de ocio","Cartulina satinada","26,5 X 14"
"Payaso","Museo del Pueblo de Asturias","CARETA","Payaso","","Objetos de ocio","Cartulina satinada","22,5 X 22,5"
"Payaso","Museo del Pueblo de Asturias","CARETA","Payaso","","Objetos de ocio","Cartulina satinada","21 X 18,5"
"Ratón Timothy de Walt Disney","Museo del Pueblo de Asturias","CARETA","Ratón Timothy de Walt Disney","","Objetos de ocio","Cartulina satinada","30 X 24,5"
"Pato Donald de Walt Disney","Museo del Pueblo de Asturias","CARETA","Pato Donald de Walt Disney","","Objetos de ocio","Cartulina satinada","25,5 X 22"
"Medalla inauguración Museo","Museo","Medalla conmemorativa","Medalla inauguración Museo","","","Bronce fundido",""
"S.I.N. 1","Museo","Tractor diesel","S.I.N. 1","VULCAN/CATERPILLAR","","",""
"Conejo Thumper de Walt Disney","Museo del Pueblo de Asturias","CARETA","Conejo Thumper de Walt Disney","","Objetos de ocio","Cartulina satinada","25,5 X 26"
"Cerdito Fildder de Walt Disney","Museo del Pueblo de Asturias","CARETA","Cerdito Fildder de Walt Disney","","Objetos de ocio","Cartulina satinada","27,5 X 26"
"Cerdito Fifer de Walt Disney","Museo del Pueblo de Asturias","CARETA","Cerdito Fifer de Walt Disney","","Objetos de ocio","Cartulina satinada","28 X 21"
"Ratón Mickey Mouse de Walt Disney","Museo del Pueblo de Asturias","CARETA","Ratón Mickey Mouse de Walt Disney","","Objetos de ocio","Cartulina satinada","26 X 25"
"Gallo mexicano Pachito de Walt Disney","Museo del Pueblo de Asturias","CARETA","Gallo mexicano Pachito de Walt Disney","","Objetos de ocio","Cartulina satinada","27 X 25"
"Casa y finca","Museo Casa Natal Jovellanos","Dibujo","Casa y finca","SUÁREZ, Antonio","","Tinta, aguada / papel","22 x 28 cm."
"Desnudo femenino","Museo Casa Natal Jovellanos","Dibujo","Desnudo femenino","SUÁREZ, Antonio","","Tinta, óleo / papel","30 x 23 cm."
"Dos hombres de pie","Museo Casa Natal Jovellanos","Dibujo","Dos hombres de pie","SUÁREZ, Antonio","","Tinta / papel","27 x 21 cm."
"Mario la Viña","Museo Casa Natal Jovellanos","Dibujo","Mario la Viña","SUÁREZ, Antonio","","Titna / papel","29 x 25 cm."
"Casa junto al Sena","Museo Casa Natal Jovellanos","Dibujo","Casa junto al Sena","SUÁREZ, Antonio","","Tinta, óleo / papel","23 x 16 cm."
"COLECCION LEGISLATIVA DE MINAS","MFA","COLECCION LEGISLATIVA DE MINAS","","VARIOS","LEGISLACION MINERA","",""
"PIEZAS VARIAS DE LOCOMOTORA","MFA","PIEZAS VARIAS DE LOCOMOTORA","","VARIOS","","",""
"SEÑALES PARA MAQUETA HISTORICA","MFA","SEÑALES PARA MAQUETA HISTORICA","","","","",""
"LOCOMOTORA PARA MAQUETA HISTORICA","MFA","LOCOMOTORA PARA MAQUETA HISTORICA","","","","",""
"COMPOSTOR DE BILLETES","MFA","COMPOSTOR DE BILLETES","","","","ENTERAMENTE METALICO",""
"RN SSA 614","MFA","VAGON DE VIAJEROS","RN SSA 614","CARDE ESCORIAZA","","",""
"ADELANTOS DE LA SIDERURGIA Y LOS TRANSPORTES MINEROS...","MFA","LIBRO ANTIGUO","ADELANTOS DE LA SIDERURGIA Y LOS TRANSPORTES MINEROS...","CLEMENCÍN Y BUITRAGO","TRANSPORTES MINEROS Y SIDERURGICOS","",""
"CONFERENCIAS SOBRE REVALORIZACION ..., Y RESEÑA DE LA EXPOSI","MFA","LIBROS ANTIGUOS","CONFERENCIAS SOBRE REVALORIZACION ..., Y RESEÑA DE LA EXPOSI","","","",""
"LOCOMOTORAS PARA MAQUETA HISTORICA","MFA","LOCOMOTORAS PARA MAQUETA HISTORICA","","","","",""
"TRATADO PRACTICO DEL SERVICIO...","MFA","LIBRO ANTIGUO","TRATADO PRACTICO DEL SERVICIO...","SCHILLINGS, ALBERTO","FERROCARRILES","",""
"VARIOS","MFA","POSTALES Y FOTOGRAFIAS ANTIGUAS","VARIOS","VARIOS","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"MAQUETA DE LLAGAR DE SOBIGAÑU","MPA","MAQUETA DE LLAGAR DE SOBIGAÑU","","JOSE MANUEL MARTÍNEZ LEGAZPI, SAN ESTEBÁN DE LAS DÓRIGAS","MAQUETAS/REPRODUCCIONES","MADERA DE PLÁGANO","48X90X44 CM."
"MAQUETA DE LLAGAR DE FUSO Y PESA","MPA","MAQUETA DE LLAGAR DE FUSO Y PESA","","JOSE MANUEL MARTÍNEZ LEGAZPI, SAN ESTEBÁN DE LAS DÓRIGAS","MAQUETAS/REPRODUCCIONES","MADERA DE PLÁGANO","39X72X43,5 CM."
"MAQUETA DE LLAGAR DE APRETÓN CON DOS FUSOS","MPA","MAQUETA DE LLAGAR DE APRETÓN CON DOS FUSOS","","JOSE MANUEL MARTÍNEZ LEGAZPI, SAN ESTEBÁN DE LAS DÓRIGAS","MAQUETAS/REPRODUCCIONES","MADERA DE PLÁGANO","33X51X40 CM."
"CENTRO ASTURIANO DE MADRID/LA FLOR DE LIS","MPA","CAJA DE CARAMELOS","CENTRO ASTURIANO DE MADRID/LA FLOR DE LIS","","OBJETOS DE RECUERDO/INSTITUCIONALES/COMERCIALES","CARTÓN, SEDA, MADERA Y TERCIOPELO","16X5,5X3 CM."
"PLATO Y TAZÓN","MPA","PLATO Y TAZÓN","","FÁBRICA DE PORCELANA LAVIADA S. A., GIJÓN","EQUIPAMIENTO DOMÉSTICO/ALIMENTACIÓN","HIERRO Y PORCELANA","PLATO: 2,5X20 TAZÓN: 6X11,5X14 CM."
""HA LLEGADO EL MOMENTO DE QUE FESTEJES [...]"","MPA/FD","PANFLETO",""HA LLEGADO EL MOMENTO DE QUE FESTEJES [...]"","","POLÍTICA/GUERRAS Y REVOLUCIONES","PAPEL","11X16,3 CM."
"PROGRAMAS DE ACTUACIONES","MPA/FD","PROGRAMAS DE ACTUACIONES","","","MÚSICA","PAPEL",""
"TAZÓN (BOL CON PIE REMACHADO)","MPA","TAZÓN (BOL CON PIE REMACHADO)","","FÁBRICA DE PORCELANA LAVIADA S. A. , GIJÓN","EQUIPAMIENTO DOMÉSTICO/COCINA","PORCELANA Y HIERRO","7,5X11,5 CM."
"TAZA CON ASA","MPA","TAZA CON ASA","","FÁBRICA DE PORCELANA LAVIADA S. A., GIJÓN","EQUIPAMIENTO DOMÉSTICO/COCINA","HIERRO Y PORCELANA","9,5X10,5 CM."
"FARMACIA DE EMILIO ÁLVAREZ DR. ESCOSURA","MPA","CAJA DE PRODUCTOS FARMACÉUTICOS","FARMACIA DE EMILIO ÁLVAREZ DR. ESCOSURA","","INDUSTRIA FARMACÉUTICA","CARTÓN, PAPEL","3,3X9,5 CM."
"QUESERA","MPA","QUESERA","","","EQUIPAMIENTO DOMÉSTICO/INDUSTRIA LÁCTEA","ZINC","17,5X16X12 CM."
"DENSÍMETRO LÁCTEO","MPA","DENSÍMETRO LÁCTEO","","","PESOS Y MEDIDAS/INDUSTRIA LÁCTEA","CRISTAL, PLOMO Y CARTÓN","23X3 ESTUCHE 20,5X2 DENSÍMETRO"
"SANTA CATARINA DE SENA","MPA","RELICARIO","SANTA CATARINA DE SENA","","RELIGIOSIDAD/OBJETOS DE DEVOCIÓN","PLATA, CRISTAL, PAPEL","5,5X4 CM."
"RELICARIO","MPA","RELICARIO","","","RELIGIOSIDAD/OBJETOS DE DEVOCIÓN","PLATA, PAPEL , CERA Y PIEDRAS","6X4 CM."
"EL HERALDO DE ASTURIAS","MPA/FD","PERIÓDICO","EL HERALDO DE ASTURIAS","","PERIÓDICOS/EMIGRACIÓN","PAPEL","38X28/ CM."
"BOLETÍN DE AVILÉS","MPA/FD","PERIÓDICO","BOLETÍN DE AVILÉS","","PERIÓDICOS","PAPEL","63,5X44 CM."
"LA VOZ DE AVILÉS","MPA/FD","PERIÓDICO","LA VOZ DE AVILÉS","","PERIÓDICOS","PAPEL","59X44 CM."
"LOTE DE MANUSCRITOS","MPA/FD","LOTE DE MANUSCRITOS","","GABINO MUÑIZ "MANÍN DE LA LLOSA"","LITERATURA/POESÍA","PAPEL",""
"LOTE DE DISCOS","MPA","LOTE DE DISCOS","","","MÚSICA","VINILO",""
"LOTE DE DISCOS","MPA","LOTE DE DISCOS","","","MÚSICA","PIZARRA Y VINILO",""
"LOTE DE DISCOS","MPA","LOTE DE DISCOS","","","MÚSICA","PIZARRA",""
"LOTE DE DISCOS","MPA","LOTE DE DISCOS","","","MÚSICA","PIZARRA Y VINILO",""
"VASO","MPA","VASO","","FÁBRICA DE VIDRIOS LA INDUSTRIA","EQUIPAMIENTO DOMÉSTICO/SERVICIO DE MESA","VIDRIO","9X5,5 CM."
"FARMACIA DUQUE DE ANTOLÍN PEÑA, GIJÓN","MPA","FRASCO DE FARMACIA","FARMACIA DUQUE DE ANTOLÍN PEÑA, GIJÓN","","MEDICINA/ENVASES","VIDRIO, PAPEL","10X3,5X2 CM."
"FARMACIA J. GRANDA, CORRIDA 47, GIJÓN","MPA","FRASCO DE FARMACIA","FARMACIA J. GRANDA, CORRIDA 47, GIJÓN","","MEDICINA/ENVASES","VIDRIO, PAPEL","14X5 CM."
"GINEBRA HOLANDESA AMBERES, ELABORADA POR AURELIO G. FIDALGO","MPA","BOTELLA DE GINEBRA","GINEBRA HOLANDESA AMBERES, ELABORADA POR AURELIO G. FIDALGO","","OBJETO INDUSTRIAL/BEBIDAS/LICORES","VIDRIO, PAPEL","30X7,5 CM."
"CAMA","ALMACEN","MUEBLE","CAMA","ANONIMO","","MADERA/TALLA,TARACEA Y PINTURA","153 X 111.5 CM"
"SILLA ESTILO ALFONSINO","ALMACEN","SILLA","SILLA ESTILO ALFONSINO","ANONIMO","","MADERA/TALLADO Y TAPIZADO","101 X 45,5 X 48 CM."
"SILLA ESTILO ALFONSINO","ALMACEN","SILLA","SILLA ESTILO ALFONSINO","ANONIMO","","MADERA/TALLADO Y TAPIZADO","101 X 45,5 X 48 CM."
"SILLA ESTILO ALFONSINO","ALMACEN","SILLA","SILLA ESTILO ALFONSINO","ANONIMO","","MADERA/TALLADO Y TAPIZADO","101 X 45,5 X 48 CM."
"SILLA ESTILO ALFONSINO","ALMACEN","SILLA","SILLA ESTILO ALFONSINO","ANONIMO","","MADERA/TALLADO Y TAPIZADO","101 X 45,5 X 48 CM."
"SILLA ESTILO ALFONSINO","ALMACEN","SILLA","SILLA ESTILO ALFONSINO","ANONIMO","","MADERA/TALLADO Y TAPIZADO","101 X 45,5 X 48 CM."
"SILLA ESTILO ALFONSINO","ALMACEN","SILLA","SILLA ESTILO ALFONSINO","ANONIMO","","MADERA/TALLADO Y TAPIZADO","101 X 45,5 X 48 CM."
"SILLON ESTILO ALFONSINO","ALMACEN","SILLON","SILLON ESTILO ALFONSINO","ANONIMO","","MADERA/TALLADO Y TAPIZADO","111 X 65,5 X 62 CM."
"SILLON ESTILO ALFONSINO","ALMACEN","SILLON","SILLON ESTILO ALFONSINO","ANONIMO","","MADERA/TALLADO Y TAPIZADO","111 X 65,5 X 62 CM."
"SOFA ESTILO ALFONSINO","ALMACEN","SOFA","SOFA ESTILO ALFONSINO","ANONIMO","","MADERA/TALLADO Y TAPIZADO","111 X 153 X 59 CM."
"Reloj lunar","MUSEO JOVELLANOS","PINTURA","Reloj lunar","Josefina Junco","","óleo sobre lienzo","90 x 110 cm."
"La Pluma","Museo Jovellanos","pintura","La Pluma","Mabel Alvarez Lavandera","","Tinta china  sobre papel","95,5 x 48,5 cm."
"Retrato de Rubio Camín","Museo Jovellanos","pintura","Retrato de Rubio Camín","Antonio Suárez","","Oleo sobre lienzo","31,1 x 27,6 cm."
"Jarra","Museo Jovelllanos","Monotipo","Jarra","Antonio Suárez","","óleo sobre papel","34,5 x 24,7 cm."
"Jarra y plancha","Museo Jovellanos","Monotipo","Jarra y plancha","Antonio Suárez","","óleo sobre papel","24,7 x 34,5 cm."
"Sin título","Museo Jovellanos","Dibujo ","Sin título","Antonio Suárez","","Óleo sobre papel","24,5 x 34,7 cm."
"Sin título","Museo Jovellanos","Dibujo ","Sin título","Antonio Suárez","","Lápiz sobre papel","15 x 21,6 cm."
"Enanito Dopey de Walt Disney","Museo del Pueblo de Asturias","CARETA","Enanito Dopey de Walt Disney","","Objetos de ocio","Cartulina satinada","26 X 25"
"Cerdito","Museo del Pueblo de Asturias","CARETA","Cerdito","","Objetos de ocio","Cartulina satinada","21 X 18"
"Cocinero","Museo del Pueblo de Asturias","CARETA","Cocinero","","Objetos de ocio","Cartulina satinada","30 X 23"
"Papa Noel. Santa Claus","Museo del Pueblo de Asturias","CARETA","Papa Noel. Santa Claus","","Objetos de ocio","Cartulina satinada","25,5 X 18"
"Niña","Museo del Pueblo de Asturias","CARETA","Niña","","Objetos de ocio","Cartulina satinada","24 X 18,5"
"Niño","Museo del Pueblo de Asturias","CARETA","Niño","","Objetos de ocio","Cartulina satinada","25 X 18"
"Hombre fumando","Museo del Pueblo de Asturias","CARETA","Hombre fumando","","Objetos de ocio","Cartulina satinada","25,5 X 18,5"
"Niña","Museo del Pueblo de Asturias","CARETA","Niña","","Objetos de ocio","Cartulina satinada","25 X 19"
"Niña","Museo del Pueblo de Asturias","CARETA","Niña","","Objetos de ocio","Cartulina satinada","23 X 20"
"Niña","Museo del Pueblo de Asturias","CARETA","Niña","","Objetos de ocio","Cartulina satinada","23 X 19"
"Mujer","Museo del Pueblo de Asturias","CARETA","Mujer","","Objetos de ocio","Cartulina satinada","28 X 21"
"Hombre tirolés","Museo del Pueblo de Asturias","CARETA","Hombre tirolés","","Objetos de ocio","Cartulina satinada","23 X 21,5"
"Mujer marinera","Museo del Pueblo de Asturias","CARETA","Mujer marinera","","Objetos de ocio","Cartulina satinada","24 X 18"
"Azafata","Museo del Pueblo de Asturias","CARETA","Azafata","","Objetos de ocio","Cartulina satinada","24 X 18"
"Cantinflas","Museo del Pueblo de Asturias","CARETA","Cantinflas","","Objetos de ocio","Cartulina satinada","23,5 X 20"
"Monstruo","Museo del Pueblo de Asturias","CARETA","Monstruo","","Objetos de ocio","Cartulina satinada","23 X 19"
"Demonio","Museo del Pueblo de Asturias","CARETA","Demonio","","Objetos de ocio","Cartulina satinada","25 X 18"
"Piloto de fórmula 1","Museo del Pueblo de Asturias","CARETA","Piloto de fórmula 1","","Objetos de ocio","Cartulina satinada","24,5 X 18,5"
"Superman (actor Steven Reeve?)","Museo del Pueblo de Asturias","CARETA","Superman (actor Steven Reeve?)","","Objetos de ocio","Cartulina satinada","22,5 X 17"
"Vaquero","Museo del Pueblo de Asturias","CARETA","Vaquero","","Objetos de ocio","Cartulina satinada","25 X 22"
"Pirata","Museo del Pueblo de Asturias","CARETA","Pirata","","Objetos de ocio","Cartulina satinada","22 X 22"
"Bruja","Museo del Pueblo de Asturias","CARETA","Bruja","","Objetos de ocio","Cartulina satinada","23 X 17,5"
"Bruja","Museo del Pueblo de Asturias","CARETA","Bruja","","Objetos de ocio","Cartulina satinada","24 X 17"
"Hada madrina","Museo del Pueblo de Asturias","CARETA","Hada madrina","","Objetos de ocio","Cartulina satinada","27,5 X 16"
"Mazinger Z","Museo del Pueblo de Asturias","CARETA","Mazinger Z","","Objetos de ocio","Cartulina satinada","26 X 20"
"Pirata","Museo del Pueblo de Asturias","CARETA","Pirata","","Objetos de ocio","Cartulina satinada","24 X 19"
"Rey","Museo del Pueblo de Asturias","CARETA","Rey","","Objetos de ocio","Cartulina satinada","21 X 19"
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Piedra litográfica dibujada","Almacén C/Honesto Batalón","Piedra litográfica","Piedra litográfica dibujada","Litografía Viña","","",""
"Prensa litográfica manual chn. Mansfield","Almacén C/Honesto Batalón","Prensa Litográfica manual","Prensa litográfica manual chn. Mansfield","Leipzig-Reudnitz, nº 14265 ª","","",""
"FARMACIA Y LABORATORIO DR. DONAPETRY, OVIEDO","MPA","BOTELLA DE FARMACIA","FARMACIA Y LABORATORIO DR. DONAPETRY, OVIEDO","FÁBRICA DE VIDRIOS GIJÓN FABRIL, GIJÓN","MEDICINA/ENVASES; OBJETO INDUSTRIAL/BEBIDAS/AGUA","VIDRIO Y PAPEL","31,5X8,5 CM."
"GAXAPO, CACHAPO","MPA","GAXAPO, CACHAPO","","","HERRAMIENTAS Y EQUIPO/AGRICULTURA","ASTA Y HIERRO","22,5X8,5X7 CM."
"GAXAPU/CACHAPO","MPA","GAXAPU/CACHAPO","","","H Y E/AGRICULTURA","ASTA, HIERRO Y MADERA","20,5X8X8 CM,"
"CUCHARÓN","MPA","CUCHARÓN","","","EQUIPAMIENTO DOMÉSTICO/COCINA","MADERA","33,5X6,5X2 CM."
"PALA DE TEITAR","MPA","PALA DE TEITAR","","","H Y E/OFICIOS/TEITADOR","MADERA","65X9X4 CM."
"GALOCHAS","MPA","GALOCHAS","","","USO PERSONAL/INDUMENTARIA","MADERA",""
"PALA PARA COGER HARINA","MPA","PALA PARA COGER HARINA","","","EQUIPAMIENTO DOMÉSTICO/PAN","MADERA DE CASTAÑO","41,5X14,5X8 CM."
"PALA DE COGER HARINA","MPA","PALA DE COGER HARINA","","","EQUIPAMIENTO DOMÉSTICO/PAN","MADERA DE CASTAÑO","37X11X4 CM."
"ESTUCHE DE FUSIL DE LOS "SOMATENES"","MPA","ESTUCHE DE FUSIL DE LOS "SOMATENES"","","","ARMAS DE FUEGO/COMPLEMENTOS","MADERA, CUERO","60X18X9CM."
