url,identificador,locale,fecha-actualizacion,nombre,logo-path,fecha-de-alta,actividad,web,correo-electronico-contacto,direccion,barrio,telefono,fax-o-telefono-2,categoria,ambito,tipo-de-entidad,correo-electronico
"http://distritos.gijon.es/asociacions/show/8004-pena-bolistica-quintin","8004","es","2017-10-30 16:00:30 +0100","PEÑA BOLISTICA QUINTIN","","2003-01-20","","","","CALLE COLISEO,   12","Jove/Xove","985095126","695627059","DEPORTIVA","Municipal","Entidad sin animo de lucro","yoelin_4444@hotmail.com"
"http://distritos.gijon.es/asociacions/show/8003-asociacion-xunta-cultural-astur-danzaina","8003","es","2017-10-30 16:00:24 +0100","ASOCIACION XUNTA CULTURAL ASTUR DANZAINA","","2000-05-23","","","","CALLE MAGNUS BLIKSTAD,   54 11 C","Laviada","985357580","985357580","CULTURAL","Autonomica","Entidad sin animo de lucro","danzaina@yahoo.es"
"http://distritos.gijon.es/asociacions/show/8002-asociacion-cooperacion-social-asturias-para-la-ayuda-y-desar","8002","es","2017-10-30 16:00:23 +0100","ASOCIACION COOPERACION SOCIAL ASTURIAS PARA LA AYUDA Y DESAR","","1998-11-13","","","","CALLE ENRIQUE MARTINEZ,   15 03 F","L' Arena","985331580","","SOCIAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8001-asociacion-de-voluntarios-aux-de-emergencia-y-medio-ambiente","8001","es","2017-10-30 16:00:36 +0100","ASOCIACION DE VOLUNTARIOS AUX.DE EMERGENCIA Y MEDIO AMBIENTE","","1998-06-15","","","","CALLE LUIS ADARO RUIZ-FALCO, 9999 BAJOS MOLINON-OF.PROTECCI","El Bibio","985181695","985336725","SOCIAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/8000-g-a-s-e-g-grupo-de-actividades-subacuaticas-ensidesa-gijon","8000","es","2017-10-30 16:00:26 +0100","G.A.S.E.G. GRUPO DE ACTIVIDADES SUBACUATICAS ENSIDESA-GIJON","","1996-02-02","","","","LUGAR TACONES (SAN ANDRES), 9999 APARTADO CORREOS 4044","San Andres de los Tacones","985976407","985976407","DEPORTIVA","Municipal","Entidad sin animo de lucro","info@gaseg.es"
"http://distritos.gijon.es/asociacions/show/7999-club-deportivo-elemental-motoclub-el-invertido","7999","es","2017-10-30 16:00:44 +0100","CLUB DEPORTIVO ELEMENTAL MOTOCLUB EL INVERTIDO","","2002-03-15","","","","CALLE PINTOR MANUEL MEDINA,    2 BA","Contrueces","610841238","","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7998-confeder-personas-discapacidad-fisica-y-organica-cocemfe","7998","es","2017-10-30 16:00:30 +0100","CONFEDER. PERSONAS DISCAPACIDAD FISICA Y ORGANICA - COCEMFE","","1999-08-02","","","","CALLE DOCTOR AVELINO GONZALEZ,    5 BA","Perchera/La Braña","985396855","F 985990756","SOCIAL","Autonomica","Entidad sin animo de lucro","federacion@cocemfeasturias.es"
"http://distritos.gijon.es/asociacions/show/7997-asociacion-antiguos-alumnos-colegio-los-campos","7997","es","2017-10-30 16:00:42 +0100","ASOCIACION ANTIGUOS ALUMNOS COLEGIO LOS CAMPOS","","1999-03-23","","","","CALLE ENRIQUE MARTINEZ,   24","Centro","985373314","","EDUCATIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7996-picu-rabicu","7996","es","2017-10-30 16:00:31 +0100","PICU RABICU","","1999-02-12","","","","CALLE JOAQUIN ALONSO BONET,    6 BA","Centro","","","SOCIAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7995-asociacion-para-la-promocion-del-turismo-adaptado-asturiano","7995","es","2017-10-30 16:00:37 +0100","ASOCIACION PARA LA PROMOCION DEL TURISMO ADAPTADO ASTURIANO","","2004-09-15","","","","CALLE EZCURDIA,   40 14 C","Centro","985176701","673898090","SOCIAL","Municipal","Entidad sin animo de lucro","aptaa@asturiasadaptada.org"
"http://distritos.gijon.es/asociacions/show/7994-club-deportivo-cid-jovellanos","7994","es","2017-10-30 16:00:30 +0100","CLUB DEPORTIVO CID JOVELLANOS","","2004-09-02","","","","CALLE VALENCIA,    8 Esc 01 BA IZ","Pumarin","985163857","985163857","DEPORTIVA","Municipal","Entidad sin animo de lucro","cidjovellanos@gmail.com"
"http://distritos.gijon.es/asociacions/show/7993-asociacion-de-jubilados-y-pensionistas-puerto-de-somiedo","7993","es","2017-10-30 16:00:28 +0100","ASOCIACION DE JUBILADOS Y PENSIONISTAS PUERTO DE SOMIEDO","","1998-08-28","","","","CALLE PUERTO DE SOMIEDO,   16 BA","El Poligono","985143824","985143824","SOCIAL","Municipal","Entidad sin animo de lucro","cpvsecretaria@yahoo.es"
"http://distritos.gijon.es/asociacions/show/7992-asociacion-cultural-linguistica-exeter","7992","es","2017-10-30 16:00:38 +0100","ASOCIACION CULTURAL LINGUISTICA EXETER","","2002-12-17","","","","CALLE URIA,   15 01 A","Centro","985330070","","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7990-asociacion-promocion-y-desarrollo-proyde","7990","es","2017-10-30 16:00:24 +0100","ASOCIACION PROMOCION Y DESARROLLO PROYDE","","2002-12-10","","","","CALLE CAMIN DE LA FONTICA (LA SALLE),    7 BA COLEGIO SAN EUTIQUIO","Cimavilla","985353260","F  9850350371","SOCIAL","Municipal","Entidad sin animo de lucro","asturias@proyde.org/ gijon@proyde.org"
"http://distritos.gijon.es/asociacions/show/7989-asociacion-cultural-unidos-por-el-arte","7989","es","2017-10-30 16:00:23 +0100","ASOCIACION CULTURAL UNIDOS POR EL ARTE","","2002-03-15","","","","CALLE EMILIO TUYA,   45 13 D","L' Arena","695881108","","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7988-club-deportivo-esquilu","7988","es","2017-10-30 16:00:22 +0100","CLUB DEPORTIVO ESQUILU","","2001-06-18","","","","CALLE ALAVA,    1 BAR CANGAS","Pumarin","985387692","","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7987-asociacion-de-maxibaloncesto-de-asturias","7987","es","2017-10-30 16:00:30 +0100","ASOCIACION DE MAXIBALONCESTO DE ASTURIAS","","2002-03-11","","","","CALLE GRAN CAPITAN,   27 03 DE","La Calzada","","","DEPORTIVA","Municipal","Entidad sin animo de lucro","maxibasket@terra.com"
"http://distritos.gijon.es/asociacions/show/7986-club-deportivo-salud-mental","7986","es","2017-10-30 16:00:27 +0100","CLUB DEPORTIVO SALUD MENTAL","","2002-03-11","","","","CALLE GENERAL SUAREZ VALDES, 9999","El Coto","985366433","","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7985-squasturias","7985","es","2017-10-30 16:00:21 +0100","SQUASTURIAS","","2002-03-08","","","","CALLE SEVERO OCHOA,   11 02 IZ","El Llano","985154972","","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7984-club-deportivo-stroke","7984","es","2017-10-30 16:00:29 +0100","CLUB DEPORTIVO STROKE","","1996-08-08","","","","CALLE RIO EO,   39 BA IZ","Pumarin","637972337","660897180","DEPORTIVA","Municipal","Entidad sin animo de lucro","clubdeportivostroke@gmail.com"
"http://distritos.gijon.es/asociacions/show/7983-amatoria-asociacion-asturiana-para-la-educacion-sexual","7983","es","2017-10-30 16:00:35 +0100","AMATORIA ASOCIACION ASTURIANA PARA LA EDUCACION SEXUAL","","2000-03-13","","","","CALLE MARIA ELVIRA MUÑIZ,    1 02 H","Montevil","985090808","647520854","ECONOMICA/PROFESIONAL","Municipal","Entidad sin animo de lucro","astursexeducacion@gmail.com"
"http://distritos.gijon.es/asociacions/show/7982-grupo-ciclista-el-pedalin","7982","es","2017-10-30 16:00:38 +0100","GRUPO CICLISTA EL PEDALIN","","2000-09-07","","","","AVDA RUFO G RENDUELES,    1 BA CAFETERIA MEXICO LINDO","Centro","985155495","","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7981-asociacion-musical-coro-melsos","7981","es","2017-10-30 16:00:28 +0100","ASOCIACION MUSICAL CORO MELSOS","","2002-02-28","","","","LUGAR CABUEÑES (CEFONTES), 9999 FINCA "LA SONATA"","Cabueñes","","","CULTURAL","Municipal","Entidad sin animo de lucro","coro@melsos.com"
"http://distritos.gijon.es/asociacions/show/7980-asoc-familiares-y-personas-con-enferm-mental-asturias-afesa","7980","es","2017-10-30 16:00:27 +0100","ASOC FAMILIARES Y PERSONAS CON ENFERM MENTAL ASTURIAS, AFESA","","1993-10-19","","","","CALLE EXTREMADURA,   10","Pumarin","985398240","984291907","SOCIAL","Municipal","Entidad sin animo de lucro","administraciongijon@afesasturias"
"http://distritos.gijon.es/asociacions/show/7979-federacion-de-voleibol-del-principado-de-asturias","7979","es","2017-10-30 16:00:37 +0100","FEDERACION DE VOLEIBOL DEL PRINCIPADO DE ASTURIAS","","1996-02-14","","","","CALLE DINDURRA,   20 01","Centro","985369933","985364460","DEPORTIVA","Municipal","Entidad sin animo de lucro","voleyasturias@telecable.es"
"http://distritos.gijon.es/asociacions/show/7978-asociacion-de-profesionales-de-la-danza-de-asturias","7978","es","2017-10-30 16:00:27 +0100","ASOCIACION DE PROFESIONALES DE LA DANZA DE ASTURIAS","","2004-08-25","","","","CALLE PACHIN DE MELAS,   40 BA","El Natahoyo","","","ECONOMICA/PROFESIONAL","Municipal","Entidad sin animo de lucro","profesionaldanzadeasturias@gmail.com"
"http://distritos.gijon.es/asociacions/show/7977-asociacion-deportiva-zig-zag","7977","es","2017-10-30 16:00:39 +0100","ASOCIACION DEPORTIVA ZIG ZAG","","2004-08-24","","","","CALLE DOLORES,   38 03 H","El Llano","617274567","","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7976-club-ritmica-milany","7976","es","2017-10-30 16:00:35 +0100","CLUB RITMICA MILANY","","2004-08-24","","","","CALLE PUERTO DE CERREDO,    1 01 A","El Poligono","985147036","677767929","DEPORTIVA","Municipal","Entidad sin animo de lucro","crmilany@hotmail.com"
"http://distritos.gijon.es/asociacions/show/7975-club-deportivo-trebol-sub-club-de-actividades-subacuaticas","7975","es","2017-10-30 16:00:26 +0100","CLUB DEPORTIVO TREBOL SUB, CLUB DE ACTIVIDADES SUBACUATICAS","","1998-06-01","","","","CALLE PUERTO RICO,   34 BA","La Calzada","639379043","","DEPORTIVA","Municipal","Entidad sin animo de lucro","trebolsubgijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/7974-escuderia-el-sueve","7974","es","2017-10-30 16:00:29 +0100","ESCUDERIA EL SUEVE","","1996-03-05","","","","CALLE SAN JOSE,   69 06 C","El Llano","630040935","985267495","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7973-alarde","7973","es","2017-10-30 16:00:26 +0100","ALARDE","","1995-11-17","","","","CALLE MARIA ZAMBRANO,    9 BA","La Calzada","985321256","684623699","CULTURAL","Municipal","Entidad sin animo de lucro","asalarde@gmail.com"
"http://distritos.gijon.es/asociacions/show/7971-adeapa-asociacion-de-espondiliticos-asturianos-y-otras-espon","7971","es","2017-10-30 16:00:33 +0100","ADEAPA-ASOCIACION DE ESPONDILITICOS ASTURIANOS Y OTRAS ESPON","","1995-01-16","","","","CALLE ELECTRA,    1 02 L","Centro","985238755","678390318","VARIAS","Autonomica","Entidad sin animo de lucro","info@adeapa.com"
"http://distritos.gijon.es/asociacions/show/7970-club-deportivo-antonio-rico","7970","es","2017-10-30 16:00:38 +0100","CLUB DEPORTIVO ANTONIO RICO","","1993-04-23","","","","CALLE BELMONTE DE MIRANDA,    4 EN DE","Centro","647705137","","DEPORTIVA","Municipal","Entidad sin animo de lucro","rcurto@gmail.com"
"http://distritos.gijon.es/asociacions/show/7969-asociacion-de-padres-y-amigos-deficientes-auditivos-asturias","7969","es","2017-10-30 16:00:40 +0100","ASOCIACION DE PADRES Y AMIGOS DEFICIENTES AUDITIVOS ASTURIAS","","2002-10-25","","","","AVDA HERMANOS FELGUEROSO,   76 HOTEL ASOC. SOCIO-SANITAR","El Coto","985228861","985228861","SOCIAL","Municipal","Entidad sin animo de lucro","apada@apada.es; apada.asturias@terra.com"
"http://distritos.gijon.es/asociacions/show/7968-pena-gijonesa-del-gomeru","7968","es","2017-10-30 16:00:43 +0100","PEÑA GIJONESA DEL GOMERU","","1997-03-11","","","","CALLE ERIA DE VALLES, 9999 CASA LA PAMPA-ROCES","Roces","616289463","","DEPORTIVA","Municipal","Entidad sin animo de lucro","tino_gomerugijones@hotmail.com"
"http://distritos.gijon.es/asociacions/show/7967-grupo-de-montana-san-nicolas","7967","es","2017-10-30 16:00:34 +0100","GRUPO DE MONTAÑA SAN NICOLAS","","2000-07-20","","","","CALLE AVELINO GONZALEZ MALLADA,   25","El Coto","699536439","","DEPORTIVA","Municipal","Entidad sin animo de lucro","sannicogrup@yahoo.es"
"http://distritos.gijon.es/asociacions/show/7966-asetra-asoc-prof-empresarios-transporte","7966","es","2017-10-30 16:00:35 +0100","ASETRA-ASOC.PROF.EMPRESARIOS TRANSPORTE","","1999-12-16","","","","CALLE TEODORO CUESTA,    1 BA","Laviada","985175052","F 985175094","ECONOMICA/PROFESIONAL","Municipal","Entidad sin animo de lucro","asetra@asetra.es"
"http://distritos.gijon.es/asociacions/show/7964-sociedad-asturiana-de-filosofia","7964","es","2017-10-30 16:00:25 +0100","SOCIEDAD ASTURIANA DE FILOSOFIA","","2002-02-27","","","","CALLE PUERTO VEGARADA, 9999 INSTITUTO ROSARIO ACUÑA","El Poligono","985381552","985385225","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7963-asociacion-espanola-contra-el-cancer","7963","es","2017-10-30 16:00:33 +0100","ASOCIACION ESPAÑOLA CONTRA EL CANCER","","2002-02-27","","","","CALLE PALACIO VALDES,    7 04 IZ","Centro","985356256","985356256","VARIAS","Municipal","Entidad sin animo de lucro","gijon@aecc.es"
"http://distritos.gijon.es/asociacions/show/7962-asociacion-juvenil-gijon-de-bares","7962","es","2017-10-30 16:00:29 +0100","ASOCIACION JUVENIL GIJON DE BARES","","2002-02-27","","","","CALLE AZCARRAGA,   22 04 A","El Llano","696353595","","JUVENIL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7961-asociacion-de-madres-y-padres-de-alumnos-c-p-montevil","7961","es","2017-10-30 16:00:37 +0100","ASOCIACION DE MADRES Y PADRES DE ALUMNOS C.P. MONTEVIL","","1991-04-02","","","","CALLE RIO EO,   48","Pumarin","985145630","646083868","EDUCATIVA","Municipal","Entidad sin animo de lucro","ampacpmontevil@outlook.es"
"http://distritos.gijon.es/asociacions/show/7960-noega-asociacion-de-modelismo-y-wargame-de-asturias","7960","es","2017-10-30 16:00:37 +0100","NOEGA, ASOCIACION DE MODELISMO Y WARGAME DE ASTURIAS","","1998-04-17","","","","AVDA COSTA,   51 02","Centro","985372246","","DEPORTIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7959-asociacion-cultural-y-festejos-san-juan-bautista-la-pedrera","7959","es","2017-10-30 16:00:34 +0100","ASOCIACION CULTURAL Y FESTEJOS SAN JUAN BAUTISTA LA PEDRERA","","1996-09-10","","","","PQUIA PEDRERA (LA), 9999 CASA OLIVA-BARRO IGLESIA","La Pedrera","985168953","","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7958-asociacion-cultural-recreativa-de-mujeres-penerina-vega","7958","es","2017-10-30 16:00:44 +0100","ASOCIACION CULTURAL RECREATIVA DE MUJERES PEÑERINA VEGA","","2002-02-25","","","","CAMIN LEORIO, DE, 2370","Samartin de Guerces","985137553","686566521","CULTURAL","Municipal","Entidad sin animo de lucro","esthermaestre@yahoo.es"
"http://distritos.gijon.es/asociacions/show/7957-comite-de-solidaridad-con-la-causa-arabe-de-gijon","7957","es","2017-10-30 16:00:25 +0100","COMITE DE SOLIDARIDAD CON LA CAUSA ARABE DE GIJON","","2002-07-11","","","","AVDA MANUEL LLANEZA,   66 BA","Centro","985155072","985990739","SOCIAL","Municipal","Entidad sin animo de lucro","csca-asturias@terra.es"
"http://distritos.gijon.es/asociacions/show/7955-coral-polifonica-gijonesa-anselmo-solar","7955","es","2017-10-30 16:00:21 +0100","CORAL POLIFONICA GIJONESA ANSELMO SOLAR","","1994-01-25","","","","CALLE SAN BERNARDO,   59 01 D","Centro","985359669","985353887","CULTURAL","Municipal","Entidad sin animo de lucro","polifonicagijonesa@gmail.com"
"http://distritos.gijon.es/asociacions/show/7954-uso-departamento-de-la-mujer","7954","es","2017-10-30 16:00:24 +0100","USO DEPARTAMENTO DE LA MUJER","","1991-06-07","","","","CALLE LASTRES,    2","Laviada","985354848","985354849","MUJER","Municipal","Entidad sin animo de lucro","ucgijon@usoasturias.com"
"http://distritos.gijon.es/asociacions/show/7953-asociacion-de-vecinos-san-jorge-de-santurio","7953","es","2017-10-30 16:00:42 +0100","ASOCIACION DE VECINOS SAN JORGE DE SANTURIO","","1991-05-22","","","","CAMIN IGLESIA, DE LA (SANTURIO),  556","Santurio","619058555","","CIVICA","Municipal","Entidad sin animo de lucro","avvsanturio@yahoo.es"
"http://distritos.gijon.es/asociacions/show/7952-club-de-entidad-no-deportiva-i-e-s-numero-1-de-gijon","7952","es","2017-10-30 16:00:24 +0100","CLUB DE ENTIDAD NO DEPORTIVA I.E.S. NUMERO 1 DE GIJON","","2004-07-09","","","","CALLE PUERTO VEGARADA, 9999","El Poligono","985383188","985146366","DEPORTIVA","Municipal","Entidad sin animo de lucro","intercambios.ies1.com"
"http://distritos.gijon.es/asociacions/show/7951-asociacion-para-la-investigacion-y-el-desarrollo-del-e-learn","7951","es","2017-10-30 16:00:27 +0100","ASOCIACION PARA LA INVESTIGACION Y EL DESARROLLO DEL E-LEARN","","2004-07-05","","","","CTRA AS-19 (GIJON-AVILES),   18 BA","Veriña","985320478","","ECONOMICA/PROFESIONAL","Municipal","Entidad sin animo de lucro","info@dicampus.com"
"http://distritos.gijon.es/asociacions/show/7950-asociacion-de-vecinos-san-emiliano-de-vega","7950","es","2017-10-30 16:00:45 +0100","ASOCIACION DE VECINOS SAN EMILIANO DE VEGA","","2004-07-05","","","","CAMIN CURA, DEL (VEGA),   51","Vega","660329995","629088020","CIVICA","Municipal","Entidad sin animo de lucro","sanemilianovega@gmail.com"
"http://distritos.gijon.es/asociacions/show/7949-coral-pensionistas-san-jose-gijon","7949","es","2017-10-30 16:00:39 +0100","CORAL PENSIONISTAS SAN JOSE GIJON","","2002-10-18","","","","CALLE INSTITUTO,   12","Centro","985359398","","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7948-asociacion-coral-de-mujeres-rosario-acuna","7948","es","2017-10-30 16:00:41 +0100","ASOCIACION CORAL DE MUJERES ROSARIO ACUÑA","","2002-10-17","","","","CALLE ATENEO OBRERO DE LA CALZADA,    1","La Calzada","687554066","","CULTURAL","Municipal","Entidad sin animo de lucro","acmrosariodeacuna@gmail.com"
"http://distritos.gijon.es/asociacions/show/7947-asociacion-compatriotas","7947","es","2017-10-30 16:00:28 +0100","ASOCIACION COMPATRIOTAS","","2002-10-15","","","","CALLE GENERAL SAN MARTIN,    2 01 C","La Calzada","669653414","","SOCIAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7946-asociacion-de-madres-y-padres-alumnos-c-p-tremanes","7946","es","2017-10-30 16:00:39 +0100","ASOCIACION DE MADRES Y PADRES ALUMNOS C.P. TREMAÑES","","2002-10-15","","","","CALLE BAZAN, 9999","Tremañes","985301781","646295669","EDUCATIVA","Municipal","Entidad sin animo de lucro","ampatremanes2012@hotmail.com"
"http://distritos.gijon.es/asociacions/show/7945-asociacion-de-vecinos-de-bareza-la-lloreda","7945","es","2017-10-30 16:00:27 +0100","ASOCIACION DE VECINOS DE BAREZA - LA LLOREDA","","2002-10-15","","","","CAMIN PORREZA, DE (TREMAÑES),  147","Tremañes","616386644","","CIVICA","Municipal","Entidad sin animo de lucro","aguirrelloreda@hotmail.com"
"http://distritos.gijon.es/asociacions/show/7943-club-baloncesto-pumarin","7943","es","2017-10-30 16:00:29 +0100","CLUB BALONCESTO PUMARIN","","1999-07-19","","","","CALLE PANADES,    2 03 D","El Llano","984297998","667392513","DEPORTIVA","Municipal","Entidad sin animo de lucro","cbpumarin@hotmail.com"
"http://distritos.gijon.es/asociacions/show/7942-asociacion-de-padres-de-alumnos-c-p-rio-piles","7942","es","2017-10-30 16:00:38 +0100","ASOCIACION DE PADRES DE ALUMNOS C.P. RIO PILES","","2010-05-07","","","","PASEO DOCTOR FLEMING DEL, 1109","Somio","985332099","985131103","EDUCATIVA","Municipal","Entidad sin animo de lucro","ampacpriopiles@gmail.com"
"http://distritos.gijon.es/asociacions/show/7941-asociacion-de-madres-y-padres-alumnos-c-p-g-m-jovellanos","7941","es","2017-10-30 16:00:31 +0100","ASOCIACION DE MADRES Y PADRES ALUMNOS C.P. G. M. JOVELLANOS","","2009-03-16","","","","CALLE MERCED LA,   38","Centro","984190095","985342187","EDUCATIVA","Municipal","Entidad sin animo de lucro","ampacpjovellanos@gmail.com"
"http://distritos.gijon.es/asociacions/show/7940-uso-union-sindical-obrera","7940","es","2017-10-30 16:00:24 +0100","USO-UNION SINDICAL OBRERA","","2000-06-05","","","","CALLE LASTRES,    2 Esc 01 ENT 03","Laviada","985354848","985354849","ECONOMICA/PROFESIONAL","Municipal","Entidad sin animo de lucro","organizacion@usoasturias.com"
"http://distritos.gijon.es/asociacions/show/7939-asociacion-cultural-mercado-ecologico-y-artesano","7939","es","2017-10-30 16:00:31 +0100","ASOCIACION CULTURAL MERCADO ECOLOGICO Y ARTESANO","","2004-06-09","","","","CALLE JOAQUIN ALONSO BONET,    6 BA","Centro","628200520","","CULTURAL","Municipal","Entidad sin animo de lucro","info@ecologicoartesano.com"
"http://distritos.gijon.es/asociacions/show/7938-arbolar-asoc-centro-residencial-y-apoyo-a-la-integracion","7938","es","2017-10-30 16:00:33 +0100","ARBOLAR ASOC CENTRO RESIDENCIAL Y APOYO A LA INTEGRACION","","2003-09-03","","","","AVDA GALICIA,   62 BA","El Natahoyo","985326949","985334714","SOCIAL","Municipal","Entidad sin animo de lucro","asociacionarbolar@gmail.com"
"http://distritos.gijon.es/asociacions/show/7937-club-deportivo-ferrero-sport","7937","es","2017-10-30 16:00:25 +0100","CLUB DEPORTIVO FERRERO SPORT","","2001-01-22","","","","CALLE EULALIA ALVAREZ,   29","El Llano","985152611","","DEPORTIVA","Municipal","Entidad sin animo de lucro","ferrero-sport@navegalia.com"
"http://distritos.gijon.es/asociacions/show/7936-asociacion-cultural-y-deportiva-taxi-cero","7936","es","2017-10-30 16:00:29 +0100","ASOCIACION CULTURAL Y DEPORTIVA TAXI CERO","","2000-06-28","","","","CALLE ANTOLIN DE LA FUENTE CLA,    4 BA","Contrueces","985141111","","CULTURAL","Municipal","Entidad sin animo de lucro","asoc_taxi0@telefonica.net"
"http://distritos.gijon.es/asociacions/show/7935-asociacion-ampa-de-la-escuela-infantil-gloria-fuertes","7935","es","2017-10-30 16:00:27 +0100","ASOCIACION AMPA DE LA ESCUELA INFANTIL GLORIA FUERTES","","2005-06-21","","","","CALLE RIO DE ORO,   35","El Llano","985141249","985141249","EDUCATIVA","Municipal","Entidad sin animo de lucro","ampa.gloriafuertes@yahoo.es"
"http://distritos.gijon.es/asociacions/show/7934-asociacion-de-padres-de-alumnos-colegio-especial-castiello","7934","es","2017-10-30 16:00:26 +0100","ASOCIACION DE PADRES DE ALUMNOS COLEGIO ESPECIAL CASTIELLO","","2003-06-05","","","","CAMIN ERIA, DE LA (BERNUECES),  699","Castiello Bernueces","664585858","","EDUCATIVA","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7933-asociacion-ampa-del-ies-calderon-de-la-barca","7933","es","2017-10-30 16:00:33 +0100","ASOCIACION AMPA DEL IES CALDERON DE LA BARCA","","2005-06-21","","","","CALLE CALDERON DE LA BARCA, 9999 CENT.COM.EL COTO LOCAL 27","El Coto","646394891","","EDUCATIVA","Municipal","Entidad sin animo de lucro","ampacalderongijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/7932-sociedad-de-festejos-de-cabuenes","7932","es","2017-10-30 16:00:42 +0100","SOCIEDAD DE FESTEJOS DE CABUEÑES","","1996-04-16","","","","CTRA SOMIO, DE, 4919","Cabueñes","985133546","985133546","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7931-c-d-cosa-nuesa","7931","es","2017-10-30 16:00:24 +0100","C.D. COSA NUESA","","2004-05-27","","","","CALLE ALVARO DE ALBORNOZ,   25 Esc DE 05 B","Laviada","985674579","985683193","DEPORTIVA","Municipal","Entidad sin animo de lucro","cdcosanuesa@cdcosanuesa.com"
"http://distritos.gijon.es/asociacions/show/7930-comision-de-fiestas-de-baldornon","7930","es","2017-10-30 16:00:31 +0100","COMISION DE FIESTAS DE BALDORNON","","2004-05-27","","","","LUGAR BALDORNON (SANTA EULALIA),      BAR RUBIERA","Valdornon","658765588","","CULTURAL","Municipal","Entidad sin animo de lucro",""
"http://distritos.gijon.es/asociacions/show/7929-asociacion-de-zooterapia-el-estribo-magico","7929","es","2017-10-30 16:00:32 +0100","ASOCIACION DE ZOOTERAPIA EL ESTRIBO MAGICO","","2004-05-27","","","","CALLE MARQUES DE SAN ESTEBAN,   37 06 IZ","Centro","630088886","","VARIAS","Municipal","Entidad sin animo de lucro","chaxeiru@yahoo.es"
"http://distritos.gijon.es/asociacions/show/7928-club-deportivo-basico-fomento-y-desarrollo-del-baloncesto","7928","es","2017-10-30 16:00:30 +0100","CLUB DEPORTIVO BASICO FOMENTO Y DESARROLLO DEL BALONCESTO","","2000-05-23","","","","CALLE PERIODISTA ADEFLOR,    3 02 A","Centro","654410413","","DEPORTIVA","Autonomica","Entidad sin animo de lucro","fodebagijon@gmail.com"
"http://distritos.gijon.es/asociacions/show/7927-asociacion-de-fiestas-de-porceyo","7927","es","2017-10-30 16:00:45 +0100","ASOCIACION DE FIESTAS DE PORCEYO","","1993-06-04","","","","CAMIN IGLESIA, DE LA (PORCEYO),  228","Porceyo","53553463X","635012159","CULTURAL","Municipal","Entidad sin animo de lucro","fiestasdeporceyo@gmail.com"
"http://distritos.gijon.es/asociacions/show/7926-grupo-de-pesca-xixon-rio-mar","7926","es","2017-10-30 16:00:28 +0100","GRUPO DE PESCA XIXON RIO MAR","","2004-05-06","","","","CTRA CARBONERA,    2 BA","El Llano","985331955","","DEPORTIVA","Municipal","Entidad sin animo de lucro","pescaxixon@telecable.es"
"http://distritos.gijon.es/asociacions/show/7925-asociacion-contra-la-exclusion-alambique","7925","es","2017-10-30 16:00:34 +0100","ASOCIACION CONTRA LA EXCLUSION ALAMBIQUE","","2004-05-06","","","","CALLE TORRE BERMEJA,    1 01 IZ","Nuevo Gijon/La Peral","984297165","","SOCIAL","Municipal","Entidad sin animo de lucro","asociacionalambique@hotmail.com"
"http://distritos.gijon.es/asociacions/show/7924-asociacion-socio-cultural-y-dep-pena-sportinguista-partenon","7924","es","2017-10-30 16:00:34 +0100","ASOCIACION SOCIO-CULTURAL Y DEP. PEÑA SPORTINGUISTA PARTENON","","2002-09-05","","","","AVDA SCHULZ,   29 08 DE","El Llano","600606393","","CULTURAL","Municipal","Entidad sin animo de lucro",""
