titulo,categoria,convoca,plazo,resumen,boletin,contacto_y_telefono,correo_electronico,web
"Musical "Mundokalabaza"","Actividades","Organización Solidaria Expoacción - Escarabajo Producciones","20/12/2015","<p>Festival benéfico que tendrá lugar el día <b>20 de diciembre en el Teatro de la Laboral a las 17:30 horas.</b></p>  <p>Relata las aventuras de Pippa un personaje pizpireto, un representación en la que a través de la música y el baile se enseña el valor del ejercicio físico , el compañerismo y el trabajo en equipo.</p>  <p>Con la colaboración de la organización solidaria Expoacción, la mitad de los beneficios se destinarán a la Casa de Acogida para Madres Gestantes Nuestra Señora de los Desamparados de La Guía y a la Asociación de familias de personas con capacidades de Autismo ADANSI.</p>  <p><b>Las entradas cuestan entre 10 y 14 euros </b>y se pueden adquirir en la recepción de la Laboral, del Centro niemeyer en Avilés, en el 902 106 601 y en liberbank</p>","<a href="http://www.laboralciudaddelacultura.com/noticias/1168/el-musical-infantil-mundokalabaza-llega-el-20-de-diciembre-al-teatro-de-la-laboral.html" title="Ir a http://www.laboralciudaddelacultura.com/noticias/1168/el-musical-infantil-mundokalabaza-llega-el-20-de-diciembre-al-teatro-de-la-laboral.html" rel="external">Más información</a>","<p>Laboral Ciudad de la Cultura</p>  <p>C/Luis Moya Blanco, 261, 33203 Gijón, Asturias</p>  <p>Tel.: 902 306 600 / 985 18 58 60</p>","","<p><a href="http://www.laboralciudaddelacultura.com" title="Ir a http://www.laboralciudaddelacultura.com" rel="external">http://www.laboralciudaddelacultura.com</a></p>"
"Concierto de Navidad. Los conciertos del Conservatorio","Actividades","FMCE y UP- Conservatorio Profesional de Música de Gijón","21/12/2015","<p>Cuatro formaciones del Conservatorio de música de Gijón: El Coro más que Jazz, el Coro de Voces Blancas, el grupo de violonchelos &quot;Divercello&quot; y el Grupo de flautas traveseras, se unen en un concierto de Navidad único e irrepetible.</p>  <p><strong>Lugar:</strong></p>  <p>Salón de Actos del CMI Pumarín Gijón Sur</p>  <p><strong>Horario:</strong></p>  <p>A las 19:30 horas</p>  <p><strong>Fechas:</strong></p>  <p>El 21 de diciembre de 2015</p>","<p><a href="https://cultura.gijon.es/eventos/show/32815-concierto-de-navidad-los-conciertos-del-conservatorio">concierto</a></p>","<p>CMI Pumarín Gijón Sur</p>  <p>C/ Ramón Areces, 7.</p>  <p>Tel.:985 18 16 40 <strong></strong></p>","<p><a href="mailto:cmigijonsur@gijon.es">cmigijonsur@gijon.es</a></p>","<p><a href="http://www.gijon.es" title="Ir a www.gijon.es">www.gijon.es</a></p>"
"1 plaza del SVE en Croacia","Actividades","Zmergo","25/12/2015","<p>¿Tienes entre <strong>18 y 30 años </strong>y no tienes planes  para los próximos meses? ¿Te gusta viajar? ¿Te apetece aprender y  practicar otros idiomas? ¡Pues no dejes escaparesta oportunidad!</p><p>Desde la organización &quot;<strong> Zmergo&quot;</strong> te ofrecen realizar un Servicio Voluntario Europeo en <strong>Croacia</strong> colaborando durante <strong>12 meses</strong> en la preciosa ciudad costera de Opatija, <strong>el proyecto ya está aprobado,</strong> por eso<strong> comienza el 1 de Febrero de 2016 hasta el 31 de enero de 2017 (12 meses)</strong>y urge encontrar voluntario europeo.</p><p>Los  principales objetivos de la asociación son: preservar el medio  ambiente, la protección del patrimonio natural y cultural y la promoción  del desarrollo sostenible.</p><p>La organización busca a un joven  entusiasta, motivado e interesado en el trabajode las ONG, capaz de  trabajar de forma independiente y planificar sus actividades, que tenga  capacidad para trabajar en equipo, con voluntad de aprender, abierto a  nuevas culturas, interesado en la ecología y el desarrollo sostenible.</p><p><strong>Durante  tu voluntariado tendrás cubiertos el alojamiento, la manutención y los  viajes(hasta un máximo de 275 euros ida y vuelta), contarás con un  seguro y una formación en inglés y en el SVE, y recibirás mensualmente  tu dinero de bolsillo (90 euros).</strong></p><p>Si te interesa esta oportunidad, sólo tienes que enviar, <strong>antes del 25 de diciembre de2015</strong>tu <a href="http://europass.cedefop.europa.eu/es/home"><strong>Europass</strong></a><strong></strong>y una <strong>carta</strong>  (ambos eninglés) en la que cuentes tu motivación para participar en el  ServicioVoluntario Europeo a través de este proyecto a estos dos emails a  la vez :<strong></strong><strong><a href="mailto:erasmus@zmergo.hr">erasmus@zmergo.hr</a></strong><strong>,</strong><strong><a href="mailto:europa@cmx.es"> europa@cmx.es</a></strong></p><p>En e lemail has de añadir que tu organización de envío es:</p><p>Federaciónde Asociaciones Juveniles de Gijón</p><p>2013-ES-114</p><p>PIC:946003656</p>","<a href="http://www.cmx.es/v_portal/informacion/informacionver.asp?cod=11131&amp;te=483&amp;idage=12766&amp;vap=0" title="Ir a http://www.cmx.es/v_portal/informacion/informacionver.asp?cod=" te="483&amp;idage=12766&amp;vap=0">Más información</a>","","<strong><a href="mailto:erasmus@zmergo.hr">erasmus@zmergo.hr</a><br/></strong>",""
"Taller de Navidad: “Tejiendo Estrellas. Cuentos de Invierno"","Actividades","FMCE y UP - Departamento de Museos","29/12/2015","<p>Los días, martes 29 y miércoles 30 de diciembre, de 11:00 a 13:00 horas en el Museo Nicanor Piñole.</p>  <p>A modo de epílogo de la exposición<a href="https://museos.gijon.es/eventos/show/32692-el-museo-constelado-talleres-infantiles-en-los-museos-de-bellas-artes-de-gijon" title="Ir a https://museos.gijon.es/eventos/show/32692-el-museo-constelado-talleres-infantiles-en-los-museos-de-bellas-artes-de-gijon"> El Museo constelado. 20 años de didáctica en los Museos municipales de Bellas Artes,</a> este taller aglutina el ensueño de un tiempo mágico como es la Navidad. Tejeremos estrellas, contaremos cuentos tirando del hilo y transformaremos el espacio del Museo en un lugar único, haciendo esta experiencia inolvidable.</p>  <p>Taller martes 29 de diciembre de 11 a 13 horas:</p>  <ul><li>Taller 1:  niñ@s de 4 a 6 años</li><li>Taller 2:  niñ@s de 7 a 10 años</li></ul>  <p>Taller miércoles 30 de diciembre de 11 a 13 horas:</p>  <ul><li>Taller3:  niñ@s de 4 a 6 años</li><li>Taller4:  niñ@s de 7 a 10 años</li></ul>  <p>Plazas:20 para cada taller</p>  <p>Precio: 2 € / taller</p>  Inscripciones: a partir del 14 de diciembre en las Oficinas de atención ciudadana, Internet: <a href="www.gijon.es">www.gijon.es</a> o en los cajeros ciudadanos, hasta agotar plazas","<a href="http://cultura.gijon.es/noticias/show/29335-taller-de-navidad-tejiendo-estrellas-cuentos-de-invierno" title="Ir a http://cultura.gijon.es/noticias/show/29335-taller-de-navidad-tejiendo-estrellas-cuentos-de-invierno" rel="external">Más información</a>","<p>Museo Nicanor Piñole</p>  <p>Plz.de Europa 6, 33206 Gijón.</p>  <p>Tel: 985 35 95 94</p>","<p><a href="mailto:info.museonicanorpinole@gijon.es" title="Enviar correo electrónico a info.museonicanorpinole@gijon.es"></a><a href="mailto:info.museonicanorpinole@gijon.es">info.museonicanorpinole@gijon.es</a></p>","<p><a href="http://cultura.gijon.es" title="Ir a http://cultura.gijon.es" rel="external"></a><a href="http://cultura.gijon.es" title="Ir a http://cultura.gijon.es">http://cultura.gijon.es</a></p>"
"Exposición “Identidades y resistencias” en el CMX","Actividades","Conseyu de Mocedá de Xixón","29/12/2015","<p>Alejandro Zapico presenta en el Espaciu Astragal, la sala de exposiciones del CMX, la muestra “Sahara, Palestina, Colombia. Identidades y resistencias”.</p>  <p>Se trata de 21 lonas con texto y foto, que recogen imágenes de la lucha por los derechos humanos, la paz y la libertad por parte de los pueblos saharaui, palestino y colombiano. La exposición es un homenaje a todos los hombres y mujeres que han entregado su vida por la libertad de su pueblo.</p>  <p>La muestra se puede visitar hasta el 29 de diciembre en horario de 17:00 a 21:00 h.</p>","","<p>Conseyu de Mocedá de Xixón. Avda. Manuel Llaneza, 68. 33208. Gijón.</p>  <p>Tel.: 985 15 40 72</p>","<a href="mailto:astragal@cmx.es"><u>astragal@cmx.es</u></a>","<a href="http://www.cmx.es/"><u>cmx.es</u></a>"
"Exposición: A bordo con los pescadores asturianos","Actividades","Autoridad Portuaria de Gijón","30/12/2015","<p>De mayo a diciembre de 2015 en la sala de exposiciones de la Antigua Rula.</p>  <p>La exposición, está producida por el Museo Marítimo de Asturias y tiene una característica excepcional: se trata de un exhaustivo reportaje fotográfico de los diferentes sistemas de pesca que se practican actualmente en Asturias, realizado a bordo de las respectivas embarcaciones. Esto es lo excepcional, que el fotógrafo haya compartido los propios avatares de los pescadores en el desarrollo de su actividad normal y cotidiana, sea verano o invierno, trátese del día o de la noche, haya una mar serena o brava.</p>  <p>Manuel Ferreira, autor de la serie fotográfica, navegó en nada menos que en 44 barcos asturianos con un total de 80 embarques, desde los puertos del Oriente al Occidente asturiano, para tomar instantáneas de las diferentes faenas.</p>  <p>El resultado es este testimonio, en el que podemos apreciar, desde la placidez de algunas jornadas en que la mar muestra toda su belleza, hasta la hostilidad que esa misma mar manifiesta mostrando su enormidad y la pequeñez de los que en tierra consideramos “barcos grandes”.</p>  <p>La exposición de fotografías se complementa con algunos de los aparejos, artes y utensilios que se emplean en esas faenas. Y junto con ellos, algunos instrumentos de navegación, que hacen que la navegación sea más segura y las capturas mayores.</p>  <p>Horario: de 11:00 a 14:00 y de 16:30 a 20:30 horas.</p>","<a href="https://www.puertogijon.es/index.asp?MP=4&amp;MS=87&amp;MN=2" title="Ir a https://www.puertogijon.es/index.asp?MP=4&amp;MS=87&amp;MN=2" rel="external">Más información</a>","Sala de Exposiciones de la Antigua Rula.<br/> C/ Claudio Alvargonzález, s/n. Gijón.","<p><a href="mailto:sac@puertogijon.es" title="Enviar correo electrónico a sac@puertogijon.es"></a><a>sac@puertogijon.es</a></p>","<p><a href="https://www.puertogijon.es/" title="Ir a https://www.puertogijon.es/" rel="external"></a><a href="https://www.puertogijon.es/">https://www.puertogijon.es/</a></p>"
"Andy Gracie. 200 metros","Actividades","Autoridad Portuaria de Gijón - LABoral Centro de Arte y Creación Industrial","30/12/2015","<p>Del 30 de julio al 30 de diciembre en la sala de exposiciones de la Antigua Rula de Gijón.</p>  <p><strong><em>200 metros</em></strong> es una instalación inmersiva que recoge los datos sensoriales y de mapeo obtenidos por un aparato subacuático en el entorno del Cañón de Avilés, una brecha abisal localizada a unas siete millas de la costa asturiana, entre Colunga y Navia, que constituye uno de los ecosistemas más diversos de la plataforma del mar Cantábrico.</p>  <p>Para la producción de esta obra, Andy Gracie desarrolló una residencia artística en LABoral en tres fases.</p>  <p>En la Sala de Exposiciones de la Autoridad Portuaria de Gijón confluye el resultado artístico de estas investigaciones, tanto a través de un espacio inmersivo, como de una zona de documentación en la que se incluye buena parte del material recopilado y producido para la ejecución de <em>200 metros</em>, presentando una nueva narrativa del mar profundo.<strong></strong></p>  <p><strong>Horario:</strong>de 11 a 14 horas y de 16.30 a 20.30 horas. Todos los días laborables y festivos (cerrado 24, 25 y 31 de diciembre)</p>","<a href="http://www.laboralcentrodearte.org/es/exposiciones/200m" title="Ir a http://www.laboralcentrodearte.org/es/exposiciones/200m" rel="external">Más información</a>","LABoral Centro de Arte y Creación Industrial  <p>Los Prados, 121.33203 Gijón (Asturias). Tel.: 985 18 55 77</p>","<p><a href="mailto:info@laboralcentrodearte.org" title="Enviar correo electrónico a info@laboralcentrodearte.org"></a><a>info@laboralcentrodearte.org</a></p>","<p><a href="http://www.laboralcentrodearte.org" title="Ir a http://www.laboralcentrodearte.org" rel="external"></a><a href="http://www.laboralcentrodearte.org/">http://www.laboralcentrodearte.org</a></p>"
"Exposición y talleres. El museo constelado. 20 años de didácticas en los Museos Municipales de Gijón","Actividades","FMCE y UP","30/12/2015","<p><strong>Exposición en el Museo Nicanor Piñole<em>,</em>del 16 de octubre a 30 de diciembre de 2015</strong></p>  <p>Los museos se comportan como centrales eléctricas que irradian su luz configurando redes continuas de conocimientos y experiencias. En función de este espacio fluido y móvil, propio del mundo contemporáneo, nuestro objetivo, durante más de 20 años, ha consistido en establecer caminos de ida y vuelta entre el museo, la ciudad y el territorio. Para conmemorarlo, en el Museo Nicanor Piñole se presenta “El Museo Constelado” una sugerente selección de imágenes en las que Pepa G. Pardo plasma el espíritu innovador de estas propuestas didácticas y se recuperan una serie de talleres que rinden homenaje a estos años luminosos de aventura y experimentación.</p>  <p><strong>Con motivo de la exposición se realizarán de nuevo algunos de los principales talleres celebrados durante estos años.</strong></p>  <p>Los <strong>sábados desde el 17 de octubre al 24 de noviembre</strong>, de 11 a 13 horas, dirigidos a niñ@s desde 4 a 12 años. <strong>en el Museo Nicañor Piñole y en el Museo Casa Natal de Jovellanos</strong>.<br/></p>  <p><strong>Todos los talleres son gratuitos y es necesaria la inscripción previa</strong> en los museos.</p>","<a href="http://museos.gijon.es/noticias/show/28880-el-museo-constelado-20-anos-de-didactica-en-los-museos-municipales-de-bellas-artes-de-gijon" title="Ir a http://museos.gijon.es/noticias/show/28880-el-museo-constelado-20-anos-de-didactica-en-los-museos-municipales-de-bellas-artes-de-gijon" rel="external">Más información</a>","<p><b>Museo Nicanor Piñole</b></p>  <p>Plz.de Europa 6, 33206 Gijón.</p>  <p>Tel: 985 35 95 94</p>    <p><b>Museo Casa Natal de Jovellanos</b></p>  <p>Plz. Jovellanos, s/n 33201 Gijón.</p>  <p>Tel.: 985 18 51 52</p>","<a href="mailto:info.museonicanorpinole@gijon.es" title="Enviar correo electrónico a info.museonicanorpinole@gijon.es"></a><a href="mailto:info.museonicanorpinole@gijon.es">info.museonicanorpinole@gijon.es</a>","<a href="http://cultura.gijon.es" title="Ir a http://cultura.gijon.es" rel="external">http://cultura.gijon.es</a>"
"Exposición: la Fábrica de Tabacos de Gijón","Actividades","FMCE y UP","31/12/2015","Del 13 de agosto al 31 de diciembre en las instalaciones del Museo del Ferrocarril de Asturias.<br/><br/><p>La Fundación Municipal de Cultura, Educación y Universidad Popular presenta en el Museo del Ferrocarril de Asturias una exposición sobre el edificio de la antigua Fábrica de Tabacos de Gijón, cuyo objetivo es dar a conocer la historia de este edificio que se remonta a la época romana y su papel en el devenir de los acontecimientos en nuestra ciudad.</p><p>Se trata de un proyecto multidisciplinar entre los Museos Arqueológicos de Gijón y el Museo del Ferrocarril de Asturias con el comisariado de Almudena Orejas del Valle, investigadora del Centro de Estudios Históricos (CSIC) y Carmen Fernández Ochoa, Catedrática de Arqueología de la Universidad Autónoma de Madrid.<br/><br/><strong>La Fábrica de Tabacos de Gijón</strong>, en el corazón de Cimadevilla, ocupó un edificio emblemático de la ciudad a lo largo de doscientos años. Tras su cierre en 2002, el espacio ocupado por <em>La Tabacalera</em> fue objeto de estudios documentales y arqueológicos, como paso previo a cualquier tipo de actuación en el edificio. Estos trabajos han sacado a la luz los restos del convento barroco, bajo los cuales se ocultaban testimonios más antiguos: un pozo-depósito romano, cuyos rellenos han proporcionado una excepcional información de las épocas romana y medieval de la ciudad.</p><p>La exposición parte del periodo de funcionamiento de la fábrica. Desde esa fase más reciente, yendo hacia atrás en el tiempo, se presenta la historia del edificio, que sintetiza dos mil años de la historia de Gijón.</p>","<a href="http://cultura.gijon.es/noticias/show/28208-la-fabrica-de-tabacos-de-gijon-atesora-dos-mil-anos-de-historia-de-nuestra-ciudad" title="Ir a http://cultura.gijon.es/noticias/show/28208-la-fabrica-de-tabacos-de-gijon-atesora-dos-mil-anos-de-historia-de-nuestra-ciudad" rel="external"></a><a href="http://cultura.gijon.es/noticias/show/28146-exposicion-sobre-la-historia-del-edificio-de-la-fabrica-de-tabacos-de-gijon" title="Ir a http://cultura.gijon.es/noticias/show/28146-exposicion-sobre-la-historia-del-edificio-de-la-fabrica-de-tabacos-de-gijon" rel="external">Más información</a>","Museo del Ferrocarril de Asturias<br/>Plaza Estacion Del Norte, s/n, 33212 Gijón, Asturias. Tel.: 985 18 17 77","<a href="mailto:museoferrocarril@gijon.es " title="Enviar correo electrónico a museoferrocarril@gijon.es ">museoferrocarril@gijon.es</a>","<a href="https://museos.gijon.es/" title="Ir a https://museos.gijon.es/" rel="external">https://museos.gijon.es/</a>"
"Exposición del concurso de escultura en piedra "Campa Torres"","Actividades","FMCE y UP - Museos arqueológicos de Gijón","31/12/2015","<p><strong>Del 13 de octubre al 31 de diciembre en el Parque Arqueológico-Natural de la Campa Torres</strong></p><p>Disfruta de esta exposición en la que se presentan las piezas ganadoras del premio del jurado y del premio del público de los tres concursos organizados hasta el momento.</p><p>La técnica del trabajo escogida para el desarrollo del concurso fue la talla directa de la piedra, es decir, que el trabajo se realizó de manera exclusivamente manual, sin ningún tipo de herramienta eléctrica o neumática, perpetuando el trabajo de los escultores grecolatinos hasta la actualidad utilizando las mismas técnicas y herramientas de trabajo.</p><p>El interés artístico e histórico justifica la organización del concurso y de la exposición.</p><p>(Precio incluido en la entrada al museo, domingos gratuito)</p><p><strong>Horario</strong> <strong>de visitas:</strong><br/> Octubre a marzo: martes a domingos y festivos, de 10.00 a 17.00 h</p>","","<p>Parque Arqueológico-natural de la Campa Torres</p><p>Teléfono 985 18 52 34</p>","<a title="Enviar correo electrónico a museosarqueologicos@gijon.es" href="mailto:museosarqueologicos@gijon.es">museosarqueologicos@gijon.es</a>","<a title="Ir a http://museos.gijon.es/" href="http://museos.gijon.es/"></a><a href="http://museos.gijon.es/" title="Ir a http://museos.gijon.es/" rel="external">http://museos.gijon.es</a>"
"Proyección de clásicos infantiles en el CICA","Actividades","CICA","03/01/2016","<p><b>Con motivo de las vacaciones navideñas de los escolares, a partir del 23 de diciembre el CICA proyectará 16 clásicos infantiles de animación producidos por Walt Disney.</b></p>  <p>Salvo en vísperas de fiestas y días festivos, ofrecerá doble sesión, a las cinco y a las siete de la tarde. Serán más de una quincena de auténticas obras maestras de la animación.</p>  <p><b>La entrada costará 2 € por persona</b>, independientemente de la edad.</p>  <p>El acceso será gratuito para las unidades familiares en las que cualquiera de sus membros se encuentre en situación de paro. Será necesario acreditar la situación de desempleo con tarjeta del INEM.</p>  <p>Los menores de doce años deberán ir acompañados de un adulto.</p>  <p><b>Programa:</b></p>  <p>- 23 de diciembre: &quot;Blancanieves&quot;, 17:00 y 19:00 horas</p>  <p>- 24: &quot;Pinocho&quot;, 17:00 h</p>  <p>- 25: &quot;Bambi&quot;, 18:00 h</p>  <p>- 26: &quot;La Cenicienta&quot;, 17:00 h y &quot;Alicia en el País de las Maravillas&quot;, 19:00 h</p>  <p>- 27: &quot;Peter Pan&quot;, 17:00 h y &quot;La dama y el vagabundo&quot;, 19:00 h</p>  <p>- 28: &quot;La bella durmiente&quot;, 17:00 h y &quot;101 dálmatas&quot;, 19:00 h</p>  <p>- 29: &quot;El libro de la selva&quot;, 17:00 h y &quot;La sirenita&quot;, 19:00 h</p>  <p>- 30: &quot;La bella y la bestia&quot;, 17:00 h y &quot;Aladín&quot;, 19:00 h</p>  <p>- 2 de enero: &quot;El rey león&quot;, 17:00 h</p>  <p>- 3 de enero: &quot;Toy Story&quot;, 17:00 h y &quot;Fantasía&quot;, 19:00 h</p>","","<p>CICA</p>  <p>Fernández Vallín. 33205. Gijón.</p>  <p>Tel.: 985 34 34 34</p>","<p><a href="mailto:diviertete@casino-asturias.com" title="Enviar correo electrónico a diviertete@casino-asturias.com"></a><a href="mailto:diviertete@casino-asturias.com" title="Enviar correo electrónico a diviertete@casino-asturias.com">diviertete@casino-","<p><a href="http://casino-asturias.com" title="Ir a http://casino-asturias.com" rel="external">http://casino-asturias.com</a></p>"
"43 edición de Mercaplana. Salón para la Infancia y la Juventud","Actividades","Cámara de Comercio - Ayuntamiento de Gijón","04/01/2016","<p><b>Del 25 de diciembre al 4 de enero en el recinto ferial Luis Adaro</b>, los niños podrán disfrutar en sus instalaciones de talleres, juegos y numerosas actividades.</p>  <p>Horario: 16 a 20:30 horas (el día 31 estará cerrado)</p>  <p>El precio de la entrada en taquilla será de 3,90 €</p>  <p>bono de 10 entradas: 3 €</p>  <p>talonario de venta previa de 25 invitaciones: 60 €</p>  <p>Las sedes de las actividades serán los pabellones 1 (Asturias), 3 y 4 (Palacio de Congresos y sus Lonjas), 5 (Pabelllón Central) y 6 (Pabellón de las Naciones) y una amplia zona exterior.</p>  <p>Talleres de alfarería, maquillaje, gastronomía dibujo...., juegos y ludotecas. No faltarán tampoco exhibiciones, espectáculos y exposiciones.</p>  <p></p>","<a href="http://www.feriasturias.es/feriasturias/contenidos/es/ferias/2015/MERCAPLANA/" title="Ir a http://www.feriasturias.es/feriasturias/contenidos/es/ferias/2015/MERCAPLANA/" rel="external">Más información</a>","<p>Recinto Ferial Luis Adaro</p>  <p>Paseo Doctor Fleming, 481. 33203 Gijón</p>  <p>Tel.: 985 10 01 00</p>","",""
"4 plazas para realizar un Servicio de Voluntario Europeo en Francia","Actividades","Coordinadora Pistes-Solidaires","04/01/2016","<p>La organización coordinadora &quot;Pistes-Solidaires&quot; ofrece 4 plazas para realizar un SVE en dos entidades de acogida.</p>    <p>Si tienes <strong>entre 18 y 30 años,</strong> te interesa el mundo del voluntariado y a la vez practicar un idioma, la organización coordinadora <strong>&quot;Pistes- Solidaires&quot;</strong>te ofrece realizar un Servicio Voluntario Europeo en Francia, colaborando durante 12 meses en <strong>dos organizaciones</strong> de acogida.</p>    <p><strong>El servicio de Información Juvenil y Deporte en Hendaya (2 plazas):</strong></p>  <p>El objetivo de este proyecto es <strong><em>promover Europa a nivel local</em></strong>. Durante parte de la programación, ambos voluntarios participarán en las animaciones sobre Europa en el centro de ocio de la ciudad o dentro de las actividades extraescolares de dos escuelas, para niños de 6 a 11 años.</p>      <p><strong>La Institución Louis-Edouard Cestac en Anglet (2 plazas):<em> </em></strong><strong><em>el Hogar de los Niños con carácter social</em></strong><strong><em> Servicio de </em></strong><strong><em>Acompañamiento para familias </em></strong>La institución Louis-Edouard Cestac consta de dos servicios: (MECS), que alberga 48 niños de 6 a 18 años encomendados por los jueces de menores, y el  <strong><em></em></strong>(SAF).</p>    <p>Ambos voluntarios se unirán a los 4 grupos educativos del hogar de los Niños y ayudarán al equipo de la SAF, pero van a tener diferentes horarios y actividades. Uno se involucrará más en actividades culturales; el otro participará en las actividades deportivas.</p>    <p><strong>Ambos proyectos</strong> comienzan el 1 de junio de 2016 y finalizan el 31 de mayo de 2017.</p>    <p><strong>Durante el voluntariado </strong>tendrán cubiertos el alojamiento, la manutención y los viajes (hasta un máximo de 180 euros ida y vuelta); contarán con un seguro y una formación en francés en el SVE, y recibirán mensualmente dinero de bolsillo (115 euros).</p>    <p><strong>Si te interesa </strong>esta oportunidad, sólo tienes que enviar <strong>antes del 4 de enero de 2016</strong> tu Europass y una carta (ambos en francés o inglés) explicando tu motivación, a: mobility@pistes-solidaires.fr. Debes comentar que tu organización de envío es la Federación de Asociaciones Juveniles de Gijón 2013-ES-114 europa@cmx.es</p>","<a href="http://www.cmx.es/v_portal/informacion/informacionver.asp?cod=11122&amp;te=483&amp;idage=12754" title="Ir a http://www.cmx.es/v_portal/informacion/informacionver.asp?cod=11122&amp;te=483&amp;idage=12754" rel="external">Más información</a>","","mobility@pistes-solidaires.fr","<a href="http://www.cmx.es" title="Ir a www.cmx.es" rel="external"></a><p><a href="http://www.pistes-solidaires.fr/wp-content/uploads/2015/12/CALL-EVS-Hendaye-Anglet.pdf"></a><a href="http://www.pistes-solidaires.fr" title="Ir a http://www.pistes-solidair"
"Navidad en el Botánico: Puertas Abiertas y Belén Monumental<a href="https://botanico.gijon.es/noticias/show/29527-navidad-en-el-botanico-puertas-abiertas-y-belen-monumental"></a>","Actividades","Jardín Botánico Atlántico","06/01/2016","Jornadas de puertas abiertas del 19 de diciembre al 6 de enero (incluidos), para visitar el Belén monumental de la ciudad de Gijón y disfrutar de un completo programa de actividades para grandes y pequeños. ¡El Jardín Botánico se viste de Navidad!.<br/> <br/>Por cuarto año consecutivo, el <strong>Belén creado por el artista Miguel Álvarez “El Ponticu” y realizado con figuras a tamaño natural, vuelve al Jardín</strong>. La representación del Misterio, los Reyes Magos, pastores, ovejas, artesanos…y hasta 32 figuras, estarán repartidas por la Quintana de Rionda, y entre los ríos, prados y canales, que forman parte de las colecciones de la Factoría Vegetal, con un recorrido que volverá a sorprender a los visitantes y que incluye, nuevamente, la <strong>espectacular iluminación navideña de un imponente plátano de sombra de 35 metros de altura.</strong><br/><br/><p><strong>Del 19 de diciembre al 6 de enero el acceso al Botánico será gratuito,</strong> y contará con un variado programa de actividades, cuentacuentos, exposiciones...<strong><br/></strong></p><p>Visitas guiadas gratuitas (se requieres inscripción previa en el tel.: 985 185 130)</p><p>Talleres infantiles, para niños de 6 a 12 años,  del 24 de diciembre al 4 de enero (de 12 a 14 horas). Imprescindible inscripción con tarjeta ciudadana<br/></p><p>Cine de Navidad, en la sala de audiovisuales, con entrada libre hasta completar aforo <br/></p><p><a title="Ir a http://botanico.gijon.es/private/192-ravergel/eventos/show/33405-gymkanas-familiares-en-la-navidad-del-botanico" href="http://botanico.gijon.es/eventos/show/33405-gymkanas-familiares-en-la-navidad-del-botanico"></a><a href="http://botanico.gijon.es/eventos/show/33405-gymkanas-familiares-en-la-navidad-del-botanico" title="Ir a http://botanico.gijon.es/eventos/show/33405-gymkanas-familiares-en-la-navidad-del-botanico" rel="external">Gymkanas familiares</a>, los domingos 20 y 27 de diciembre y 3 de enero (de 12 a 14 horas)</p>","<a href="https://botanico.gijon.es/multimedia_objects/download?object_id=187049&amp;object_type=document" title="Ir a https://botanico.gijon.es/multimedia_objects/download?object_id=187049&amp;object_type=document" rel="external">Programa de Navidad completo</a>","Jardín Botánico Atlántico<br/>Avda. del Jardín Botánico 2230.  33203 Gijón<br/>Tel.: 985 18 51 30 (taquillas)","<a href="mailto:informacion.botanico@gijon.es" title="Enviar correo electrónico a informacion.botanico@gijon.es">informacion.botanico@gijon.es</a>","<a href="http://www.botanicoatlantico.com" title="Ir a www.botanicoatlantico.com" rel="external">www.botanicoatlantico.com</a>"
"V Semana Mágica de Gijón","Actividades","El Ilusionista","07/01/2016","<b>Del 20 de diciembre de 2015 al 7 de enero de 2016.<br/><br/></b><p><b>Del 26 de diciembre al 2 de enero actuaciones en el Paseo de Begoña</b></p>  <p>Durante el Festival, los magos también invadirán calles y plazas de Gijón, sorprendiendo con sus impresionantes efectos a todos los viandantes y convirtiendo todo Gijón en una auténtica ciudad mágica. Una oportunidad para vivir la magia a tan solo unos centímetros de distancia.</p>  <p> En este caso la magia se realiza a corta distancia y en diversos formatos: Desde las grandes ilusiones hasta la magia de cerca o de escena. Y, por supuesto, los espectadores serán partícipes de todo lo que está sucediendo, participando como voluntarios en los diferentes números.</p>  <p></p>  <p><b>Los días 2, 3 y 4 de enero en el Teatro Jovellanos Gran Gala Internacional, </b>con los mejores magos del mundo.</p>  <p>Sábado 2 de enero, 21.00h<br/> Domingo 3 de enero, 17.30h / 21.00h<br/> Lunes 4 de enero, 21.00h - MAGIA</p>  <p>Butaca: 18€ / Entresuelo: 18€ / General: 12€<br/> Abono familiar (mínimo 2 adultos y 2 niñ@s) 20% descuento - Sólo en taquilla</p>","<a href="http://www.semanamagica.com/" title="Ir a http://www.semanamagica.com/" rel="external">Programa completo</a>","Tel.: 984 188 117, 620 083 377","<p><a href="mailto:produccion@elilusionista.es" title="Enviar correo electrónico a produccion@elilusionista.es">produccion@elilusionista.es</a></p>","<p><a href="http://www.semanamagica.com/" title="Ir a http://www.semanamagica.com/" rel="external">http://www.semanamagica.com/</a></p>"
