dc:identifier,dc:modified,dc:titulo,dc:es_servicio_online,dc:extracto_resumen,dc:tramite_online,dc:enlace,dc:es_servicio_presencial,dc:tramite_presencial,dc:es_servicio_telefonico,dc:tramite_telefonico,dc:telefonos_contacto,dc:dirigido_a,dc:como_se_realiza_solicita,dc:plazos_solicitud,dc:normativa_procedimientos_reguladores,dc:preguntas_frecuentes,dc:objetivos,dc:adjuntos,dc:adjuntos_documentacion,dc:enlaces,dc:impresos,dc:registro_general,dc:para_personas,dc:urbanismo_ciudad,dc:tributos_negocios,dc:servicio_municipal,dc:impuesto,dc:autoliquidaciones,dc:tipo_tramite,uri
4028,2017-10-31T01:23:13.166Z,Consitución de Fianzas,false,"<p style=""text-align: justify;"">Aquellas obras menores que\, por sus características especiales requieran la ocupación de la vía pública (andamios\, contenedores...) o requieran realizar canalizaciones subterráneas en la vía pública a modo de zanjas\, deberá depositar una fianza previa a la solicitud de la licencia de obras. </p>\n<p style=""text-align: justify;"">Mediante este tramite podrá obtener el justificante de deposito de la fianza\, para la posterior solicitud de Licencia de Obra.</p>\n",,,true,"<p style=""text-align: justify;"">Los pasos a realizar son:</p>\n<ol><li style=""text-align: justify;"">Utilice el documento adjunto a este tramite para calcular el importe de la Fianza a depositar.</li>\n<li style=""text-align: justify;"">Realice un ingreso por el importe de la fianza en la siguiente cuenta : 2048-2196-20-3400000053 -. Banco: Liberbank -- Oficina: 2196 -- D.C. :20 -- CTA.CTE.: 3400000053</li>\n<li style=""text-align: justify;"">Con el resguardo bancario del ingreso y el documento adjunto a este tramite cumplimentado\, preséntese en la Intervención Municipal (Edificio principal del Ayuntamiento- Planta baja)\, donde le expedirán el correspondiente JUSTIFICANTE DE DEPOSITO. Este documento será la prueba fehaciente de que la fianza ha sido constituida. Deberá usarlo para la solicitud de licencia de Obra y para la solicitud de devolución de la fianza una vez finalizada la obra.</li>\n</ol>",,,,A cualquier persona Fisica o Juridica interesada en la realización de una obra,,En cualquier momento,,,,,,,https://sede.santander.es/sites/sede.santander.es/files/constitucion_de_fianzas.pdf,,,Licencias de Obra e Instalaciones,,"Intervención\, Licencias de Obras",ICIO,"Impuesto de Construcciones\, Instalaciones y Obras (ICIO)",Otros,http://datos.santander.es/api/datos/tramites_sede_electronica/4028.csv
4026,2017-10-31T01:23:13.166Z,Consulta de Tareas Pendientes en Expedientes,true,"<p style=""text-align: justify;"">Mediante este tramite\, el Ciudadano que ostenta la condición de interesado en un expediente administrativo\, podrá consultar las tareas que se le han requerido por parte del Ayuntamiento\, para continuar la gestión del Expediente. Ejemplos de tareas podrian ser un requisito de subsanación de algun documento aportado\, o la aportación de un nuevo documento. Estas tareas son tambien notificadas por correo electrónico al Ciudadano\, en el momento que se generan\, siempre que el Ciudadano haya proporcionando un correo electrónico en el momento de Alta en la Sede Electrónica.</p>\n","<p style=""text-align: justify;"">Para poder realizar la tramitación Online\, se ha de cumplir los siguientes requisitos:</p>\n<ol><li style=""text-align: justify;"">Disponer de una identidad Digital Autorizada\, esto es <b>Certificado Digital</b> admitido por <a href=""http://administracionelectronica.gob.es/ctt/afirma#.VqDRD7vnCWw"" target=""_blank"">@Firma</a> o <b>DNI Electrónico</b>. Si usted no dispone de esta identidad\, puede solicitar una a través del siguiente <a href=""https://www.sede.fnmt.gob.es/certificados"" target=""_blank"">enlace</a></li>\n<li style=""text-align: justify;"">Disponer de un <b>Equipo compatible</b> con la plataforma de tramitación. Puede comprobar los requisitos y configuración necesaria haciendo clic <a href=""http://sede.ayto-santander.es/jsp/3webc/requisitosES.jsp"">aquí</a></li>\n</ol>",https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&redirige=M3dlYmMvdGFyZWFzUGVuZGllbnRlcy5kbz9vcGNpb249MA%3D%3D,true,"<p>Para consultar las tareas que pueda tener pendientes un ciudadano que figura como interesado en un expediente concreto\, debe dirigirse al Servicio Municipal que ostenta la condición de Instructor de ese Expediente. Puede consultar el Directorio de Servicios Municipales para conocer su dirección y datos de contacto mediante el siguiente <a href=""http://santander.es/ayuntamiento/estructura-administrativa/directorio-telefonico"" target=""_blank"">enlace</a></p>\n",,,,,,,,,,,,,,Consulta de expedientes y documentos,,,,Registro General,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/4026.csv
4025,2017-10-31T01:23:13.166Z,Notificaciones Electrónicas,true,"<p style=""text-align: justify;"">Este tramite permite consultar las Notificaciones Electrónicas que el Ayuntamiento de Santander ha emitido de forma oficial hacia los interesados en los Expedientes Administrativos y/o Tributarios gestionados por esta Entidad Pública. Las notificaciones Electrónicas son el medio destinado a sustituir las notificacines Postales y tienen por tanto le mismo caracter legal que estas. La nueva Ley 39/2015 potencia las notificaciones Electrónicas hasta el punto de que ya existe un colectivo de interesados\, obligados a usar este medio de notificación\, como unica via disponible.</p>\n<p>El modo de notificación implementado por el Ayuntamiento de Santander es el denominado: Notificación por Comparecencia en Sede</p>\n","<p style=""text-align: justify;"">Para poder realizar la tramitación Online\, se ha de cumplir los siguientes requisitos:</p>\n<ol><li style=""text-align: justify;"">Disponer de una identidad Digital Autorizada\, esto es <b>Certificado Digital</b> admitido por <a href=""http://administracionelectronica.gob.es/ctt/afirma#.VqDRD7vnCWw"" target=""_blank"">@Firma</a> o <b>DNI Electrónico</b>. Si usted no dispone de esta identidad\, puede solicitar una a través del siguiente <a href=""https://www.sede.fnmt.gob.es/certificados"" target=""_blank"">enlace</a></li>\n<li style=""text-align: justify;"">Disponer de un <b>Equipo compatible</b> con la plataforma de tramitación. Puede comprobar los requisitos y configuración necesaria haciendo clic <a href=""http://sede.ayto-santander.es/jsp/3webc/requisitosES.jsp"">aquí</a></li>\n</ol>",https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&redirige=M3dlYmMvYmFuZGVqYVRhcmVhc1AuZG8/b3BjaW9uPTAmdGlwb0JhbmRlamE9TiZtb2RvPTA%3D,false,,,,,,,,,,,,,,,Consulta de expedientes y documentos,,,,Registro General,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/4025.csv
4024,2017-10-31T01:23:13.166Z,Consulta de Expedientes,true,"<p>Mediante este tramite\, cualquier ciudadano puede consultar el estado de los expedientes en los que figure como Interesado. Esta consulta solo estará disponible de momento\, para los expedientes derivados de aquellos procedimientos en los que el Ayuntamiento haya concluido los trabajos de transformación digital.</p>\n","<p>Para poder realizar la Solicitud Online de este trámite\, se ha de cumplir los siguientes requisitos:</p>\n<ol><li>Disponer de una identidad Digital Autorizada. Cualquier <u>Certificado Digital o DNI Electrónico</u> es válido. Si usted no dispone de esta identidad\, puede solicitar una a través de este <a href=""https://www.sede.fnmt.gob.es/certificados"" target=""_blank""><b>enlace</b></a></li>\n<li>Disponer de un <u>Equipo compatible</u> con la plataforma de tramitación. Puede comprobar los requisitos y configuración necesaria haciendo clic <a href=""http://sede.ayto-santander.es/jsp/3webc/requisitosES.jsp"" target=""_blank""><b>aquí</b></a></li>\n</ol>",https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&redirige=M3dlYmMvY29uc3VsdGFFeHBlZGllbnRlcy5kbz9vcGNpb249MA%3D%3D,true,"<p>Para consultar el estado de un expediente en el que el Ciudadano figura como interesado\, debe dirigirse al Servicio Municipal que ostenta la condición de Instructor del Expediente. Puede consultar el Directorio de Servicios Municipales para conocer su dirección y datos de contacto mediante el siguiente <a href=""http://santander.es/ayuntamiento/estructura-administrativa/directorio-telefonico"" target=""_blank"">enlace</a></p>\n",,,,,,,,,,,,,,Consulta de expedientes y documentos,,,,Registro General,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/4024.csv
4023,2017-10-31T01:23:13.166Z,Obtener Justificante de Pago,true,"<p>Mediante este tramite el Ciudadano\, puede solicitar un Justificante del Pago de alguno de los tributos vinculados al Ayuntamiento de Santander. Podrá obtener justificantes\, de los últimos 5 ejercicios tributarios</p>\n","<p>Para poder realizar esta tramitación Online\, se ha de cumplir los siguientes requisitos:</p>\n<p style=""margin-left:40px;"">1. Disponer de una identidad Digital Autorizada. Cualquier <u>Certificado Digital o DNI Electrónico</u> es válido. Si usted no dispone de esta identidad\, puede solicitar una a través de este <a href=""https://www.sede.fnmt.gob.es/certificados"" target=""_blank"">enlace</a></p>\n<p style=""margin-left:40px;"">2. Disponer de un <u>Equipo compatible</u> con la plataforma de tramitación. Puede comprobar los requisitos y configuración necesaria haciendo clic <a href=""http://sede.ayto-santander.es/jsp/3webc/requisitosES.jsp"" target=""_blank"">Aqui</a></p>\n<p> </p>\n<p>Una vez haya accedido\, se le mostrará un formulario donde podrá consultar su deuda ya sea pendiente o pagada:</p>\n<p></p><div class=""media media-element-container media-default""><div id=""file-224"" class=""file file-image file-image-png"">\n\n        <h2 class=""element-invisible""><a href=""/file/consulta-deuda"">Consulta de Deuda</a></h2>\n    \n  \n  <div class=""content"">\n    <img height=""544"" width=""868"" class=""media-element file-default img-responsive"" alt="""" title="""" src=""https://sede.santander.es/sites/sede.santander.es/files/imagen_519.png"" /></div>\n\n  \n</div>\n</div>\n<ol><li>Marque la opción Pagada</li>\n<li>Pulse el botón buscar</li>\n<li>Situada sobre la deuda requerida\, pulse el botón ""Justificante de Pago"".</li>\n</ol>",https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&redirige=M3dlYmMvbW9uaXRvclBhZ29zLmRvP29wY2lvbj0w,,,,,,,,,,,,,,,,,,,Certificados de tener pagados los recibos,Recaudación,"IAE\, IBI\, ICIO\, IVTM\, Tasas y Precios Publicos\, Plusvalía",,Certificado,http://datos.santander.es/api/datos/tramites_sede_electronica/4023.csv
4014,2017-10-31T01:23:13.166Z,Presentación de Facturas,true,"<p>Este tramite permite enviar o presentar facturas por cualquiera de las vias habilitadas\, para su tramitación por las áreas gestoras municipales.</p>\n","<p style=""text-align: justify;"">Para poder realizar la Solicitud Online de este trámite\, se ha de cumplir los siguientes requisitos:</p>\n<p style=""margin-left: 40px; text-align: justify;"">1. Disponer de una identidad Digital Autorizada. Cualquier <u>Certificado Digital o DNI Electrónico</u> es válido. Si usted no dispone de esta identidad\, puede solicitar una a través de este <a href=""https://www.sede.fnmt.gob.es/certificados"" target=""_blank""><b>enlace</b></a></p>\n<p style=""margin-left: 40px; text-align: justify;"">2. Disponer de un <u>Equipo compatible</u> con la plataforma de tramitación. Puede comprobar los requisitos y configuración necesaria haciendo clic <a href=""http://sede.ayto-santander.es/jsp/3webc/requisitosES.jsp"" target=""_blank""><b>Aqui</b></a></p>\n",https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&entidad=&redirige=M3dlYmMvZmljaGFBc3VudG8uZG8/b3BjaW9uPTAmYXNhc19pZGVfYXN1PTg2OCZydXRhPS8zd2ViYy9hc3VudG9zTWFzVXN1YWxlcy5kbz9vcGNpb249MCFwZXJpb2RvPTA%3D,true,"<p style=""text-align: justify;"">Para facturas cuyo importe <u>no supere</u> los 5.000€\, puede optar por usar la via presencial. </p>\n<p style=""text-align: justify;"">Para ello\, se puede presentar la solicitud en los Registros de cualquier órgano administrativo que pertenezca a la Administración General del Estado; a la de cualquier Administración de las Comunidades Autónomas; a la de cualquier Administración de las Diputaciones Provinciales\, Cabildos y Consejos Insulares; a los Ayuntamientos de los Municipios a que se refiere el artículo 121 de la Ley 7/1985\, de 2 de abril\, reguladora de las Bases del Régimen Local; o a la del resto de las entidades que integran la Administración Local si\, en este último caso\, se hubiese suscrito el oportuno convenio. Así como en las oficinas de Correos\, en las representaciones diplomáticas u oficinas consulares de España en el extranjero\, y en cualquier otro Registro que establezcan las disposiciones vigentes</p>\n",,,,A empresas o autónomos que hayan vendido algún producto o prestado algún servicio al ayuntamiento,,,,,,https://sede.santander.es/sites/sede.santander.es/files/pagina_web_proveedores_definitiva.pdf,,,,,,,Contratación,Contabilidad,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/4014.csv
3870,2017-10-31T01:23:13.166Z,Aportar documentos a Expediente,true,"<p>Este trámite permite <strong>aportar o adjuntar documentos a expedientes </strong>que estan siendo instruidos por el Ayuntamiento de Santander\, en los que usted figure como interesado o si es el caso\, en su condición de representante.</p>\n","<p>Para poder realizar la Solicitud Online de este trámite\, se ha de cumplir los siguientes requisitos:</p>\n<p style=""margin-left: 40px;"">1. Disponer de una identidad Digital Autorizada. Cualquier <u>Certificado Digital o DNI Electrónico</u> es válido. Si usted no dispone de esta identidad\, puede solicitar una a través de este <a href=""https://www.sede.fnmt.gob.es/certificados"" target=""_blank""><b>enlace</b></a></p>\n<p style=""margin-left: 40px;"">2. Disponer de un <u>Equipo compatible</u> con la plataforma de tramitación. Puede comprobar los requisitos y configuración necesaria haciendo clic <a href=""http://sede.ayto-santander.es/jsp/3webc/requisitosES.jsp"" target=""_blank""><b>aquí</b></a></p>\n",https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&entidad=&redirige=M3dlYmMvZmljaGFBc3VudG8uZG8/b3BjaW9uPTAmYXNhc19pZGVfYXN1PTEwOTMmcnV0YT0vM3dlYmMvYXN1bnRvc01hc1VzdWFsZXMuZG8/b3BjaW9uPTAhcGVyaW9kbz0w,,"<p>Se puede presentar la solicitud en los Registros de cualquier órgano administrativo que pertenezca a la Administración General del Estado; a la de cualquier Administración de las Comunidades Autónomas; a la de cualquier Administración de las Diputaciones Provinciales\, Cabildos y Consejos Insulares; a los Ayuntamientos de los Municipios a que se refiere el artículo 121 de la Ley 7/1985\, de 2 de abril\, reguladora de las Bases del Régimen Local; o a la del resto de las entidades que integran la Administración Local si\, en este último caso\, se hubiese suscrito el oportuno convenio. Así como en las oficinas de Correos\, en las representaciones diplomáticas u oficinas consulares de España en el extranjero\, y en cualquier otro Registro que establezcan las disposiciones vigentes</p>\n",,,,,,,,,,,,,,Registro de documentos y expedientes,,,,Registro General,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3870.csv
3865,2017-10-31T01:23:13.166Z,Informe de Evaluación de Edificios (IEE),false,"<p style=""margin-left: 40px;"">El Informe de Evaluación de los Edificios (IEE) analiza tres aspectos fundamentales sobre las características y estado de los edificios: Estado de Conservación\, Accesibilidad\, y Eficiencia Energética.</p>\n<p style=""margin-left: 40px;"">El IEE\, debe realizarse en todos los edificios de uso residencial de vivienda colectiva con más de 50 años de antiguedad. Siendo el Plazo para su presentación de 5 años desde el cumplimiento de los 50 años.</p>\n<p style=""margin-left: 40px;"">Los edificios residenciales de vivienda colectiva que en el momento de aprobarse la normativa estatal ya tenían más de 50 años de antiguedad\, de conformidad con la normativa autonómica tienen un calendario específico para su realización en función de su antiguedad.</p>\n<p style=""margin-left: 40px;"">El listado de edificios residenciales de vivienda colectiva de Santander\, que conforme a la normativa ya están obligados a realizar el IEE puede consultarse en el listado anexo ordenado alfabéticamente por calles. Listado en que se especifica la referencia catastral del edificio\, así como la dirección postal\, el año de construcción\, y el plazo límite que tienen para su elaboración cada uno de los edificios.</p>\n<p style=""margin-left: 40px;"">Tambien deberán realizar el IEE todos los edificios que vayan a ser objeto de una solicitud de subvención pública\, sea cual sea el uso del edificio y los años de antiguedad que tenga. En este caso el IEE debe estar elaborado y presentado con anterioridad a la solicitud de subvención.</p>\n",,,true,"<p style=""margin-left: 40px;"">La documentación requerida debe presentarse en el Registro General del Ayuntamiento.</p>\n",false,,,Propietarios de edificios y viviendas.,,Consultar Listado Anexo.,,,,https://sede.santander.es/sites/sede.santander.es/files/iee_santander_-_censo_listado_2017.pdf,"<ul style=""margin-left: 40px;""><li>Impreso presentación Informe Evaluación del Edificio (IEE).</li>\n<li>2 Ejemplares del IEE firmado por técnico competente.</li>\n<li>En el caso de que IEE no esté visado por el colegio profesional del técnico redactor\, se deberá presentar declaración responsable suscrita por dicho técnico.</li>\n</ul><p> </p>\n","http://boc.cantabria.es/boces/verAnuncioAction.do?idAnuBlob=261030\, http://boc.cantabria.es/boces/verAnuncioAction.do?idAnuBlob=277954\, http://www.boe.es/boe/dias/2015/10/31/pdfs/BOE-A-2015-11723.pdf\, http://www.boe.es/boe/dias/2013/04/10/pdfs/BOE-A-2013-3780.pdf\, https://iee.fomento.gob.es/\, http://gis.ayto-santander.es:8080/visorGISaytoSantander/visorGISaytoSantander.html?he=45","https://sede.santander.es/sites/sede.santander.es/files/modelo_impreso_presentacion_iee.pdf\, https://sede.santander.es/sites/sede.santander.es/files/iee_santander_modelo_declaracion_responsable.pdf",,,Planeamento y Gestión,,"Planeamiento urbanístico\, desarrollo y gestión",,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3865.csv
3864,2017-10-31T01:23:13.166Z,Solicitud de informe técnico por accidente de circulación,true,"<p>Trámite destinado a las compañías de seguros o representantes legales de los implicados en una accidente de circulación ocurrido en el término municipal de Santander\, mediante el cual se puede solicitar un informe técnico de accidente a la Policía Local.</p>\n","<p>Para poder realizar esta tramitación Online\, se ha de realizar los siguientes pasos:</p>\n<p style=""margin-left: 40px;"">1. El solicitante deberá remitir un correo Electrónico a la direccion <strong><a href=""mailto:policialocal@santander.es"">policialocal@santander.es</a></strong> adjuntando el documento que figura en la seccion de documentación relacionada de esta página\, relleno. Si lo prefiere\, podrá realizar una solicitud formal a traves del registro Telemático\, utilzando este <strong><a href=""https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&amp;entidad=&amp;redirige=M3dlYmMvZmljaGFBc3VudG8uZG8/b3BjaW9uPTAmYXNhc19pZGVfYXN1PTg4NSZydXRhPS8zd2ViYy9hc3VudG9zTWFzVXN1YWxlcy5kbz9vcGNpb249MCFwZXJpb2RvPTA="">enlace</a></strong> (Requiere Certificado Digital)</p>\n<p style=""margin-left: 40px;"">2. La oficina de Atestados de la Policia Local de Santander\, procederá a revisar la solicitud y una vez localizado el atestado\, se pondrá en contacto con el solicitante para proporcionarle información sobre como realizar el pago de la tasa asociada a este tramite. </p>\n<p style=""margin-left: 40px;"">3. Una vez haya realizado el pago\, el solicitante deberá remitir el justificante de pago mediante respuesta al correo que recibio con la información sobre el pago.</p>\n<p style=""margin-left: 40px;"">4. Comprobado el Pago por parte de la oficina de atestados de la Policia\, remitirá al Solicitante el informe técnico del accidente a través del correo electrónico.</p>\n<p style=""margin-left: 40px;""> </p>\n",,true,"<p>Si desea realizar esta solicitud de forma presencial tiene que dirigirse a las dependencias de la Policía Municipal sitas en la calle Castilla núm. 32 en horario de 8\,30 a 14 horas</p>\n",false,,,,,,,,,,,http://santander.es/content/tasa-por-prestacion-servicios-policia,https://sede.santander.es/sites/sede.santander.es/files/solicitud_de_informe_tecnico_accidente_circulacion_interactiva_0.pdf,,,Atestados e Informes Técnicos,,Policía Local,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3864.csv
3855,2017-10-31T01:23:13.166Z,Solicitud de licencia de obra menor,false,"<p>Mediante este trámite\, el ciudadano interesado podrá solicitar una autorización para ejecutar obras menores. Obras menores son consideradas aquellas que no precisan de proyecto suscrito por técnico competente y visado por el Colegio profesional correspondiente\, al considerar que\, en función de su naturaleza o entidad\, tienen una limitada incidencia en el entorno urbanístico\, en la seguridad o en su previsible repercusión medioambiental.</p>\n<p>Tenga en cuenta tambien que para realizar una solicitud de Licencia de Obra menor usted deberá abonar previamente las tasas e Impuestos asociados\, asi como depositar la fianza para algunos tipos de Obra. Revise los enlaces relacionados de este trámite para obtener mas detalles.</p>\n",,,true,"<p>Los pasos a realizar en la tramitación Presencial son:</p>\n<ol><li>\n<p>Acudir al Servicio de Obras con la solicitud adjunta a este trámite cumplimentada\, para su revisión y sellado. El Servicio de Obras se encuentra Localizado en <a href=""https://www.google.es/maps/place/Calle+los+Escalantes\,+3\,+39002+Santander\,+Cantabria/@43.4625187\,-3.8121507\,17.51z/data=!4m5!3m4!1s0xd494bcc6b3038d9:0x785dbdd2386f7760!8m2!3d43.4624915!4d-3.8106269?hl=es"">Calle Los Escalantes nº 3 - 2º piso</a></p>\n</li>\n<li>\n<p>Liquidar tasas e impuesto (6% PEM sin IVA) en el Servicio de Gestión Tributaria más fianza en el Servicio de Intervención si hay ocupación de vía pública. Ambos servicios estan situados en <a href=""https://www.google.es/maps/place/Ayuntamiento+de+Santander/@43.4622157\,-3.8120361\,17z/data=!3m1!4b1!4m5!3m4!1s0xd494bcb87583ef3:0xcfadd99aaf54da11!8m2!3d43.4622157!4d-3.8098421"">Edificio Casa Consistorial</a></p>\n</li>\n<li>\n<p>Presentar toda la documentación especificada en la solicitud\, más las cartas de pago en el Registro General <a href=""https://www.google.es/maps/place/Ayuntamiento+de+Santander/@43.4622157\,-3.8120361\,17z/data=!3m1!4b1!4m5!3m4!1s0xd494bcb87583ef3:0xcfadd99aaf54da11!8m2!3d43.4622157!4d-3.8098421"">(Edificio Casa Consistorial)</a>.</p>\n</li>\n</ol>",false,,,"A petición del interesado\, cualquier persona física o jurídica",,,,,,,,"https://sede.santander.es/tramites/autoliquidacion-impuesto-sobre-construcciones-instalaciones-obras-icio\, https://sede.santander.es/content/tasa-por-licencias-urbanisticas\, https://sede.santander.es/tramites/consitucion-fianzas",https://sede.santander.es/sites/sede.santander.es/files/obra_menor_0.pdf,,,Licencias de Obra e Instalaciones,,Licencias de Obras,,,,http://datos.santander.es/api/datos/tramites_sede_electronica/3855.csv
3853,2017-10-31T01:23:13.166Z,"Tasa al 1\,5 %:&quot;Ordenanza Municipal 9T&quot;. Empresas  explotadoras de Servicios. ",true,"<p>Todas las Empresas explotadoras de servicios de suministro que afecten a la generalidad o a una parte importante del vecindario y que hacen un aprovechamiento especial de subsuelo\, suelo o vuelo de las vías municipales\, se han de autoliquidarse con carácter trimestral esta tasa\, consiste en el uno y medio por ciento de los ingresos brutos procedentes de  facturación que obtengan trimestralmente en este término municipal.</p>\n","<p style=""text-align: justify;"">El proceso se compone de <u>2 pasos</u>:</p>\n<ol><li style=""text-align: justify;"">Generar la Carta de Pago de la Tasa\, Precio Público o Impuesto</li>\n<li style=""text-align: justify;"">Realizar el Pago</li>\n</ol><p style=""text-align: justify;"">Ambos pasos pueden realizarse de manera totalmente Online a través de esta Sede\, o\, si el interesado lo prefiere\, puede realizar el paso 1 para obtener la carta de pago\, imprimirla y  acudir a uno de los 5 bancos colaboradores\, para realizar el pago a través de cualquiera de los canales que el banco habilite. Ambas opciones estan disponibles a elección del interesado.</p>\n<p style=""text-align: justify;"">Este trámite puede ser realizardo con o sin Certificiado digital. Se recomienda el uso de certificado digital\, ya que facilita la tarea al interesado\, y puede acceder a más información que sino lo utilizase. En cualquier caso\, ambas opciones permiten la correcta realización del trámite:</p>\n<p style=""text-align: justify;""><a class=""btn btn-xs btn-primary"" href=""https://sede.ayto-santander.es/3webc/inicioWebcCert.do?opcion=ssl&amp;entidad=&amp;redirige=M3dlYmMvZmljaGFBc3VudG8uZG8/b3BjaW9uPTAmYXNhc19pZGVfYXN1PTE0MDkmcnV0YT0vM3dlYmMvYXN1bnRvc01hc1VzdWFsZXMuZG8/b3BjaW9uPTAhcGVyaW9kbz0w"" target=""_blank"">Iniciar Trámite (Con certificado)</a>           <a class=""btn btn-xs btn-primary"" href=""http://sede.ayto-santander.es/3webc/inicioWebc.do?opcion=noreg&amp;entidad=&amp;redirige=M3dlYmMvZmljaGFBc3VudG8uZG8/b3BjaW9uPTAmYXNhc19pZGVfYXN1PTE0MDkmcnV0YT0vM3dlYmMvYXN1bnRvc01hc1VzdWFsZXMuZG8/b3BjaW9uPTAhcGVyaW9kbz0w"" target=""_blank"">Iniciar Trámite (Sin Certificado)</a></p>\n<p style=""text-align: justify;""> </p>\n<p style=""text-align: justify;""><u>Requisitos</u> para el uso del Certificado Digital:</p>\n<p style=""text-align: justify; margin-left: 40px;"">1. Disponer de una identidad Digital Autorizada. Tanto el <u>DNI Electrónico</u> como cualquier <u>Certificado Digital</u> admitido por <a href=""http://administracionelectronica.gob.es/ctt/afirma#.VqDRD7vnCWw"">@Firma</a> son válidos. Si el interesado no dispone de esta identidad\, puede solicitar una a través de este <a href=""https://www.sede.fnmt.gob.es/certificados"" target=""_blank"">enlace</a></p>\n<p style=""text-align: justify; margin-left: 40px;"">2. Disponer de un <u>Equipo compatible</u> con la plataforma de tramitación. Puede comprobar los requisitos y configuración necesaria haciendo clic <strong> <a href=""http://sede.ayto-santander.es/jsp/3webc/requisitosES.jsp"" target=""_blank"">aquí</a> </strong></p>\n<p style=""text-align: justify;""> </p>\n",,true,"<p><strong>Nota Importante: </strong>Esta modalidad de tramitación dejará de estar disponible a partir del proximo<strong> 01/01/2017</strong>. Por favor revise la forma de Tramitación Online.</p>\n<p>Para autoliquidar esta Tasa de manera presencial deberá acudir a la oficina de Atención Tributaria situada en el Edificio principal del Ayuntamiento de Santaner (Plaza del Ayuntamiento 1) y solicitar la carta de pago correspondiente. A posteriori deberá acudir a una de las entidades bancarias colaboradoras (Lieberbank\, Caixabank\, Bankia\, BBVA\, o Banco Santander) para realizar el pago. La entidad bancaria devolverá su ejemplar validado\, que le servirá como justificante de pago. </p>\n<p>Este justificante de pago\, servirá como comprobante de que la tasa ha sido autoliquidada\, y deberá anexarlo al tramite/solicitud asociado a esta Tasa.</p>\n",false,,,,,,,"<p><strong>¿Porque no me aparece el botón de Iniciar Trámite en la ficha del tramite?</strong></p>\n<p>Esta tasa se liquida de forma trimestral\, y el periodo de liquidación se inicia justo al final del trimestre a liquidiar. El periodo de liquidación estará abierto durante un mes. Por tanto\, sólo podrá liquidar el 1er Trimestre durante el mes de Abril\, el 2nd Trimestre durante el mes de Julio\, el 3er Trimestre durante el mes de Octubre\, y el 4to Trimestre durante el mes de Enero del Ejercicio siguiente. Sólo en esos meses estará habilitado el botón Iniciar Trámite.</p>\n<p><strong>¿Que tramites pueden esta relacionados con ésta Tasa?</strong></p>\n<p>No existe una Solicitud/Trámite  asociado a esta tasa\, sin embargo\, puede enviar un correo electrónico a la dirección <a href=""mailto:tasa1.5@santander.es"">tasa1.5@santander.es</a> adjuntando el comprobante de Pago para informar del devengo de las Obligaciones Tributarias.</p>\n",,,,http://santander.es/content/ordenanza-fiscal-09-t-tasa-por-utilizacion-privativa-o-por-aprovechamiento-especial-del-0,https://sede.santander.es/sites/sede.santander.es/files/formulario_autoliquidacion_tasa_1c5_a_empresas_explotadoras_de_servicios_interactiva.pdf,,,,Autoliquidaciones,Rentas y Exacciones,Tasas y Precios Publicos,"Ocupación de Suelo\, Subsuelo o Vuelo",Pago,http://datos.santander.es/api/datos/tramites_sede_electronica/3853.csv
