dc:identifier,dc:modified,ayto:UtmX,ayto:UtmY,ayto:UtmZone,ayto:latWGS84,ayto:lonWGS84,ayto:latED50,ayto:lonED50,ayto:CodTipoSenal,ayto:TipoSenal,ayto:CategoriaSenal,ayto:FamiliaSenal,ayto:GrupoSenal,ayto:SubgrupoSenal,ayto:IdIcono,ayto:CodCalle,ayto:NombreCalle,ayto:NumeroPostal,ayto:Indicacion,ayto:Autorizacion,ayto:FechaColocacion,ayto:Propiedad,ayto:CompartePoste,ayto:FechaRevision,ayto:PlazasCordon,ayto:PlazasBateria,ayto:Regulacion,uri
25206,2017-10-30T23:35:05.966Z,434929.118194313,4813041.51852027,30,43.4655692382812,-3.80569752604167,43.4666623819851,-3.80436068031216,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5250,CL/ SAN SEBASTIAN,24,junto a las escaleras de acceso a C/ Africa,08465/2005,2010-05-05,Ayuntamiento Santander,0,2010-05-05,,1,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25206.csv
25209,2017-10-30T23:35:05.966Z,433346.176652139,4812629.83123967,30,43.4617232096352,-3.82521412760417,43.4628165820351,-3.82387679218836,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5530,CL SIMANCAS,3,acera Norte frente al 3,00060/1990,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25209.csv
25212,2017-10-30T23:35:05.966Z,433050.661400117,4812468.2568074,30,43.4602420898436,-3.82884694010417,43.4613355280362,-3.82750952183552,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5530,CL SIMANCAS,S/N,esquina con C/Pedro S. Martin,00705/2002,2010-05-05,Ayuntamiento Santander,0,2010-05-05,,2,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25212.csv
25215,2017-10-30T23:35:05.966Z,433417.480715104,4812303.54791306,30,43.458791894531,-3.82429290364584,43.4598853505883,-3.82295562500651,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5820,CL VARGAS,65,frente acceso Pasadizo Borleña,00977/2006,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25215.csv
25218,2017-10-30T23:35:05.966Z,433616.745542441,4812372.80620483,30,43.4594331705727,-3.82183847656251,43.4605265930882,-3.82050125779153,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5820,CL VARGAS,57,frente al Centro de Salud VARGAS,00066/1990,2010-05-05,Ayuntamiento Santander,0,2010-05-05,2,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25218.csv
25221,2017-10-30T23:35:05.966Z,433701.017066758,4812372.15667984,30,43.4594347981768,-3.82079680989584,43.4605282146659,-3.81945961945935,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5720,CL TRES DE NOVIEMBRE,38,junto a CEPYME,07746/2005,2010-05-05,Ayuntamiento Santander,0,2010-05-05,,3,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25221.csv
25224,2017-10-30T23:35:05.966Z,433765.507637813,4812368.62957196,30,43.4594087565102,-3.81999928385418,43.4605021692135,-3.81866211540656,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5720,CL TRES DE NOVIEMBRE,35,junto al 35,00062/1990,2010-05-05,Ayuntamiento Santander,0,2010-05-05,,1,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25224.csv
25227,2017-10-30T23:35:05.966Z,434117.404682579,4812493.52796782,30,43.4605643554685,-3.81566497395835,43.4616577082395,-3.81432791099348,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5720,CL TRES DE NOVIEMBRE,1,primera plaza en cordon,00061/1990,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25227.csv
25230,2017-10-30T23:35:05.966Z,433939.01794968,4812444.11628489,30,43.4601037434893,-3.81786386718751,43.4611971228525,-3.81652674934917,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5720,CL TRES DE NOVIEMBRE,16,junto al portal 16,01144/2006,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25230.csv
25203,2017-10-30T23:35:05.965Z,434896.43349136,4812915.83404399,30,43.464434798177,-3.8060865234375,43.4655279785445,-3.80474967938113,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5520,CL/ SEVILLA,S/N,junto Centro Cultural Modesto Tapia,00059/1990,2010-05-05,Ayuntamiento Santander,0,2010-05-05,3,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25203.csv
25197,2017-10-30T23:35:05.773Z,435379.123705669,4813078.12928762,30,43.465937890625,-3.8001392578125,43.4670309912632,-3.79880255943082,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5420,CL/ SANTA TERESA JESUS,7,junto al portal 7,06615/2004,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25197.csv
25200,2017-10-30T23:35:05.773Z,435382.302567546,4813080.08730022,30,43.4659557942708,-3.8001001953125,43.4670488941416,-3.79876349780089,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5420,CL/ SANTA TERESA JESUS,7,junto al portal 7,06669/2004,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25200.csv
24901,2017-10-30T23:35:05.772Z,434797.366596971,4812727.24974233,30,43.4627282552079,-3.8072885091146,43.4638214942631,-3.80595165078196,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4670,CL RUALASAL,10,tres primeras plazas despues de Santa Clara,00056/1990,2010-04-28,Ayuntamiento Santander,0,2010-04-28,3,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24901.csv
25176,2017-10-30T23:35:05.772Z,434318.825906063,4812677.21667091,30,43.4622359049478,-3.81319752604166,43.4633291928386,-3.81186051217132,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4710,CL/ RUBIO,12,a partir del 12 hasta C/Florida,00057/1990,2010-05-04,Ayuntamiento Santander,0,2010-05-04,0,0,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25176.csv
25179,2017-10-30T23:35:05.772Z,434285.442405735,4811826.81254944,30,43.4545763997395,-3.81350758463541,43.4556699218228,-3.8121706451148,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4730,CL/ RUIZ ZORRILLA,17-B,frente acceso al 17-B,01874/2003,2010-05-04,Ayuntamiento Santander,0,2010-05-04,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25179.csv
25182,2017-10-30T23:35:05.772Z,434176.15870987,4811829.14525802,30,43.4545877929686,-3.81485849609375,43.455681322454,-3.8135215196809,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,450,CL/ ANIBAL GONZALEZ  RIANCHO,2,junto entrada al aparcamiento,00058/1990,2010-05-04,Ayuntamiento Santander,0,2010-05-04,,2,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25182.csv
25185,2017-10-30T23:35:05.772Z,434121.629890015,4811801.47747225,30,43.4543338867186,-3.81552906901041,43.4554274277531,-3.81419207709001,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,450,CL/ ANIBAL GONZALEZ  RIANCHO,2,junto a la salida del aparcamiento parte Oeste,00058/1990,2010-05-04,Ayuntamiento Santander,0,2010-05-04,,2,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25185.csv
25188,2017-10-30T23:35:05.772Z,434139.800991217,4811969.51139593,30,43.4558483723957,-3.8153248046875,43.4569418663104,-3.81398780195948,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4720,CL/ RUIZ DE ALDA,9,frente al portal 9,02290/2003,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25188.csv
25191,2017-10-30T23:35:05.772Z,431103.074884459,4810634.5760223,30,43.4435558919271,-3.85268727213542,43.4446499730846,-3.85134938568896,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4070,BO SAN MARTIN PINO (P.C.),13-7,junto al inmueble 7,02452/2003,2010-05-05,Ayuntamiento Santander,0,2010-05-05,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25191.csv
25194,2017-10-30T23:35:05.772Z,435290.282816791,4813081.8751089,30,43.4659639322916,-3.801237890625,43.4670570384394,-3.79990116204893,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5420,CL SANTA TERESA JESUS,22,junto acceso al portal 22,00104/2008,2010-05-05,Ayuntamiento Santander,0,2010-05-05,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/25194.csv
24877,2017-10-30T23:35:05.545Z,431440.995171156,4812044.35234959,30,43.4562796875,-3.8486890625,43.4573733598342,-3.84735114716062,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,7410,CL RICARDO LEON,11,junto entrada de la vivienda,07447/2005,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24877.csv
24880,2017-10-30T23:35:05.545Z,429999.828767336,4812900.33910466,30,43.4638529296874,-3.86661061197917,43.4649464752769,-3.86527212702788,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5170,BO LLANILLA (SAN ROMAN),163,junto acceso al Colegio Verdemar,00016/2010,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24880.csv
24883,2017-10-30T23:35:05.545Z,433171.803819129,4813422.72779636,30,43.4688464192706,-3.82746673177084,43.469939588427,-3.82612925796838,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,7930,CL REPUENTE GP. FDO. ATECA,7,frente acceso al portal 7,00210/2008,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24883.csv
24886,2017-10-30T23:35:05.545Z,435098.461799298,4812626.54100497,30,43.4618477213539,-3.80355478515626,43.4629409657208,-3.80221803798833,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3810,PS/ PEREDA,12,frente al Banco de Santander - PLAZAS ELIMINADAS ORACLE 28160/2017,00050/1990,2010-04-28,Ayuntamiento Santander,0,2010-04-28,0,0,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24886.csv
24889,2017-10-30T23:35:05.545Z,435446.665272867,4812645.06716557,30,43.462044661458,-3.79925302734376,43.4631378751831,-3.79791639516453,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3810,PS PEREDA,30,primera plaza en Zona Maritima,00051/1990,2010-04-28,Ayuntamiento Santander,1,2010-04-28,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24889.csv
24892,2017-10-30T23:35:05.545Z,436219.292461253,4813028.17671367,30,43.465560286458,-3.78974781901043,43.4666533389854,-3.78841140765848,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4520,CL RIO CUBAS,6,junto acceso al portal 6,01344/2002,2010-04-28,Ayuntamiento Santander,0,2010-04-28,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24892.csv
24895,2017-10-30T23:35:05.545Z,434935.426814503,4812788.28157204,30,43.4632897786454,-3.8055892903646,43.4643829909134,-3.80425247222238,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4890,CL SAN JOSE,13,margen Sur frente la Iglesia,06471/2004,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24895.csv
24898,2017-10-30T23:35:05.545Z,434841.325575083,4812786.96495889,30,43.4632783854162,-3.80680185546876,44.4643716049842,-7.80546500443826,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4890,CL/ SAN JOSE,5,junto al portal 5,01061/2006,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24898.csv
24871,2017-10-30T23:35:05.544Z,435295.797107467,4813156.89945406,30,43.4666398886977,-3.80117864109375,43.4677329739875,-3.79984190682433,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4350,CL/ PRADO SAN ROQUE,50,corresponde al 14 de Macias Picavea,00461/2007,2010-04-28,Ayuntamiento Santander,0,2017-05-31,0,2,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24871.csv
24874,2017-10-30T23:35:05.544Z,436755.674562003,4813753.86245707,30,43.4721395631769,-3.78320175307292,43.4732323784364,-3.78186544890543,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2360,AV INFANTES,S/N,confluencia Infantes con AVDA de MAURA,00054/1990,2010-04-28,Ayuntamiento Santander,0,2010-04-28,3,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24874.csv
24725,2017-10-30T23:35:05.281Z,434146.938186522,4812901.15960928,30,43.4642370442707,-3.81534921875,43.4653302837747,-3.81401212466839,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3350,CL/ MONTE,47,junto al acceso del edificio,00514/2006,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24725.csv
24728,2017-10-30T23:35:05.281Z,434005.71460612,4812974.67212058,30,43.4648864583331,-3.81710377604167,43.4659796881952,-3.81576662717435,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3350,CL/ MONTE,59,junto al acceso del edificio,00157/2007,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24728.csv
24847,2017-10-30T23:35:05.281Z,433365.421182353,4812066.25197089,30,43.4566507812496,-3.82490732421876,43.4577443057941,-3.82357005200983,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3480,CL/ MONTEVIDEO,11,señalizada junto al inmueble 11,07867/2005,2010-04-28,Ayuntamiento Santander,0,2010-04-28,,0,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24847.csv
24850,2017-10-30T23:35:05.281Z,433186.838623493,4812144.85132616,30,43.4573425130204,-3.82712412109376,43.4584360292997,-3.82578678107374,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3750,CL/ PADRE RABAGO,6,señal ubicada junto al portal 6 para dos plazas,00048/1990,2010-04-28,Ayuntamiento Santander,0,2010-04-28,2,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24850.csv
24853,2017-10-30T23:35:05.281Z,433536.979596496,4812609.77701466,30,43.4615596354163,-3.82285328776043,43.4626529992306,-3.8215160183716,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4200,CL PERINES,24,frente al Monumento a la Virgen,00052/1990,2010-04-28,Ayuntamiento Santander,0,2010-04-28,3,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24853.csv
24859,2017-10-30T23:35:05.281Z,434403.208284339,4812108.45280201,30,43.4571224733333,-3.81208603041667,43.4582159100145,-3.81074910207517,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3560,CL/ NICOLAS SALMERON,1,señal ubicada frente al BBVA,08418/2005,2010-04-28,Ayuntamiento Santander,0,2010-04-28,,3,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24859.csv
24862,2017-10-30T23:35:05.281Z,434402.967822448,4812110.80522562,30,43.4571436321875,-3.812089285625,43.4582370682454,-3.81075235696623,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3560,CL/ NICOLAS SALMERON,1,entre el Banco y el Hotel Alisas,08535/2006,2010-04-28,Ayuntamiento Santander,0,2010-04-28,,0,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24862.csv
24865,2017-10-30T23:35:05.281Z,436259.826088653,4812665.75671731,30,43.4623006959895,-3.78920435723958,43.4633938443451,-3.78786799589632,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2080,CL GAMAZO,S/N,Estacionamiento Este del Palacio de Festivales - Abajo,00049/1990,2010-04-28,Ayuntamiento Santander,0,2010-04-28,,4,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24865.csv
24868,2017-10-30T23:35:05.281Z,436145.109766247,4812801.88248773,30,43.463516516302,-3.79063827651042,43.4646096359714,-3.78930186298983,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,4480,AV REINA VICTORIA,8,junto al portal 8 dos ultimas plazas en cordon,00055/1990,2010-04-28,Ayuntamiento Santander,0,2010-04-28,2,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24868.csv
24722,2017-10-30T23:35:05.28Z,433775.486200785,4811736.26804307,30,43.4537162109374,-3.81979908854166,43.454809795203,-3.81846198708098,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3140,CL MARQUES HERMIDA,44,señalizada entre los numeros 42-44,01060/2006,2010-04-28,Ayuntamiento Santander,0,2010-04-28,3,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24722.csv
24537,2017-10-30T23:35:05.098Z,431569.656735372,4812297.52237893,30,43.4585794921875,-3.8471802734375,44.4596730860914,-7.84584237425789,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3071,CL MARIA BLANCHARD,13,margen Norte de la calle junto al pasadizo de acceso al 33 de J.M. Cossio,00045/1990,2010-04-28,Ayuntamiento Santander,0,2010-04-28,2,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24537.csv
24540,2017-10-30T23:35:05.098Z,433148.98880053,4812792.50410167,30,43.46317021875,-3.82767140333333,43.464263561345,-3.82633398538242,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,7820,CL MIGUEL DE UNAMUNO,10,frente Graficas Iguña Norte de la calzada,00519/2008,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24540.csv
24543,2017-10-30T23:35:05.098Z,433220.352768435,4812888.89903993,30,43.4640531249997,-3.82685068359376,44.465146436091,-7.82551327842901,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,7820,CL MIGUEL DE UNAMUNO,6,frente al portal 6,00457/2008,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24543.csv
24546,2017-10-30T23:35:05.098Z,436083.492479111,4813220.93493363,30,43.4672841859375,-3.79144909979167,43.4683771958846,-3.79011262348677,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3230,PS MENENDEZ PELAYO,80,frente acceso de la vivienda 80,00264/2009,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24546.csv
24549,2017-10-30T23:35:05.098Z,436175.537881701,4812871.32583067,30,43.4641443469271,-3.79027029786458,43.4652374454303,-3.78893388758182,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2775,CL LEON FELIPE,13,primera plaza en bateria margen Norte frente al 13,08391/2005,2010-04-28,Ayuntamiento Santander,0,2010-04-28,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24549.csv
24719,2017-10-30T23:35:05.098Z,433652.345467315,4811695.72085798,30,43.4533402343749,-3.821316015625,43.4544338387481,-3.81997887694397,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,3140,CL MARQUES HERMIDA,54,esquina con GRAL.MOSCARDO,00876/2006,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24719.csv
24505,2017-10-30T23:35:05.097Z,434668.198069196,4812874.77331858,30,43.4640452027083,-3.8089028065625,43.4651384110534,-3.80756589004597,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2810,CL/ LIEBANA,11,frente al portal 11,00083/2006,2010-04-22,Ayuntamiento Santander,0,2010-04-22,1,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24505.csv
24508,2017-10-30T23:35:05.097Z,435294.800876724,4812810.4543426,30,43.4635292521874,-3.80119935604167,44.4646224320134,-7.7998626548289,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2560,CL/ JOSE RAMON LOPEZ DORIGA,2,junto al Centro de Mayores,00045/1990,2010-04-22,Ayuntamiento Santander,0,2010-04-22,4,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24508.csv
24531,2017-10-30T23:35:05.097Z,434026.983103389,4812645.8130971,30,43.4619274739582,-3.81680104166667,43.4630207918822,-3.81546393303922,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,2940,CL MAGALLANES,41,señal colocada  en la esquina con Peñas Redondas,08229/2005,2010-04-28,Ayuntamiento Santander,0,2010-04-28,2,,OLA,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24531.csv
24534,2017-10-30T23:35:05.097Z,430614.412030183,4810492.43836687,30,43.4422310221353,-3.85870737304688,43.443325178031,-3.8573693371851,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,8050,CL MANUEL POMBO ANGULO,2,acera Sur,00817/2007,2010-04-28,Ayuntamiento Santander,0,2010-04-28,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24534.csv
24478,2017-10-30T23:35:04.84Z,432728.78034192,4812694.02968922,30,43.4622459291665,-3.83285328208334,43.4633393295566,-3.83151573309923,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,7660,CL MOLINA (LA),6,frente al portal 6 Barrio Pronillo,00042/2007,2010-04-22,Ayuntamiento Santander,0,2010-04-22,,1,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24478.csv
24481,2017-10-30T23:35:04.84Z,432013.730471725,4812938.39167082,30,43.4643813458332,-3.84172209718751,43.465474732358,-3.84038428372763,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,5120,BO GLORIA (LA) (SAN ROMAN),79-A,frente al portal 79-A,00626/2007,2010-04-22,Ayuntamiento Santander,0,2010-04-22,"1 ",,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24481.csv
24484,2017-10-30T23:35:04.84Z,432004.313528251,4812801.2770014,30,43.4631459942706,-3.84182138104168,43.4642394188499,-3.84048357825363,S-17M,ESTACIONAMIENTO PARA PERSONAS CON DISCAPACIDAD,VERTICAL,INDICACION,INDICACIONES GENERALES,--- N/A ---,22294,160,BO LAVAPIES (ALBERICIA),46-6,frente al portal 6,00157/2007,2010-04-22,Ayuntamiento Santander,0,2010-04-22,1,,Libre,http://datos.santander.es/api/datos/plazas_pmr_nofoto/24484.csv
