



PK;NOMBRE;DESCRIPCION-ENTIDAD;HORARIO;EQUIPAMIENTO;TRANSPORTE;DESCRIPCION;ACCESIBILIDAD;CONTENT-URL;NOMBRE-VIA;CLASE-VIAL;TIPO-NUM;NUM;PLANTA;PUERTA;ESCALERAS;ORIENTACION;LOCALIDAD;PROVINCIA;CODIGO-POSTAL;BARRIO;DISTRITO;COORDENADA-X;COORDENADA-Y;LATITUD;LONGITUD;TELEFONO;FAX;EMAIL;TIPO;
4703662;"Centro Juvenil Carabanchel Alto";"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.";"Horario de apertura del centro :  de lunes a sábado de 9 a 21 horas.   Horario de información:   Lunes a viernes de 16:30 a 20:30 horas.  Miércoles y jueves de 12:30 a 14:30 horas.   Agosto cerrado";"Salas de ensayo  3 aulas  Sala polivalente";"Metro :  La Peseta (línea 11)  Bus :  35 y 47";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2565d2d6fe9a6110VgnVCM1000000b205a0aRCRD";"ALFONSO FERNANDEZ";"CALLE";"V";"23";"";"";"";"";"MADRID";"MADRID";"28044";"BUENAVISTA";"CARABANCHEL";"435970";"4468954";"40.366822704148795";"-3.755451103709316";"915 118 980                                                 
                                                                                         
";"";"actividadescarabanchel@gmail.com";"/contenido/entidadesYorganismos/OficinasInformacionJuvenil"; 
146682;"Centro Juvenil El Aleph (Villa de Vallecas)";"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.   Información sobre las actividades:    Correo :  actividadesaleph@gmail.com    Teléfono : 913 312 725";"Horario de apertura del centro:  de lunes a domingo de 8:30 a 21:30 horas.   Horario de información:  de lunes a viernes de 16 a 21 horas  Agosto cerrado.";"Recursos permanentes     Sala polivalente  Puntos de acceso a Internet  Wifi gratuito";"Bus: 58 , 63 , 145  Renfe: Santa Eugenia";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=84869475d381c010VgnVCM1000000b205a0aRCRD";"ZAZUAR";"CALLE";"V";"1";"";"";"";"C/V. Avda. Mediterráneo";"MADRID";"MADRID";"28031";"SANTA EUGENIA";"VILLA DE VALLECAS";"448718";"4470605";"40.38257934400676";"-3.6054546139177392";"913 013 457";"";"cj7aleph@madrid.es";"/contenido/entidadesYorganismos/OficinasInformacionJuvenil"; 
190703;"Centro Juvenil El Pardo";"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.   Información sobre las actividades    Correo :  actividadeselpardo@gmail.com    Teléfono : 913 760 652";"Miércoles  de 16 a 21 horas   Jueves  de 16 a 21 horas   Viernes  de 12 a 15 horas y de 16 a 21 horas   Sábados  de 11 a 14 horas y de 16 a 20 horas (de mayo a septiembre de 16 a 21 horas)   Horario de mayo a septiembre (verano):  de 12 a 15 horas y de 16 a 21 horas.    Horario de información : Viernes y sábado de 12 a 14 horas. De miércoles a sábado de 16 a 20 horas.";"Recursos permanentes     Salas polivalentes  Puntos de acceso a Internet  Wifi gratuito  Oficina de Información Juvenil";"Autobús:  desde el intercambiador de Moncloa el  601  (isla 3-dársena 30) y el  602  que sale del hospital Universitario la Paz.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=617ef50ad2a30110VgnVCM1000000b205a0aRCRD";"PADRE CIPRIANO";"AVENIDA";"V";"11";"";"";"";"";"MADRID";"MADRID";"28048";"EL PARDO";"FUENCARRAL-EL PARDO";"434160";"4485934";"40.51964199418355";"-3.778542672958104";"913 760 652";"";"cj3elpardo@madrid.es";"/contenido/entidadesYorganismos/OficinasInformacionJuvenil"; 
182139;"Centro Juvenil El Sitio de mi Recreo (Villa de Vallecas)";"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.   Información sobre las actividades:    Correo :  actividadeselrecreo@gmail.com    Teléfono : 913 05 24 48";"Horario de apertura del centro:  de lunes a domingo de 8:30 a 21:30 horas.    Horario de información : el lunes de 16 a 20 horas, de martes a viernes de 12 a 15 horas y de 16 a 21 horas. Los sábados de 16 a 20 horas";"Recursos permanentes     Sala polivalente  Sala exposiciones   Teatro/Auditorio   3 locales de ensayo   Puntos de acceso a Internet  Wifi gratuito  Oficina de Información Juvenil";"Metro:  Villa de Vallecas (línea 1)    Bus:  54, 58, 103, 142, 143, N9   Renfe:  Vallecas";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9bd738d60b41c010VgnVCM2000000c205a0aRCRD";"REAL DE ARGANDA";"CALLE";"V";"39";"";"";"";"";"MADRID";"MADRID";"28031";"SANTA EUGENIA";"VILLA DE VALLECAS";"447744";"4470274";"40.37953682427198";"-3.616901585603186";"913 052 448";"";"cj6srecreo@madrid.es";"/contenido/entidadesYorganismos/OficinasInformacionJuvenil"; 
5396226;"Centro Juvenil Hontalbilla (Fuencarral - El Pardo)";"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.   Información sobre las actividades    Correo :  actividadeshontalbilla@gmail.com    Teléfono : 917 342 878 y 917 364 378";"Horario de apertura del centro :     Mañanas: de lunes a sábados, de: 10 a 14 horas  Tardes:de lunes a sábados, de 16 a  20:30 horas   Agosto   centro juvenil cerrado.   Horario de información :    Mañanas: Martes y jueves de 12 a 14 horas.  Tardes: Lunes a viernes de 16 a 21 horas.";"Asesoría de salud joven   Asesoramiento gratuito dirigido a jóvenes sobre sexualidad, abuso de sustancias, alimentación y hábitos saludables, adorno corporal o cualquier otra pregunta sobre salud.   Recursos permanentes     Salas polivalentes  Puntos de acceso a Internet  Wifi gratuito  Oficina de Información Juvenil";"Metro: Fuencarral (línea 10)  Bus: 66, 124 y 137, 154,  N 24  Renfe: Madrid-Ramón y Cajal";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=afc93331c9ee2210VgnVCM2000000c205a0aRCRD";"HONTALBILLA";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28034";"VALVERDE";"FUENCARRAL-EL PARDO";"441583";"4482839";"40.49231828430878";"-3.6906342081203283";"917 364 378";"";"cj4hontalbilla@madrid.es";"/contenido/entidadesYorganismos/OficinasInformacionJuvenil"; 
4923522;"Centro Juvenil Tetuán Punto Joven";"Mira la programación mensual de cada uno de los centros juveniles, encontrarás talleres, teatro, actividades, cesiones de espacios para tu música o tus ensayos, exposiciones; además Wifi gratuito, oficinas de información juvenil y un montón de cosas interesantes.   Información sobre las actividades    Correo :  tetuanpuntojoven@gmail.com    Teléfono : 915 347 744";"Lunes de 17 a 20 horas y de martes a sábado de 11 a 14 y de 16 a 20 horas.  Domingos y festivos: cerrado.  Agosto: cerrado.";"Sala Polivalente  Punto de acceso a Internet.  Wifi gratuito  Oficina de Información Juvenil";"Metro: Cuatro Caminos (líneas 1, 2 y 6) y Nuevos Ministerios (líneas 6, 8 y 10)  Bus: 5, 45, 66, 127, 128, 14 ,  C 1,  C 2  Cercanías: Nuevos Ministerios";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=2f9e41aee5a2a110VgnVCM1000000b205a0aRCRD";"DULCINEA";"CALLE";"V";"4";"";"";"";"Acceso por Raimundo Fdez. Villaverde, 35";"MADRID";"MADRID";"28020";"CUATRO CAMINOS";"TETUAN";"440760";"4477837";"40.447199849232135";"-3.6998771920981004";"915 347 744";"";"cj1tetuan@madrid.es";"/contenido/entidadesYorganismos/OficinasInformacionJuvenil"; 
4535757;"Centro Sefarad - Israel";"Tiene como objetivos entre otros, impulsar el desarrollo de las relaciones de España con la comunidad y organizaciones judias, sobre todo en los ámbitos cultural, social y científico.";"";"";"Metro: Sol (líneas 1, 2, 3), Ópera (líneas 2, 5, R), Latina (línea 5)  Bus: 3, 31, 50, 65  Renfe: Sol";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=9d50215a57131110VgnVCM2000000c205a0aRCRD";"MAYOR";"CALLE";"V";"69";"";"";"";"";"MADRID";"MADRID";"28013";"PALACIO";"CENTRO";"439768";"4474305";"40.41531064853993";"-3.7112390711768444";"913 911 002";"915 419 310";"centro@sefarad-israel.es";"/contenido/entidadesYorganismos/Consorcios"; 
10344149;"Centro Social Clara Campoamor (Retiro)";"El Centro Sociocultural Clara Campoamor se encuentra en uno de los edificios de la Junta Municipal del Distrito de Retiro (el edificio más moderno).  En este edificio, además del Centro Sociocultural se encuentran las oficinas de Línea Madrid y los despachos de los grupos políticos de la Junta.";"De lunes a domingo, de 9 a 21 horas.";"Puestos de lectura:  70 (1&ordf; planta) y 65 (2&ordf; planta)  Se utilizan también otros espacios de las plantas segunda y tercera para diversas actividades culturales y para cesiones temporales a diferentes asociaciones y grupos culturales, además de las reuniones de las mesas de los foros locales.";"Metro: Pacífico (línea 1 y 6)  Bus: 24, 37, 54, 57, 141";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=0c057ab5c83db510VgnVCM2000001f4a900aRCRD";"CIUDAD DE BARCELONA";"AVENIDA";"V";"162";"1ª";"";"";"y 164";"MADRID";"MADRID";"28007";"PACIFICO";"RETIRO";"442637";"4472845";"40.402370336363475";"-3.67728148137287";"915 886 348";"";"";"/contenido/entidadesYorganismos/CentrosCulturales"; 
4568753;"Centro Social Polivalente de Vicálvaro";"";"De lunes a viernes de 9 a 21 horas";"Sede del Consejo Territorial del distrito  Sede de la Mesa de Infancia y Adolescencia  Sede de la Mesa de Diálogo y la Convivencia  Punto de Agente de Igualdad  Sede del conjunto de actividades de Participación Ciudadana.   Dispone de 3 salas de reuniones, 13 despachos y 1 sala de exposición";"Bus: 100, 130";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=59c6ca957d152110VgnVCM1000000b205a0aRCRD";"REAL";"AVENIDA";"V";"12";"";"";"";"";"MADRID";"MADRID";"28032";"CASCO H.VICALVARO";"VICALVARO";"448599";"4472815";"40.40248118658274";"-3.6070352433899013";"917 602 468 (centralita)";"";"";"/contenido/entidadesYorganismos/CentrosCulturales"; 
56495;"Centro Sociocultural  Siena (Ciudad Lineal)";"";"Secretaría:  De lunes a viernes, de 9 a 14 horas y de 17 a 19 horas.  Julio, de lunes a viernes, de 9 a 14 horas.  Agosto cerrado.";"Sala de lectura y estudio  3 aulas  Zona wifi";"Metro: Quintana (línea 5)   Bus: 21, 38, 48, 146.";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1114c2c6e051c010VgnVCM2000000c205a0aRCRD";"SIENA";"CALLE";"V";"52";"";"";"";"";"MADRID";"MADRID";"28027";"QUINTANA";"CIUDAD LINEAL";"444818";"4476248";"40.43316516575713";"-3.651876723048774";"914 039 011";"";"";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1936;"Centro Sociocultural Alberto Sánchez (Puente de Vallecas)";"";"Secretaría: de lunes a viernes no festivos, de 9 a 13:30 y de 17 a 18:30 horas.";"Sala de exposiciones  2 salones de actos / auditorio (Aforo: 80 y 350 personas)  Sala de ensayo  9 aulas  Zona wifi";"Metro: Buenos Aires, Portazgo (línea 1)  Bus: 54, 58, 103, 136, 141, 143";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=20a43d0b5e71c010VgnVCM1000000b205a0aRCRD";"RISCO DE PELOCHE";"CALLE";"V";"14";"";"";"";"";"MADRID";"MADRID";"28038";"NUMANCIA";"PUENTE DE VALLECAS";"444469";"4471860";"40.393612303425975";"-3.6556073868098493";"917 570 320 / 917 570 321";"";"cscalbertosanchez@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
72862;"Centro Sociocultural Alfonso XII (Fuencarral - El Pardo)";"";"Secretaría: de lunes a viernes de 9 a 15 horas";"Sala de exposiciones  Sala de lectura y estudio  Salón de actos / auditorio  6 aulas  Cafetería  Zona wifi";"Bus: 601 (salida desde el Intercambiador de Moncloa).";"En la misma sede está ubicada la sala de estudio Alfonso XII.";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=b7d168540e41c010VgnVCM2000000c205a0aRCRD";"MIRA EL RIO";"CALLE";"V";"4";"";"";"";"";"MADRID";"MADRID";"28048";"EL PARDO";"FUENCARRAL-EL PARDO";"434214";"4485937";"40.519673311658686";"-3.7779055687726535";"913 762 060 / 913 762 062";"";"ccelpardo@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1974;"Centro Sociocultural Aula de Aire Libre (Puente de Vallecas)";"";"Secretaría:  De lunes a viernes, de 9 a 14 horas.  Martes y miércoles, de 17 a 19 horas.";"Zona wifi";"Bus: 24, 57, 103, 111, 310";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=314e1e79ee71c010VgnVCM1000000b205a0aRCRD";"SIERRA CARBONERA";"CALLE";"V";"74";"";"";"";"";"MADRID";"MADRID";"28053";"SAN DIEGO";"PUENTE DE VALLECAS";"443641";"4471476";"40.39009728291889";"-3.665329063724782";"917 570 240 / 915 887 325";"";"aalibrepvallecas@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1927;"Centro Sociocultural Blasco Ibáñez (Carabanchel)";"";"Secretaría:  De lunes a viernes, de 10 a 13 y de lunes a jueves, de 16:30 a 18:30 horas,  Festivos y Agosto cerrado.";"5 aulas  2 gimnasios  Zona wifi";"Bus: 119";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=fb453d0b5e71c010VgnVCM1000000b205a0aRCRD";"SOLDADO JOSE MARIA REY";"CALLE";"V";"44";"";"";"";"";"MADRID";"MADRID";"28019";"SAN ISIDRO";"CARABANCHEL";"437922";"4472060";"40.394959912881816";"-3.732764798621339";"914 280 554 / 914 280 555";"";"ccblascoibanez@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1949;"Centro Sociocultural Bohemios (Villaverde)";"";"Secretaría: de lunes a viernes de 9 a 13:30 y de 17 a 19 horas.  Durante el mes de  julio el horario será de 9 a 14 horas.";"Sala de exposiciones  Salón de actos / auditorio  7 aulas  Cafetería  Zona wifi";"Bus: 22 , 59 , 79 , 85";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=42753d0b5e71c010VgnVCM1000000b205a0aRCRD";"LOS BOHEMIOS";"CALLE";"V";"1";"";"";"";"";"MADRID";"MADRID";"28041";"LOS ANGELES";"VILLAVERDE";"441175";"4467754";"40.35639654251886";"-3.6940501846610894";"917 109 260 ";"";"ccbohemios@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1967;"Centro Sociocultural Ciudad Lineal";"";"Secretaría:  De lunes a viernes, de 9 a 14 y de 16 a 18 horas.  Julio, de lunes a viernes, de 9 a 14 horas.  Agosto cerrado";"Sala de lectura y estudio  8 aulas  Zona wifi";"Bus: 110, 113, 210";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=16f81e79ee71c010VgnVCM1000000b205a0aRCRD";"POETA BLAS DE OTERO";"CALLE";"V";"81";"";"";"";"";"MADRID";"MADRID";"28017";"VENTAS";"CIUDAD LINEAL";"444826";"4475103";"40.422850906984415";"-3.651682839770605";"914 055 840                       
";"";"cscciudadlineal@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1912;"Centro Sociocultural Clara del Rey (Centro)";"";"Secretaría:   De lunes a viernes, de 9 a 14 horas. Martes y jueves, de 16 a 18:30 horas.  Julio y septiembre, de lunes a viernes, de 8:30 a 14:30 horas.  Agosto cerrado.";"6 aulas  Zona wifi";"Metro: Noviciado (línea 2).  Bus: 147, M2, 3";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1e163d0b5e71c010VgnVCM1000000b205a0aRCRD";"PALMA";"CALLE";"V";"36";"";"";"";"";"MADRID";"MADRID";"28004";"UNIVERSIDAD";"CENTRO";"440311";"4475538";"40.42646635574924";"-3.704943545703863";"915 222 823 / 915 324 171";"";"ccclararey@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
118935;"Centro Sociocultural Cánovas del Castillo (Usera)";"";"Secretaría: De lunes a viernes, de 10 a 14 y de 17 a 19 horas.  Agosto cerrado.";"1 sala de exposiciones  1 sala de lectura y estudio  6 aulas  Zona wifi";"Metro: Almendrales (línea 3)  Bus: 47, 247, 6, 78, 18, 22, 59, 76, 79, 85, 86, 23, 123";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=1087cbf06c81c010VgnVCM1000000b205a0aRCRD";"JULIO AGUIRRE";"CALLE";"V";"10";"";"";"";"y 12";"MADRID";"MADRID";"28026";"ALMENDRALES";"USERA";"440689";"4471073";"40.38626143332092";"-3.7000825227295007";"915 005 489";"";"canovascastillocs@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1941;"Centro Sociocultural Eduardo Chillida (Moratalaz)";"";"Secretaría:    De lunes a viernes, de 9 a 14 y de 17 a 19 horas.  Julio, de lunes a viernes, de 9 z 14 horas.  Agosto cerrado.";"Sala de exposiciones  9 aulas   Zona wifi    2 gimnasios    Aula polivalente (70 personas)";"Metro: Vinateros (línea 9)  Bus: 71, 30, 32";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=01963d0b5e71c010VgnVCM1000000b205a0aRCRD";"ARROYO BELINCOSO";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28030";"MEDIA LEGUA";"MORATALAZ";"444686";"4473610";"40.40939173676513";"-3.653214777359331";"913 339 141 / 913 339 142";"";"ccechillida@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
26904;"Centro Sociocultural El Greco (Latina)";"";"Secretaría: de lunes a viernes de 9 a 14 horas y de 16:30 a 19 horas.";"Sala de exposiciones  Sala de lectura y estudio   Salón de actos / auditorio (Aforo 100 personas)  5 aulas  Cafetería  Zona wifi";"Metro: Lucero (línea 6)  Bus: 31, 33, 36, 39, 65";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=cae2b3e42751c010VgnVCM2000000c205a0aRCRD";"EL GRECO";"CALLE";"V";"29";"";"";"";"";"MADRID";"MADRID";"28011";"LUCERO";"LATINA";"436687";"4473443";"40.407316328180464";"-3.747465416906973";"914 793 261 / 914 793 150";"";"ccgreco@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1944;"Centro Sociocultural Francisco Fatou (Villa de Vallecas)";"";"Secretaría:   Lunes a viernes, de 9 a 14 y de 15 a 20:30 horas.  Julio y Agosto, de lunes a viernes, de 9 a 14 horas.";"Sala de exposiciones  Salón de actos / auditorio (aforo 94 personas)  4 aulas  Zona wifi";"Metro: Villa de Vallecas (línea 1)  Bus: 54, 58, 103, 142, 143";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=d9e73d0b5e71c010VgnVCM1000000b205a0aRCRD";"MANUEL VELEZ";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28031";"CASCO H.VALLECAS";"VILLA DE VALLECAS";"447216";"4470283";"40.379584618162156";"-3.623110349262379";"913 806 620                 
";"";"ccfranciscofatou@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1926;"Centro Sociocultural García Lorca (Carabanchel)";"";"Secretaría:  De lunes a viernes, de 10 a 13 y de lunes a jueves, de 16:30 a 18:30 horas.  Julio, de lunes a viernes, de 10 a 13 horas.  Agosto cerrado.";"Salón de actos / auditorio (aforo 120 personas)  7 aulas  3 gimnasios";"Metro: Carabanchel Alto (línea 11)  Bus: 35, 47, 34, 139";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=e6773d0b5e71c010VgnVCM1000000b205a0aRCRD";"EUGENIA DE MONTIJO";"CALLE";"V";"105";"";"";"";"";"MADRID";"MADRID";"28044";"BUENAVISTA";"CARABANCHEL";"436352";"4469770";"40.37420290010211";"-3.7510337449848636";"915 110 370                      
";"";"ccgarcialorca@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1947;"Centro Sociocultural José Espronceda (Tetuán)";"";"Secretaría:  De lunes a viernes, de 9:30 a 14:30 horas.    Agosto:  Cerrado";"1 Salón de actos / auditorio (aforo 96 personas)  7 aulas  Zona wifi";"Metro: Cuatro Caminos (líneas 1, 2, 6)  Bus: 3, 64, 66, 124, 128";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=23881e79ee71c010VgnVCM1000000b205a0aRCRD";"ALMANSA";"CALLE";"V";"9";"";"";"";"";"MADRID";"MADRID";"28039";"BELLAS VISTAS";"TETUAN";"440367";"4477999";"40.44863106357685";"-3.7045265016586013";"915 536 160                       
";"";"cscjespronceda@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
124354;"Centro Sociocultural Juvenil Moratalaz";"";"Secretaría: De lunes a viernes, de 9 a 14 y de 17 a 18:45 horas.";"Sala de exposiciones  Sala de lectura y estudio  5 aulas  Zona wifi  Aula multimedia";"Metro: Pavones (línea 9)  Bus: 142, 144, 8, 20, 32";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=bf388899fc81c010VgnVCM1000000b205a0aRCRD";"FUENTE CARRANTONA";"CALLE";"V";"10";"";"";"";"";"MADRID";"MADRID";"28030";"PAVONES";"MORATALAZ";"446083";"4472471";"40.399222766804556";"-3.6366543437448824";"915 880 459 / 915 887 435 / 915 887 459";"";"ccjmoratalaz@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
102131;"Centro Sociocultural Latina";"";"Secretaría: de lunes a viernes de 9:30 a 14:30 horas y de 16:30 a 18:30 horas";"1 sala de lectura  1 sala de exposiciones  6 aulas  Zona wifi  1 sala de audiovisuales";"Bus: 17, 34, 117, 155";"En la misma sede:    Oficina de información juvenil  Sala de Estudio Latina";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=a4ed8899fc81c010VgnVCM1000000b205a0aRCRD";"RODRIGO DE ARANA";"CALLE";"V";"50";"";"";"";"";"MADRID";"MADRID";"28044";"LAS AGUILAS";"LATINA";"435092";"4470384";"40.3796366471018";"-3.7659492448759053";"915 095 470 / 471               
";"";"juvenlatina@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1918;"Centro Sociocultural Lavapiés (Centro)";"";"Secretaría:   De lunes a jueves, de 9 a 14 y de 16 a 18 horas. Viernes, de 9 a 14 horas.  Julio y Septiembre, de lunes a viernes, de 9 a 14 horas.  Agosto cerrado.";"Salón de actos / auditorio (aforo 80 personas)  9 aulas  1 sala de ensayo  Zona wifi  Máquinas vending";"Metro: Lavapiés (línea 3).  Bus: M1";"";"0";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=5f891e79ee71c010VgnVCM1000000b205a0aRCRD";"OLIVAR";"CALLE";"V";"46";"";"";"";"";"MADRID";"MADRID";"28012";"EMBAJADORES";"CENTRO";"440583";"4473672";"40.40966697102759";"-3.701574291636879";"915 060 712 / 915 060 775";"";"cclavapies@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1961;"Centro Sociocultural Luis Gonzaga (Chamartín)";"";"Secretaría:  De lunes a viernes, de 9:30 a 14 horas y de 16:30 a 18:30 horas.";"Salas de lectura y estudio  8 aulas  Zona wifi";"Metro: Cruz del Rayo (línea 9)  Bus: 29, 52, 1";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=ba8b3d232e91f010VgnVCM1000000b205a0aRCRD";"PRINCIPE DE VERGARA";"CALLE";"V";"142";"";"";"";"";"MADRID";"MADRID";"28002";"CIUDAD JARDIN";"CHAMARTIN";"442605";"4477567";"40.44489723228663";"-3.6780972922453685";"915 886 596 / 915 885 219";"";"juvenlgonzaga@madrid.es";"/contenido/entidadesYorganismos/CentrosCulturales"; 
1909;"Centro Sociocultural Maestro Alonso (Salamanca)";"";"Secretaría: de lunes a jueves de 9 a 14 y de 15 a 18 horas. Viernes de  de 9 a 14 y de 15 a 17 horas.";"Exposiciones   Sala de lectura y estudio  Salón de actos / auditorio (aforo 154 personas)  4 salas de ensayo  14 aulas  Cafetería  4 Zonas wifi  Aula navegación libre Internet";"Metro: Ventas (líneas 2, 5)  Bus: 21, 53, 38, 106, 110, 146, 210";"";"1";"http://www.madrid.es/sites/v/index.jsp?vgnextchannel=9e4c43db40317010VgnVCM100000dc0ca8c0RCRD&vgnextoid=783f1e79ee71c010VgnVCM1000000b205a0aRCRD";"MAESTRO ALONSO";"CALLE";"V";"6";"";"";"";"";"MADRID";"MADRID";"28028";"FUENTE DEL BERRO";"SALAMANCA";"443715";"4475837";"40.42938854032785";"-3.664855511110751";"917 268 800 / 913 560 807   
";"";"";"/contenido/entidadesYorganismos/CentrosCulturales"; 
