FECHA,Cupressaceae valor,Cupressaceae riesgo,Cupressaceae previsin,Cupressaceae tendencia,Platanus valor,Platanus riesgo,Platanus previsin,Platanus tendencia,Urticaceae valor,Urticaceae riesgo,Urticaceae previsin,Urticaceae tendencia,Quercus valor,Quercus riesgo,Quercus previsin,Quercus tendencia,Olea valor,Olea riesgo,Olea previsin,Olea tendencia,Gramneas valor,Gramneas riesgo,Gramneas previsin,Gramneas tendencia,Plantago valor,Plantago riesgo,Plantago previsin,Plantago tendencia,Chenopodiaceae valor,Chenopodiaceae riesgo,Chenopodiaceae previsin,Chenopodiaceae tendencia,Casuarina valor,Casuarina riesgo,Casuarina previsin,Casuarina tendencia,LAT,LON
20170607,1,N,1,E,0,N,0,E,2,N,2,B,2,N,1,B,2,N,2,B,2,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170608,1,N,1,E,0,N,0,E,2,N,2,B,1,N,1,B,1,N,2,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170609,1,N,1,E,0,N,0,E,2,N,2,B,1,N,1,B,1,N,2,B,1,N,1,B,1,N,1,B,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170610,1,N,1,E,0,N,0,E,1,N,2,B,1,N,1,B,1,N,2,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170611,0,N,1,E,0,N,0,E,2,N,2,B,1,N,1,B,1,N,2,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170612,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170613,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170614,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,0,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170615,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170616,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170617,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170619,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170612,1,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170613,0,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170614,0,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170615,0,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170616,0,N,1,B,0,N,0,E,2,N,2,B,1,N,1,B,1,N,1,B,0,N,1,B,0,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170617,1,N,1,B,0,N,0,E,2,R,2,B,0,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170618,1,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170619,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170620,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,0,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170621,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,0,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170622,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170623,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,0,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170624,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170625,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170619,1,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170620,1,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170621,1,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170622,1,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170623,1,N,1,B,0,N,0,E,2,R,2,B,0,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170624,0,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170625,0,N,1,B,0,N,0,E,2,R,2,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170626,0,N,0,E,0,N,0,E,1,N,0,E,1,N,1,B,1,N,1,B,1,N,1,E,0,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170627,0,N,0,E,0,N,0,E,0,N,0,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170628,0,N,0,E,0,N,0,E,0,N,0,E,1,N,1,B,1,N,1,B,0,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170629,0,N,0,E,0,N,0,E,1,N,0,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170630,0,N,0,E,0,N,0,E,0,N,0,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,0,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170701,0,N,0,E,0,N,0,E,0,N,0,E,1,N,1,B,1,N,1,B,1,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170702,1,N,0,E,0,N,0,E,0,N,0,E,1,N,1,B,1,N,1,B,0,N,1,E,1,N,1,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170626,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170627,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,0,N,1,B,0,N,1,B,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170628,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170629,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170630,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,0,N,1,B,1,N,1,B,0,N,1,B,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170701,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,0,N,1,B,0,N,1,B,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170702,0,N,0,E,0,N,0,E,1,N,1,E,0,N,1,B,0,N,1,B,0,N,1,B,0,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170703,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170704,1,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170705,0,N,0,E,0,N,0,E,1,N,1,E,0,N,1,B,1,N,1,B,0,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170706,0,N,0,E,0,N,0,E,1,N,1,E,0,N,1,B,1,N,1,B,0,N,1,B,1,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170707,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170708,0,N,0,E,0,N,0,E,2,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170709,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,1,B,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170710,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170711,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170712,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,0,N,0,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170713,0,N,0,E,0,N,0,E,1,N,1,E,0,N,1,B,1,N,1,B,1,N,1,B,0,N,0,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170714,0,N,0,E,0,N,0,E,2,N,1,E,0,N,1,B,1,N,1,B,1,N,1,B,0,N,0,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170715,0,N,0,E,0,N,0,E,1,N,1,E,0,N,1,B,1,N,1,B,1,N,1,B,1,N,0,B,0,N,1,B,0,N,0,E,36.7257311,-4.420821
20170716,0,N,0,E,0,N,0,E,1,N,1,E,1,N,1,B,1,N,1,B,1,N,1,B,1,N,0,B,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170717,0,N,0,E,0,N,0,E,1,N,0,E,1,N,0,B,1,N,0,B,1,N,1,E,1,N,0,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170718,0,N,0,E,0,N,0,E,1,N,0,E,1,N,0,B,0,N,0,B,1,N,1,E,1,N,0,B,0,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170719,0,N,0,E,0,N,0,E,1,N,0,E,1,N,0,B,0,N,0,B,1,N,1,E,1,N,0,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170720,0,N,0,E,0,N,0,E,1,N,0,E,1,N,0,B,1,N,0,B,1,N,1,E,1,N,0,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170721,0,N,0,E,0,N,0,E,1,N,0,E,0,N,0,B,1,N,0,B,1,N,1,E,1,N,0,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170722,0,N,0,E,0,N,0,E,0,N,0,E,1,N,0,B,1,N,0,B,1,N,1,E,0,N,0,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170723,0,N,0,E,0,N,0,E,0,N,0,E,1,N,0,B,0,N,0,B,1,N,1,E,1,N,0,B,1,N,1,B,0,N,0,E,36.7154446,-4.4729326
20170717,0,N,0,E,0,N,0,E,2,N,1,E,0,N,0,E,0,N,1,B,1,N,1,B,1,N,0,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170718,1,N,0,E,0,N,0,E,2,N,1,E,0,N,0,E,1,N,1,B,1,N,1,B,1,N,0,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170719,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,1,N,1,B,1,N,0,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170720,0,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,1,N,1,B,1,N,1,B,1,N,0,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170721,0,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,1,N,1,B,1,N,1,B,1,N,0,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170722,0,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,1,N,1,B,1,N,1,B,1,N,0,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170723,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,1,N,1,B,1,N,0,E,1,N,1,B,0,N,0,E,36.7257311,-4.420821
20170918,1,N,1,E,0,N,0,E,1,N,1,E,1,N,0,E,1,N,0,E,1,N,0,E,1,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170919,0,N,1,E,0,N,0,E,0,N,1,E,1,N,0,E,1,N,0,E,0,N,0,E,1,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170920,1,N,1,E,0,N,0,E,0,N,1,E,1,N,0,E,1,N,0,E,0,N,0,E,1,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170921,0,N,1,E,0,N,0,E,0,N,1,E,0,N,0,E,0,N,0,E,1,N,0,E,1,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170922,1,N,1,E,0,N,0,E,1,N,1,E,1,N,0,E,0,N,0,E,0,N,0,E,0,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170923,1,N,1,E,0,N,0,E,0,N,1,E,1,N,0,E,0,N,0,E,0,N,0,E,0,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170924,0,N,1,E,0,N,0,E,0,N,1,E,0,N,0,E,0,N,0,E,0,N,0,E,0,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170925,1,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,0,E,0,N,0,E,1,N,0,E,0,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170926,1,N,1,E,0,N,0,E,0,N,1,E,1,N,0,E,1,N,0,E,1,N,0,E,0,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170927,1,N,1,E,0,N,0,E,0,N,1,E,0,N,0,E,0,N,0,E,0,N,0,E,0,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170928,1,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,0,E,1,N,0,E,0,N,0,E,1,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170929,1,N,1,E,0,N,0,E,0,N,1,E,0,N,0,E,0,N,0,E,1,N,0,E,0,N,0,E,0,N,1,B,0,B,0,E,36.7154446,-4.4729326
20170930,1,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,0,E,0,N,0,E,0,N,0,E,0,N,1,B,0,B,0,E,36.7154446,-4.4729326
20171001,1,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,0,E,1,N,0,E,0,N,0,E,1,N,1,B,1,B,1,A,36.7154446,-4.4729326
20170731,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,E,1,N,1,E,1,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170801,0,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,1,N,1,E,0,N,1,E,1,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170802,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,E,1,N,1,E,1,N,0,E,0,N,1,E,0,N,0,E,36.7257311,-4.420821
20170803,1,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,E,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170804,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,E,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170805,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,E,0,N,1,E,0,N,0,E,0,N,1,E,0,N,0,E,36.7257311,-4.420821
20170806,0,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,1,N,1,E,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170807,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,E,1,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170808,0,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,1,N,1,E,1,N,1,E,1,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170809,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,E,1,N,1,E,0,N,0,E,0,N,1,E,0,N,0,E,36.7257311,-4.420821
20170810,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,E,1,N,1,E,1,N,0,E,0,N,1,E,0,N,0,E,36.7257311,-4.420821
20170811,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,E,0,N,1,E,0,N,0,E,0,N,1,E,0,N,0,E,36.7257311,-4.420821
20170812,0,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,0,N,1,E,0,N,1,E,1,N,0,E,0,N,1,E,0,N,0,E,36.7257311,-4.420821
20170813,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,E,0,N,1,E,0,N,0,E,0,N,1,E,0,N,0,E,36.7257311,-4.420821
20170814,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,B,0,N,1,E,0,N,0,E,0,N,1,E,0,N,0,E,36.7257311,-4.420821
20170815,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,B,0,N,1,E,0,N,0,E,1,N,1,E,0,N,1,E,36.7257311,-4.420821
20170816,0,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,1,N,1,B,1,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170817,1,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,1,N,1,B,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170818,1,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,B,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170819,0,N,0,E,0,N,0,E,1,N,1,E,1,N,0,E,0,N,1,B,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170820,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,B,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,36.7257311,-4.420821
20170821,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,1,N,1,E,0,N,0,E,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170822,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,0,N,1,E,0,N,0,E,1,N,1,A,0,N,0,E,36.7257311,-4.420821
20170823,0,N,0,E,0,N,0,E,2,N,1,E,0,N,0,E,1,N,1,B,1,N,1,E,0,N,0,E,1,N,1,A,1,N,0,E,36.7257311,-4.420821
20170824,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,0,N,1,E,0,N,0,E,0,N,1,A,0,N,0,E,36.7257311,-4.420821
20170825,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,B,0,N,1,E,0,N,0,E,1,N,1,A,1,N,0,E,36.7257311,-4.420821
20170826,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,1,N,1,E,0,N,0,E,1,N,1,A,1,N,0,E,36.7257311,-4.420821
20170827,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,0,N,1,E,0,N,0,E,1,N,1,A,1,N,0,E,36.7257311,-4.420821
20170918,1,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,0,N,1,A,36.7257311,-4.420821
20170919,1,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,0,E,0,N,1,E,0,N,0,E,1,N,1,B,0,N,1,A,36.7257311,-4.420821
20170920,0,N,1,E,0,N,0,E,1,N,1,E,1,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,1,B,0,N,1,A,36.7257311,-4.420821
20170921,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,0,E,0,N,1,E,0,N,0,E,0,N,1,B,0,N,1,A,36.7257311,-4.420821
20170922,1,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,0,E,0,N,1,E,0,N,0,E,1,N,1,B,0,N,1,A,36.7257311,-4.420821
20170923,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,0,N,1,A,36.7257311,-4.420821
20170924,0,N,1,E,0,N,0,E,1,N,1,E,0,N,0,E,0,N,0,E,1,N,1,E,0,N,0,E,1,N,1,B,0,N,1,A,36.7257311,-4.420821
20170925,1,N,1,A,0,N,0,E,1,N,1,E,0,N,0,E,0,N,0,E,0,N,1,E,0,N,0,E,1,N,1,E,0,N,1,A,36.7257311,-4.420821
20170926,1,N,1,A,0,N,0,E,1,N,1,E,1,N,0,E,1,N,0,E,0,N,1,E,0,N,0,E,1,N,1,E,0,N,1,A,36.7257311,-4.420821
20170927,1,N,1,A,0,N,0,E,1,N,1,E,1,N,0,E,1,N,0,E,1,N,1,E,0,N,0,E,0,N,1,E,0,N,1,A,36.7257311,-4.420821
20170928,1,N,1,A,0,N,0,E,1,N,1,E,0,N,0,E,1,N,0,E,1,N,1,E,1,N,0,E,1,N,1,E,0,N,1,A,36.7257311,-4.420821
20170929,0,N,1,A,0,N,0,E,1,N,1,E,0,N,0,E,0,N,0,E,0,N,1,E,0,N,0,E,0,N,1,E,0,N,1,A,36.7257311,-4.420821
20170930,1,N,1,A,0,N,0,E,1,N,1,E,0,N,0,E,1,N,0,E,0,N,1,E,0,N,0,E,0,N,1,E,0,N,1,A,36.7257311,-4.420821
20171001,1,N,1,A,0,N,0,E,1,N,1,E,0,N,0,E,0,N,0,E,0,N,1,E,0,N,0,E,1,N,1,E,0,N,1,A,36.7257311,-4.420821
