TIPO,EJERCICIO,ECONÓMICO,ABREVIADA,DESCRIPCIÓN
"I",2015,"602","Parcelas sobrantes de la vía pública","Parcelas sobrantes de la vía pública"
"I",2015,"60200","ENAJ PARCELAS  SOBRANTES VIA PUBLICA","ENAJENACION DE PARCELAS SOBRANTES DE LA VIA PUBLICA"
"I",2015,"603","Patrimonio público del suelo","Patrimonio público del suelo"
"I",2015,"60300","ENAJ SOLARES PMS","ENAJENACION DE SOLARES DE PATRIMONIO MUNICIPAL DEL SUELO"
"I",2015,"609","Otros terrenos","Otros terrenos"
"I",2015,"60900","APROVECHAMIENTO MEDIO DEL SUELO","APROVECHAMIENTO MEDIO DEL SUELO"
"I",2015,"60901","ENAJENACION DE OTROS TERRENOS","ENAJENACION DE OTROS TERRENOS"
"I",2015,"61","De las demás Inv reales","De las demás Inversiones reales"
"I",2015,"611","De inv carácter inmaterial","De inversiones de carácter inmaterial"
"I",2015,"61100","ENAJ INV CARÁCTER INMATERIAL","ENAJENACION DE INVERSIONES DE CARÁCTER INMATERIAL"
"I",2015,"612","De objetos valiosos","De objetos valiosos"
"I",2015,"61200","ENEJ OBJETOS VALIOSOS","ENEJENACION DE OBJETOS VALIOSOS"
"I",2015,"619","De otras inversiones reales","De otras inversiones reales"
"I",2015,"61900","ENEJ VIVIENDAS Y LOCALES NEGOCIO","ENEJENACION DE VIVIENDAS Y LOCALES DE NEGOCIO"
"I",2015,"61901","ENAJ VEHICULOS PARQUE MOVIL MPAL","ENAJENACION DE VEHICULOS PERTENECIENTES AL PARQUE MOVIL MUNICIPAL."
"I",2015,"61909","ENAJ OTRAS INVERSIONES REALES","ENAJENACION DE OTRAS INVERSIONES REALES."
"I",2015,"68","Reintegros por operaciones capital","Reintegros por operaciones de capital"
"I",2015,"680","De ejercicios cerrados","De ejercicios cerrados"
"I",2015,"68000","REINTEGROS POR OPERACIONES CAPITAL","REINTEGROS POR OPERACIONES DE CAPITAL"
"I",2015,"7","TRANSFERENCIAS DE CAPITAL","TRANSFERENCIAS DE CAPITAL"
"I",2015,"70","De la Admón Gral Entidad Local","De la Administración General de la Entidad Local."
"I",2015,"700","A sus Organismos autonomos","A sus Organismos autonomos"
"I",2015,"70000","T CAPITAL DEL AYTO A SUS OO. AA.","TRANSFERENCIAS DE CAPITAL DEL AYUNTAMIENTO A SUS ORGANISMOS AUTONOMOS"
"I",2015,"701","A sus Empresas Municipales","A sus Empresas Municipales"
"I",2015,"70100","T CAPITAL DEL AYTO A SUS EE. MPLES","TRANSFERENCIAS DE CAPITAL DEL AYUNTAMIENTO DE MALAGA  A SUS EMPRESAS MUNICIPALES"
"I",2015,"709","A otros Entes Públicos Municipales","A otros Entes Públicos Municipales"
"I",2015,"70900","T CAP DEL AYTO A OTROS EE.S PP. MPLES","TRANSFERENCIAS DE CAPITAL DEL AYUNTAMIENTO DE MALAGA A OTROS ENTES PUBLICOS MUNICIPALES"
"I",2015,"71","De OO.AA. De la Entidad Local","De Organismos Autónomos de la Entidad Local"
"I",2015,"710","De OO.AA. de la Entidad Local","De Organismos Autónomos de la Entidad Local"
"I",2015,"71000","TRANSFERENCIAS CAPITAL ORG.AUTON.AYTO.","TRANSFERENCIAS DE CAPITAL DE ORGANISMOS AUTONOMOS DEL AYUNTAMIENTO DE MALAGA"
"I",2015,"71100","T CAPITAL DE OO.AA. DEL AYTO","TRANSFERENCIAS DE CAPITAL DE ORGANISMOS AUTONOMOS  DEL AYUNTAMIENTO DE MALAGA."
"I",2015,"72","De la Administración del Estado","De la Administración del Estado"
"I",2015,"720","De la Admón Gral del Estado.","De la Administración General del Estado."
"I",2015,"72000","T CAPITAL DE LA ADMON GRAL ESTADO","TRANSFERENCIAS DE CAPITAL DE LA ADMINISTRACION GENERAL DEL ESTADO"
"I",2015,"721","De OO.AA. y agencias.","De Organismos Autónomos  y agencias."
"I",2015,"72100","T CAPITAL SERV PUBLICO EMPLEO ESTATAL","TRANSFERENCIAS DE CAPITAL DEL SERVICIO PUBLICO DE EMPLEO ESTATAL"
"I",2015,"72101","T CAPITAL DE OO.AA. Y AGENCIAS ESTADO","TRANSFERENCIAS DE CAPITAL DE ORGANISMOS AUTONOMOS Y AGENCIAS DEL ESTADO"
"I",2015,"722","De fundaciones estatales.","De fundaciones estatales."
"I",2015,"72200","T CAPITAL DE FUNDACIONES ESTATALES","TRANSFERENCIAS DE CAPITAL DE FUNDACIONES ESTATALES"
"I",2015,"723","De sdes est, EE.PP.EE.y otros OO. Públ","DE SOCIEDADES MERCANTILES ESTATALES, ENTIDADES PUBLICAS EMPRESARIALES Y OTROS ORGANISMOS PUBLICOS"
"I",2015,"72300","T CAPITAL LOTERIAS Y APUESTAS ESTADO","TRANSFERENCIAS DE CAPITAL DE LOTERIAS Y APUESTAS DEL ESTADO"
"I",2015,"72301","T CAP OTRAS SDES ESTAT, EE.PP.EE.Y OO.","TRANSF. DE CAPITAL DE OTRAS SOCIEDADES MERCANTILES ESTATALES, ENTIDADES PUBLICAS EMPRESARIALES Y OO."
"I",2015,"73","De la Seguridad Social.","De la Seguridad Social."
"I",2015,"730","De la Seguridad Social.","De la Seguridad Social."
"I",2015,"73000","T CAPITAL DE LA SEGURIDAD SOCIAL","TRANSFERENCIAS DE CAPITAL DE LA SEGURIDAD SOCIAL"
"I",2015,"74","De EE. y sdes de la Entidad local","DE ENTES PúBLICOS Y SOCIEDADES MERCANTILES DE LA ENTIDAD LOCAL"
"I",2015,"740","De entes públicos.","De entes públicos."
"I",2015,"74000","T CAPITAL ENTES PUBLICOS MPLES","TRANSFERENCIAS DE CAPITAL DE ENTES PUBLICOS MUNICIPALES"
"I",2015,"741","De sociedades mercantiles","De sociedades mercantiles"
"I",2015,"74100","T CAPITAL EMPRESAS MPLES","TRANSFERENCIAS DE CAPITAL DE EMPRESAS MUNICIPALES."
"I",2015,"75","De Comunidades Autónomas","De Comunidades Autónomas"
"I",2015,"750","De la Admón Gral de las CC. AA.","DE LA ADMINISTRACIóN GENERAL DE LAS COMUNIDADES AUTONOMAS"
"I",2015,"75000","SUBV ADMON GRAL JTA AMORTIZ PTMOS","SUBVENCIONES DE LA ADMON. GRAL. DE LA JUNTA DE AANDALUCIA AFECTAS A LA AMORTIZACION DE PTMOS Y OPERA"
"I",2015,"75002","T CAP CONV JTA SERV SOC Y P.IGUALDAD","TRANSF. DE CAPITAL EN CUMPLIMIENTO DE CONVENIOS SUSCRITOS CON LA JTA DE ANDALUCIA EN MATERIA DE SERV"
"I",2015,"75030","T CAP CONV JTA  DE EDUCACION","TRANSFERENCIAS DE CAPITAL  EN CUMPLIMIENTO DE CONVENIOS SUSCRITOS CON LA JUNTA DE ANDALUCIA EN MATER"
"I",2015,"75050","T CAPITAL CONV JTA DE EMPLEO Y D LOCAL","TRANSF. DE CAPITAL EN CUMPLIMIENTO DE CONVENIOS SUSCRITOS CON LA JUNTA DE ANDALUCIA EN MATERIA DE EM"
"I",2015,"75060","OTRAS T CAP CONV CON JTA ANDALUCIA","OTRAS TRANSFERENCIAS DE CAPITAL EN CUMPLIMIENTO DE CONVENIOS SUSCRITOS CON LA JUNTA DE ANDALUCIA"
"I",2015,"75080","OTRAS T CAP ADMON GRAL JUNTA AND","OTRAS TRANSFERENCIAS DE CAPITAL DE LA ADMON. GENERAL DE LA JUNTA DE ANDALUCIA"
"I",2015,"751","De OO.AA. y agencias CC. AA.","DE ORGANISMOS AUTóNOMOS Y AGENCIAS DE LA COMUNIDAD AUTóNOMA."
"I",2015,"75100","T CAP OO. AA. Y AGENCIAS JTA AND","TRANSFERENCIAS DE CAPITAL DE ORGANISMOS AUTONOMOS Y AGENCIAS PERTENECIENTES A LA JUNTA DE ANDALUCIA"
"I",2015,"752","De fundaciones de la CC.AA.","De fundaciones de la Comunidad Autónoma"
"I",2015,"75200","T CAPITAL FUNDACIONES JTA  AND","TRANSFERENCIAS DE CAPITAL DE FUNDACIONES DE LA JUNTA DE ANDALUCIA"
"I",2015,"753","De sdes, EEPPEEy otros OO. Públ CC.AA.","DE SOC. MERCANTILES, ENTIDADES PúB. EMPRESARIALES Y OTROS ORGANISMOS PúBLICOS DEPENDIENTES DE LA COM"
"I",2015,"75300","TCAP SDES, EE.PP.EE. Y OO.JTA AND","TRANSF. DE CAPITAL DE OTRAS SDES. MERCANTILES, ENT. PUB. EMPRESARIALES  Y OO. PUBLICOS PERTENECIENTE"
"I",2015,"76","De Entidades Locales","De Entidades Locales"
"I",2015,"761","De Diputaciones, Consejos o Cabildos","De Diputaciones, Consejos o Cabildos"
"I",2015,"76100","T CAPITAL DE LA DIPUTACION  MALAGA","TRANSFERENCIAS DE CAPITAL DE LA DIPUTACION PROVINCIAL DE MALAGA."
"I",2015,"762","De Ayuntamientos","De Ayuntamientos"
"I",2015,"76200","T CAPITAL DE OTROS AYUNTAMIENTOS","TRANSFERENCIAS DE CAPITAL DE OTROS AYUNTAMIENTOS"
"I",2015,"763","De Mancomunidades","De Mancomunidades"
"I",2015,"76300","TCAPITAL MANCOMUNIDADES MUNICIPIOS","TRANSFERENCIAS DE CAPITAL DE MANCOMUNIDADES DE MUNICIPIOS"
"I",2015,"764","De Áreas Metropolitanas","De Áreas Metropolitanas"
"I",2015,"76400","T CAPITAL AREAS METROPOLITANAS","TRANSFERENCIAS DE CAPITAL DE AREAS METROPOLITANAS"
"I",2015,"765","De Comarcas","De Comarcas"
"I",2015,"76500","T CAPITAL DE COMARCAS","TRANSFERENCIAS DE CAPITAL DE COMARCAS"
"I",2015,"766","De otras Entidades agrupen Municipios","De  otras Entidades que agrupen Municipios"
"I",2015,"76600","TCAP OTRAS EE. AGRUPEN MUNICIPIOS","TRANSFERENCIAS DE CAPITAL DE OTRAS ENTIDADES QUE AGRUPEN MUNICIPIOS"
"I",2015,"767","De Consorcios","De Consorcios"
"I",2015,"76700","T CAPITAL DE CONSORCIOS","TRANSFERENCIAS DE CAPITAL DE CONSORCIOS"
"I",2015,"768","De Entidades Locales Menores","De Entidades Locales Menores"
"I",2015,"76800","T CAPITAL ENTIDADES LL. MENORES","TRANSFERENCIAS DE CAPITAL DE ENTIDADES LOCALES MENORES"
"I",2015,"77","De empresas privadas","De empresas privadas"
"I",2015,"770","De empresas privadas","De empresas privadas"
"I",2015,"77000","TCAPITAL DE EMPRESAS PRIVADAS","TRANSFERENCIAS DE CAPITAL DE EMPRESAS PRIVADAS."
"I",2015,"78","De familias e instit sin fines de lucro","De familias e instituciones sin fines de lucro"
"I",2015,"780","De familias e instit sin fines de lucro","De familias e instituciones sin fines de lucro"
"I",2015,"78000","T CAPITAL DE FAMILIAS","TRANSFERENCIAS DE CAPITAL DE FAMILIAS"
"I",2015,"78001","T CAPITAL INSTIT SIN FINES LUCRO","TRANSFERENCIAS DE CAPITAL DE INSTITUCIONES SIN FINES DE LUCRO."
"I",2015,"79","Del exterior","Del exterior"
"I",2015,"790","Del Fondo Social Europeo","Del Fondo Social Europeo"
"I",2015,"79000","T CAPITAL FONDO SOCIAL EUROPEO","TRANSFERENCIAS DE CAPITAL DEL FONDO SOCIAL EUROPEO"
"I",2015,"791","Del Fondo de Desarrollo Regional","Del Fondo de Desarrollo Regional"
"I",2015,"79100","T CAPITAL FONDO DESARROLLO REG","TRANSFERENCIAS DE CAPITAL DEL FONDO DE DESARROLLO REGIONAL"
"I",2015,"792","Del Fondo de Cohesión","Del Fondo de Cohesión"
"I",2015,"79200","T CAPITAL FONDO DE COHESION","TRANSFERENCIAS DE CAPITAL DEL FONDO DE COHESION"
"I",2015,"793","Del FEAGA","Del Fondo Europeo Agrícola de Garantía (FEAGA)"
"I",2015,"79300","T CAPITAL FEAGA","TRANSFERENCIAS DE CAPITAL DEL FONDO EUROPEO AGRICOLA DE GARANTIA (FEAGA)"
"I",2015,"794","Del FEADER","DEL FONDO EUROPEO AGRíCOLA DE DESARROLLO RURAL (FEADER)"
"I",2015,"79400","T CAPITAL DEL FEADER","TRANSFERENCIAS DE CAPITAL DEL FONDO EUROPEO AGRICOLA DE DESARROLLO RURAL (FEADER)"
"I",2015,"795","Del FEOGA-Orientación","Del FEOGA-Orientación"
"I",2015,"79500","T CAPITAL DEL FEOGA ORIENTACION","TRANSFERENCIAS DE CAPITAL DEL FEOGA ORIENTACION"
"I",2015,"796","Del Fondo Europeo  de la Pesca (FEP)","Del Fondo Europeo  de la Pesca (FEP)"
"I",2015,"79600","TCAPITAL DEL FEP","TRANSFERENCIAS DE CAPITAL DEL FONDO EUROPEO DE PESCA (FEP)"
"I",2015,"797","Otras transferencias de la UE","Otras transferencias de la Unión Europea"
"I",2015,"79700","OTRAS T DE CAPITAL UNION EUROPEA","OTRAS TRANSFERENCIAS DE CAPITAL DE LA UNION EUROPEA"
"I",2015,"799","Otras t exterior, excluyendo la UE","OTRAS TRANSFERENCIAS DEL EXTERIOR, EXCLUYENDO LA UNION EUROPEA"
"I",2015,"79900","OTRAS T CAPITAL EXTERIOR, EXCLUYENDO UE","OTRAS TRANSFERENCIAS DE CAPITAL DEL EXTERIOR, EXCLUYENDO LA UNION EUROPEA"
"I",2015,"8","ACTIVOS FINANCIEROS","ACTIVOS FINANCIEROS"
"I",2015,"80","Enajenación deuda del sp","Enajenación de deuda del sector público"
"I",2015,"800","Enajenación deuda del sp  cp","ENAJENACIóN DE DEUDA DEL SECTOR PúBLICO A CORTO PLAZO"
"I",2015,"80000","ENAJ DEUDA PUBLICA A CP DEL ESTADO","ENAJENACION DE DEUDA PUBLICA A CORTO PLAZO DEL ESTADO"
"I",2015,"80010","ENAJ DEUDA PUBLICA A CP C. AA.","ENAJENACION DE DEUDA PUBLICA A CORTO PLAZO DE COMUNIDADES AUTONOMAS"
"I",2015,"80020","ENAJ DEUDA PUBLICA A CP  EE. LL.","ENAJENACION DE DEUDA PUBLICA A CORTO PLAZO DE ENTIDADES LOCALES"
"I",2015,"801","Enajenación deuda del sp lp","ENAJENACIóN DE DEUDA DEL SECTOR PúBLICO A LARGO PLAZO"
"I",2015,"80100","ENAJ DEUDA PUBLICA A LP DEL ESTADO","ENAJENACION DE DEUDA PUBLICA A LARGO PLAZO DEL ESTADO"
"I",2015,"80110","ENAJ DEUDA PUBLICA A LP CC.AA.","ENAJENACION DE DEUDA PUBLICA A LARGO PLAZO DE COMUNIDADES AUTONOMAS"
"I",2015,"80120","ENAJ DEUDA PUBLICA A LP EE. LL.","ENAJENACION DE DEUDA PUBLICA A LARGO PLAZO DE ENTIDADES LOCALES"
"I",2015,"81","Enaj obligaciones y bonos fuera del sp","ENAJENACIóN DE OBLIGACIONES Y BONOS FUERA DEL SECTOR PúBLICO"
"I",2015,"810","Enaj obligac y bonos fuera del sp cp","ENAJENACIóN DE OBLIGACIONES Y BONOS FUERA DEL SECTOR PUBLICO A CORTO PLAZO"
"I",2015,"8100","","ENAJENACIóN DE OBLIGACIONES Y BONOS FUERA DEL SECTOR PUBLICO A CORTO PLAZO"
"I",2015,"81000","ENAJ OBLIGAC Y BONOS FUERA SP CP","ENAJENACION DE OBLIGACIONES Y BONOS DE FUERA DEL SECTOR PUBLICO A CORTO PLAZO"
"I",2015,"811","Enaj obligac y bonos fuera del sp a lp","ENAJENACIóN DE OBLIGACIONES Y BONOS FUERA DEL SECTOR PUBLICO A LARGO PLAZO"
"I",2015,"81100","ENAJ OBLIGAC Y BONOS FUERA DEL SP A LP","ENAJENACION DE OBLIGACIONES Y BONOS DE FUERA DEL SECTOR PUBLICO A LARGO PLAZO"
"I",2015,"82","Reint ptmos y anticipos concedidos al sp","REINTEGRO DE PRéSTAMOS Y ANTICIPOS CONCEDIDOS AL SECTOR PúBLICO"
"I",2015,"820","Reint ptmos y anticipos al sp cp","REINTEGRO DE PRéSTAMOS Y ANTICIPOS CONCEDIDOS AL SECTOR PUBLICO A CORTO PLAZO"
"I",2015,"82000","REINT ANTICIPOS Y PTMOS AL ESTADO A CP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS AL ESTADO A CORTO PLAZO"
"I",2015,"82001","REINT ANTICIPOS Y PRESTAMOS A SS A CP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS A  LA SEGURIDAD SOCIAL A CORTO PLAZO"
"I",2015,"82010","REINT ANTICIPOS Y PTMOS A JTA AND A CP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS A LA JUNTA DE ANDALUCIA  A CORTO PLAZO"
"I",2015,"82020","REINT ANTICIPOS Y PTMOS AL AYTO A CP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS AL AYUNTAMIENTO DE MALAGA A CORTO PLAZO"
"I",2015,"82021","REINTEGROS ANTICIPOS CAJA FIJA","REINTEGROS DE ANTICIPOS DE CAJA FIJA"
"I",2015,"82022","REINT ANTICIPOS Y PTMOS A OO.AA. A CP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS A ORGANISMOS AUTONOMOS A CORTO PLAZO"
"I",2015,"82023","REINT ANTICIPOS Y PTMOS A EE. LL.A CP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS A EMPRESAS LOCALES A CORTO PLAZO"
"I",2015,"82029","REINT ANTIC Y PTMOS A OTRAS EE.LL. A CP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS A OTRAS ENTIDADES LOCALES A CORTO PLAZO"
"I",2015,"821","Reint prtmos y anticipos al sp a lp","REINTEGRO DE PRéSTAMOS Y ANTICIPOS CONCEDIDOS AL SECTOR PUBLICO A LARGO PLAZO"
"I",2015,"82100","REINT ANTICIPOS Y PTMOS AL ESTADO A LP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS AL ESTADO A LARGO PLAZO"
"I",2015,"82110","REINT ANTICIPOS Y PTMOS A JTA AND A LP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS A LA JUNTA DE ANDALUCIA A LARGO PLAZO"
"I",2015,"82120","REINT ANTICIPOS Y PTMOS A EE.LL. A LP","REINTEGRO DE ANTICIPOS Y PRESTAMOS CONCEDIDOS  A ENTIDADES LOCALES A LARGO PLAZO"
"I",2015,"83","Reint ptmos de fuera del sp","REINTEGROS DE PRéSTAMOS DE FUERA DEL SECTOR PUBLICO"
"I",2015,"830","Reint ptmos de fuera del sp a cp","REINTEGROS DE PRéSTAMOS DE FUERA DEL SECTOR PUBLICO A CORTO PLAZO"
"I",2015,"83000","REINTEG PTMOS A FAMILIAS A CP","REINTEGROS DE PRESTAMOS A FAMILIAS A CONCEDIDOS A CORTO PLAZO"
"I",2015,"83001","REINT PTMOS A I SIN FINES LUCRO A CP","REINTEGROS DE PRESTAMOS CONCEDIDOS A INSTITUCIONES SIN FINES DE LUCRO A CORTO PLAZO"
"I",2015,"83002","REINT PTMOS A EMPRESAS A CP","REINTEGROS DE PRESTAMOS CONCEDIDOS A EMPRESAS COMERCIALES INDUSTRIALES O FINACIERTAS A CORTO PLAZO"
"I",2015,"83003","REINT ANTICIPOS PAGAS PERSONAL A CP","REINTEGRO DE ANTICIPOS DE PAGAS AL PERSONAL A CORTO PLAZO"
"I",2015,"831","Reint ptmos de fuera del sp a lp","REINTEGROS DE PRéSTAMOS DE FUERA DEL SECTOR PUBLICO A LARGO PLAZO"
"I",2015,"83100","REINT PTMOS A FAMILIAS CONCEDIDOS LP","REINTEGROS DE PRESTAMOS CONCEDIDOS A FAMILIAS A LARGO PLAZO"
"I",2015,"83101","R PTMOS CONCED A INST SIN FINES LUCRO LP","REINTEGROS DE PRESTAMOS CONCEDIDOS A INSTITUCIONES SIN FINES DE LUCRO CONCEDIDAS A LARGO PLAZO"
"I",2015,"83102","REINT PTMOS A EMPRESAS A LP","REINTEGROS DE PTAMOS CONCEDIDOS A EMPRESAS COMERCIALES, IND. O FINANCIERAS CONCEDIDAS A LARGO PLAZO"
"I",2015,"83103","REINT ANTICIPOS PAGAS AL PERSONAL LP","REINTEGRO DE ANTICIPOS DE PAGAS AL PERSONAL A LARGO PLAZO"
"I",2015,"84","Dev depósitos y fianzas const","Devolución de depósitos y fianzas constituidos"
"I",2015,"840","Devolución de depósitos","Devolución de depósitos"
"I",2015,"84000","DEV  DE DEPOSITOS CONSTITUIDOS","DEVOLUCION  DE DEPOSITOS CONSTITUIDOS"
"I",2015,"841","Devolución de fianzas","Devolución de fianzas"
"I",2015,"84100","DEV FIANZAS CONSTITUIDAS","DEVOLUCION DE FIANZAS CONSTITUIDAS"
"I",2015,"85","Enaj acciones y particip del sp","ENAJENACIóN DE ACCIONES Y PARTICIPACIONES DEL SECTOR PúBLICO"
"I",2015,"850","Enaj acciones y particip del sp","ENAJENACIóN DE ACCIONES Y PARTICIPACIONES DEL SECTOR PúBLICO"
"I",2015,"85000","ENAJ ACCIONES EMPRESAS MUNICIPALES.","ENAJENACION DE ACCIONES DE EMPRESAS MUNICIPALES."
"I",2015,"85001","ENAJ ACCIONES OTRAS EE.PP","ENAJENACION DE ACCIONES DE OTRAS EMPRESAS PUBLICAS"
"I",2015,"85002","INGR MINORAC V.NOMINAL ACC EE.MPLES","INGRESOS OBTENIDOS POR MINORACION VALOR NOMINAL DE ACCIONES DE EMPRESAS MPALES."
"I",2015,"85003","","ENAJENACION DE ACCIONES DE OTRAS EMPRESAS PUBLICAS"
"I",2015,"86","Enaj acciones y particip fuera del sp","ENAJENACIóN DE ACCIONES Y PARTICIPACIONES FUERA DEL SECTOR PúBLICO"
"I",2015,"860","Enaj acciones y particip fuera del sp","ENAJENACIóN DE ACCIONES Y PARTICIPACIONES FUERA DEL SECTOR PUBLICO"
"I",2015,"86000","ENAJ ACCIONES EMPRESAS NO DEL SP","ENAJENACION DE ACCIONES DE EMPRESAS COMERCIALES INDUSTRIALES O FINANCIERAS NO PERTENECIENTES AL SECT"
"I",2015,"87","Remanente de tesorería","Remanente de tesorería"
"I",2015,"870","Remanente de tesorería.","Remanente de tesorería."
"I",2015,"87000","RTE TESORERIA PARA GTOS GLES","REMANENTE DE TESORERIA PARA GASTOS GENERALES"
"I",2015,"87010","RTE TESORERIA GTOS FINANC AFECTADA","REMANENTE DE TESORERIA PARA GASTOS CON FINANCIACIóN AFECTADA"
"I",2015,"9","PASIVOS FINANCIEROS","PASIVOS FINANCIEROS"
"I",2015,"90","Emisión Deuda Pública euros","Emisión de Deuda Pública en euros"
"I",2015,"900","Emisión Deuda Pública euros cp","Emisión de Deuda Pública en euros a corto plazo."
"I",2015,"90000","EMISION DEUDA PUBLICA EUROS  A CP","EMISION DE DEUDA PUBLICA EN EUROS  A CORTO PLAZO"
"I",2015,"901","Emisión Deuda Pública euros a lp","Emisión de Deuda Pública en euros a largo plazo."
"I",2015,"90100","EMISION DEUDA PUBLICA EUROS A LP","EMISION DE DEUDA PUBLICA EN EUROS A  LARGO PLAZO."
"I",2015,"91","Préstamos recibidos en euros","Préstamos recibidos en euros"
"I",2015,"910","Ptmos cp entes del sp","PRéSTAMOS RECIBIDOS A CORTO PLAZO DE ENTES DEL SECTOR PUBLICO"
"I",2015,"91000","PTMOS A CP DEL ESTADO","PRESTAMOS RECIBIDOS A CORTO PLAZO DEL     ESTADO."
"I",2015,"91001","PTMOS A CP DE JTA DE AND","PRESTAMOS RECIBIDOS A CORTO PLAZO DE LA JUNTA DE ANDALUCIA."
"I",2015,"91002","PTMOS A CP DEL AYUNTAMIENTO","PRESTAMOS RECIBIDOS A CORTO PLAZO DEL AYUNTAMIENTO DE MALAGA"
"I",2015,"91003","PTMOS A CP DE ENTIDADES LOCALES","PRESTAMOS RECIBIDOS A CORTO PLAZO DE ENTIDADES LOCALES."
"I",2015,"911","Ptmos a lp de entes del sp","PRéSTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DEL SECTOR PúBLICO"
"I",2015,"91101","PTMOS A  LP DEL ESTADO","PRESTAMOS RECIBIDOS A LARGO PLAZO DEL ESTADO."
"I",2015,"91102","PTMOS A LP DE OO.AA. Y AGENCIAS ESTADO","PRESTAMOS RECIBIDOS A LARGO PLAZO DE ORGANISMOS AUTONOMOS Y AGENCIAS DEL ESTADO"
"I",2015,"91103","PTMOS OTRAS SDES ESTATALES","PRESTAMOS RECIBIDOS  DE OTRAS SOCIEDADES MERCANTIL ES ESTATALES, ENTIDADES PUBLICAS EMPRESARIALES  Y"
"I",2015,"91110","PTMOS LP DE JUNTA ANDALUCIA","PRESTAMOS RECIBIDOS A LARGO PLAZO DE LA  JUNTA DE ANDALUCIA."
"I",2015,"91120","PTMOS A LP AYUNTAMIENTO","PRESTAMOS RECIBIDOS A LARGO PLAZO DEL AYUNTAMIENTO DE MALAGA"
"I",2015,"91121","PTMOS A LP OO.AA. MUNICIPALES","PRESTAMOS RECIBIDOS A LARGO PLAZO DE ORGANISMOS AUTONOMOS MUNICIPALES"
"I",2015,"91122","PTMOS A LP DE EMPRESAS MPLES","PRESTAMOS RECIBIDOS A  LARGO PLAZO DE    EMPRESAS MUNICIPALES"
"I",2015,"91130","PTMOS LP OTRAS ENTIDADES LOCALES","PRESTAMOS RECIBIDOS A LARGO PLAZO DE OTRAS ENTIDADES LOCALES"
"I",2015,"912","Ptmos cp entes fuera del sp","PRéSTAMOS RECIBIDOS A CORTO PLAZO DE ENTES DE FUERA DEL SECTOR PUBLICO"
"I",2015,"91200","PTMOS CP ENTES FUERA DEL SP","PRESTAMOS RECIBIDOS A CORTO PLAZO DE ENTES FUERA SEL SECTOR PUBLICO"
"I",2015,"913","Ptmos lp entes fuera del sp","PRéSTAMOS RECIBIDOS A LARGO PLAZO DE ENTES DE FUERA DEL SECTOR PUBLICO"
"I",2015,"91300","PTMOS LP DE ENTES FUERA DEL SP","PRESTAMOS RECIBIDOS A  LARGO PLAZO DE ENTES FUERA DEL SECTOR PUBLICO."
"I",2015,"92","Emis Deuda Pública moneda distinta euro","EMISIóN DE DEUDA PúBLICA EN MONEDA DISTINTA DEL EURO"
"I",2015,"920","E. Deuda Pública moneda distinta euro cp","EMISIóN DE DEUDA PúBLICA EN MONEDA DISTINTA DEL EURO A CORTO PLAZO"
"I",2015,"9200","","EMISIóN DE DEUDA PúBLICA EN MONEDA DISTINTA DEL EURO A CORTO PLAZO"
"I",2015,"92000","E DEUDA PUBLICA MONEDA DISTINTA EURO CP","EMISION DE DEUDA PUBLICA EN MONEDA DISTINTA DEL EURO A CORTO PLAZO"
"I",2015,"921","E. Deuda Pública moneda distinta euro lp","EMISIóN DE DEUDA PúBLICA EN MONEDA DISTINTA DEL EURO A LARGO PLAZO"
"I",2015,"92100","E DEUDA PUBLICA MONEDA DISTINTA EURO LP","EMISION DE DEUDA PUBLICA EN MONEDA DISTINTA DEL EURO A LARGO PLAZO"
"I",2015,"93","Ptmos moneda distinta del euro","Préstamos recibidos en moneda distinta del euro"
"I",2015,"930","Ptmos moneda distinta euro cp","Préstamos recibidos en moneda distinta del euro a corto plazo."
"I",2015,"9300","","REINTEGROS DE PRESTAMOS CONCEDIDOS A FAMILIAS A LARGO PLAZO"
"I",2015,"93000","PTMOS MONEDA DISTINTA EURO CP","PRESTAMOS RECIBIDOS EN MONEDA DISTINTA DEL EURO A CORTO PLAZO."
"I",2015,"931","Ptmos moneda distinta euro a lp","Préstamos recibidos en moneda distinta del euro a largo plazo."
"I",2015,"93100","PTMOS MONEDA DISTINTA EURO A LP","PRESTAMOS RECIBIDOS EN MONEDA DISTINTA DEL EURO A LARGO PLAZO."
"I",2015,"94","Depósitos y fianzas recibidos","Depósitos y fianzas recibidos"
"I",2015,"940","Depósitos recibidos","Depósitos recibidos"
"I",2015,"94000","DEPOSITOS","DEPOSITOS"
"I",2015,"941","Fianzas recibidas","Fianzas recibidas"
"I",2015,"94100","FIANZAS","FIANZAS"
"G",2015,"1","GASTOS DE PERSONAL","GASTOS DE PERSONAL"
