FID,ID_EQUIPAMIENTO,DESCRIPCION,FINALIDAD,ACCESO_MIN,CALLE,NUMERO,OTROS,HORARIO,DIREC_WEB,E_MAIL,CONTACTO,DETALLE,MASINFO,OBSERVACION,TARJETA_JOVEN,LATITUD,LONGITUD,IMPORTE_INVERTIDO,FECHAINICIO_OBRA,FECHAFIN_OBRA,CATEGORIA,ESPECIALIDAD,DISTRITO,SDOPUNTO
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74c2,4649,Edificio Tabacalera - Módulo 4,Centro Municipal de Informática (CEMI),N,CALLE CONCEJAL MUÑOZ CERVÁN,3,,,http://www.malaga.eu,cemi@malaga.eu,,,,,N,36.69799,-4.4395,,,,27,36,CARRETERA DE CADIZ,POINT (371410.2709781022 4062335.7015800895)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74c3,1170,Teléfono Municipal de Información (010),"Teléfono que proporciona información municipal y de interés para Ciudad de Málaga.<br>
El coste de las llamadas realizadas al Teléfono 010 se les aplica la tarifa de llamada urbana desde el municipio de Málaga.",S,CALLE CONCEJAL MUÑOZ CERVÁN,3,Centro Municipal de Emergencias,"24 horas, 7 días a la semana",http://saic.malaga.eu,010@malaga.eu,,,,,N,36.69799,-4.4395,,,,51,254,CARRETERA DE CADIZ,POINT (371410.2709781022 4062335.7015800895)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74c4,334,ÁREA DE DERECHOS SOCIALES,"El Área de Derechos Sociales es una organización que está integrada en la estructura del Ayuntamiento de Málaga, dependiendo del Área de Gobierno de Derechos Sociales.
 
Esta Área desarrolla las prestaciones básicas de servicios sociales contempladas en la Ley de Servicios Sociales de Andalucía y todas aquellas funciones delegadas por Junta de Gobierno Local, desarrollándolas en el V Plan de Inclusión Social del Ayuntamiento de Málaga, entre estas funciones se relacionan:

- Diseño y gestión de la Política de Bienestar Social.

- Programar los planes generales de interacción social y proyectos específicos destinados a los diferentes sectores de la población necesitados de actuaciones sociales concretas (menores, mayores, personas con discapacidad, minorías sociales, drogodependencias y ludopatía, SIDA, etc.)

- Asunción de las competencias delegadas en materia de servicios sociales por otra administraciones.

- Diseño de Planes y/o programas especiales en respuesta a la detección de necesidades especificas atendiendo a un marco territorial o una población con unas características determinadas.

- Coordinación con otras Áreas Municipales y/o Administraciones, empresas, etc. en el marco del desarrollo de los proyectos propios.

- Coordinar los servicios y prestaciones sociales que el Ayuntamiento de Málaga presta a los ciudadanos.

- Estudiar y analizar las necesidades en materia de recursos y equipamientos sociales de la ciudad. Estableciendo prioridades. 

- Prevención. Diseño y ejecución de programas preventivos hacia todos los sectores de población, en aras a evitar las causas de exclusión social.

- Integración Social. Promover programas que favorezcan la integración social de los distintos colectivos.

- Atender en primera instancia las diversas demandas que se reciben en el Área de Derechos Sociales relacionadas con los servicios de su competencia.",S,CALLE CONCEJAL MUÑOZ CERVÁN,3,,"De 9,00 a 14,00 horas",http://derechossociales.malaga.eu,,,,,,N,36.69792,-4.43936,,,,114,431,CARRETERA DE CADIZ,POINT (371422.6612516309 4062327.7481319564)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74c5,646,"Registro Municipal de Asociaciones. Derechos Sociales: Área de Participación Ciudadana, Inmigración y Cooperación al Desarrollo ",- Información y Asesoramiento sobre asociacionismo.<br>- Propuesta de Declaración de Entidades interés municipal.,N,CALLE CONCEJAL MUÑOZ CERVÁN,3,"Módulo 3, 1ª Planta
 ",,http://www.malaga.eu,participacion@malaga.eu,,,,,N,36.69435,-4.44566,,,,27,36,CARRETERA DE CADIZ,POINT (370853.87816270516 4061940.169856422)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74c6,569,AREA DE IGUALDAD DE OPORTUNIDADES,"<div align=justify>Coordinación y supervisión general de los distintos Programas y Áreas de actuación del Área de Igualdad de Oportunidades.</div><br>
<li><b>Servicios a la ciudadanía.</b><br>
Servicios Centrales del Área de Igualdad de Oportunidades.<br>
Servicio de Agentes para la Igualdad ubicados en los once Distritos Municipales.<br>
<li><b>Servicios internos.</b><br>
<div align=justify>Equipamientos para mujeres víctimas de violencia de género.</b><br>
<br>II Plan Transversal de Género del Ayuntamiento de Málaga.<br>
<li><b>Servicios Subordinados.</b><br> Sección de Mujer.<br>Negociado Económico-Administrativo.<br>Negociado de Violencia de Género.<br>Negociado de Formación y Sensibilización.</div>

",N,CALLE CONCEJAL MUÑOZ CERVÁN,3,,9:00h. a 14:00h.,http://areadeigualdad.malaga.eu,igualdad@malaga.eu,,,,,N,36.69792,-4.43936,,,,95,378,CARRETERA DE CADIZ,POINT (371422.6612516309 4062327.7481319564)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74c7,842,Área de Movilidad,"El Área de Movilidad es la encargada de la gestión, regulación e información del tráfico y la movilidad en la ciudad.",S,CALLE CONCEJAL MUÑOZ CERVÁN,3,MODULO 5 TABACALERA,Atención al público de 9:30 a 13:30 horas. Lunes a viernes,http://movilidad.malaga.eu,movilidad@malaga.eu// centrohistorico@malaga.eu,,,,,N,36.69799,-4.4395,,,,27,36,CARRETERA DE CADIZ,POINT (371410.2709781022 4062335.7015800895)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74c8,8008,"Colección del Museo Ruso, San Petersburgo Málaga","El centro de la Colección del Museo Ruso, San Petersburgo/Málaga, que se inaugurará el 25 de marzo de 2015, cuenta con 2.300 metros cuadrados y 777 metros lineales, para la exhibición de obras de arte en un edificio adaptado para este nuevo uso dentro del recinto de la antigua fábrica de tabacos de la ciudad, conocido como Tabacalera, erigido en la década de 1920 siguiendo el modelo de la arquitectura regionalista entonces en boga.
 A través de un centenar de piezas datadas entre los siglos XV y XX especialmente seleccionadas para Málaga, además de las obras, irán integrando cada año dos exposiciones temporales, el acuerdo suscrito por el Ayuntamiento de Málaga y el Museo matriz en San Petersburgo, permite que la creación artística de Rusia entable un diálogo permanente con los visitantes.

La colección
 
Las obras escogidas para el primer año abarcan desde iconos de inspiración bizantina hasta el realismo socialista de la era soviética con un impresionante conjunto de piezas, que irán desde el pequeño formato hasta piezas monumentales.
Estas obras testimonian el rico legado artístico ruso de los últimos siglos, con nombres bien conocidos, de fama universal, del arte ruso y soviético, como Repin, Kandinsky, Tatlin, Rodchenko o Chagall, hasta otros autores que supondrán un descubrimiento para los visitantes, que aquí encontrarán un centro que ofrecerá, además, dos exposiciones temporales cada año, con trabajos seleccionados entre las más de 400.000 que atesora el Museo Estatal Ruso de San Petersburgo.
 
Estos fondos estarán arropados de forma continua por una constante y variada oferta cultural en forma de visitas guiadas, proyecciones cinematográficas o conciertos que sirvan para conocer de la mejor manera la gran riqueza del arte ruso: desde la devoción ortodoxa que representan los iconos de fondo dorado hasta la tradición burguesa del retrato o los paisajes y las grandes convulsiones de las vanguardias cubistas, cubo-futuristas y constructivistas, hasta el mensaje social del realismo socialista, todos los avatares del arte ruso estarán presentes en la Colección del Museo Ruso, San Petersburgo/Málaga, que constituye la primera relación estable y permanente entre un
museo de Rusia y una ciudad de España.

La exposición permanente  de la Colección del Museo Ruso, San Petersburgo/Málaga se articula en nueve ejes temáticos: el arte ruso antiguo, el siglo XVIII, el Romanticismo en Rusia, el Realismo, el Realismo con temas rusos, el movimiento de ""Mundo del Arte"" y el Neoprimitivismo, las Vanguardias, el Realismo Socialista y el arte en la Época del Deshielo que se vivió tras la muerte de Stalin.

",N,AVENIDA DE SOR TERESA PRAT,15,,"De 9:30 a 20:00 h. todos los días, incluyendo festivos. Cerrado: todos los lunes, 1 de enero, 25 de diciembre.<br>
La admisión de público terminará 30 minutos antes del cierre.<br>",http://www.coleccionmuseoruso.com/,,,,,,N,36.69902,-4.43925,,,,1,2,CARRETERA DE CADIZ,POINT (371434.320371024 4062449.6320559746)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74c9,2852,Museo Automovilístico y de la Moda de Málaga,"<p>Ubicado en el Antiguo Edificio de la Tabacalera,  conjunto arquitectónico emblemático de la ciudad de Málaga que data de 1927,  el Museo Automovilístico de Málaga es más que un museo. </p><p>Es un espacio de entretenimiento, diversión, arte y cultura que en sus 6000 metros cuadrados acoge una de las colecciones de coches antiguos más importante del sur de Europa.</p>
<p>
Restaurados al más alto nivel y organizados en espacios temáticos como: la ""Belle Epoque"", ""Años 20"", ""Art Decó"", ""La Dolce Vita"", ""Coches de Ensueño"", ""Excentricidad"", ""Coches Populares"", ""Tradición Inglesa"", ""Energía Alternativas"" o ""Tunning"", esta exposición con más de 80 modelos nos ilustra la evolución estética y locomotora de la automoción extendiéndose a lo largo de tres siglos. Desde el Winner de 1898, coches a vapor de 1910, el increíble coche avión de 1932 hasta el coche solar de 2009 llamado ""la nave espacial"" y con joyas como Rolls Royce, Jaguar, Bentleys, Aston Martín, Bugatti, Ferrari o históricos Mercedes como el 540K de 1936 y Alas de Gaviota de 1955, entre otros.</p>
<P>
En el Museo Automovilístico de Málaga también podrán disfrutar de la belleza de obras de arte contemporáneas, esculturas e instalaciones diseñadas a partir de piezas del mundo de motor y visitar la inédita exposición denominada ""La Galería de los Motores"" formada por un conjunto de 15 motores decorados con temáticas referentes a sus modelos o épocas, así como ejemplares exclusivos con cristales Swarovsky o miles de mini espejos.
</p><p>
En este espacio hay un destacado lugar para la moda y es que la colección de sombreros ""De Balenciaga a Schiaparelli"" con más de 300 piezas, nos muestra una selecta variedad de sombreros de alta costura además de sombrereras y maletas de época.</p>
<p>
Concebido como un nuevo espacio cultural y de ocio, su propósito es complementar la oferta cultural y creativa de nuestra ciudad, ya que, además de visitar exposiciones de gran impacto y calidad relacionadas con la automoción, moda y arte, sus diferentes ámbitos están disponibles para acoger la celebración de presentaciones, encuentros privados o reuniones empresariales.</p>",S,AVENIDA DE SOR TERESA PRAT,15,,"Martes a Domingos de 10:00 a 19:00 horas<br>
24 y 31 de Diciembre de 10:00 a 14:00 horas<br>
6 de enero: 11:00 a 19:00 h. <br>
La taquilla permanecerá abierta hasta media hora antes del cierre del Museo.<br> 
Cerrado: Lunes, 25 de Diciembre y 1 de Enero<br>",http://www.museoautomovilmalaga.com,info@museoautomovilmalaga.com,,,,MUSEOS,N,36.69963,-4.43957,,,,1,2,CARRETERA DE CADIZ,POINT (371406.7499244322 4062517.733344973)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74ca,429,Junta Municipal de Distrito 7 Carretera de Cádiz,"Estas instalaciones cuenta con los siguientes servicios:<BR>
- Junta Municipal de Distrito.<BR>
La Junta Municipal del Distrito ofrece los siguientes servicios:
<br>- Atención al ciudadano, vecinos o entidades, ante cualquier petición dándole traslado al Área.
<br>- Participación ciudadana a través de los órganos de gobierno:
<br> a) Comisiones de trabajo, Consejo Político y Pleno.
<br> b) Gestión de Subvenciones a entidades del distrito.
<br>- Organización de actividades culturales, deportivas, etc.
<br>- Coordinación y colaboración en el control y seguimiento de obras.
<br>- Fomento del deporte en el distrito por medio de los técnicos de Fundación Deportiva que asesoran en actividades deportivas. 
<br>- Asesoramiento y apoyo a la mujer por medio de los Agentes para la Igualdad de la Mujer. 
<br>- Información y gestión de las prestaciones sociales municipales por medio del Centro de Servicios Sociales del distrito.
<br>- Fomento de la lectura a través de las Bibliotecas Municipales.",N,AVENIDA DE SOR TERESA PRAT,15,Edificio E1,"Junta Municipal de Distrito de 09:00 a 14:00 horas.<br>
Horario de Atención: De lunes a viernes de 08:30 a 14:30.
Salvo Festivos y los días 24 y 31 de diciembre",http://www.malaga.eu,distrito7@malaga.eu,,,,,N,36.70248,-4.43779,,,,51,37,CARRETERA DE CADIZ,POINT (371570.5053107207 4062831.519217829)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74cb,7196,"Parque Infantil Pacífico, 5","Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de loseta de caucho continua, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 3 Muelles simples
- 2 Aspas
- 1 Columpio de 4 plazas
- 3 Multijuegos ",N,CALLE PACÍFICO,5,,,,parquesyjardines@malaga.eu,,,,,N,36.68832,-4.44409,,,,38,126,CARRETERA DE CADIZ,POINT (370984.0643008194 4061269.1017991267)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74cc,3300,Parque de Mayores Paseo Marítimo Misericordia,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,CALLE PACÍFICO,1,,,,,,,,,N,36.68971,-4.44288,,,,38,211,CARRETERA DE CADIZ,POINT (371094.4937416859 4061421.6774302265)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74cd,168,Mercado de Dos Hermanas,45 puestos,N,CALLE INGENIERO DÍAZ PETERSEN,10,,De 8:00 a 15:00 de lunes a sábado.,http://www.malaga.eu,,,,,,N,36.70325,-4.4479,,,,32,71,CARRETERA DE CADIZ,POINT (370668.6724951283 4062930.536752397)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74ce,3287,Parque de Mayores Dos Hermanas,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,PLAZA DEL GENERAL CANO,2,,,,,,,,,N,36.7025,-4.44714,,,,38,211,CARRETERA DE CADIZ,POINT (370735.30616644473 4062846.30800649)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74cf,7171,Parque Infantil General Cano,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con varios elementos de juego de pequeño, mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de césped artificial, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 2 Muelles simples
- 1 Columpio de 2 plazas
- 1 Balancín con muelle
- 2 Multijuegos",N,PLAZA DEL GENERAL CANO,1,,,,parquesyjardines@malaga.eu,,,,,N,36.70298,-4.44716,,,,38,126,CARRETERA DE CADIZ,POINT (370734.3235883912 4062899.58516929)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d0,1660,Cementerio de San Miguel,"El Cementerio Histórico de San Miguel esta situado en el centro de la ciudad, en la barriada de Capuchinos, se construyó según diseño del arquitecto  Mitjana siendo  bendecido en 1810 y  terminanda su construcción en 1829 .De estilo neoclásico es uno de los cementerios monumentales mas importantes de España.

Allí reposan en magníficos panteones los personajes mas ilustres de la burguesía malagueña del XIX que jugaron un  papel  esencial en el desarrollo de la ciudad.  En el Cementerio de San Miguel también dejaron su huella los artistas, técnicos y artesanos  más relevantes de aquella Málaga, como Jerónimo Cuervo, Manuel Rivera Valentín, José Trigueros o Guerrero Strachan, Adrián Risueño, o Gutiérrez de León, entre otros.
Allí están enterrados muchos personajes significativos de la historia de la ciudad como, Salvador Rueda, José Denis Belgrano, José Moreno Carbonero, Salvador González Anaya ,Eduardo Ocón, Rafael Salinas, etc. 
 En la actualidad, continua el proceso de restauración y conservación  iniciado hace algun tiempo  para mantener el recinto monumental como testigo de la historia teniendo los malagueños la posibilidad de seguir utilizándolo para la reinhumacion de cenizas.",S,PLAZA DEL PATROCINIO,3,,10:00 a 18:00 h. Todos los días,http://cementeriosanmiguel.malaga.eu,,,,,OTROS_MONUMENTOS,N,36.73267,-4.4185,,,,52,257,CENTRO,POINT (373343.25654085056 4066155.054280759)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d1,7548,Parque Infantil Decano Eduardo Palanca I,"Espacio reservado para el uso y disfrute infantil. 
Tiene capacidad para múltiples usuarios debido a que cuenta con cuatro zonas con varios elementos de juego de mediano y gran tamaño a fin de que los niños puedan divertirse, tanto de manera individual como con otros niños.
Está provisto de suelo de césped artificial, que asegura la protección de los más pequeños.
En total, los elementos de juego que dispone son:

- 1 Conjunto puente, casa, tobogán
- 2 Columpios
- 1 Conjunto tobogán, casa
- 2 Balancines doble madera
",N,CALLE DECANO EDUARDO PALANCA,1,,,,parquesyjardines@malaga.eu,,,,,N,36.66882,-4.51339,,,,38,126,CHURRIANA,POINT (364758.211687971 4059201.298897453)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d2,7488,Parque Decano Eduardo Palanca,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- 1 Press banca
- 1 Flexión brazos (hombro)
- 1 Elíptica doble
- 1 Andador",N,CALLE DECANO EDUARDO PALANCA,1,,,,parquesyjardines@malaga.eu,,,,,N,36.66882,-4.51339,,,,38,311,CHURRIANA,POINT (364758.211687971 4059201.298897453)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d3,3325,Parque de Mayores Las Pedrizas,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,CALLE DECANO EDUARDO PALANCA,1,,,,,,,,,N,36.66896,-4.51306,,,,38,211,CHURRIANA,POINT (364787.94861331105 4059216.364991326)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d4,2026,Centro Ciudadano Adolfo Cervantes,Acoge la Asociación de Vecinos Galerías y la Asoc. Jovenes solidarios.,S,CALLE INGENIERO DÍAZ PETERSEN,11,,,,,,,,,N,36.70269,-4.44887,,,,114,431,CARRETERA DE CADIZ,POINT (370581.08435804147 4062869.720940168)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d5,4973,Fotógrafo José Ortega,"Este establecimiento cuenta con el distintivo ""Málaga Ciudad Accesible"". Garantiza de forma global, que en él se puede acceder, circular, comunicar, utilizar.",S,CALLE PUERTO ONCALA,9,Local 160,,,,,,,,N,36.71887,-4.41642,,,,114,411,CARRETERA DE CADIZ,POINT (373506.35252103815 4064621.3630355224)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d6,2068,Centro Ciudadano Tres Cruces,Acoge a las asociaciones: Asoc. de Mayores Tres Cruces y Feder. de Mujeres Agora,S,CALLE ALPARGATERITO,4,,,,,,,,,N,36.701371,-4.4507835,,,,42,187,CARRETERA DE CADIZ,POINT (370407.93742467643 4062725.9794406565)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d7,4570,Centro Ciudadano Bda. El Torcal,"Compartido entre las A.V. El Torcal, A.V. Torcasol y A.V. Zona Europa",N,CALLE NIÑO DE GLORIA,1,,,,,,,,,N,36.70078,-4.44888,,,,42,187,CARRETERA DE CADIZ,POINT (370576.98801844666 4062657.84305943)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d8,177,AQA El Torcal ,"<b>Unidades Deportivas Disponibles:</b><br>

<br>1 pista central para balonmano, baloncesto, fútbol sala, bádminton, voleibol, condición física de adultos y condición física para mayores. 
<br>1 piscina cubierta de 12,5 x 25 y vaso de chapoteo. 
<br>2 pistas exteriores polivalentes 
<br>2 pistas de paddel
<br><br>

<b>Actividades que se Realizan:</b>
<br><br><b>Pista Central:</b>
<br>Aeróbic, condición física adultos, condición física mayores, bádminton, gimnasia rítmica, baloncesto, balonmano, voleibol, fútbol sala.

<br><br><b>Pistas Exteriores:</b>
<br>Padel, baloncesto, balonmano, fútbol sala, y voleibol.

<br><br><b>Piscina: </b>
<br>Cursos para adultos, natación adultos, cursos para mayores, natación mayores, cursos de iniciación, escuela de natación, natación peques, AquaGym y natación discapacitados.
",N,CALLE NIÑO DEL MUSEO,5,,"<br>Apertura de las instalaciones: 8:00 h.
<br>Cierre de las instalaciones: 24:00 h.
<br>Horario administrativo: 9:00 a 14:00 h. y 17:00 a 21:00 h.",http://deporte.malaga.eu,,,,,,S,36.70013,-4.44893,,,,34,91,CARRETERA DE CADIZ,POINT (370571.4313856038 4062585.8009585817)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74d9,3452,Aparcamiento El Torcal 2,405 plazas residentes,N,CALLE NIÑO DE GLORIA,2,,,www.aparcamientosmalaga.com,,,,,,N,36.70048297,-4.44885512,,,,28,40,CARRETERA DE CADIZ,POINT (370578.71221744485 4062624.857334228)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74da,115,"Biblioteca Pública Municipal ""Narciso Díaz de Escovar"" (El Torcal)","Biblioteca Pública Municipal que se encuentra en el distrito 7. Es un  centro vivo de cultura que <b>pretende</b>:
<li>Ofertar servicios que garanticen la igualdad de oportunidades en las fuentes de información, formación y ocio.
<li>Crear y consolidar los hábitos de lectura y fomentar entre la población infantil y adulta el uso de las bibliotecas.
<li> Estimular el interés en el conocimiento y favorecer el aprendizaje.

<b>Se ofrece:</b>
<li>Información general.
<li>Referencia e información bibliográfica.
<li>Préstamo individual.
<li>Préstamo interbibliotecario.
<li>Lectura en sala: Infantil-Adultos.
<li>Hemeroteca. 
<li>Reserva de documentos.
<li>Reprografía.
<li>Disideratas.
<li>Sección Local.
<li>Audiovisuales (DVD, Videos, CDs musicales, CD-Rom...)
<li>Multimedia.
<li>Formación de usuarios
<li>Actividades de dinamización y fomento a la lectura.",N,CALLE NIÑO DE GLORIA,2,,"Invierno (desde el 16 de septiembre al 14 de junio, ambos incluidos)

Lunes a Viernes:
Mañanas: 10.00 h. a 14.00 h.
Tardes: 17.00 h. a 19.30 h.
Sábados sin servicio.

Horarios especiales en Navidad y Semana Santa: 09.00 a 14.00 horas. Sábados sin servicio.

Verano (del 15 de junio al 15 de septiembre)
De lunes a viernes: 09:00 a 14:00 horas.
Sábados sin servicio.
",http://www.bibliotecas.malaga.eu,biblio.ndiazescobar@malaga.eu,,,,,N,36.70065,-4.4489,,,,114,431,CARRETERA DE CADIZ,POINT (370574.983377698 4062643.448142146)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74db,7293,Parque de la Avenida Velázquez ,"Está catalogado en el grupo de los Parques Biosaludables debido a que poseen un equipamiento diseñado para adultos para la práctica de ejercicio físico. Son especialmente recomendables para mayores de 60 años porque les permiten mejorar la movilidad, aumentar la flexibilidad y tonificar la musculación de todo el cuerpo, además de mantener la forma física y prevenir o tratar diferentes dolencias o lesiones concretas.
Este parque cuenta con los siguientes tipos de máquinas:

- 1 Timón
- 1 Escaladora
- 1 Remo
- 1 Hockey
- 1 Cintura
- 1 Esquí
- 1 Bicicleta
- 1 Jinete",N,AVENIDA DE VELÁZQUEZ,1,Barriada Sixto,,,parquesyjardines@malaga.eu,,,,,N,36.67939,-4.4718,,,,38,126,CARRETERA DE CADIZ,POINT (368493.07309019973 4060316.073706857)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74dc,141,Jefatura de Policía de Barrio Carretera de Cádiz (Policía Local),- Se encarga de realizar las funciones específicas de Policía del Distrito de Carretera de Cádiz.,S,CALLE MANUEL VARGAS,9,,"Atención al ciudadano todos los días las 24 horas.<br> Denuncias de lunes a viernes de 8:00 a 22:00 horas, excepto festivos. ",http://www.malaga.eu,gd107.plocal@malaga.eu,INTENDENTE,,,,N,36.70072,-4.44754,,,,40,141,CARRETERA DE CADIZ,POINT (370696.59201089514 4062649.37816025)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74dd,3290,Parque de Mayores El Torcal,"Los Parques de Mayores son equipamientos adaptados para mayores que unen la posibilidad de realizar ejercicio saludable de una forma entretenida, con la creación de espacios que facilitan la relación personal y social entre los mayores.",N,AVENIDA DE MANUEL TORRES,2,,,,,,,,,N,36.70002,-4.44771,,,,38,211,CARRETERA DE CADIZ,POINT (370680.23270202684 4062571.95102004)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74de,6890,Parque infantil Balcón de Olletas (Gladiolos),"El parque infantil Balcón de Olletas (Gladiolos) es un espacio reservado para el uso y disfrute de los niños de edad comprendida entre los 3 y los 6 años bajo la responsabilidad de padres y adultos. Tiene capacidad para múltiples usuarios debido a que cuenta con una zona con dos elementos de juego a fin de que los niños puedan divertirse, tanto de manera individual como colectiva:

- Columpios medianos. 
- Multiaventura grande. 

 Está provisto de loseta de caucho SBR que asegura la protección de los más pequeños, además de cumplir las Normativas Europeas de Seguridad UNE1177. 
  ",N,CALLE GLADIOLOS,1,,,,parquesyjardines@malaga.eu,,,,,N,36.73845,-4.41534,,,,38,126,CENTRO,POINT (373634.90296125936 4066792.101751998)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74df,6902,Parque Infantil Marmolista,"El parque infantil de la calle Marmolista está provisto de suelo de loseta de granulado de caucho SBR reciclado, que asegura la protección y el bienestar de los niños. 
Es un espacio reservado para el uso y disfrute infantil. Tiene capacidad para múltiples usuarios debido a que cuenta con varios elementos de juego a fin de que los niños puedan divertirse, tanto de manera individual como colectiva. ",N,CALLE MARMOLISTA,1,,,,parquesyjardines@malaga.eu,,,,,N,36.73614,-4.41699,,,,38,126,CENTRO,POINT (373483.78651611094 4066538.013384845)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74e0,3529,Parque Infantil Pinares de Olletas (calle Marmolistas), Parque Infantil: Espacio reservado para uso infantil con varios elementos de juego.,S,CALLE MARMOLISTA,1,,,,,,,,,N,36.73581521,-4.41620432,,,,38,231,CENTRO,POINT (373553.4071188822 4066500.94415218)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74e1,750,Dirección de SANEAMIENTO (EMASA),- Desagüe (Injerencias) de Agua Residual.<br>- Saneamiento (Mantenimiento de red).,N,CAMINO COLMENAR,46,,,http://www.emasa.es,registro@emasa.es,,,,,N,36.73554756,-4.41582713,,,,27,35,CENTRO,POINT (373586.64838526835 4066470.7671899805)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74e2,413,Dirección de DISTRIBUCIÓN (EMASA),- Distribución de Agua Potable (Mantenimiento de la Red).<br>- Recepción de avisos de Avería.<br>- Inspección de Instalaciones.,N,CAMINO COLMENAR,46,,,http://www.emasa.es,registro@emasa.es,,,,,N,36.73554756,-4.41582713,,,,27,35,CENTRO,POINT (373586.64838526835 4066470.7671899805)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74e3,8128,Parque infantil Fuente Olletas I parte baja.,"El parque infantil de la parte baja de Fuente Olletas está provisto de suelo de loseta de granulado de caucho SBR reciclado, que asegura la protección y bienestar de los niños, y de suelo amortiguador con superficie de césped artificial de polietileno de alta calidad en diferentes colores y base secundaria de látex, especial para parques infantiles.",N,CAMINO COLMENAR,48,,,,parquesyjardines@malaga.eu,,,,,N,36.73968,-4.41201,,,,38,126,CENTRO,POINT (373934.2429335149 4066924.166486266)
da_equipamientosMunicipales.fid--7b4b556b_15ed01ee0d9_74e4,8148,Parque infantil Fuente Olletas II Parte Alta,"El parque infantil de la parte alta de Fuente Olletas está provisto de suelo continuo de caucho que cumple con la normativa UNE-EN 1177 que apuesta por proporcionar superficies seguras que absorban los impactos, protegiendo a los más pequeños ante posibles caídas y tropezones. ",N,CAMINO COLMENAR,48,,,,parquesyjardines@malaga.eu,,,,,N,36.73968,-4.41201,,,,38,126,CENTRO,POINT (373934.2429335149 4066924.166486266)
