ANUALITAT,ANY_CONCESIO,CIF,NOM_BENEFICIARI,DATA_CONCESIO,DESC_MOTIU,IMPORT_CONCEDIT,IMPORT_PAGAT,IMPORT_RETORNAT_REINTEGRAT
2016,2016,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,29/11/2016,SUBVENCIÓN 2016:CONVENIO CER FUTBOL SALA. PROGRAMA DE MANTENIMIENTO ADULTOS,30000,0,0
2016,2016,G60593944,APA 1993 CP 25 DE SETEMBRE DE RUBI,29/11/2016,Casals d'estiu 2016,9379.5,9379.5,0
2016,2016,G58221086,ASSOC PARES ALUMNES TORRE LLEBRE,29/11/2016,Casals d'estiu 2016,1322,1322,0
2016,2016,G65513947,CLUB BOXEO RUBI,29/11/2016,SUBVENCIÓN 2016:CONVENIO CLUB BOXEO RUBI ACTIVIDAD FEDERADA AÑO 2016,1200,1200,0
2016,2016,G08983199,ESCOLTES CATALANS,30/12/2016,Ajuts a les activitats de les entitats de Lleure,0,0,0
2017,2016,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,29/11/2016,SUBVENCIÓN 2016:CONVENIO CER FUTBOL SALA. PROGRAMA DE MANTENIMIENTO ADULTOS,26000,0,0
2017,2016,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,29/11/2016,SUBVENCIÓN 2016:CONVENIO CER FUTBOL SALA. PROGRAMA DE MANTENIMIENTO ADULTOS,26000,0,0
2017,2017,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,02/05/2017,SUBVENCIÓN 2017 CER FUTBOL SALA. DINAMIZACIÓN PABELLÓN CAN ROSÉS AÑO 2017,64669,64669,0
2017,2017,G60571668,UNIO ATLETICA RUBI,30/03/2017,SUBVENCIÓN 2017 UNIÓ ATLÈTICA RUBÍ. ACTIVIDADES TEMPORADA DEPORTIVA 2016-2017,9000,9000,0
2017,2017,Q0801826I,ESCOLA DEL BOSC,05/07/2017,CONVOCATORIA D'AJUTS A LES ESCOLES PÚBLIQUES DE RUBI PEL MANTENIMENT DE CENTRE 2017,2105.69,2105.69,0
2017,2017,S0800121F,CEE CA'N ORIOL,05/07/2017,CONVOCATORIA D'AJUTS A LES ESCOLES PÚBLIQUES DE RUBI PEL MANTENIMENT DE CENTRE 2017,2306.23,2306.23,0
2017,2017,G59527903,CD OLIMPIC CAN FATJO,27/06/2017,SUBVENCIÓN 2017 CE OLIMPIC CAN FATJÓ. ACTIVIDADES TEMPORADA 2016-2017,18000,18000,0
2017,2017,G61139432,CLUB PETANCA UNION LAS TORRES RUBI,05/07/2017,SUBVENCIÓN 2017. ACTIVIDADES Y OPEN AÑO 2017,5000,5000,0
2014,2014,V59492041,OBRADOR CORAL RUBI,30/09/2014,"Convocatòria subvencions per entitats i associacions culturals, any 2014",750,750,0
2014,2014,V59499996,SOCIETAT CORAL LA UNIO RUBINENCA DE RUBI,30/09/2014,"Convocatòria subvencions per entitats i associacions culturals, any 2014",1300,1300,0
2014,2014,V58070103,CENTRE EXCURSIONISTA DE RUBI,30/09/2014,SUBVENCIÓ 2014 MODALITAT B) ASSOCIACIONS I CLUBS ESPORTIUS,1700,1700,0
2014,2014,G59382408,PENYA BLAU GRANA RAMON LLORENS,20/06/2014,SUBVENCIÓ 2014 MODALITAT B) ASSOCIACIONS I CLUBS ESPORTIUS,1000,1000,0
2014,2014,G60867025,AGRUPACIO RUBINENCA D'ESCACS,30/09/2014,SUBVENCIÓ 2014 MODALITAT B) ASSOCIACIONS I CLUBS ESPORTIUS,950,950,0
2014,2014,G58978651,GIMNAS ARTISTIC I ESPORTIU RUBI,20/06/2014,SUBVENCIÓ 2014 MODALITAT B) ASSOCIACIONS I CLUBS ESPORTIUS,1500,1500,0
2014,2014,G58525643,CLUB PETANCA SANTA ROSA,20/06/2014,SUBVENCIÓ 2014 MODALITAT B) ASSOCIACIONS I CLUBS ESPORTIUS,750,750,0
2015,2015,G08983199,ESCOLTES CATALANS,04/08/2015,Convocatòria 2015 subvenció a entitats de Lleure,2150,2150,0
2015,2015,G60319944,ASSOCIACIO ANIMACIO CULTURAL DEL CARRER SANT JAUME,28/07/2015,Conveni 2015 Ass. Cult. Carrer Sant Jaume,2500,2500,0
2015,2015,G58061011,IRMANDADE GALEGA DE RUBI,04/08/2015,Convocatòria concessió subvencions 2015 a entitats culturals,3000,3000,0
2017,2017,Q5855672A,INSTITUT J V FOIX,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1177.08,1177.08,0
2017,2017,G61004412,HOQUEI CLUB RUBI CENT PATINS,05/07/2017,SUBVENCIÓN 2017 HCR CENT PATINS. ACTIVIDADES Y COMPETICIONES TEMP 2016-2017,17000,17000,0
2017,2017,Q5855637D,ESCOLA 25 DE SETEMBRE,27/07/2017,Subenvió directe per l'escola 25 de Setembre,19.9,0,0
2013,2013,G59719278,APA CP JOAN MARAGALL DE RUBI LAS CABAÑAS,19/11/2013,Ajuts per a germans i families monoparentals i nombroses,96,96,0
2013,2013,V58640731,CENTRE D'ESPLAI L'EIXAM,19/11/2013,Monitors de suport per infants amb NEE,1532.78,1532.78,0
2014,2014,Q5855638B,ESCOLA TORRE DE LA LLEBRE,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,2696.88,2696.88,0
2014,2014,Q5855634A,ESCOLA MONTESSORI,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,3852.69,3852.69,0
2014,2014,Q5855639J,ESCOLA JOAN MARAGALL,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,3852.69,3852.69,0
2014,2014,S0800276H,ESCOLA RIVO RUBEO,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,3467.42,3467.42,0
2014,2014,Q5855637D,ESCOLA 25 DE SETEMBRE,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,4719.55,4719.55,0
2014,2014,Q5856371I,ESCOLA SCHOLA,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,2215.3,2215.3,0
2016,2016,B65987000,GRUP DE NEGOCIS LLAR SERVEIS SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B65359747,HEDA RUBI VIATGES SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,R0800155D,PARROQUIA SANT PERE EN RUBI,29/11/2016,REBOST D'ALIMENTS,10000,10000,0
2017,2016,B59010363,PHOTOLAYER SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,934.78,0,0
2017,2016,B65359747,HEDA RUBI VIATGES SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2016,2016,B61202883,DIGITAL SIS SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B62811195,SUMINISTROS GINER & GINER,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B60670932,EL PASTISSER DE RUBI SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,B63770242,CANSALADERIES ARTESANES PAEZ SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,Q2866001G,CRUZ ROJA ESPAÑOLA,18/09/2016,Projecte accio social,34150,0,0
2016,2016,G65383283,ASSOCIACIO DE MARES I PARES D ALUMNES DE L ESCOLA DEL BOSC,29/11/2016,Casals d'estiu 2016,2322,2322,0
2016,2016,G63860944,AMPA ESCOLA CAN ALZAMORA,29/11/2016,Casals d'estiu 2016,3296,3296,0
2016,2016,G63436398,ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL,29/11/2016,Casals d'estiu 2016,830,830,0
2016,2016,G59719278,APA CP JOAN MARAGALL DE RUBI LAS CABAÑAS,29/11/2016,Casals d'estiu 2016,1744,1744,0
2017,2016,F58137001,CEVAGRAF SDAD COOP CATALANA LIMITADA,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2016,B65966749,AYALATIM LATINA SOCIEDAD LIMITADA,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2016,B63770242,CANSALADERIES ARTESANES PAEZ SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2017,Q2866001G,CRUZ ROJA ESPAÑOLA,30/06/2017,Subvenció directa a Creu Roja Espanyola 2016,34150,34150,0
2013,2013,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,31/12/2013,2A. APORTACIÓ CAMPANYA D'EMERGÈNCIA 2509: CAMPAMENTS DE REFUGIATS SAHRAUÍS DE TINDOUF,1644.48,1644.48,0
2014,2014,G62631932,FRATER-NADAL SERVEI SOCIAL EVANGELIC,12/05/2014,Subvencio Directa FRATER NADAL,24000,24000,0
2014,2014,B65952590,PLANCHA MOTOR SL,22/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,2835,0,0
2014,2014,B65670655,TALLERES HOBBYCARS SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,1890,0,0
2014,2014,A59033498,TOP-CABLE SA,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,2520,0,0
2014,2014,G58376740,APA COL.LEGI PUBLIC RAMON LLULL DE CAN FATJO,09/12/2014,AMPA ESCOLA RAMON LLULL CASALS ESTIU 2014,6449.11,6449.11,0
2014,2014,G59956037,ASSOC DE PARES D'ALUMNES DEL CP TERESA ALTET,09/12/2014,AMPA ESCOLA TERESA ALTET CASALS ESTIU 2014,3514.8,3514.8,0
2014,2014,Q5855637D,ESCOLA 25 DE SETEMBRE,16/12/2014,Convocatòria 2014 d'estalvi energètic i aigua en equipaments,2356.7,2356.7,0
2016,2016,G60871761,CLUB VOLEIBOL RUBI,29/11/2016,SUBVENCIÓN 2016:CONVENIO CLUB VOLEIBOL RUBI ESCUELA DEPORTIVA,1500,1500,0
2016,2016,G17125832,FONS CATALA DE COOPERACIO AL DESENVOLUP,29/11/2016,PROJECTE KARANG EDUCACIO 2016,6086,0,0
2016,2016,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,29/11/2016,SUBVENCIÓN 2016:CONVENIO CER FUTBOL SALA. PROGRAMA DE MANTENIMIENTO ADULTOS,30000,0,0
2017,2017,G60845922,RUBI SOLIDARI,06/07/2017,CONVOCATORIA 2016 PER A COOPERACIÓ INTERNACIONAL,4890.47,0,0
2017,2017,G61368957,CASAL AMISTAT CATALANO CUBANO JOSE MARTI,02/01/2017,CONVOCATORIA 2016 PER A COOPERACIÓ INTERNACIONAL,3950,0,0
2016,2016,G09326745,FUNDACION VICENTE FERRER,30/08/2016,Projectes Cooperació desenvolupament 2016,27257.6,27257.6,0
2016,2016,G63013494,VILADECAVALLS VIDA I PAU,30/08/2016,Projectes Cooperació desenvolupament 2016,29983.36,29983.36,0
2016,2016,G63013494,VILADECAVALLS VIDA I PAU,30/08/2016,Projectes Cooperació desenvolupament 2016,27257.6,27257.6,0
2016,2016,G61368957,CASAL AMISTAT CATALANO CUBANO JOSE MARTI,30/08/2016,Projectes Cooperació desenvolupament 2016,29219,29219,0
2016,2016,G60910528,ASSOCIACIO CATALANA D'ENGINYERIA SENSE FRONTERES,30/08/2016,Projectes Cooperació desenvolupament 2016,22952.62,22952.62,0
2017,2017,G60423308,C E B SANT JORDI,12/07/2017,SUBVENCIÓN 2017. CEB SANT JORDI. GESTIÓN INSTALACIÓN DEPORTIVA. TEMP 2016-2017,8500,8500,0
2017,2017,Q2866001G,CRUZ ROJA ESPAÑOLA,21/07/2017,Punt de trobada,6200,0,0
2017,2017,Q5855636F,ESCOLA TERESA ALTET,21/07/2017,Subvenció directe per l'escola Teresa Altet pel transport relacionat amb la guia d'activitats,2717,0,0
2017,2017,Q5855635H,ESCOLA PAU CASALS,21/07/2017,Subvenció directe a l'escola Pau Casals pel transport relacionat amb la guia d'activitats,132,0,0
2017,2017,S0800276H,ESCOLA RIVO RUBEO,21/07/2017,Subvenció directe per l'escola Rivo Rubeo pel transport relacionat amb la guia d'activitats,3684.65,0,0
2017,2017,Q5855634A,ESCOLA MONTESSORI,21/07/2017,Subvenció directe per l'escola Montessori pel transport relacionat amb la guia d'activitats,154,0,0
2017,2017,S0800117D,ESCOLA CA N'ALZAMORA,21/07/2017,Subvenció directe per l'escola Ca n'Alzamora pel transport relacionat amb la guia d'activitats,990,0,0
2017,2017,S0800121F,CEE CA'N ORIOL,21/07/2017,Subvenció directe pel CEE Ca n'Oriol pel transport relacionat amb la guia d'activitats,1078,0,0
2017,2017,G62631932,FRATER-NADAL SERVEI SOCIAL EVANGELIC,20/06/2017,Rebost d'aliments,36500,0,0
2013,2013,G08804916,UNION EXTREMEÑA DE RUBI,29/11/2013,Convocatòria subvencions entitats culturals 2013,300,300,0
2013,2013,G58648270,ASSOCIACIO AMICS DE LA BRESSOLA,20/11/2013,Aportació 2013 Amics de la Bressola,601,601,0
2013,2013,G65641623,ASSOCIACIO JUVENIL LA CLAU D ULLELE,03/12/2013,CONVOCATORIA SUBVENCIO 2013 LLEURES,1000,1000,0
2016,2016,G63331847,ASSOC COLLA DE GEGANTERS DEL CEIP TERESA ALTET,04/10/2016,Convocatòria 2016 subvencions entitats culturals,1400,1400,0
2016,2016,G59429290,ASSOCIACIO COMPARTIR,06/09/2016,CENTRE OBERT EL PINAR,20462.53,0,0
2016,2016,G60867025,AGRUPACIO RUBINENCA D'ESCACS,03/10/2016,SUBVENCIONES 2016. MODALIDAD B:ASOCIACIONES Y CLUBS DEPORTIVOS,1500,1500,0
2016,2016,G63436398,ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL,11/10/2016,CASAL ESTIU ESCOLA EDUCACIO ESPECIAL,15169.87,15169.87,0
2016,2016,G58978651,GIMNAS ARTISTIC I ESPORTIU RUBI,11/10/2016,SUBVENCION 2016 CONVENIO GAER PARA ACTIVIDADES DEL AÑO 2016,1500,1500,0
2016,2016,B59010363,PHOTOLAYER SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,F58137001,CEVAGRAF SDAD COOP CATALANA LIMITADA,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,0,0,0
2016,2016,R0801934A,CARITAS DIOCESANA DE TERRASSA,29/11/2016,EL CASALET,20000,0,0
2017,2017,G60871761,CLUB VOLEIBOL RUBI,19/07/2017,SUBVENCIÓN 2017. CLUB VOLEIBOL RUBI. ACTIVIDADES FEDERADAS 2016-2017 Y TORNEO 24HORAS,6200,0,0
2017,2017,Q5855633C,ESCOLA MOSSEN CINTO VERDAGUER,21/07/2017,Subvenció directe per l'escola Mossèn Cinto pel transport relacionat amb la guia d'activitats,3060.58,0,0
2016,2016,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,29/11/2016,"SUBVENCIÓN 2016:CER FUTBOL SALA, TEMP 16-17. PROGRAMA DE MANTENIMIENTO ADULTOS",30000,30000,0
2016,2016,Q2866001G,CRUZ ROJA ESPAÑOLA,18/11/2016,Punt de Trobada,6200,0,0
2016,2016,Q2866001G,CRUZ ROJA ESPAÑOLA,21/11/2016,Punt de Trobada,6200,0,0
2016,2016,P5800007F,CONSELL COMARCAL DEL VALLES OCCIDENTAL,29/11/2016,Addenda conveni EAIA 2016,27405.89,27405.89,0
2017,2017,G60554425,CLUB ESPORTIU HORITZO 1994,08/05/2017,ACTIVITATS FÍSIQUES I ESPORTIVES PER A PERSONES AMB DIVERSITAT FUNCIONAL,5700,5700,0
2017,2017,G63139133,AULA JOVE,24/05/2017,Subvenció Projecte Aula Jove 2017,3000,0,0
2017,2017,Q5855639J,ESCOLA JOAN MARAGALL,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1025.32,1025.32,0
2017,2017,Q5855638B,ESCOLA TORRE DE LA LLEBRE,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1215.95,1215.95,0
2017,2017,Q5856371I,ESCOLA SCHOLA,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1158.81,1158.81,0
2017,2017,Q5855553C,ESCOLA RAMON LLULL,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1215.95,1215.95,0
2017,2017,Q5855633C,ESCOLA MOSSEN CINTO VERDAGUER,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,779.4,779.4,0
2017,2017,Q0801862D,INSTITUT TORRENT DELS ALOUS,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1159.27,1159.27,0
2017,2017,Q5856151E,INSTITUT L'ESTATUT,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1062.8,1062.8,0
2014,2014,Q5855633C,ESCOLA MOSSEN CINTO VERDAGUER,09/09/2014,CONVOCATORIA 2014 AJUTS PER AL MANTENIMENT CORRECTIU CENTRES ESCOLARS PÚBLICS,3082.15,0,0
2014,2014,Q0801826I,ESCOLA DEL BOSC,09/09/2014,CONVOCATORIA 2014 AJUTS A CENTRES EDUCATIUS PER A PROJECTES PEDAGOGICS/ACTIVITATS,1822.4,1822.4,0
2014,2014,S0800276H,ESCOLA RIVO RUBEO,09/09/2014,CONVOCATORIA 2014 AJUTS A CENTRES EDUCATIUS PER A PROJECTES PEDAGOGICS/ACTIVITATS,1719.5,1719.5,0
2014,2014,Q0801862D,INSTITUT TORRENT DELS ALOUS,09/09/2014,CONVOCATORIA 2014 AJUTS A CENTRES EDUCATIUS PER A PROJECTES PEDAGOGICS/ACTIVITATS,1471.8,1471.8,0
2014,2014,V58640731,CENTRE D'ESPLAI L'EIXAM,09/12/2014,CENTRE D'ESPLAI L'EIXAM CASALS ESTIU 2014,5401.56,5401.56,0
2014,2014,Q5856371I,ESCOLA SCHOLA,16/12/2014,Convocatòria 2014 d'estalvi energètic i aigua en equipaments,4285.94,4285.94,0
2014,2014,Q5855638B,ESCOLA TORRE DE LA LLEBRE,16/12/2014,Convocatòria 2014 d'estalvi energètic i aigua en equipaments,3450.54,3450.54,0
2014,2014,Q5855634A,ESCOLA MONTESSORI,16/12/2014,Convocatòria 2014 d'estalvi energètic i aigua en equipaments,13078.16,13078.16,0
2015,2015,Q5855634A,ESCOLA MONTESSORI,22/12/2015,Convocatòria 2015 subvencions projecte 50/50 d'estalvi energètic i d'aigua a diferents equipaments mpals adherits..,8746.72,8746.72,0
2015,2015,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,22/12/2015,Convocatòria 2015 subvencions projecte 50/50 d'estalvi energètic i d'aigua a diferents equipaments mpals adherits..,1791.75,1791.75,0
2015,2015,G59527903,CD OLIMPIC CAN FATJO,22/12/2015,Convocatòria 2015 subvencions projecte 50/50 d'estalvi energètic i d'aigua a diferents equipaments mpals adherits..,332.54,332.54,0
2017,2017,G60554425,CLUB ESPORTIU HORITZO 1994,23/05/2017,SUBVENCIÓN 2017 CE HORITZÓ 1994. ACTIVIDADES COMPETICIÓN BÀSQUET Y BOCCIA DISCAPACITADOS,3600,3600,0
2017,2016,B61202883,DIGITAL SIS SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,1000,0,0
2017,2016,B62811195,SUMINISTROS GINER & GINER,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,744.5,0,0
2017,2016,B60670932,EL PASTISSER DE RUBI SL,20/12/2016,Subvencions impuls activitat empresarial 2016 al municipi de Rubí. Modalitat Comerç,103.62,0,0
2017,2016,G65958019,ASSOCIACIO JUVENIL TIAMAT TEATRE,05/12/2016,CONVOCATORIA 2016 PER A ENTITATS JUVENILS,2950,2950,0
2017,2016,B66682550,MARHABA SPA ERIKA VIGARA SL,30/12/2016,CONVOCATÒRIA DE SUBVENCIONS MILLORS INICIATIVES COMERCIALS DE NOVA IMPLANTACIÓ A RUBÍ,5000,5000,0
2017,2017,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,22/02/2017,SUBVENCIÓN 2017 CER FUTBOL SALA. ESCUELA DEPORTIVA TEMP 2016-2017,3100,3100,0
2017,2017,Q5855637D,ESCOLA 25 DE SETEMBRE,05/07/2017,CONVOCATORIA D'AJUTS A LES ESCOLES PÚBLIQUES DE RUBI PEL MANTENIMENT DE CENTRE 2017,4913.28,4913.28,0
2017,2017,Q5855636F,ESCOLA TERESA ALTET,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1120.4,1120.4,0
2017,2017,G61004412,HOQUEI CLUB RUBI CENT PATINS,05/07/2017,SUBVENCIÓN 2017 HCR CENT PATINS. ESCUELA DEPORTIVA TEMP 2016-2017,1000,1000,0
2017,2017,G62631932,FRATER-NADAL SERVEI SOCIAL EVANGELIC,30/06/2017,Rebost d'aliments,36500,36500,0
2017,2017,G60423308,C E B SANT JORDI,12/07/2017,SUBVENCION 2017. CEB SANT JORDI. ACTIVIDADES COMPETICIONES FEDERADAS TEMP. 2016-2017,6500,6500,0
2017,2017,G60313459,COLLA DE GEGANTERS DE RUBI,26/07/2017,Subvenció i conveni 2017 Colla de Geganters de Rubí,14000,0,0
2017,2017,G63436398,ASSOCIACIO DE MARES I PARES D'ALUMNES DEL CEE CA N'ORIOL,11/10/2017,AMPA CA N'ORIOL. CONVENI COL·LABORACIÓ PROJECTE MUSICOTERÀPIA,7400,0,0
2014,2014,B66367939,ESPAI IDIOMES RUBI SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,945,0,0
2014,2014,B64332208,COLORPAINT RUBI XXI,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,761.5,0,0
2014,2014,B59895805,GOURMANDISE SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,1094.86,0,0
2014,2014,J66358938,OH-KBE ESTETICA I QUIROMASSATGE SCP,22/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,1082.06,0,0
2017,2016,G60208972,CLUB ESPORTIU RUBI FUTBOL SALA,29/11/2016,"SUBVENCIÓN 2016:CER FUTBOL SALA, TEMP 16-17. PROGRAMA DE MANTENIMIENTO ADULTOS",26000,26000,0
2017,2017,G65845307,ASSOCIACIO CULTURAL I SOCIAL DE TOUBA-RUBI,02/01/2017,CONVOCATORIA 2016 PER A COOPERACIÓ INTERNACIONAL,473.22,0,0
2017,2017,G59183806,UNIO ESPORTIVA DE RUBI,07/05/2017,SUBVENCIÓN 2017 UNIÓ ESPORTIVA RUBÍ. ACTIVIDADES TEMPORADA 2016-2017,61000,61000,0
2017,2017,Q5855634A,ESCOLA MONTESSORI,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1348.51,1348.51,0
2017,2017,Q5855469B,INSTITUT DUC DE MONTBLANC,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1196.28,1196.28,0
2017,2017,S5800028B,INSTITUT LA SERRETA,21/06/2017,CONVOCATORIA D'AJUTS A CENTRES EDUCATIUS PÚBLICS DE RUBI PER ACTIVITATS O PROJECTES PEDAGOGICS CURS 2016-2017,1177.08,1177.08,0
2017,2017,G60871761,CLUB VOLEIBOL RUBI,19/07/2017,SUBVENCIÓN 2017. CLUB VOLEIBOL RUBI. ESCUELA DEPORTIVA 2016-2017,1500,0,0
2017,2017,G62129119,ASSOCIACIO GENT GRAN DE RUBI,25/07/2017,"Sbvenció activitats taller manualitats, dansa i ioga.",1000,0,0
2017,2017,Q2866001G,CRUZ ROJA ESPAÑOLA,26/07/2017,Rebos d'aliments. Programa de distribució de productes de primera necessitat.,10000,0,0
2015,2014,B66367939,ESPAI IDIOMES RUBI SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,405,0,0
2015,2014,B64332208,COLORPAINT RUBI XXI,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,326.36,326.36,0
2015,2014,B59895805,GOURMANDISE SL,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,469.22,469.22,0
2015,2014,A08720096,MIMAVEN ELECTRICA SA,30/12/2014,SUPORT A LA CONTRACTACIÓ PRIVADA SEMESTRAL,530.96,530.96,0
2017,2017,G60571668,UNIO ATLETICA RUBI,19/04/2017,SUBVENCIÓN 2017 UNIÓ ATLÉTICA RUBÍ. GESTIÓN PISTA ATLETISMO,72000,72000,0
2017,2017,S0800276H,ESCOLA RIVO RUBEO,05/07/2017,CONVOCATORIA D'AJUTS A LES ESCOLES PÚBLIQUES DE RUBI PEL MANTENIMENT DE CENTRE 2017,3810.3,3810.3,0
2017,2017,Q5855636F,ESCOLA TERESA ALTET,05/07/2017,CONVOCATORIA D'AJUTS A LES ESCOLES PÚBLIQUES DE RUBI PEL MANTENIMENT DE CENTRE 2017,3710.03,3710.03,0
2017,2017,R0800380H,CASA COLEGIO REGINA CARMELI RUBI,19/07/2017,SUBVENCIÓN 2017. REGINA CARMELI. ESCUELA DEPORTIVA 2016-2017,4500,0,0
2017,2017,G60944246,ASSOCIACIÓ PER LA PROMOCIÓ DE L'ESPECACLE INFANTIL I JUVENIL LA XARXA,06/09/2017,Subvenció i conveni 2017 Ass. Promoció Espectacle Infantil i Juvenil a Rubí,4200,0,0
2017,2017,S0800276H,ESCOLA RIVO RUBEO,10/07/2017,CONVOCATORIA CURS 2016-2017 PER A LA CONCESSIÓ D'AJUDES A LES ESCOLES I INSTITUTS DE SECUNDARIA PÚBLICS PER A ACTES COMMEMORATIUS D'INAUGURACIÓ I ANIVERSARI DELS CENTRES,250,250,0
