Fecha;Importe;AREA PRESUPUESTARIA;PROGRAMA PRESUPUESTARIO;IDENTIFICACI‡N;BENEFICIARIO;LINEA;CONCEPTO;;;;;;;;;;;;;
02/12/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;250,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;174,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.000,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;2.000,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;450,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;820,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.278,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.200,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;820,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;700,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;700,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.000,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;430,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;320,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;450,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;700,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;888,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;450,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;760,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;768,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.- AS15.076;;;;;;;;;;;;;
02/12/2015;1.500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;325,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD.COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076 PAGO 3;;;;;;;;;;;;;
02/12/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;720,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;450,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.000,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.100,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;401,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD.COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076 PAGO 2;;;;;;;;;;;;;
02/12/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;250,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;800,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;200,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;790,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;870,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;754,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;500,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.200,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;450,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;350,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;900,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;400,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.080,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;640,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.100,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;1.600,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
02/12/2015;300,00;BIENESTAR SOCIAL Y FAMILIA;ACCION SOCIAL;NO PROCEDE;PERSONA F÷SICA;FOMENTO DE ACCIONES EN MATERIA SOCIAL;AYUDAS DE EMERG.: 1ß NECESIDAD, ALQUILER , GTOS COMUNIDAD...COMISION 19-NOVIEMBRE DCTO. 10859 DE 30-NOV.-AS15.076;;;;;;;;;;;;;
