EXERCICI,CODI ORGÀNIC,CODI DE PROGRAMA,CODI ECONÒMIC,NOM PARTIDA,PRESSUPOST INICIAL,PRESSUPOST ACTUAL,AUTORITZACIÓ (A),DISPOSICIÓ (D),OBLIGACIÓ (O),PAGAMENT (P),REALITZACIÓ DE PAGAMENT (RP),SALDO,% SALDO SOBRE PRESS. ACTUAL,MODIFICACIÓ,REMANENTS INCORPORATS,ALTRES MODIFICACIONS,REMANENT,A PENDENT,D PENDENT,O PENDENT,P PENDENT,RETENCIONS DE CRÈDIT,% D SOBRE CRÈDIT,% RP SOBRE OBLIGACIONS
2014,H314,92040,22699,ALTRES DESPESES MANT. EDIFICIS ADMINISTRATIUS,€5000.00,€5000.00,€11786.34,€11786.34,€11786.34,€11786.34,€8973.98,€-6786.34,-135.73%,€0.00,€0.00,€0.00,€-6786.34,€0.00,€0.00,€0.00,€2812.36,€0.00,235.73%,76.14%
2014,H314,92040,22200,TELEFON EDIFICIS ADMINISTRATIUS,€223000.00,€223000.00,€192299.68,€192299.68,€169988.19,€169988.19,€126824.27,€0.00,0.00%,€0.00,€0.00,€0.00,€53011.81,€0.00,€22311.48,€0.00,€43163.92,€223000.00,86.23%,74.61%
2014,H314,92040,22102,GAS EDIFICIS ADMINISTRATIUS,€20000.00,€24485.82,€42875.49,€42875.49,€31517.82,€31517.82,€29633.94,€-18389.66,-75.10%,€4485.82,€0.00,€4485.82,€-7032.00,€0.00,€11357.66,€0.00,€1883.88,€20000.00,175.10%,94.02%
2014,H314,92040,22101,AIGUA EDIFICIS ADMINISTRATIUS,€7000.00,€7000.00,€7000.00,€7000.00,€7000.00,€7000.00,€6248.57,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€751.43,€0.00,100.00%,89.27%
2014,H314,92040,22100,ENERGIA ELECTRICA EDIFICIS ADMINISTRATIUS,€143500.00,€152612.12,€147036.10,€147036.10,€126413.82,€126413.82,€91973.25,€5575.99,3.65%,€9112.12,€0.00,€9112.12,€26198.29,€0.00,€20622.28,€0.00,€34440.57,€146926.07,96.35%,72.76%
2014,H314,92040,21303,MANTENIMENT CLIMATITZACIO EDIFICIS ADMINISTRATIUS,€0.00,€9000.00,€8934.98,€8934.98,€8934.98,€8934.98,€6701.19,€65.02,0.72%,€9000.00,€0.00,€9000.00,€65.02,€0.00,€0.00,€0.00,€2233.79,€0.00,99.28%,75.00%
2014,H314,92040,21300,MANTENIMENT MAQUINARIA EDIFICIS ADMINISTRATIUS,€100000.00,€16000.00,€15754.35,€15754.35,€15391.65,€15391.65,€11301.38,€245.65,1.54%,€-84000.00,€0.00,€-84000.00,€608.35,€0.00,€362.70,€0.00,€4090.27,€4499.60,98.46%,73.43%
2014,H314,92040,21200,MANTENIMENT EDIFICIS ADMINISTRATIUS,€45000.00,€16500.00,€13016.17,€13016.17,€13016.16,€13016.16,€11783.22,€2447.50,14.83%,€-28500.00,€0.00,€-28500.00,€3483.84,€0.00,,€0.00,€1232.94,€1822.04,78.89%,90.53%
2014,H313,43120,22799,TREBALLS EMPRESES MERCATS MUNICIPALS,€28000.00,€34537.11,€33977.61,€33977.61,€33977.59,€33977.59,€27440.49,€559.50,1.62%,€6537.11,€6537.11,€0.00,€559.51,€0.00,,€0.00,€6537.10,€0.00,98.38%,80.76%
2014,H313,43120,22706,ESTUDIS I TREBALLS MERCATS MUNICIPALS,€0.00,€20691.00,€20691.00,€20691.00,€0.00,€0.00,€0.00,€0.00,0.00%,€20691.00,€0.00,€20691.00,€20691.00,€0.00,€20691.00,€0.00,€0.00,€0.00,100.00%,0.00%
2014,H313,43120,22699,DESPESES MERCAT MUNICIPAL SANT CARLES,€5000.00,€5000.00,€5247.24,€5247.24,€5247.24,€5247.24,€5247.24,€-247.24,-4.94%,€0.00,€0.00,€0.00,€-247.23,€0.00,€0.00,€0.00,€0.00,€0.00,104.94%,100.00%
2014,H313,15560,22706,ESTUDIS I TREBALLS TECNICS OCUPACIO VIA PUBLICA,€0.00,€0.00,€6776.41,€6776.41,€6385.75,€6385.75,€6385.75,€-6776.41,0.00%,€0.00,€0.00,€0.00,€-6385.75,€0.00,€390.65,€0.00,€0.00,€0.00,0.00%,100.00%
2014,H313,15560,22700,TREBALLS NETEJA OCUPACIO VIA PUBLICA,€1600.00,€1600.00,€1627.62,€1627.62,€1627.60,€1627.60,€1406.32,€-27.62,-1.73%,€0.00,€0.00,€0.00,€-27.59,€0.00,,€0.00,€221.27,€0.00,101.73%,86.40%
2014,H313,15560,22699,ALTRES DESPESES OCUPACIO VIA PUBLICA,€7000.00,€6819.51,€14291.20,€14291.20,€14281.06,€14281.06,€12175.51,€-7471.69,-109.56%,€-180.49,€0.00,€-180.49,€-7461.54,€0.00,€10.14,€0.00,€2105.54,€0.00,209.56%,85.26%
2014,H313,15560,16000,SEGURETAT SOCIAL OCUPACIO VIA PUBLICA,€43357.68,€43357.68,€43243.45,€43243.45,€40253.44,€40367.68,€37445.75,€114.23,0.26%,€0.00,€0.00,€0.00,€3104.23,€0.00,€2990.00,€-114.23,€2921.93,€0.00,99.74%,93.02%
2014,H313,15560,15100,GRATIFICACIONS OCUPACIO VIA PUBLICA,€0.00,€2500.00,€1820.45,€1820.45,€1820.45,€1820.45,€1820.45,€679.55,27.18%,€2500.00,€0.00,€2500.00,€679.55,€0.00,€0.00,€0.00,€0.00,€0.00,72.82%,100.00%
2014,H313,15560,12700,PENSIONS FUNCIONARIS OCUPACIO VIA PUBLICA,€0.00,€0.00,€603.26,€603.26,€603.26,€603.26,€603.26,€-603.26,0.00%,€0.00,€0.00,€0.00,€-603.26,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,100.00%
2014,H313,15560,12101,COMPLEMENT ESPECÍFIC OCUPACIO VIA PUBLICA,€52364.20,€51335.19,€51335.19,€51335.19,€50158.62,€50158.62,€50158.62,€0.00,0.00%,€-1029.00,€0.00,€-1029.00,€1176.57,€0.00,€1176.57,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H313,15560,12100,COMPLEMENT DE DESTINACIÓ OCUPACIO VIA PUBLICA,€26733.84,€26733.84,€26733.84,€26733.84,€25602.40,€25602.40,€25602.40,€0.00,0.00%,€0.00,€0.00,€0.00,€1131.43,€0.00,€1131.43,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H313,15560,12006,TRIENNIS OCUPACIO VIA PUBLICA,€9861.40,€9861.40,€11386.06,€11386.06,€11386.06,€11386.06,€11386.06,€-1524.66,-15.46%,€0.00,€0.00,€0.00,€-1524.65,€0.00,€0.00,€0.00,€0.00,€0.00,115.46%,100.00%
2014,H313,15560,12004,SOUS DEL GRUP C2 OCUPACIO VIA PUBLICA,€25137.00,€25137.00,€25137.00,€25137.00,€23816.27,€23816.27,€23816.27,€0.00,0.00%,€0.00,€0.00,€0.00,€1320.72,€0.00,€1320.72,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H313,15560,12003,SOUS DEL GRUP C1 OCUPACIO VIA PUBLICA,€19769.68,€19769.68,€19769.68,€19769.68,€19769.68,€19769.68,€19769.68,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H312,15530,22701,TREBALLS SEGURETAT VIA PUBLICA,€2000.00,€2000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€2000.00,100.00%,€0.00,€0.00,€0.00,€2000.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2014,H312,15530,22199,ALTRES SUBMINISTRAMENTS VIA PUBLICA,€40000.00,€40000.00,€51058.60,€51058.60,€38347.47,€38347.47,€33932.78,€-11058.60,-27.65%,€0.00,€0.00,€0.00,€1652.52,€0.00,€12711.12,€0.00,€4414.69,€0.00,127.65%,88.49%
2014,H330,15100,22604,DESPESES JURIDIQUES OF. INTERMEDIACIO HIPOTECARIA,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2014,H312,15530,21000,MANTENIMENT VIA PUBLICA,€14000.00,€14000.00,€10887.96,€10887.96,€10699.64,€10699.64,€10192.23,€3112.04,22.23%,€0.00,€0.00,€0.00,€3300.36,€0.00,€188.31,€0.00,€507.40,€0.00,77.77%,95.26%
2014,H312,15520,62400,PARC MOBIL UOS,€0.00,€21750.93,€21750.75,€21750.75,€21750.75,€21750.75,€21750.75,€0.18,0.00%,€21750.93,€0.00,€21750.93,€0.18,€0.00,€0.00,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H312,15520,62305,INVERSIONS UOS,€30000.00,€17782.00,€16897.63,€16897.63,€15217.34,€15217.34,€4933.35,€884.37,4.97%,€-12218.00,€0.00,€-12218.00,€2564.66,€0.00,€1680.29,€0.00,€10283.99,€0.00,95.03%,32.42%
2014,H312,15520,22701,TREBALLS SEGURETAT UOS,€0.00,€0.00,€5752.44,€5752.44,€5752.44,€5752.44,€4793.70,€-5752.44,0.00%,€0.00,€0.00,€0.00,€-5752.44,€0.00,€0.00,€0.00,€958.73,€0.00,0.00%,83.33%
2014,H312,15520,22699,ALTRES DESPESES U.O.S.,€2000.00,€2000.00,€1598.18,€1598.18,€1576.39,€1576.39,€1576.39,€401.82,20.09%,€0.00,€0.00,€0.00,€423.60,€0.00,€21.78,€0.00,€0.00,€0.00,79.91%,100.00%
2014,H312,15520,22200,TELEFON U.O.S.,€2250.00,€2250.00,€2249.33,€2249.33,€1454.71,€1454.71,€1117.52,€0.00,0.00%,€0.00,€0.00,€0.00,€795.29,€0.00,€794.61,€0.00,€337.19,€2250.00,99.97%,76.82%
2014,H312,15520,22199,ALTRES SUBMINISTRAMENTS TALLERS UOS,€8000.00,€8000.00,€7193.35,€7193.35,€5316.56,€5316.56,€3971.83,€806.65,10.08%,€0.00,€0.00,€0.00,€2683.43,€0.00,€1876.79,€0.00,€1344.73,€0.00,89.92%,74.71%
2014,H312,15520,22114,MATERIAL MANTENIMENT MAGATZEM UOS,€14000.00,€14000.00,€10017.07,€10017.07,€7915.53,€7915.53,€6983.82,€3982.93,28.45%,€0.00,€0.00,€0.00,€6084.47,€0.00,€2101.54,€0.00,€931.71,€0.00,71.55%,88.23%
2014,H312,15520,22104,VESTUARI U.O.S.,€18000.00,€18000.00,€9490.00,€9490.00,€9147.98,€9147.98,€8858.87,€0.00,0.00%,€0.00,€0.00,€0.00,€8852.02,€0.00,€342.02,€0.00,€289.10,€17600.00,52.72%,96.84%
2014,H312,15520,22103,COMBUSTIBLE I CARBURANT U.O.S.,€29000.00,€29000.00,€26584.75,€26584.75,€24540.17,€24540.17,€21441.34,€2415.25,8.33%,€0.00,€0.00,€0.00,€4459.83,€0.00,€2044.58,€0.00,€3098.82,€0.00,91.67%,87.37%
2014,H312,15520,21500,MANTENIM.MOBILIARI I ESTRIS U.O.S.,€1000.00,€1000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1000.00,100.00%,€0.00,€0.00,€0.00,€1000.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2014,H312,15520,21400,MANTENIM.MAT.TRANSPORT U.O.S.,€18000.00,€18000.00,€12355.75,€12355.75,€9895.87,€9895.87,€7822.95,€5644.25,31.36%,€0.00,€0.00,€0.00,€8104.12,€0.00,€2459.87,€0.00,€2072.92,€0.00,68.64%,79.05%
2014,H312,15520,21300,"MANTENIM.MAQUINARIA,UTILLATGE U.O.S.",€12000.00,€12000.00,€8390.34,€8390.34,€6423.89,€6423.89,€4247.89,€3609.66,30.08%,€0.00,€0.00,€0.00,€5576.11,€0.00,€1966.44,€0.00,€2175.99,€0.00,69.92%,66.13%
2014,H312,15520,20300,LLOGUER MAQUINARIA I UTILLATGE U.O.S.,€1200.00,€1200.00,€969.47,€969.47,€802.69,€802.69,€688.23,€230.53,19.21%,€0.00,€0.00,€0.00,€397.30,€0.00,€166.77,€0.00,€114.46,€0.00,80.79%,85.74%
2014,H312,15520,16000,SEGURETAT SOCIAL U.O.S.,€282558.83,€282558.83,€273348.39,€273348.39,€241932.82,€243463.79,€221070.67,€9210.44,3.26%,€0.00,€0.00,€0.00,€40626.01,€0.00,€31415.57,€-1530.97,€22393.11,€0.00,96.74%,91.38%
2014,H312,15520,15000,PRODUCTIVITAT U.O.S.,€15454.40,€22040.00,€22120.30,€22120.30,€22120.30,€22120.30,€22120.30,€-80.30,-0.36%,€6585.60,€0.00,€6585.60,€-80.29,€0.00,€0.00,€0.00,€0.00,€0.00,100.36%,100.00%
2014,H312,15520,13700,PENSIONS LABORALS U.O.S.,€0.00,€0.00,€603.26,€603.26,€603.26,€603.26,€603.26,€-603.26,0.00%,€0.00,€0.00,€0.00,€-603.26,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,100.00%
2014,H312,15520,13100,LABORAL TEMPORAL U.O.S.,€84080.86,€83257.66,€85709.63,€85709.63,€83019.14,€83019.14,€83019.14,€-2451.96,-2.95%,€-823.20,€0.00,€-823.20,€238.51,€0.00,€2690.48,€0.00,€0.00,€0.00,102.95%,100.00%
2014,H312,15520,12700,PENSIONS FUNCIONARIS U.O.S.,€0.00,€0.00,€4898.00,€4898.00,€4898.00,€4898.00,€4898.00,€-4898.00,0.00%,€0.00,€0.00,€0.00,€-4898.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,100.00%
2014,H312,15520,12101,COMPLEMENT ESPECÍFIC U.O.S.,€260405.88,€254643.48,€253790.23,€253790.23,€253790.23,€253790.23,€253790.23,€853.25,0.34%,€-5762.40,€0.00,€-5762.40,€853.25,€0.00,€0.00,€0.00,€0.00,€0.00,99.66%,100.00%
2014,H312,15520,12100,COMPLEMENT DE DESTINACIÓ U.O.S.,€134045.51,€134045.51,€133560.66,€133560.66,€133560.66,€133560.66,€133560.66,€484.86,0.36%,€0.00,€0.00,€0.00,€484.85,€0.00,€0.00,€0.00,€0.00,€0.00,99.64%,100.00%
2014,H312,15520,12006,TRIENNIS U.O.S.,€50935.44,€50935.44,€50092.00,€50092.00,€50092.00,€50092.00,€50092.00,€843.44,1.66%,€0.00,€0.00,€0.00,€843.44,€0.00,€0.00,€0.00,€0.00,€0.00,98.34%,100.00%
2014,H312,15520,12005,SOUS DEL GRUP E U.O.S.,€23035.74,€23035.74,€23035.74,€23035.74,€23035.74,€23035.74,€23035.74,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H312,15520,12004,SOUS DEL GRUP C2 U.O.S.,€159201.00,€159201.00,€154604.23,€154604.23,€154604.23,€154604.23,€154604.23,€4596.77,2.89%,€0.00,€0.00,€0.00,€4596.76,€0.00,€0.00,€0.00,€0.00,€0.00,97.11%,100.00%
2014,H312,15520,12003,SOUS DEL GRUP C1 U.O.S.,€69193.88,€69193.88,€69193.88,€69193.88,€68588.80,€68588.80,€68588.80,€0.00,0.00%,€0.00,€0.00,€0.00,€605.08,€0.00,€605.08,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H311,16510,61929,ESTALVI ENERGÈTIC ENLLUMENAT PÚBLIC,€300000.00,€389638.02,€247753.44,€89638.02,€89638.02,€89638.02,€89638.02,€141884.57,36.41%,€89638.02,€89638.02,€0.00,€300000.00,€158115.41,€0.00,€0.00,€0.00,€0.00,23.01%,100.00%
2014,H311,16510,61928,PLA EFICIENCIA ENERGETICA ENLLUMENAT PÚBLIC,€0.00,€345000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€345000.00,100.00%,€345000.00,€0.00,€345000.00,€345000.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2014,H311,16510,61901,MATERIAL ENLLUMENAT PÚBLIC,€0.00,€300000.00,€300000.00,€300000.00,€0.00,€0.00,€0.00,€0.00,0.00%,€300000.00,€300000.00,€0.00,€300000.00,€0.00,€300000.00,€0.00,€0.00,€0.00,100.00%,0.00%
2014,H311,16510,22706,ESTUDIS I TREBALLS TECNICS ENLLUMENAT PUBLIC,€17500.00,€17500.00,€14991.90,€14991.90,€14991.90,€14991.90,€0.00,€2508.10,14.33%,€0.00,€0.00,€0.00,€2508.10,€0.00,€0.00,€0.00,€14991.90,€0.00,85.67%,0.00%
2014,H311,16510,22702,INSPECCIONS ENLLUMENAT PUBLIC,€6000.00,€6000.00,€6000.00,€6000.00,€4328.99,€4328.99,€0.00,€0.00,0.00%,€0.00,€0.00,€0.00,€1671.01,€0.00,€1671.01,€0.00,€4328.99,€0.00,100.00%,0.00%
2014,H311,16510,22112,SUBMINISTRAMENT MATERIAL ENLLUMENAT,€250000.00,€250000.00,€247917.75,€247917.75,€247917.75,€247917.75,€154273.51,€2082.25,0.83%,€0.00,€0.00,€0.00,€2082.25,€0.00,€0.00,€0.00,€93644.23,€0.00,99.17%,62.23%
2014,H311,16510,22100,ENERGIA ELECTRICA ENLLUMENAT PUBLIC,€900000.00,€900627.44,€876164.86,€876164.86,€774315.23,€774315.23,€582458.78,€24462.58,2.72%,€627.44,€0.00,€627.44,€126312.20,€0.00,€101849.63,€0.00,€191856.44,€862399.59,97.28%,75.22%
2014,H311,16510,21000,MANTENIMENT ENLLUMENAT PUBLIC,€500000.00,€500000.00,€487700.99,€487700.99,€487700.99,€487700.99,€398757.51,€12299.01,2.46%,€0.00,€0.00,€0.00,€12299.01,€0.00,€0.00,€0.00,€88943.47,€0.00,97.54%,81.76%
2014,H311,16410,63208,ADEQUACIÓ CEMENTIRI,€50000.00,€66789.02,€66233.22,€66233.22,€66233.22,€66233.22,€18004.80,€555.79,0.83%,€16789.02,€0.00,€16789.02,€555.80,€0.00,€0.00,€0.00,€48228.42,€0.00,99.17%,27.18%
2014,H311,16410,62201,AMPLIACIO DEL CEMENTIRI (ANUALITAT 2014),€0.00,€300000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€300000.00,100.00%,€300000.00,€0.00,€300000.00,€300000.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2014,H311,16410,22699,ALTRES DESPESES CEMENTIRI I SERV.FUNERARIS,€24000.00,€24000.00,€31460.25,€31460.25,€31445.64,€57908.35,€29272.25,€-7460.25,-31.08%,€0.00,€0.00,€0.00,€-7445.63,€0.00,€14.61,€-26462.71,€28636.10,€0.00,131.08%,93.09%
2014,H311,16410,22199,ALTRES SUBMINISTRAMENTS CEMENTIRI I SERV.FUN,€0.00,€4750.00,€0.00,€0.00,€0.00,€0.00,€0.00,€4750.00,100.00%,€4750.00,€0.00,€4750.00,€4750.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2014,H311,16410,21300,MANTENIM.MAQUINARIA CEMENTIRI I SERV.FUN,€500.00,€500.00,€400.27,€400.27,€400.27,€400.27,€400.27,€99.73,19.95%,€0.00,€0.00,€0.00,€99.73,€0.00,€0.00,€0.00,€0.00,€0.00,80.05%,100.00%
2014,H311,16410,21200,MANTENIMENT CEMENTIRI I SERVEIS FUNERARIS,€4750.00,€0.00,€2188.71,€2188.71,€2154.96,€2154.96,€2154.96,€-2188.71,0.00%,€-4750.00,€0.00,€-4750.00,€-2154.96,€0.00,€33.75,€0.00,€0.00,€0.00,0.00%,100.00%
2014,H311,16310,22700,TREBALLS NETEJA VIARIA,€2590000.00,€2590000.00,€2516522.73,€2516522.73,€2061589.05,€2061589.05,€1647922.36,€73477.27,2.84%,€0.00,€0.00,€0.00,€528410.94,€0.00,€454933.67,€0.00,€413666.68,€0.00,97.16%,79.93%
2014,H311,16230,46701,TRANSF.C.G.R.V.O. DEIXALLERIA I REC.SELECTIVA,€442000.00,€442000.00,€440914.72,€440914.72,€439725.08,€439725.08,€438114.00,€507.52,0.11%,€0.00,€0.00,€0.00,€2274.91,€0.00,€1189.63,€0.00,€1611.08,€441492.47,99.75%,99.63%
2014,H311,16230,22700,TREBALLS RECOLLIDA SELECTIVA PAPER I CARTRÓ,€71500.00,€71500.00,€63471.48,€63471.48,€63471.48,€63471.48,€52892.90,€8028.52,11.23%,€0.00,€0.00,€0.00,€8028.51,€0.00,€0.00,€0.00,€10578.58,€21157.16,88.77%,83.33%
2014,H311,16220,46701,QUOTA CONSORCI GESTIÓ DE RESIDUS,€195000.00,€195000.00,€183066.36,€183066.36,€183066.36,€183066.36,€182397.44,€11693.76,6.00%,€0.00,€0.00,€0.00,€11933.64,€0.00,€0.00,€0.00,€668.91,€183306.23,93.88%,99.63%
2014,H311,16220,22700,TREBALLS TRACTAMENT RESIDUS SOLIDS,€1450000.00,€1417276.44,€1454946.14,€1454946.14,€1423199.56,€1423199.56,€1050014.99,€-37669.69,-2.66%,€-32723.56,€0.00,€-32723.56,€-5923.12,€0.00,€31746.57,€0.00,€373184.57,€0.00,102.66%,73.78%
2014,H311,16220,20900,CANON TRACTAMENT RESIDUS SOLIDS,€10.00,€10.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10.00,100.00%,€0.00,€0.00,€0.00,€10.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2014,H311,16210,22706,ESTUDIS I TREBALLS TECNICS RECOLLIDA ESCOMBRARIES,€0.00,€0.00,€21538.00,€21538.00,€21538.00,€21538.00,€0.00,€-21538.00,0.00%,€0.00,€0.00,€0.00,€-21538.00,€0.00,€0.00,€0.00,€21538.00,€0.00,0.00%,0.00%
2014,H311,16210,22700,TREBALLS RECOLLIDA ESCOMBRARIES,€1475000.00,€1572800.22,€1558092.37,€1558092.37,€1231787.14,€1231787.14,€984447.22,€14707.85,0.94%,€97800.22,€134491.22,€-36691.00,€341013.07,€0.00,€326305.22,€0.00,€247339.92,€0.00,99.06%,79.92%
2014,H311,16120,61904,RENOVACIÓ XARXA DE CLAVEGUERAM,€115000.00,€165303.15,€131576.26,€131576.26,€126806.45,€126806.45,€98079.94,€33726.89,20.40%,€50303.15,€50303.15,€0.00,€38496.69,€0.00,€4769.81,€0.00,€28726.50,€0.00,79.60%,77.35%
2014,H311,16120,22199,ALTRES SUBMINISTRAMENTS CLAVEGUERAM,€6000.00,€6000.00,€2195.92,€2195.92,€1819.44,€1819.44,€989.44,€3804.08,63.40%,€0.00,€0.00,€0.00,€4180.55,€0.00,€376.48,€0.00,€830.00,€0.00,36.60%,54.38%
2014,H311,16120,21000,MANTENIMENT CLAVEGUERAM,€260000.00,€260000.00,€262781.93,€262781.93,€262751.28,€262751.28,€120060.90,€-2781.93,-1.07%,€0.00,€0.00,€0.00,€-2751.28,€0.00,€30.64,€0.00,€142690.38,€0.00,101.07%,45.69%
2014,H311,16110,22101,PROVEIMENT D'AIGUA,€45000.00,€45000.00,€45000.00,€45000.00,€45000.00,€45000.00,€35086.92,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€9913.08,€0.00,100.00%,77.97%
2014,H311,16001,63305,ADEQUACIO INSTAL·LACIONS REBT EDIFICIS MUNICIPALS,€0.00,€135501.54,€131998.07,€131998.07,€52759.03,€52759.03,€0.00,€3503.47,2.59%,€135501.54,€135501.54,€0.00,€82742.51,€0.00,€79239.04,€0.00,€52759.03,€0.00,97.41%,0.00%
2014,H311,16001,63304,GRANS REPARACIONS MAQUINÀRIA EDIF.MPALS.,€60000.00,€58424.31,€32978.74,€32978.74,€13289.86,€13289.86,€13289.86,€25445.57,43.55%,€-1575.69,€13289.86,€-14865.55,€45134.45,€0.00,€19688.87,€0.00,€0.00,€0.00,56.45%,100.00%
2014,H311,16001,63209,ADEQUACIÓ MERCAT DE SANT CARLES,€0.00,€45936.00,€45936.00,€45936.00,€0.00,€0.00,€0.00,€0.00,0.00%,€45936.00,€45936.00,€0.00,€45936.00,€0.00,€45936.00,€0.00,€0.00,€0.00,100.00%,0.00%
2014,H311,16001,62306,ESTALVI ENERGETIC A ROCA UMBERT,€0.00,€20384.24,€20384.24,€20384.24,€19931.74,€19931.74,€19931.74,€0.00,0.00%,€20384.24,€20384.24,€0.00,€452.50,€0.00,€452.50,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H311,16001,60901,ADQUISICIÓ MOBILIARI URBÀ,€30000.00,€30000.00,€29394.55,€29394.55,€27546.27,€27546.27,€7950.31,€605.45,2.02%,€0.00,€0.00,€0.00,€2453.72,€0.00,€1848.27,€0.00,€19595.96,€0.00,97.98%,28.86%
2014,H311,16001,22101,AIGUA SERVEIS MNPALS.,€2325.00,€2325.00,€2325.00,€2325.00,€2325.00,€2325.00,€1283.97,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1041.03,€0.00,100.00%,55.22%
2014,H311,16001,22100,ENERGIA ELECTRICA SERVEIS MNPALS.,€47000.00,€47000.00,€41868.22,€41868.22,€15096.47,€15096.47,€12323.18,€0.00,0.00%,€0.00,€0.00,€0.00,€31903.53,€0.00,€26771.75,€0.00,€2773.28,€47000.00,89.08%,81.63%
2014,H311,16001,21303,MANTENIMENT CLIMATITZACIO SERVEIS MNPALS.,€0.00,€1925.00,€2344.91,€2344.91,€2343.62,€2343.62,€1243.89,€-419.91,-21.81%,€1925.00,€0.00,€1925.00,€-418.61,€0.00,€1.28,€0.00,€1099.72,€0.00,121.81%,53.08%
2014,H311,16001,21300,MANTENIMENT MAQUINARIA SERVEIS MNPALS.,€0.00,€750.00,€955.32,€955.32,€916.75,€916.75,€500.04,€-205.32,-27.38%,€750.00,€0.00,€750.00,€-166.75,€0.00,€38.57,€0.00,€416.71,€166.69,127.38%,54.54%
2014,H311,16001,21200,MANTENIMENT EDIFICIS SERVEIS MNPALS.,€20000.00,€800.00,€2144.48,€2144.48,€2144.48,€2144.48,€2006.86,€-1464.28,-183.04%,€-19200.00,€0.00,€-19200.00,€-1344.48,€0.00,€0.00,€0.00,€137.62,€192.99,268.06%,93.58%
2014,H311,16001,20200,ARRENDAMENT EDIFICIS SERVEIS MNPALS.,€0.00,€7376.31,€7744.00,€7744.00,€7744.00,€7744.00,€6655.00,€-367.69,-4.98%,€7376.31,€0.00,€7376.31,€-367.68,€0.00,€0.00,€0.00,€1089.00,€0.00,104.98%,85.94%
2014,H311,16001,16000,"SEGURETAT SOCIAL SERVEIS, VIA PUBLICA I MOBILITAT",€44898.60,€52955.00,€52865.12,€52865.12,€48635.45,€48725.33,€47848.20,€89.88,0.17%,€8056.40,€0.00,€8056.40,€4319.55,€0.00,€4229.67,€-89.88,€877.13,€0.00,99.83%,98.38%
2014,H311,16001,15100,"SERVEIS EXTRAORD. SERVEIS, VIA PUBLICA I MOBILITAT",€38000.00,€38180.49,€38000.00,€38000.00,€180.49,€180.49,€180.49,€180.49,0.47%,€180.49,€0.00,€180.49,€38000.00,€0.00,€37819.51,€0.00,€0.00,€0.00,99.53%,100.00%
2014,H311,16001,13100,"LABORAL TEMPORAL SERVEIS, VIA PUBLICA I MOBILITAT",€0.00,€24667.16,€24667.16,€24667.16,€23832.33,€23832.33,€23832.33,€0.00,0.00%,€24667.16,€0.00,€24667.16,€834.82,€0.00,€834.82,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H311,16001,12101,"COMPLEMENT ESPECÍFIC SERVEIS, VIA PUB. I MOBILITAT",€71204.70,€70175.70,€70175.70,€70175.70,€70066.78,€70066.78,€70066.78,€0.00,0.00%,€-1029.00,€0.00,€-1029.00,€108.91,€0.00,€108.91,€0.00,€0.00,€0.00,100.00%,100.00%
2014,H311,16001,12100,"COMPLEMENT DESTINACIO SERVEIS, VIA P. I MOBILITAT",€35672.14,€35672.14,€35672.14,€35672.14,€35672.14,€35672.14,€35672.14,€0.00,0.00%,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,100.00%,100.00%
