EXERCICI,CODI ORGÀNIC,CODI ECONÒMIC,NOM PARTIDA,PRESSUPOST INICIAL,MODIFICACIÓ,PRESSUPOST ACTUAL,DR ANUL·LAT,DR CANCEL·LAT,DR ALTRA ANUL·LACIÓ,DR NET,DRET RECONEGUT ( DR),ORDRE D'INGRÉS (OI),INGRÉS (I),DEVOLUCIÓ D'INGRÉS,INGRÉS NET,SALDO,DEUTORS,% DR SOBRE PREVISIONS,% INGRÉS NET SOBRE DR
2014,H416,31213,TAXA ENSENYAMENT E.B.EL TELER,€170000.00,€0.00,€170000.00,€167.35,€0.00,€167.35,€185877.92,€186045.27,€0.00,€0.00,€167.35,€121871.67,€-15877.92,€64006.25,109.34%,65.57%
2014,H416,31214,TAXA ENSENYAMENT E.B. CONGOST,€100000.00,€0.00,€100000.00,€0.00,€0.00,€0.00,€115021.28,€115021.28,€0.00,€0.00,€0.00,€77891.17,€-15021.27,€37130.10,115.02%,67.72%
2014,H416,31222,TAXA MENJADOR E.B. TORTUGA,€45000.00,€0.00,€45000.00,€0.00,€0.00,€0.00,€32697.32,€32697.32,€0.00,€0.00,€0.00,€24676.74,€12302.68,€8020.58,72.66%,75.47%
2014,H416,31223,TAXA MENJADOR E.B. EL TELER,€70000.00,€0.00,€70000.00,€0.00,€0.00,€0.00,€50483.12,€50483.12,€0.00,€0.00,€0.00,€35769.73,€19516.87,€14713.39,72.12%,70.85%
2014,H416,31224,TAXA MENJADOR E.B. CONGOST,€37000.00,€0.00,€37000.00,€0.00,€0.00,€0.00,€32895.35,€32895.35,€0.00,€0.00,€0.00,€26520.12,€4104.65,€6375.23,88.91%,80.62%
2014,H416,39900,ALTES INGRESSOS ESCOLES BRESSOL,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€409.86,€409.86,€0.00,€0.00,€0.00,€409.86,€-409.86,€0.00,0.00%,100.00%
2014,H416,45030,GENERALITAT EB CONGOST,€57750.00,€0.00,€57750.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€57750.00,€0.00,0.00%,0.00%
2014,H416,45032,GENERALITAT E.B. TORTUGA,€57750.00,€0.00,€57750.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€57750.00,€0.00,0.00%,0.00%
2014,H416,45033,GENERALITAT E.B.EL TELER,€89250.00,€0.00,€89250.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€89250.00,€0.00,0.00%,0.00%
2014,H416,46121,DIPUTACIO URGENCIA SOCIAL EE.BB.,€104500.00,€0.00,€104500.00,€0.00,€0.00,€0.00,€81015.49,€81015.49,€0.00,€0.00,€0.00,€0.00,€23484.50,€81015.49,77.53%,0.00%
2014,H416,46122,DIPUTACIÓ SUFICIÈNCIA ALIMENTÀRIA 0-3 ANYS,€8000.00,€5656.00,€13656.00,€0.00,€0.00,€0.00,€13656.00,€13656.00,€0.00,€0.00,€0.00,€6828.00,€0.00,€6828.00,100.00%,50.00%
2014,H417,31210,TAXA ENSENYAMENT ESCOLA DE MUSICA,€268000.00,€0.00,€268000.00,€40.00,€0.00,€40.00,€277293.21,€277333.21,€0.00,€0.00,€40.00,€195080.02,€-9293.21,€82213.19,103.47%,70.35%
2014,H417,39900,ALTRES INGRESSOS ESCOLA DE MUSICA,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€220.00,€220.00,€0.00,€0.00,€0.00,€220.00,€-220.00,€0.00,0.00%,100.00%
2014,H417,45030,SUBVENCIO GENERALITAT ESCOLA DE MUSICA,€491000.00,€0.00,€491000.00,€0.00,€0.00,€0.00,€326160.00,€326160.00,€0.00,€0.00,€0.00,€0.00,€164840.00,€326160.00,66.43%,0.00%
2014,H418,31220,TAXA DE MENJADOR ESCOLA S.LLOBET,€271000.00,€0.00,€271000.00,€2901.80,€0.00,€2901.80,€239409.85,€242311.65,€0.00,€0.00,€2901.80,€153187.34,€31590.14,€86222.51,88.34%,63.99%
2014,H418,45030,SUBVENCIO GENERALITAT ESCOLA S.LLOBET,€1465000.00,€0.00,€1465000.00,€0.00,€0.00,€0.00,€1407769.99,€1407769.99,€0.00,€0.00,€0.00,€1173507.49,€57230.01,€234262.50,96.09%,83.36%
2014,H419,31210,TAXES CICLES FORMATIUS GRAU SUPERIOR EMT,€98000.00,€0.00,€98000.00,€4620.00,€0.00,€4620.00,€93817.50,€98437.50,€0.00,€0.00,€4620.00,€93817.50,€4182.50,€0.00,95.73%,100.00%
2014,H419,31240,TAXES MESURES FLEXIBILITZADORES EMT,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€4620.00,€4620.00,€0.00,€0.00,€0.00,€4620.00,€-4620.00,€0.00,0.00%,100.00%
2014,H419,34910,P.P. UTILITZACIO INSTAL.LACIONS E.M.T.,€1000.00,€0.00,€1000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1000.00,€0.00,0.00%,0.00%
2014,H419,39900,ALTRES INGRESSOS,€2000.00,€0.00,€2000.00,€0.00,€0.00,€0.00,€64.13,€64.13,€0.00,€0.00,€0.00,€64.13,€1935.87,€0.00,3.21%,100.00%
2014,H419,45030,SUBVENCIO GENERALITAT E.M.T.,€6195000.00,€0.00,€6195000.00,€0.00,€0.00,€0.00,€5944265.75,€5944265.75,€0.00,€0.00,€0.00,€4862680.42,€250734.24,€1081585.34,95.95%,81.80%
2014,H419,55003,"CONCESSIO QUIOSCOS,BARS E.M.T.",€1750.00,€0.00,€1750.00,€0.00,€0.00,€0.00,€1487.24,€1487.24,€0.00,€0.00,€0.00,€1487.24,€262.76,€0.00,84.99%,100.00%
2014,H420,38000,REINTEGRAMENT AVAL CONCESSIÓ ADM. PISTES DE TENNIS,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€6010.12,€6010.12,€0.00,€0.00,€0.00,€6010.12,€-6010.12,€0.00,0.00%,100.00%
2014,H420,78001,RFEF GESPA ARTIFICIAL CAMP FUTBOL FONT VERDA,€220000.00,€0.00,€220000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€220000.00,€0.00,0.00%,0.00%
2014,H421,31301,TAXA ESPORT ESCOLAR I LLEURE,€75000.00,€0.00,€75000.00,€969.83,€0.00,€969.83,€11821.62,€12791.45,€0.00,€0.00,€969.83,€11821.62,€63178.38,€0.00,15.76%,100.00%
2014,H421,34301,PREUS ACTIV.ESPORT ADULTS I GENT GRAN,€11500.00,€0.00,€11500.00,€220.00,€0.00,€220.00,€12882.00,€13102.00,€0.00,€0.00,€220.00,€12882.00,€-1382.00,€0.00,112.02%,100.00%
2014,H421,46100,DIPUTACIO PROGRAMES I ACTIVITATS,€52000.00,€0.00,€52000.00,€0.00,€0.00,€0.00,€39981.00,€39981.00,€0.00,€0.00,€0.00,€0.00,€12019.00,€39981.00,76.89%,0.00%
2014,H421,47000,EMPRESES PRIVADES PROMOCIO ESPORT,€18000.00,€0.00,€18000.00,€0.00,€0.00,€0.00,€5000.00,€5000.00,€0.00,€0.00,€0.00,€2000.00,€13000.00,€3000.00,27.78%,40.00%
2014,H422,34910,P.P. UTILITZACIO INSTAL.LACIONS ESPORTIVES,€8000.00,€0.00,€8000.00,€0.00,€0.00,€0.00,€4120.89,€4120.89,€0.00,€0.00,€0.00,€4120.89,€3879.10,€0.00,51.51%,100.00%
2014,H422,34915,P.P. UTILITZACIO PALAU ESPORTS,€1500.00,€0.00,€1500.00,€0.00,€0.00,€0.00,€20723.65,€20723.65,€0.00,€0.00,€0.00,€20723.65,€-19223.65,€0.00,1381.58%,100.00%
2014,H422,39900,ALTRES INGRESSOS INSTAL.LACIONS ESPORTIVES,€1000.00,€0.00,€1000.00,€0.00,€0.00,€0.00,€4887.53,€4887.53,€0.00,€0.00,€0.00,€691.00,€-3887.52,€4196.53,488.75%,14.14%
2014,H422,55000,CONCESSIONS INSTAL.LACIONS ESPORTIVES,€18000.00,€0.00,€18000.00,€0.00,€0.00,€0.00,€15129.32,€15129.32,€0.00,€0.00,€0.00,€0.00,€2870.68,€15129.32,84.05%,0.00%
2014,H423,34001,PREUS CENTRE DE MEDICINA ESPORTIVA,€35000.00,€0.00,€35000.00,€0.00,€0.00,€0.00,€41611.00,€41611.00,€0.00,€0.00,€0.00,€37088.00,€-6611.00,€4523.00,118.89%,89.13%
2014,H431,33501,TAXA O.V.P. COMISSIO FESTA MAJOR,€23000.00,€0.00,€23000.00,€0.00,€0.00,€0.00,€28287.58,€28287.58,€0.00,€0.00,€0.00,€28287.58,€-5287.58,€0.00,122.99%,100.00%
2014,H431,34411,PREUS FESTA MAJOR COMISSIO FESTA MAJOR,€40000.00,€0.00,€40000.00,€0.00,€0.00,€0.00,€16946.86,€16946.86,€0.00,€0.00,€0.00,€16946.86,€23053.14,€0.00,42.37%,100.00%
2014,H431,34912,P.P. UTILITZACIO SALA FRANCESC TARAFA,€1750.00,€0.00,€1750.00,€0.00,€0.00,€0.00,€2387.02,€2387.02,€0.00,€0.00,€0.00,€2387.02,€-637.02,€0.00,136.40%,100.00%
2014,H431,39900,ALTRES INGRESSOS SERVEI DE CULTURA,€100.00,€1878.58,€1978.58,€0.00,€0.00,€0.00,€4856.20,€4856.20,€0.00,€0.00,€0.00,€4856.20,€-2877.62,€0.00,245.44%,100.00%
2014,H431,46100,DIPUTACIO ACTIVITATS CULTURALS,€25000.00,€0.00,€25000.00,€0.00,€0.00,€0.00,€25000.00,€25000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€25000.00,100.00%,0.00%
2014,H431,47011,APORTACIO EMPRESES PRIVADES FESTA ASCENSIO,€2000.00,€0.00,€2000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€2000.00,€0.00,0.00%,0.00%
2014,H431,47012,APORTACIO EMPRESES PRIVADES COMISSIÓ FESTA MAJOR,€28000.00,€0.00,€28000.00,€0.00,€0.00,€0.00,€45385.00,€45385.00,€0.00,€0.00,€0.00,€26640.00,€-17385.00,€18745.00,162.09%,58.70%
2014,H431,47013,APORTACIO EMPRESES NADAL I REIS,€1000.00,€0.00,€1000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1000.00,€0.00,0.00%,0.00%
2014,H432,36072,VENDA FOTOCOPIES BIBLIOTECA C.PEDRALS,€10.00,€0.00,€10.00,€0.00,€0.00,€0.00,€24.50,€24.50,€0.00,€0.00,€0.00,€24.50,€-14.50,€0.00,245.00%,100.00%
2014,H432,36073,VENDA FOTOCOPIES BIBLIOTECA ROCA UMBERT,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€293.00,€293.00,€0.00,€0.00,€0.00,€293.00,€-293.00,€0.00,0.00%,100.00%
2014,H432,38900,REINTEGREMENTS  EXERCICIS TANCATS,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€29637.56,€29637.56,€0.00,€0.00,€0.00,€29637.56,€-29637.56,€0.00,0.00%,100.00%
2014,H432,39900,ALTRES INGRESSOS EQUIPAMENTS CULTURALS,€0.00,€5774.36,€5774.36,€0.00,€0.00,€0.00,€6447.68,€6447.68,€0.00,€0.00,€0.00,€6447.68,€-673.32,€0.00,111.66%,100.00%
2014,H432,39901,ALTRES INGRESSOS BIBLIOTEQUES,€10.00,€0.00,€10.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€10.00,€0.00,0.00%,0.00%
2014,H432,45011,GENERALITAT BIBLIOTECA,€4550.00,€0.00,€4550.00,€0.00,€0.00,€0.00,€81549.61,€81549.61,€0.00,€0.00,€0.00,€37918.83,€-76999.61,€43630.78,1792.30%,46.50%
2014,H432,47016,APORTACIO EMPRESES PRIVADES FOMENT LECTURA,€400.00,€0.00,€400.00,€0.00,€0.00,€0.00,€450.00,€450.00,€0.00,€0.00,€0.00,€450.00,€-50.00,€0.00,112.50%,100.00%
2014,H432,54101,ARRENDAMENT T.A.G.,€255000.00,€0.00,€255000.00,€0.00,€0.00,€0.00,€255000.00,€255000.00,€0.00,€0.00,€0.00,€255000.00,€0.00,€0.00,100.00%,100.00%
2014,H432,54102,ARRENDAMENT CERCLE CULTURAL,€139000.00,€0.00,€139000.00,€0.00,€0.00,€0.00,€138790.56,€138790.56,€0.00,€0.00,€0.00,€138790.56,€209.44,€0.00,99.85%,100.00%
2014,H432,76110,DIPUTACIÓ ESPAIS EXPOSITIUS MUSEU,€0.00,€64000.00,€64000.00,€0.00,€0.00,€0.00,€32000.00,€32000.00,€0.00,€0.00,€0.00,€32000.00,€32000.00,€0.00,50.00%,100.00%
2014,H433,39909,ALTRES INGRESSOS CONSORCI TDT,€17300.00,€0.00,€17300.00,€0.00,€0.00,€0.00,€17280.00,€17280.00,€0.00,€0.00,€0.00,€17280.00,€20.00,€0.00,99.88%,100.00%
2014,H441,31232,TAXA ACTIVITATS INFANCIA I JOVENTUT,€7000.00,€0.00,€7000.00,€10.80,€0.00,€10.80,€6780.20,€6791.00,€0.00,€0.00,€10.80,€6780.20,€219.80,€0.00,96.86%,100.00%
2014,H441,34002,PREU CURSOS INFANCIA I JOVENTUT,€9000.00,€0.00,€9000.00,€40.00,€0.00,€40.00,€7683.52,€7723.52,€0.00,€0.00,€40.00,€7683.52,€1316.47,€0.00,85.37%,100.00%
2014,H441,39900,ALTRES INGRESSSOS JOVENTUT,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€210.00,€210.00,€0.00,€0.00,€0.00,€210.00,€-210.00,€0.00,0.00%,100.00%
2014,H441,45014,GENERALITAT INFANCIA I JOVENTUT,€17500.00,€0.00,€17500.00,€0.00,€0.00,€0.00,€19800.00,€19800.00,€0.00,€0.00,€0.00,€0.00,€-2300.00,€19800.00,113.14%,0.00%
2014,H441,46111,DIPUTACIO GRA,€10000.00,€0.00,€10000.00,€0.00,€0.00,€0.00,€10214.51,€10214.51,€0.00,€0.00,€0.00,€0.00,€-214.51,€10214.51,102.15%,0.00%
2014,H441,46500,CCVOR FORMACIO LLEURE INFANTIL,€2000.00,€0.00,€2000.00,€0.00,€0.00,€0.00,€980.00,€980.00,€0.00,€0.00,€0.00,€0.00,€1020.00,€980.00,49.00%,0.00%
2014,H441,54103,ARRENDAMENT CASA COLÒNIES ROQUES BLANQUES,€20400.00,€0.00,€20400.00,€0.00,€0.00,€0.00,€20400.00,€20400.00,€0.00,€0.00,€0.00,€20400.00,€0.00,€0.00,100.00%,100.00%
2014,H441,55003,CONCESSIO SERVEI BAR GRA,€4500.00,€0.00,€4500.00,€0.00,€0.00,€0.00,€3757.00,€3757.00,€0.00,€0.00,€0.00,€3757.00,€743.00,€0.00,83.49%,100.00%
2014,H451,31901,TAXA PER ANALISIS LABORATORI,€25500.00,€0.00,€25500.00,€0.00,€0.00,€0.00,€35218.16,€35218.16,€0.00,€0.00,€0.00,€15065.95,€-9718.16,€20152.21,138.11%,42.78%
2014,H451,31902,TAXA SALUT PUBLICA I ANIMALS DOMESTICS,€4000.00,€0.00,€4000.00,€0.00,€0.00,€0.00,€2691.31,€2691.31,€0.00,€0.00,€0.00,€2691.31,€1308.69,€0.00,67.28%,100.00%
2014,H451,39190,SANCIONS DE SANITAT,€7000.00,€0.00,€7000.00,€0.00,€0.00,€0.00,€13485.85,€13485.85,€0.00,€0.00,€0.00,€3791.70,€-6485.85,€9694.15,192.66%,28.12%
2014,H451,39900,ALTRES INGRESSOS,€11000.00,€0.00,€11000.00,€0.00,€0.00,€0.00,€150.00,€150.00,€0.00,€0.00,€0.00,€150.00,€10850.00,€0.00,1.36%,100.00%
2014,H451,39904,DIPUTACIO ANALITIQUES LABORATORI,€35000.00,€0.00,€35000.00,€0.00,€0.00,€0.00,€33310.40,€33310.40,€0.00,€0.00,€0.00,€30810.40,€1689.59,€2500.00,95.17%,92.49%
2014,H451,46161,SUBVENCIO DIPUTACIO CONSUM,€11000.00,€0.00,€11000.00,€0.00,€0.00,€0.00,€12706.00,€12706.00,€0.00,€0.00,€0.00,€0.00,€-1706.00,€12706.00,115.51%,0.00%
2014,H451,46162,CONVENI DIPUTACIO SALUT PUBLICA,€42000.00,€0.00,€42000.00,€0.00,€0.00,€0.00,€95960.63,€95960.63,€0.00,€0.00,€0.00,€0.00,€-53960.63,€95960.63,228.48%,0.00%
2014,H452,45077,GENERALITAT SALUT COMUNITARIA,€3000.00,€0.00,€3000.00,€0.00,€0.00,€0.00,€2895.62,€2895.62,€0.00,€0.00,€0.00,€2895.62,€104.38,€0.00,96.52%,100.00%
2014,H452,45086,GENERALITAT PREVENCIÓ DROGUES,€15000.00,€0.00,€15000.00,€0.00,€0.00,€0.00,€15082.68,€15082.68,€0.00,€0.00,€0.00,€0.00,€-82.68,€15082.68,100.55%,0.00%
2014,H461,31102,TAXA PER TELEASSISTENCIA,€49000.00,€0.00,€49000.00,€64.00,€0.00,€64.00,€45640.00,€45704.00,€0.00,€0.00,€36.00,€24566.79,€3360.00,€21073.20,93.14%,53.83%
2014,H461,31103,TAXA PER TREBALL FAMILIAR,€35000.00,€0.00,€35000.00,€191.99,€0.00,€191.99,€36001.99,€36193.97,€0.00,€0.00,€173.03,€19319.44,€-1001.98,€16682.55,102.86%,53.66%
2014,H461,31104,TAXA PER MENJADOR A DOMICILI,€4500.00,€0.00,€4500.00,€0.00,€0.00,€0.00,€7692.20,€7692.20,€0.00,€0.00,€0.00,€4075.21,€-3192.20,€3616.99,170.94%,52.98%
2014,H461,31105,TAXA PER TRANSPORT ADAPTAT,€7000.00,€0.00,€7000.00,€42.30,€0.00,€42.30,€7129.90,€7172.20,€0.00,€0.00,€42.30,€3893.95,€-129.89,€3235.95,101.86%,54.61%
2014,H461,31233,TAXA PROGRAMA INFORMACIO I JOVENTUT,€2000.00,€0.00,€2000.00,€0.00,€0.00,€0.00,€2388.21,€2388.21,€0.00,€0.00,€0.00,€2388.21,€-388.21,€0.00,119.41%,100.00%
2014,H461,45020,CONVENI DASC EQUIPS BASICS,€422000.00,€0.00,€422000.00,€0.00,€0.00,€0.00,€422481.18,€422481.18,€0.00,€0.00,€0.00,€0.00,€-481.17,€422481.18,100.11%,0.00%
2014,H461,45022,GENERALITAT PUNT DE TROBADA,€38000.00,€0.00,€38000.00,€0.00,€0.00,€0.00,€37915.24,€37915.24,€0.00,€0.00,€0.00,€37915.24,€84.76,€0.00,99.78%,100.00%
2014,H461,45023,CONVENI DASC SAD SOCIAL,€138500.00,€0.00,€138500.00,€0.00,€0.00,€0.00,€138369.69,€138369.69,€0.00,€0.00,€0.00,€10377.73,€130.30,€127991.96,99.91%,7.50%
2014,H461,45024,CONVENI DASC CENTRES OBERTS,€93000.00,€0.00,€93000.00,€0.00,€0.00,€0.00,€93000.00,€93000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€93000.00,100.00%,0.00%
2014,H461,45025,CONVENI DASC URGENCIES SOCIALS,€41600.00,€0.00,€41600.00,€0.00,€0.00,€0.00,€41607.00,€41607.00,€0.00,€0.00,€0.00,€0.00,€-7.00,€41607.00,100.02%,0.00%
2014,H461,45028,GENERALITAT ESPAI SIRIUS,€18000.00,€0.00,€18000.00,€0.00,€0.00,€0.00,€18000.00,€18000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€18000.00,100.00%,0.00%
2014,H461,45065,CONVENI DASC TRANSPORT ADAPTAT,€38000.00,€0.00,€38000.00,€0.00,€0.00,€0.00,€37979.06,€37979.06,€0.00,€0.00,€0.00,€0.00,€20.94,€37979.06,99.94%,0.00%
2014,H461,45066,CONVENI DEPARTAMENT JUSTICIA,€1000.00,€0.00,€1000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1000.00,€0.00,0.00%,0.00%
2014,H461,45067,CONVENI DASC SAD DEPENDENCIA,€153000.00,€0.00,€153000.00,€0.00,€0.00,€0.00,€174302.87,€174302.87,€0.00,€0.00,€0.00,€0.00,€-21302.86,€174302.87,113.92%,0.00%
2014,H461,46121,DIPUTACIO PROGRAMA URGENCIA SOCIAL,€281000.00,€0.00,€281000.00,€0.00,€0.00,€0.00,€281014.58,€281014.58,€0.00,€0.00,€0.00,€168608.75,€-14.58,€112405.83,100.01%,60.00%
2014,H461,46124,DIPUTACIO ÀMBIT SERVEIS SOCIALS,€130000.00,€0.00,€130000.00,€0.00,€0.00,€0.00,€140419.54,€140419.54,€0.00,€0.00,€0.00,€70209.78,€-10419.54,€70209.77,108.02%,50.00%
2014,H461,46504,C.C.V.OR. BEQUES MENJADOR,€195000.00,€0.00,€195000.00,€0.00,€0.00,€0.00,€176985.32,€176985.32,€0.00,€0.00,€0.00,€71083.00,€18014.67,€105902.32,90.76%,40.16%
2014,H461,46505,C.C.V.OR. PUNT DE TROBADA,€40000.00,€0.00,€40000.00,€0.00,€0.00,€0.00,€40699.17,€40699.17,€0.00,€0.00,€0.00,€0.00,€-699.16,€40699.17,101.75%,0.00%
2014,H461,48000,APORTACIO FAMILIES-ARRANJAMENT HABITATGES,€4000.00,€0.00,€4000.00,€0.00,€0.00,€0.00,€1025.84,€1025.84,€0.00,€0.00,€0.00,€1025.84,€2974.15,€0.00,25.65%,100.00%
2014,H461,48001,DONACIO E.S.F.L. PROJECTES SOCIALS,€5000.00,€4000.00,€9000.00,€0.00,€0.00,€0.00,€14000.00,€14000.00,€0.00,€0.00,€0.00,€14000.00,€-5000.00,€0.00,155.56%,100.00%
2014,H462,34920,PREUS ALTRES ACTIVITATS PONENCIA GENT GRAN,€1500.00,€0.00,€1500.00,€0.00,€0.00,€0.00,€1844.12,€1844.12,€0.00,€0.00,€0.00,€1844.12,€-344.11,€0.00,122.94%,100.00%
2013,H112,32500,TAXA PER EXPEDICIONS DOCUMENTS SECRETARIA,€15000.00,€0.00,€15000.00,€0.00,€0.00,€0.00,€7204.15,€7204.15,€0.00,€0.00,€0.00,€7204.15,€7795.85,€0.00,48.03%,100.00%
2013,H112,32501,TAXA PER FORMALITZACIÓ DE CONTRACTES,€4500.00,€0.00,€4500.00,€0.00,€0.00,€0.00,€3034.50,€3034.50,€0.00,€0.00,€0.00,€3034.50,€1465.50,€0.00,67.43%,100.00%
2013,H112,32503,TAXA PER BASTANTEIG DE PODERS OCCC,€750.00,€0.00,€750.00,€0.00,€0.00,€0.00,€447.60,€447.60,€0.00,€0.00,€0.00,€447.60,€302.39,€0.00,59.68%,100.00%
2013,H112,32903,TAXA PER SERVEIS ARXIU MUNICIPAL,€1000.00,€0.00,€1000.00,€0.00,€0.00,€0.00,€813.16,€813.16,€0.00,€0.00,€0.00,€813.16,€186.84,€0.00,81.32%,100.00%
2013,H112,38901,REINTEG.EX.TANCATS COSTES PROCESSALS,€1000.00,€0.00,€1000.00,€0.00,€0.00,€0.00,€1000.00,€1000.00,€0.00,€0.00,€0.00,€1000.00,€0.00,€0.00,100.00%,100.00%
2013,H112,39900,ALTRES INGRESSOS OCCC,€12000.00,€0.00,€12000.00,€0.00,€0.00,€0.00,€6501.99,€6501.99,€0.00,€0.00,€0.00,€6501.99,€5498.01,€0.00,54.18%,100.00%
2013,H112,39908,INGR. EXPED.RESPONS.PATRIMONIAL,€40000.00,€0.00,€40000.00,€0.00,€0.00,€0.00,€34833.29,€34833.29,€0.00,€0.00,€0.00,€34694.89,€5166.70,€138.40,87.08%,99.60%
2013,H112,42190,TRANSF.I.N.ESTADIST.PADRO,€1600.00,€0.00,€1600.00,€0.00,€0.00,€0.00,€644.80,€644.80,€0.00,€0.00,€0.00,€644.80,€955.19,€0.00,40.30%,100.00%
2013,H112,45015,GENERALITAT FONS DOCUMENTALS,€9000.00,€0.00,€9000.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€9000.00,€0.00,0.00%,0.00%
2013,H112,46100,DIPUTACIÓ FONS DOCUMENTALS,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,0.00%,0.00%
2013,H112,55003,"CONCESSIO QUIOSCOS,BARS.. PATRIMONI",€12500.00,€0.00,€12500.00,€0.00,€0.00,€0.00,€11519.95,€11519.95,€0.00,€0.00,€0.00,€8675.95,€980.04,€2843.99,92.16%,75.31%
2013,H112,55900,CONCESSIO MAQUINES VENDING OCCC,€1500.00,€0.00,€1500.00,€0.00,€0.00,€0.00,€2275.00,€2275.00,€0.00,€0.00,€0.00,€2275.00,€-775.00,€0.00,151.67%,100.00%
2013,H113,32904,TAXA MATRIM.CIVILS ALCALDIA,€12000.00,€0.00,€12000.00,€185.00,€0.00,€185.00,€8391.00,€8576.00,€0.00,€0.00,€185.00,€8391.00,€3609.00,€0.00,69.93%,100.00%
2013,H113,46100,DIPUTACIÓ ALCALDES PER LA PAU,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€2000.00,€2000.00,€0.00,€0.00,€0.00,€0.00,€-2000.00,€2000.00,0.00%,0.00%
2013,H121,36001,VENDA DE PUBLICACIONS IMATGE I COMUNICACIO,€1000.00,€0.00,€1000.00,€0.00,€0.00,€0.00,€168.80,€168.80,€0.00,€0.00,€0.00,€168.80,€831.20,€0.00,16.88%,100.00%
2013,H121,36008,SERVEIS D'IMPREMTA,€1500.00,€0.00,€1500.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€1500.00,€0.00,0.00%,0.00%
2013,H121,39900,ALTRES INGRESSOS IMPREMTA,€0.00,€0.00,€0.00,€0.00,€0.00,€0.00,€714.00,€714.00,€0.00,€0.00,€0.00,€714.00,€-714.00,€0.00,0.00%,100.00%
2013,H130,11200,"I.B.I,NATURALESA RUSTICA",€5600.00,€0.00,€5600.00,€0.00,€0.00,€0.00,€5452.46,€5452.46,€0.00,€0.00,€0.00,€4594.34,€147.53,€858.12,97.37%,84.26%
2013,H130,11300,"I.B.I,NATURALESA URBANA",€16500000.00,€0.00,€16500000.00,€175104.49,€0.00,€175104.49,€16923658.71,€17098763.19,€0.00,€0.00,€21121.95,€15776416.24,€-423658.71,€1147242.47,102.57%,93.22%
2013,H130,11500,I. SOBRE VEHICLES TRACCIO MECANICA,€3300000.00,€0.00,€3300000.00,€75797.37,€0.00,€75797.37,€3479884.74,€3555682.11,€0.00,€0.00,€13307.63,€2979363.44,€-179884.74,€500521.30,105.45%,85.62%
2013,H130,11600,I.I.V.T.N.U. (PLUSVALUA),€1400000.00,€0.00,€1400000.00,€74130.11,€0.00,€74130.11,€1665153.21,€1739283.32,€0.00,€0.00,€6408.57,€1219242.06,€-265153.20,€445911.14,118.94%,73.22%
2013,H130,13000,I.A.E. EMPRESARIALS,€4785000.00,€0.00,€4785000.00,€61791.34,€0.00,€61791.34,€4660983.05,€4722774.38,€0.00,€0.00,€40731.32,€4037145.86,€124016.95,€623837.18,97.41%,86.62%
2013,H130,33200,"TAXA PER OCUPACIO SOL, VOL I SUBSOL",€1350000.00,€0.00,€1350000.00,€16045.10,€0.00,€16045.10,€1751154.39,€1767199.49,€0.00,€0.00,€0.00,€1301645.93,€-401154.38,€449508.46,129.72%,74.33%
2013,H130,38900,REINTEGREMENTS  EXERCICIS TANCATS,€10.00,€0.00,€10.00,€0.00,€0.00,€0.00,€22995.53,€22995.53,€0.00,€0.00,€0.00,€22990.83,€-22985.53,€4.70,229955.30%,99.98%
2013,H130,38902,REINTEGRAMENT I.B.I. CENTRES ESCOLARS,€37500.00,€0.00,€37500.00,€0.00,€0.00,€0.00,€47781.29,€47781.29,€0.00,€0.00,€0.00,€47781.29,€-10281.29,€0.00,127.42%,100.00%
