nombre,tipoasociacion,numRegistro,cif,direccion,codpostal,longitud,latitud,telefono,fax,email,fconstitucion
"Asociación de Mujeres Progresistas de Lorca","Asociación de Mujeres","281","G-30269039","Camino del Mojón (Tercia), nº 18","30815","","","661774428","","","24/05/1990 0:00:00"
"Asociación Folklórica Cultural San Miguel","Cultural y tradiciones populares","284","G-73415952","C/ Consultorio, nº 9, Zarzadilla de Totana","30814","","","968494141","","","25/11/2005 0:00:00"
"Asociación Cultural Primavera Cinematográfica","Asociación de Animación Sociocultural","120","G-73029852","C/ Presbítero Emilio García Navarro, Centro Cultural","30800","","","","","",""
"CLUB CICLISMO MURCIANO.COM","Asociación Deportiva","285","G-73414757","Alameda de Cervantes, nº 3, Pl 9º, Pta. D","30800","","","666842301","","correo@ciclismomurciano.com","30/12/2005 0:00:00"
"Asociación de Amigos del Judo: Judo Lorca.","Asociación Deportiva","287","G-73366015","C/ Guillén de Pina, nº 1. Pl 5º, Pta. G","30800","","","667439453","","judolorca@hotmail.es","21/01/2005 0:00:00"
"Familias Solidarias con el Pueblo Bielorruso","Asociación de Cooperación Social","121","G-73011447","C/ Eugenio Úbeda -Edifico Cruz Roja- , nº 7","30800","","","647 368 860","","familiassolidarias@lorca.es","13/04/2004 0:00:00"
"Asociación Deportiva Club Tae Kwon Do Lorca"," Asociación de Amas de Casa","289","G-30497424","C/ Guillermo García Oliver, nº 4","30800","","","616046690","868922894","","22/02/1996 0:00:00"
"Asociación Juvenil Alpinistas Tapena","Asociación de Jóvenes","291","G-73420796","C/ Narciso Yepes, nº 11","30800","","","626045825","","txuso85@hotmail.com","01/05/2005 0:00:00"
"Asociación Juvenil Deportivo-Cultural La Parroquia","Asociación de Jóvenes","292","G-30445605","Dip. La Parroquia. CL. Forestal. nº 1","30811","","","","","","27/02/1995 0:00:00"
"Hermandad de Labradores, Paso Azul","Asociación Religiosa","294","G-30040364","C/ Nogalte, nº 7","30800","","","968 47 20 77","","info@pasoazul.com",""
"Nueva Vida de Lorca","Asociación con Fines Asistenciales","295","G-73407629","C/ Cava, nº 10","30800","","","","","","05/10/2005 0:00:00"
"Asociación Bibliotecaria y Documentalista de Lorca","Asociación Cultural","296","G-73418337","C/ Santa Gertrudis (Marchena), Buzón nº 9","30800","","","","","","18/01/2006 0:00:00"
"Asociación Juvenil de Ocio Alternativo Qdamos","Asociación de Jóvenes","297","G-73430290","C/ Nogalte, nº 17. Pl 3º","30800","","","626710965","968460215","Q-DAMOS@HOTMAIL.COM","11/02/2006 0:00:00"
"Asociación de Padres con Hijos con Epilepsia de la Región de Murcia","Asociación con Fines Asistenciales","298","G-73420853","Barrio S. Cristóbal, C/ Abellaneda nº 31","30800","","","616554373 - 677019282","677019282","","05/12/2005 0:00:00"
"Asociacióin de Vecinos Beltrand de Diputación Sutullena","Asociación de Vecinos","123","G-30469076","Dip. Sutullena","30800","","","","","",""
"Kávila Muladíes de Lorca","Asociación de Animación Sociocultural","125","G-30550875","Alameda de Cervantes, Casa del Deporte","30800","","","699 709 915","","","28/04/1997 0:00:00"
"Asociación de Amigos del Museo Arqueológico de Lorca","Asociación Cultural","127","G-30332399","Plaza de Juan Morenom, s/n","30800","","","968 406 267","","",""
"Taller de Iniciativas Socioculturales y Medioambientales (TISOM)","Asociación de Defensa del Medioambiente.","128","G-73039109","Avda. Juan Carlos I, nº 18 - 9º D","30800","","","968 472 908 y 617 597 452","","","24/05/1999 0:00:00"
"ASOCIACIÓN CULTURAL TALLER DE MÚSICA","Asociación Cultural","130","G-73058562","C/ Turbinto, nº 7 - 4º E","30800","","","622669941","","jcpepecarrillo@gmail.com","20/10/1999 0:00:00"
"Asociación de Pensionistas y Jubilados Cervantes de Lorca","Club de Pensionistas","92","g-30586408","C/ Carlos Barberán, nº 1 - Bajo","30800","","","968 469 904","","","27/02/1998 0:00:00"
"Asociación Lorquina Amigos de las Motos Antiguas","Asociaciones de ocio","132","G-73068686","C/ Fernando el Santo, 3","30800","","","607 606 475","","","02/11/1999 0:00:00"
"Asociación Juvenil de Estudiantes C.P. José Robles","Asociación de Jóvenes","133","G-73070559","Alameda de los Tristes, s/n","30800","","","968 468 726","","",""
"Club de Motociclismo Peña Motera Los Colegas","Asociación Deportiva","134","G-73063513","Ctra. de la Almenara, 184","30813","","","607 317 407","","motociclismoloscolegas@hotmail.com","28/10/1999 0:00:00"
"Asociación Cultural Baile de Salón Ciudad del Sol (SODELON)","Asociación Cultural","135","G-73073173","Dip. Campillo, Ctra. de Águilas, 86","30800","","","","","",""
"Asociación de Atención al Drogodependiente Quiero","Asociación con Fines Asistenciales","136","G-30478556","C/ Fernando V, nº 2","30800","","","968 478 092","","",""
"Asociación El Empalme de Almendricos","Asociación de Vecinos","303","G-73402885","Dip. Almendricos - C/ Mayor. nº 16","30893","","","968485034","","","06/11/2005 0:00:00"
"Asociación de Ayuda y Compañía (AYUDACOM)","Asociación con Fines Asistenciales","304","G-73425290","Alameda de Cervantes, nº 11. Pl. 2 Pta. D","30800","","","628627889","","",""
"Cuadrilla de Ánimas de La Torrecilla","Asociación de Animación Sociocultural","138","G-30585988","La Torrecilla, Ermita de Burruezo, 10","30817","","","658 256 888","","cuadrillatorrecilla@hotmail.com","02/02/2000 0:00:00"
"Club de Aeromodelismo R.C. Guadalentín","Asociación Deportiva","305","G-30342380","C/ Señor de la Penitencia, nº 4, Esc. 2, Pl 3. Pta. A","30800","","","","","joaquinsanchezguillen@hotmail.com","06/06/1987 0:00:00"
"APA del Instituto de Bachillerato Mixto nº 2 de Lorca","Asociación de Padres y Madres de Alumnos","139","G-30295232","C/ María Agustina, s/n","30800","","","","","",""
"Club de Pensionistas y Jubilados de Ramblilla de San Lázaro","Club de Pensionistas","140","G-73038713","C/ Almazara de Bravo, nº 1 (Centro Social de San Lázaro)","30800","","","868925625","","",""
"Asociación Deportivo y Cultural Águilas Cojas","Asociación Deportiva","307","G-73456006","Avda. Juan Carlos I, nº 40-6º-A","30800","","","","","","03/12/2005 0:00:00"
"Asociación de Ayuda al Jugador de Azar Región de Murcia y otros Puertos Solidarios (AJAREM-PS)","Asociación con Fines Asistenciales","308","G-73103772","Avda. Juan Carlos I, nº 5, Esc. 1ª, Pl 5º, Pta A","30800","","","607297234","","ajarem-online@hotmail.com","11/04/2000 0:00:00"
"Asociación para la Formación y Educación Sociocultural (AFES)","Asociación de Animación Sociocultural","309","G-73447427","Avda. Juan Carlos 1, nº 18  (Residencial Plaza Nueva) 2º Q. Pta 8","30800","","","696634768","","","25/05/2007 0:00:00"
"Asociación Escuela de Fútbol Pedanías Altas de Lorca","Asociación Deportiva","310","G-73450579","C/ Pérez Casas, nº83","30800","","","669773068","","visori@wanadoo.es","25/04/2006 0:00:00"
"Ayuda a los Niños de Bolivia","Asociación con Fines Asistenciales","311","G-73400913","C/ Los Guiraos, nº 15","30800","","","968460487","","","14/10/2005 0:00:00"
"Asociación Cultural Cuadrilla de Auroros de Lorca","Asociación Cultural","313","G-73444820","C/ Franco, nº 17","30800","","","659659648","","peregil@aol.es","30/01/2006 0:00:00"
"Asociación Araune Mediación","Asociación con Fines Asistenciales","315","G-73484289","Avda. Juan Carlos I, 4º A","30800","","","610949185","","","14/09/2006 0:00:00"
"Asociación Lorquina de Estudios Gerontológicos","Asociación con Fines Asistenciales","316","G-73293920","Alameda Virgen de las Huertas, nº 125","","","","","","","02/12/2003 0:00:00"
"Asociación Cultural Lorca Baila Conmigo","Asociación Cultural","317","G-73477903","C/ Morería, Residencial Mirador, Dúplex 42","30800","","","696469111","","lorcabailaconmigo@hotmail.com","30/03/2006 0:00:00"
"Club Rítmica Helionova","Asociación Deportiva","318","G-73417941","Casa del Deporte, Alameda de la Constitución, s/n","30800","","","","","laura-jl@hotmail.com","03/01/2006 0:00:00"
"Club Balonmano Lorca","Asociación Deportiva","319","G-73478968","Avda. Santa Clara, nº 12, 4º A","30800","","","655424868","","cblorca@cblorca.es","02/10/2006 0:00:00"
"Sociedad de Cazadores de Lorca","Asociación Deportiva","320","G-30343446","C/ Plaza de España, nº 1","30800","","","968462273","968441884","","14/09/1992 0:00:00"
"Asociación Artesano Cultural de las Tierras Altas de Lorca","Asociación Cultural","321","G-73512774","C/ Plaza La Cuesta, nº 1","30812","","","968491399","","",""
"Asociación Juvenil Deportivo Cultural de Avilés","Asociación de Jóvenes","322","G-30485189","Barrio del Rocío, s/n","30812","","","633379865","","marive10@hotmail.com","02/03/2009 0:00:00"
"Asociación de Anorexia Nerviosa y Bulimia Región de Murcia (ADANER)","Asociación con Fines Asistenciales","324","G-73246191","Ctra. de Caravaca, Cmno. Yeseros, nº 14","30800","","","968460581","","","03/07/1991 0:00:00"
"Archicofradía del Santísimo Cristo de la Sangre, Paso Encarnado.","Asociación Religiosa","326","G-30244883","C/ Eulogio Periago, nº 2","30800","","","968472456","","",""
"Asociación de Vecinos de Fontanares","Asociación de Vecinos","328","G-73541716","C/ Río, nº 10","30817","","","660576680","","antoniomiguelg1@gmail.com","10/08/2007 0:00:00"
"Club Pueblos Altos de Lorca","Asociación Deportiva","330","G-73470346","C/ Tudela, nº 35","","","","647543403","968491139","","28/09/2006 0:00:00"
"Asociación Ociocultura de Lorca","Asociaciones de ocio","331","G-73303307","C/ Los Veras, nº 30, Esc. 3, Pl. 3, Pta. G","30800","","","619479466","","","29/03/2004 0:00:00"
"Asociación de Padres de Alumnos del Centro Público de Educación Especial Pilar Soubrier de Lorca","Asociación de Padres y Madres de Alumnos","141","G-30266845","Urbanización La Viña - Colegio Pilar Soubrier","30800","","","","","",""
"Asociación de Padres de Alumnos del Colegio Público José Robles de Lorca","Asociación de Padres y Madres de Alumnos","142","G-30287957","Alameda de los Tristes, s/n","30800","","","659 396 002","","juana.serranovera@yahoo.com","11/12/2002 0:00:00"
"Asociación de Padres de Alumnos de la Graduada Mixta Comarcal de La Hoya de Lorca","Asociación de Padres y Madres de Alumnos","143","G-30277222","C.P.C. Juan Navarro García, C/ Mayor s/n. La Hoya","","","","","","",""
"Asociaci8ón de Padres de Alumnos Colegio Público Torrecilla","Asociación de Padres y Madres de Alumnos","144","G-30286025","Dip. Torrecilla, Ctra. de Granada s/n","30800","","","","","",""
"Asociación de Padres de Aumnos del Colegio Público San Cristóbal de Lorca","Asociación de Padres y Madres de Alumnos","145","G-30292718","Colegio Público San Cristóbal","30800","","","","","",""
"Asociación de Padres de Alumnos Escuela Infantil Eliosol de Lorca","Asociación de Padres y Madres de Alumnos","146","G-30503304","C/ Abellaneda","30800","","","","","",""
"Asociación de Madres y Padres de Alumnos del C.P. Virgen de las Huertas","Asociación de Padres y Madres de Alumnos","147","G-30285241","Dip. Cazalla, Vereda Alta, s/n","30818","","","","","",""
"Asociación de Madres y Padres de Alumnos del Colegio Ciudad del Sol","Asociación de Padres y Madres de Alumnos","148","G-73010688","Camino Viejo de San Julián, s/n","30800","","","968 477 687","","",""
"Asociación de Padres de Alumnos del Colegio Público Marchena","Asociación de Padres y Madres de Alumnos","149","G-30318778","Dip. Marchena, Colegio Público Narciso Yepes, Camino Condomina","30815","","","630 918 310","","agustin@aiaestudio.com","22/10/2003 0:00:00"
"Asociación de Madres y Padres de Alumnos del Colegio Público El Cambrón","Asociación de Padres y Madres de Alumnos","154","G-73095960","Dip. Parrilla, El Consejero","30811","","","","","",""
"Peña Valencianista Chémpions de Lorca","Asociación Deportiva","155","G-73097867","C/ Rebolloso, nº 9, 3º B","30800","","","968 470 188","","",""
"Asociación Cultural Taller de Albéniz Música","Asociación Cultural","157","G-73100703","C/ Santa Paula, 7 ","30800","","","","","",""
"Asociación para la Promoción de Actividades Turísticas y Culturales TURILOR","Asociación Cultural","158","G-73105553","Alameda Ramón y Cajal, Edificio Armonía, Esc. 3 - 2º A","30800","","","","","",""
"Federación de Asociaciones Familias Solidarias","Asociación de Cooperación Social","160","F-73067670","Alameda de Cervantes, Centro Social Paso a Nivel","30800","","","","","",""
"Asociación Cultural de Amigos del Flamenco Ciudad del Sol","Asociación Cultural","166","G-30415863","Dip. Cazalla, Travesía de la Sociación, nº 7, Panel 52","30818","","","650 491 250","","aso.culturalflamencalorca@hotmail.com",""
"Asociación Deportiva ELIOCROCA","Asociación Deportiva","167","G-30110001","C/ Wilaya del Aaiun, 4, bajo","30800","","","868 926 327","","","09/09/1981 0:00:00"
"Asociación de Padres de Alumnos del Col. Nal. Mixto de Zarzadilla de Totana","Asociación de Padres y Madres de Alumnos","168","G-30132112","Zarzadilla de Totana","","","","968 494 079","","",""
"Grupo de Coros y Danzas Virgen de las Huertas de Lorca","Cultural y tradiciones populares","172","G-30205009","Huerto de la Rueda, nº 1","30800","","","676356843","","","03/02/1986 0:00:00"
"Asociación de Madres y Padres de Alumnos del IES n 4 Príncipe de Asturias","Asociación de Padres y Madres de Alumnos","173","G-30371918","C/ Juan Antonio Dimas","30800","","","619 052 595","","",""
"Compañía Estable del Teatro Guerra de Lorca","Asociación Cultural","174","G-30324628","Plaza Calderón de la Barca, s/n","30800","","","686 668 662","","","01/01/1991 0:00:00"
"Asociación Colectivo Cultural Clase Dos","Asociación Cultural","175","G-73157778","Dip. Tiata, Partidor de los Morales, 23","30800","","","","","",""
"Asociación de Padres de Alumnos del Colegio Público Juan González de Lorca","Asociación de Padres y Madres de Alumnos","177","G-30258180","Cañada de Morales, s/n","30800","","","968 441 209","","",""
"Asociación de Mujeres Gitanas de Lorca Sinando Romis","Asociación de Minorías Sociales","178","G-73169443","C/ Andrés Pascual, nº 6","30800","","","968 477 354","","",""
"Asociación Juvenil Gitana Chavorrí Caló","Asociación de Minorías Sociales","179","G-73169377","C/ Andrés Pascual, nº 1","30800","","","673 169 377","","",""
"Asociación de Jóvenes de Purias","Asociación de Jóvenes","180","G-30335822","Dip. Purias, Camino de Las Monjas, s/n","30813","","","","","",""
"Asociación de Damas de la Virgen de la Piedad","Asociación Religiosa","183","G-73159543","C/ José Mouliaá, Casa del Paso Morado","30800","","","968 461 452","","",""
"Asociación para la Formación y Apoyo Permanente de la Pareja y Familia en la Región de Murcia (ASPAFA)","Asociación con Fines Asistenciales","184","G-30598163","C/ Fajardo el Bravo, 3 - 1º C -Edificio Vulcano-","30800","","","968 478 092","","",""
"Movimiento por la Paz, el Desarme y la Libertad","Asociación con Fines Asistenciales","187","G-30565097","C/ Pérez Casas, nº 96 . 3º, Izq.","30800","","","","","",""
"Asociación Juvenil Arrabal","Asociación de Jóvenes","188","G-73027922","C/ Charco, s/n","30800","","","","","",""
"Asociación de Minusválidos Físicos de Lorca","Asociación de Discapacitados","189","G-30043467","C/ Pascual Miras, 1","30800","","","","","",""
"Club Natación Masters A. Crol","Asociación Deportiva","190","G-73182487","C/ Carril de Caldereros, 33 - 3º -Izq.","30800","","","618 769 297","","","16/04/2002 0:00:00"
"Asociación Juvenil de Cazalla","Asociación de Jóvenes","192","J-30456580","Travesía de la Asociación, nº 7 C, Panel 52, Dip. Cazalla  ","30818","","","","","",""
"Lorca Deportiva C.F.","Asociación Deportiva","193","G-73057895","Marqués de los Vélez, 3 - bajo","30800","","","","","",""
"ASOCIACIÓN INTIRAYMI DE VOLUNTARIOS ECUATORIANOS POR LA CULTURA Y LA SOLIDARIDAD (AIVECS)","Asociación de Minorías Sociales","194","G-73210239","C/ Juan Francisco Potous, 26","30800","","","616 054 799 / 616079 000","","","21/10/2002 0:00:00"
"Khan Kubrat","Asociación con Fines Asistenciales","332","G-73529042","Avda. Juan Carlos I, Nº 8 Bj.","30800","","","968442760","655131322","khankubrat@yahoo.com","18/06/2007 0:00:00"
"Asociación Juvenil Paso Blanco -AJPB-","Asociación de Jóvenes","333","G73511313","C/ Santo Domingo, nº 8","30800","","","607940335","","ajpb-3@hotmail.com","26/12/2006 0:00:00"
"Asociación de Madres y Padres de Alumnos del IESO La Paca","Asociación de Padres y Madres de Alumnos","335","G-73239147","IESO Pedanías Altas","30812","","","","","","18/02/2003 0:00:00"
"Asociación Musicocultural Elioblues","Asociación Cultural","336","G-73558413","C/ Guillermo Oliver, 4, 2º A","30800","","","968472404","","losdestilados@hotmail.com","29/09/2007 0:00:00"
"Manos Unidas","Asociación Religiosa","337","G-28567790","C/ Lope Gisbert (Parroquia San Mateo)","30800","","","","","murcia@manosunidas.org","01/01/1960 0:00:00"
"Club de Motociclismo Ciudad de Lorca","Asociación Deportiva","338","G-73537946","Camino Apiche (Diputación Torrecilla). Buzón 21","30817","","","968485523","968785715","clubmclorca@yahoo.es","07/06/2007 0:00:00"
"Asociación Juvenil Lorca Musical","Asociación de Jóvenes","339","G-73561854","Carretera de Granada, Edf. Velánzquez, nº 43, Esc. 2, Pl 4, Pta. D","30800","","","660623204","968460215","lorcamusical@lorca.es","25/04/2007 0:00:00"
"Asociación Lorca Ahora","Sin Tipo","340","G-73562506","C/ Cuesta San Francisco, nº 7. Esc. 1. Pl C.","30800","","","650287990","","","04/12/2007 0:00:00"
"Asociación Juvenil San Clemente de Lorca","Asociación de Jóvenes","341","G-73559528","Alameda Poeta Gimeno Castellar, s/n. Ed. Noriko. Planta sótano.","30800","","","","","","07/03/2007 0:00:00"
"Asociación Banda de Cornetas y Tambores Sagrado Corazón de Jesús La Hoya.","Asociación Musical","342","G-73535353","Estación Ferrocarril, s/n (La Hoya)","30816","","","","","","23/01/2007 0:00:00"
"ASOCIACIÓN GITANA DE LORCA (SINELO CALO)","Asociación de Minorías Sociales","197","","C/ Abellán, num. 6","30800","","","","","",""
"ASOCIACIÓN CULTURAL BIBLIOSOL","Asociación Cultural","198","G-73191660","Alameda de Cervantes, nº 10 - 3º D","30800","","","600 022 508","","","10/07/2002 0:00:00"
"Club de Pensionistas y Jubilados de Campo López","Club de Pensionistas","345","G-73562373","Centro Social de Campo López en la diputación de Campo López.","30815","","","","","","10/06/2005 0:00:00"
"HERMANDAD VIRGEN DE LAS HUERTAS","Asociación Religiosa","378","G-30416226","Plaza del Rey Sabio, Apartado de Correos nº 400","30800","","","","","","03/06/1994 0:00:00"
"Asociación Anímate con Duendes de la Región de Murcia","Asociación con Fines Asistenciales","379","G-73566796","C/ Matadero, nº 2-2º B (Edificio El Barco)","30800","","","620 869 489","","","08/02/2008 0:00:00"
"Peña Almendriqueña","Asociación de Animación Sociocultural","380","G-73352684","Dip. Almendricos, C/ Antonio Campoy","30893","","","600 401 826","","","12/12/2003 0:00:00"
"Asociación Socioeducativa ALDEA ACTIVA","Asociación de Cooperación Social","382","G-73568388","Alameda de Cervantes, 16 - 8º C","30800","","","666 005 123","","","19/12/2007 0:00:00"
"Asociación Juvenil La Torrecilla","Asociación de Jóvenes","383","G-30455877","Ermita de Burruezo, Buzón 5","30817","","","687 277 263","","","11/12/2004 0:00:00"
"Asociación Ntra. Sra. Virgen de la Salud, la Hoya","Asociación Religiosa","386","G-73577918","Dip. La Hoya, C/ Mayor, Escuela Juan Navarro García","30816","","","968 481 747","","","05/12/2007 0:00:00"
"Club de Padel de Lorca","Asociación Deportiva","387","G-73472474","C/ Pio XII, 21 B 2º A","30800","","","609 886 864","","info@padelorca.es","08/08/2006 0:00:00"
"Asociación Deportivo Cultural Lorca Radio-Control de Automodelismo","Asociaciones de ocio","388","G-73573586","Alameda de Cervantes, nº 61 - 4º D","30800","","","609 216 499","","pegalfe@hotmail.com","28/01/2008 0:00:00"
"La Hoya Lorca, Club de Fútbol","Asociación Deportiva","389","G-73332645","Dip. La Hoya, Ctra. Nueva","30816","","","868 818 350","868 818 350                                       ","lahoyalorcacf@gmail.com","15/09/2002 0:00:00"
"Asociación Cultural Cena Pagana","Asociación Cultural","390","G-73581043","C/ Franco, 18","30800","","","620 876 909","","cenapagana@gmail.com","16/04/2008 0:00:00"
"Club de Pensionistas y Jubilados de Campillo","Club de Pensionistas","348","G-30305056","Centro Social del Campillo. Diputación Campillo.","30813","","","","","","10/11/1995 0:00:00"
"Asociación de Costaleros de Santa Ana de Felí","Asociación Religiosa","391","G-73370454","Dip. Purias, Ermita de Felí","30813","","","608 469 613","","","15/03/2005 0:00:00"
"Asociación de Criadores de Gallina de Raza Murciana","Organizaciones Empresariales","392","G-73584310","Dip. Purias, Camino Búcanos, Buzón 1-5","30813","","","639 786 751","","acriadmur@gmail.com",""
"Asociación Cultural Albaraka","Asociación Cultural","393","G-73564007","C/ Ortega melgares, 71 - 2º E","30800","","","968 472 514 / 648 601 609","","afi8970@hotmail.com","01/12/2007 0:00:00"
"FUNDACIÓN CHINGUETTI","Asociación con Fines Asistenciales","396","G-30757710","C/ Musso Valiente, 2, 5º D","30800","","","968 175 835","968 137 652                                       ","chinguetti@fundacionchiguetti.com","11/04/2002 0:00:00"
"Asociación Grupo Scout Ciudad del Sol","Asociación de Animación Sociocultural","398","G-73481236","C/ Leonés, Ap. Correos: 20","30800","","","968 464 008","968 463 414                                       ","scoutciudadsol@terra.es","07/06/2006 0:00:00"
"Club Monos Peluos","Asociación Deportiva","399","G-73590861","Vereda de Churra, nº 3, Panel 22 - Buzón 30","30815","","","629 631 718","","","03/07/2008 0:00:00"
"Asociación Comarcal de Empresarios de Ganadería y Agricultura de la Comarca del Guadalentín","Organizaciones Empresariales","403","G-73600744","C/ Abad de los Arcos, 3","30800","","","968 444 604","968 444 604                                       ","ceclor@ceclor.net","15/04/2008 0:00:00"
"Asociación Sociedad Activa","Asociación con Fines Asistenciales","407","G-73596538","C/ Cueto, 10","30800","","","636 973 008","","sociedadactivalorca@gmail.com","07/07/2008 0:00:00"
"Automóvil Club Zarcilla de Ramos","Asociación Deportiva","408","G-73612301","Dip. Zarcilla de Ramos, C/ Ancha, nº 9","30810","","","968 499 372","968 499 372                                       ","","25/11/2008 0:00:00"
"Asociación Amigos del Pradico Ermita de San Antón","Cultural y tradiciones populares","409","G-73609570","Dip. Parrilla, Local Social de Consejero","30811","","","","","","16/08/2008 0:00:00"
"Club de Pensionistas y Jubilados de Sagrada Familia.","Club de Pensionistas","355","30817","Centro Social de Sagrada Familia. Puente Resinoli. s/n","30817","","","","","","26/05/1998 0:00:00"
"Asociación Burkina Faso de Lorca","Asociación de Minorías Sociales","412","G-73605495","C/ Pedro Cárceles, 21","30800","","","680 960 843","","zas_ta@yahoo.fr","10/06/2008 0:00:00"
"ASOCIACIÓN PARA LA PROMOCIÓN SOCIO CULTURAL E INSERCIÓN LABORAL DE LA ETNIA GITANA Y OTROS COLECTIVOS EN RIESGO DE EXCLUSIÓN SOCIAL -ASPROSOCU-","Asociación de Minorías Sociales","413","G-30432231","Placica Nueva, 13, bajo","30800","","","868 922 123","868 922 123                                       ","lorca@asprosocu.org","30/11/1994 0:00:00"
"Unión de Pequeños Agricultores y Ganade3ros","Organizaciones Profesionales","414","G-30399653","C/ Nuñez de Arce, 2","30800","","","968 477 417","","","17/01/1994 0:00:00"
"Asociación Juvenil San Pedro, San Juan y Santa María","Asociación de Jóvenes","415","G-73618662","C/ Sicilia, 6","30800","","","677 711 563","","nuriapsanchez@hotmail.com","30/12/2008 0:00:00"
"Club de Pensionistas y Jubilados de San Antonio","Club de Pensionistas","349","G-30483176","Centro Social de San Antonio. Calle Mariscal Pedro Musso","30800","","","","","","13/03/1998 0:00:00"
"Asociación Cultural Deportiva de la Policía Local de Lorca ACUDEPOL 24","Asociación Cultural","416","G-73624389","Avda. Fuerzas Armadas (Cuartel Policía Local), s7n","30800","","","676 935 371","","","22/12/2008 0:00:00"
"Asociación Cultural Duende y Compás de Lorca","Asociación Cultural","417","G-73622870","Dip. Campillo, Ctra. de Águilas, nº 146 - 1º","30813","","","","","duendeycompasdelorca@gmail.com","05/12/2008 0:00:00"
"Asociación de Personas Mayores y Familiares Solidaridad Intergeneracional.","Asociación con Fines Asistenciales","418","G-49225980","Dip. Pulgara, s/n","30800","","","968 467 696","968 472 652                                       ","","10/03/2005 0:00:00"
"Asociación Juvenil Sutullena","Asociación de Jóvenes","419","G-73619306","Avda. de Sutullena, nº 2","30800","","","639 479 379","","",""
"Club de Pensionistas y Jubilados de Santa María","Club de Pensionistas","362","G-30594626","Centro Social de Santa María. C/ Sicilia, s/n","30800","","","","","","06/04/1998 0:00:00"
"Asociac ión Centro de Mediación","Asociación con Fines Asistenciales","420","G-73595282","C/Lope Gisbert, 36 - 3º - A","30800","","","968 449 275","968 449 275                                       ","mediacionyfamilia@telefonica",""
"Fundación Miguel Caballero","Asociación con Fines Asistenciales","423","G-73630584","Dip. Zarzadilla de Totana, C/ Grupo Escolar, 14","30814","","","638 413 499","","fundacionmiguelcabballero@gmail.com","03/02/2009 0:00:00"
"Asociación de Madres y Padres de Alumnos del Colegio Público San Fernando","Asociación de Padres y Madres de Alumnos","426","G-30028724","Avda. de Santa Clara, s/n","30800","","","968 465 022","968 465 571                                       ","",""
"Asociación de Guias Oficiales de Turismo de Lorca","Organizaciones Profesionales","427","G-73639973","C/ Juan Baenas, 18, esc. 2, Pl. 1ª A","30800","","","630 074 437","","guiartelorca@lorca.es","27/01/2009 0:00:00"
"Club Baloncesto Lorca","Asociación Deportiva","428","G-73639999","Dip. Tiata, C. Los Chaparros, 3","30800","","","607 471 750","","","02/07/2009 0:00:00"
"Lorca Fútbol Base","Asociación Deportiva","430","G-73639841","Avda. de Portugal, 28, bajo","30800","","","968 067 917 ","968 444 784                                       ","lorcafutbolbase@hotmail.com","14/07/2009 0:00:00"
"Asociación Amigos del Bonsai de Lorca","Asociaciones de ocio","431","G-73645897","C/José Mouliaá, 40","30800","","","619 391 719","","asociacionamigosdelbonsai@hotmail.com","22/06/2009 0:00:00"
"Asociación La Fábula (Asociación de Asistencia Psicosocial de la Región de Murcia)","Asociación con Fines Asistenciales","432","G-73577611","Alameda de la Constitucióin, s/n","30800","","","626 101 878","","jlmorlanes@hotmail.com","19/02/2008 0:00:00"
"Asociación Amigos de la Pasión de Lorca","Asociación Cultural","435","G-73545907","C/ Nogalte, 40, bajo","30800","","","","","","03/04/2008 0:00:00"
"ORGANIZACIÓN JUVENIL ESPAÑOLA","Asociación de Jóvenes","436","G-28556728","c/ Hernando de Burgos, 12","30800","","","665 832 226","","","18/07/1960 0:00:00"
"Asociación Scooter Club Lorca","Asociaciones de ocio","437","G-73628018","Alameda de la Constitución, junto casa del deporte, s/n","30800","","","687 949 553","","clementeromera@hotmail.com","30/01/2009 0:00:00"
"Club de Tenis Tie Break","Asociación Deportiva","438","G-73655151","C/ Quijero, 57","30800","","","610 812 863","","clubtiebreak@gmail.com","08/06/2009 0:00:00"
"Asociación de Autónomos para el Fomento de la Formación para el Empleo y la Competitividad en la Comunidad Autónoma de Murcia -AFMU-","Organizaciones Empresariales","439","G-73465684","Polígono Industrial Saprelorca, Paecela A","30817","","","670 099 655","","soporte@rentcomp.es","21/01/2006 0:00:00"
"Asociación de Cooperativas y Autónomos para el Fomento y Desarrollo Sociolaboral en Murcia -FECOMU-","Organizaciones Empresariales","440","G-73596561","Polígono Industrial Saprelorca, Paecela A","30817","","","670 216 528","","gestion1@jmf.es.telefonica.net","20/02/2006 0:00:00"
"Asociación Cuadrilla de Avilés","Cultural y tradiciones populares","367","G-73555328","C/ San Nicolás, nº 32","30812","","","968491399","","","04/11/2007 0:00:00"
"Asociación Juvenil La Loma de Lorca","Asociación de Jóvenes","369","G-73565814","C/ Arcipreste Montesinos, nº 13","30800","","","622749019","","","16/12/2007 0:00:00"
"Asociación Instituto de Desarrollo Comunitario de Murcia","Asociación de Cooperación Social","372","G-30485858","C/ Lope Gisbert, nº 18","30800","","","968257466","968351290","mercedes.idc@gmail.com","13/01/1995 0:00:00"
"Asociación de Vecinas y Vecinos Pedanía de Nogalte","Asociación de Vecinos","373","G-73567554","Diputación Nogalte, Panel 1, Buzón 4, nº 61","30890","","","686091330","","mariadenogalte@hotmail.com","02/01/2008 0:00:00"
